query_id,query,claim_id,claim_rank,claim_ar,support_status,support_score,citation_valid,qa_valid,cited_evidence_ids,valid_evidence_ids,source_qa_ids,valid_source_qa_ids,supporting_relations,supporting_evidence,verification_reason,best_evidence_preview
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),trial_query_093_claim_02,2,آلام القرب من القلب غير مذكورة في الأدلة المُسترجعة [E1-E6],unsupported,0.1818,False,False,[],[],[],[],"[""فقر الدم --HAS_SYMPTOM--> الم المعدجة"", ""فقر الدم --HAS_SYMPTOM--> فقدان الشهيه"", ""الم المعدجة --SYMPTOM_OF--> فقر الدم""]","[{""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""أحيانا الم في المعدة كسل وخمول اضطرابات في النوم"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""فقر الدم سبب فقدان الشهيه"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> فقدان الشهيه""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""أحيانا الم في المعدة كسل وخمول اضطرابات في النوم"", ""relation"": ""الم المعدجة --SYMPTOM_OF--> فقر الدم""}]",no sufficient lexical evidence support in the retrieved subgraph,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم
trial_query_094,هل هناك أسباب أخرى محددة تؤدي الى ولادة دات شفة مشقوقة من غير استعمال دواء التوبيراميت.,trial_query_094_claim_01,1,السياق المقدم لا يحتوي على أدلة كافية عن أسباب أخرى لولادة شفة مشقوقة غير التوبيراميت,supported,0.2,True,True,"[""E1"", ""E2"", ""E3"", ""E4""]","[""E1"", ""E2"", ""E3"", ""E4""]","[""ahd5k_01066"", ""ahd5k_04612""]","[""ahd5k_01066"", ""ahd5k_04612""]","[""قرحة --TREATED_BY--> ايزومبرازول"", ""شيب --TREATED_BY--> خلطة الريحان و الروزماري"", ""ايزومبرازول --TREATS--> قرحة""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01066"", ""evidence_text"": ""ممكن تجرب دواء اسمه ايزومبرازول"", ""relation"": ""قرحة --TREATED_BY--> ايزومبرازول""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04612"", ""evidence_text"": ""هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب"", ""relation"": ""شيب --TREATED_BY--> خلطة الريحان و الروزماري""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01066"", ""evidence_text"": ""ممكن تجرب دواء اسمه ايزومبرازول"", ""relation"": ""ايزومبرازول --TREATS--> قرحة""}]",claim terms overlap retrieved evidence and cited/source ids are valid,ممكن تجرب دواء اسمه ايزومبرازول
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,trial_query_095_claim_01,1,يُنصح بالتصوير بالأشعة لتحديد مكان شظايا القنابل الصغيرة الانشطارية ونوعها,supported,0.8,True,True,"[""E1"", ""E4""]","[""E1"", ""E4""]","[""ahd5k_01290"", ""ahd5k_01290""]","[""ahd5k_01290"", ""ahd5k_01290""]","[""شظايا القنابل الصغيرة الانشطارية --DIAGNOSED_BY--> أشعة"", ""أشعة --DIAGNOSES--> شظايا القنابل الصغيرة الانشطارية""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01290"", ""evidence_text"": ""عمل تصوير بالأشعة لتحديد مكان الشظايا ونوعها"", ""relation"": ""شظايا القنابل الصغيرة الانشطارية --DIAGNOSED_BY--> أشعة""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_01290"", ""evidence_text"": ""عمل تصوير بالأشعة لتحديد مكان الشظايا ونوعها"", ""relation"": ""أشعة --DIAGNOSES--> شظايا القنابل الصغيرة الانشطارية""}]",claim terms overlap retrieved evidence and cited/source ids are valid,عمل تصوير بالأشعة لتحديد مكان الشظايا ونوعها
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,trial_query_095_claim_02,2,الجسم قد يصنع محفظات حول شظايا القنابل الصغيرة الانشطارية ويعزلها,supported,0.7,True,True,"[""E1""]","[""E1""]","[""ahd5k_01290""]","[""ahd5k_01290""]","[""شظايا القنابل الصغيرة الانشطارية --DIAGNOSED_BY--> أشعة""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01290"", ""evidence_text"": ""عمل تصوير بالأشعة لتحديد مكان الشظايا ونوعها"", ""relation"": ""شظايا القنابل الصغيرة الانشطارية --DIAGNOSED_BY--> أشعة""}]",claim terms overlap retrieved evidence and cited/source ids are valid,عمل تصوير بالأشعة لتحديد مكان الشظايا ونوعها
trial_query_096,السلام عليكم .. هل تناول ملعقة يوميا من زيت الحلبة على الريق يزيد من حجم الثدي بجانب التمارين ..؟؟ و ما المدة التى يمكن الاستمرار عليها فى تناول الزيت؟ و...,trial_query_096_claim_01,1,زيت الحلبة ليس له أدلة كافية في الشبكة لتأثيره على حجم الثدي,supported,0.1667,True,True,"[""E1""]","[""E1""]","[""ahd5k_00203""]","[""ahd5k_00203""]","[""النقص الشديد للصفائح --TREATED_BY--> الروتيكسيماب""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00203"", ""evidence_text"": ""الروتيكسيماب يفيده في علاج النقص الشديد للصفائح"", ""relation"": ""النقص الشديد للصفائح --TREATED_BY--> الروتيكسيماب""}]",claim terms overlap retrieved evidence and cited/source ids are valid,الروتيكسيماب يفيده في علاج النقص الشديد للصفائح
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,trial_query_097_claim_01,1,ضرس العقل قد يسبب آلامًا بدرجات متفاوتة تتطلب خلعه,supported,0.3333,True,True,"[""E1"", ""E3""]","[""E1"", ""E3""]","[""ahd5k_04356"", ""ahd5k_04356""]","[""ahd5k_04356"", ""ahd5k_04356""]","[""ضرس العقل --HAS_SYMPTOM--> الام"", ""ضرس العقل --HAS_SYMPTOM--> صداع""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""ضرس العقل"", ""relation"": ""ضرس العقل --HAS_SYMPTOM--> الام""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""ضرس العقل"", ""relation"": ""ضرس العقل --HAS_SYMPTOM--> صداع""}]",claim terms overlap retrieved evidence and cited/source ids are valid,ضرس العقل
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,trial_query_097_claim_02,2,المراجعة الطبية (طبيب أو أخصائي جراحة الوجه والفكين) هي المعالجة الموصى بها,supported,0.1667,True,True,"[""E2"", ""E4""]","[""E2"", ""E4""]","[""ahd5k_04356"", ""ahd5k_04356""]","[""ahd5k_04356"", ""ahd5k_04356""]","[""الام --TREATED_BY--> المراجعة الطبية"", ""ضرس العقل --TREATED_BY--> المراجعة الطبية""]","[{""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""مراجعة طبيبك او اخصائي جراحه وجه و فكين"", ""relation"": ""الام --TREATED_BY--> المراجعة الطبية""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""مراجعة طبيبك او اخصائي جراحه وجه و فكين"", ""relation"": ""ضرس العقل --TREATED_BY--> المراجعة الطبية""}]",claim terms overlap retrieved evidence and cited/source ids are valid,مراجعة طبيبك او اخصائي جراحه وجه و فكين
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,trial_query_098_claim_01,1,العمليات الجراحية مثل تبديل الصمام الأبهري يمكن أن تُجرى بسلام إذا تم التحكم في مرض السكري وارتفاع ضغط الدم بشكل جيد,supported,0.5238,True,True,"[""E1"", ""E3""]","[""E1"", ""E3""]","[""ahd5k_01294"", ""ahd5k_04912""]","[""ahd5k_01294"", ""ahd5k_04912""]","[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01294"", ""evidence_text"": ""مرض السكري وضغط الدمز"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01294"", ""evidence_text"": ""مرض السكري وضغط الدمز"", ""relation"": ""ضغط الدم --SYMPTOM_OF--> مرض السكري""}]",claim terms overlap retrieved evidence and cited/source ids are valid,مرض السكري وضغط الدمز
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,trial_query_098_claim_02,2,يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد النسبة المئوية للضعف في عضلة القلب ووظائف الأعضاء الأخرى,supported,0.2941,True,True,"[""E2"", ""E4""]","[""E2"", ""E4""]","[""ahd5k_04912""]","[""ahd5k_04912""]","[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري""]","[{""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""ضغط الدم --SYMPTOM_OF--> مرض السكري""}]",claim terms overlap retrieved evidence and cited/source ids are valid,مع العلم أن المريض يعاني من مرض السكر
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,trial_query_099_claim_01,1,يُنصح بإجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده,supported,0.6667,True,True,"[""E3"", ""E6""]","[""E3"", ""E6""]","[""ahd5k_01295"", ""ahd5k_01295""]","[""ahd5k_01295"", ""ahd5k_01295""]","[""دبوس --DIAGNOSED_BY--> أشعة"", ""أشعة --DIAGNOSES--> دبوس""]","[{""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01295"", ""evidence_text"": ""أشعة لمعرفة مكان الدبوس والتأكد من وجوده"", ""relation"": ""دبوس --DIAGNOSED_BY--> أشعة""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_01295"", ""evidence_text"": ""أشعة لمعرفة مكان الدبوس والتأكد من وجوده"", ""relation"": ""أشعة --DIAGNOSES--> دبوس""}]",claim terms overlap retrieved evidence and cited/source ids are valid,أشعة لمعرفة مكان الدبوس والتأكد من وجوده
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,trial_query_100_claim_02,2,يُنصح بالاستعانة بمتخصص طبي لفحص الجلد والتحري عن الأسباب المحتملة للبقع,unsupported,0.0909,True,True,[],[],[],[],"[""التهاب --HAS_SYMPTOM--> الدم""]","[{""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_00666"", ""evidence_text"": ""التهاب في المثانة أو الإحليل يسبب خروج الدم"", ""relation"": ""التهاب --HAS_SYMPTOM--> الدم""}]",no sufficient lexical evidence support in the retrieved subgraph,التهاب في المثانة أو الإحليل يسبب خروج الدم
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,trial_query_101_claim_01,1,البردقوش يُستخدم لتنظيم الدورة الشهرية,supported,0.6,True,True,"[""E1""]","[""E1""]","[""ahd5k_04015""]","[""ahd5k_04015""]","[""الدورة الشهرية --TREATED_BY--> البردقوش""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""البردقوش"", ""relation"": ""الدورة الشهرية --TREATED_BY--> البردقوش""}]",claim terms overlap retrieved evidence and cited/source ids are valid,البردقوش
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,trial_query_101_claim_02,2,لا توجد أدلة حول تأثير البردقوش على عدد الحيوانات المنوية,unsupported,0.3,False,False,[],[],[],[],"[""الدورة الشهرية --TREATED_BY--> البردقوش"", ""التدخين --INVESTIGATED_BY--> الحيوانات المنوية"", ""الدورة الشهرية --TREATED_BY--> اكليل الجبل""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""البردقوش"", ""relation"": ""الدورة الشهرية --TREATED_BY--> البردقوش""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_01629"", ""evidence_text"": ""سلامة الحيوانات المنوية للزوج"", ""relation"": ""التدخين --INVESTIGATED_BY--> الحيوانات المنوية""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""اكليل الجبل"", ""relation"": ""الدورة الشهرية --TREATED_BY--> اكليل الجبل""}]",no sufficient lexical evidence support in the retrieved subgraph,البردقوش
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,trial_query_102_claim_01,1,الأعراض مثل ضيق التنفس وتعب الكتف قد تكون مرتبطة بالتهاب الجيوب الأنفية أو الحساسية,supported,0.2143,True,True,"[""E1"", ""E2"", ""E3"", ""E4""]","[""E1"", ""E2"", ""E3"", ""E4""]","[""ahd5k_03872""]","[""ahd5k_03872""]","[""التهاب --HAS_SYMPTOM--> تعب"", ""تعب --SYMPTOM_OF--> التهاب"", ""التهاب --HAS_SYMPTOM--> ضيق تنفس""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_03872"", ""evidence_text"": ""اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام"", ""relation"": ""التهاب --HAS_SYMPTOM--> تعب""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_03872"", ""evidence_text"": ""اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام"", ""relation"": ""تعب --SYMPTOM_OF--> التهاب""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_03872"", ""evidence_text"": ""اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام"", ""relation"": ""التهاب --HAS_SYMPTOM--> ضيق تنفس""}]",claim terms overlap retrieved evidence and cited/source ids are valid,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,trial_query_102_claim_02,2,الكتف المتعب قد يُعالج بالبروفين، لكن العلاقة غير موثقة بدرجة كافية,supported,0.0909,True,True,"[""E5""]","[""E5""]","[""ahd5k_00486""]","[""ahd5k_00486""]","[""الكتف --TREATED_BY--> البروفين""]","[{""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_00486"", ""evidence_text"": ""تناول بعض الأدوية المسكنة للألم اللاستيروئيدية، مثل البروفين"", ""relation"": ""الكتف --TREATED_BY--> البروفين""}]",claim terms overlap retrieved evidence and cited/source ids are valid,تناول بعض الأدوية المسكنة للألم اللاستيروئيدية، مثل البروفين
trial_query_103,ما هو ابسط علاج لمرض السكر بدون كيماويات؟,trial_query_103_claim_01,1,الدليل المتاح لا يحتوي على معلومات حول علاج مرض السكر بدون كيماويات,weakly_supported,0.3333,True,True,[],[],[],[],"[""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية"", ""تحاليل مخبرية --DIAGNOSES--> مرض السكري"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري""]","[{""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01551"", ""evidence_text"": ""تحاليل مخبرية"", ""relation"": ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""}, {""evidence_id"": ""E7"", ""qa_id"": ""ahd5k_01551"", ""evidence_text"": ""تحاليل مخبرية"", ""relation"": ""تحاليل مخبرية --DIAGNOSES--> مرض السكري""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""ضغط الدم --SYMPTOM_OF--> مرض السكري""}]",partial evidence match or partial source/citation support,تحاليل مخبرية
trial_query_103,ما هو ابسط علاج لمرض السكر بدون كيماويات؟,trial_query_103_claim_02,2,يُنصح بالاستعانة بخبير طبي لتحديد خطة علاج مناسبة بناءً على الحالة السريرية [E1-E5],unsupported,0.2143,True,True,[],[],[],[],"[""ضغط الدم --SYMPTOM_OF--> مرض السكري"", ""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري""]","[{""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""ضغط الدم --SYMPTOM_OF--> مرض السكري""}, {""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_02607"", ""evidence_text"": ""مرض السكري وضغط الدم"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_02607"", ""evidence_text"": ""مرض السكري وضغط الدم"", ""relation"": ""ضغط الدم --SYMPTOM_OF--> مرض السكري""}]",no sufficient lexical evidence support in the retrieved subgraph,مع العلم أن المريض يعاني من مرض السكر
trial_query_107,"انا عندى 16 سنة وعندي ارتخاء بالصمام الميترالى والاعراض اللى عندي دوخة لما أقف و بتعب من أقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلى اندرال 20 جم بس مش...",trial_query_107_claim_01,1,الدوخة والتعب قد تكون مرتبطة بارتفاع ضغط الدم حسب الأدلة المتوفرة,supported,0.2727,True,True,"[""E4"", ""E5""]","[""E4"", ""E5""]","[""ahd5k_04701"", ""ahd5k_04701""]","[""ahd5k_04701"", ""ahd5k_04701""]","[""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة"", ""دوخة --SYMPTOM_OF--> ارتفاع ضغط الدم""]","[{""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""دوخة"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""دوخة"", ""relation"": ""دوخة --SYMPTOM_OF--> ارتفاع ضغط الدم""}]",claim terms overlap retrieved evidence and cited/source ids are valid,دوخة
trial_query_107,"انا عندى 16 سنة وعندي ارتخاء بالصمام الميترالى والاعراض اللى عندي دوخة لما أقف و بتعب من أقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلى اندرال 20 جم بس مش...",trial_query_107_claim_02,2,لا توجد أدلة مباشرة تربط ارتخاء الصمام الميترالي بالدوخة والتعب المذكورين,unsupported,0.0909,False,False,[],[],[],[],"[""ارتفاع ضغط الدم --HAS_SYMPTOM--> خفقان القلب"", ""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة"", ""دوخة --SYMPTOM_OF--> ارتفاع ضغط الدم""]","[{""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""تسارع في ضربات القلب"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> خفقان القلب""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""دوخة"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""دوخة"", ""relation"": ""دوخة --SYMPTOM_OF--> ارتفاع ضغط الدم""}]",no sufficient lexical evidence support in the retrieved subgraph,تسارع في ضربات القلب
trial_query_108,هل هناك اسباب للحساسية من الباراسيتمول وما الاغذية التى امتنع عنها وما هى الاغذية التى ااكلها,trial_query_108_claim_01,1,الحساسية قد تسبب سعالاً وبلغمًا وضيق تنفس [E1][E3][E4],supported,0.4,True,True,"[""E1"", ""E3"", ""E4""]","[""E1"", ""E3"", ""E4""]","[""ahd5k_00970"", ""ahd5k_00683"", ""ahd5k_00010""]","[""ahd5k_00970"", ""ahd5k_00683"", ""ahd5k_00010""]","[""حساسية --HAS_SYMPTOM--> ضيق تنفس"", ""حساسية --HAS_SYMPTOM--> ضيق تنفس""]","[{""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_00683"", ""evidence_text"": ""ضيق تنفس وسرعة التعب وقلق"", ""relation"": ""حساسية --HAS_SYMPTOM--> ضيق تنفس""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00010"", ""evidence_text"": ""حساسية تسبب ضيق تنفس"", ""relation"": ""حساسية --HAS_SYMPTOM--> ضيق تنفس""}]",claim terms overlap retrieved evidence and cited/source ids are valid,ضيق تنفس وسرعة التعب وقلق
trial_query_109,كان لدي ارتفاع بسيط في الصفائح ٤٦١ وعندما ولدت بعد ٥٠ يوم التحليل طلع ٦٧٩ واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,trial_query_109_claim_01,1,الصور الشعاعية قد تُطلب لفحص الصداع,supported,1.0,True,True,"[""E1"", ""E2""]","[""E1"", ""E2""]","[""ahd5k_01058"", ""ahd5k_01058""]","[""ahd5k_01058"", ""ahd5k_01058""]","[""صداع --INVESTIGATED_BY--> الصور الشعاعية"", ""الصور الشعاعية --INVESTIGATES--> صداع""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01058"", ""evidence_text"": ""الصور الشعاعية قد تُطلب لفحص الصداع"", ""relation"": ""صداع --INVESTIGATED_BY--> الصور الشعاعية""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_01058"", ""evidence_text"": ""الصور الشعاعية قد تُطلب لفحص الصداع"", ""relation"": ""الصور الشعاعية --INVESTIGATES--> صداع""}]",claim terms overlap retrieved evidence and cited/source ids are valid,الصور الشعاعية قد تُطلب لفحص الصداع
trial_query_109,كان لدي ارتفاع بسيط في الصفائح ٤٦١ وعندما ولدت بعد ٥٠ يوم التحليل طلع ٦٧٩ واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,trial_query_109_claim_02,2,الطبيب يعالج الصدمة الكهربائية والحروق,supported,0.6,True,True,"[""E3"", ""E4""]","[""E3"", ""E4""]","[""ahd5k_04866"", ""ahd5k_04866""]","[""ahd5k_04866"", ""ahd5k_04866""]","[""الصدمة الكهربائية --TREATED_BY--> الطبيب"", ""الحروق --TREATED_BY--> الطبيب""]","[{""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_04866"", ""evidence_text"": ""يستدعي الطبيب او المسعف للتعامل مع المصاب"", ""relation"": ""الصدمة الكهربائية --TREATED_BY--> الطبيب""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04866"", ""evidence_text"": ""يستدعي الطبيب او المسعف للتعامل مع المصاب"", ""relation"": ""الحروق --TREATED_BY--> الطبيب""}]",claim terms overlap retrieved evidence and cited/source ids are valid,يستدعي الطبيب او المسعف للتعامل مع المصاب
trial_query_110,عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة?,trial_query_110_claim_01,1,يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي,supported,0.4167,True,True,"[""E2"", ""E3""]","[""E2"", ""E3""]","[""ahd5k_02702"", ""ahd5k_02702""]","[""ahd5k_02702"", ""ahd5k_02702""]","[""نقص بحجم الثدي --DIAGNOSED_BY--> فحص سريري"", ""نقص بحجم الثدي --TREATED_BY--> مراجعة اخصائية النسائية""]","[{""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_02702"", ""evidence_text"": ""فحص سريري"", ""relation"": ""نقص بحجم الثدي --DIAGNOSED_BY--> فحص سريري""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_02702"", ""evidence_text"": ""مراجعة اخصائية النسائية"", ""relation"": ""نقص بحجم الثدي --TREATED_BY--> مراجعة اخصائية النسائية""}]",claim terms overlap retrieved evidence and cited/source ids are valid,فحص سريري
trial_query_112,يشعر والدي بألم في منطقة الصدر علما ان والدي مصاب بجلطة قلبية ودماغية اليوم قد تناول بيزا وكانت دسمة،،،،،هل هذا الم قلب ام الام معدة,trial_query_112_claim_01,1,الجلطة القلبية والدماغية ليست مرتبطتين مباشرة بأعراض الألم المذكورة في السياق المقدم.,unsupported,0.0833,False,False,[],[],[],[],"[""ضرس العقل --HAS_SYMPTOM--> الام"", ""الام --SYMPTOM_OF--> ضرس العقل"", ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""ضرس العقل"", ""relation"": ""ضرس العقل --HAS_SYMPTOM--> الام""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""ضرس العقل"", ""relation"": ""الام --SYMPTOM_OF--> ضرس العقل""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_03738"", ""evidence_text"": ""الالم الدي الديم الديم الديم"", ""relation"": ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم""}]",no sufficient lexical evidence support in the retrieved subgraph,ضرس العقل
trial_query_112,يشعر والدي بألم في منطقة الصدر علما ان والدي مصاب بجلطة قلبية ودماغية اليوم قد تناول بيزا وكانت دسمة،،،،،هل هذا الم قلب ام الام معدة,trial_query_112_claim_02,2,تناول وجبة دسمة قد يسبب اضطرابًا هضميًا، لكن هذا غير مذكور في الأدلة المقدمة.,unsupported,0.1429,False,False,[],[],[],[],"[""ضرس العقل --HAS_SYMPTOM--> الام"", ""الام --SYMPTOM_OF--> ضرس العقل"", ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""ضرس العقل"", ""relation"": ""ضرس العقل --HAS_SYMPTOM--> الام""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""ضرس العقل"", ""relation"": ""الام --SYMPTOM_OF--> ضرس العقل""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_03738"", ""evidence_text"": ""الالم الدي الديم الديم الديم"", ""relation"": ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم""}]",no sufficient lexical evidence support in the retrieved subgraph,ضرس العقل
