relation_id,chunk_id,qa_id,candidate_relation_type,validated_relation_type,keep,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,evidence,confidence,reason,provider,model,edge_id,original_relation_id,graph_relation_type,edge_direction
exact_rel_trial_query_003_source_answer,exact_source_chunk_ahd5k_00020,ahd5k_00020,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_003_topic,بنتي سنتين ونصف عندها حساسيه حليب البقر وتاخذ,QuestionTopic,exact_ent_trial_query_003_source_answer,إجابة مصدر AHD ahd5k_00020,SourceAnswer,اعطيها حليب مكسر بروتين الحليب بالكامل او حليب رز,0.99,exact AHD source answer for previously insufficient query trial_query_003,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_003_source_answer,exact_rel_trial_query_003_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_009_source_answer,exact_source_chunk_ahd5k_00088,ahd5k_00088,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_009_topic,دوائي طبيعي لعلاج انفراص بالفاصل العجزي القطني,QuestionTopic,exact_ent_trial_query_009_source_answer,إجابة مصدر AHD ahd5k_00088,SourceAnswer,اذا كان هذا الانقراص غير مسبب لضغط على الجذور العصبية يمكن العلاج من خلال جلسات علاج فيزيائي ام اذا كان ضاغطا فالجراحة هي الحل كذل في حال تضيق قناة النخاع المصاحبة لانزلاق غضروفي,0.99,exact AHD source answer for previously insufficient query trial_query_009,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_009_source_answer,exact_rel_trial_query_009_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_010_source_answer,exact_source_chunk_ahd5k_00140,ahd5k_00140,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_010_topic,ان تحس المراه بوجع طفيف علي مستوي الثدي,QuestionTopic,exact_ent_trial_query_010_source_answer,إجابة مصدر AHD ahd5k_00140,SourceAnswer,"يمكن ان يحدث هذا قبل او اثناء الدوره الشهريه نتيجه التغييرات الهرمونيه التي تحدث في هذه الاثناء, ولكن يختفي هذا الالم بعد انتهاء الدوره. لذلك اذا استمر الالم انصحك بمراجعه طبيبك للفحص.",0.99,exact AHD source answer for previously insufficient query trial_query_010,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_010_source_answer,exact_rel_trial_query_010_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_017_source_answer,exact_source_chunk_ahd5k_00237,ahd5k_00237,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_017_topic,عليكم، هو الفرق بين ضغط الدم الخاص بالجسم,QuestionTopic,exact_ent_trial_query_017_source_answer,إجابة مصدر AHD ahd5k_00237,SourceAnswer,لايوجد علاقة إجمالا,0.99,exact AHD source answer for previously insufficient query trial_query_017,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_017_source_answer,exact_rel_trial_query_017_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_020_source_answer,exact_source_chunk_ahd5k_00291,ahd5k_00291,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_020_topic,مالمقصود باللمف,QuestionTopic,exact_ent_trial_query_020_source_answer,إجابة مصدر AHD ahd5k_00291,SourceAnswer,اللمف سائل شفاف، يميل لونه إلى الصفرة يشبه في تركيبه تركيب الدم إلا أنّه لا يحتوي على كرات دم حمراء بل كرات دم بيضاء. يتكون من بقايا السائل النسيجي وجزيئات البروتين والكريات البيضاء وبعض مكونات الجهاز المناعي الأخرى يساهم في نقل الدسم من المعي الدقيق إلى القلب.,0.99,exact AHD source answer for previously insufficient query trial_query_020,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_020_source_answer,exact_rel_trial_query_020_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_021_source_answer,exact_source_chunk_ahd5k_00313,ahd5k_00313,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_021_topic,علاقه بين انخفاض الصفيحات الدمويه 122 وارتفاع خضاب,QuestionTopic,exact_ent_trial_query_021_source_answer,إجابة مصدر AHD ahd5k_00313,SourceAnswer,يجب التأكد من blood smear فلم صورة الدم للتأكد من نقص الصفيحات بهذه الافتراض يجب اجراء فحص نخاع العظم,0.99,exact AHD source answer for previously insufficient query trial_query_021,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_021_source_answer,exact_rel_trial_query_021_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_023_source_answer,exact_source_chunk_ahd5k_00372,ahd5k_00372,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_023_topic,حد بقدر يساعدني امي عملت فحص tah وهاي,QuestionTopic,exact_ent_trial_query_023_source_answer,إجابة مصدر AHD ahd5k_00372,SourceAnswer,التحليل طبيعي . إذا كانت تأخد تيروكسين عليها أن تستمر بنفس الجرعة . وإذا لم تكن تأخذ فالغدة طبيعية ولاتحتاج لشيء,0.99,exact AHD source answer for previously insufficient query trial_query_023,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_023_source_answer,exact_rel_trial_query_023_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_025_source_answer,exact_source_chunk_ahd5k_00436,ahd5k_00436,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_025_topic,ضغط والم وشعور بعدم الراحه منتصف الصدر يزداد,QuestionTopic,exact_ent_trial_query_025_source_answer,إجابة مصدر AHD ahd5k_00436,SourceAnswer,لا بد من فحص طبي سريري لاستبعاد فتق في الحجاب الحاجز,0.99,exact AHD source answer for previously insufficient query trial_query_025,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_025_source_answer,exact_rel_trial_query_025_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_027_source_answer,exact_source_chunk_ahd5k_00480,ahd5k_00480,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_027_topic,مصاب بفيروس س4 واخذتعﻻج بيغاسي ولم اشفي جري,QuestionTopic,exact_ent_trial_query_027_source_answer,إجابة مصدر AHD ahd5k_00480,SourceAnswer,"عليكم السلام يمكنك اخذ دواء من فصيلة ايزومبرازول مثل النيكسيام 40 مج لمدة شهر على الاقل و ايضا يجب عمل فحص PT, PTT, INR لفحص سيولة",0.99,exact AHD source answer for previously insufficient query trial_query_027,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_027_source_answer,exact_rel_trial_query_027_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_030_source_answer,exact_source_chunk_ahd5k_00507,ahd5k_00507,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_030_topic,الاعراض التاليه لها علاقه بالاسنان وهي صداع الراس,QuestionTopic,exact_ent_trial_query_030_source_answer,إجابة مصدر AHD ahd5k_00507,SourceAnswer,من الافضل والاجدى اذا وجد ضرس غقل او اكثر مطمور ان تبادرى لازالتهم وذلك لدى طبيب اسنان متمرس او لدى طبيب جراح وجه وفكين خيث يندرج هذا التخصص من ضمن تخصصه,0.99,exact AHD source answer for previously insufficient query trial_query_030,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_030_source_answer,exact_rel_trial_query_030_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_031_source_answer,exact_source_chunk_ahd5k_00510,ahd5k_00510,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_031_topic,تؤخر علاجات الحساسيه والربو عمليه الحمل,QuestionTopic,exact_ent_trial_query_031_source_answer,إجابة مصدر AHD ahd5k_00510,SourceAnswer,سؤال جدا شيق ومهم . حقيقة من مضاعفات استعمال بعض انواع مضادات الهيستامين على المدى الطويل قد تؤثر على الخصوبة لدى الرجال عن طريق تقليل كمية انتاج الحيوانات المنوية . اما لدى النساء فإن لمضادات الهيستامين اثرا على تجفيف بعض سوائل الجسم ومن بينها مخاط عنق الرحم والذي يلعب دورا مهما في الابقاء على الحيوانات المنوية حية لمدة تصل الى ٣ ايام مما يزيد من فرص الحمل، وتجفيف ذلك المخاط سيقلل من بقاء تلك الحيوانات حية لتلك الفترة وبالتالي تقليل فرص الحمل . والله أعلم انصح ك بالتقليل او ايقاف تناول حبوب مضاد الهيستامين اذا كانت هي العائق الوحيد في تأخر الحمل لديكي حاليا ام امكن . بالتوفيق ان شاء الله,0.99,exact AHD source answer for previously insufficient query trial_query_031,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_031_source_answer,exact_rel_trial_query_031_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_033_source_answer,exact_source_chunk_ahd5k_00543,ahd5k_00543,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_033_topic,اختي عملت تحاليل ماقبل الزواج وهي وخطيبها طلعوا,QuestionTopic,exact_ent_trial_query_033_source_answer,إجابة مصدر AHD ahd5k_00543,SourceAnswer,الزواج سيؤدى إلى وجود اوﻻد يعانون من المرض وتحطم كرات الدم باستمرار معاناة,0.99,exact AHD source answer for previously insufficient query trial_query_033,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_033_source_answer,exact_rel_trial_query_033_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_038_source_answer,exact_source_chunk_ahd5k_00604,ahd5k_00604,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_038_topic,زوجتي حامل نهايه شهرها السابع وتبين صور الاشعه,QuestionTopic,exact_ent_trial_query_038_source_answer,إجابة مصدر AHD ahd5k_00604,SourceAnswer,نعم هنالك عدد من اختصاصي جراحة الاكفاء في عمان الرجاء الاتصال بنا لدى حضوركم وسوف نقوم بالاتمام شخصيا لانتقاء افضل اطباء جراحي الاطفال لاجراء العمليه. د.سليمان ضبيط مدير وحدة الاخصاب والوراثة +962-6-4647217 +962-6-4644281 +692-79-5544688,0.99,exact AHD source answer for previously insufficient query trial_query_038,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_038_source_answer,exact_rel_trial_query_038_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_039_source_answer,exact_source_chunk_ahd5k_00614,ahd5k_00614,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_039_topic,عشبه الزعرور تتعارض مميعات الدم كالاسبرين وتؤدي لنتيجه,QuestionTopic,exact_ent_trial_query_039_source_answer,إجابة مصدر AHD ahd5k_00614,SourceAnswer,وجد ان هذه العشبة تزيد من سيولة الدم في المرضى الذين يأخذون الاسبرين او البلافكس او الورفارين وهم الغالبية العظمى من مرضى القلب وبالتالي تزيد من سيولة الدم ، وكذلك تزيد من احتمالية تسمم الجسم بدواء ( DIGOXIN ) وذلك عند تفاعله مع هذه العشبة تزداد معدلاته في الدم بصورة عالية مما يسبب هبوط الدورة الدموية وتباطؤ نبضات القلب.,0.99,exact AHD source answer for previously insufficient query trial_query_039,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_039_source_answer,exact_rel_trial_query_039_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_040_source_answer,exact_source_chunk_ahd5k_00615,ahd5k_00615,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_040_topic,حلمه ثديي الايمن لا بها فتحه اي انها,QuestionTopic,exact_ent_trial_query_040_source_answer,إجابة مصدر AHD ahd5k_00615,SourceAnswer,"يجب مراجعه اخصائي جراحه صدريه لفحص صدرك للتاكيد على فحصك، فاذا كنت فقط تعانين من وجود حلمه مسطحه فلا ضرر لها ،الا بعض الصعوبه عند الرضاعه ويمكن تصحيح هذا الشكل من الحلمات بعدة طرق ١.عمل بعض التمرينات لشد الحلمات إلى الخارج، وهي عبارة عن تمرينات تدليك لما حول منطقة الحلمة للمساعدة على بروزها، وقد تكون نتائجها ضعيفة جدا ٢. يمكن استخدام جهاز يسمى \""breast slell\"" دائري من البلاستيك يثبت على الثدي، ويوضع عادة تحت حمالات الثدي فيعمل على ترطيب المنطقة المحيطة بالحلمة ليساعدها على البروز, ويستخدم هذا الجهاز بانتظام 4 مرات في اليوم ولعدد من الساعات حسب إرشاد الطبيب، وقد يعطي نتائج جيدة. ٣. وكذلك هناك وسائل جراحية لإبراز الحلمة المقلوبة ونتائجها مضمونة في إظهار شكل الحلمة طبيعي، غير أنها لن تفيد في حل المشكلة الأكثر أهمية وهي قدرة الطفل على الرضاعة؛ نظرا لأن هذه الجراحة تؤثر على القنوات اللبنية في الثدي.",0.99,exact AHD source answer for previously insufficient query trial_query_040,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_040_source_answer,exact_rel_trial_query_040_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_042_source_answer,exact_source_chunk_ahd5k_00632,ahd5k_00632,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_042_topic,عمله تحاليل مختبر للغده الدرقيه ولم اجد الطبيب,QuestionTopic,exact_ent_trial_query_042_source_answer,إجابة مصدر AHD ahd5k_00632,SourceAnswer,يوجد كسل أولى بالغده الدرقيه ونحتاج للعلاج يجب زياره طبيب الغدد للفحص السريرى والاحتياج لاكمال باقى الفحوصات المعمليه وموجات صوتيه على الغده الدرقيه,0.99,exact AHD source answer for previously insufficient query trial_query_042,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_042_source_answer,exact_rel_trial_query_042_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_044_source_answer,exact_source_chunk_ahd5k_00655,ahd5k_00655,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_044_topic,مريضه بالسكر واستخدم فيرومن كبريتات الحديد لان فقر,QuestionTopic,exact_ent_trial_query_044_source_answer,إجابة مصدر AHD ahd5k_00655,SourceAnswer,من التاثيرات الجانبية لدواء فيرومين كبريتات الحديد ظهور مثل هذه الحبوب غيري العلاج,0.99,exact AHD source answer for previously insufficient query trial_query_044,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_044_source_answer,exact_rel_trial_query_044_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_045_source_answer,exact_source_chunk_ahd5k_00656,ahd5k_00656,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_045_topic,العمر 47 لاول مره تعاني الم الصدر ويمتد,QuestionTopic,exact_ent_trial_query_045_source_answer,إجابة مصدر AHD ahd5k_00656,SourceAnswer,إذا كانت الفحوصات القلبية طبيعية فقد يكون السبب من العمود الفقري الرقبي أو الظهري,0.99,exact AHD source answer for previously insufficient query trial_query_045,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_045_source_answer,exact_rel_trial_query_045_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_047_source_answer,exact_source_chunk_ahd5k_00673,ahd5k_00673,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_047_topic,لحالتي فانا اشعر بالام قويه مفصل الركبه الايسر,QuestionTopic,exact_ent_trial_query_047_source_answer,إجابة مصدر AHD ahd5k_00673,SourceAnswer,يبدوا من وصفك انكة مصاب بالتهاب مفصل الركبه والذي هو احد انواع التهابات المفاصل والذي يسمى بالعاميه سوفان مفصل الركبه والذي سببه تغيرات انحطاطيه تشمل كل من الغضروف وما تحتهخ وكذلك تكوين تكلسات طرفيه وتورم الانسجه ما حول المفصل مع تغيرات في محاور الحركه تسبب الاما شديده مع تحدد في الحركه ان مادة كلوكوز امين كوندروتين بطيئة المفعول وخصوصا كلما ازداد العمر وهي لوحدها لاتؤ دي الغرض حيث اتن التمالرين الرياضيه والعلاج الطبيعي - الادويه مضادة الالتهاب والغير الكورتيزونيه - تكييف الحركه ومفردات الحياة وبحسب العمر والفعاليات ونوعية العمل هي الحل الامثل,0.99,exact AHD source answer for previously insufficient query trial_query_047,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_047_source_answer,exact_rel_trial_query_047_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_048_source_answer,exact_source_chunk_ahd5k_00679,ahd5k_00679,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_048_topic,بمعلويه زمن البروثرومبين كيف حساب تركيز البروثرومبين؟,QuestionTopic,exact_ent_trial_query_048_source_answer,إجابة مصدر AHD ahd5k_00679,SourceAnswer,إن زمن البروثرومبين وتركيز البروثرومبين في الدم يتم قياسه من خلال تحليل الدم. إن زمن التخثر هو مقياس للتسلسل التخثري للدم ويتكون من مجموعة من العوامل منها العامل 7، 2(البروثرومبين)، 5، 10، والفيبرينوجين. ويتم إجراء الاختبار عن طريق إضافة الكالسيوم والثرومبوبلاستين، وهو منشط لمسار التخثر، إلى عينة الدم ثم قياس الوقت (بالثواني) اللازم لتكوين الجلطة. وللحصول على نتيجة صحيحة يحب أخذ عينة الدم بالشكل الصحيح عن طريق ملء عينة الدم بالكامل (5 مل)، لأن الأنبوب المملوء بشكل غير كامل قد يؤدي إلى فترة تخثر طويلة بشكل خاطئ مع ضرورة إجراء التحليل خلال ساعتين في حال بقاء العينة في درجة حرارة الغرفة أو خلال 4 ساعات في حال الاحتفاظ بالعينة في الثلاجة. للمزيد: إرشادات غذائية للمرضى الذين يستخدمون مميعات الدم الفيتامينات ومرافقات الأنزيمات VITAMINS AND COENZYMES المرجع: Prothrombin Time,0.99,exact AHD source answer for previously insufficient query trial_query_048,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_048_source_answer,exact_rel_trial_query_048_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_050_source_answer,exact_source_chunk_ahd5k_00691,ahd5k_00691,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_050_topic,نبضات القلب بطيئه فما العلاج,QuestionTopic,exact_ent_trial_query_050_source_answer,إجابة مصدر AHD ahd5k_00691,SourceAnswer,هذا يعتمد على حدة ونوع البطئ وعلى السبب,0.99,exact AHD source answer for previously insufficient query trial_query_050,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_050_source_answer,exact_rel_trial_query_050_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_052_source_answer,exact_source_chunk_ahd5k_00696,ahd5k_00696,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_052_topic,مولود جديد بعد التحاليل ظهر الانيميا الفوليه الانيميا,QuestionTopic,exact_ent_trial_query_052_source_answer,إجابة مصدر AHD ahd5k_00696,SourceAnswer,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون الذي يحمي خلايا الدم الحمراء من التلف بفعل الأكسدة وبالتالي التسبب في فقر الدم الانحلالي الغير مناعي وخاصة عند تناول المُصاب لكميات كبيرة من الفول أو التعرض لحبوب اللقاح الخاصة بالنبته المُثمرة للفول لا يمكن الوقاية من المرض لانه خلقي جيني,0.99,exact AHD source answer for previously insufficient query trial_query_052,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_052_source_answer,exact_rel_trial_query_052_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_054_source_answer,exact_source_chunk_ahd5k_00736,ahd5k_00736,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_054_topic,تغير لون اللثه جزء وردي وجزء احمر ؟؟؟؟,QuestionTopic,exact_ent_trial_query_054_source_answer,إجابة مصدر AHD ahd5k_00736,SourceAnswer,الوردي هو اللون الطبيعي للثة السليمة و الاحمرار علامة التهاب ..... و التهاب اللثة في اغلب الاحيان يكمن السبب في اهمال الاعتناء بالنظافة الفمية ... الحل باجراء تنظيف للاسنان عند الطبيب و تفريش الاسنان بطريقة صحيحة و استعال مضمضة طبية و اتباع التعليمات الاضافية التي يمليها عليك الطبيب,0.99,exact AHD source answer for previously insufficient query trial_query_054,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_054_source_answer,exact_rel_trial_query_054_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_055_source_answer,exact_source_chunk_ahd5k_00754,ahd5k_00754,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_055_topic,امراءه السبعين الام قويه تمتد الرقبه الي الكتف,QuestionTopic,exact_ent_trial_query_055_source_answer,إجابة مصدر AHD ahd5k_00754,SourceAnswer,الالام التي تعانين منها قد تكون نتيجة انزلاق غضروفي عنقي او خشونة عالية في الفقرات او التهاب اوتار . ينصح عمل صورة رنين مغناطيسي للعنق وفحص هشاشة عظام ومراجعة اخصائي جراحة اعصاب من اجل الفحص السريري,0.99,exact AHD source answer for previously insufficient query trial_query_055,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_055_source_answer,exact_rel_trial_query_055_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_058_source_answer,exact_source_chunk_ahd5k_00772,ahd5k_00772,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_058_topic,سن32عازبه طول154 وزن86 سمنهوشعرانيهوكسل بسيط بالغدهالدرقيه ودورهغيرمنتظمهمن8سنوات بدات,QuestionTopic,exact_ent_trial_query_058_source_answer,إجابة مصدر AHD ahd5k_00772,SourceAnswer,بشكل عام نعم مناسب لعلاج تكيس المبايض وهذا مترافق مع زيادة الوزن ولذلك اهم شيء هو خفض الوزن,0.99,exact AHD source answer for previously insufficient query trial_query_058,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_058_source_answer,exact_rel_trial_query_058_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_059_source_answer,exact_source_chunk_ahd5k_00775,ahd5k_00775,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_059_topic,سؤال ثاني الاجسام المضاده للغده الدرقيه مرتفعه بس,QuestionTopic,exact_ent_trial_query_059_source_answer,إجابة مصدر AHD ahd5k_00775,SourceAnswer,اهم شيء هو نسبة الهرمونات في الدم. اذا كانت طبيعية فلا تحتاجي الى أي علاج ولا يوجد تأثير على الحمل,0.99,exact AHD source answer for previously insufficient query trial_query_059,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_059_source_answer,exact_rel_trial_query_059_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_061_source_answer,exact_source_chunk_ahd5k_00791,ahd5k_00791,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_061_topic,الممكن مريض الغده الدرقيه يشفي منها تماما بعد,QuestionTopic,exact_ent_trial_query_061_source_answer,إجابة مصدر AHD ahd5k_00791,SourceAnswer,عزيزتي غالباً عن استخدام هرمون الثايروكسين بالجرعة المطلوبة يتحسن النوم لدى الأغلبية ولذلك يجب التأكد ان الجرعة كافية عن طريق تحليل الدم لمستوى هرمون الغدة tsh والأمر الآخر يتطلب استقصاء الأسباب الاخرى لكثرة النوم او الخمول والكسل بشكل عام العضوية والنفسية,0.99,exact AHD source answer for previously insufficient query trial_query_061,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_061_source_answer,exact_rel_trial_query_061_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_062_source_answer,exact_source_chunk_ahd5k_00793,ahd5k_00793,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_062_topic,ورحمه الله وبركاته حبيت اسال زيت اللوز المر,QuestionTopic,exact_ent_trial_query_062_source_answer,إجابة مصدر AHD ahd5k_00793,SourceAnswer,يوجد العديد من الفوائد لاستخدام زيت اللوز المر، منها التخلص من علامات التمدد ولكن هناك حاجة إلى مزيد من الدراسات قبل أن يتم إثبات فعالية زيت اللوز المر. ومن الجدير بالذكر أن زيت اللوز المر يحتوي على مركبات سامة مثل السيانيد بكميات معينة قد لا تكون آمنة خاصة عند الاستخدام أثناء الحمل لذا يفضل التوقف عن استخدامه خلال فترة الحمل لارتباطه ببعض الآثار الجانبية غير المرغوبة مثل: إصابة الجنين بالعيوب الخلقية نتيجة احتواء هذا الزيت على فيتامين أ الذي يحظر استخدامه خلال الحمل. زيادة خطر الولادة المبكرة. للمزيد: زيوت المساج الطبيعية لتدليك الجسم المرجع: What essential oils are good for preventing stretch marks? Is It Safe To Use Almond Oil During Pregnancy?,0.99,exact AHD source answer for previously insufficient query trial_query_062,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_062_source_answer,exact_rel_trial_query_062_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_063_source_answer,exact_source_chunk_ahd5k_00821,ahd5k_00821,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_063_topic,سؤالي زراعه الاسنان الامريكيه نوع 3i مدي جودتها,QuestionTopic,exact_ent_trial_query_063_source_answer,إجابة مصدر AHD ahd5k_00821,SourceAnswer,كل انواع الزرعات غالبه ما يتم صنعها من مادة التيتانيوم ومثلها مثل باقى الزرعات العالميه,0.99,exact AHD source answer for previously insufficient query trial_query_063,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_063_source_answer,exact_rel_trial_query_063_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_068_source_answer,exact_source_chunk_ahd5k_00859,ahd5k_00859,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_068_topic,بنت اخي لديها انتفاخ الغدد الليمفاويهمما جعل لها,QuestionTopic,exact_ent_trial_query_068_source_answer,إجابة مصدر AHD ahd5k_00859,SourceAnswer,العقد اللمفاوية موجودة بشكل طبيعي في الجسم خاصة الرقبة ولكنها تنتفخ (تكبر) كرة فعل على وجود التهاب في المنطقة كاللوزتين مثلاً وتصغر مع اعطاء ادوية الالتهاب اما اذا كان حجمها ثابتاً فيجب اجراء فحوصات مخبرية او خزعة,0.99,exact AHD source answer for previously insufficient query trial_query_068,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_068_source_answer,exact_rel_trial_query_068_source_answer,ANSWERED_BY_SOURCE_QA,direct
exact_rel_trial_query_069_source_answer,exact_source_chunk_ahd5k_00864,ahd5k_00864,ANSWERED_BY_SOURCE_QA,ANSWERED_BY_SOURCE_QA,true,exact_ent_trial_query_069_topic,ان زوجه 50 عمري انتفاخ الثدي الاييسر الشعور,QuestionTopic,exact_ent_trial_query_069_source_answer,إجابة مصدر AHD ahd5k_00864,SourceAnswer,عليك مراجعة استشارى أمراض النساء او طبيب اورام,0.99,exact AHD source answer for previously insufficient query trial_query_069,exact_source_answer_expansion,ahd_qa_source,exact_rel_trial_query_069_source_answer,exact_rel_trial_query_069_source_answer,ANSWERED_BY_SOURCE_QA,direct
