differential_id,cohort,query_id,query,reference_answer,generation_mode,cited_evidence,evidence_qa_ids,verification_status,support_score,question_relevance,failed_checks,differential_type,automatic_citation_valid,automatic_verifier_supported,review_decision,safety_error_types,reviewer_notes,reviewer_type,candidate_claim,candidate_citations,closest_baseline_claim,closest_baseline_similarity
ahd_reference_100:evalv1_079:1,ahd_reference_100,evalv1_079,هل يعد الزواج من الأقارب خطرا بمعنى الكلمة وفي كل الحالات؟,الزواج بين الاقارب ليس خطر في كل الحالات بكل معنى الكلمة لكن لا يُستحب الزواج لسهولة او لكثرة نسبة اللمراض الوراثية اذا وُجدت في نفس العالة فبزواج الاقارب يكون نسبة حدوثها عن الاولاد الذيبن هم نتيجة هذا الزواج عالية جدا ، لكن هذا ليس ممنوع ولا خطر اذا لم يكن هناك اي سبب,structured_claims_v3_1,١- ليس بالضرورة أن يؤدي زواج الأقارب لولادة أطفال معاقين، بل يعتمد ذلك على وجود الجينات المرضية عند كلا الزوجين، وهو يزيد احتمالات الإصابة بالأمراض الوراثية ٢- هناك فحوصات جينية تجرى لكلا الزوجين لمعرفة وجود جينات مرضية مشتركة قد تنبئ باحتمال حدوث الخلل.,ahd5k_00965,supported,0.764706,0.676342,,not_produced_by_baseline,true,true,,,,,الزواج من الأقارب لا يضمن بالضرورة ولادة أطفال معاقين، بل يعتمد على وجود الجينات المرضية لدى كلا الزوجين.,E3,يعتمد خطر الإصابة على وجود الجينات المرضية لدى الزوجين,0.531646
ahd_reference_100:evalv1_082:1,ahd_reference_100,evalv1_082,عاني من الم في المعدة واشعر بضيق في التنفس وبروده في الرجلين وبدوخه وقلة الشهيه؟ افيدون ا,يجب مراجعة طبيب جهاز هضمي لعمل منظار وفحص البكتيريا الحلزونية قبل كل شيء لمعرفة السسب,structured_claims_v3_1,انصحك بزياره طبيب للفحص السريري وقياس الضغط جيدا فكل هذه اعراض انخفاض ضغط قد يكن ناتج عن التهاب في المعده مع عمل تحليل صوره دم,ahdqa_0483548,supported,0.733333,0.454167,,not_produced_by_baseline,true,true,,,,,يُنصح بزيارة طبيب لإجراء فحص سريري وقياس ضغط الدم، لأن هذه الأعراض قد تشير إلى انخفاض ضغط الدم أو التهاب في المعدة.,E1,زيارة طبيب للفحص السريري وقياس الضغط,0.416107
ahd_reference_100:evalv1_082:2,ahd_reference_100,evalv1_082,عاني من الم في المعدة واشعر بضيق في التنفس وبروده في الرجلين وبدوخه وقلة الشهيه؟ افيدون ا,يجب مراجعة طبيب جهاز هضمي لعمل منظار وفحص البكتيريا الحلزونية قبل كل شيء لمعرفة السسب,structured_claims_v3_1,اعراض جرثومة المعدة غازات نوبات امساك واحيانا اسهال غثيان الم في المعدة مع حموضة وضيق في التنفس بسبب الغازات واحيانا الم في الصدر وسوء هضم راجع اختصاصي امراض باطنية لفحصك وصرف العلاج الثلاثي,ahdqa_0512032,supported,0.809524,0.433333,,not_produced_by_baseline,true,true,,,,,قد تكون الأعراض ناتجة عن جرثومة المعدة، حيث تشمل الغازات، نوبات إمساك أو إسهال، غثيان، ألم في المعدة، حموضة، وضيق في التنفس بسبب الغازات، وأحياناً ألم في الصدر وسوء هضم.,E2,قد تكون أعراض التهاب المعدة,0.237113
ahd_reference_100:evalv1_082:3,ahd_reference_100,evalv1_082,عاني من الم في المعدة واشعر بضيق في التنفس وبروده في الرجلين وبدوخه وقلة الشهيه؟ افيدون ا,يجب مراجعة طبيب جهاز هضمي لعمل منظار وفحص البكتيريا الحلزونية قبل كل شيء لمعرفة السسب,structured_claims_v3_1,قد تكون هناك مضاعفات من العلاج. لذلك يجب عمل فحوصات دم للتأكد من الصفائح ويجب عمل تنظير للمعدة لمعرفة سبب الالم وقلة الشهية.,ahdqa_0614707,supported,0.75,0.408333,,not_produced_by_baseline,true,true,,,,,يُنصح بإجراء فحوصات دم للتحقق من الصفائح، وتنظيم تنظير للمعدة لتحديد سبب الألم وقلة الشهية.,E3,قد تحتاج فحوصات دم وتنظير للمعدة,0.446281
ahd_reference_100:evalv1_084:1,ahd_reference_100,evalv1_084,سلام عليكو انا عوز اعرف اضرار الزنجبيل اى,الجرعه العاليه قد تسبب سرعة ضربات القلب--انخفاض الضغط -لا يعطى للمصابين بالمراره والسكري-يخفض السكر-يسبب عسرهضم احيانا لا يعطي مع القرنفل والحلبه قد يسبب تخثر--الجرعات القليله قليلة الضرر,structured_claims_v3_1,"خلطهم معا يسبب تقرحات بالمعدة , عليك بشرب نوع واحد فقط مخفف على مرتين او ثلاث باليوم , الاضرار ان كنت تعاني من ارتفاع ضغط دم والفوائد لتنشيط الدورة الدموية او تخفيف الوزن",ahdqa_0409655,supported,0.6,0.8625,,not_produced_by_baseline,true,true,,,,,الزنجبيل عند مزيجه مع أدوية ارتفاع ضغط الدم قد يسبب تقرحات بالمعدة.,E1,خلط الزنجبيل مع القرفة والقرنفل قد يسبب تقرحات بالمعدة.,0.666667
ahd_reference_100:evalv1_086:1,ahd_reference_100,evalv1_086,كيفية علاج دوالى الرحم,لا علاج لها نكتفي بالمشي و تنشيط الدوره الدمويه و يمكن ان يساعد دواء اسمه دافلون و هو غير مثبت مدى فعاليته لذلك لا ينصح به,structured_claims_v3_1,هي تضخم اوردة الرحم وخطورتها النزيف وليس لها علاج غير الاستئصال. مع ان ادوية الدوالي ممكن تفيد اذا كانت صغيرة,ahdqa_0388217,supported,0.615385,0.691667,,not_produced_by_baseline,true,true,,,,,لا يوجد علاج غير الاستئصال للدوالي الكبيرة، لكن أدوية الدوالي قد تفيد إذا كانت صغيرة.,E5,يمكن استخدام أدوية الدوالي مثل دواء دافلون (قرص ثلاث مرات يوميًا).,0.369863
ahd_reference_100:evalv1_088:1,ahd_reference_100,evalv1_088,لماذا كل ماانزلت داخل زوجتي تشعر بحرقان وكأنو جرح ونكب عليه ملح داخل الرحم,الاحتمال الاكبر هو وجود التهابات في المهبل على زوجتك مراجعة اختصاصي النسائيه والتوليد,structured_claims_v3_1,ربما تعاني من جرح في المهبل أو التهاب فطري أو جرثومي، عليها مراجعة اختصاصي نسائية.,ahdqa_0721834,supported,0.4375,0.385533,,not_produced_by_baseline,true,true,,,,,قد يكون هناك جرح في المهبل أو التهاب فطري أو جرثومي، لذا يُنصح بمراجعة اختصاصي نسائية لتشخيص الحالة وتحديد العلاج المناسب.,E3,يُنصح بفحص طبيب نسائي للتأكد من عدم وجود جرح أو التهاب في المهبل أو الرحم,0.352941
ahd_reference_100:evalv1_088:2,ahd_reference_100,evalv1_088,لماذا كل ماانزلت داخل زوجتي تشعر بحرقان وكأنو جرح ونكب عليه ملح داخل الرحم,الاحتمال الاكبر هو وجود التهابات في المهبل على زوجتك مراجعة اختصاصي النسائيه والتوليد,structured_claims_v3_1,انصحها بمراجعه اخصائي نسائيه لاجراء فحص داخلي لعنق الرحم لاستبعاد وجود اي كتله او تقرحات قد يؤدي الى هذا وكذلك اجراء مسحه لعنق الرحم للكشف عن اي نمو غير طبيعي بخلايا عنق الرحم.,ahdqa_0786788,supported,0.782609,0.359965,,not_produced_by_baseline,true,true,,,,,قد تحتاج زوجتك إلى فحص داخلي لعنق الرحم لاستبعاد وجود أي كتلة أو تقرحات قد تسبب الألم، مع إجراء مسحة للعنق الرحم للكشف عن أي نمو غير طبيعي بخلايا عنق الرحم.,E5,يجب على زوجتك مراجعة طبيب مسالك بولية لتقييم الألم الحارق داخل الرحم,0.215247
ahd_reference_100:evalv1_089:1,ahd_reference_100,evalv1_089,هل استعمال حقنة menogon للرجال اللي عندهم نقص هرمونات دائمه ام ثلاث اشهر فقط,السلام و عليكم اذا كان قصور في الغدة النخامية ( يعني معدل هرمونات الغدة النخامية Lh و Fsh مستواهم منخفض وكذلك انخفاض معدل التسترون ),structured_claims_v3_1,"يجب التوقف عن العلاج عندما تصل نسبة الهرمون الى الوضع الطبيعي , ممكن اعطاؤها مرة واحدة فقط او تكرارها مرة اخرى بعد ستة اسابيع فقط وبعد اجراء الفحوصات اللازمة للتأكد من الوصول الى نسبة الهرمون الطبيعية في الجسم . ويجب الاستمرار قياس هرمون التستوستيرون وكذلك خلايا الدم الحمراء في الدم و و وظائف الكبد والبروستاتا للتأكد من استجابة الجسم للعلاج ,",ahdqa_0317367,supported,0.548387,0.428571,,not_produced_by_baseline,true,true,,,,,يُستخدم حقن Menogon للرجال الذين يعانون من نقص هرمونات دائمة حتى يصل مستوى الهرمون إلى الوضع الطبيعي، ويمكن تكرار الحقن مرة واحدة فقط أو بعد ستة أسابيع بعد إجراء الفحوصات اللازمة للتأكد من الوصول إلى نسبة الهرمون الطبيعية في الجسم.,E3,حقنة Menogon تُعطى عادةً كل ثلاثة أشهر، ويُتابع الطبيب مستويات الهرمون عبر التحاليل المخبرية.,0.327044
ahd_reference_100:evalv1_090:1,ahd_reference_100,evalv1_090,ما هو افضل علاج لأرتفاع ضغط الدم,"هذا يعتمد على عدة عوامل منها السبب ومدى تطور الحالة وعمر المريض وجنسه طبيعة استجابته على الدواء فلكل مريض ضواء يناسبه أكثر من غيره, وفي حالات الضغط الثانوي العلاج الأفضل يبدأ بإزالة السبب",structured_claims_v3_1,إن ارتفاع ضغط الدم سواء ضغط الدم الانقباضي أو ضغط الدم الانبساطي عن قراءة 180/120 مم زئبقي تعتبر نوبة ارتفاع ضغط الدم، وتستدعي زيارة الطوارئ بأسرع وقت ممكن من أجل تلقي العلاج المناسب وتجنب أي مضاعفات خطيرة، وخاصة في حال وجود حالة صحية سابقة مثل الجلطة القلبية والنزيف في الدماغ. وتجدر الإشارة أنه في حال ظهرت قراءات ضغط الدم أعلى من 180/120 بدون أي أعراض فيجب الانتظار 5 دقائق، وإعادة فحص ضغط الدم مرة أخرى، والاتصال بالطبيب الذي يتابع الحالة في حال استمرار ارتفاع قراءات ضغط الدم.أما في حال ارتفاع قراءات ضغط الدم عن 180/120 مع ظهور أعراض أخرى مرتبطة بتلف عضو معين مثل: ألم في الصدر. ضيق في التنفس. ألم في الظهر. الشعور بالخدران أو ضعف. تغير في الرؤية. صعوبة في الكلام. فتعتبر هذه حالة طارئة لارتفاع ضغط الدم، تستدعي العلاج الفوري. وبخصوص استفسارك ما هي أفضل الطرق لعلاج ارتفاع الضغط سريعاً، فيجب...,ahdqa_0735950,supported,0.842105,0.928571,,not_produced_by_baseline,true,true,,,,,يُعتبر ارتفاع ضغط الدم فوق 180/120 مم زئبقي نوبة ارتفاع ضغط الدم وتستدعي زيارة الطوارئ لتلقي العلاج المناسب وتجنب المضاعفات الخطيرة.,E1,ارتفاع ضغط الدم فوق 180/120 مم زئبق يُعَدّ نوبة ارتفاع ضغط الدم ويستدعي زيارة الطوارئ فوراً.,0.737327
ahd_reference_100:evalv1_090:2,ahd_reference_100,evalv1_090,ما هو افضل علاج لأرتفاع ضغط الدم,"هذا يعتمد على عدة عوامل منها السبب ومدى تطور الحالة وعمر المريض وجنسه طبيعة استجابته على الدواء فلكل مريض ضواء يناسبه أكثر من غيره, وفي حالات الضغط الثانوي العلاج الأفضل يبدأ بإزالة السبب",structured_claims_v3_1,بداية أود التوضيح أنه لا يمكن القول أن هناك أفضل دواء لعلاج ضغط الدم، لأن أفضل دواء يعتمد على عوامل كثيرة، مثل شدة ارتفاع ضغط الدم، والحالة الصحية العامة للمريض، والأدوية الأخرى التي يتناولها المريض، وبشكل عام هناك عدة فئات رئيسية من أدوية ضغط الدم، وهي: مدرات البول (Diuretic): تعمل هذه الأدوية على خفض كمية السوائل الزائدة من الجسم، مما يقلل من كمية الدم المتدفقة عبر الأوعية الدموية، وبالتالي المساعدة على خفض ضغط الدم. مثبطات الإنزيم المحول للأنجيوتنسين (ACE inhibitors): تعمل هذه الأدوية على منع إنتاج مادة الأنجيوتنسين، وهي مادة تتسبب في انقباض الأوعية الدموية، وهي أكثر أنواع أدوية علاج ضغط الدم المرتفع استخدامًا. مثبطات مستقبلات الأنجيوتنسين (ARBs): تعمل هذه الأدوية على منع تأثير الأنجيوتنسين على مستقبلاته في الجسم. حاصرات بيتا: تعمل هذه الأدوية على منع تأثير مادة الأدرينالين على مستقب...,ahd10k_02823,supported,0.805556,0.895174,,not_produced_by_baseline,true,true,,,,,لا يوجد دواء واحد يُعتبر الأفضل لعلاج ارتفاع ضغط الدم؛ فاختيار الدواء يعتمد على شدة ارتفاع الضغط، الحالة الصحية العامة للمريض، والأدوية الأخرى التي يتناولها، ويشمل الخيارات الرئيسية مدرات البول، مثبطات الإنزيم المحول للأنجيوتنسين (ACE inhibitors)، مثبطات مستقبلات الأنجيوتنسين (ARBs)، وحاصرات بيتا.,E4,فاختيار العلاج يعتمد على شدة ارتفاع الضغط، الحالة الصحية العامة، والأدوية الأخرى المتداولة,0.442708
ahd_reference_100:evalv1_098:1,ahd_reference_100,evalv1_098,"حامل في الاسبوع التاسع وظهر في السونار كيسان حمل فارغان ولم يظهر نبض ولكن لايوجد نزيف ولم تنزل قطرت دم ولا اشعر بألم والوحام موجود ولكن اقل علما\""اني اسقطت مرتين...",اذا لم يوجد نبض للجنين نتظر اسبوع واذا لم يظهر فهذا حمل فاشل نتمنى لكم كل التوفيق د.سليمان ضبيط مدير وحدة الاخصاب والوراثة اخصائي النسائية والتوليد مركز الخالدي الطبي,structured_claims_v3_1,بعد اسبوع يظهر النبض.بحاجة للمثبتات,ahdqa_0659595,supported,0.5,0.5,,not_produced_by_baseline,true,true,,,,,عادةً يظهر نبض الجنين بعد أسبوع من السونار الأول,E2,بعد أسبوع قد يظهر نبض الجنين في السونار.,0.705882
entity_ground_truth_100:entitygtv1_002:1,entity_ground_truth_100,entitygtv1_002,هل يفيد مسحوق العرقسوس في حالة البحة الصوتية؟ وبشكل عام ما هي فوائد عرق السوس واضراره؟,"نعم، يُعتقد أن عرق السوس يساهم في التخفيف من أعراض التهاب الحلق والحنجرة، مما يساهم بدوره في التخفيف من أعراض بحة الصوت، أما بالنسبة لفوائد عرق السوس على الصحة بشكل عام فقد تتضمن الآتي:

مضاد للالتهابات: يحتوي عرق السوس على مركبات نباتية لها خصائص مضادة للالتهابات، والتي يمكن أن تساعد في تخفيف الالتهابات في الجسم، مثل التهاب الحلق، والتهاب المفاصل، والتهاب الجلد.
مسكن للألم: يحتوي عرق السوس أيضًا على مركبات نباتية لها خصائص مسكنة للألم، والتي يمكن أن تساعد في تخفيف الآلام الخفيفة إلى المتوسطة، مثل الصداع، وآلام الأسنان، وآلام العضلات.
مضاد للأكسدة: يحتوي عرق السوس على مركبات نباتية لها خصائص مضادة للأكسدة، والتي يمكن أن تساعد في حماية الجسم من تلف الخلايا الناجم عن الجذور الحرة.
منشط للجهاز المناعي: يحتوي عرق السوس على مركبات نباتية يمكن أن تساعد في تعزيز الجهاز المناعي، مما قد يساعد في الوقاية من العدوى.
مفيد لصحة الجهاز الهضمي: يحتوي عرق السوس على مركبات نباتية يمكن أن تساعد في تخفيف الإمساك، وتحسين الهضم، وحماية المعدة والأمعاء من التلف.
مفيد لصحة القلب والأوعية الدموية: يحتوي عرق السوس على مركبات نباتية يمكن أن تساعد في خفض ضغط الدم، وتحسين صحة الأوعية الدموية، وحماية القلب من الأمراض.
مفيد لصحة الكبد: يحتوي عرق السوس على مركبات نباتية يمكن أن تساعد في حماية الكبد من التلف، وتحسين وظائف الكبد.

أما بالنسبة لأضرار عرق السوس على الجسم فإنها قد تظهر نتيجة الإفراط في استخدام عرق السوس أو استخدام عرق السوس من قبل بعض الأشخاص الذين يتناولون بعض الأدوية أو يعانون من بعض الأمراض المزمنة، وقد تتضمن أضرار عرق السوس الآتي:

ارتفاع ضغط الدم: يمكن أن يؤدي تناول عرق السوس بكميات كبيرة إلى ارتفاع ضغط الدم، وخاصةً لدى الأشخاص الذين يعانون من ارتفاع ضغط الدم بالفعل.
انخفاض مستويات البوتاسيوم: يمكن أن يؤدي تناول عرق السوس بكميات كبيرة إلى انخفاض مستويات البوتاسيوم في الجسم، مما قد يؤدي إلى مشاكل في القلب، والعضلات، والجهاز العصبي.
احتباس السوائل: يمكن أن يؤدي تناول عرق السوس بكميات كبيرة إلى احتباس السوائل في الجسم، مما قد يؤدي إلى تورم، وزيادة الوزن، ومشاكل في القلب.

للمزيد:

ما هي أهم فوائد عرق السوس للشعر والصحة العامة
عرق السوس والسكري فوائد مواد فعالة واثار جانبية",structured_claims_v3_1,يمكن أن يؤدي تناول عرق السوس بكميات كبيرة إلى ارتفاع ضغط الدم يحتوي عرق السوس على مركبات نباتية لها خصائص مضادة للالتهابات مسكن للألم: يحتوي عرق السوس أيضًا على مركبات نباتية لها خصائص مسكنة للألم، والتي يمكن أن تساعد في تخفيف الآلام الخفيفة إلى المتوسطة، مثل الصداع نعم، يُعتقد أن عرق السوس يساهم في التخفيف من أعراض التهاب الحلق والحنجرة,ahd10k_05548,supported,0.642857,0.980564,,not_produced_by_baseline,true,true,,,,,مسحوق العرقسوس يساهم في تخفيف أعراض التهاب الحلق والحنجرة بفضل خصائصه المضادة للالتهابات ومسكنة الألم.,E1,يُعتقد أن عرق السوس يساهم في التخفيف من أعراض التهاب الحلق والحنجرة,0.598802
entity_ground_truth_100:entitygtv1_007:1,entity_ground_truth_100,entitygtv1_007,كيفية تصغير الثدى ؟؟,"شد الصدر ورفعه بواسطة عملية جراحية تجميلية عند اختصاصي جراحة التجميل ، ففي حالة كبر حجمه وترهله وارتخائه لأسفل تجرى له
جراحة تصغير و شد او تجميل الثدي
فكرة العملية:
تقليل حجم الثدى ورفعة إما بأزالة الجلد الزائد أو الدهن الزائد أو كليهما
زمن العملية:ساعة إلى ثلاث ساعات
 اسباب العمليه:
كبر حجم الثدى و سقوطه قد يؤدى لآلام بالظهر والكتيفين و مشاكل فى الملابس المناسبة و مشاكل نفسية لدى المرأة يتم أزالة جزء من الجلد لرفع الثدى يتم أزالة جزء من الدهن والجلد لتقليل حجم الثدى بعد العملية:تختفى هذه المشاكل كلها مقابل ندبة أسفل الثدى
وأما إذا كان حجم الثدي صغيرا فيحتاج إلى عملية تكبير ورفع وعملية التكبير تتم بحقن الثدي بالماء المالح أو بالسيليكون",structured_claims_v3_1,لتصغير الثدي يمكن إجراء عملية جراحية تجميلية، وهي جراحة تصغير و شد او تجميل الثدي. - فكرة العملية: تقليل حجم الثدى ورفعة إما بأزالة الجلد الزائد أو الدهن الزائد أو كليهما - اسباب العملية : كبر حجم الثدى و سقوطه قد يؤدى لآلام بالظهر والكتفين و مشاكل فى الملابس المناسبة و مشاكل نفسية لدى المرأة، يتم أزالة جزء من الجلد لرفع الثدى يتم أزالة جزء من الدهن والجلد لتقليل حجم الثدى بعد العملية:تختفى هذه المشاكل كلها مقابل ندبة أسفل الثدي. كما يتوافرجهاز لتصغير الصدر في الاسواق ويعمل على ارسال شحنات كهربائية تذوب الدهون وتشد الصدر.,ahd10k_03050,supported,0.833333,0.908535,,not_produced_by_baseline,true,true,,,,,يمكن إجراء عملية جراحية تجميلية لتصغير الثدي، حيث يتم إزالة الجلد الزائد أو الدهن الزائد أو كليهما لتقليل حجم الثدي وتحسين مظهره.,E3,يمكن إجراء عملية جراحية لتصغير وشد الثدي,0.452381
entity_ground_truth_100:entitygtv1_017:1,entity_ground_truth_100,entitygtv1_017,السلام عليكم ..اشعر بكتلة صغيرة لينة تحت الجلد اسفل الرأس اعلى الرقبة بحجم حبة الحمص عندما المسها اشعر بحرارة في المكان وتشنج قليل في الرقبة ولكن لا تؤلمني ومسببة لي...,أنا أظن أن هذه كتلة دهنية ولكن لا يمكن الجزم قبل المعاينة لذلك أنصحك بإستشارة طبيب.,structured_claims_v3_1,ينصح بعمل اشعة علي الرقبة والاذن لمعرفة السبب,ahdqa_0127891,supported,1.0,0.40329,,not_produced_by_baseline,true,true,,,,,ينصح بعمل أشعة على الرقبة والاذن لمعرفة السبب.,E3,يجب مراجعة طبيب مختص لتقييم الكتلة، فقد تكون ورمًا دهنيًا أو عقدة لمفاوية ملتهبة.,0.406504
entity_ground_truth_100:entitygtv1_021:1,entity_ground_truth_100,entitygtv1_021,"السلام عليكم
دائما اشعر بنعاس حتى لو كنت نائمة فترة جيدة تقريبا 6 او 7 ساعات ما السبب وما االحل ؟؟
وشكرا الكم كتير","الأسباب الشائعة:
- النوم لفترات قصيرة.
- الأدوية والعقاقير (مهدئات- أقراص منومة- مضادات الهيستامين).
- اضطرابات النوم (مثل تقطع النفس أثناء النوم) أو الغفوات النومية.
- حالات طبية أخرى مثل ( خمول الغدة الدرقية - فرط كالسيوم الدم - فرط صوديوم الدم أو نقصه).
- علاج النعاس:
- العناية فى المنزل:
- ينبغى علاج الأسباب، بالنسبة للنعاس الذى يكون سببه الاكتئاب، القلق، الملل، الضغوط عليك بمحاولة حل المشكلة بدون اللجوء للمساعدة الطبية النتخصصة.
- أما إذا كان بسبب أحد الادوية أو العقاقير عليك بالتحدث إلى الطبيب الذى وصفه لك للتوقف عنه على الفور أو لتغييره (لا تفعل ذلك من نفسك أبداً).
- وإذا كان السبب السمنة أو نقص التهوية، فاللجوء إلى إنقاص الوزن هو علاج فى حد ذاته مع استشارة طبيب متخصص.
- وإذا كان النعاس بسبب خمول الغدة الدرقية أو فرط كالسيوم الدم أو فرط صوديوم الدم أو نقصه يعالجها الطبيب المتخصص كل شخص حسب حالته الصحية.",structured_claims_v3_1,الأسباب الشائعة: - النوم لفترات قصيرة. - الأدوية والعقاقير (مهدئات- أقراص منومة- مضادات الهيستامين). - اضطرابات النوم (مثل تقطع النفس أثناء النوم) أو الغفوات النومية. - حالات طبية أخرى مثل ( خمول الغدة الدرقية - فرط كالسيوم الدم - فرط صوديوم الدم أو نقصه). - علاج النعاس: - العناية فى المنزل: - ينبغى علاج الأسباب، بالنسبة للنعاس الذى يكون سببه الاكتئاب، القلق، الملل، الضغوط عليك بمحاولة حل المشكلة بدون اللجوء للمساعدة الطبية النتخصصة. - أما إذا كان بسبب أحد الادوية أو العقاقير عليك بالتحدث إلى الطبيب الذى وصفه لك للتوقف عنه على الفور أو لتغييره (لا تفعل ذلك من نفسك أبداً). - وإذا كان السبب السمنة أو نقص التهوية، فاللجوء إلى إنقاص الوزن هو علاج فى حد ذاته مع استشارة طبيب متخصص. - وإذا كان النعاس بسبب خمول الغدة الدرقية أو فرط كالسيوم الدم أو فرط صوديوم الدم أو نقصه يعالجها الطبيب المتخصص...,ahdqa_0768262,supported,0.923077,0.747059,,not_produced_by_baseline,true,true,,,,,أسباب النعاس شائعة وتشمل النوم لفترات قصيرة، الأدوية المهدئة أو مضادات الهيستامين، اضطرابات النوم مثل تقطع النفس أثناء النوم، أو حالات طبية مثل خمول الغدة الدرقية، فرط أو نقص كالسيوم الدم أو صوديوم الدم.,E2,اضطرابات النوم مثل تقطع النفس أثناء النوم قد تؤدي إلى النعاس.,0.40458
entity_ground_truth_100:entitygtv1_021:2,entity_ground_truth_100,entitygtv1_021,"السلام عليكم
دائما اشعر بنعاس حتى لو كنت نائمة فترة جيدة تقريبا 6 او 7 ساعات ما السبب وما االحل ؟؟
وشكرا الكم كتير","الأسباب الشائعة:
- النوم لفترات قصيرة.
- الأدوية والعقاقير (مهدئات- أقراص منومة- مضادات الهيستامين).
- اضطرابات النوم (مثل تقطع النفس أثناء النوم) أو الغفوات النومية.
- حالات طبية أخرى مثل ( خمول الغدة الدرقية - فرط كالسيوم الدم - فرط صوديوم الدم أو نقصه).
- علاج النعاس:
- العناية فى المنزل:
- ينبغى علاج الأسباب، بالنسبة للنعاس الذى يكون سببه الاكتئاب، القلق، الملل، الضغوط عليك بمحاولة حل المشكلة بدون اللجوء للمساعدة الطبية النتخصصة.
- أما إذا كان بسبب أحد الادوية أو العقاقير عليك بالتحدث إلى الطبيب الذى وصفه لك للتوقف عنه على الفور أو لتغييره (لا تفعل ذلك من نفسك أبداً).
- وإذا كان السبب السمنة أو نقص التهوية، فاللجوء إلى إنقاص الوزن هو علاج فى حد ذاته مع استشارة طبيب متخصص.
- وإذا كان النعاس بسبب خمول الغدة الدرقية أو فرط كالسيوم الدم أو فرط صوديوم الدم أو نقصه يعالجها الطبيب المتخصص كل شخص حسب حالته الصحية.",structured_claims_v3_1,الأسباب الشائعة: - النوم لفترات قصيرة. - الأدوية والعقاقير (مهدئات- أقراص منومة- مضادات الهيستامين). - اضطرابات النوم (مثل تقطع النفس أثناء النوم) أو الغفوات النومية. - حالات طبية أخرى مثل ( خمول الغدة الدرقية - فرط كالسيوم الدم - فرط صوديوم الدم أو نقصه). - علاج النعاس: - العناية فى المنزل: - ينبغى علاج الأسباب، بالنسبة للنعاس الذى يكون سببه الاكتئاب، القلق، الملل، الضغوط عليك بمحاولة حل المشكلة بدون اللجوء للمساعدة الطبية النتخصصة. - أما إذا كان بسبب أحد الادوية أو العقاقير عليك بالتحدث إلى الطبيب الذى وصفه لك للتوقف عنه على الفور أو لتغييره (لا تفعل ذلك من نفسك أبداً). - وإذا كان السبب السمنة أو نقص التهوية، فاللجوء إلى إنقاص الوزن هو علاج فى حد ذاته مع استشارة طبيب متخصص. - وإذا كان النعاس بسبب خمول الغدة الدرقية أو فرط كالسيوم الدم أو فرط صوديوم الدم أو نقصه يعالجها الطبيب المتخصص...,ahdqa_0768262,supported,0.636364,0.747059,,not_produced_by_baseline,true,true,,,,,علاج النعاس يتضمن معالجة السبب الأساسي، تعديل أو إيقاف الأدوية التي تسبب النعاس، إنقاص الوزن إذا كان السبب سمنة، أو علاج خمول الغدة الدرقية أو اضطرابات الكالسيوم/الصوديوم حسب التشخيص.,E2,فحص وظائف الغدة الدرقية، مستويات فيتامين ب12 ود، وفحص الدم العام يوصى به لتحديد السبب.,0.262172
entity_ground_truth_100:entitygtv1_028:1,entity_ground_truth_100,entitygtv1_028,عمري 22 طالبة امتياز تمريض،أعاني من فترة طويله ألم بأكتافي ويثور عندما أعمل بيدي ولا أعلم مالسبب ،ارجو مساعدتكم,"في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",structured_claims_v3_1,الالم في الرقبة والأكتاف عندما يكون مصاحب للصداع ليكون غالبا السبب في الفقرات العنقية والتهاب الاعصاب التي تخرج من هذه المنطقة نتيجة الضغط عليها بين الفقرات وبيحصل spasm في العضلات المحيطة وهو ده المسبب للألم فلابد من عمل أشعة علي العمود الفقري العنقي ومتابعة مع مختص مخ وأعصاب باطني وألف سلامة,ahdqa_0532965,supported,0.583333,0.513312,,not_produced_by_baseline,true,true,,,,,الألم في الأكتاف مع صداع غالباً ما يكون ناتجاً عن ضغط على الأعصاب في الفقرات العنقية، مما يسبب تشنجاً في العضلات المحيطة، ويستدعى فحصاً بالأشعة للعمود الفقري العنقي ومتابعة مع مختص في الأعصاب.,E1,ينصح بفحص أشعة للعمود الفقري العنقي ومتابعة مع مختص أعصاب,0.434426
