alias,alias_norm,entity_id,canonical_name,entity_type,support_count,source_chunks,qa_ids
الموت الدماغي,الموت الدماغي,ent_diseasecondition_1d360e20e36c,الموت الدماغي,DiseaseCondition,1,"[""chunk_00024""]","[""ahd5k_04739""]"
النخاع الشوكي,النخاع الشوكي,ent_diseasecondition_a2bb8f572461,النخاع الشوكي,DiseaseCondition,1,"[""chunk_00024""]","[""ahd5k_04739""]"
النسيج,النسيج,ent_diseasecondition_532d066568cb,النسيج,DiseaseCondition,0,"[""chunk_00080""]","[""ahd5k_00924""]"
النسيج المحيط,النسيج المحيط,ent_diseasecondition_77d1494eeb4a,النسيج المحيط,DiseaseCondition,0,"[""chunk_00080""]","[""ahd5k_00924""]"
النسيج المحيط بالفتحة,النسيج المحيط بالفتحه,ent_diseasecondition_1624385f1d65,النسيج المحيط بالفتحة,DiseaseCondition,0,"[""chunk_00080""]","[""ahd5k_00924""]"
النسيج فوق الدعامات,النسيج فوق الدعامات,ent_diseasecondition_bad4a78d1afb,النسيج فوق الدعامات,DiseaseCondition,0,"[""chunk_00080""]","[""ahd5k_00924""]"
النقص الشديد للصفائح,النقص الشديد للصفايح,ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,DiseaseCondition,0,"[""chunk_00057""]","[""ahd5k_00203""]"
الورم الدماغي,الورم الدماغي,ent_diseasecondition_7a635a09206f,الورم الدماغي,DiseaseCondition,1,"[""chunk_00028""]","[""ahd5k_03284""]"
الورم النقوي المتعدد,الورم النقوي المتعدد,ent_diseasecondition_0c001085703e,الورم النقوي المتعدد,DiseaseCondition,1,"[""chunk_00041""]","[""ahd5k_01930""]"
إمساك,امساك,ent_diseasecondition_deb4b94517cc,إمساك,DiseaseCondition,0,"[""chunk_00185""]","[""ahd5k_01998"", ""ahd5k_04017"", ""ahd5k_04323""]"
امساك,امساك,ent_diseasecondition_deb4b94517cc,إمساك,DiseaseCondition,3,"[""chunk_00185""]","[""ahd5k_01998"", ""ahd5k_04017"", ""ahd5k_04323""]"
امساك شديد,امساك شديد,ent_diseasecondition_deb4b94517cc,إمساك,DiseaseCondition,0,"[""chunk_00185""]","[""ahd5k_01998"", ""ahd5k_04017"", ""ahd5k_04323""]"
انخفاض ضغط الدم,انخفاض ضغط الدم,ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,DiseaseCondition,0,"[""chunk_00069""]","[""ahd5k_04701""]"
انزلاق أنقي,انزلاق انقي,ent_diseasecondition_8900ade247cb,انزلاق أنقي,DiseaseCondition,1,"[""chunk_00139""]","[""ahd5k_00754""]"
انزلاق انقي,انزلاق انقي,ent_diseasecondition_8900ade247cb,انزلاق أنقي,DiseaseCondition,0,"[""chunk_00139""]","[""ahd5k_00754""]"
انزلاق غضروفي عنقي,انزلاق غضروفي عنقي,ent_diseasecondition_5490429a16c5,انزلاق غضروفي عنقي,DiseaseCondition,1,"[""chunk_00133""]","[""ahd5k_04468""]"
انفراص,انفراص,ent_diseasecondition_94a9a87f1248,انفراص,DiseaseCondition,0,"[""chunk_00032""]","[""ahd5k_00088""]"
انفراص,انفراص,ent_diseasecondition_bcda4485dd1d,انقراص,DiseaseCondition,0,"[""chunk_00032""]","[""ahd5k_00088""]"
انقراص,انقراص,ent_diseasecondition_94a9a87f1248,انفراص,DiseaseCondition,0,"[""chunk_00032""]","[""ahd5k_00088""]"
انقراص,انقراص,ent_diseasecondition_bcda4485dd1d,انقراص,DiseaseCondition,1,"[""chunk_00032""]","[""ahd5k_00088""]"
انيميا,انيميا,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,1,"[""chunk_00053""]","[""ahd5k_01325""]"
انيميا الفول,انيميا الفول,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,0,"[""chunk_00049"", ""chunk_00053"", ""chunk_00054"", ""chunk_00056"", ""chunk_00058"", ""chunk_00059"", ""chunk_00067"", ""chunk_00085"", ""chunk_00100"", ""chunk_00135"", ""chunk_00182""]","[""ahd5k_00543"", ""ahd5k_00594"", ""ahd5k_00655"", ""ahd5k_00681"", ""ahd5k_00696"", ""ahd5k_00757"", ""ahd5k_00838"", ""ahd5k_00855"", ""ahd5k_01162"", ""ahd5k_01325"", ""ahd5k_01394"", ""ahd5k_01903"", ""ahd5k_02292"", ""ahd5k_02472"", ""ahd5k_02546"", ""ahd5k_03400"", ""ahd5k_03651"", ""ahd5k_03707"", ""ahd5k_04046""]"
بداية تكيس المابيض,بدايه تكيس المابيض,ent_diseasecondition_a69e12c09129,تكيس المابيض,DiseaseCondition,1,"[""chunk_00095""]","[""ahd5k_04038""]"
بروثرومبين,بروثرومبين,ent_diseasecondition_884ee2807f70,بروثرومبين,DiseaseCondition,1,"[""chunk_00040""]","[""ahd5k_00679""]"
بيلة الميوغلوبين,بيله الميوغلوبين,ent_diseasecondition_28abf8165f28,بيلة الميوغلوبين,DiseaseCondition,1,"[""chunk_00038""]","[""ahd5k_03468""]"
تخم البروستاتا الحميد,تخم البروستاتا الحميد,ent_diseasecondition_517952691aa3,تخم البروستاتا الحميد,DiseaseCondition,1,"[""chunk_00190""]","[""ahd5k_04948""]"
تسوس الأسنان,تسوس الاسنان,ent_diseasecondition_190a32dbb9bd,تسوس الأسنان,DiseaseCondition,0,"[""chunk_00055""]","[""ahd5k_04844""]"
تسوس الأسنان أو أي خراجات باللثة,تسوس الاسنان او اي خراجات باللثه,ent_diseasecondition_190a32dbb9bd,تسوس الأسنان,DiseaseCondition,1,"[""chunk_00055""]","[""ahd5k_04844""]"
تشمع,تشمع,ent_diseasecondition_c0d08edb6394,تشمع الكبد,DiseaseCondition,0,"[""chunk_00174""]","[""ahd5k_02213""]"
تشمع الكبد,تشمع الكبد,ent_diseasecondition_c0d08edb6394,تشمع الكبد,DiseaseCondition,1,"[""chunk_00174""]","[""ahd5k_02213""]"
تشوه,تشوه,ent_diseasecondition_35d61a018e10,تشوه,DiseaseCondition,0,"[""chunk_00150""]","[""ahd5k_03355""]"
تشوه,تشوه,ent_diseasecondition_b50b108a90f4,تشوهات,DiseaseCondition,0,"[""chunk_00150""]","[""ahd5k_03355""]"
تشوهات,تشوهات,ent_diseasecondition_35d61a018e10,تشوه,DiseaseCondition,0,"[""chunk_00150""]","[""ahd5k_03355""]"
تشوهات,تشوهات,ent_diseasecondition_7f2969b272b5,تشوهات خلقية,DiseaseCondition,0,"[""chunk_00044"", ""chunk_00045""]","[""ahd5k_03238"", ""ahd5k_04509""]"
تشوهات,تشوهات,ent_diseasecondition_b50b108a90f4,تشوهات,DiseaseCondition,0,"[""chunk_00150""]","[""ahd5k_03355""]"
تشوهات خلقية,تشوهات خلقيه,ent_diseasecondition_7f2969b272b5,تشوهات خلقية,DiseaseCondition,3,"[""chunk_00044"", ""chunk_00045""]","[""ahd5k_03238"", ""ahd5k_04509""]"
تصلب الشرايين,تصلب الشرايين,ent_diseasecondition_44e90462f6cf,تصلب الشرايين,DiseaseCondition,2,"[""chunk_00071""]","[""ahd5k_04630""]"
تضخم,تضخم,ent_diseasecondition_4453ab65a84b,تضخم,DiseaseCondition,0,"[""chunk_00046""]","[""ahd5k_00647""]"
تضخم الغدد اللمفية,تضخم الغدد اللمفيه,ent_diseasecondition_7ac7135caacd,تضخم الغدد اللمفية,DiseaseCondition,0,"[""chunk_00055""]","[""ahd5k_04844""]"
تضخم الغدد اللمفية الموضعية,تضخم الغدد اللمفيه الموضعيه,ent_diseasecondition_7ac7135caacd,تضخم الغدد اللمفية,DiseaseCondition,0,"[""chunk_00055""]","[""ahd5k_04844""]"
تضخم في الارداف,تضخم في الارداف,ent_diseasecondition_4453ab65a84b,تضخم,DiseaseCondition,1,"[""chunk_00046""]","[""ahd5k_00647""]"
تضيق الشرايين,تضيق الشرايين,ent_diseasecondition_2e5268a07754,تضيق الشرايين,DiseaseCondition,0,"[""chunk_00080""]","[""ahd5k_00391"", ""ahd5k_01704""]"
تضيق الشرايين القلبية,تضيق الشرايين القلبيه,ent_diseasecondition_2e5268a07754,تضيق الشرايين,DiseaseCondition,0,"[""chunk_00080""]","[""ahd5k_00391"", ""ahd5k_01704""]"
تضيق القنوات,تضيق القنوات,ent_diseasecondition_0058b0001848,تضيق القنوات الموجودة داخل الكبد,DiseaseCondition,0,"[""chunk_00174""]","[""ahd5k_00255""]"
تضيق القنوات الموجودة داخل الكبد,تضيق القنوات الموجوده داخل الكبد,ent_diseasecondition_0058b0001848,تضيق القنوات الموجودة داخل الكبد,DiseaseCondition,1,"[""chunk_00174""]","[""ahd5k_00255""]"
تكيس المابيض,تكيس المابيض,ent_diseasecondition_a69e12c09129,تكيس المابيض,DiseaseCondition,0,"[""chunk_00095""]","[""ahd5k_04038""]"
تكيس المبايض,تكيس المبايض,ent_diseasecondition_d56405bafefa,تكيس المبايض,DiseaseCondition,2,"[""chunk_00161"", ""chunk_00184""]","[""ahd5k_00772"", ""ahd5k_04832""]"
تكيس المبيض,تكيس المبيض,ent_diseasecondition_d56405bafefa,تكيس المبايض,DiseaseCondition,0,"[""chunk_00161"", ""chunk_00184""]","[""ahd5k_00772"", ""ahd5k_04832""]"
تهاب,تهاب,ent_diseasecondition_109e661e0028,تهاب الغدة الدرقية,DiseaseCondition,0,"[""chunk_00170""]","[""ahd5k_02685""]"
تهاب,تهاب,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,1,"[""chunk_00110""]","[""ahd5k_02532""]"
تهاب,تهاب,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,8,"[""chunk_00090"", ""chunk_00109"", ""chunk_00127"", ""chunk_00136"", ""chunk_00181"", ""chunk_00188"", ""chunk_00191""]","[""ahd5k_00142"", ""ahd5k_00162"", ""ahd5k_00369"", ""ahd5k_00714"", ""ahd5k_00891"", ""ahd5k_01567"", ""ahd5k_03671"", ""ahd5k_04235""]"
تهاب الحلق,تهاب الحلق,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,0,"[""chunk_00090"", ""chunk_00109"", ""chunk_00120"", ""chunk_00127"", ""chunk_00136"", ""chunk_00167"", ""chunk_00181"", ""chunk_00188"", ""chunk_00191""]","[""ahd5k_00142"", ""ahd5k_00162"", ""ahd5k_00369"", ""ahd5k_00372"", ""ahd5k_00714"", ""ahd5k_00791"", ""ahd5k_00891"", ""ahd5k_01491"", ""ahd5k_01567"", ""ahd5k_01579"", ""ahd5k_01750"", ""ahd5k_02037"", ""ahd5k_03671"", ""ahd5k_04235"", ""ahd5k_04258""]"
تهاب الحلمات,تهاب الحلمات,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,0,"[""chunk_00001"", ""chunk_00014"", ""chunk_00021"", ""chunk_00025"", ""chunk_00028"", ""chunk_00034"", ""chunk_00035"", ""chunk_00037"", ""chunk_00039"", ""chunk_00042"", ""chunk_00049"", ""chunk_00052"", ""chunk_00061"", ""chunk_00062"", ""chunk_00067"", ""chunk_00072"", ""chunk_00076"", ""chunk_00079"", ""chunk_00080"", ""chunk_00082"", ""chunk_00085"", ""chunk_00088"", ""chunk_00091"", ""chunk_00098"", ""chunk_00110"", ""chunk_00111"", ""chunk_00113"", ""chunk_00117"", ""chunk_00119"", ""chunk_00121"", ""chunk_00122"", ""chunk_00123"", ""chunk_00125"", ""chunk_00126"", ""chunk_00128"", ""chunk_00129"", ""chunk_00130"", ""chunk_00135"", ""chunk_00136"", ""chunk_00138"", ""chunk_00143"", ""chunk_00145"", ""chunk_00156"", ""chunk_00158"", ""chunk_00166"", ""chunk_00168"", ""chunk_00170"", ""chunk_00176"", ""chunk_00177"", ""chunk_00178"", ""chunk_00180"", ""chunk_00183"", ""chunk_00192""]","[""ahd5k_00008"", ""ahd5k_00012"", ""ahd5k_00032"", ""ahd5k_00069"", ""ahd5k_00072"", ""ahd5k_00114"", ""ahd5k_00140"", ""ahd5k_00171"", ""ahd5k_00480"", ""ahd5k_00505"", ""ahd5k_00515"", ""ahd5k_00530"", ""ahd5k_00632"", ""ahd5k_00639"", ""ahd5k_00656"", ""ahd5k_00666"", ""ahd5k_00673"", ""ahd5k_00736"", ""ahd5k_00774"", ""ahd5k_00775"", ""ahd5k_00855"", ""ahd5k_00859"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01099"", ""ahd5k_01104"", ""ahd5k_01394"", ""ahd5k_01422"", ""ahd5k_01465"", ""ahd5k_01510"", ""ahd5k_01551"", ""ahd5k_01558"", ""ahd5k_01578"", ""ahd5k_01669"", ""ahd5k_01689"", ""ahd5k_01751"", ""ahd5k_01836"", ""ahd5k_01874"", ""ahd5k_02023"", ""ahd5k_02169"", ""ahd5k_02203"", ""ahd5k_02245"", ""ahd5k_02282"", ""ahd5k_02491"", ""ahd5k_02532"", ""ahd5k_02569"", ""ahd5k_02587"", ""ahd5k_02618"", ""ahd5k_02620"", ""ahd5k_02627"", ""ahd5k_02662"", ""ahd5k_02685"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_02768"", ""ahd5k_02810"", ""ahd5k_02863"", ""ahd5k_02864"", ""ahd5k_02971"", ""ahd5k_03068"", ""ahd5k_03113"", ""ahd5k_03139"", ""ahd5k_03154"", ""ahd5k_03234"", ""ahd5k_03333"", ""ahd5k_03339"", ""ahd5k_03376"", ""ahd5k_03385"", ""ahd5k_03400"", ""ahd5k_03427"", ""ahd5k_03431"", ""ahd5k_03469"", ""ahd5k_03501"", ""ahd5k_03544"", ""ahd5k_03553"", ""ahd5k_03632"", ""ahd5k_03651"", ""ahd5k_03685"", ""ahd5k_03769"", ""ahd5k_03818"", ""ahd5k_03872"", ""ahd5k_03901"", ""ahd5k_03985"", ""ahd5k_03986"", ""ahd5k_04034"", ""ahd5k_04067"", ""ahd5k_04112"", ""ahd5k_04190"", ""ahd5k_04262"", ""ahd5k_04279"", ""ahd5k_04408"", ""ahd5k_04517"", ""ahd5k_04546"", ""ahd5k_04706"", ""ahd5k_04728"", ""ahd5k_04754"", ""ahd5k_04866"", ""ahd5k_04903"", ""ahd5k_04916"", ""ahd5k_04921"", ""ahd5k_04942"", ""ahd5k_04944""]"
تهاب الغدة الدرقية,تهاب الغده الدرقيه,ent_diseasecondition_109e661e0028,تهاب الغدة الدرقية,DiseaseCondition,0,"[""chunk_00170""]","[""ahd5k_02685""]"
تهاب الفم,تهاب الفم,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,0,"[""chunk_00001"", ""chunk_00014"", ""chunk_00021"", ""chunk_00025"", ""chunk_00028"", ""chunk_00034"", ""chunk_00035"", ""chunk_00037"", ""chunk_00039"", ""chunk_00042"", ""chunk_00049"", ""chunk_00052"", ""chunk_00061"", ""chunk_00062"", ""chunk_00067"", ""chunk_00072"", ""chunk_00076"", ""chunk_00079"", ""chunk_00080"", ""chunk_00082"", ""chunk_00085"", ""chunk_00088"", ""chunk_00091"", ""chunk_00098"", ""chunk_00110"", ""chunk_00111"", ""chunk_00113"", ""chunk_00117"", ""chunk_00119"", ""chunk_00121"", ""chunk_00122"", ""chunk_00123"", ""chunk_00125"", ""chunk_00126"", ""chunk_00128"", ""chunk_00129"", ""chunk_00130"", ""chunk_00135"", ""chunk_00136"", ""chunk_00138"", ""chunk_00143"", ""chunk_00145"", ""chunk_00156"", ""chunk_00158"", ""chunk_00166"", ""chunk_00168"", ""chunk_00170"", ""chunk_00176"", ""chunk_00177"", ""chunk_00178"", ""chunk_00180"", ""chunk_00183"", ""chunk_00192""]","[""ahd5k_00008"", ""ahd5k_00012"", ""ahd5k_00032"", ""ahd5k_00069"", ""ahd5k_00072"", ""ahd5k_00114"", ""ahd5k_00140"", ""ahd5k_00171"", ""ahd5k_00480"", ""ahd5k_00505"", ""ahd5k_00515"", ""ahd5k_00530"", ""ahd5k_00632"", ""ahd5k_00639"", ""ahd5k_00656"", ""ahd5k_00666"", ""ahd5k_00673"", ""ahd5k_00736"", ""ahd5k_00774"", ""ahd5k_00775"", ""ahd5k_00855"", ""ahd5k_00859"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01099"", ""ahd5k_01104"", ""ahd5k_01394"", ""ahd5k_01422"", ""ahd5k_01465"", ""ahd5k_01510"", ""ahd5k_01551"", ""ahd5k_01558"", ""ahd5k_01578"", ""ahd5k_01669"", ""ahd5k_01689"", ""ahd5k_01751"", ""ahd5k_01836"", ""ahd5k_01874"", ""ahd5k_02023"", ""ahd5k_02169"", ""ahd5k_02203"", ""ahd5k_02245"", ""ahd5k_02282"", ""ahd5k_02491"", ""ahd5k_02532"", ""ahd5k_02569"", ""ahd5k_02587"", ""ahd5k_02618"", ""ahd5k_02620"", ""ahd5k_02627"", ""ahd5k_02662"", ""ahd5k_02685"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_02768"", ""ahd5k_02810"", ""ahd5k_02863"", ""ahd5k_02864"", ""ahd5k_02971"", ""ahd5k_03068"", ""ahd5k_03113"", ""ahd5k_03139"", ""ahd5k_03154"", ""ahd5k_03234"", ""ahd5k_03333"", ""ahd5k_03339"", ""ahd5k_03376"", ""ahd5k_03385"", ""ahd5k_03400"", ""ahd5k_03427"", ""ahd5k_03431"", ""ahd5k_03469"", ""ahd5k_03501"", ""ahd5k_03544"", ""ahd5k_03553"", ""ahd5k_03632"", ""ahd5k_03651"", ""ahd5k_03685"", ""ahd5k_03769"", ""ahd5k_03818"", ""ahd5k_03872"", ""ahd5k_03901"", ""ahd5k_03985"", ""ahd5k_03986"", ""ahd5k_04034"", ""ahd5k_04067"", ""ahd5k_04112"", ""ahd5k_04190"", ""ahd5k_04262"", ""ahd5k_04279"", ""ahd5k_04408"", ""ahd5k_04517"", ""ahd5k_04546"", ""ahd5k_04706"", ""ahd5k_04728"", ""ahd5k_04754"", ""ahd5k_04866"", ""ahd5k_04903"", ""ahd5k_04916"", ""ahd5k_04921"", ""ahd5k_04942"", ""ahd5k_04944""]"
تهاب القصبات,تهاب القصبات,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,0,"[""chunk_00090"", ""chunk_00109"", ""chunk_00120"", ""chunk_00127"", ""chunk_00136"", ""chunk_00167"", ""chunk_00181"", ""chunk_00188"", ""chunk_00191""]","[""ahd5k_00142"", ""ahd5k_00162"", ""ahd5k_00369"", ""ahd5k_00372"", ""ahd5k_00714"", ""ahd5k_00791"", ""ahd5k_00891"", ""ahd5k_01491"", ""ahd5k_01567"", ""ahd5k_01579"", ""ahd5k_01750"", ""ahd5k_02037"", ""ahd5k_03671"", ""ahd5k_04235"", ""ahd5k_04258""]"
تهاب اللثة,تهاب اللثه,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,0,"[""chunk_00001"", ""chunk_00014"", ""chunk_00021"", ""chunk_00025"", ""chunk_00028"", ""chunk_00034"", ""chunk_00035"", ""chunk_00037"", ""chunk_00039"", ""chunk_00042"", ""chunk_00049"", ""chunk_00052"", ""chunk_00061"", ""chunk_00062"", ""chunk_00067"", ""chunk_00072"", ""chunk_00076"", ""chunk_00079"", ""chunk_00080"", ""chunk_00082"", ""chunk_00085"", ""chunk_00088"", ""chunk_00091"", ""chunk_00098"", ""chunk_00110"", ""chunk_00111"", ""chunk_00113"", ""chunk_00117"", ""chunk_00119"", ""chunk_00121"", ""chunk_00122"", ""chunk_00123"", ""chunk_00125"", ""chunk_00126"", ""chunk_00128"", ""chunk_00129"", ""chunk_00130"", ""chunk_00135"", ""chunk_00136"", ""chunk_00138"", ""chunk_00143"", ""chunk_00145"", ""chunk_00156"", ""chunk_00158"", ""chunk_00166"", ""chunk_00168"", ""chunk_00170"", ""chunk_00176"", ""chunk_00177"", ""chunk_00178"", ""chunk_00180"", ""chunk_00183"", ""chunk_00192""]","[""ahd5k_00008"", ""ahd5k_00012"", ""ahd5k_00032"", ""ahd5k_00069"", ""ahd5k_00072"", ""ahd5k_00114"", ""ahd5k_00140"", ""ahd5k_00171"", ""ahd5k_00480"", ""ahd5k_00505"", ""ahd5k_00515"", ""ahd5k_00530"", ""ahd5k_00632"", ""ahd5k_00639"", ""ahd5k_00656"", ""ahd5k_00666"", ""ahd5k_00673"", ""ahd5k_00736"", ""ahd5k_00774"", ""ahd5k_00775"", ""ahd5k_00855"", ""ahd5k_00859"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01099"", ""ahd5k_01104"", ""ahd5k_01394"", ""ahd5k_01422"", ""ahd5k_01465"", ""ahd5k_01510"", ""ahd5k_01551"", ""ahd5k_01558"", ""ahd5k_01578"", ""ahd5k_01669"", ""ahd5k_01689"", ""ahd5k_01751"", ""ahd5k_01836"", ""ahd5k_01874"", ""ahd5k_02023"", ""ahd5k_02169"", ""ahd5k_02203"", ""ahd5k_02245"", ""ahd5k_02282"", ""ahd5k_02491"", ""ahd5k_02532"", ""ahd5k_02569"", ""ahd5k_02587"", ""ahd5k_02618"", ""ahd5k_02620"", ""ahd5k_02627"", ""ahd5k_02662"", ""ahd5k_02685"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_02768"", ""ahd5k_02810"", ""ahd5k_02863"", ""ahd5k_02864"", ""ahd5k_02971"", ""ahd5k_03068"", ""ahd5k_03113"", ""ahd5k_03139"", ""ahd5k_03154"", ""ahd5k_03234"", ""ahd5k_03333"", ""ahd5k_03339"", ""ahd5k_03376"", ""ahd5k_03385"", ""ahd5k_03400"", ""ahd5k_03427"", ""ahd5k_03431"", ""ahd5k_03469"", ""ahd5k_03501"", ""ahd5k_03544"", ""ahd5k_03553"", ""ahd5k_03632"", ""ahd5k_03651"", ""ahd5k_03685"", ""ahd5k_03769"", ""ahd5k_03818"", ""ahd5k_03872"", ""ahd5k_03901"", ""ahd5k_03985"", ""ahd5k_03986"", ""ahd5k_04034"", ""ahd5k_04067"", ""ahd5k_04112"", ""ahd5k_04190"", ""ahd5k_04262"", ""ahd5k_04279"", ""ahd5k_04408"", ""ahd5k_04517"", ""ahd5k_04546"", ""ahd5k_04706"", ""ahd5k_04728"", ""ahd5k_04754"", ""ahd5k_04866"", ""ahd5k_04903"", ""ahd5k_04916"", ""ahd5k_04921"", ""ahd5k_04942"", ""ahd5k_04944""]"
تهاب اللثه,تهاب اللثه,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,0,"[""chunk_00113"", ""chunk_00121""]","[""ahd5k_00736"", ""ahd5k_01751"", ""ahd5k_02169"", ""ahd5k_02245"", ""ahd5k_02491"", ""ahd5k_02618"", ""ahd5k_03427""]"
تهاب بكتيري,تهاب بكتيري,ent_diseasecondition_5a02034f11b7,التهاب بكتيري,DiseaseCondition,0,"[""chunk_00113""]","[""ahd5k_02169""]"
تهاب فطري,تهاب فطري,ent_diseasecondition_9c03a470d940,التهاب فطري,DiseaseCondition,0,"[""chunk_00113""]","[""ahd5k_02169""]"
تهاب لوز,تهاب لوز,ent_diseasecondition_341d574d8fe5,التهاب اللوزتين,DiseaseCondition,1,"[""chunk_00006""]","[""ahd5k_02124""]"
تهاب مفصل الركبة,تهاب مفصل الركبه,ent_diseasecondition_f12d335bd2d8,التهاب مفصل الركبة,DiseaseCondition,0,"[""chunk_00025""]","[""ahd5k_00673""]"
توقف القلب,توقف القلب,ent_diseasecondition_78b578d6c9c9,توقف القلب,DiseaseCondition,2,"[""chunk_00193""]","[""ahd5k_00235""]"
تيفود,تيفود,ent_diseasecondition_3af83594d14c,تيفود,DiseaseCondition,1,"[""chunk_00188""]","[""ahd5k_03524""]"
ثلاسيميا,ثلاسيميا,ent_diseasecondition_632b4053c8a7,ثلاسيميا,DiseaseCondition,0,"[""chunk_00056""]","[""ahd5k_02443""]"
جلطات,جلطات,ent_diseasecondition_925cfcb87467,الجلطات الدماغية,DiseaseCondition,0,"[""chunk_00144""]","[""ahd5k_01783""]"
جلطات,جلطات,ent_diseasecondition_9efe983f86e2,الجلطات,DiseaseCondition,1,"[""chunk_00080""]","[""ahd5k_00924""]"
جلطات دماغية,جلطات دماغيه,ent_diseasecondition_925cfcb87467,الجلطات الدماغية,DiseaseCondition,1,"[""chunk_00144""]","[""ahd5k_01783""]"
جلطة الاورده العميقه,جلطه الاورده العميقه,ent_diseasecondition_93e6689ea10d,جلطة الاورده العميقه,DiseaseCondition,1,"[""chunk_00071""]","[""ahd5k_04630""]"
