relation_id,chunk_id,qa_id,candidate_relation_type,validated_relation_type,keep,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,evidence,confidence,reason,provider,model,edge_id,original_relation_id,graph_relation_type,edge_direction
rel_seed_9771359a526fa098,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_treatment_fc32e4036e25,البردقوش,Treatment,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,البردقوش,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_9771359a526fa098__inverse,rel_seed_9771359a526fa098,TREATS,inverse
rel_seed_244c1ab7820a5189,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,ent_treatment_895d0d591838,القرفة,Treatment,القرفة,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_244c1ab7820a5189,rel_seed_244c1ab7820a5189,TREATED_BY,direct
rel_seed_244c1ab7820a5189,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_treatment_895d0d591838,القرفة,Treatment,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,القرفة,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_244c1ab7820a5189__inverse,rel_seed_244c1ab7820a5189,TREATS,inverse
rel_seed_a7bb8588332ff407,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,ent_treatment_639e625fe991,الزنجبيل,Treatment,الزنجبيل,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_a7bb8588332ff407,rel_seed_a7bb8588332ff407,TREATED_BY,direct
rel_seed_a7bb8588332ff407,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_treatment_639e625fe991,الزنجبيل,Treatment,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,الزنجبيل,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_a7bb8588332ff407__inverse,rel_seed_a7bb8588332ff407,TREATS,inverse
rel_seed_512abecec0fbc4b3,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,ent_treatment_2cb98decc0ee,الكرفس,Treatment,الكرفس,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_512abecec0fbc4b3,rel_seed_512abecec0fbc4b3,TREATED_BY,direct
rel_seed_512abecec0fbc4b3,chunk_00012,ahd5k_04015,TREATED_BY,TREATED_BY,true,ent_treatment_2cb98decc0ee,الكرفس,Treatment,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,الكرفس,0.850,Direct treatment recommendation for menstrual cycle regulation,groq,qwen/qwen3-32b,rel_seed_512abecec0fbc4b3__inverse,rel_seed_512abecec0fbc4b3,TREATS,inverse
rel_seed_5a95dc63296dfe15,chunk_00014,ahd5k_00887,TREATED_BY,TREATED_BY,true,ent_diseasecondition_1c50bd11c45a,ربو,DiseaseCondition,ent_treatment_677fdfb3086e,زيت الحبة السوداء,Treatment,التخفيف من أعراض الربو وأمراض الجهاز التنفسي. ما هي فوائد زيت حبة السوداء,0.850,Direct treatment claim for asthma symptoms,groq,qwen/qwen3-32b,rel_seed_5a95dc63296dfe15,rel_seed_5a95dc63296dfe15,TREATED_BY,direct
rel_seed_5a95dc63296dfe15,chunk_00014,ahd5k_00887,TREATED_BY,TREATED_BY,true,ent_treatment_677fdfb3086e,زيت الحبة السوداء,Treatment,ent_diseasecondition_1c50bd11c45a,ربو,DiseaseCondition,التخفيف من أعراض الربو وأمراض الجهاز التنفسي. ما هي فوائد زيت حبة السوداء,0.850,Direct treatment claim for asthma symptoms,groq,qwen/qwen3-32b,rel_seed_5a95dc63296dfe15__inverse,rel_seed_5a95dc63296dfe15,TREATS,inverse
rel_seed_4f94c296991a8bf7,chunk_00014,ahd5k_00887,TREATED_BY,TREATED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_677fdfb3086e,زيت الحبة السوداء,Treatment,علاج حساسية الأنف. ما هي فوائد زيت حبة السوداء,0.800,Direct treatment claim for nasal allergies,groq,qwen/qwen3-32b,rel_seed_4f94c296991a8bf7,rel_seed_4f94c296991a8bf7,TREATED_BY,direct
rel_seed_4f94c296991a8bf7,chunk_00014,ahd5k_00887,TREATED_BY,TREATED_BY,true,ent_treatment_677fdfb3086e,زيت الحبة السوداء,Treatment,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,علاج حساسية الأنف. ما هي فوائد زيت حبة السوداء,0.800,Direct treatment claim for nasal allergies,groq,qwen/qwen3-32b,rel_seed_4f94c296991a8bf7__inverse,rel_seed_4f94c296991a8bf7,TREATS,inverse
rel_seed_ae85f383f00386e8,chunk_00014,ahd5k_00887,TREATED_BY,TREATED_BY,true,ent_symptom_b754f1a1e5a8,صداع,Symptom,ent_treatment_677fdfb3086e,زيت الحبة السوداء,Treatment,التخفيف من أعراض الصداع. ما هي فوائد زيت حبة السوداء,0.850,Direct treatment claim for headache symptoms,groq,qwen/qwen3-32b,rel_seed_ae85f383f00386e8,rel_seed_ae85f383f00386e8,TREATED_BY,direct
rel_seed_ae85f383f00386e8,chunk_00014,ahd5k_00887,TREATED_BY,TREATED_BY,true,ent_treatment_677fdfb3086e,زيت الحبة السوداء,Treatment,ent_symptom_b754f1a1e5a8,صداع,Symptom,التخفيف من أعراض الصداع. ما هي فوائد زيت حبة السوداء,0.850,Direct treatment claim for headache symptoms,groq,qwen/qwen3-32b,rel_seed_ae85f383f00386e8__inverse,rel_seed_ae85f383f00386e8,TREATS,inverse
rel_seed_81d4ef9053ac542a,chunk_00016,ahd5k_02823,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_diseasecondition_1cff9c5dbe9e,صرع,DiseaseCondition,ent_symptom_871c0c5d659d,نوبة,Symptom,الصرع نوعان : 1- نوبات عامة تصيب جميع اجزاء الجسم,0.850,QA explicitly states generalized seizures (نوبات) as a type of epilepsy (صرع),groq,qwen/qwen3-32b,rel_seed_81d4ef9053ac542a,rel_seed_81d4ef9053ac542a,HAS_SYMPTOM,direct
rel_seed_81d4ef9053ac542a,chunk_00016,ahd5k_02823,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_symptom_871c0c5d659d,نوبة,Symptom,ent_diseasecondition_1cff9c5dbe9e,صرع,DiseaseCondition,الصرع نوعان : 1- نوبات عامة تصيب جميع اجزاء الجسم,0.850,QA explicitly states generalized seizures (نوبات) as a type of epilepsy (صرع),groq,qwen/qwen3-32b,rel_seed_81d4ef9053ac542a__inverse,rel_seed_81d4ef9053ac542a,SYMPTOM_OF,inverse
rel_seed_950a6cd53d4f8f78,chunk_00022,ahd5k_04612,TREATED_BY,TREATED_BY,true,ent_diseasecondition_7754d34e2c52,شيب,DiseaseCondition,ent_treatment_48712ae621b5,خلطة الريحان و الروزماري,Treatment,هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب,0.850,Direct treatment recommendation for gray hair,groq,qwen/qwen3-32b,rel_seed_950a6cd53d4f8f78,rel_seed_950a6cd53d4f8f78,TREATED_BY,direct
rel_seed_950a6cd53d4f8f78,chunk_00022,ahd5k_04612,TREATED_BY,TREATED_BY,true,ent_treatment_48712ae621b5,خلطة الريحان و الروزماري,Treatment,ent_diseasecondition_7754d34e2c52,شيب,DiseaseCondition,هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب,0.850,Direct treatment recommendation for gray hair,groq,qwen/qwen3-32b,rel_seed_950a6cd53d4f8f78__inverse,rel_seed_950a6cd53d4f8f78,TREATS,inverse
rel_seed_f266ca001389ac0d,chunk_00022,ahd5k_04779,TREATED_BY,TREATED_BY,true,ent_diseasecondition_050f0f4f890b,كسل بالغدة الدرقية,DiseaseCondition,ent_treatment_982172163039,خلطة العسل والفوقص الحوصلي والغذاء الملكي والعكبر والقسط الهندي,Treatment,هذه خلطة مفيدة ان شاء الله لمن معهم كسل بالغدة الدرقية,0.850,Direct treatment recommendation for hypothyroidism,groq,qwen/qwen3-32b,rel_seed_f266ca001389ac0d,rel_seed_f266ca001389ac0d,TREATED_BY,direct
rel_seed_f266ca001389ac0d,chunk_00022,ahd5k_04779,TREATED_BY,TREATED_BY,true,ent_treatment_982172163039,خلطة العسل والفوقص الحوصلي والغذاء الملكي والعكبر والقسط الهندي,Treatment,ent_diseasecondition_050f0f4f890b,كسل بالغدة الدرقية,DiseaseCondition,هذه خلطة مفيدة ان شاء الله لمن معهم كسل بالغدة الدرقية,0.850,Direct treatment recommendation for hypothyroidism,groq,qwen/qwen3-32b,rel_seed_f266ca001389ac0d__inverse,rel_seed_f266ca001389ac0d,TREATS,inverse
rel_seed_8d3a656f552448a8,chunk_00022,ahd5k_04986,TREATED_BY,TREATED_BY,true,ent_symptom_6910233b82fc,بروز في البطن,Symptom,ent_treatment_a3fdf405330a,تمارين رياضية,Treatment,وجربت التمارين فترة بس ما لاحظت نتيجة كبيرة,0.850,Exercise explicitly mentioned as treatment for belly protrusion,groq,qwen/qwen3-32b,rel_seed_8d3a656f552448a8,rel_seed_8d3a656f552448a8,TREATED_BY,direct
rel_seed_8d3a656f552448a8,chunk_00022,ahd5k_04986,TREATED_BY,TREATED_BY,true,ent_treatment_a3fdf405330a,تمارين رياضية,Treatment,ent_symptom_6910233b82fc,بروز في البطن,Symptom,وجربت التمارين فترة بس ما لاحظت نتيجة كبيرة,0.850,Exercise explicitly mentioned as treatment for belly protrusion,groq,qwen/qwen3-32b,rel_seed_8d3a656f552448a8__inverse,rel_seed_8d3a656f552448a8,TREATS,inverse
rel_seed_20e3faa05b161f86,chunk_00028,ahd5k_03068,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,تحليل الحساسية,0.900,Allergy is directly diagnosed by allergy lab tests.,groq,qwen/qwen3-32b,rel_seed_20e3faa05b161f86,rel_seed_20e3faa05b161f86,DIAGNOSED_BY,direct
rel_seed_20e3faa05b161f86,chunk_00028,ahd5k_03068,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_test_dd68aa784555,تحاليل مخبرية,Test,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,تحليل الحساسية,0.900,Allergy is directly diagnosed by allergy lab tests.,groq,qwen/qwen3-32b,rel_seed_20e3faa05b161f86__inverse,rel_seed_20e3faa05b161f86,DIAGNOSES,inverse
rel_seed_5cf2bad5750a18bc,chunk_00033,ahd5k_00261,TREATED_BY,TREATED_BY,true,ent_diseasecondition_c7baf8534e07,دوالي الخصية,DiseaseCondition,ent_treatment_f4382c9333bb,العلاج بالجراحة,Treatment,العلاج بالجراحة,0.900,Surgical treatment is a standard intervention for varicocele.,groq,qwen/qwen3-32b,rel_seed_5cf2bad5750a18bc,rel_seed_5cf2bad5750a18bc,TREATED_BY,direct
rel_seed_5cf2bad5750a18bc,chunk_00033,ahd5k_00261,TREATED_BY,TREATED_BY,true,ent_treatment_f4382c9333bb,العلاج بالجراحة,Treatment,ent_diseasecondition_c7baf8534e07,دوالي الخصية,DiseaseCondition,العلاج بالجراحة,0.900,Surgical treatment is a standard intervention for varicocele.,groq,qwen/qwen3-32b,rel_seed_5cf2bad5750a18bc__inverse,rel_seed_5cf2bad5750a18bc,TREATS,inverse
rel_seed_11782988ba506d07,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_93132ac17089,مضادات الالتهاب,Treatment,مضادات الالتهاب,0.850,Anti-inflammatory drugs are commonly used in Bell's Palsy management.,groq,qwen/qwen3-32b,rel_seed_11782988ba506d07,rel_seed_11782988ba506d07,TREATED_BY,direct
rel_seed_11782988ba506d07,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_treatment_93132ac17089,مضادات الالتهاب,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,مضادات الالتهاب,0.850,Anti-inflammatory drugs are commonly used in Bell's Palsy management.,groq,qwen/qwen3-32b,rel_seed_11782988ba506d07__inverse,rel_seed_11782988ba506d07,TREATS,inverse
rel_seed_1cacccb2dca30ba0,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_afbe4f3ae93f,العلاج الطبيعي,Treatment,العلاج الطبيعي,0.850,Physical therapy is a recommended treatment for Bell's Palsy.,groq,qwen/qwen3-32b,rel_seed_1cacccb2dca30ba0,rel_seed_1cacccb2dca30ba0,TREATED_BY,direct
rel_seed_1cacccb2dca30ba0,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_treatment_afbe4f3ae93f,العلاج الطبيعي,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,العلاج الطبيعي,0.850,Physical therapy is a recommended treatment for Bell's Palsy.,groq,qwen/qwen3-32b,rel_seed_1cacccb2dca30ba0__inverse,rel_seed_1cacccb2dca30ba0,TREATS,inverse
rel_seed_15dc9c6cd2bdc920,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_e7f992c031a2,العلاج بالإبر الصينية,Treatment,العلاج بالإبر الصينية,0.800,Acupuncture is mentioned as a treatment option for Bell's Palsy.,groq,qwen/qwen3-32b,rel_seed_15dc9c6cd2bdc920,rel_seed_15dc9c6cd2bdc920,TREATED_BY,direct
rel_seed_15dc9c6cd2bdc920,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_treatment_e7f992c031a2,العلاج بالإبر الصينية,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,العلاج بالإبر الصينية,0.800,Acupuncture is mentioned as a treatment option for Bell's Palsy.,groq,qwen/qwen3-32b,rel_seed_15dc9c6cd2bdc920__inverse,rel_seed_15dc9c6cd2bdc920,TREATS,inverse
rel_seed_4eab4bbd962f3990,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_65d67800955e,مضادات الفيروسات,Treatment,مضادات الفيروسات,0.850,Antiviral drugs are part of Bell's Palsy treatment protocols.,groq,qwen/qwen3-32b,rel_seed_4eab4bbd962f3990,rel_seed_4eab4bbd962f3990,TREATED_BY,direct
rel_seed_4eab4bbd962f3990,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_treatment_65d67800955e,مضادات الفيروسات,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,مضادات الفيروسات,0.850,Antiviral drugs are part of Bell's Palsy treatment protocols.,groq,qwen/qwen3-32b,rel_seed_4eab4bbd962f3990__inverse,rel_seed_4eab4bbd962f3990,TREATS,inverse
rel_seed_e83e19ef634bddb1,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_acb8b834aff2,الكورتيزونات,Treatment,الكورتيزونات,0.900,Corticosteroids are standard treatment for Bell's Palsy.,groq,qwen/qwen3-32b,rel_seed_e83e19ef634bddb1,rel_seed_e83e19ef634bddb1,TREATED_BY,direct
rel_seed_e83e19ef634bddb1,chunk_00033,ahd5k_01221,TREATED_BY,TREATED_BY,true,ent_treatment_acb8b834aff2,الكورتيزونات,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,الكورتيزونات,0.900,Corticosteroids are standard treatment for Bell's Palsy.,groq,qwen/qwen3-32b,rel_seed_e83e19ef634bddb1__inverse,rel_seed_e83e19ef634bddb1,TREATS,inverse
rel_seed_5833cc6e20017e7f,chunk_00037,ahd5k_01578,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_5a4646c01c0e,اختلال وظائف الكبد,Symptom,التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى,0.850,النص يربط بشكل مباشر بين التهاب وعوارضه (اختلال وظائف الكبد),groq,qwen/qwen3-32b,rel_seed_5833cc6e20017e7f,rel_seed_5833cc6e20017e7f,HAS_SYMPTOM,direct
rel_seed_5833cc6e20017e7f,chunk_00037,ahd5k_01578,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_symptom_5a4646c01c0e,اختلال وظائف الكبد,Symptom,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى,0.850,النص يربط بشكل مباشر بين التهاب وعوارضه (اختلال وظائف الكبد),groq,qwen/qwen3-32b,rel_seed_5833cc6e20017e7f__inverse,rel_seed_5833cc6e20017e7f,SYMPTOM_OF,inverse
rel_seed_00ef9afb72a2a73b,chunk_00038,ahd5k_03468,TREATED_BY,TREATED_BY,true,ent_diseasecondition_28abf8165f28,بيلة الميوغلوبين,DiseaseCondition,ent_treatment_b7e7fb09dd09,السوائل,Treatment,العلاج الاهم هو السوائل للمحافظة على الكلى,0.850,QA explicitly states fluids are the primary treatment for myoglobinuria to protect kidneys,groq,qwen/qwen3-32b,rel_seed_00ef9afb72a2a73b,rel_seed_00ef9afb72a2a73b,TREATED_BY,direct
rel_seed_00ef9afb72a2a73b,chunk_00038,ahd5k_03468,TREATED_BY,TREATED_BY,true,ent_treatment_b7e7fb09dd09,السوائل,Treatment,ent_diseasecondition_28abf8165f28,بيلة الميوغلوبين,DiseaseCondition,العلاج الاهم هو السوائل للمحافظة على الكلى,0.850,QA explicitly states fluids are the primary treatment for myoglobinuria to protect kidneys,groq,qwen/qwen3-32b,rel_seed_00ef9afb72a2a73b__inverse,rel_seed_00ef9afb72a2a73b,TREATS,inverse
rel_seed_8cd1644af5899ba5,chunk_00039,ahd5k_04866,TREATED_BY,TREATED_BY,true,ent_diseasecondition_6fc3f18427fb,الصدمة الكهربائية,DiseaseCondition,ent_treatment_450cbdcb87da,الطبيب,Treatment,يستدعي الطبيب او المسعف للتعامل مع المصاب,0.900,Direct evidence of calling a doctor to treat the condition,groq,qwen/qwen3-32b,rel_seed_8cd1644af5899ba5,rel_seed_8cd1644af5899ba5,TREATED_BY,direct
rel_seed_8cd1644af5899ba5,chunk_00039,ahd5k_04866,TREATED_BY,TREATED_BY,true,ent_treatment_450cbdcb87da,الطبيب,Treatment,ent_diseasecondition_6fc3f18427fb,الصدمة الكهربائية,DiseaseCondition,يستدعي الطبيب او المسعف للتعامل مع المصاب,0.900,Direct evidence of calling a doctor to treat the condition,groq,qwen/qwen3-32b,rel_seed_8cd1644af5899ba5__inverse,rel_seed_8cd1644af5899ba5,TREATS,inverse
rel_seed_1f346172d7d9ebdc,chunk_00039,ahd5k_04866,TREATED_BY,TREATED_BY,true,ent_diseasecondition_5dcc30c3edc8,الحروق,DiseaseCondition,ent_treatment_450cbdcb87da,الطبيب,Treatment,يستدعي الطبيب او المسعف للتعامل مع المصاب,0.900,Direct evidence of calling a doctor to treat burns,groq,qwen/qwen3-32b,rel_seed_1f346172d7d9ebdc,rel_seed_1f346172d7d9ebdc,TREATED_BY,direct
rel_seed_1f346172d7d9ebdc,chunk_00039,ahd5k_04866,TREATED_BY,TREATED_BY,true,ent_treatment_450cbdcb87da,الطبيب,Treatment,ent_diseasecondition_5dcc30c3edc8,الحروق,DiseaseCondition,يستدعي الطبيب او المسعف للتعامل مع المصاب,0.900,Direct evidence of calling a doctor to treat burns,groq,qwen/qwen3-32b,rel_seed_1f346172d7d9ebdc__inverse,rel_seed_1f346172d7d9ebdc,TREATS,inverse
rel_seed_e2d311d7850421fd,chunk_00041,ahd5k_01930,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_diseasecondition_0c001085703e,الورم النقوي المتعدد,DiseaseCondition,ent_test_645255369776,تحليل,Test,تحليل لبروتينات الدم,0.850,Blood protein analysis is a diagnostic test for multiple myeloma.,groq,qwen/qwen3-32b,rel_seed_e2d311d7850421fd,rel_seed_e2d311d7850421fd,DIAGNOSED_BY,direct
rel_seed_e2d311d7850421fd,chunk_00041,ahd5k_01930,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_test_645255369776,تحليل,Test,ent_diseasecondition_0c001085703e,الورم النقوي المتعدد,DiseaseCondition,تحليل لبروتينات الدم,0.850,Blood protein analysis is a diagnostic test for multiple myeloma.,groq,qwen/qwen3-32b,rel_seed_e2d311d7850421fd__inverse,rel_seed_e2d311d7850421fd,DIAGNOSES,inverse
rel_seed_61030b64578a2e2e,chunk_00041,ahd5k_01930,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_diseasecondition_4b1ef800ffb3,متلازمة فالدنستروم,DiseaseCondition,ent_test_645255369776,تحليل,Test,تحليل لبروتينات الدم,0.850,Blood protein analysis is a diagnostic test for Waldenström's macroglobulinemia.,groq,qwen/qwen3-32b,rel_seed_61030b64578a2e2e,rel_seed_61030b64578a2e2e,DIAGNOSED_BY,direct
rel_seed_61030b64578a2e2e,chunk_00041,ahd5k_01930,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_test_645255369776,تحليل,Test,ent_diseasecondition_4b1ef800ffb3,متلازمة فالدنستروم,DiseaseCondition,تحليل لبروتينات الدم,0.850,Blood protein analysis is a diagnostic test for Waldenström's macroglobulinemia.,groq,qwen/qwen3-32b,rel_seed_61030b64578a2e2e__inverse,rel_seed_61030b64578a2e2e,DIAGNOSES,inverse
rel_seed_be5e04583ae66be9,chunk_00043,ahd5k_00643,TREATED_BY,TREATED_BY,true,ent_diseasecondition_2cbe61e08310,سمنة الأرداف,DiseaseCondition,ent_treatment_77e8744fec6a,فجل أبيض,Treatment,تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين,0.850,الاستدلال المباشر من الدراسات التي أثبتت فعالية الفجل الأبيض في إذابة الدهون في منطقة الأرداف,groq,qwen/qwen3-32b,rel_seed_be5e04583ae66be9,rel_seed_be5e04583ae66be9,TREATED_BY,direct
rel_seed_be5e04583ae66be9,chunk_00043,ahd5k_00643,TREATED_BY,TREATED_BY,true,ent_treatment_77e8744fec6a,فجل أبيض,Treatment,ent_diseasecondition_2cbe61e08310,سمنة الأرداف,DiseaseCondition,تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين,0.850,الاستدلال المباشر من الدراسات التي أثبتت فعالية الفجل الأبيض في إذابة الدهون في منطقة الأرداف,groq,qwen/qwen3-32b,rel_seed_be5e04583ae66be9__inverse,rel_seed_be5e04583ae66be9,TREATS,inverse
rel_seed_7de18c9b149431b5,chunk_00046,ahd5k_00647,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_diseasecondition_4453ab65a84b,تضخم,DiseaseCondition,ent_symptom_8d2e4253732b,تضخم في الارداف,Symptom,تضخم في الارداف,0.850,"The symptom 'تضخم في الارداف' is a specific manifestation of the disease 'تضخم', directly supported by the QA evidence.",groq,qwen/qwen3-32b,rel_seed_7de18c9b149431b5,rel_seed_7de18c9b149431b5,HAS_SYMPTOM,direct
rel_seed_7de18c9b149431b5,chunk_00046,ahd5k_00647,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_symptom_8d2e4253732b,تضخم في الارداف,Symptom,ent_diseasecondition_4453ab65a84b,تضخم,DiseaseCondition,تضخم في الارداف,0.850,"The symptom 'تضخم في الارداف' is a specific manifestation of the disease 'تضخم', directly supported by the QA evidence.",groq,qwen/qwen3-32b,rel_seed_7de18c9b149431b5__inverse,rel_seed_7de18c9b149431b5,SYMPTOM_OF,inverse
rel_seed_6708339bc60bd46e,chunk_00050,ahd5k_00597,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f3a36190d8c6,فايروس الكبد,DiseaseCondition,ent_treatment_d5946e76d323,اللقاح,Treatment,اللقاح,0.900,Direct evidence: Vaccine reduces Hepatitis B virus activity when followed correctly.,groq,qwen/qwen3-32b,rel_seed_6708339bc60bd46e,rel_seed_6708339bc60bd46e,TREATED_BY,direct
rel_seed_6708339bc60bd46e,chunk_00050,ahd5k_00597,TREATED_BY,TREATED_BY,true,ent_treatment_d5946e76d323,اللقاح,Treatment,ent_diseasecondition_f3a36190d8c6,فايروس الكبد,DiseaseCondition,اللقاح,0.900,Direct evidence: Vaccine reduces Hepatitis B virus activity when followed correctly.,groq,qwen/qwen3-32b,rel_seed_6708339bc60bd46e__inverse,rel_seed_6708339bc60bd46e,TREATS,inverse
rel_seed_e93540f09e8974da,chunk_00050,ahd5k_00597,TREATED_BY,TREATED_BY,true,ent_diseasecondition_f3a36190d8c6,فايروس الكبد,DiseaseCondition,ent_treatment_06f93bf4dc11,الجرعات الثلاثه,Treatment,الجرعات الثلاثه,0.850,Direct evidence: Three doses are sufficient for Hepatitis B prevention as per QA context.,groq,qwen/qwen3-32b,rel_seed_e93540f09e8974da,rel_seed_e93540f09e8974da,TREATED_BY,direct
rel_seed_e93540f09e8974da,chunk_00050,ahd5k_00597,TREATED_BY,TREATED_BY,true,ent_treatment_06f93bf4dc11,الجرعات الثلاثه,Treatment,ent_diseasecondition_f3a36190d8c6,فايروس الكبد,DiseaseCondition,الجرعات الثلاثه,0.850,Direct evidence: Three doses are sufficient for Hepatitis B prevention as per QA context.,groq,qwen/qwen3-32b,rel_seed_e93540f09e8974da__inverse,rel_seed_e93540f09e8974da,TREATS,inverse
rel_seed_5fa73ea7b6f6ff3f,chunk_00053,ahd5k_00696,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون,0.850,التحاليل المخبرية مذكورة بشكل مباشر كوسيلة لتشخيص نقص الأنزيم المرتبط بفقر الدم الانحلالي.,groq,qwen/qwen3-32b,rel_seed_5fa73ea7b6f6ff3f,rel_seed_5fa73ea7b6f6ff3f,DIAGNOSED_BY,direct
rel_seed_5fa73ea7b6f6ff3f,chunk_00053,ahd5k_00696,DIAGNOSED_BY,DIAGNOSED_BY,true,ent_test_dd68aa784555,تحاليل مخبرية,Test,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون,0.850,التحاليل المخبرية مذكورة بشكل مباشر كوسيلة لتشخيص نقص الأنزيم المرتبط بفقر الدم الانحلالي.,groq,qwen/qwen3-32b,rel_seed_5fa73ea7b6f6ff3f__inverse,rel_seed_5fa73ea7b6f6ff3f,DIAGNOSES,inverse
rel_seed_6eed37b4f0733cbb,chunk_00054,ahd5k_02292,HAS_SYMPTOM,HAS_SYMPTOM,true,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_symptom_c81532a33515,الم المعدجة,Symptom,نقص في الدم مع الالم في المعده,0.850,Directly states anemia is associated with stomach pain.,groq,qwen/qwen3-32b,rel_seed_6eed37b4f0733cbb,rel_seed_6eed37b4f0733cbb,HAS_SYMPTOM,direct
