relation_id,chunk_id,qa_id,candidate_relation_type,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,source_evidence,target_evidence,candidate_method,needs_llm_validation
rel_seed_386efae96ce9080f,chunk_00051,ahd5k_01005,TREATED_BY,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_treatment_470ecec01368,حبوب الأسبرين,Treatment,ارتفاع حمض البول بحد ذاته,حبوب الأسبرين لحماية القلب,entity_type_cooccurrence_same_qa,true
rel_seed_204c68c249eda725,chunk_00051,ahd5k_01005,TREATED_BY,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_treatment_6066173509fd,اللحوم الحمراء,Treatment,ارتفاع حمض البول بحد ذاته,قلل من اللحوم الحمراء والكلاوي والكبد,entity_type_cooccurrence_same_qa,true
rel_seed_017cc8188a7945fc,chunk_00051,ahd5k_01761,TREATED_BY,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_treatment_249018a21aa8,القهوة,Treatment,ضغط الدم منخفض للغاية,شرب قهوة مع الاكل,entity_type_cooccurrence_same_qa,true
rel_seed_dbfab67b04663fbb,chunk_00052,ahd5k_04944,HAS_SYMPTOM,ent_diseasecondition_e04a557cb82b,Acanthosis nigricans,DiseaseCondition,ent_symptom_a6a5150fee6f,النزلة,Symptom,مرض الاديسون هو سبب اخر لتغيير لون الجلد الي اسود,تغير لون الجلد الى اللون الاسود,entity_type_cooccurrence_same_qa,true
rel_seed_21eaf75ca346fdfc,chunk_00052,ahd5k_04944,HAS_SYMPTOM,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,ent_symptom_a6a5150fee6f,النزلة,Symptom,هل تعانين من مرض السكري,تغير لون الجلد الى اللون الاسود,entity_type_cooccurrence_same_qa,true
rel_seed_185264f36282b6c1,chunk_00052,ahd5k_04944,HAS_SYMPTOM,ent_diseasecondition_f756960fd62b,السمنة,DiseaseCondition,ent_symptom_a6a5150fee6f,النزلة,Symptom,تعد السمنة احد اهم مسبباته,تغير لون الجلد الى اللون الاسود,entity_type_cooccurrence_same_qa,true
rel_seed_5bb6e4736f7097cd,chunk_00052,ahd5k_04944,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_a6a5150fee6f,النزلة,Symptom,امراض الشرايين وعدم وصول تغذية كافية للجلد ايضاً يتسبب بتغيير اللون الى السواد ايضا,تغير لون الجلد الى اللون الاسود,entity_type_cooccurrence_same_qa,true
rel_seed_4e792acdb32dd143,chunk_00052,ahd5k_04944,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_a6a5150fee6f,النزلة,Symptom,تغير لون الجلد الى اللون الاسود,تغير لون الجلد الى اللون الاسود,entity_type_cooccurrence_same_qa,true
rel_seed_aa3f966270f89411,chunk_00053,ahd5k_00696,TREATED_BY,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_treatment_ace11c18f4c4,فول,Treatment,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون الذي يحمي خلايا الدم الحمراء من التلف بفعل الأكسدة وبالتالي التسبب في فقر الدم الانحلالي الغير مناعي,لا يمكن الوقاية من المرض لانه خلقي جيني,entity_type_cooccurrence_same_qa,true
rel_seed_5fa73ea7b6f6ff3f,chunk_00053,ahd5k_00696,DIAGNOSED_BY,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون الذي يحمي خلايا الدم الحمراء من التلف بفعل الأكسدة وبالتالي التسبب في فقر الدم الانحلالي الغير مناعي,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون الذي يحمي خلايا الدم الحمراء من التلف بفعل الأكسدة وبالتالي التسبب في فقر الدم الانحلالي الغير مناعي,entity_type_cooccurrence_same_qa,true
rel_seed_6eed37b4f0733cbb,chunk_00054,ahd5k_02292,HAS_SYMPTOM,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_symptom_c81532a33515,الم المعدجة,Symptom,نقص في الدم مع الالم في المعده,الم المعدجة يجب معرفة سببه وذل بعمل دراسة للمعدة,entity_type_cooccurrence_same_qa,true
rel_seed_df6b7669328fb965,chunk_00054,ahd5k_02292,DIAGNOSED_BY,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_test_2b2550da4a44,فحص الجرثومة الحلزونية,Test,نقص في الدم مع الالم في المعده,فحص الجرثومة الحلزونية ، وربما سنحتاج لاحقا لمنظار للمعدة,entity_type_cooccurrence_same_qa,true
rel_seed_b3cc817a83f9e586,chunk_00054,ahd5k_02292,INVESTIGATED_BY,ent_symptom_c81532a33515,الم المعدجة,Symptom,ent_test_2b2550da4a44,فحص الجرثومة الحلزونية,Test,الم المعدجة يجب معرفة سببه وذل بعمل دراسة للمعدة,فحص الجرثومة الحلزونية ، وربما سنحتاج لاحقا لمنظار للمعدة,entity_type_cooccurrence_same_qa,true
rel_seed_c660576254101bcf,chunk_00054,ahd5k_02546,HAS_SYMPTOM,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_symptom_c81532a33515,الم المعدجة,Symptom,فقر الدم سبب فقدان الشهيه والكسل والخمول والتعب وثقل الوزن وغيره,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم شحوب في البشره وأعراض كثيرة اخري,entity_type_cooccurrence_same_qa,true
rel_seed_90514571a31526b3,chunk_00054,ahd5k_02546,HAS_SYMPTOM,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_symptom_c48c0df96785,فقدان الشهيه,Symptom,فقر الدم سبب فقدان الشهيه والكسل والخمول والتعب وثقل الوزن وغيره,فقر الدم سبب فقدان الشهيه والكسل والخمول والتعب وثقل الوزن وغيره,entity_type_cooccurrence_same_qa,true
rel_seed_8a3d1702983af7b2,chunk_00055,ahd5k_04844,DIAGNOSED_BY,ent_diseasecondition_7ac7135caacd,تضخم الغدد اللمفية,DiseaseCondition,ent_test_4ea4666752c1,فحص الدم,Test,تضخم بالغدد اللمفية الموضعية,فحص دم و أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_2ced4090cb7636b1,chunk_00055,ahd5k_04844,DIAGNOSED_BY,ent_diseasecondition_7ac7135caacd,تضخم الغدد اللمفية,DiseaseCondition,ent_test_c4cfd2d6468c,أشعة,Test,تضخم بالغدد اللمفية الموضعية,أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_48d8aabba6d3d2d8,chunk_00055,ahd5k_04844,TREATED_BY,ent_diseasecondition_7ac7135caacd,تضخم الغدد اللمفية,DiseaseCondition,ent_treatment_f4876b0a4ac8,المراجعة الطبيب الأسنان,Treatment,تضخم بالغدد اللمفية الموضعية,المراجعة الطبيب الأسنان وطبيب أذنية,entity_type_cooccurrence_same_qa,true
rel_seed_aef3046dae69fcfc,chunk_00055,ahd5k_04844,DIAGNOSED_BY,ent_diseasecondition_190a32dbb9bd,تسوس الأسنان,DiseaseCondition,ent_test_4ea4666752c1,فحص الدم,Test,تسوس الأسنان أو أي خراجات باللثة,فحص دم و أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_892989157e377bf9,chunk_00055,ahd5k_04844,DIAGNOSED_BY,ent_diseasecondition_190a32dbb9bd,تسوس الأسنان,DiseaseCondition,ent_test_c4cfd2d6468c,أشعة,Test,تسوس الأسنان أو أي خراجات باللثة,أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_9e342a99201e201a,chunk_00055,ahd5k_04844,TREATED_BY,ent_diseasecondition_190a32dbb9bd,تسوس الأسنان,DiseaseCondition,ent_treatment_f4876b0a4ac8,المراجعة الطبيب الأسنان,Treatment,تسوس الأسنان أو أي خراجات باللثة,المراجعة الطبيب الأسنان وطبيب أذنية,entity_type_cooccurrence_same_qa,true
rel_seed_52abb2327d96db60,chunk_00055,ahd5k_04844,DIAGNOSED_BY,ent_diseasecondition_8ca9f15583c7,الانتان,DiseaseCondition,ent_test_4ea4666752c1,فحص الدم,Test,الانتان خفي أو ظاهر,فحص دم و أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_a543baa8d7291df4,chunk_00055,ahd5k_04844,DIAGNOSED_BY,ent_diseasecondition_8ca9f15583c7,الانتان,DiseaseCondition,ent_test_c4cfd2d6468c,أشعة,Test,الانتان خفي أو ظاهر,أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_074cb4f8260e608a,chunk_00055,ahd5k_04844,TREATED_BY,ent_diseasecondition_8ca9f15583c7,الانتان,DiseaseCondition,ent_treatment_f4876b0a4ac8,المراجعة الطبيب الأسنان,Treatment,الانتان خفي أو ظاهر,المراجعة الطبيب الأسنان وطبيب أذنية,entity_type_cooccurrence_same_qa,true
rel_seed_ec6782bf6c172493,chunk_00056,ahd5k_00543,DIAGNOSED_BY,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,انيميا منجليه,تحاليل ماقبل الزواج,entity_type_cooccurrence_same_qa,true
rel_seed_184239158a17a8bf,chunk_00056,ahd5k_00757,DIAGNOSED_BY,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,فقر الدم,تحليل فقر الدم,entity_type_cooccurrence_same_qa,true
rel_seed_796780629bc7542c,chunk_00057,ahd5k_00203,TREATED_BY,ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,DiseaseCondition,ent_treatment_0d20da4fd766,الروتيكسيماب,Treatment,ابني عمره ١٠سنه يعاني من نقص الصفائح itp,اول جرعه ونستمر عليها لمده شهر كل اسبوع مره هل الروتكسيماب يفيده,entity_type_cooccurrence_same_qa,true
rel_seed_e6c4d626ddf50728,chunk_00059,ahd5k_00313,HAS_SYMPTOM,ent_diseasecondition_3d19d6125641,نقص الصفيحات,DiseaseCondition,ent_symptom_f6203734ffc7,ارتفاع خضاب الدم,Symptom,انخفاض الصفيحات الدموية 122/,ارتفاع خضاب الدم / 16.8,entity_type_cooccurrence_same_qa,true
rel_seed_8236475f7d4c4d52,chunk_00059,ahd5k_00313,DIAGNOSED_BY,ent_diseasecondition_3d19d6125641,نقص الصفيحات,DiseaseCondition,ent_test_db1175f121dc,فحص نخاع العظم,Test,انخفاض الصفيحات الدموية 122/,فحص نخاع العظم,entity_type_cooccurrence_same_qa,true
rel_seed_00835e3db2495ca7,chunk_00059,ahd5k_00313,INVESTIGATED_BY,ent_symptom_f6203734ffc7,ارتفاع خضاب الدم,Symptom,ent_test_db1175f121dc,فحص نخاع العظم,Test,ارتفاع خضاب الدم / 16.8,فحص نخاع العظم,entity_type_cooccurrence_same_qa,true
rel_seed_c06b8520b4415b11,chunk_00059,ahd5k_01162,DIAGNOSED_BY,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_test_8dfa1780f518,فحص تحاليل مخبرية,Test,فقر دم,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_a02e7796d4687bd7,chunk_00059,ahd5k_01162,DIAGNOSED_BY,ent_diseasecondition_74be32fb7f24,نقص فيتامين د,DiseaseCondition,ent_test_8dfa1780f518,فحص تحاليل مخبرية,Test,نقص فيتامين د,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_26332336a3521fcf,chunk_00059,ahd5k_01162,DIAGNOSED_BY,ent_diseasecondition_6116bf50d3f1,نقص حديد,DiseaseCondition,ent_test_8dfa1780f518,فحص تحاليل مخبرية,Test,نقص حديد,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_736b932c52e71490,chunk_00059,ahd5k_02552,TREATED_BY,ent_diseasecondition_dc66fee46819,نقص الكريات البيضاء,DiseaseCondition,ent_treatment_6e452ff6ff8f,علاج نقص الكريات البيضاء,Treatment,نقص الكريات البيضاء لدى الكبار,علاج نقص الكريات البيضاء لدى الكبار,entity_type_cooccurrence_same_qa,true
rel_seed_f4d699cb620876bc,chunk_00061,ahd5k_01551,TREATED_BY,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,ent_treatment_fe7b9cfab843,القات,Treatment,مرض السكري,القات,entity_type_cooccurrence_same_qa,true
rel_seed_fff580f977f6b0c9,chunk_00061,ahd5k_01551,DIAGNOSED_BY,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,مرض السكري,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_15453f98a500a507,chunk_00061,ahd5k_01551,TREATED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_treatment_fe7b9cfab843,القات,Treatment,التهاب,القات,entity_type_cooccurrence_same_qa,true
rel_seed_85a95e9683ec40c4,chunk_00061,ahd5k_01551,DIAGNOSED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,التهاب,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_bed0f010dae660bc,chunk_00062,ahd5k_04408,TREATED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_treatment_9a34f0ba812d,السبع زيوت,Treatment,السبع زيوت لمنع ترهل الثدي والبطن والارداف . زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بحركات دائرية الاسفل للاعلي الصاعدة إلى أعلى ولمدة ربع ساعة مرة يوميا لمدة شهر .,السبع زيوت لمنع ترهل الثدي والبطن والارداف . زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بحركات دائرية الاسفل للاعلي الصاعدة إلى أعلى ولمدة ربع ساعة مرة يوميا لمدة شهر .,entity_type_cooccurrence_same_qa,true
rel_seed_a50bc6184f83c73b,chunk_00067,ahd5k_03139,DIAGNOSED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_test_6dcf66b68de3,فحص الفقرات العنقية,Test,التحاليل المخبرية,التحاليل المخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_9287e0090082bec0,chunk_00067,ahd5k_03139,DIAGNOSED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_test_53daf0bebd13,مفصل الكتف,Test,التحاليل المخبرية,التحاليل المخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_00a3e1a6ef3ec7f9,chunk_00068,ahd5k_00683,HAS_SYMPTOM,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_symptom_f51ef98950a2,قلق,Symptom,الحساسية,قلق علما اني تعرضت لموقف قلق وتوتر ووخزات,entity_type_cooccurrence_same_qa,true
rel_seed_aad068f18b3b6989,chunk_00068,ahd5k_00683,HAS_SYMPTOM,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,الحساسية,ضيق تنفس وسرعة التعب وقلق,entity_type_cooccurrence_same_qa,true
rel_seed_93577592d7e180e2,chunk_00068,ahd5k_00963,DIAGNOSED_BY,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_test_7633369aec20,رسم قلب,Test,حساسية ناتجة عن رطوبة الجو,عمل رسم قلب بالمجهود,entity_type_cooccurrence_same_qa,true
rel_seed_88d097a1450be644,chunk_00069,ahd5k_00823,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,ارتفاع الضغط,خفقان احيتنا,entity_type_cooccurrence_same_qa,true
rel_seed_42222f50c14ea113,chunk_00069,ahd5k_00823,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ارتفاع الضغط,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_779a7daeafeb6f7f,chunk_00069,ahd5k_00823,DIAGNOSED_BY,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,ارتفاع الضغط,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_1b80ae60e416c829,chunk_00069,ahd5k_00823,INVESTIGATED_BY,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,ent_test_dd68aa784555,تحاليل مخبرية,Test,خفقان احيتنا,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_c159321d58bbdc10,chunk_00069,ahd5k_00823,INVESTIGATED_BY,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ent_test_dd68aa784555,تحاليل مخبرية,Test,ضيق تنفس,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_22133d1ffdf602e1,chunk_00069,ahd5k_03624,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,ارتفاع في ضغط الدم,خفقان القلب الشديد,entity_type_cooccurrence_same_qa,true
rel_seed_2f379e8a533cd438,chunk_00069,ahd5k_03624,HAS_SYMPTOM,ent_diseasecondition_d858e70d5fdf,الروماتيزم,DiseaseCondition,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,روماتيزم الدم,خفقان القلب الشديد,entity_type_cooccurrence_same_qa,true
rel_seed_a287eb5127f157e6,chunk_00069,ahd5k_04701,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,انخفاض الضغط,تسارع في ضربات القلب,entity_type_cooccurrence_same_qa,true
rel_seed_06f1204a91052e39,chunk_00069,ahd5k_04701,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_850b2a35c32d,دوخة,Symptom,انخفاض الضغط,دوخة,entity_type_cooccurrence_same_qa,true
rel_seed_13b272c580e2d6d6,chunk_00069,ahd5k_04701,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,انخفاض الضغط,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_cbce7923d2e74815,chunk_00069,ahd5k_04701,TREATED_BY,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_treatment_d017757dbf16,الدوخة,Treatment,انخفاض الضغط,الدوخة,entity_type_cooccurrence_same_qa,true
rel_seed_8509581787d72e53,chunk_00069,ahd5k_04701,TREATED_BY,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_treatment_2c9d8c42194b,الوجبة الإفطار,Treatment,انخفاض الضغط,وجبة الإفطار,entity_type_cooccurrence_same_qa,true
rel_seed_39aaca57e88a7993,chunk_00069,ahd5k_04701,TREATED_BY,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_treatment_7df0ceb5a906,السوائل والأملاح,Treatment,انخفاض الضغط,السوائل والأملاح,entity_type_cooccurrence_same_qa,true
rel_seed_cc7b17ab79efd2d7,chunk_00069,ahd5k_04701,TREATED_BY,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,ent_treatment_d017757dbf16,الدوخة,Treatment,تسارع في ضربات القلب,الدوخة,entity_type_cooccurrence_same_qa,true
rel_seed_bfd0d75f7965df18,chunk_00069,ahd5k_04701,TREATED_BY,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,ent_treatment_2c9d8c42194b,الوجبة الإفطار,Treatment,تسارع في ضربات القلب,وجبة الإفطار,entity_type_cooccurrence_same_qa,true
rel_seed_59841bdf2bcc5099,chunk_00069,ahd5k_04701,TREATED_BY,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,ent_treatment_7df0ceb5a906,السوائل والأملاح,Treatment,تسارع في ضربات القلب,السوائل والأملاح,entity_type_cooccurrence_same_qa,true
rel_seed_04c2d72f5fd38ed3,chunk_00069,ahd5k_04701,TREATED_BY,ent_symptom_850b2a35c32d,دوخة,Symptom,ent_treatment_d017757dbf16,الدوخة,Treatment,دوخة,الدوخة,entity_type_cooccurrence_same_qa,true
rel_seed_843df20a7db992b9,chunk_00069,ahd5k_04701,TREATED_BY,ent_symptom_850b2a35c32d,دوخة,Symptom,ent_treatment_2c9d8c42194b,الوجبة الإفطار,Treatment,دوخة,وجبة الإفطار,entity_type_cooccurrence_same_qa,true
rel_seed_14768263495f2072,chunk_00069,ahd5k_04701,TREATED_BY,ent_symptom_850b2a35c32d,دوخة,Symptom,ent_treatment_7df0ceb5a906,السوائل والأملاح,Treatment,دوخة,السوائل والأملاح,entity_type_cooccurrence_same_qa,true
rel_seed_cd6b421d86ef03d0,chunk_00069,ahd5k_04701,TREATED_BY,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ent_treatment_d017757dbf16,الدوخة,Treatment,ضيق تنفس,الدوخة,entity_type_cooccurrence_same_qa,true
rel_seed_74dd3e323b92b26d,chunk_00069,ahd5k_04701,TREATED_BY,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ent_treatment_2c9d8c42194b,الوجبة الإفطار,Treatment,ضيق تنفس,وجبة الإفطار,entity_type_cooccurrence_same_qa,true
rel_seed_caffca00e378521c,chunk_00069,ahd5k_04701,TREATED_BY,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ent_treatment_7df0ceb5a906,السوائل والأملاح,Treatment,ضيق تنفس,السوائل والأملاح,entity_type_cooccurrence_same_qa,true
rel_seed_2460613d4a83b5a4,chunk_00069,ahd5k_04701,HAS_SYMPTOM,ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,DiseaseCondition,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,انخفاض الضغط,تسارع في ضربات القلب,entity_type_cooccurrence_same_qa,true
rel_seed_0d19a7bee4bf6205,chunk_00069,ahd5k_04701,HAS_SYMPTOM,ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,DiseaseCondition,ent_symptom_850b2a35c32d,دوخة,Symptom,انخفاض الضغط,دوخة,entity_type_cooccurrence_same_qa,true
rel_seed_85d2867f61d5c225,chunk_00069,ahd5k_04701,HAS_SYMPTOM,ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,DiseaseCondition,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,انخفاض الضغط,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_986048386969dc41,chunk_00069,ahd5k_04701,TREATED_BY,ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,DiseaseCondition,ent_treatment_d017757dbf16,الدوخة,Treatment,انخفاض الضغط,الدوخة,entity_type_cooccurrence_same_qa,true
rel_seed_40355f9094dc4319,chunk_00069,ahd5k_04701,TREATED_BY,ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,DiseaseCondition,ent_treatment_2c9d8c42194b,الوجبة الإفطار,Treatment,انخفاض الضغط,وجبة الإفطار,entity_type_cooccurrence_same_qa,true
rel_seed_4890f52718818a33,chunk_00069,ahd5k_04701,TREATED_BY,ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,DiseaseCondition,ent_treatment_7df0ceb5a906,السوائل والأملاح,Treatment,انخفاض الضغط,السوائل والأملاح,entity_type_cooccurrence_same_qa,true
rel_seed_e740d76e9fd460c3,chunk_00070,ahd5k_04975,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_7d2fce86bc12,نغزات,Symptom,ارتفاع ضغط الدم,نغزات,entity_type_cooccurrence_same_qa,true
rel_seed_e19afdbb899f6d75,chunk_00072,ahd5k_00515,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,التهاب,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_de4870aee42b1fb2,chunk_00072,ahd5k_00656,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,التهاب,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_7972696101263df5,chunk_00072,ahd5k_01510,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,التهاب,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_4a69fb887d74b7b4,chunk_00072,ahd5k_01669,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,التهاب,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_5a49c749ac2845cb,chunk_00072,ahd5k_02719,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,التهاب,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_269fb42a018ab4b0,chunk_00072,ahd5k_02761,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,التهاب,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_820387dade998463,chunk_00072,ahd5k_03333,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,التهاب,ضيق تنفس,entity_type_cooccurrence_same_qa,true
rel_seed_9ac96ae197bfc024,chunk_00075,ahd5k_04352,DIAGNOSED_BY,ent_diseasecondition_af6114123652,ارتخاء الصمام الميترالي,DiseaseCondition,ent_test_4b0183158a0f,إيكو,Test,ارتجاع الصمام الميترالي,ايكو,entity_type_cooccurrence_same_qa,true
rel_seed_47e637be97e2161c,chunk_00076,ahd5k_04706,DIAGNOSED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_test_62f3f553cccf,تحليل بول,Test,الم عند الاستيقاظ فى الكليتين,عمل تحليل بول,entity_type_cooccurrence_same_qa,true
rel_seed_876af30ee6e2c340,chunk_00076,ahd5k_04706,TREATED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_treatment_839837a8561b,الاكثار من شرب الماء,Treatment,الم عند الاستيقاظ فى الكليتين,الاكثار من شرب الماء,entity_type_cooccurrence_same_qa,true
rel_seed_73a05574ff804300,chunk_00077,ahd5k_00189,TREATED_BY,ent_symptom_2b9271490fdf,نوبات,Symptom,ent_treatment_9318db295dde,الاندرال,Treatment,ماهي اسباب الضربات الهاجرة في القلب وكيف يمكن علاجها,الإندرال يمكن أن يُساعد في السيطرة عليها في أحيان كثيرة,entity_type_cooccurrence_same_qa,true
