query_id,query,query_group,reference_answer,category,ahd_row_index,sampling_seed,annotation_status
unseen100_040,الحصبة الألمانية للحامل 8.651Ul/Ml ماهي مخاطرها على الجنين وماهو علاجها وماذا عليا أن أتجنب,unseen_random_stratified_100,خطورة الحصبة الالمانية علي الجنين فقط اذا حدثت الاصابة اثناء الحمل قد تسبب اجهاض او تشوهات الجنين,أمراض نسائية,7936,20260727,source_answer_reference_not_human_adjudicated
unseen100_041,س.ع.هل يوجد مضاعفات في المستقبل عند عمل عملية الليزك.....مع الشكر.,unseen_random_stratified_100,"بسم الله الرحمن الرحيم
في أغلب الاحيان المضاعفات تحدث خلال الفترة الاولى بعد العملية وقليلا جدا في المستقبل",بصريات,741728,20260727,source_answer_reference_not_human_adjudicated
unseen100_042,"اسئل عن التمارين المهمه للشلل النصفي؟
انتظر الجواب منكم",unseen_random_stratified_100,تمارين الشلل النصفي متعددة وتشمل كل عضلات الاطراف العلوية والسفلية وتعتمد على مدة الاصابة وهي ثني ومد وتقريب وتبعيد والتفاف للداخل والخارج وتمارين توازن ومشي . يمكنك مراقبة جلسة علاج طبيعي وعمل ماتشاهده,فيزياء,785448,20260727,source_answer_reference_not_human_adjudicated
unseen100_043,هل من حل لزوجتى حيت انجبت الطفل الاول سنه 1991م طبيعى وتوفى بسبب اختناق بالحبل السرى بعد 4 ايام ثم انجبت الطفل الثانى سنه 1994 بعمليه قيصريه ومنها لم تحمل...,unseen_random_stratified_100,"سيدى
يكاد يكون عمل طفل الانبوب لزوجتك هو الحل الامتل ولكن يكون دلك بعد التاكد من وجود بويضات فى المبيض وان كان لايوجد فلا داعى للمحاوله و لدينا العديد من الاخوه اليبيين الدين اتو الى الاردن بشان عمل اطفال الانابيب والموضوع فقط يحتاج الى المكوت اسبوعين فقط من تانى يوم للدوره والله الموفق
د ابراهيم هنداوى
مستشار العقم واطفال الانابيب-مدينه الحسين الطبيه الملكيه س-الاردن
الزماله الاستراليه فى العفم و اطفال الانابيب والغدد الانجابيه
0776420095",العقم,771944,20260727,source_answer_reference_not_human_adjudicated
unseen100_044,طولي 154 ووزني 84 ماهو الوزن المطلوب وماهي طريقه تصغير البطن,unseen_random_stratified_100,الوزن المقالي لطولك هو ٥٤ كيلو فقط لا غير. يعني هنام ٣٠ كيلو زيادة. يعني عليك تقليل الأكل بشكل دائم ، والأكل عدة وجبات في اليوم وجبات خفيفة فقط، والإكثتر من شرب الماء. ثم عليك ممارسة الرياضة بشكل يومي ومستمر.,صحة المرأة,794604,20260727,source_answer_reference_not_human_adjudicated
unseen100_045,اعاني من عدم وضوح الرؤية بشكل كبير مع العلم اني طوال اليوم شغلي على الكمبيوتر مالحل ؟,unseen_random_stratified_100,عدم وضوح الروية ممكن ان يكون من اسباب كثيرة منها على سبيل المثال لا الحصر : اخطاء انكساريه( قصر، طول، انحراف) ، امراض في قرنية العين، عتامه في عدسة العين ، او اعتلالات في الشبكية والعصب البصري..تحديد المشكلة و اعطاء العلاج المناسب بعد الفحص من قبل طبيب العيون,امراض العيون,711456,20260727,source_answer_reference_not_human_adjudicated
unseen100_046,اعانى من نزيف فى دولى المري بنسبة متوسطة ما طيقة الاسعافات الاولية قبل اتجاهى للمستشفى,unseen_random_stratified_100,عدم شرب او اكل اي شىء الاستلقاء رفع الساقين وطلب المساعدة للوصول الى المستشفى باسرع وقت,إسعاف أولي,608129,20260727,source_answer_reference_not_human_adjudicated
unseen100_047,والدتي عمرها46 سنه تعاني من مرض وهو انسداد في الاوعيه اللمفاويه وفي الرجل واليد اليسرى وهيه مورمه اي منتفخه هل من علاج ( ),unseen_random_stratified_100,"العلاج
الضغط (عادة مع الضمادات متعددة الطبقات)
دليل التصريف اللمفاوي MLD
دليل التصريف اللمفاوي هو العلاج بالتدليك بتقنية خفيفة التي يتم نقل الجلد في اتجاهات معينة استنادا إلى هيكل النظام اللمفاوي. وهذا يساعد على هجرة السوائل والنفايات من خلال القنوات الصحيحة.
يشمل العلاج أيضا العناية بالبشرة لمنع الإصابات والعدوى ، وانهيار الجلد ، فضلا عن ممارسة الرياضة الخفيفة وبرامج الحركة. وينبغي ممارسة رياضة مصممة بعناية من قبل العلاج الطبيعي. وينبغي أن تساعد الصرف دون أن يؤدي إلى تورم من الإرهاق الشديد
ارتداء جوارب الضغط على المنطقة المصابة أو باستخدام مضخة ضغط هوائي وخارجها قد تكون مفيدة. وسيقوم الطبيب والعلاج الطبيعي الذي يقرر أساليب الضغط هي الأفضل.
يتم استخدام الجراحة في بعض الحالات ، لكن النجاح محدود. ويجب على الجراح ان يتحلى بالكثير من الخبرة مع هذا النوع من الإجراء.و العلاج الطبيعي بعد الجراحة مهم جداً
أنواع الجراحة تشمل ما يلي :
شفط الدهون
إزالة الأنسجة اللمفاوية غير الطبيعية
زرع الأنسجة اللمفاوية العادية للمناطق مع التصريف اللمفاوي غير طبيعية (أقل شيوعا)",أمراض الدم,791689,20260727,source_answer_reference_not_human_adjudicated
unseen100_048,اذا استخدمت الام لطفلها حليب صناعي وادى ذلك الى حصول اسهال لطفل ، كم الفتره الزمنيه التي يجب على الام ان تنتظرها قبل ان تغير نوعية الحليب مره اخرى ؟؟؟؟,unseen_random_stratified_100,"يجب أولا معرفة السبب الاساسي للإسهال فقد لا يكون من الحليب , لذلك يفضل استشارة الطبيب في هذه الحالة",خدمات طبية,736790,20260727,source_answer_reference_not_human_adjudicated
unseen100_049,"السلام عليكم السؤال على فحس الدم التالي
wdc 4.2
lym 2.7
mid 0.2
L)% 2.9 gran 1.3)
rbc 5.82
hgb15.8
hct 49.6
mcv 85.3
mch 27.1
mchc 31.9
rdw 15.7...",unseen_random_stratified_100,بعض القراءات المخبرية تحتاج الى مراجعة الطبيب الباطني المختص,مختبر,737449,20260727,source_answer_reference_not_human_adjudicated
unseen100_050,احس بدوار كأني بطيح على جنبي الأيسر و لما انام على اليمين احس اني انسحب لورا و لما تغمض عيوني احس كأني اطير و لما اصلي احس كأني في أمواج...,unseen_random_stratified_100,ينصح بقياس ضغط الدم وفحص الاذن الوسطى وعمل اشعة رنين مغناطيسى على المخ ورسم مخ بالكمبيوتر وافادتنا بالنتيجة لتقييم حالتك ووصف العلاج اللازم,الأمراض العصبية,84891,20260727,source_answer_reference_not_human_adjudicated
unseen100_051,لو سمحت يادكتور بخصوص السؤال الذى طرحته من قبل وهو ماهى الرياضة التة يمكن لى ممارستها مع اننى محول فتحة براز دائمة حضرتك جاوبت باننى اقوى العضلات العلوية والسفلى بالعاب...,unseen_random_stratified_100,"نعم يمكنك العودة لكمال الاجسام على ان تمارس في وضعية تكون بها على ظهرك وتعمل على تقوية الاطراف العلوية بحيث لايكون جهدا على العمود الفقري ووضع الوزن عند الضرورة فوق الرأس , الاطراف الفلية يمكن العمل على تقويتها بالدفع او السحب او ثني الركبتين بحيث تكون ممتدا على ظهرك او بطنك , بالنسبة للمطاط الطبي يمكن تثبيته باي جسم ثابت , طول قطعة المطاط مترين تقريبا ولها كثافات مختلفة , بمعنى اخر تستطيع التدرج بالتمرين من الاقل مقاومة الى الاعلى وهكذا , يمكن تثبيت المطاط بحديد الشباك او اي معدن ثابت بالبيت والطرف الاخر باليد او الرجل من خلال عمل عقد لمسكها باليد او الرجل",علاج طبيعي,758405,20260727,source_answer_reference_not_human_adjudicated
unseen100_052,عند الجلوس في السيارة احس بضيق في الجلوس وحتي في المنزل بسبب البطن احس بنتفاخ وضيق,unseen_random_stratified_100,"اين السؤال واين العوارض
كم سنك وكم وزنك وكم طولك هل انت سمين هل لك بطن كبير
هل تعني من انتفاخ وغتزات الخ الخ الخ
الرجاء اعادة صياغة السؤال بعد ان تقدم نفسك وتشرح بالتفصيل ما تعاني منه ومن ثم تسأل ما تشاء
اهلا بك اخي",أمراض باطنية,766661,20260727,source_answer_reference_not_human_adjudicated
unseen100_053,تكفون ابي الحل مليت وربي مليت من المعده اعاني من الهظم واعاني اكثر في اخراج البراز,unseen_random_stratified_100,لو وضحت سؤالك أكثر لأمكننا مساعدتك! ما هي المشكلة في الهضم، وفي البراز؟/ هل تعاني من إمساك أم إسهال؟؟ وضح!!,الامراض المعدية,773967,20260727,source_answer_reference_not_human_adjudicated
unseen100_054,ما هي طريقة علاج انتفاخ القدمين بسبب تصريف عالي للغدد اللمفاوية لطفلة عمرها 4 شهور ومصابة بمتلازمة نونان,unseen_random_stratified_100,يمكن علاج تجمع اللمف الذي يتجمع حول القلب وفي الرئتين في متلازمة نونان ، بواسطة إدخال أنبوب لشفط السائل،كما يمكن للوقاية إجاء تغيير في نوع الطعام، وقد تلزم الجراحة إذا استمر السائل في التواجد.,الامراض الوراثية,803989,20260727,source_answer_reference_not_human_adjudicated
unseen100_055,هل تأخر الدورة بسبب الأدوية يعطي نفس أعراض الحمل,unseen_random_stratified_100,إذا كانت ھرمونات ممكن أن تشعري بالغثيان مشابهة للحمل,الحمل والولادة,673397,20260727,source_answer_reference_not_human_adjudicated
unseen100_056,ما معنى المرض من ناحية علمية و نفسية,unseen_random_stratified_100,تحول عن حالة الصحة العادية، وبدقة أكثر فإن المرض هو المجموع الكلي للتفاعلات الجسدية والعقلية من قبل شخص تجاه عامل مؤذي يدخل جسمه من الخارج، أو ينشأ من الداخل (كالكائنات الدقيقة، أو السموم)، أو جرح، أو خلل خلقي، أو ولادي. او خلل استقلابي، او نقص في التغذية، أو عملية متنكسة. وتقسم الأمراض إلى معدية وغير معدية،وبائية وغير وبائية.,علم الأمراض,805402,20260727,source_answer_reference_not_human_adjudicated
unseen100_057,ما السبب جلد صدري مساماته واسعة كانه حبة بطاطا مع ترهل شديد وعدم الاحساس في جانبي الثديين المتقابلين؟,unseen_random_stratified_100,عليك مراجعة اختصاصي جراحة هامة فوراً للفحص السريري والتشخيص الدقيق، فالوصف يدل على وجود ورم يحتاة للعلاج الفوري.,علم الأنسجة,777130,20260727,source_answer_reference_not_human_adjudicated
unseen100_058,قمت مؤخرا بعمل أشعة سكانير للكلى و أشعة راديو للمثانة هل التعرض للاشعة يمكن أن يؤدي إلى مرض السرطان كما أخبركم أن الاشعة التي عملتها على مستوى المثانة كررتها مرتين...,unseen_random_stratified_100,التعرض المستمر بشكل يومي للاشعة هو ما يزيد نسبة الاصابة بالسرطان,علم الأشعة,787533,20260727,source_answer_reference_not_human_adjudicated
unseen100_059,السلام عليكم شاب عمره 17سنه اسنانه طبيعية ومايحتاج لها تقويم ابدآ وقبل كم شهر طلعه له عضه شوهه اسنانه السفلى وبدات تاثر على كلامه اصبح مايستطيع ينطق بعض الحروف صح...,unseen_random_stratified_100,هذا التغير المفاجئ ممكن يرجع لسبب عظمي او بسبب الانسجه الرخوة. ممكن ضربه قديمه او حديثه في الوجه او الفك. ممكن مشكله في المفصل الفكي. او التهاب وتاكل في عنق او لقمه المفصل الفكي. والخوف بسبب تقلص عضله من العضلات المحركة للفك او اختلال في الاستجابه العصبيه. ويحتاج الامر فحص بعيادة واشعات,جراحة الفك والأسنان,399514,20260727,source_answer_reference_not_human_adjudicated
unseen100_060,اعاني من الم في الصدر والكتف وبعض الاحيان جانبي الايمن وانتفاخ وامساك ذهبت لمستشفى تجاريه اخذوا تحليل دم واعطوني مغذيه وقالوا عندي سوء تغذيه ونقص حديد هل تشخيصهم صحيح ارجو...,unseen_random_stratified_100,"التحاليل تبين فقر الدم بنقص الحديد ,( أنيميا نقص الحديد ) أو B12
تحليل CBC دراسة لعدد الكريات والحجم من الممكن مبدئيا إعطاء صورة وهنالك تحاليل أخرى لحديد الجسم
على كافة الأحوال : يجب التقيد بالنظام الغذائي الصحي و لربما تعويض الحديد فمويا لمدة 3 أشهر لتعبئة مخازن الجسم من الحديد في حال كان التشخيص صحيح ,بحاجة متابعة مع طبيب ومعالجة صحيحة",الطب العام,687666,20260727,source_answer_reference_not_human_adjudicated
unseen100_061,ما اعاني منه ليس ترهل بل زيادة في الوزن متراكمة في منطقة الارداف فهل هناك اعشاب ممكن ان تساعدني حيث اعلم فائدة الاعشاب عن الادوية,unseen_random_stratified_100,السبع زيوت لمنع ترهل الثدي والبطن والارداف ... زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بــحركـات دائـرية الاسفل للاعلي الصاعدة إلى أعلى ولمدة ربع ساعة مرة يوميا لمدة شهر . النتيجة : وستلاحظ ان جسدك قد عادت اليه نظارته وحيويته وزال الترهل مكونات الوصفة 1- زيت الهندبة (الهندباء) 2 – زيت الشاي الأخضر. 3- زيت زيتون . 4- زيت المرمية او زيت اكليل الجبل 5- زيت البابونج 6- زيت السعتر 7- زيت الحلبة . طريقة التحضير 1-اخلط المكونات متساوية الكميات من الزيوت السبعة جيدا وضعيها في زجاجة محكمة. 2- دلك المنطقة المترهلة كما في طريقة الاستعمال مرة يوميا. طريقة الإستعمال : دلك المنطقة المترهلة (الثدي او البطن او الارداف) بزيتالسبع زيوت بــحركـات دائـرية من أسفل لاعلي ملاحظة هذه الوصفة تفيد الترهل ايضا لمنطقة البطن والارداف والطريقة بنفس الاسلوب تدليك دائري للمنطقة المترهلة بعد حمام دافئ.,علم النبات,777287,20260727,source_answer_reference_not_human_adjudicated
unseen100_062,انا ابنى عنده سنة وشهر ومن اول متولد كان عنده الخصيتين معلقتين وبعد شهرين واحدة نزلت الشمال بس مش دائمة يعنى بتطلع وتنزل واليمين لسة منزلتش فيا ترى اعمله العملية...,unseen_random_stratified_100,بامكانك الانتظار سنة أخرى مع المتابعة عند طبيب الأطفال أو الجراحة البولية لأن هذا الوضع يسمى بالخصية النطاطة ويمكن علاجها دوائياًأو جراحياً اذا لم تنفع المعالجة الدوائية .. وهذه عمليات بسيطة لتثبيت الخصيتين في الصفن,جراحة الأطفال,756756,20260727,source_answer_reference_not_human_adjudicated
unseen100_063,ما رأيكم بجهاز تكسير الدهون ؟ هل يوجد أضرار من استخدامه ؟,unseen_random_stratified_100,هل تعانين من السمنة الزائده ؟؟ اذا كنتي كذلك ف بالنسبة لي لا انصح بمثل هذه الأجهزة ان لم يكن لديك القدره في التغلب على نفسك، من خلال الحميه الغذائية والتمارين الرياضيه السليمه.,الصحة و الرياضة,588383,20260727,source_answer_reference_not_human_adjudicated
unseen100_064,شربت سيجارة حشيش واحدة فقط لا غيرمن شهر ونصف وانا لا اتعاطى الحشيش اصلا عندى تحليل خايف ارجوا الحل؟,unseen_random_stratified_100,إذا كانت سيجارة واحدة فلا داعي للقلق، وخاصة أنه قد مضى أكثر من شهر ونصف على ذلك، فمجرد تناول غذاء طبيعي وجيد وكميات وافرة من الماء ، سيكون جسمك قد تخلص من آثاره,إدمان,776393,20260727,source_answer_reference_not_human_adjudicated
unseen100_065,هل 0.75 من سكر ي يعني اني مصاب به,unseen_random_stratified_100,تحتاج لوقاية وحمية لكن يجب استشارة طبيب مختص .,تغذية,303991,20260727,source_answer_reference_not_human_adjudicated
unseen100_066,"ماهو أفضل نظام غذائي لشخص أصيب بمرض السكري من سنه و الأطعمة التي يجب الابتعاد عنها
و الأنشطة و الواجبات التي يجب القيام بها التأقلم مع المرض
و ماهي الادوية...",unseen_random_stratified_100,الاعتدال وتنظيم اوقات وكميات الطعام هو الاساس ولا شك ان ممارسة رياضة المشي لمدة نصف ساعة يوميا 5 ايام في الاسبوع هو شيء جيد,مرض السكري,612375,20260727,source_answer_reference_not_human_adjudicated
unseen100_067,هل يوجد علاج لإلتهاب الفقار الوماتويدي (ankylosing spondylitis ) و ما هو العلاج؟,unseen_random_stratified_100,"في السنوات الأخيرة قد تم إحراز تقدم في علاج التهاب الفقار اللاصق ankylosing spondylitis والأمراض ذات الصلة. هناك الكثير الذي يمكن عمله لتخفيف الألم والتصلب . الدراسات الاخيرة اظهرت ان الادوية البيولوجية الجديدة (TNF-a Inhibitors) يمكن أن يبطئ أو يحتمل أن يوقف تطور المرض لدى بعض الناس.
ويتضمن نظام المعالجة اخذ الدواء ، وممارسة والعلاج البدني ، العلاج الأخر مثل تطبيق الحرارة / الباردة للمساعدة على استرخاء العضلات والحد من آلام المفاصل. في الحالات الشديدة وقد تكون الجراحة أيضا خيارا.
يمكن للطبيب وصف الأدوية التالية ، إن وجدت ، هي الأفضل بالنسبة لك.
المسكنات (مضادات للالتهابات) لا تزال حجر الزاوية في العلاج والمرحلة الأولى من الأدوية في علاج الألم وتصلب المرتبطة ع. ، يمكن المسكنات تتسبب في آثار جانبية كبيرة ، ، وخاصة على القناة الهضمية.
عندما لا تكفي المسكنات وحدها ، يمكن البدء بالمرحلة التالية من الأدوية ، (المعروف أيضا باسم أدوية الخط الثاني) ،. هذه المجموعة من الأدوية تشمل ما يلي : Sulfasalazine ، الميثوتركسات والكورتيزون.
الأدوية الأكثر حداثة والأكثر واعدة لعلاج التهاب الفقار اللاصق هي البيولوجية ، TNF Blockers. وكانت هذه الأدوية أظهرت فعالية في علاج التهاب المفاصل ليس فقط من المفاصل ، ولكن أيضا التهاب المفاصل في العمود الفقري. المدرجة في هذه المجموعة Enbrel ، Remicade وهوميرا.
الرياضة
هي جزءا لا يتجزأ من أي برنامج علاجي ،. يمكن للتمارين اليومية العادية ان تساعد على توفير المرونة فضلا عن المساعدة في تخفيف الألم. معظم يشعرون أفضل بكثير مع ممارسة الرياضة.
وايضا مهم جدا ان يحافظ المريض على وضعية سليمة دائما
الحرارة / البرودة
ويمكن استعمال الحرارة لتصلب المفاصل والعضلات المشدودة للمساعدة في الحد من الألم .و استعمال البرودة في المناطق الملتهبة وهذه تساعد على تخفيف التورم. يمكن أخذ حمامات ساخنة
جراحة
في الحالات الشديدة ، يمكن أن يكون خيارا لعملية جراحية ، ولا سيما في الركبتين والوركين. الجراحية لتصحيح الممكن أيضا لأولئك الذين يعانون من تشوهات شديدة الانحناء (انحناء الهبوط الحاد) من العمود الفقري ، وخاصة في الرقبة ، وعلى الرغم من أن هذا الإجراء يعتبر مخاطرة",الأمراض الرثويه,793457,20260727,source_answer_reference_not_human_adjudicated
unseen100_068,لدي اورام حميدة في اثدائي.اجريت عملية جراحية لازالتها و لكنها عادت بعد شهروسؤالي هل فعلا لها علاقة مع الهرمونات و كيف تتم معالجتها لانها تؤلمني كثيرا.ارجو منكم افادتي و شكرا...,unseen_random_stratified_100,"سيدتى
ادا كانت حميده او ما يسمى ال fibroadenoma فلا داعى لازالتها و تشويه التدى ولكن عليك بالفحص الدورى وعمل السونار بشكل دورى ولا داعى للفلق",هرمونات,773208,20260727,source_answer_reference_not_human_adjudicated
unseen100_069,السلام عليكم . أنا عندي إنحراف في الفكين الى اليمن . يعني اليمين أكبر من اليسار أو إعوجاج في الوجه . هل هناك علاج .أرجوكم ساعدوني و كيف هو وأين...,unseen_random_stratified_100,الحل هو جراحي لدى اخصائي جراحة الوجه و الفكين,أمراض الأسنان,224869,20260727,source_answer_reference_not_human_adjudicated
unseen100_070,اعاني من دور برد شديد ورشح ولا اعرف العلاج,unseen_random_stratified_100,"الراحة مع فيتامين سي (فوار او تناول الحمضيات) مع بانادول كولد اند فلو مع استنشاق فكس مع الاكثار من بعض المشروبات والاكلات التي تساعد على مقاومة الالتهاب مثل الزنجبيل , العرق سوس , البصل , اليانسون (الدارسين) , الملوخية , الجنسنك , الزعتر , الثوم",أنف، أذن وحنجرة,534459,20260727,source_answer_reference_not_human_adjudicated
unseen100_071,"دكتور اي نوع حبوب منحفة منيحه
انا بعد الولادة زاد وزني وما بعرف شو اعمل",unseen_random_stratified_100,حاليا انصحك باتباع حمية غذائية صحية ولا داعي للحبوب لسلامة الطفل ولضمان الرضاعة الطبيعية,علم الصيدلة,476657,20260727,source_answer_reference_not_human_adjudicated
unseen100_072,"هل يوجد علاج للبشرة الحساسة؟ حيث ان بشرتي فاتحة شبه ما، تتحسس بالبيئة الخارجية بسرعة وتهيجها سريع وسهل، فهل يوجد علاج لعدم تهيجها؟ او التقليل منه؟
ساعدوني..",unseen_random_stratified_100,تناول حبة زنك 50 ملغ يوميا بعد الفطار وحبة تل فاست 180 قبل النوم,الأمراض الجلدية,560154,20260727,source_answer_reference_not_human_adjudicated
unseen100_073,هل حبة البركه هي القزحه,unseen_random_stratified_100,نعم يا صديقي، هي نفسها.,أعشاب طبية,778253,20260727,source_answer_reference_not_human_adjudicated
unseen100_074,بعدها بلش عندي ضيق تنفس ونغزات والم في وسط الصدر وغالبا خفقة شبه الكهربا وايضا خضابي الآن 10،6 الطبيب فحصني وقمت بتخطيط قلب قال الموضوع نفسي او عصبي لكن مازلت...,unseen_random_stratified_100,لا داعي للقلق، لا سيما ان الفحص الطبي كان سليما باستثناء فقر الدم المذكور والذي امره بسيط وبعلاجه ستتحسن حالتك,أمراض القلب و الشرايين,159467,20260727,source_answer_reference_not_human_adjudicated
unseen100_075,صدري صغير وأريد تكبيره طبيعي بدون جراحة ، وقد سمعت عن كريم Breast Actives فهل هو ممتاز؟ ومتى تظهر النتيجة؟ وكم شهر يجب استخدامه؟,unseen_random_stratified_100,"أفضل دواء لتكبير الثديين هو Breast Activase ,ويتكون من 13 مادة طبيعية ،فهو آمن ولبس له أضرار
والاستعمال لحين الحصول على النتيجة المطلوبة",أمراض الجهاز التنفسي,792478,20260727,source_answer_reference_not_human_adjudicated
unseen100_076,كيف التخلص من الحكة الشرجية المصاحبة لخروج ديدان صغيرة بيضاء من الشرج دون التغوط علما اني 40 سنة ورجل متزوج واشعر بالخجل,unseen_random_stratified_100,أُقْصُورة هي الديدان الخيطية. وتخرج الديدان مع البراز، وتنتقل العدوى بواسطة البيض، الذي يعلق بالجلد حول الشرج ويعلق بالملابس ومقاعد المراحيض والعلاج هو دواء ميبيتدازول جرعة واحدة وتكرر بعد أسبوعين.,علم الأحياء,806203,20260727,source_answer_reference_not_human_adjudicated
unseen100_077,انا اعاني من صداع مستمر دائم وايضا صداع الحواجب ونسيان ولا اتذكر شيء من المعلومات عند المذاكره ولا اركز ولدي اكتئاب ولدي ضعف شخصيه وضعف عام وألم وتعب وكسل وخمول...,unseen_random_stratified_100,بعد العرض على الزميل أخصائي الباطنةربما نحتاج إلى علاج نفسي مكثف في جلسات كلامية.,أمراض نفسية,53530,20260727,source_answer_reference_not_human_adjudicated
unseen100_078,كيف أستفيد من يومي بعد الإفطار حيث أنني أشعر بنعاس شديد و لا أفعل شيئ سوا النوم؟؟ هل لهذا علاقة بطعامي أو طريقة تناولي؟؟,unseen_random_stratified_100,"يعد النعاس والتعب من الأعراض الشائعة  في رمضان، وذلك بسبب اضطراب مواعيد النوم، والجفاف الناتج عن قلة شرب المياه، وممارسة بعض العادات الغذائية غير الصحية.
ينصح باتباع الإرشادات التالية لتنشيط طاقة الجسم والتغلب على النعاس والإرهاق في رمضان:

شرب كميات كافية من المياه والسوائل خلال وجبتي الإفطار والسحور. من الأطعمة الغنية بالسوائل: الحساء، واللبن، والحليب، والخضراوات والفواكه.
تنظيم مواعيد النوم والحصول على قسط كاف من النوم يومياً (7 ساعات على الأقل).
الالتزام بتناول وجبة السحور، وتضمين أطعمة مغذية في هذه الوجبة لتمد الجسم بالطاقة خلال اليوم التالي. من الأطعمة المغذية لوجبة السحور: البيض، والشوفان، والخبز كامل القمح، والموز، واللبنة، والخيار.
الحفاظ على النشاط البدني خلال شهر رمضان بممارسة بعض الأنشطة الخفيفة مثل المشي أو تمارين التمدد.
تجنب الخروج في الجو الحار أثناء الصيام.
البدء بتناول التمر عند الإفطار، فالتمر من الأطعمة ذات المؤشر السكري (بالإنجليزية: Glycemic Index) المنخفض التي تمد الجسم بالطاقة التي يحتاجها دون التسبب بارتفاع سريع ومفاجئ بمستويات سكر الدم.
تجنب الإفراط في تناول الطعام عند الإفطار، إذ كلما زادت كمية الطعام زاد الإحساس بالثقل والكسل والنعاس؛ لذلك يوصى تقسيم الفطور على وجبات متفرقة وصغيرة وتناول وجبة صحية متوازنة شاملة للعناصر الغذائية مثل الفيتامينات والبروتينات، وتقليل الأطعمة المليئة بالزيوت.
تجنب الإكثار من المشروبات السكرية والغازية، حيث أن السكريات بكميات كبيرة قد تزيد من النعاس والخمول.

للمزيد: 

الدراسة في رمضان
اضطرابات النوم في رمضان
تأثير الصيام في رمضان على العمل",رمضان,778027,20260727,source_answer_reference_not_human_adjudicated
unseen100_079,"1- ما هي الأعشاب الطبيعية المستخدمة فى انقاص الوزن ، وكيفية استخدامها لهذا الغرض ، وماهي الآثار الجانبية وخصوصا للسيدات ؟
2- هل يمكن عمل مزيج بين هذه الأعشاب بعضها...",unseen_random_stratified_100,وظيفة الأعشاب في تقليل الوزن تقوم الأعشاب بتقليل الشهية وتنظيم الهضم، كما تساعد على امتلاء الأمعاء والإحساس بالشبع كذلك تنظيم عمل إفرازات الغدة الدرقية وتنشيط عملية الهضم وإزالة الغازات من الأمعاء وإدرار البول الناتج من احتراق المادة الدهنية وتجعل الجسم رشيقاً وتساعده على تقليل الوزن وصفات من الاعشاب لتخفيف الوزن لاخفاء البطن في شهر واحد شرب ماء دافيء على الريق معاه ليمون على الريق وقبل النوم مباشره. الميرمية لتخفيف الوزن *تؤخذ من الميرمية قدر ملعقة أكل وتنقع في ماء مغلي لمدة 10 الي ربع ساعة وتشرب في المساء مع عدم تناول العشاء **تاخذين بقبضة اليد ميرمية وتحطين عليها ماء مغلي وتتركينها مدة ربع ساعة وتشربينها قبل الغداء بساعة وقبل العشاء ايضا بساعة (وصفه من الخبير محمد الملحم) عشبة الشمر لشد الجسم والطريقة:-3 ملاعق وسط+كوب ماء مغلي تنقع لمدة لاتقل عن ساعة وتصفى وتشرب مره باليوم (مراميه+بابونج+ اكليل الجبل) ملعقتين من كل نوع في مقدار كوب وتغلى ومن غير سكر ومن الافضل شربها على الريق، لتنحيف الكرش شاي اخضر+ زنجبيل اخضر مقطع صغار+ قشر رمان الناشف+نعناع اخضر، تؤخذ السنامكي لعلاج السمنه شرب 3 اكواب ماء في اليوم ،الكمون والليمون ينقع قليل من الكمون في ماء مغلي مع ليمون مقطعه حلقات ويترك طوال الليل ويشرب في الصباح على الريق، بذرة الكتان منحف ممتاز والطريقة:-ملعقة وسط مع السلطة او مع اللبن الرايب مع ملاحظة عدم طحنها الشاي الاخضر الصيني وله ميزه قويه للتنحيف واخفاء الكرش، وصفه ممتازه جدا للكرش وتخلي البطن لازق بالظهر شاي اخضر صيني+ مراميه+ بابونج+ سنا+ دارسين شربه قبل الفطور والعصر وقبل النوم مباشره فهو مفيد جدا ومجرب ايضا، وصفه 100%للتنحيف عصير نص ليمونه+ نصف ملعقة كمون + زنجبيل اخضر بحجم الابهام + وريقات من النعناع تضعينهم على كوبين ماء والطريقة يغلي على النار غلوتين ويترك قليلا ثم يصفى ويشرب ملاحظة:-عصير نص ليمونه + نص الليمونه نفسها بعد العصر,الطب البديل,756173,20260727,source_answer_reference_not_human_adjudicated
unseen100_080,انا حسه اني عندي شخصيتين واحده ملتزمه و الثانيه عندها استعداد انها تعمل كل شي غلط و ممارسه العاده و احيانا بتمني ان يحصلي شي عشان اشوف مين بيحبني و...,unseen_random_stratified_100,"واضح انك تعاني من بعض المشاكل التي تواجهك في حياتك.لهذا السبب انت تشعرين بهذا الشعور
انصح بمراجعة طبيب",الصحة النفسية,598709,20260727,source_answer_reference_not_human_adjudicated
unseen100_081,مرحبا انا عمري ثلاثة وثلاثون سنة متزوجة قمت من فترة قصيرة بعملية اطفال الانابيب الدكتورة قالت ان مبايضي ما بيشتغلوش كويز و انها بس لقت ثلاث من البيوض كويزين و...,unseen_random_stratified_100,"لا ليس لهم علاقة وانما عامل العمر له علاقة
متمنيا لكم كل النجاح والتوفيق ……..",مطاعيم و لقاحات,784573,20260727,source_answer_reference_not_human_adjudicated
