query_id,query,query_group,reference_answer,gold_entity_ids,gold_evidence_ids,gold_qa_ids,gold_relation_ids,answerable_from_final_graph,annotation_status,annotator_id,adjudicator_id,annotation_notes
evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,"عدم انتظام الدوره الشهريه لديك يمكن ان يكون نتيجه لوجود تكيس على المبايض، وهو عباره عن اضطراب بعمليه الإباضة الطبيعية بسبب خلل هرموني في الجسم وهو يكون أحيانا متلازما مع عدة أعراض تظهر معا على المريضة مثل اضطرابات الدورة الشهرية (عادة\"" تكون ادوره الشهريه متباعده) اوازدياد وزن الجسم او ظهور الشعر الخشن في مناطق مختلفة من جسم المرأة. لذا انصحك بمراجعه طبيبك النسائيه لاجراء الفحوصات الهرموتيه الازمه مثل(اف،اس،اتش +ال،اتش+تستسترون+) وكذلك فحص لهرمون الحليب وايضا\"" فحص بجهاز الموجات الفوق صوتيه للمبايض لتشخيص حالتك ومن ثم العلاج حسب التشخيص",ent_merge_000126|ent_merge_000852|ent_merge_000564|ent_merge_000036|ent_merge_002226|ent_merge_002089|ent_merge_000912,men_merge_0005887|men_merge_0002942|men_merge_0002944|men_merge_0002890|men_merge_0002735,ahd10k_09336|ahd10k_03615|ahd10k_06195|ahd5k_02387|ahd10k_02135,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02192; source_row_number=801465; source_category=هرمونات; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,يوجد غطاء خاص يغطى فيه مؤقت للمحافظه على حراره الجسم و الحمايه من الصدمه نقص الحجم \ الالم التى تصاحب الحروق الكبيره من مساحة الجسم,ent_merge_001870|ent_merge_001723|ent_merge_000765,men_merge_0005306|men_merge_0005308,ahd5k_03823|ahd5k_03636,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00737; source_row_number=547474; source_category=إسعاف أولي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,"النتائج المخبرية غير واضحة ولكن اذا كانت الدهون الثلاثية ( الترايغليسيريد ) مرتفعة فننصح بممارسة التمارين الرياضية بشكل منتظم , خسارة 5 - 10 % من الوزن وتحت اشراف الطبيب وتجنب مصادر الدهون المُشبعة . ننصح باستشارة الطبيب حول العلاج الملائم لفقر الدم ( الأنيميا ) .",ent_merge_000793|ent_merge_000735|ent_merge_001191|ent_merge_000047|ent_merge_000446,men_merge_0005600|men_merge_0002868|men_merge_0002000|men_merge_0002078|men_merge_0004187|men_merge_0002866,ahd10k_03104|ahd5k_03872|ahd5k_01479|ahd10k_00391|ahd10k_02406,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01232; source_row_number=736691; source_category=مختبر; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_029,لماذا يوجد الجلوكوز في اللمف رغم انه ينتقل عبرالطريق الدموي؟,causes_safety,اللمف سائل شفاف يدخل الأوعية اللمفية من الأنسجة المحيطة خارج الخلايا وخارج الأوعية.تركيبه يعتمد على مكانه، مثلاً فإن اللمف الموجود في الكبد يحتوي على كمية أكبر من البروتين من ذلك القادم من الأطراف،راجع لمف في القاموس.,ent_merge_000938|ent_merge_001750|ent_merge_000049,men_merge_0004369|men_merge_0004370|men_merge_0000647|men_merge_0004306,ahd5k_00291|ahd10k_06143|ahd5k_01578,rel_seed_8ce665b3cee16d87|rel_seed_ca187ee27df2e606,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01628; source_row_number=794308; source_category=علم الأحياء الدقيقة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,ent_merge_001196|ent_merge_002226|ent_merge_000018|ent_merge_001355,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02635; source_row_number=455593; source_category=جراحة الفك والأسنان; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,ent_merge_000846|ent_merge_000847|ent_merge_000129|ent_merge_000371|ent_merge_002226|ent_merge_000135,men_merge_0001072|men_merge_0001073|men_merge_0001058|men_merge_0001061|men_merge_0001068|men_merge_0001069|men_merge_0003081|men_merge_0003084|men_merge_0003404|men_merge_0003408,ahd10k_03921|ahd10k_01288|ahd10k_08138|ahd10k_06854|ahd10k_05623,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00332; source_row_number=245660; source_category=أمراض الجهاز التنفسي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_032,ما هو المطهر الطبيعى الأمن الذى لا يؤثر على مناعة الإنسان أو الأطفال على المدى الطويل؟,symptoms,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,ent_merge_000180,men_merge_0000950,ahd10k_06318,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01923; source_row_number=798612; source_category=علم المناعة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_033,عندي ضيق نفس تخطيط وايكو وفحص جخد القلب سليم ووظائف الرئه والدم كلها سليمه مالسبب اتعب كثيرا من اقل مجهود لايوجد وزن زائد,tests_diagnosis,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,ent_merge_000576|ent_merge_000847|ent_merge_000135|ent_merge_000985|ent_merge_000963|ent_merge_001144|ent_merge_000891|ent_merge_001011|ent_merge_001018,men_merge_0000523|men_merge_0001073|men_merge_0003408|men_merge_0004670|men_merge_0004665,ahd10k_03921|ahd10k_08138|ahd10k_09755|ahd5k_00010|ahd5k_03671,rel_seed_bd780eedd9f7201b|rel_seed_f7c1fcfb72c5c567,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01560; source_row_number=582122; source_category=الطب العام; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_034,عانيت لمره واحدة لحالة تشنج اثناءالنوم وصرف لي الطبيب اقراص Tegretol لا اعلم هل استمر عليها او لا! خصوصا بانها تسبب لي النعاس والدوار والالام بالجسمم ؟,causes_safety,بالتاكيد تحتاجين للاستمرار عليه لمدة عامين مع المتابعة برسم المخ وقياس نسبة الدواء بالدم مع المتابعة مع الزميل استشارى المخ والاعصاب فى بلدك لضبط الجرعات العلاجية مع عمل رسم مخ كل3شهور,ent_merge_000615|ent_merge_000648|ent_merge_000687|ent_merge_000801|ent_merge_000617|ent_merge_000691|ent_merge_000730,men_merge_0003476|men_merge_0003481|men_merge_0004165|men_merge_0000674|men_merge_0000675|men_merge_0001918|men_merge_0001890,ahd10k_01671|ahd10k_02488|ahd10k_00624|ahd10k_06613|ahd10k_07662,rel_seed_3c13044cbbc141ce|rel_seed_1bdb19e44c7c18ca|rel_seed_30222f8de1007ba4|rel_seed_3508f21623db067d|rel_seed_40a6421e6ed3d9a0|rel_seed_76d4e1c51526ce7b|rel_seed_77a665dceec45f16|rel_seed_7db39615f8ae58c4|rel_seed_b15bfabf0e8244a1|rel_seed_f71781114712925a,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03262; source_row_number=694194; source_category=الأمراض العصبية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_035,انا فتاة مغربية نظري ضعيف جدا _20 وهو وراثي قال لي الطبيب يستحيل ان يعود بصري حتى بارتداء النظارة لن ارى جيدا,general_medical,بسم الله لازم تعرفي اسم المرض وتعملي فحوصات متكامله وبعدها نقرر اذا كان من الممكن علاج,ent_merge_000967|ent_merge_001051|ent_merge_001061,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01210; source_row_number=708270; source_category=بصريات; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,الدواء ينتمى لمجموعةEletriptanلعلاج الصداع النصفى واعراضه الجانبية بسيطة مثل الدوخة وزغللة العينين والغثيان وعدم تحمل الاضاء المبهرة او الاصوات العالية ولكن على طول فترة الاستعمال ينصح بعمل تحليل لكرات الدم البيضاء كل ثلاثة شهور,ent_merge_000830|ent_merge_001929|ent_merge_001735|ent_merge_000668|ent_merge_000859|ent_merge_000649|ent_merge_000651|ent_merge_000802|ent_merge_000815,men_merge_0003603|men_merge_0003735|men_merge_0000729|men_merge_0003267|men_merge_0004877|men_merge_0000728|men_merge_0003265|men_merge_0003736|men_merge_0003737|men_merge_0004873,ahd10k_03959|ahd5k_02662|ahd10k_06938|ahd10k_03594|ahd10k_05151,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02466; source_row_number=655916; source_category=الأمراض العصبية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_037,تناولت matador 750 لمده 15 وبعدها اصبت باسهال و تعب و نقص قلق والم فی المفاصل تغیر نضام غذائی. اجریت تحلیل البراز سلیم انا اعانی.فی.3.اشهر و نقص فی.الوزن کبیر و...,symptoms,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,ent_merge_001861|ent_merge_000600|ent_merge_000670|ent_merge_000735|ent_merge_000871|ent_merge_001257|ent_merge_001601|ent_merge_001612|ent_merge_001576|ent_merge_000611,men_merge_0005409|men_merge_0005410|men_merge_0005411|men_merge_0003556|men_merge_0004529|men_merge_0005373|men_merge_0005374|men_merge_0005375|men_merge_0005376,ahd5k_03390|ahd5k_03543|ahd5k_04958|ahd10k_05624|ahd5k_00683,rel_seed_8d21afa86717a1c9,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02330; source_row_number=206321; source_category=أمراض الجهاز الهضمي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_038,اخذت جرعتين فقط من التهاب الكبد ب في مرحلة البلوغ هل هذا كافي ؟؟بعد العدوى بكم يوم يمكن ان اعرف اني مصاب عن طريق التحاليل,tests_diagnosis,اعتقد هذا كافى لان الجرعه الثالثه بتكون بعد ٦ شهور من الجرعه الثانيه بعد حوالى ب٣ شهور و ان كان هذا شىئ غير ثابت,ent_merge_000082|ent_merge_000085|ent_merge_002053,men_merge_0000575|men_merge_0001098|men_merge_0001516|men_merge_0001487|men_merge_0002012,ahd10k_06917|ahd10k_05789|ahd10k_01668|ahd10k_06755|ahd10k_03531,rel_seed_df7d3e135a4c00df,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03647; source_row_number=508586; source_category=أمراض باطنية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,هو شكل منتشر من انخفاض ضغط الدم . ويحدث عند تغيير الوضعة، خاصة عندما يقف الشخص من وضعية جاسة، أو مستلقية. وهي حالة عابرة غالباً وتمثل تأخر في القدرة التأقلمية العادية للجَهازُ العَصَبِيُّ المُسْتَقِل ، وتشاهد في نقص حجم الدم ونتيجة لأدوية كثيرة. وبالإضافة إلى الأدوية المذكورة ، فإن الأدوية النفسية أيضاً تعمل على خفض ضغط الدم، خاصة مضادات الإكتئاب. ويؤكد هذا التشخيص بقياس ضغط الدم أثناء الوقوف وأثناء الجلوس والإستلقاء.وهو انخفاض ضغط الدم الانتصابي.,ent_merge_000648|ent_merge_000801|ent_merge_000010|ent_merge_000207|ent_merge_001603|ent_merge_001069|ent_merge_001131,men_merge_0003481|men_merge_0004943|men_merge_0003551|men_merge_0005468|men_merge_0003559|men_merge_0003884|men_merge_0003888|men_merge_0005467,ahd10k_05624|ahd10k_03289|ahd5k_01140|ahd5k_02233|ahd10k_02488,rel_seed_d4097a329baec411|rel_seed_f71781114712925a|rel_seed_0554eeafac1da17f|rel_seed_225b31298d03bc3f,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02413; source_row_number=790278; source_category=علم الأحياء; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,هذا يا عزيزي هو الطبيعي تماما يعتمد على درجة الحراره الخارجيه حاول ان تضع شيئا باردا وستلاحظ الانكماش والعكس صحيح,ent_merge_000121|ent_merge_000626|ent_merge_000696|ent_merge_001930,men_merge_0003391|men_merge_0003454|men_merge_0003897|men_merge_0004823|men_merge_0005436,ahd10k_07658|ahd5k_02131|ahd5k_01832|ahd10k_00961|ahd10k_04720,rel_seed_a9758d23b68e3dc1|rel_seed_c0c9d4de264b8f32|rel_seed_acdf81785be76241|rel_seed_bc05d86c6b97cbff|rel_seed_7819999384ff38a6|rel_seed_1091dfee3a13a369|rel_seed_4769fcc0c89e7ee0|rel_seed_638f8386b7ac830c|rel_seed_87085398e8572529|rel_seed_a2ae57a7a1f0df8e,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03908; source_row_number=787244; source_category=الأمراض الجنسية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,"ليس لها علاج ، و لكن العلاج هو علاج للالم الناتج ، تستمر تلك البقع من 7-14 يوم ثم تختفي تلقائيا، و علاج الالم هو جل يوصفه الطبيب يوضع علي تلك البقعة قبل الاكل لكي تتمكن من الاكل بدون الم ، و يمكن ان تستخدم ""الطحينة"" بدل ذلك الجيل و سوف تؤدي نفس الغرض",ent_merge_000735,men_merge_0000246|men_merge_0005600|men_merge_0002868|men_merge_0001347|men_merge_0002000,ahd5k_01479|ahd10k_00391|ahd10k_00435|ahd10k_09926|ahd10k_03104,rel_seed_7442ee194e02fd59|rel_seed_e75004872c1c57e3|rel_seed_cb5911d8d8cf6f4e|rel_seed_e7b4f9ea5a524865|rel_seed_28d9dae0ac81fb5f|rel_seed_89aa016598978f37|rel_seed_4426f85635c3d687|rel_seed_861a963731e4caac|rel_seed_f0f31276f34c2751,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00064; source_row_number=312829; source_category=أمراض الفم; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_042,اخي يبلغ من العمر 24 وكان لديه ثقب في القلب مما ادى الى تجمع ماء في الرئه ولكن الثقب اغلق ومازال يعاني من ضيق التنفس والماء الذي في الرئه لم...,symptoms,لا نعرف نوع أو مكان أو حجم الثقب، وكيف كانت حالة المريض، العامة قبل العملية ، وما هي الحالة الوظيفية للرئة وللقلب قبل العملية وبعدها خاصة اذا كان هناك ارتفاع في التوتر الشرياني الرئوي، وفي جميع الأحوال ينبغي إعادة الفحص وتقييم الحالة الوظيفية لما ذكر آنفاً,ent_merge_000238|ent_merge_000303|ent_merge_000304|ent_merge_000846|ent_merge_000847|ent_merge_002101|ent_merge_000997|ent_merge_000927|ent_merge_001145|ent_merge_001228,men_merge_0000347|men_merge_0005601|men_merge_0005606|men_merge_0000348|men_merge_0000349|men_merge_0003189|men_merge_0003085|men_merge_0003510|men_merge_0000350|men_merge_0000351,ahd10k_00496|ahd5k_01479|ahd10k_05130|ahd10k_00982|ahd10k_07656,rel_seed_09cd13831e099fe0|rel_seed_4029f49360fdb5ad|rel_seed_48c55a2d659dee51|rel_seed_c0865ebe3f8d8119,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00960; source_row_number=790605; source_category=الأمراض الرثويه; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,tests_diagnosis,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,ent_merge_000966|ent_merge_000967|ent_merge_001576|ent_merge_000543|ent_merge_000975|ent_merge_000978|ent_merge_001897|ent_merge_000446,men_merge_0004447|men_merge_0003166|men_merge_0004466|men_merge_0004468|men_merge_0003521|men_merge_0004446|men_merge_0004465|men_merge_0004467,ahd5k_00696|ahd5k_00543|ahd5k_00757|ahd10k_03419|ahd10k_02347,rel_seed_80e87593d0630b38|rel_seed_d23a670d491f3500|rel_seed_d486db7668e0f802|rel_seed_0a366a937bc52f1c,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01146; source_row_number=228; source_category=أمراض الدم; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_044,السلام عليكم ماهو سبب الكحه ويليها فقدان الوعي لعده دقايق وحدوثه لمرات متكرره ؟,causes_safety,اسباب السعال..كثيرة جدا..لكن حدوث فقدان الوعي بعدها قد تكون بسبب تحريض مبهمي يؤدي لنقص العود الوريدي للقلب وبطء حركته. يرجى مراجعة اخصائي صدرية فورا.,ent_merge_001927|ent_merge_000673|ent_merge_000822|ent_merge_002226|ent_merge_000357,men_merge_0005257|men_merge_0001446,ahd5k_00992|ahd10k_01781,rel_seed_a65c2067cae57d10|rel_seed_f221b15447fe509d|rel_seed_f5731974f11b3c2d|rel_seed_2ec98587ea273243|rel_seed_abc9f0f0dff99200,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00522; source_row_number=674596; source_category=أمراض الجهاز التنفسي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_045,كيف احلل شخصيتي ودي اعرف شخصيتي حقيقه,general_medical,الانسان يستطيع ان يتعرف على الكثير من خواص ذاته من خلال ملاحظة نفسه ملاحظة موضوعيه ومن خلال تفسير ذلك بحياد وشفافيه وهذا سيساعد بشكل اكبر لو اقترن بالمقاييس والاختبارات النفسية ونتائجها فالشخصية سمات وصفات ولمعرفة خواصها بشكل حقيقي يحتاج الانسان ان يخضع لاختبارات نفسيه يقوم بها تحت اشراف متخصص ليساعده في تحليلها وتفسيرها ومعرفتها .,,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02730; source_row_number=570097; source_category=علم النفس; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,يستخدم بشكل أساسي كملين في علاج حالات الامساك ولتفريغ الامعاء قبل التصوير او العمل الجراحي الجرعة للبالغين كملين في حالات الإمساك هي 15 مل تؤخذ قبل النوم الجرعة للبالغين لتفريغ الامعاء هي 60 مل تؤخذ قبل النوم,ent_merge_000045|ent_merge_000625|ent_merge_002053,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04126; source_row_number=618945; source_category=علم الصيدلة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_047,ابني عمره ١٢ سنة و تحليل pct =0.378 في حين المستوى الطبيعي يجب ان يكون بين 0.11_0.29. وكذلك تحليل Gran%=46.5 والمستوى الطبيعي هو 50_70 أرجو توضيح ماذا يعني التحليل شكرا,symptoms,قد يكون فحص لبروكالسيتينونين procalcitonin level الذي يستطيع التمييز وبدرجة كبيرة بين العدوى الفيروسية والعدوى البكتيرية ، والنتيجة تدل على الالتهاب الجرثومي .سلامات,ent_merge_000059,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02388; source_row_number=307470; source_category=الطب العام; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_048,استخدامات اشعة الفا فى الطب,tests_diagnosis,أشعة ألفا أو جسيم ألف ، على الرغم من تسميتها اشعة الا انها عبارة عن نواة ذرة الهليوم وتتكون من بروتونين و نيوترونين ، تتحد في داخل النواة بقوة نووية كبيرة. وهي ذات شحنة موجبة وقوة اختراق ضعيفة مع قدرة ضعيفة على النفاذ لثقلها وانخفاض سرعتها ويمكن إيقافها بقطعة من الورق المقوى. وتمتاز بقدرة كبيرة على تايين المواد، تستخدم في الطب في صناعة منظم القلبPacemaker.,ent_merge_000924,men_merge_0003167|men_merge_0001454|men_merge_0001730|men_merge_0001903|men_merge_0004887,ahd10k_08370|ahd10k_03419|ahd10k_04286|ahd5k_00114|ahd10k_05019,rel_seed_636070e77235dd06|rel_seed_90e1443412dc9b47|rel_seed_d486db7668e0f802|rel_seed_0a366a937bc52f1c,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00967; source_row_number=804010; source_category=علم الأشعة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,غير طبيعي بحاجة الى صورة رنين مغناطيسي للكتف لأثبات التشخيص والالبتعاد عن الرياضة القوية للكتف,ent_merge_001887|ent_merge_000617|ent_merge_000691|ent_merge_000747|ent_merge_000995|ent_merge_001015|ent_merge_001209|ent_merge_001414,men_merge_0001834|men_merge_0000675|men_merge_0005640|men_merge_0001890|men_merge_0002395|men_merge_0001835,ahd10k_00746|ahd10k_01671|ahd10k_07662|ahd10k_08473|ahd5k_03529,rel_seed_9dbc85441d9166d6|rel_seed_e53776061f749e09|rel_seed_e87a8428f1915593|rel_seed_40a6421e6ed3d9a0|rel_seed_77a665dceec45f16|rel_seed_b53628e9bd0bdec5|rel_seed_3b793cce887f334b|rel_seed_7db39615f8ae58c4|rel_seed_83339b87eecaef6f|rel_seed_7232149bc28396a0,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03429; source_row_number=634336; source_category=علاج طبيعي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
