query_id,query,query_group,reference_answer,category,ahd_row_index,sampling_seed,annotation_status
unseen100_050,"هل يمكن للرجل انجاب أولاد بدون ما أن يتوفر على الحيونات المنوية؟
وهل يمكن علاجه حتى يتوفر على حيوانات منوية؟ويتمكن من الاحساس بالأبوية مثله ومثلا الآخرين؟
أو سيبقى بدون أبناء...",unseen_random_stratified_100,يمكنك مراجع طبيب العقم لفحص إمكانية وجود منويات في الخصية، بأخذ خزعة من الخصية،وفي حال وجد ولو عدد قليل من المنويا فيمكن عمل تخصيب اصطناعي، لعلك تستمتع بالخلفة وإن شتء الله يكون خير.,العقم,804496,20260728,source_answer_reference_not_human_adjudicated
unseen100_051,من 3 الى 4 اشهر احسست بشيء غير مريح تحت الابط فوجدت عضمة ضاهرة عند اللمس لم تكن موجودة مؤلمة قليلاممتدة من الابط الأيسر الى الأسفل مع العلم توجد فقط...,unseen_random_stratified_100,يجب الفحص بواسطه جراح لتقيم الحاله و وصف العلاج المناسب أو الفحوصات المناسبة لسن,الأورام الخبيثة والحميدة,141116,20260728,source_answer_reference_not_human_adjudicated
unseen100_052,ادرس تخصص هندس بيوطبية ولا اعرف معلومات كثيرة عن هده التخصصات اتمنى ان تفيدوني بمعلومات عنها,unseen_random_stratified_100,"الهندسة الطبية الحيوية وتعرف باسم هندسة التقنيات الطبية, وهو العلم الذي يشمل تعليم طرق بحث وتطوير اليات هندسية مع الطب ومع البيولوجيا والتكنولوجيا ويعتبر حلقة وصل بين علم الطب وعلوم الهندسة (فمهندس الطب الحيوي ينبغي أن يعرف جسم الكائن الحي لكي يصمم ما يتوافق معه من طرف صناعي أو عضو أو جهاز طبي ) . و يعتبر هذا العلم من العلوم الحديثة حيث تطور الطب و أصبح يعتمد على استخدام أجهزة مختلفة للتشخيص و العلاج ، و نظرا للحاجة لشخص يفهم في الية عمل هذه الأجهزة و لديه معرفة أيضاً بالعلوم الطبية من تشريح و فيسيولوجيا الجسم البشري وغير ذلك لفهم آلية عمل كل نظام فيه",تجهيزات طبية,777824,20260728,source_answer_reference_not_human_adjudicated
unseen100_053,السلام عليكم انامتزوجه و مركبه اللولب لي سنتين لن هذا الشهر جأتني الدورة مرتين فهل هذا من تأثير اللولب ام إظطربات للدوره؟,unseen_random_stratified_100,يجب عمل فحص باب سمير لعنق الرحم والنزيف المتكرر بحاجه لزيارة الطبيب,صحة المرأة,753509,20260728,source_answer_reference_not_human_adjudicated
unseen100_054,كابوتن 25 يعطى نتيجه جيده فى علاج الضغط المرتفع .هل يمكن الاعتماد عليه بإستمرار مع خالص الشكر,unseen_random_stratified_100,ليس الخيار الأفضل بسبب قصر نصف عمره والحاجة الى أخذ جرعات متعددة يوميا لكنه خيار جيد في الحالات الإسعافية,ارتفاع ضغط الدم,518018,20260728,source_answer_reference_not_human_adjudicated
unseen100_055,"عمري 46 سنة ’لم انجب من قبل,لا زلت أحيض,ممكن أحمل في هذه السن حملا طبيعيا؟ شكرا",unseen_random_stratified_100,ما دامت الدورة منتظمة وعادية فاحتمال الحمل وارد إلا إذا كان هناك أسباب أخرى لعدم الحمل,حمل الأنابيب,748288,20260728,source_answer_reference_not_human_adjudicated
unseen100_056,السلام عليكم اعاني من حالة لا اعرف اهي فريدة ام ان اطباء المنطقة لا يستطيعون تشخيصها الحالة انه وبعد ان استريح ولو ل لدقيقة واهم بالوقوف او عمل اي حركة...,unseen_random_stratified_100,في الغالب شد عضلي ناتج عن حركة خاطئة,تشخيص,780571,20260728,source_answer_reference_not_human_adjudicated
unseen100_057,ما هي اعراض خمول الغدة الدرقية ؟,unseen_random_stratified_100,كثيرة أهمها الكسل والشعور الزائد بالبرد و زيادة الوزن وتساقط الشعر,أمراض الغدد الصماء,598032,20260728,source_answer_reference_not_human_adjudicated
unseen100_058,حبوب اندرال ، هل لها اعراض جانبيه ؟,unseen_random_stratified_100,إذا hخذ بجرعة كبيرة يمكن أن يؤدي إلى تقليل ضربات القلب والإندرال يمنع استعماله للذين يعانون من مرض الربو الشديد، لأنه قد يؤدي إلى المزيد من الضيق في الشعب الهوائية الإندرال أيضا بالنسبة لمرضى السكر إذا تم تناوله بجرعة كبيرة قد لا يكون مستحسنا، لأنه قد يؤدي إلى شيء من عدم الانتظام في مستوى السكر في الدم,أمراض القلب و الشرايين,490859,20260728,source_answer_reference_not_human_adjudicated
unseen100_059,ما هو افضل علاج للوسواس القهري غير الادوية ؟؟,unseen_random_stratified_100,العلاج السلوكي المعرفي,أمراض نفسية,543030,20260728,source_answer_reference_not_human_adjudicated
unseen100_060,اكره حياتي ساعات اتمنى بالموت اتمنى اني اختفي واحس العالم كله ضدي وخصيصا عائلتي احسهم مو معي ودايمًا اخواني الصح وانا الخطأ حتى صديقاتي دايمًا يذكرون عيوبي ودايمًا يخلوني اسكت,unseen_random_stratified_100,انت بحاجه لمراجعة الطبيب النفساني,الصحة النفسية,361069,20260728,source_answer_reference_not_human_adjudicated
unseen100_061,انا عمري 22وذهبت لتركيب تقويم لان اسناني الاماميه غير مرتبه فركب لي الدكتور التقويم بدون خلع وقال سيضع لي موسعة الفك هل عادي تركيب الموسعة والتقويم بنفس الوقت!!,unseen_random_stratified_100,حسب رؤية الطبيب للحاله .....ولكن الأجهزه الموسعه للفك يتم تركيبها فى السن الصغيره قبل اكتمال النمو,أمراض الأسنان,186020,20260728,source_answer_reference_not_human_adjudicated
unseen100_062,"كيف ياتوم ممارسة الرياضة في رمضان ؟
قبل أم بعد الفطور؟ الرجاء التوضيح",unseen_random_stratified_100,"تعد التمارين البسيطة أو المعتدلة آمنة بشكل عام، ولكن قد تؤدي التمارين عالية الكثافة أثناء فترة الصيام إلى تثبيط المناعة، وزيادة خطر الإصابة بالجفاف، وبالتالي يجب استشارة الطبيب قبل ممارسة التمارين أثناء الصيام في حالة عدم ممارسة الرياضة من قبل، أو الشعور بالتعب، أو الحمل، أو الإصابة بأمراض مزمنة مثل مرض السكري، وأمراض القلب، وارتفاع ضغط الدم.
تعتمد كمية التمارين في رمضان على الحالة البدنية، فإن كنت غير نشيط بدنياً، فيمكن:

البدء ببطء وتدريجياً.
محاولة البقاء نشيطاً بدنياً كل يوم.
محاولة دمج المزيد من الأنشطة البدنية في روتين الحياة اليومي مثل المشي بدلاً من القيادة، ولكن مع مراعاة المشي مسافة مناسبة غير طويلة، وفي غير أوقات الذروة.

وفي حالة ممارسة الرياضة بانتظام، فلا ينصح بزيادة شدة أو وقت التمرين أثناء الصيام، وأن يكون الهدف هو الحفاظ على ممارسة الرياضة بانتظام. أما عن وقت التمرين فهناك 3 أوقات متاحة:

قبل وجبة السحور مباشرة، ولكن قد يكون من الصعب العودة مجدداً للنوم؛ إذ أن الرياضة ترفع مستويات هرمون الكورتيزول.
قبل وجبة الإفطار مباشرة، يمكن أن يكون من الصعب التكيف معه في البداية، ولكنه وقت جيد إذ يمكن تعويض الجسم بعد الرياضة، ويفضل فيه ممارسة التمارين البسيطة مثل الركض، أو ركوب الدراجات، أو اليوجا لمدة تتراوح من 20 إلى 45 دقيقة.
بعد وجبة الإفطار، يعد هذا الوقت مناسباً جداً؛ إذ يمكن تعويض الجسم قبل وبعد التمرين، ولكن تجنب ممارسة الرياضة قبل موعد النوم بفترة تتراوح من 1 إلى 2 ساعة.

ومن الجدير بالذكر الحرص الدائم على شرب ما لا يقل عن 8 إلى 12 أكواب من الماء والسوائل الخالية من الكافيين أثناء وبعد التمرين، كما يفضل تناول الكربوهيدرات الصحية قبل التمرين، والبروتينات الخالية من الدهون والكربوهيدرات الصحية بعده.
للمزيد:

كيف تستغل رمضان لإنقاص الوزن؟
الرياضة في حياتنا",رمضان,778336,20260728,source_answer_reference_not_human_adjudicated
unseen100_063,عندى انسداد فى وريد رجلى اليسرى و الان تحت مراقبة طبيب القلب و اتناول دواء عدم تخثر الدم و لكن الام شديدة برجلى,unseen_random_stratified_100,لا تزال المشكلة قائمة اي ان التجلط لم يتم السيطرة بالكامل يجب متابعة تميع الدم عن طريق فحص البروثرومبن تايم انا متأكد انك لم تزل دون المستوى المطلوب للتميع او ان التشخيص في خطأ,أمراض الدم,745212,20260728,source_answer_reference_not_human_adjudicated
unseen100_064,ما هو علاج الإسهال الحاد؟,unseen_random_stratified_100,"عليك آولا تغيير طعامك والاقتصار على الشوربة والماء
تناول بعض المواد والخضروات القابضة مثل الحمص والتفاح والجزر والشاي
تناول أدوية يكتبها لك الطبيب مثل مترونيدازول أو غيره",فيزيولوجيا,804354,20260728,source_answer_reference_not_human_adjudicated
unseen100_065,انا كنت تعبانة من موضوع اوى وكان الموضوع زاد سوء اضطريت اروح لدكتور وقالى عندك شرخ شرجى مزمن وادالى علاج وقالى لو مخفش هنعمل عملية هو صح ممكن يلجا ليه,unseen_random_stratified_100,إذا لم يجد العلاج التقليدي في العلاج يمكن إجراء جراحة للشق الشرجي.,جراحة عامة,737350,20260728,source_answer_reference_not_human_adjudicated
unseen100_066,كثرة استخدام الكحول( الجل ) معقم على الايدي هل له اثار على ضعف المناعة,unseen_random_stratified_100,كلا ، فأثره خارجي فقط كمطهر .,الطب الوقائي,773429,20260728,source_answer_reference_not_human_adjudicated
unseen100_067,السلام عيكم هل احنقان البروستاتا يسبب الامساك؟ و ان كان كذلك ما علاج ذلك ؟,unseen_random_stratified_100,للامساك اسباب كثيره ومتعدده........لا علاقه لاحتقان البروستات بها,أمراض المسالك البولية والتناسلية,458844,20260728,source_answer_reference_not_human_adjudicated
unseen100_068,"لماذا يموت الانسان عندما يلتمس بالكهرباء وما علاقته بالبروتين الموجود في الجسم
ولماذا احيانا هنالك اشخاص لايتأثرون بالتيار الكهربائي؟",unseen_random_stratified_100,"الصدمة الكهربائية وتتجلى بالضرر الذى يصيب انسجة الجسم نتيجة تأثير التيار او القوس الكهربائى وغالبا ما يكون الضرر سطحيأ اى يتضرر الجلد واحيانأ الانسجة الرخوة مع الاربطة والعظام حيث تتعلق خطورة الصدمة وصعوبة معالجتها بنوع ومميزات ودرجة الانسجة ورد فعل الاعضاء واذا ما كانت الحروق شديدة يموت الانسان ليس بسبب التكهرب ولكن نتيجة الصدمة الكهربائية ومن مظاهرها.
الحروق الكهربائية وهى اكثر انواع الصدمات الكهربائية انتشارا وتقسم الحروق حسب شروط حدوثها كالتالى :
1. الحروق التيارى او التلامسى عند مرور تيار مباشر عبر جسم الانسان عند ملامستة للاجزاء الموصلة للتيار الكهربائى ذات توتر اقل من 1 كيلو فولت ويتمثل باحتراق الجلد السطح الخارجى من الجسم .
2. الحرق القوسى نتيجة مرور التيار وثأثير القوس الكهربائى ولكن دون مرور التيارمن خلال جسمه وذلك فى المنشأت ذات التوتر المنخفض 220- 380 فولت .
3. الحروق المختلطة نتيجة مرور التيار وتأثير القوس الكهربائى بين الاجزاء الحاملة للتيار الكهربائى اذ يؤدى التيار المار بجسم الانسان ( بضع امبيرات ) الى وفاة المصاب .
4. الندبات الكهربائية وهى بقع جلدية صغيرة لونها اما اصفر او فضى ولها شكل دائرى او قطاعى وذات لون غامق فى مركزها او بنفس لون المكان الذى لمسة المصاب وهذه الندبات ليست ضارة وتشفى مع مرور الوقت تمعدن الجلد وذلك نتيجة احتراق الجلد من قبل ذرات المعدن المنصهر والمتطاير عند القوس الكهربائى ويظهر احمرار فى الجلد نتيجة الحرارة التى ينقلها المعدن المنصهر الى الجلد محدث الم شديد ويشفى الجلد بمجرد سقوطة اما عند اصابة العين تفقد البصر .
الاضرار الفيزيائية وذلك نتيجة التقلص الحاد وغير الارادى للعضلات تحت تأثير التيار المار بجسم الانسان وظهور تشققات فى الجلد وانفجار الشرايين وتمزق الاعصاب وكسور العظام .
يحدث الموت للمصاب بتوقف التنفس والدورة الدموية اذ ان الانسان يبدأ بالشعور بصعوبة التنفس عندما يبلغ التيار المار بجسمه شدة 20- 25 ميلى امبير عند تردد 50 هرتز وتزداد الصعوبة مع زيادة شدة التيار يمكن ان يظهر الاختناق نتيجة نقص الاكسجين وزيادة كما ان التأثير القوى والقاتل عند مرور التيار فى منطقة القلب مما يؤدى الى توقفة عن العمل كمضخة للدم .
اغاثة المصاب بالتيار الكهربائى يجب ان يتم باسرع ما يمكن تخليص المصاب من التماس الذى سبب الحادث وذلك بابعاده عن منطقة الاصابة بعد فصل التيار واسعافة حتى ولو ظهرت عليه علامات الموت اذ غالبا ما يكو ن ظاهريأ .
تخليص المصاب مع مراعاة الا يتعرض المنقذ للخطر :
قطع التيار الكهربائى فورأ واذا تعذر ذلك توضع النواقل فى دارة قصر للحصول على نفس النتيجة واذا لم يتمكن يقوم المنقذ بعزل نفسه من جهة التيار ومن جهة الارض فى ان واحد ويستعمل الادوات التى لها مقابض عازلة ويقف على سطح عازل او بساط مطاطى او اخشاب جافة ويبعد المصاب عن تماس الكهرباء ويستدعى الطبيب او المسعف للتعامل مع المصاب .",كيمياء حيوية,792334,20260728,source_answer_reference_not_human_adjudicated
unseen100_069,بابا عنده ٤٧ سنة و لديه بقع سوداء في قدمه و يده و بعد الكشف الطبي اتضح أنه يعاني من انفجار الشعيرات الدموية نتيجة لعدم تحمله الحرارة و قام الدكتور...,unseen_random_stratified_100,السلام عليكم عليكم الذهاب الى الطبيب للفحص الاكلينيكي و عمل تحليل صورة الدم و الكشف هل توجد دوالي الساقين لدي والدك.,جراحة الأوعية الدموية,14154,20260728,source_answer_reference_not_human_adjudicated
unseen100_070,لو سمحت يا دكتور انا حامل فى اول السادس عندى تنميل خدران فى صوابع ايدي الشمال 15 يوم والتنميل دة مبيرحش ابدا باستمرار دة يكون سببة اية ؟ارجو الرد,unseen_random_stratified_100,"في الغالب هو من اثار الانتفاخات التي يسببها الحمل
ويزول مع نهاية الحمل ان شاء الله",الأمراض العصبية,449273,20260728,source_answer_reference_not_human_adjudicated
unseen100_071,هل تم التوصل لعلاج جذري و فعال لمرض السكري من الدرجة الاولى؟و,unseen_random_stratified_100,"ليس هنالك شفاء لداء السكري من النوعين الأول أو الثاني، لكن طريقة معالجة هذا الداء تتمحور حول السيطرة على مستويات السكر في الدم والسيطرة على الأعراض التي قد تنتج عنه وعن مضاعفاته كالتنميل والخدر وغيرها.
بعض أنواع السكري الأخرى كسكّر الحمل تشفى بانتهاء الحمل، وبعض أنواع السكري من النوع الثاني التي يكون سببها السمنة المرضية المفرطة قد تختفي باختفاء السمنة.",مرض السكري,750022,20260728,source_answer_reference_not_human_adjudicated
unseen100_072,ما أسباب الإنتفاخ في البطن وارتفاع درجة الحرارة؟ا,unseen_random_stratified_100,الأسباب كثيرة من التهاب المعدة والأمعاء إلى الأورام والرشح العادي أو التهاب الغدد اللمفية وغيرها عليك مراجعة طبيبك لعمل التشخيص اللازم وفحص الدم والبراز ، ثم يأتي العلاج.,فيزياء,796942,20260728,source_answer_reference_not_human_adjudicated
unseen100_073,صداع وضيق تنفس والام في الصدر .بداية الاعراض كانت الصداع .,unseen_random_stratified_100,انصح بفحص ضغط الدم... و غيرها ان لم يكن مرتفعا,أمراض الجهاز الهضمي,419453,20260728,source_answer_reference_not_human_adjudicated
unseen100_074,ما هى أكبر عضلة فى جسم الأنسان,unseen_random_stratified_100,آكبر عضلة في جسم لانسان هي العضلة الإلوية.,علم التشريح,804024,20260728,source_answer_reference_not_human_adjudicated
unseen100_075,اعاني صداع شديد يصاحبه دائما شعور بالقئ ياتينى حوالي 3 او4 مرات في الشهر كنت استطيع تحمله بدون مسكنات والان لاتحمله الابالكيتوفان ومن اسبوعين جائني صداع خفيف لما صحيت الفجر...,unseen_random_stratified_100,"عادة مثل هذه الاعراض تدل على الاصابة بصداع الشقيقة لكن يجب التاكد منذ متى بدات وهل هي في زيادة
عادة الشقيقة تبدا بالاصابة بصداع مزمن والاستفراغ وعدم القدرة على تحمل الضوء الساطع والاصوات العالية والدوخة وتنتهي هذه النوبات في الغالب بعد 24 ساعة
للعلاج يوجد نوعان من الادوية النوع الاول لازالة الاصابة الحادة ومن ثم التحكم في النوبات يرجى مراجعة الطبيب المعالج",جراحة الأعصاب,784566,20260728,source_answer_reference_not_human_adjudicated
unseen100_076,السلام عليكم .. هل تناول ملعقة يوميا من زيت الحلبة على الريق يزيد من حجم الثدي بجانب التمارين ..؟؟ و ما المدة التى يمكن الاستمرار عليها فى تناول الزيت؟ و...,unseen_random_stratified_100,اشربى من الحلبة كتير اما بالنسبة لزيت الحلبة ضعي منه معلقة على صدرك وادهنى صدرك بزيت الحلبة بالليل وبزيت الزيتون الصبح، وافركي الثديين بشكل دائري ومن أسفل لأعلى ولكنه يحتاج استمرار وصبر لمدة بضع شهور بدون ملل ولا يأس,الطب البديل,773149,20260728,source_answer_reference_not_human_adjudicated
unseen100_077,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,unseen_random_stratified_100,السكري مرتفع يا بنتي! خذيه رلى طبيب الأمراض الباظنة أو السكري فوراً.,صحة المسنين,762759,20260728,source_answer_reference_not_human_adjudicated
unseen100_078,السلام عليكم ورحمه الله وبركاته كيفيه التخلص من الاكل الزائد ساعة الاكتئاب ؟,unseen_random_stratified_100,انصحك بمراجعة اخصائي طب نفسي لمعالجة الحاله دوائيا,علم النفس,755459,20260728,source_answer_reference_not_human_adjudicated
unseen100_079,"السلام عليكم
كيف يمكن التمييز بين السكري نوع 1 والسكري نوع 2 من خلال اعراض المريض ؟",unseen_random_stratified_100,"في المرضى الذين يعانون من مرض السكري من النوع الاول يتم اكتشافه عند الاطفال عند اصابته بغيبوبة ناتجة عن ارتفاع نسبة السكر في الدم والتي قد تسبقها الام في البطن
اما بالنسبة للنوع الثاني فالاعراض تختلف من شخص لاخر لكن من اهمها شرب كميات كبيرة من المياه والتبول المتكرر والاصابة بالدوخة او التعرق في بعض الحالات النادرة يصاب المريض بالغيبوبة ذاتها الناتجة عن ارتفاع نسبة السكر في الدم لكنها من لحالات النادرة",أمراض الاستقلاب,783879,20260728,source_answer_reference_not_human_adjudicated
unseen100_080,انا اعمل فيزياوي في مستشفى وانا مصاب بمرض هبوط الدرقيه منذ سبع سنين فهل تعرضي للاشعاع بحكم عملي ولوكان الاشعاع المتسرب قليلا وضمن الحد المسموح يضر الغده الدرقيه الهابطه,unseen_random_stratified_100,يجب اتخاذ الاجراءات الوقائية كافة للحد من اي تسريب طبيعة عملك قد تكون السبب في قصور الدرق,علم الأشعة,785496,20260728,source_answer_reference_not_human_adjudicated
unseen100_081,مامضاعفات التخديرلمرضى الربووماالاحتياطات اللازمه التي يجب اتخاذهادرءالهذه المضاعفات,unseen_random_stratified_100,"اهم مضاعفات التخدير لمرضى الربو هي تضيق القصبات الهوائية اثناء عملية التخدير وتجمع السوائل داخل نسيج الرئة بعد انتهاء العملية الجراحية
لكن مع اكتشاف الانواع الجديدة من المواد المخدرة اصبحت نسبة هذه المضعفات قليلة نسبيا
من اهم الاحتياطات
-علاج نوبات الربو والتحكم بها سواءا بالادوية او البخاخات بشكل ممتاز قبل العملية
- التاكد من مستويات الاملاح والسكر في الدم مع التاكد من ضغط الدم قبل العملية
- علاج اي التهاب في المجاري التنفسية قبل موعد العملية
-استعمال مواد مخدرة موسعة للقصبات والشعب الهوائية اثناء العملية
-البدء بالعلاج الفيزيائي بعد العملية مباشرة لاخراج اي افرازات تكون قد تجمعت داخل الرئة اثناء العملية",تخدير,783721,20260728,source_answer_reference_not_human_adjudicated
unseen100_082,دواء لتاخير القذف . ومرهم لتوسيع المهبل,unseen_random_stratified_100,زيلوكايين ١٪. ولكن جرب إطالة المداعبة وتأخير الايلاج وعدم الايلاج إلا بالتوافق.,الصحة الجنسية,511639,20260728,source_answer_reference_not_human_adjudicated
unseen100_083,"1_ لماذا يرتجف الانسان الذي يحس بالبرد شتاءا ??
2_ هل يستطيع الانسان العيش من دون التعرق ?? ولمـــاذا ؟؟
3_ ماذا يحدث لجسم الانسان اذا كانت درجة حرارته تتغير...",unseen_random_stratified_100,"التعرق يعتبر حالة طبيعية لتنظيم درجة حرارة الجسم والعرق ينتج من الغدد العرقية المنتشرة في الجسم ويتحكم فيها الجهاز السمبتاوي
الارتجاف هو نتيجة تغيير بين حرارة الجسم وحرارة الجو المحيط ، لا نستطيع الافتراض في موضوع حرارة الجسم لان ذلك يغير نظام حياة الكون كله فتغيير حرارة الجسم يضر بكثير من الانسجة فمثلا ارتفاع الحرارة الى اكثر من 42 يسبب تخثر برتينات الجسم ابتداء من الدم الى ما لا نهاية
كلية الانسان تعمل بشكل مستمر ،",علم الأحياء الدقيقة,772271,20260728,source_answer_reference_not_human_adjudicated
unseen100_084,هل زيادة ماء على البول يفسد المخدرات,unseen_random_stratified_100,الفحوصات ]دقيقة بحيث تكشف نوع السائل المفحوص,إدمان,186915,20260728,source_answer_reference_not_human_adjudicated
unseen100_085,ما هو تنكس الماء الزجاجي في العين,unseen_random_stratified_100,"بسم الله
تنكس تعني اعتلال وتعني ذوبان وتحلل
اما عن الماء الزجاجي فهذا يحدث عند معظم الناس فوق سن 40 وكذالك الذين بعانون من السكري والذين يعانون من قصر النظر العالي و و و و
ليس له اهمية عالية ولكن مراجعة طبيب العيون واجبة",بصريات,768794,20260728,source_answer_reference_not_human_adjudicated
unseen100_086,اعاني من احتقان دائم في الانف هل من علاج؟,unseen_random_stratified_100,البخاخات الطبيعيه مثل ماء البحر وتجنب الاماكن الملوثه وخاصة الدخان,الأمراض الرثويه,794394,20260728,source_answer_reference_not_human_adjudicated
unseen100_087,طول 184ووزنى 103 المفروض يكون وزنى كم لو سمحتوا,unseen_random_stratified_100,85.5كغ و يتحمل الجسم اكثر ب 5 كيلو تقريبا (89كغ),تغذية,700058,20260728,source_answer_reference_not_human_adjudicated
unseen100_088,اريد دواء يقضي علي الديدان بالنسبه لشخص بالغ,unseen_random_stratified_100,ينصح باستشارة طبيب لمعرفة نوع هذه الديدان ، ومتوفر ادوية في الصيدليات تقوم بقتل هذه الديدان,أعشاب طبية,690019,20260728,source_answer_reference_not_human_adjudicated
unseen100_089,ايهما الاكثر ضررا للانسان الفايروسات ام البكتيريا ؟ واماذا ؟؟,unseen_random_stratified_100,لكل منهما ضرر وذلك حسب البكتيريا وحسب الفيروس,علم الأحياء,773314,20260728,source_answer_reference_not_human_adjudicated
unseen100_090,من سنين ادخلت اصبعي وانا جالسه وعندما وقفت ومسحت وجدت دم ذهبت من ايام للدكتورة نساء وتوليد وقلت لها اني وقعت ونزل مني دم وأريد ان اكشف وكشفت وقالت لي...,unseen_random_stratified_100,لا تقلقى حتى لو كان مره واحده لن يظهر,جراحة نسائية,413802,20260728,source_answer_reference_not_human_adjudicated
unseen100_091,انا حامل في نصف الرابع تقريباً ولكن بطني لم يكبر بشكل كبير هل هذا دليل على شئ ام شئ طبيعي ؟,unseen_random_stratified_100,لسة بدري.سيكبر بعد الرابع,الحمل والولادة,669201,20260728,source_answer_reference_not_human_adjudicated
unseen100_092,"يوجد سرعه قذف بعد الإيلاج بوقت لا يزيد عن دقيقه و حتى بعد طول فترة المداعبه ....
هل يوجد حل سريع لهذه المشكله سببت لي كثير من المشكلات",unseen_random_stratified_100,"- العلاج الدوائي بمُضادات الاكتئاب او الكريمات الموضعية المخدرة .
- العلاج النفسي أو السلوكي .
- تمارين كيغل، عندما يقترب الرجل المنخرط في الجماع مع شريك حياته إلى نقطة اللاعودة ، بعد أن يصل إلى مرحلة لا يعود قادراً على منع القذف، يتم شد عضلات قاع الحوض المدربة بوعي ، ثم إرخائها،. من خلال هذه الحركة يتوقف مؤقتا تدفق الإثارة ويتم تأخير القذف.
الأدوية المتعلقة ب سرعة القذف سرعة القذف
(Dapoxetine) دابوكستين",الأمراض الجنسية,586948,20260728,source_answer_reference_not_human_adjudicated
unseen100_093,نتائج تحاليل الدم wbc=4.38-10 lym=1.84 mon=0.21 gra2.33-10 lym%42.10 mon%4.70 gra%53.20 rbc5.11+10 hgb13.40 hct44.98% mcv88 fi mch 26.10 pg mchc 29.70,unseen_random_stratified_100,يرجى ارسال وحدات النتائج المخبرية,مختبر,731082,20260728,source_answer_reference_not_human_adjudicated
unseen100_094,اعاني من التهاب العصب السابع منذ قرابه الشهرين فكم من الوقت يلزمني حتى ارجع الى الحاله الطبيعيه وشكا,unseen_random_stratified_100,العودة للحالة الطبيعية او ما هو قريب من ذلك يتفاوت من مريض الى اخر ويعتمد على شدة الاصابة والعلاج,علاج طبيعي,759416,20260728,source_answer_reference_not_human_adjudicated
unseen100_095,"لدي أكثر من سؤال عن زواج الأقارب:
1. اذا كان الزواج من بنت العم أو بنت الخال يزيد من احتمال الأصابة بالأمراض الوراثية فكيف الحال أذا كانت ابنة عمي و...",unseen_random_stratified_100,"١- ليس بالضرورة أن يؤدي زواج الأقارب لولادة أطفال معاقين، بل يعتمد ذلك على وجود الجينات المرضية عند كلا الزوجين، وهو يزيد احتمالات الإصابة بالأمراض الوراثية
٢- هناك فحوصات جينية تجرى لكلا الزوجين لمعرفة وجود جينات مرضية مشتركة قد تنبئ باحتمال حدوث الخلل.",علم الوراثة,785698,20260728,source_answer_reference_not_human_adjudicated
unseen100_096,"هل يوجدعلاج شاف لمرض كثره المنسجات x
وكيف مستقبل المرض",unseen_random_stratified_100,"المعالجة:
بالرغم من أن هذا المرض لَيس سرطاناً، إلّا أنّ أكثر المرضى الذين شّخّصوا به يُعالجون في عيادات السرطانِ. وذلك لسببين هما:
• من الناحية التاريخية، قام إختِصَاصيو السَرَطان بمعالجته قبل معرفة السبب.
• تَتطلّب المعالجة إستعمالَ الأدويّة النموذجيّة لمُعَالَجَة السرطان",علم الأنسجة,781343,20260728,source_answer_reference_not_human_adjudicated
unseen100_097,هل الكحول بالنسبة للمرأة الحامل تزيد من نسبة أصابة الجنين بتشوهات خلقية؟ و ماهي الادوية التي يحظر على المرأة الحامل تعاطيهالأنها قد تؤدي ألى حدوث بعض التشوهات الخلقية؟,unseen_random_stratified_100,نعم الكحول مضر بالوليد ولا ينصح به أثناء الحمل. كما أن هناك أدوية أخرى مضرة أثناء الحمل مثل مضادات الصرع، ويجب التأكد قبل تناول الدواء واستشارة طبيب النسائية المشرف على الحمل.,تشوهات خلقية,776305,20260728,source_answer_reference_not_human_adjudicated
unseen100_098,لقد بأت منذ فتره بشرب دواء اسمه (سفن سليم)وهو لسد الشهيه والحمد لله لم اعد اشعر بالجوع ولكني اعاني من تعب في جسمي واشعر احيانا بالدوار هل استطيع تناول فيتامينات...,unseen_random_stratified_100,"نعم وبدون شك يمكنك تناول فيتامينات للتعويض عن نقص التغذية ،هنك حبوب "" سنتروم"" أو "" سوبرادايْن"" أو أي مالتي فيتامين",فيتامينات و معادن,785877,20260728,source_answer_reference_not_human_adjudicated
unseen100_099,السلام عليكم انا حامل في شهر الثاني لاحظت منذ اسبوع وجود كتلة صلبة بجهة اليسار قد تبدو واضحة لشدة نحافتي علما اني قمت بسونار الحمل ولم يخبرني الطبيب باي ورم...,unseen_random_stratified_100,اذا كانت بدون الم فلا تقلقي بها وربما بسبب النحافة,أمراض نسائية,339355,20260728,source_answer_reference_not_human_adjudicated
unseen100_100,هل بصق الدم بعد الاستيقاظ له علاقة بلايدز ؟,unseen_random_stratified_100,يجب فحص الفم واللثة والاسنان اولا عند طبيب الاسنان للبدء بالبحث عن سبب الدم ، من ناحية الوسواس ، ما هو سببه ؟ اذا كان هناك سبب وجيه يخيفك فمن الافضل اجراء فحص الايدز حتى لا تعيش بهذا القلق دائما ، اذا ان ما تعاني منه ليس له علاقة بالايدز لكن لا يجب اهماله والبحث عن السبب,الامراض المعدية,710143,20260728,source_answer_reference_not_human_adjudicated
