query_id,query,subgraph_rank,rerank_score,max_hybrid_score,mean_top_hybrid_score,evidence_count,unique_qa_count,direct_edge_count,semantic_support,evidence_relevance,relation_weight,primary_intent_match,source_entity_id,source_name,source_type,graph_relation_type,target_entity_id,target_name,target_type,best_seed_entity_name,best_seed_source,rank_reason
trial_query_085,لمدا كلما انزعجت من شخص ما أشعر بدوار ودقات سريعة للقلب وشعور براسي تقيل تم يغمى علي دون الغياب عن الوعي فما تشخيصكم لهدا وشكراً جزيل,1,0.402766,0.434009,0.434009,1,1,1,0.082572,0.1,-0.2,False,focus_ent_anemia,فقر الدم,DiseaseCondition,MANAGED_BY,focus_ent_iron_rich_foods,أغذية غنية بالحديد والفولات وفيتامين ب12,DietaryRecommendation,فقر الدم,semantic_qa_evidence,has original/direct edge support
trial_query_085,لمدا كلما انزعجت من شخص ما أشعر بدوار ودقات سريعة للقلب وشعور براسي تقيل تم يغمى علي دون الغياب عن الوعي فما تشخيصكم لهدا وشكراً جزيل,2,0.402766,0.434009,0.434009,1,1,1,0.082572,0.1,-0.2,False,focus_ent_iron_rich_foods,أغذية غنية بالحديد والفولات وفيتامين ب12,DietaryRecommendation,ABSORPTION_IMPROVED_BY,focus_ent_vitamin_c_foods,أطعمة غنية بفيتامين ج,DietaryRecommendation,أغذية غنية بالحديد والفولات وفيتامين ب12,semantic_qa_evidence,has original/direct edge support
trial_query_085,لمدا كلما انزعجت من شخص ما أشعر بدوار ودقات سريعة للقلب وشعور براسي تقيل تم يغمى علي دون الغياب عن الوعي فما تشخيصكم لهدا وشكراً جزيل,3,0.402766,0.434009,0.434009,1,1,1,0.082572,0.1,-0.2,False,focus_ent_iron_rich_foods,أغذية غنية بالحديد والفولات وفيتامين ب12,DietaryRecommendation,ABSORPTION_REDUCED_BY,focus_ent_tea_coffee_calcium,الشاي والقهوة والكالسيوم مع الحديد,DietaryCaution,أغذية غنية بالحديد والفولات وفيتامين ب12,semantic_qa_evidence,has original/direct edge support
trial_query_085,لمدا كلما انزعجت من شخص ما أشعر بدوار ودقات سريعة للقلب وشعور براسي تقيل تم يغمى علي دون الغياب عن الوعي فما تشخيصكم لهدا وشكراً جزيل,4,0.377644,0.394756,0.394756,1,1,1,0.08547,0.1,-0.2,False,ent_symptom_c411d2ed3083,سيلان الانف,Symptom,TREATED_BY,ent_treatment_34b849dbecc0,بخاخات الماء والملح,Treatment,سيلان الانف,semantic_qa_evidence,has original/direct edge support
trial_query_085,لمدا كلما انزعجت من شخص ما أشعر بدوار ودقات سريعة للقلب وشعور براسي تقيل تم يغمى علي دون الغياب عن الوعي فما تشخيصكم لهدا وشكراً جزيل,5,0.377644,0.394756,0.394756,1,1,1,0.08547,0.1,-0.2,False,ent_symptom_c411d2ed3083,سيلان الانف,Symptom,INVESTIGATED_BY,ent_test_84971d541245,خصائي الاطفال,Test,سيلان الانف,semantic_qa_evidence,has original/direct edge support
trial_query_085,لمدا كلما انزعجت من شخص ما أشعر بدوار ودقات سريعة للقلب وشعور براسي تقيل تم يغمى علي دون الغياب عن الوعي فما تشخيصكم لهدا وشكراً جزيل,6,0.292044,0.354756,0.354756,1,1,0,0.08547,0.1,-0.2,False,ent_treatment_34b849dbecc0,بخاخات الماء والملح,Treatment,TREATS,ent_symptom_c411d2ed3083,سيلان الانف,Symptom,بخاخات الماء والملح,semantic_qa_evidence,kept as lower-priority supporting graph edge
trial_query_085,لمدا كلما انزعجت من شخص ما أشعر بدوار ودقات سريعة للقلب وشعور براسي تقيل تم يغمى علي دون الغياب عن الوعي فما تشخيصكم لهدا وشكراً جزيل,7,0.292044,0.354756,0.354756,1,1,0,0.08547,0.1,-0.2,False,ent_test_84971d541245,خصائي الاطفال,Test,INVESTIGATES,ent_symptom_c411d2ed3083,سيلان الانف,Symptom,خصائي الاطفال,semantic_qa_evidence,kept as lower-priority supporting graph edge
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,1,0.86682,0.801951,0.801951,2,2,2,0.193047,0.071429,1.0,True,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_c81532a33515,الم المعدجة,Symptom,فقر الدم,family_equivalent,matches primary intent; 2 evidence rows; has original/direct edge support; 2 distinct QA sources
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,2,0.816292,0.80838,0.80838,1,1,1,0.193047,0.178571,1.0,True,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_d48190970b2d,تنميل,Symptom,فقر الدم,family_equivalent,matches primary intent; has original/direct edge support
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,3,0.80682,0.801951,0.801951,1,1,1,0.193047,0.071429,1.0,True,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_c48c0df96785,فقدان الشهيه,Symptom,فقر الدم,family_equivalent,matches primary intent; has original/direct edge support
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,4,0.763,0.722321,0.722321,1,1,1,0.120532,0.214286,1.0,True,ent_diseasecondition_21962ce71aec,نقص هرمونات,DiseaseCondition,HAS_SYMPTOM,ent_symptom_9510bd8242ac,انقطاع الطمث,Symptom,نقص هرمونات,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,5,0.695822,0.777847,0.777847,1,1,1,0.477895,1.0,0.4,False,ent_diseasecondition_6116bf50d3f1,نقص حديد,DiseaseCondition,DIAGNOSED_BY,ent_test_8dfa1780f518,فحص تحاليل مخبرية,Test,نقص حديد,detected_exact,has original/direct edge support; evidence overlaps query terms
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,6,0.6774,0.682321,0.682321,1,1,0,0.120532,0.214286,1.0,True,ent_symptom_9510bd8242ac,انقطاع الطمث,Symptom,SYMPTOM_OF,ent_diseasecondition_21962ce71aec,نقص هرمونات,DiseaseCondition,انقطاع الطمث,semantic_qa_evidence,matches primary intent
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,7,0.672782,0.741847,0.741847,1,1,1,0.477895,1.0,0.4,False,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,DIAGNOSED_BY,ent_test_8dfa1780f518,فحص تحاليل مخبرية,Test,فقر الدم,family_equivalent,has original/direct edge support; evidence overlaps query terms
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,8,0.669252,0.67238,0.67238,1,1,0,0.193047,0.178571,1.0,True,ent_symptom_d48190970b2d,تنميل,Symptom,SYMPTOM_OF,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,تنميل,semantic_qa_evidence,matches primary intent
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,1,0.773137,0.747089,0.747089,1,1,1,0.329071,0.1,1.0,True,ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,HAS_SYMPTOM,ent_symptom_f4cf885a0447,سعال,Symptom,حساسية الصدر,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,2,0.757512,0.730487,0.730487,1,1,1,0.295728,0.0,1.0,True,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,HAS_SYMPTOM,ent_symptom_59d5c1de0b88,الدم,Symptom,التهاب,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,3,0.687537,0.707089,0.707089,1,1,0,0.329071,0.1,1.0,True,ent_symptom_f4cf885a0447,سعال,Symptom,SYMPTOM_OF,ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,سعال,semantic_qa_evidence,matches primary intent
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,4,0.671912,0.690487,0.690487,1,1,0,0.295728,0.0,1.0,True,ent_symptom_59d5c1de0b88,الدم,Symptom,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,الدم,semantic_qa_evidence,matches primary intent
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,5,0.527524,0.577381,0.577381,1,1,1,0.169842,0.2,0.4,False,ent_diseasecondition_c7baf8534e07,دوالي الخصية,DiseaseCondition,TREATED_BY,ent_treatment_f4382c9333bb,العلاج بالجراحة,Treatment,دوالي الخصية,semantic_qa_evidence,has original/direct edge support
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,6,0.441924,0.537381,0.537381,1,1,0,0.169842,0.2,0.4,False,ent_treatment_f4382c9333bb,العلاج بالجراحة,Treatment,TREATS,ent_diseasecondition_c7baf8534e07,دوالي الخصية,DiseaseCondition,العلاج بالجراحة,semantic_qa_evidence,kept as lower-priority supporting graph edge
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,7,0.402689,0.433889,0.433889,1,1,1,0.329071,0.1,-0.2,False,ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,DIAGNOSED_BY,ent_test_433492431144,تحليل الحساسية,Test,حساسية الصدر,semantic_qa_evidence,has original/direct edge support
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,8,0.391288,0.423887,0.423887,1,1,1,0.295728,0.0,-0.2,False,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,DIAGNOSED_BY,ent_test_f6ff9119ed14,تصوير الجهاز البولي,Test,التهاب,semantic_qa_evidence,has original/direct edge support
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,1,0.956489,0.968845,0.968845,1,1,1,0.662759,0.928571,1.0,True,ent_diseasecondition_adcc5a085807,الجلد المترهل,DiseaseCondition,TREATED_BY,ent_treatment_5b2a681074cf,الجراحة التجميلية,Treatment,الجلد المترهل,detected_exact,matches primary intent; has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,2,0.7647,0.719397,0.719397,1,1,1,0.197952,0.285714,1.0,True,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,HAS_SYMPTOM,ent_symptom_724e59ded899,ضغط الدم,Symptom,مرض السكري,semantic_qa_evidence,matches primary intent; has original/direct edge support; evidence overlaps query terms
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,3,0.424409,0.496845,0.496845,1,1,0,0.662759,0.928571,-0.2,False,ent_treatment_5b2a681074cf,الجراحة التجميلية,Treatment,TREATS,ent_diseasecondition_adcc5a085807,الجلد المترهل,DiseaseCondition,الجراحة التجميلية,semantic_qa_evidence,strong semantic support; evidence overlaps query terms
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,4,0.3171,0.379397,0.379397,1,1,0,0.197952,0.285714,-0.2,False,ent_symptom_724e59ded899,ضغط الدم,Symptom,SYMPTOM_OF,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,ضغط الدم,semantic_qa_evidence,evidence overlaps query terms
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,1,0.850693,0.868522,0.868522,1,1,1,0.435126,0.096774,1.0,True,ent_diseasecondition_4453ab65a84b,تضخم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_8d2e4253732b,تضخم في الارداف,Symptom,تضخم,detected_exact,matches primary intent; has original/direct edge support
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,2,0.774964,0.747675,0.747675,1,1,1,0.429444,0.129032,1.0,True,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,HAS_SYMPTOM,ent_symptom_28acc791e82d,تعب,Symptom,التهاب,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,3,0.773844,0.839675,0.839675,1,1,0,0.429444,0.129032,1.0,True,ent_symptom_28acc791e82d,تعب,Symptom,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,تعب,detected_exact,matches primary intent
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,4,0.762152,0.722617,0.722617,1,1,1,0.133366,0.193548,1.0,True,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,ارتفاع ضغط الدم,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,5,0.761168,0.72864,0.72864,1,1,1,0.259444,0.096774,1.0,True,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,HAS_SYMPTOM,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,التهاب,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,6,0.757928,0.716017,0.716017,1,1,1,0.133366,0.193548,1.0,True,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ارتفاع ضغط الدم,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,7,0.680613,0.696522,0.696522,1,1,0,0.435126,0.096774,1.0,True,ent_symptom_8d2e4253732b,تضخم في الارداف,Symptom,SYMPTOM_OF,ent_diseasecondition_4453ab65a84b,تضخم,DiseaseCondition,تضخم في الارداف,semantic_qa_evidence,matches primary intent
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,8,0.676552,0.682617,0.682617,1,1,0,0.133366,0.193548,1.0,True,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,SYMPTOM_OF,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,خفقان القلب,semantic_qa_evidence,matches primary intent
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,1,0.626529,0.669577,0.669577,1,1,1,0.538145,1.0,0.4,False,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,TREATED_BY,ent_treatment_acb8b834aff2,الكورتيزونات,Treatment,شلل العصب السابع,semantic_qa_evidence,has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,2,0.615969,0.653077,0.653077,1,1,1,0.538145,1.0,0.4,False,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,TREATED_BY,ent_treatment_93132ac17089,مضادات الالتهاب,Treatment,شلل العصب السابع,semantic_qa_evidence,has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,3,0.615969,0.653077,0.653077,1,1,1,0.538145,1.0,0.4,False,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,TREATED_BY,ent_treatment_afbe4f3ae93f,العلاج الطبيعي,Treatment,شلل العصب السابع,semantic_qa_evidence,has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,4,0.615969,0.653077,0.653077,1,1,1,0.538145,1.0,0.4,False,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,TREATED_BY,ent_treatment_65d67800955e,مضادات الفيروسات,Treatment,شلل العصب السابع,semantic_qa_evidence,has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,5,0.605409,0.636577,0.636577,1,1,1,0.538145,1.0,0.4,False,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,TREATED_BY,ent_treatment_e7f992c031a2,العلاج بالإبر الصينية,Treatment,شلل العصب السابع,semantic_qa_evidence,has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,6,0.540929,0.629577,0.629577,1,1,0,0.538145,1.0,0.4,False,ent_treatment_acb8b834aff2,الكورتيزونات,Treatment,TREATS,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,الكورتيزونات,semantic_qa_evidence,strong semantic support; evidence overlaps query terms
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,7,0.530369,0.613077,0.613077,1,1,0,0.538145,1.0,0.4,False,ent_treatment_93132ac17089,مضادات الالتهاب,Treatment,TREATS,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,مضادات الالتهاب,semantic_qa_evidence,strong semantic support; evidence overlaps query terms
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,8,0.530369,0.613077,0.613077,1,1,0,0.538145,1.0,0.4,False,ent_treatment_afbe4f3ae93f,العلاج الطبيعي,Treatment,TREATS,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,العلاج الطبيعي,semantic_qa_evidence,strong semantic support; evidence overlaps query terms
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,1,0.938241,0.939092,0.939092,1,1,1,0.46188,0.944444,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,TREATED_BY,ent_treatment_f4b5c1573769,مضاد الهيستامين,Treatment,حساسية,detected_exact,matches primary intent; has original/direct edge support; evidence overlaps query terms
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,2,0.938241,0.939092,0.939092,1,1,1,0.46188,0.944444,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,TREATED_BY,ent_treatment_843876e28a68,كورتيزون,Treatment,حساسية,detected_exact,matches primary intent; has original/direct edge support; evidence overlaps query terms
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,3,0.877235,0.895854,0.895854,1,1,1,0.434895,0.277778,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,TREATED_BY,ent_treatment_104bb0a91d5a,تيليفاست,Treatment,حساسية,detected_exact,matches primary intent; has original/direct edge support; evidence overlaps query terms
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,4,0.868151,0.899021,0.899021,1,1,1,0.434895,0.055556,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,TREATED_BY,ent_treatment_cbf0b7b10d4f,تجنب المنتجات التي تحوي جلوتين,Treatment,حساسية,detected_exact,matches primary intent; has original/direct edge support
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,5,0.851942,0.869354,0.869354,1,1,1,0.434895,0.111111,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,TREATED_BY,ent_treatment_0311bc90ba75,حليب مكسر بروتين الحليب,Treatment,حساسية,detected_exact,matches primary intent; has original/direct edge support
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,6,0.851942,0.869354,0.869354,1,1,1,0.434895,0.111111,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,TREATED_BY,ent_treatment_45a78ee47153,نازونكس,Treatment,حساسية,detected_exact,matches primary intent; has original/direct edge support
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,7,0.846293,0.856187,0.856187,1,1,1,0.434895,0.166667,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,TREATED_BY,ent_treatment_677fdfb3086e,زيت الحبة السوداء,Treatment,حساسية,detected_exact,matches primary intent; has original/direct edge support
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,8,0.768161,0.767092,0.767092,1,1,0,0.46188,0.944444,1.0,True,ent_treatment_f4b5c1573769,مضاد الهيستامين,Treatment,TREATS,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,مضاد الهيستامين,semantic_qa_evidence,matches primary intent; evidence overlaps query terms
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,1,0.93426,0.897061,0.886875,2,2,2,0.43793,0.227273,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,HAS_SYMPTOM,ent_symptom_f4cf885a0447,سعال,Symptom,حساسية,detected_exact,matches primary intent; 2 evidence rows; has original/direct edge support; 2 distinct QA sources
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,2,0.93185,0.893188,0.883574,2,2,2,0.43793,0.227273,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,HAS_SYMPTOM,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,حساسية,detected_exact,matches primary intent; 2 evidence rows; has original/direct edge support; 2 distinct QA sources
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,3,0.868986,0.890461,0.890461,1,1,1,0.43793,0.181818,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,HAS_SYMPTOM,ent_symptom_dc2c7333a505,بلغم,Symptom,حساسية,detected_exact,matches primary intent; has original/direct edge support
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,4,0.860949,0.885006,0.885006,1,1,1,0.43793,0.090909,1.0,True,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,HAS_SYMPTOM,ent_symptom_66c2e60e8e52,نشفان,Symptom,حساسية,detected_exact,matches primary intent; has original/direct edge support
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,5,0.834144,0.839572,0.839572,1,1,1,0.341584,0.136364,1.0,True,ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,HAS_SYMPTOM,ent_symptom_f4cf885a0447,سعال,Symptom,حساسية الصدر,detected_alias,matches primary intent; has original/direct edge support
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,6,0.794444,0.864188,0.864188,1,1,0,0.392098,0.227273,1.0,True,ent_symptom_b754f1a1e5a8,صداع,Symptom,SYMPTOM_OF,ent_diseasecondition_d9b91988beb9,التهاب السحايا,DiseaseCondition,صداع,detected_exact,matches primary intent
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,7,0.783884,0.847688,0.847688,1,1,0,0.392098,0.227273,1.0,True,ent_symptom_b754f1a1e5a8,صداع,Symptom,SYMPTOM_OF,ent_diseasecondition_ad3e19c416f6,التهاب الجيوب الأنفية,DiseaseCondition,صداع,detected_exact,matches primary intent
trial_query_092,انا اشعر بالصداع والنعاس وحساسية في وجهي والحكة بكل انحاء جسمي كيف استطيع ان اوقف هذا الدواء,8,0.779866,0.844961,0.844961,1,1,0,0.392098,0.181818,1.0,True,ent_symptom_b754f1a1e5a8,صداع,Symptom,SYMPTOM_OF,ent_diseasecondition_00247d3d5c80,الصداع التوتري,DiseaseCondition,صداع,detected_exact,matches primary intent
