query_id,source_entity_id,graph_relation_type,target_entity_id,evidence_rank,hybrid_score,evidence_relevance,qa_id,evidence,reason,edge_id,edge_direction
trial_query_089,ent_diseasecondition_db17a406c72e,HAS_SYMPTOM,ent_symptom_1f6a3892391d,1,0.722617,0.193548,ahd5k_00823,خفقان احيتنا,Direct symptom mentioned in hypertension context,rel_seed_88d097a1450be644,direct
trial_query_089,ent_diseasecondition_db17a406c72e,HAS_SYMPTOM,ent_symptom_7b839cc80688,1,0.716017,0.193548,ahd5k_00823,ضيق تنفس,Direct symptom mentioned in hypertension context,rel_seed_42222f50c14ea113,direct
trial_query_089,ent_symptom_8d2e4253732b,SYMPTOM_OF,ent_diseasecondition_4453ab65a84b,1,0.696522,0.096774,ahd5k_00647,تضخم في الارداف,"The symptom 'تضخم في الارداف' is a specific manifestation of the disease 'تضخم', directly supported by the QA evidence.",rel_seed_7de18c9b149431b5__inverse,inverse
trial_query_089,ent_symptom_1f6a3892391d,SYMPTOM_OF,ent_diseasecondition_db17a406c72e,1,0.682617,0.193548,ahd5k_00823,خفقان احيتنا,Direct symptom mentioned in hypertension context,rel_seed_88d097a1450be644__inverse,inverse
trial_query_090,ent_diseasecondition_bd502372680c,TREATED_BY,ent_treatment_acb8b834aff2,1,0.669577,1.0,ahd5k_01221,الكورتيزونات,Corticosteroids are standard treatment for Bell's Palsy.,rel_seed_e83e19ef634bddb1,direct
trial_query_090,ent_diseasecondition_bd502372680c,TREATED_BY,ent_treatment_93132ac17089,1,0.653077,1.0,ahd5k_01221,مضادات الالتهاب,Anti-inflammatory drugs are commonly used in Bell's Palsy management.,rel_seed_11782988ba506d07,direct
trial_query_090,ent_diseasecondition_bd502372680c,TREATED_BY,ent_treatment_afbe4f3ae93f,1,0.653077,1.0,ahd5k_01221,العلاج الطبيعي,Physical therapy is a recommended treatment for Bell's Palsy.,rel_seed_1cacccb2dca30ba0,direct
trial_query_090,ent_diseasecondition_bd502372680c,TREATED_BY,ent_treatment_65d67800955e,1,0.653077,1.0,ahd5k_01221,مضادات الفيروسات,Antiviral drugs are part of Bell's Palsy treatment protocols.,rel_seed_4eab4bbd962f3990,direct
trial_query_090,ent_diseasecondition_bd502372680c,TREATED_BY,ent_treatment_e7f992c031a2,1,0.636577,1.0,ahd5k_01221,العلاج بالإبر الصينية,Acupuncture is mentioned as a treatment option for Bell's Palsy.,rel_seed_15dc9c6cd2bdc920,direct
trial_query_090,ent_treatment_acb8b834aff2,TREATS,ent_diseasecondition_bd502372680c,1,0.629577,1.0,ahd5k_01221,الكورتيزونات,Corticosteroids are standard treatment for Bell's Palsy.,rel_seed_e83e19ef634bddb1__inverse,inverse
trial_query_090,ent_treatment_93132ac17089,TREATS,ent_diseasecondition_bd502372680c,1,0.613077,1.0,ahd5k_01221,مضادات الالتهاب,Anti-inflammatory drugs are commonly used in Bell's Palsy management.,rel_seed_11782988ba506d07__inverse,inverse
trial_query_090,ent_treatment_afbe4f3ae93f,TREATS,ent_diseasecondition_bd502372680c,1,0.613077,1.0,ahd5k_01221,العلاج الطبيعي,Physical therapy is a recommended treatment for Bell's Palsy.,rel_seed_1cacccb2dca30ba0__inverse,inverse
trial_query_091,ent_diseasecondition_2f75d3dabe0b,TREATED_BY,ent_treatment_f4b5c1573769,1,0.939092,0.944444,ahd5k_01231,استخدمي مضاد هيسامين وكورتيزون موضعي,Direct treatment recommendation for allergy,rel_seed_036615e69fe27f5a,direct
trial_query_091,ent_diseasecondition_2f75d3dabe0b,TREATED_BY,ent_treatment_843876e28a68,1,0.939092,0.944444,ahd5k_01231,استخدمي مضاد هيسامين وكورتيزون موضعي,Direct treatment recommendation for allergy,rel_seed_8e92aaaff3cb2b47,direct
trial_query_091,ent_diseasecondition_2f75d3dabe0b,TREATED_BY,ent_treatment_cbf0b7b10d4f,1,0.899021,0.055556,ahd5k_00812,للاسف اهم علاج تجنب المنتجات التي تحوي جلوتين,Direct treatment recommendation for allergy,rel_seed_e43cc896f52f8b30,direct
trial_query_091,ent_diseasecondition_2f75d3dabe0b,TREATED_BY,ent_treatment_104bb0a91d5a,1,0.895854,0.277778,ahd5k_02470,مضاد للهيستامين مثل تيليفاست,Direct treatment recommendation for allergy,rel_seed_7ce02234253ff02e,direct
trial_query_091,ent_diseasecondition_2f75d3dabe0b,TREATED_BY,ent_treatment_0311bc90ba75,1,0.869354,0.111111,ahd5k_00020,اعطيها حليب مكسر بروتين الحليب بالكامل او حليب رز,Direct treatment recommendation for allergy,rel_seed_f0f432e62cc5ed96,direct
trial_query_091,ent_diseasecondition_2f75d3dabe0b,TREATED_BY,ent_treatment_45a78ee47153,1,0.869354,0.111111,ahd5k_00133,بدائل يوجد نازونكس وافاميز وتابونكس وفليكسونيز,Explicit treatment alternative listed for allergy,rel_seed_df369e76bea13661,direct
trial_query_091,ent_diseasecondition_2f75d3dabe0b,TREATED_BY,ent_treatment_677fdfb3086e,1,0.856187,0.166667,ahd5k_00887,علاج حساسية الأنف. ما هي فوائد زيت حبة السوداء,Direct treatment claim for nasal allergies,rel_seed_4f94c296991a8bf7,direct
trial_query_091,ent_treatment_f4b5c1573769,TREATS,ent_diseasecondition_2f75d3dabe0b,1,0.767092,0.944444,ahd5k_01231,استخدمي مضاد هيسامين وكورتيزون موضعي,Direct treatment recommendation for allergy,rel_seed_036615e69fe27f5a__inverse,inverse
trial_query_092,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_f4cf885a0447,1,0.897061,0.181818,ahd5k_00970,هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم,Direct symptom attribution in allergy context,rel_seed_56abfb8d8355106e,direct
trial_query_092,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_f4cf885a0447,2,0.876688,0.227273,ahd5k_00069,حساسية الصدر وسعال,Direct symptom-disease link in QA context,rel_seed_7dd0c20df6697b64,direct
trial_query_092,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_7b839cc80688,1,0.893188,0.227273,ahd5k_00683,ضيق تنفس وسرعة التعب وقلق,Direct symptom 'ضيق تنفس' explicitly linked to allergy in evidence,rel_seed_aad068f18b3b6989,direct
trial_query_092,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_7b839cc80688,2,0.873961,0.181818,ahd5k_00010,حساسية تسبب ضيق تنفس,الحساسية تُعتبر سببًا مباشرًا لظهور ضيق التنفس كأعراض مرضية,rel_seed_07e32356e492ed5b,direct
trial_query_092,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_dc2c7333a505,1,0.890461,0.181818,ahd5k_00970,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟,Phlegm explicitly linked to allergy condition,rel_seed_0c7a95bcebd3a487,direct
trial_query_092,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_66c2e60e8e52,1,0.885006,0.090909,ahd5k_02124,واشعر بنشفان دائم في الحلق,Symptom explicitly linked to allergy,rel_seed_19c18472a8cd7446,direct
trial_query_092,ent_symptom_b754f1a1e5a8,SYMPTOM_OF,ent_diseasecondition_d9b91988beb9,1,0.864188,0.227273,ahd5k_02662,صداع,Meningitis (التهاب السحايا) directly causes headache (صداع) as a primary symptom.,rel_seed_3d467dae60e3e704__inverse,inverse
trial_query_092,ent_symptom_b754f1a1e5a8,SYMPTOM_OF,ent_diseasecondition_ad3e19c416f6,1,0.847688,0.227273,ahd5k_02662,صداع,Sinusitis (التهاب الجيوب الأنفية) commonly presents with headache (صداع) as a symptom.,rel_seed_fc5afd3631ff5eb3__inverse,inverse
trial_query_092,ent_symptom_b754f1a1e5a8,SYMPTOM_OF,ent_diseasecondition_00247d3d5c80,1,0.844961,0.181818,ahd5k_00780,الصداع التوتري قد يظهر كصداع يختلف حدته,العلاقة مدعومة مباشرة من النص الذي يربط بين الحالة المرضية والأعراض,rel_seed_f7f26f23fb811356__inverse,inverse
trial_query_092,ent_diseasecondition_250910ab0701,HAS_SYMPTOM,ent_symptom_f4cf885a0447,1,0.839572,0.136364,ahd5k_04490,حساسية الصدر and سعال co-occur with explicit symptom-pathology link,Direct symptom-pathology relationship established in QA context,rel_seed_bae062ec77d09618,direct
trial_query_093,ent_symptom_249d07021a1b,SYMPTOM_OF,ent_diseasecondition_04b436ff2a98,1,0.820601,0.071429,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to pain (الام) as a symptom.,rel_seed_88e6f3fee8de6995__inverse,inverse
trial_query_093,ent_diseasecondition_04b436ff2a98,HAS_SYMPTOM,ent_symptom_249d07021a1b,1,0.728601,0.071429,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to pain (الام) as a symptom.,rel_seed_88e6f3fee8de6995,direct
trial_query_093,ent_diseasecondition_04b436ff2a98,HAS_SYMPTOM,ent_symptom_b754f1a1e5a8,1,0.705978,0.035714,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to headache (صداع) as a symptom.,rel_seed_938a3b9670527bd9,direct
trial_query_093,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c81532a33515,1,0.703008,0.178571,ahd5k_02546,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم,Directly links anemia to stomach pain as a symptom.,rel_seed_c660576254101bcf,direct
trial_query_093,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c48c0df96785,1,0.703008,0.178571,ahd5k_02546,فقر الدم سبب فقدان الشهيه,Directly states anemia causes loss of appetite.,rel_seed_90514571a31526b3,direct
trial_query_093,ent_symptom_b754f1a1e5a8,SYMPTOM_OF,ent_diseasecondition_04b436ff2a98,1,0.665978,0.035714,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to headache (صداع) as a symptom.,rel_seed_938a3b9670527bd9__inverse,inverse
trial_query_093,ent_symptom_c81532a33515,SYMPTOM_OF,ent_diseasecondition_9719230327a2,1,0.663008,0.178571,ahd5k_02546,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم,Directly links anemia to stomach pain as a symptom.,rel_seed_c660576254101bcf__inverse,inverse
trial_query_093,ent_symptom_c48c0df96785,SYMPTOM_OF,ent_diseasecondition_9719230327a2,1,0.663008,0.178571,ahd5k_02546,فقر الدم سبب فقدان الشهيه,Directly states anemia causes loss of appetite.,rel_seed_90514571a31526b3__inverse,inverse
trial_query_094,ent_diseasecondition_780d3bf613f5,TREATED_BY,ent_treatment_90996a0e2d01,1,0.56876,0.294118,ahd5k_01066,ممكن تجرب دواء اسمه ايزومبرازول,Treatment explicitly recommended for ulcer.,rel_seed_d859af7524ae0413,direct
trial_query_094,ent_diseasecondition_7754d34e2c52,TREATED_BY,ent_treatment_48712ae621b5,1,0.562084,0.235294,ahd5k_04612,هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب,Direct treatment recommendation for gray hair,rel_seed_950a6cd53d4f8f78,direct
trial_query_094,ent_treatment_90996a0e2d01,TREATS,ent_diseasecondition_780d3bf613f5,1,0.52876,0.294118,ahd5k_01066,ممكن تجرب دواء اسمه ايزومبرازول,Treatment explicitly recommended for ulcer.,rel_seed_d859af7524ae0413__inverse,inverse
trial_query_094,ent_treatment_48712ae621b5,TREATS,ent_diseasecondition_7754d34e2c52,1,0.522084,0.235294,ahd5k_04612,هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب,Direct treatment recommendation for gray hair,rel_seed_950a6cd53d4f8f78__inverse,inverse
trial_query_095,ent_diseasecondition_1730144a5e89,DIAGNOSED_BY,ent_test_c4cfd2d6468c,1,0.936058,0.95,ahd5k_01290,عمل تصوير بالأشعة لتحديد مكان الشظايا ونوعها,الأشعة تُستخدم لتحديد موقع ونوع الشظايا بشكل مباشر,rel_seed_54ca34c63842f836,direct
trial_query_095,ent_diseasecondition_16cf4e77b755,DIAGNOSED_BY,ent_test_62f3f553cccf,1,0.704418,0.15,ahd5k_04706,عمل تحليل بول,QA explicitly states 'تحليل بول' as a diagnostic test for 'التهاب',rel_seed_47e637be97e2161c,direct
trial_query_095,ent_diseasecondition_16cf4e77b755,TREATED_BY,ent_treatment_839837a8561b,1,0.704418,0.15,ahd5k_04706,الاكثار من شرب الماء,QA explicitly states 'الاكثار من شرب الماء' as a treatment for 'التهاب',rel_seed_876af30ee6e2c340,direct
trial_query_095,ent_test_c4cfd2d6468c,DIAGNOSES,ent_diseasecondition_1730144a5e89,1,0.464058,0.95,ahd5k_01290,عمل تصوير بالأشعة لتحديد مكان الشظايا ونوعها,الأشعة تُستخدم لتحديد موقع ونوع الشظايا بشكل مباشر,rel_seed_54ca34c63842f836__inverse,inverse
trial_query_095,ent_test_62f3f553cccf,DIAGNOSES,ent_diseasecondition_16cf4e77b755,1,0.364418,0.15,ahd5k_04706,عمل تحليل بول,QA explicitly states 'تحليل بول' as a diagnostic test for 'التهاب',rel_seed_47e637be97e2161c__inverse,inverse
trial_query_095,ent_treatment_839837a8561b,TREATS,ent_diseasecondition_16cf4e77b755,1,0.364418,0.15,ahd5k_04706,الاكثار من شرب الماء,QA explicitly states 'الاكثار من شرب الماء' as a treatment for 'التهاب',rel_seed_876af30ee6e2c340__inverse,inverse
trial_query_096,ent_diseasecondition_d039dca7a8c0,TREATED_BY,ent_treatment_0d20da4fd766,1,0.733126,0.222222,ahd5k_00203,الروتيكسيماب يفيده في علاج النقص الشديد للصفائح,QA explicitly discusses Rituximab as a treatment for severe thrombocytopenia (ITP) with dosage instructions.,rel_seed_796780629bc7542c,direct
trial_query_096,ent_treatment_0d20da4fd766,TREATS,ent_diseasecondition_d039dca7a8c0,1,0.393126,0.222222,ahd5k_00203,الروتيكسيماب يفيده في علاج النقص الشديد للصفائح,QA explicitly discusses Rituximab as a treatment for severe thrombocytopenia (ITP) with dosage instructions.,rel_seed_796780629bc7542c__inverse,inverse
trial_query_097,ent_diseasecondition_04b436ff2a98,HAS_SYMPTOM,ent_symptom_249d07021a1b,1,0.900379,0.333333,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to pain (الام) as a symptom.,rel_seed_88e6f3fee8de6995,direct
trial_query_097,ent_symptom_249d07021a1b,TREATED_BY,ent_treatment_1623092039ad,1,0.895379,0.25,ahd5k_04356,مراجعة طبيبك او اخصائي جراحه وجه و فكين,Direct recommendation to consult a specialist for pain (الام) caused by wisdom teeth.,rel_seed_959ce061116b7eab,direct
trial_query_097,ent_diseasecondition_04b436ff2a98,HAS_SYMPTOM,ent_symptom_b754f1a1e5a8,1,0.894791,0.25,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to headache (صداع) as a symptom.,rel_seed_938a3b9670527bd9,direct
trial_query_097,ent_diseasecondition_04b436ff2a98,TREATED_BY,ent_treatment_1623092039ad,1,0.894791,0.25,ahd5k_04356,مراجعة طبيبك او اخصائي جراحه وجه و فكين,Direct recommendation to consult a specialist for wisdom teeth (ضرس العقل).,rel_seed_9858f932165f0bb3,direct
trial_query_097,ent_symptom_fd750eeb2865,INVESTIGATED_BY,ent_test_c4cfd2d6468c,1,0.876041,0.083333,ahd5k_01537,اشعة بالصبغة,X-ray with contrast is explicitly mentioned as the investigative method for the symptom of swelling.,rel_seed_b0669eae8f21f480,direct
trial_query_097,ent_symptom_b754f1a1e5a8,TREATED_BY,ent_treatment_1623092039ad,1,0.732843,0.166667,ahd5k_04356,مراجعة طبيبك او اخصائي جراحه وجه و فكين,Direct recommendation to consult a specialist for headache caused by wisdom teeth.,rel_seed_141b9acbdb0c5296,direct
trial_query_097,ent_symptom_42ad4acdebc5,INVESTIGATED_BY,ent_test_c4cfd2d6468c,1,0.717011,0.083333,ahd5k_01537,اشعة بالصبغة,X-ray with contrast is explicitly mentioned as the investigative method for the symptom of body pain.,rel_seed_11af4134e6087155,direct
trial_query_097,ent_diseasecondition_4c4500ee0d57,DIAGNOSED_BY,ent_test_c4cfd2d6468c,1,0.701365,0.166667,ahd5k_02003,عمل صورة أشعة للرأس,الأشعة تُستخدم لتأكيد عدم وجود ارتجاج دماغي,rel_seed_a0a9cb310e2c0172,direct
trial_query_098,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,1,0.641192,0.935484,ahd5k_01294,مرض السكري وضغط الدمز,Direct co-occurrence with explicit disease-symptom relationship,rel_seed_bd9e5c6d36b9dbdb,direct
trial_query_098,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,2,0.604418,0.322581,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship,rel_seed_b3536762c6f85e02,direct
trial_query_098,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,3,0.600547,0.258065,ahd5k_02607,مرض السكري وضغط الدم,Direct disease-symptom relationship established,rel_seed_1a25f42f93f6f380,direct
trial_query_098,ent_diseasecondition_380db6d92562,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.613176,0.193548,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for diabetes.,rel_seed_fff580f977f6b0c9,direct
trial_query_098,ent_symptom_724e59ded899,SYMPTOM_OF,ent_diseasecondition_380db6d92562,1,0.557992,0.935484,ahd5k_01294,مرض السكري وضغط الدمز,Direct co-occurrence with explicit disease-symptom relationship,rel_seed_bd9e5c6d36b9dbdb__inverse,inverse
trial_query_098,ent_symptom_724e59ded899,SYMPTOM_OF,ent_diseasecondition_380db6d92562,2,0.521218,0.322581,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship,rel_seed_b3536762c6f85e02__inverse,inverse
trial_query_098,ent_symptom_724e59ded899,SYMPTOM_OF,ent_diseasecondition_380db6d92562,3,0.517347,0.258065,ahd5k_02607,مرض السكري وضغط الدم,Direct disease-symptom relationship established,rel_seed_1a25f42f93f6f380__inverse,inverse
trial_query_098,ent_symptom_d713f64368d3,SYMPTOM_OF,ent_diseasecondition_ad3e19c416f6,1,0.53903,0.193548,ahd5k_02662,ضغط,Sinusitis (التهاب الجيوب الأنفية) causes facial pressure (ضغط) as a direct symptom.,rel_seed_3f9dbbea6fdd8f6f__inverse,inverse
trial_query_098,supp_ent_measurement_bp,HAS_NORMAL_RANGE,supp_ent_range_bp,1,0.521434,0.193548,ahd5k_00085,حسب عوامل الخطورة الأخرى كالسكري والكلى؛ إذا لا توجد أمراض مصاحبة فالقيمة المذكورة 140-80.,dataset-derived supplemental fact from ahd5k_00085,supp_rel_normal_bp,direct
trial_query_099,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_d48190970b2d,1,0.694777,0.153846,ahd5k_00838,نقص فيتامين (ب12) يسبب انيميا وتنميل,QA directly states vitamin B12 deficiency causes anemia and numbness,rel_seed_0e8bcb10a29e6d54,direct
trial_query_099,ent_symptom_d48190970b2d,SYMPTOM_OF,ent_diseasecondition_9719230327a2,1,0.654777,0.153846,ahd5k_00838,نقص فيتامين (ب12) يسبب انيميا وتنميل,QA directly states vitamin B12 deficiency causes anemia and numbness,rel_seed_0e8bcb10a29e6d54__inverse,inverse
trial_query_099,ent_diseasecondition_16a389cfd1bd,DIAGNOSED_BY,ent_test_c4cfd2d6468c,1,0.613289,0.923077,ahd5k_01295,أشعة لمعرفة مكان الدبوس والتأكد من وجوده,الأشعة تُستخدم لتحديد موقع الدبوس والتحقق من وجوده,rel_seed_a00e16b437bbc4d4,direct
trial_query_099,ent_symptom_42ad4acdebc5,INVESTIGATED_BY,ent_test_c4cfd2d6468c,1,0.563296,0.076923,ahd5k_01537,اشعة بالصبغة,X-ray with contrast is explicitly mentioned as the investigative method for the symptom of body pain.,rel_seed_11af4134e6087155,direct
trial_query_099,ent_test_c4cfd2d6468c,DIAGNOSES,ent_diseasecondition_16a389cfd1bd,1,0.441289,0.923077,ahd5k_01295,أشعة لمعرفة مكان الدبوس والتأكد من وجوده,الأشعة تُستخدم لتحديد موقع الدبوس والتحقق من وجوده,rel_seed_a00e16b437bbc4d4__inverse,inverse
trial_query_099,ent_symptom_fd750eeb2865,INVESTIGATED_BY,ent_test_c4cfd2d6468c,1,0.406055,0.0,ahd5k_01537,اشعة بالصبغة,X-ray with contrast is explicitly mentioned as the investigative method for the symptom of swelling.,rel_seed_b0669eae8f21f480,direct
trial_query_099,ent_diseasecondition_2f75d3dabe0b,DIAGNOSED_BY,ent_test_3f0d2e079b73,1,0.402786,0.230769,ahd5k_01245,معرفة سبب الحساسيه يتم ذلك عن طريق RAST Test,Test explicitly linked to allergy diagnosis,rel_seed_6687872658c864ac,direct
trial_query_099,ent_test_c4cfd2d6468c,INVESTIGATES,ent_symptom_42ad4acdebc5,1,0.391296,0.076923,ahd5k_01537,اشعة بالصبغة,X-ray with contrast is explicitly mentioned as the investigative method for the symptom of body pain.,rel_seed_11af4134e6087155__inverse,inverse
trial_query_100,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_d48190970b2d,1,0.776803,0.192308,ahd5k_00838,نقص فيتامين (ب12) يسبب انيميا وتنميل,QA directly states vitamin B12 deficiency causes anemia and numbness,rel_seed_0e8bcb10a29e6d54,direct
trial_query_100,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c81532a33515,1,0.772188,0.115385,ahd5k_02292,نقص في الدم مع الالم في المعده,Directly states anemia is associated with stomach pain.,rel_seed_6eed37b4f0733cbb,direct
trial_query_100,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c81532a33515,2,0.772188,0.115385,ahd5k_02546,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم,Directly links anemia to stomach pain as a symptom.,rel_seed_c660576254101bcf,direct
trial_query_100,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c48c0df96785,1,0.772188,0.115385,ahd5k_02546,فقر الدم سبب فقدان الشهيه,Directly states anemia causes loss of appetite.,rel_seed_90514571a31526b3,direct
trial_query_100,ent_diseasecondition_250910ab0701,HAS_SYMPTOM,ent_symptom_f4cf885a0447,1,0.736966,0.115385,ahd5k_04490,حساسية الصدر and سعال co-occur with explicit symptom-pathology link,Direct symptom-pathology relationship established in QA context,rel_seed_bae062ec77d09618,direct
trial_query_100,ent_diseasecondition_16cf4e77b755,HAS_SYMPTOM,ent_symptom_59d5c1de0b88,1,0.730606,0.115385,ahd5k_00666,التهاب في المثانة أو الإحليل يسبب خروج الدم,Direct causal link between inflammation and blood as symptom,rel_seed_cc52f0a3c44e4c1e,direct
trial_query_100,ent_symptom_f4cf885a0447,SYMPTOM_OF,ent_diseasecondition_250910ab0701,1,0.696966,0.115385,ahd5k_04490,حساسية الصدر and سعال co-occur with explicit symptom-pathology link,Direct symptom-pathology relationship established in QA context,rel_seed_bae062ec77d09618__inverse,inverse
trial_query_100,ent_symptom_59d5c1de0b88,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,1,0.690606,0.115385,ahd5k_00666,التهاب في المثانة أو الإحليل يسبب خروج الدم,Direct causal link between inflammation and blood as symptom,rel_seed_cc52f0a3c44e4c1e__inverse,inverse
trial_query_100,focus_ent_anemia,MANAGED_BY,focus_ent_iron_rich_foods,1,0.615162,0.269231,ahd5k_00594,يمكن دعم فقر الدم بنظام غذائي غني بعناصر مثل الحديد وحمض الفوليك وفيتامين ب-12، مع بقاء العلاج حسب نوع فقر الدم تحت إشراف الطبيب.,focused dataset-derived expansion from ahd5k_00594,focus_rel_anemia_managed_by_iron_rich_food,direct
trial_query_101,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_fc32e4036e25,1,0.770885,0.181818,ahd5k_04015,البردقوش,Direct treatment recommendation for menstrual cycle regulation,rel_seed_9771359a526fa098,direct
trial_query_101,ent_symptom_215297000d7a,INVESTIGATED_BY,ent_test_51926b4c8cd0,1,0.761552,0.272727,ahd5k_01629,سلامة الحيوانات المنوية للزوج,التدخين كعامل مُستقصى عبر فحص الحيوانات المنوية,rel_seed_14e9d1b76fd7c5e9,direct
trial_query_101,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_fd42eb263b89,1,0.716151,0.090909,ahd5k_04015,اكليل الجبل,Direct treatment recommendation for menstrual cycle regulation,rel_seed_ff666fc9288a7df2,direct
trial_query_101,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_b792fc31b8bb,1,0.716151,0.090909,ahd5k_04015,الميرمية,Direct treatment recommendation for menstrual cycle regulation,rel_seed_410b5987d20de0d3,direct
trial_query_101,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_c91b15de897a,1,0.716151,0.090909,ahd5k_04015,البقدونس,Direct treatment recommendation for menstrual cycle regulation,rel_seed_326f7e183a766cef,direct
trial_query_101,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_c2ead061e2d0,1,0.716151,0.090909,ahd5k_04015,حشيشة الملاك,Direct treatment recommendation for menstrual cycle regulation,rel_seed_efa5cdecacaf49f5,direct
trial_query_101,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_895d0d591838,1,0.716151,0.090909,ahd5k_04015,القرفة,Direct treatment recommendation for menstrual cycle regulation,rel_seed_244c1ab7820a5189,direct
trial_query_101,ent_diseasecondition_f870ba2ab6eb,TREATED_BY,ent_treatment_639e625fe991,1,0.716151,0.090909,ahd5k_04015,الزنجبيل,Direct treatment recommendation for menstrual cycle regulation,rel_seed_a7bb8588332ff407,direct
trial_query_102,ent_symptom_28acc791e82d,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,1,0.848031,0.2,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Fatigue explicitly mentioned as symptom of inflammation,rel_seed_b17e2cb75449ca9f__inverse,inverse
trial_query_102,ent_diseasecondition_16cf4e77b755,HAS_SYMPTOM,ent_symptom_28acc791e82d,1,0.756031,0.2,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Fatigue explicitly mentioned as symptom of inflammation,rel_seed_b17e2cb75449ca9f,direct
trial_query_102,ent_diseasecondition_16cf4e77b755,HAS_SYMPTOM,ent_symptom_7b839cc80688,1,0.736531,0.16,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Direct symptom linkage in inflammation context,rel_seed_4e0920fcda8ee854,direct
trial_query_102,ent_symptom_7b839cc80688,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,1,0.696531,0.16,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Direct symptom linkage in inflammation context,rel_seed_4e0920fcda8ee854__inverse,inverse
trial_query_102,ent_symptom_db012388d676,TREATED_BY,ent_treatment_c93941cf1d98,1,0.583072,0.16,ahd5k_00486,تناول بعض الأدوية المسكنة للألم اللاستيروئيدية، مثل البروفين,Direct evidence links ibuprofen as a recommended treatment for shoulder pain.,rel_seed_b2361f2f508625ea,direct
trial_query_102,ent_treatment_c93941cf1d98,TREATS,ent_symptom_db012388d676,1,0.411072,0.16,ahd5k_00486,تناول بعض الأدوية المسكنة للألم اللاستيروئيدية، مثل البروفين,Direct evidence links ibuprofen as a recommended treatment for shoulder pain.,rel_seed_b2361f2f508625ea__inverse,inverse
