query_id,query,hybrid_score,relation_confidence,seed_score,relation_weight,semantic_support,direction_bonus,evidence_relevance,seed_entity_id,seed_entity_name,seed_source,expansion_source,edge_id,original_relation_id,edge_direction,graph_relation_type,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,qa_id,evidence,reason
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,0.577381,0.9,0.45,0.4,0.169842,0.04,0.2,ent_diseasecondition_c7baf8534e07,دوالي الخصية,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_5cf2bad5750a18bc,rel_seed_5cf2bad5750a18bc,direct,TREATED_BY,ent_diseasecondition_c7baf8534e07,دوالي الخصية,DiseaseCondition,ent_treatment_f4382c9333bb,العلاج بالجراحة,Treatment,ahd5k_00261,العلاج بالجراحة,Surgical treatment is a standard intervention for varicocele.
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,0.537381,0.9,0.45,0.4,0.169842,0.0,0.2,ent_treatment_f4382c9333bb,العلاج بالجراحة,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_5cf2bad5750a18bc__inverse,rel_seed_5cf2bad5750a18bc,inverse,TREATS,ent_treatment_f4382c9333bb,العلاج بالجراحة,Treatment,ent_diseasecondition_c7baf8534e07,دوالي الخصية,DiseaseCondition,ahd5k_00261,العلاج بالجراحة,Surgical treatment is a standard intervention for varicocele.
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,0.433889,0.88,0.45,-0.2,0.329071,0.04,0.1,ent_diseasecondition_250910ab0701,حساسية الصدر,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_e4f1901524d0dd30,rel_seed_e4f1901524d0dd30,direct,DIAGNOSED_BY,ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,ent_test_433492431144,تحليل الحساسية,Test,ahd5k_04490,تحليل الحساسية explicitly mentioned as diagnostic tool for حساسية الصدر,Test directly linked to condition diagnosis in QA
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,0.423887,0.88,0.45,-0.2,0.295728,0.04,0.0,ent_diseasecondition_16cf4e77b755,التهاب,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_582350660fdefde2,rel_seed_582350660fdefde2,direct,DIAGNOSED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_test_f6ff9119ed14,تصوير الجهاز البولي,Test,ahd5k_00666,تصوير الجهاز البولي لتحديد سبب التهاب المثانة,Diagnostic imaging directly linked to inflammation diagnosis
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,0.420587,0.87,0.45,-0.2,0.295728,0.04,0.0,ent_symptom_59d5c1de0b88,الدم,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_f03eb900aed1136f,rel_seed_f03eb900aed1136f,direct,INVESTIGATED_BY,ent_symptom_59d5c1de0b88,الدم,Symptom,ent_test_f6ff9119ed14,تصوير الجهاز البولي,Test,ahd5k_00666,تصوير الجهاز البولي لتحديد مكان خروج الدم,Direct investigation of blood symptom through imaging
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,0.393889,0.88,0.45,-0.2,0.329071,0.0,0.1,ent_test_433492431144,تحليل الحساسية,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_e4f1901524d0dd30__inverse,rel_seed_e4f1901524d0dd30,inverse,DIAGNOSES,ent_test_433492431144,تحليل الحساسية,Test,ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,ahd5k_04490,تحليل الحساسية explicitly mentioned as diagnostic tool for حساسية الصدر,Test directly linked to condition diagnosis in QA
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,0.383887,0.88,0.45,-0.2,0.295728,0.0,0.0,ent_test_f6ff9119ed14,تصوير الجهاز البولي,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_582350660fdefde2__inverse,rel_seed_582350660fdefde2,inverse,DIAGNOSES,ent_test_f6ff9119ed14,تصوير الجهاز البولي,Test,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ahd5k_00666,تصوير الجهاز البولي لتحديد سبب التهاب المثانة,Diagnostic imaging directly linked to inflammation diagnosis
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,0.380587,0.87,0.45,-0.2,0.295728,0.0,0.0,ent_test_f6ff9119ed14,تصوير الجهاز البولي,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_f03eb900aed1136f__inverse,rel_seed_f03eb900aed1136f,inverse,INVESTIGATES,ent_test_f6ff9119ed14,تصوير الجهاز البولي,Test,ent_symptom_59d5c1de0b88,الدم,Symptom,ahd5k_00666,تصوير الجهاز البولي لتحديد مكان خروج الدم,Direct investigation of blood symptom through imaging
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,0.968845,0.92,1.0,1.0,0.662759,0.04,0.928571,ent_diseasecondition_adcc5a085807,الجلد المترهل,detected_exact,seed_entity_traversal,rel_seed_982decef15a095a6,rel_seed_982decef15a095a6,direct,TREATED_BY,ent_diseasecondition_adcc5a085807,الجلد المترهل,DiseaseCondition,ent_treatment_5b2a681074cf,الجراحة التجميلية,Treatment,ahd5k_01190,يمكن شده بممارسة الرياضة أو بالجراحة التجميلية,الجراحة التجميلية مذكورة صراحة كعلاج للجلد المترهل في السؤال والجواب
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,0.719397,0.85,0.45,1.0,0.197952,0.04,0.285714,ent_diseasecondition_380db6d92562,مرض السكري,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_b3536762c6f85e02,rel_seed_b3536762c6f85e02,direct,HAS_SYMPTOM,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,ent_symptom_724e59ded899,ضغط الدم,Symptom,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,0.496845,0.92,0.45,-0.2,0.662759,0.0,0.928571,ent_treatment_5b2a681074cf,الجراحة التجميلية,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_982decef15a095a6__inverse,rel_seed_982decef15a095a6,inverse,TREATS,ent_treatment_5b2a681074cf,الجراحة التجميلية,Treatment,ent_diseasecondition_adcc5a085807,الجلد المترهل,DiseaseCondition,ahd5k_01190,يمكن شده بممارسة الرياضة أو بالجراحة التجميلية,الجراحة التجميلية مذكورة صراحة كعلاج للجلد المترهل في السؤال والجواب
trial_query_088,كيف يمكن شد الجلد المترهل في منطقه البطن مع العلم ان الوزن مناسب؟,0.379397,0.85,0.45,-0.2,0.197952,0.0,0.285714,ent_symptom_724e59ded899,ضغط الدم,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_b3536762c6f85e02__inverse,rel_seed_b3536762c6f85e02,inverse,SYMPTOM_OF,ent_symptom_724e59ded899,ضغط الدم,Symptom,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.868522,0.85,1.0,1.0,0.435126,0.04,0.096774,ent_diseasecondition_4453ab65a84b,تضخم,detected_exact,seed_entity_traversal,rel_seed_7de18c9b149431b5,rel_seed_7de18c9b149431b5,direct,HAS_SYMPTOM,ent_diseasecondition_4453ab65a84b,تضخم,DiseaseCondition,ent_symptom_8d2e4253732b,تضخم في الارداف,Symptom,ahd5k_00647,تضخم في الارداف,"The symptom 'تضخم في الارداف' is a specific manifestation of the disease 'تضخم', directly supported by the QA evidence."
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.839675,0.88,1.0,1.0,0.429444,0.0,0.129032,ent_symptom_28acc791e82d,تعب,detected_exact,seed_entity_traversal,rel_seed_b17e2cb75449ca9f__inverse,rel_seed_b17e2cb75449ca9f,inverse,SYMPTOM_OF,ent_symptom_28acc791e82d,تعب,Symptom,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Fatigue explicitly mentioned as symptom of inflammation
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.747675,0.88,0.45,1.0,0.429444,0.04,0.129032,ent_diseasecondition_16cf4e77b755,التهاب,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_b17e2cb75449ca9f,rel_seed_b17e2cb75449ca9f,direct,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_28acc791e82d,تعب,Symptom,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Fatigue explicitly mentioned as symptom of inflammation
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.72864,0.89,0.45,1.0,0.259444,0.04,0.096774,ent_diseasecondition_16cf4e77b755,التهاب,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_4e0920fcda8ee854,rel_seed_4e0920fcda8ee854,direct,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Direct symptom linkage in inflammation context
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.722617,0.9,0.45,1.0,0.133366,0.04,0.193548,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_88d097a1450be644,rel_seed_88d097a1450be644,direct,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,ahd5k_00823,خفقان احيتنا,Direct symptom mentioned in hypertension context
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.716017,0.88,0.45,1.0,0.133366,0.04,0.193548,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_42222f50c14ea113,rel_seed_42222f50c14ea113,direct,HAS_SYMPTOM,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ahd5k_00823,ضيق تنفس,Direct symptom mentioned in hypertension context
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.696522,0.85,0.45,1.0,0.435126,0.0,0.096774,ent_symptom_8d2e4253732b,تضخم في الارداف,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_7de18c9b149431b5__inverse,rel_seed_7de18c9b149431b5,inverse,SYMPTOM_OF,ent_symptom_8d2e4253732b,تضخم في الارداف,Symptom,ent_diseasecondition_4453ab65a84b,تضخم,DiseaseCondition,ahd5k_00647,تضخم في الارداف,"The symptom 'تضخم في الارداف' is a specific manifestation of the disease 'تضخم', directly supported by the QA evidence."
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.68864,0.89,0.45,1.0,0.259444,0.0,0.096774,ent_symptom_7b839cc80688,ضيق تنفس,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_4e0920fcda8ee854__inverse,rel_seed_4e0920fcda8ee854,inverse,SYMPTOM_OF,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Direct symptom linkage in inflammation context
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.682617,0.9,0.45,1.0,0.133366,0.0,0.193548,ent_symptom_1f6a3892391d,خفقان القلب,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_88d097a1450be644__inverse,rel_seed_88d097a1450be644,inverse,SYMPTOM_OF,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ahd5k_00823,خفقان احيتنا,Direct symptom mentioned in hypertension context
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.676017,0.88,0.45,1.0,0.133366,0.0,0.193548,ent_symptom_7b839cc80688,ضيق تنفس,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_42222f50c14ea113__inverse,rel_seed_42222f50c14ea113,inverse,SYMPTOM_OF,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ahd5k_00823,ضيق تنفس,Direct symptom mentioned in hypertension context
trial_query_089,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80,0.451178,0.99,0.45,-0.2,0.123876,0.04,0.193548,supp_ent_mouth_fungus,فطريات الفم,semantic_qa_evidence,semantic_qa_relation_expansion,supp_rel_mouth_fungus_treated,supp_rel_mouth_fungus_treated,direct,TREATED_BY,supp_ent_mouth_fungus,فطريات الفم,DiseaseCondition,supp_ent_mouth_fungus_eval,مراجعة طبيب اختصاصي لتأكيد التشخيص,Treatment,ahd5k_00142,يوصي المصدر بالذهاب إلى طبيب اختصاصي لمعرفة التشخيص الحقيقي: هل هو فطريات أو نقص فيتامينات أو سبب آخر.,dataset-derived supplemental fact from ahd5k_00142
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.673929,0.85,1.0,0.4,0.393519,0.0,0.103448,ent_treatment_60ce765ad441,الطعام,detected_exact,seed_entity_traversal,rel_seed_f733b88e3626f3a2__inverse,rel_seed_f733b88e3626f3a2,inverse,TREATS,ent_treatment_60ce765ad441,الطعام,Treatment,ent_symptom_3600b8bcb53e,الجوع,Symptom,ahd5k_01128,الطعام,Direct evidence supports that 'الطعام' (food) treats 'الجوع' (hunger).
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.669577,0.9,0.45,0.4,0.538145,0.04,1.0,ent_diseasecondition_bd502372680c,شلل العصب السابع,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_e83e19ef634bddb1,rel_seed_e83e19ef634bddb1,direct,TREATED_BY,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_acb8b834aff2,الكورتيزونات,Treatment,ahd5k_01221,الكورتيزونات,Corticosteroids are standard treatment for Bell's Palsy.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.653077,0.85,0.45,0.4,0.538145,0.04,1.0,ent_diseasecondition_bd502372680c,شلل العصب السابع,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_11782988ba506d07,rel_seed_11782988ba506d07,direct,TREATED_BY,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_93132ac17089,مضادات الالتهاب,Treatment,ahd5k_01221,مضادات الالتهاب,Anti-inflammatory drugs are commonly used in Bell's Palsy management.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.653077,0.85,0.45,0.4,0.538145,0.04,1.0,ent_diseasecondition_bd502372680c,شلل العصب السابع,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_1cacccb2dca30ba0,rel_seed_1cacccb2dca30ba0,direct,TREATED_BY,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_afbe4f3ae93f,العلاج الطبيعي,Treatment,ahd5k_01221,العلاج الطبيعي,Physical therapy is a recommended treatment for Bell's Palsy.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.653077,0.85,0.45,0.4,0.538145,0.04,1.0,ent_diseasecondition_bd502372680c,شلل العصب السابع,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_4eab4bbd962f3990,rel_seed_4eab4bbd962f3990,direct,TREATED_BY,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_65d67800955e,مضادات الفيروسات,Treatment,ahd5k_01221,مضادات الفيروسات,Antiviral drugs are part of Bell's Palsy treatment protocols.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.636577,0.8,0.45,0.4,0.538145,0.04,1.0,ent_diseasecondition_bd502372680c,شلل العصب السابع,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_15dc9c6cd2bdc920,rel_seed_15dc9c6cd2bdc920,direct,TREATED_BY,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ent_treatment_e7f992c031a2,العلاج بالإبر الصينية,Treatment,ahd5k_01221,العلاج بالإبر الصينية,Acupuncture is mentioned as a treatment option for Bell's Palsy.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.629577,0.9,0.45,0.4,0.538145,0.0,1.0,ent_treatment_acb8b834aff2,الكورتيزونات,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_e83e19ef634bddb1__inverse,rel_seed_e83e19ef634bddb1,inverse,TREATS,ent_treatment_acb8b834aff2,الكورتيزونات,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ahd5k_01221,الكورتيزونات,Corticosteroids are standard treatment for Bell's Palsy.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.613077,0.85,0.45,0.4,0.538145,0.0,1.0,ent_treatment_93132ac17089,مضادات الالتهاب,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_11782988ba506d07__inverse,rel_seed_11782988ba506d07,inverse,TREATS,ent_treatment_93132ac17089,مضادات الالتهاب,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ahd5k_01221,مضادات الالتهاب,Anti-inflammatory drugs are commonly used in Bell's Palsy management.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.613077,0.85,0.45,0.4,0.538145,0.0,1.0,ent_treatment_afbe4f3ae93f,العلاج الطبيعي,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_1cacccb2dca30ba0__inverse,rel_seed_1cacccb2dca30ba0,inverse,TREATS,ent_treatment_afbe4f3ae93f,العلاج الطبيعي,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ahd5k_01221,العلاج الطبيعي,Physical therapy is a recommended treatment for Bell's Palsy.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.613077,0.85,0.45,0.4,0.538145,0.0,1.0,ent_treatment_65d67800955e,مضادات الفيروسات,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_4eab4bbd962f3990__inverse,rel_seed_4eab4bbd962f3990,inverse,TREATS,ent_treatment_65d67800955e,مضادات الفيروسات,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ahd5k_01221,مضادات الفيروسات,Antiviral drugs are part of Bell's Palsy treatment protocols.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.596577,0.8,0.45,0.4,0.538145,0.0,1.0,ent_treatment_e7f992c031a2,العلاج بالإبر الصينية,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_15dc9c6cd2bdc920__inverse,rel_seed_15dc9c6cd2bdc920,inverse,TREATS,ent_treatment_e7f992c031a2,العلاج بالإبر الصينية,Treatment,ent_diseasecondition_bd502372680c,شلل العصب السابع,DiseaseCondition,ahd5k_01221,العلاج بالإبر الصينية,Acupuncture is mentioned as a treatment option for Bell's Palsy.
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.581929,0.85,0.45,0.4,0.393519,0.04,0.103448,ent_symptom_3600b8bcb53e,الجوع,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_f733b88e3626f3a2,rel_seed_f733b88e3626f3a2,direct,TREATED_BY,ent_symptom_3600b8bcb53e,الجوع,Symptom,ent_treatment_60ce765ad441,الطعام,Treatment,ahd5k_01128,الطعام,Direct evidence supports that 'الطعام' (food) treats 'الجوع' (hunger).
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.56186,0.85,0.45,0.4,0.157313,0.04,0.241379,ent_diseasecondition_28abf8165f28,بيلة الميوغلوبين,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_00ef9afb72a2a73b,rel_seed_00ef9afb72a2a73b,direct,TREATED_BY,ent_diseasecondition_28abf8165f28,بيلة الميوغلوبين,DiseaseCondition,ent_treatment_b7e7fb09dd09,السوائل,Treatment,ahd5k_03468,العلاج الاهم هو السوائل للمحافظة على الكلى,QA explicitly states fluids are the primary treatment for myoglobinuria to protect kidneys
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.52186,0.85,0.45,0.4,0.157313,0.0,0.241379,ent_treatment_b7e7fb09dd09,السوائل,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_00ef9afb72a2a73b__inverse,rel_seed_00ef9afb72a2a73b,inverse,TREATS,ent_treatment_b7e7fb09dd09,السوائل,Treatment,ent_diseasecondition_28abf8165f28,بيلة الميوغلوبين,DiseaseCondition,ahd5k_03468,العلاج الاهم هو السوائل للمحافظة على الكلى,QA explicitly states fluids are the primary treatment for myoglobinuria to protect kidneys
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.411566,0.85,0.45,-0.2,0.13762,0.04,0.275862,ent_diseasecondition_16cf4e77b755,التهاب,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_e970be45ddb963ae,rel_seed_e970be45ddb963ae,direct,DIAGNOSED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_test_c4cfd2d6468c,اشعة,Test,ahd5k_00114,اجراء صورة اشعة عادية للحوض,X-ray directly used to diagnose inflammation
trial_query_090,اعاني منذ فترة خمس سنوات من اصابة العصب السابع وترك بعض الاثار علي منها عند الطعام تذرف عيني اليسرى بالدمع هل هناك علاج للعصب السابع بعد مضي هذه المدة الزمنه,0.371566,0.85,0.45,-0.2,0.13762,0.0,0.275862,ent_test_c4cfd2d6468c,اشعة,semantic_qa_evidence,semantic_qa_relation_expansion,rel_seed_e970be45ddb963ae__inverse,rel_seed_e970be45ddb963ae,inverse,DIAGNOSES,ent_test_c4cfd2d6468c,اشعة,Test,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ahd5k_00114,اجراء صورة اشعة عادية للحوض,X-ray directly used to diagnose inflammation
trial_query_091,تناولت مضاد حيووي زييثرون وانتج حساسيه شديده وتورم في المنطقة التناسليه وانا تعبانه جدا ما الحل ؟,0.939092,0.9,1.0,1.0,0.46188,0.04,0.944444,ent_diseasecondition_2f75d3dabe0b,حساسية,detected_exact,seed_entity_traversal,rel_seed_036615e69fe27f5a,rel_seed_036615e69fe27f5a,direct,TREATED_BY,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_f4b5c1573769,مضاد الهيستامين,Treatment,ahd5k_01231,استخدمي مضاد هيسامين وكورتيزون موضعي,Direct treatment recommendation for allergy
