query_id,query,context_rank,context_type,score,evidence_relevance,source_id,relation,evidence,qa_id,question,answer
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,9,graph_relation,0.67238,0.178571,rel_seed_0e8bcb10a29e6d54__inverse,تنميل SYMPTOM_OF فقر الدم,نقص فيتامين (ب12) يسبب انيميا وتنميل,ahd5k_00838,اشعر بتنميل من بداية النصف الاسفل من الجسم حتى اسفل القدم عند تحريك الرقبة الى اسفل و انا عندي انيميا هل لها علاقة,نعم ... نقص فيتامين (ب12) يسبب انيميا وتنميل
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,10,graph_relation,0.668451,0.071429,rel_seed_184239158a17a8bf,فقر الدم DIAGNOSED_BY تحاليل مخبرية,تحليل فقر الدم,ahd5k_00757,أنا حللت تحليل فقر الدم والنتائج كالآتي hp=11.6 وp.c.v=38% فهل لدي فقر دم؟ وما هي نسبة الدم الطبيعية؟ وشكرا,الهيموغلوبين في النساء بين 12 و15 وال PCV عند النساء هو 38%
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,11,graph_relation,0.654094,0.107143,rel_seed_5fa73ea7b6f6ff3f,فقر الدم DIAGNOSED_BY تحاليل مخبرية,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون,ahd5k_00696,السلام عليكم مولود جديد بعد التحاليل ظهر مع الانيميا الفوليه ما اسباب الانيميا الفوليه وكيفية تفاديها؟ وهل لها علاج وهل تذهب او تزول كل ما كبر الطفل؟ وهل لها مخاطر...,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون الذي يحمي خلايا الدم الحمراء من التلف بفعل الأكسدة وبالتالي التسبب في فقر الدم الانحلالي الغير مناعي وخاصة عند تناول المُصاب لكميات كبيرة من الفول أو التعرض لحبوب اللقاح الخاصة بالنبته المُثمرة للفول لا يمكن الوقاية من المرض لانه خلقي جيني
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,12,graph_relation,0.645847,1.0,rel_seed_a02e7796d4687bd7,نقص فيتامين د DIAGNOSED_BY فحص تحاليل مخبرية,فحص التحاليل المخبرية مرتبط بتشخيص نقص فيتامين د,ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,13,graph_relation,0.605847,1.0,rel_seed_c06b8520b4415b11__inverse,فحص تحاليل مخبرية DIAGNOSES فقر الدم,فحص التحاليل المخبرية مرتبط بتشخيص فقر الدم,ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,14,graph_relation,0.605847,1.0,rel_seed_a02e7796d4687bd7__inverse,فحص تحاليل مخبرية DIAGNOSES نقص فيتامين د,فحص التحاليل المخبرية مرتبط بتشخيص نقص فيتامين د,ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,15,graph_relation,0.605847,1.0,rel_seed_26332336a3521fcf__inverse,فحص تحاليل مخبرية DIAGNOSES نقص حديد,فحص التحاليل المخبرية مرتبط بتشخيص نقص حديد,ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,16,graph_relation,0.565721,0.214286,rel_seed_4f5d9b743f9efed8,انقطاع الطمث INVESTIGATED_BY الفحوصات المخبرية,الفحوصات المخبرية...جزء من التقيم,ahd5k_04611,اعاني من مشكلة انقطاع الطمث لمدة شهرين كل مرة اي غير منتظمة و عندما زرت اخصائي قال ان عندي مشكلة نقص هرمونات هل يمكن وصف علاج لهذه الحالة مع العلم...,التقيم بحاجة الى اخذ تاريخ مرضي واضح ومن ثم الفحص السريري واخيرا عمل الفحوصات المخبرية والصورالشعاعية ومن ثم العلاج
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,17,graph_relation,0.538811,0.178571,focus_rel_anemia_managed_by_iron_rich_food,فقر الدم MANAGED_BY أغذية غنية بالحديد والفولات وفيتامين ب12,يمكن دعم فقر الدم بنظام غذائي غني بعناصر مثل الحديد وحمض الفوليك وفيتامين ب-12، مع بقاء العلاج حسب نوع فقر الدم تحت إشراف الطبيب.,ahd5k_00594,السلام عليكم دكتور انا عندي فقر دم اي هي اغدية المفيدة الي؟,يحدث فقر الدم عندما لا يحتوي جسمك على ما يكفي من خلايا الدم الحمراء نتيجة فقدان الدم أو عدم القدرة على تكوين خلايا دم حمراء كافية. ويوجد العديد من أنوع فقر الدم منها الذي يكون بسبب نقص الحديد أو حمض الفوليك أو فيتامين ب-12 وغيرها. ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: الورقيات الخضراء: السبانخ/ الكرنب/ الهندباء/ الخبيزة. اللحوم والدواجن. كبدة الخروف. المأكولات البحرية: السردين/ التونا/ السلمون. عصير البرتقال المحصن. الحبوب المدعمة. بعض الحبوب: الفاصولياء/ الحمص/ فول الصويا/ البازلاء. بذور اليقطين/ الكاجو/ الفستق/ الصنوبر/ الجوز/ بذور عباد الشمس. تجنب تناول الأطعمة الغنية بالحديد مع الأطعمة أو المشروبات التي تمنع امتصاص الحديد مثل: القهوة أو الشاي /البيض/ الأطعمة الغنية بالكالسيوم مثل الحليب و الأجبان والبروكلي واللبن. تناول الأطعمة الغنية بالحديد مع الأطعمة الغنية بفيتامين ج (C) مثل: البرتقال /الطماطم /الفراولة لتحسين الامتصاص. تناول الأطعمة الغنية بالحديد مع الأطعمة التي تحتوي على بيتا كاروتين مثل المشمش والفلفل الأحمر والبنجر لتحسين الامتصاص. ومن الجدير بالذكر أن النظام الغذائي قد يمنع عملية ازدياد فقر الدم سوءاً وقد يعوض بعض النقص ولكن يجب أن يتم اتباع علاج دوائي معين حسب نوع فقر الدم الذي تعاني منه تحت إشراف الطبيب المختص. للمزيد: أهم عشرة أغذية لفقر الدم ابر الحديد اعراض فقر الدم فقر الدم وعلاجه المرجع: Best Diet Plan for Anemia
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,18,graph_relation,0.535447,1.0,focus_rel_iron_injections_determined_by_hb,إبر الحديد DOSE_DETERMINED_BY نسبة الهيموغلوبين ونوع علاج الحديد,تحديد طريقة وكمية علاج الحديد يعتمد على نسبة الهيموغلوبين ونوعية علاج الحديد.,ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,19,graph_relation,0.525721,0.214286,rel_seed_4f5d9b743f9efed8__inverse,الفحوصات المخبرية INVESTIGATES انقطاع الطمث,الفحوصات المخبرية...جزء من التقيم,ahd5k_04611,اعاني من مشكلة انقطاع الطمث لمدة شهرين كل مرة اي غير منتظمة و عندما زرت اخصائي قال ان عندي مشكلة نقص هرمونات هل يمكن وصف علاج لهذه الحالة مع العلم...,التقيم بحاجة الى اخذ تاريخ مرضي واضح ومن ثم الفحص السريري واخيرا عمل الفحوصات المخبرية والصورالشعاعية ومن ثم العلاج
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,20,graph_relation,0.464439,0.107143,supp_rel_mouth_fungus_treated,فطريات الفم TREATED_BY مراجعة طبيب اختصاصي لتأكيد التشخيص,يوصي المصدر بالذهاب إلى طبيب اختصاصي لمعرفة التشخيص الحقيقي: هل هو فطريات أو نقص فيتامينات أو سبب آخر.,ahd5k_00142,السلام عليكم .. أعاني ما يقارب السنتين من تعرجات ( فطريات ) واضحة في لساني من الجهة اليمنى واليسرى بجوار منطقة الطحن مما سببت لي إحراج أثناء حديثي مع الناس...,عليك بالذهاب الى طبيب اخصائي وليس الى مستةصف لمعرفة التشخيص الحقيقي هل هو فطريات او نقص فيتامبناتك او اي شرء آخر
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,21,graph_relation,0.442811,0.178571,focus_rel_iron_absorption_improved_by_vitamin_c,أغذية غنية بالحديد والفولات وفيتامين ب12 ABSORPTION_IMPROVED_BY أطعمة غنية بفيتامين ج,تناول الأطعمة الغنية بالحديد مع أطعمة غنية بفيتامين ج مثل البرتقال والطماطم والفراولة قد يحسن الامتصاص.,ahd5k_00594,السلام عليكم دكتور انا عندي فقر دم اي هي اغدية المفيدة الي؟,يحدث فقر الدم عندما لا يحتوي جسمك على ما يكفي من خلايا الدم الحمراء نتيجة فقدان الدم أو عدم القدرة على تكوين خلايا دم حمراء كافية. ويوجد العديد من أنوع فقر الدم منها الذي يكون بسبب نقص الحديد أو حمض الفوليك أو فيتامين ب-12 وغيرها. ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: الورقيات الخضراء: السبانخ/ الكرنب/ الهندباء/ الخبيزة. اللحوم والدواجن. كبدة الخروف. المأكولات البحرية: السردين/ التونا/ السلمون. عصير البرتقال المحصن. الحبوب المدعمة. بعض الحبوب: الفاصولياء/ الحمص/ فول الصويا/ البازلاء. بذور اليقطين/ الكاجو/ الفستق/ الصنوبر/ الجوز/ بذور عباد الشمس. تجنب تناول الأطعمة الغنية بالحديد مع الأطعمة أو المشروبات التي تمنع امتصاص الحديد مثل: القهوة أو الشاي /البيض/ الأطعمة الغنية بالكالسيوم مثل الحليب و الأجبان والبروكلي واللبن. تناول الأطعمة الغنية بالحديد مع الأطعمة الغنية بفيتامين ج (C) مثل: البرتقال /الطماطم /الفراولة لتحسين الامتصاص. تناول الأطعمة الغنية بالحديد مع الأطعمة التي تحتوي على بيتا كاروتين مثل المشمش والفلفل الأحمر والبنجر لتحسين الامتصاص. ومن الجدير بالذكر أن النظام الغذائي قد يمنع عملية ازدياد فقر الدم سوءاً وقد يعوض بعض النقص ولكن يجب أن يتم اتباع علاج دوائي معين حسب نوع فقر الدم الذي تعاني منه تحت إشراف الطبيب المختص. للمزيد: أهم عشرة أغذية لفقر الدم ابر الحديد اعراض فقر الدم فقر الدم وعلاجه المرجع: Best Diet Plan for Anemia
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,22,graph_relation,0.442811,0.178571,focus_rel_iron_absorption_reduced_by_tea_coffee,أغذية غنية بالحديد والفولات وفيتامين ب12 ABSORPTION_REDUCED_BY الشاي والقهوة والكالسيوم مع الحديد,ينصح بتجنب تناول الأطعمة الغنية بالحديد مع القهوة أو الشاي أو الأطعمة الغنية بالكالسيوم لأنها قد تمنع امتصاص الحديد.,ahd5k_00594,السلام عليكم دكتور انا عندي فقر دم اي هي اغدية المفيدة الي؟,يحدث فقر الدم عندما لا يحتوي جسمك على ما يكفي من خلايا الدم الحمراء نتيجة فقدان الدم أو عدم القدرة على تكوين خلايا دم حمراء كافية. ويوجد العديد من أنوع فقر الدم منها الذي يكون بسبب نقص الحديد أو حمض الفوليك أو فيتامين ب-12 وغيرها. ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: الورقيات الخضراء: السبانخ/ الكرنب/ الهندباء/ الخبيزة. اللحوم والدواجن. كبدة الخروف. المأكولات البحرية: السردين/ التونا/ السلمون. عصير البرتقال المحصن. الحبوب المدعمة. بعض الحبوب: الفاصولياء/ الحمص/ فول الصويا/ البازلاء. بذور اليقطين/ الكاجو/ الفستق/ الصنوبر/ الجوز/ بذور عباد الشمس. تجنب تناول الأطعمة الغنية بالحديد مع الأطعمة أو المشروبات التي تمنع امتصاص الحديد مثل: القهوة أو الشاي /البيض/ الأطعمة الغنية بالكالسيوم مثل الحليب و الأجبان والبروكلي واللبن. تناول الأطعمة الغنية بالحديد مع الأطعمة الغنية بفيتامين ج (C) مثل: البرتقال /الطماطم /الفراولة لتحسين الامتصاص. تناول الأطعمة الغنية بالحديد مع الأطعمة التي تحتوي على بيتا كاروتين مثل المشمش والفلفل الأحمر والبنجر لتحسين الامتصاص. ومن الجدير بالذكر أن النظام الغذائي قد يمنع عملية ازدياد فقر الدم سوءاً وقد يعوض بعض النقص ولكن يجب أن يتم اتباع علاج دوائي معين حسب نوع فقر الدم الذي تعاني منه تحت إشراف الطبيب المختص. للمزيد: أهم عشرة أغذية لفقر الدم ابر الحديد اعراض فقر الدم فقر الدم وعلاجه المرجع: Best Diet Plan for Anemia
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,23,semantic_qa,0.597895,1.0,qa::ahd5k_01162,,"Category: أمراض الدم (Blood)
Question: عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...
Answer: يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب",ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,24,semantic_evidence,0.464488,1.0,mention::men_llm_0000323,,"Evidence: نقص حديد
Entity: نقص حديد
Surface form: نقص حديد
Field: question
Relation context: فقر الدم DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فحص التحاليل المخبرية مرتبط بتشخيص فقر الدم | نقص فيتامين د DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فحص التحاليل المخبرية مرتبط بتشخيص نقص فيتامين د | نقص حديد DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فح",ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,25,semantic_evidence,0.313047,1.0,mention::men_llm_0000321,,"Evidence: فقر دم
Entity: فقر الدم
Surface form: فقر دم
Field: question
Relation context: فقر الدم DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فحص التحاليل المخبرية مرتبط بتشخيص فقر الدم | نقص فيتامين د DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فحص التحاليل المخبرية مرتبط بتشخيص نقص فيتامين د | نقص حديد DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فحص ال",ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,26,semantic_evidence,0.294733,0.142857,mention::men_llm_0000781,,"Evidence: نقص فيتامين
Entity: نقص فيتامين
Surface form: نقص فيتامين
Field: answer
Relation context: ",ahd5k_00142,السلام عليكم .. أعاني ما يقارب السنتين من تعرجات ( فطريات ) واضحة في لساني من الجهة اليمنى واليسرى بجوار منطقة الطحن مما سببت لي إحراج أثناء حديثي مع الناس...,عليك بالذهاب الى طبيب اخصائي وليس الى مستةصف لمعرفة التشخيص الحقيقي هل هو فطريات او نقص فيتامبناتك او اي شرء آخر
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,27,semantic_evidence,0.286161,0.071429,mention::men_llm_0000786,,"Evidence: نقص فيتامين
Entity: نقص فيتامين
Surface form: نقص فيتامين
Field: answer
Relation context: ",ahd5k_01874,قبل شهرين وخلال استحمامي احسست فجأه بدخول شيء غريب خلال اصابع لقدمين نحو ساقيي بسرعه وبأعداد كبيره تجري داخل جلدي (كالنمل) وصرخت مذعوره بعد رؤيتي شكل ساقي قد ازداد إنتفاخ...,تمت الاجابة على السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,28,semantic_evidence,0.284488,1.0,mention::men_llm_0000322,,"Evidence: نقص فيتامين د
Entity: نقص فيتامين د
Surface form: نقص فيتامين د
Field: question
Relation context: فقر الدم DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فحص التحاليل المخبرية مرتبط بتشخيص فقر الدم | نقص فيتامين د DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فحص التحاليل المخبرية مرتبط بتشخيص نقص فيتامين د | نقص حديد DIAGNOSED_BY فحص تحاليل مخبري",ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,29,semantic_evidence,0.284488,1.0,mention::men_llm_0000328,,"Evidence: تحاليل مخبرية
Entity: فحص تحاليل مخبرية
Surface form: تحاليل مخبرية
Field: answer
Relation context: فقر الدم DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فحص التحاليل المخبرية مرتبط بتشخيص فقر الدم | نقص فيتامين د DIAGNOSED_BY فحص تحاليل مخبرية. Evidence: فحص التحاليل المخبرية مرتبط بتشخيص نقص فيتامين د | نقص حديد DIAGNOSED_BY فحص تحاليل مخب",ahd5k_01162,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق مع التحليل المرسل مع السؤال
trial_query_086,عندي فقر دم وعملت التحاليل عندي نقص فيتامين دال ونقص حديد وصف لي الدكتور 20 ابرة حديد لمدة شهر هل اخذ هالكمية بهذه المدة آمن أم مضر للجسم ؟ وما...,30,semantic_evidence,0.250292,0.071429,mention::men_llm_0000110,,"Evidence: عليك بالذاء الصحي المتوازن و تناول الفيتامينات و عمل فحص للكشف اذا كان هناك فقر دم او لا
Entity: فقر دم
Surface form: فقر دم
Field: answer
Relation context: ",ahd5k_01178,شعري لا يطول فحتي عندما اقصه يعود الي طوله قبل القص ولا يزيد عنه وانا ايضا قصيرة فمادا افعل حتي يطول شعري كما انه جاف ومتقصف ويتساقط بكترة ومجعد قليلا...,عليك بالذاء الصحي المتوازن و تناول الفيتامينات و عمل فحص للكشف اذا كان هناك فقر دم او لا
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,1,graph_relation,0.747089,0.1,rel_seed_bae062ec77d09618,حساسية الصدر HAS_SYMPTOM سعال,حساسية الصدر and سعال co-occur with explicit symptom-pathology link,ahd5k_04490,انا عندي قضيبي صغير هل هذه بسبب متعلق بهرمون الذكوره علما انا عمري 17 ويوجد شعر على الارجل والابط ولايوجد على الشارب وبدي اعرف اذا كان السبب متعلق بلهرمون كيفيه...,يجب اجراء الفحص السريري و الفحوصات المخبرية لتحديد السبب ثم العلاج
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,2,graph_relation,0.730487,0.0,rel_seed_cc52f0a3c44e4c1e,التهاب HAS_SYMPTOM الدم,التهاب في المثانة أو الإحليل يسبب خروج الدم,ahd5k_00666,انا عندي مشكله عندما انتهي من التبول يخرج في اخر البول دم؟,خروج الدم يعني وجود جرح في المثانة أو الإحليل. ويمكن آن يكون هذا ناتجاً عن وجود جرح ينزل منه الدم، حصوة في المثانة أو الإحليل؟ يمكمنك تصوير الجهاز البولي بصورة ملونر أي في بي لتحديد السبب والمكان، وبعدها يتحدد العلاج؟سلامتك
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,3,graph_relation,0.707089,0.1,rel_seed_bae062ec77d09618__inverse,سعال SYMPTOM_OF حساسية الصدر,حساسية الصدر and سعال co-occur with explicit symptom-pathology link,ahd5k_04490,انا عندي قضيبي صغير هل هذه بسبب متعلق بهرمون الذكوره علما انا عمري 17 ويوجد شعر على الارجل والابط ولايوجد على الشارب وبدي اعرف اذا كان السبب متعلق بلهرمون كيفيه...,يجب اجراء الفحص السريري و الفحوصات المخبرية لتحديد السبب ثم العلاج
trial_query_087,أود معرفة ما أسباب تدلي المستقيم؟وطرق العلاج؟,4,graph_relation,0.690487,0.0,rel_seed_cc52f0a3c44e4c1e__inverse,الدم SYMPTOM_OF التهاب,التهاب في المثانة أو الإحليل يسبب خروج الدم,ahd5k_00666,انا عندي مشكله عندما انتهي من التبول يخرج في اخر البول دم؟,خروج الدم يعني وجود جرح في المثانة أو الإحليل. ويمكن آن يكون هذا ناتجاً عن وجود جرح ينزل منه الدم، حصوة في المثانة أو الإحليل؟ يمكمنك تصوير الجهاز البولي بصورة ملونر أي في بي لتحديد السبب والمكان، وبعدها يتحدد العلاج؟سلامتك
