doc_id,doc_type,source_id,entity_id,qa_id,title,embedding_text
mention::men_llm_0000142,evidence,men_llm_0000142,ent_diseasecondition_ca9304cd0dde,ahd5k_01181,القولون العصبي,"Evidence: القولون العصبي
Entity: القولون العصبي
Surface form: القولون العصبي
Field: answer
Relation context: "
mention::men_llm_0000143,evidence,men_llm_0000143,ent_diseasecondition_ca9304cd0dde,ahd5k_04566,القولون العصبي,"Evidence: القولون العصبي
Entity: القولون العصبي
Surface form: القولون العصبي
Field: answer
Relation context: "
mention::men_llm_0000144,evidence,men_llm_0000144,ent_diseasecondition_017a6d080eff,ahd5k_01181,القولون,"Evidence: القولون
Entity: القولون
Surface form: القولون
Field: question
Relation context: "
mention::men_llm_0000145,evidence,men_llm_0000145,ent_diseasecondition_017a6d080eff,ahd5k_04566,القولون,"Evidence: القولون
Entity: القولون
Surface form: القولون
Field: question
Relation context: "
mention::men_llm_0000146,evidence,men_llm_0000146,ent_diseasecondition_16cf4e77b755,ahd5k_03068,التهاب,"Evidence: التهابات المهبل
Entity: التهاب
Surface form: التهاب الرحم
Field: answer
Relation context: حساسية DIAGNOSED_BY تحاليل مخبرية. Evidence: تحليل الحساسية"
mention::men_llm_0000147,evidence,men_llm_0000147,ent_diseasecondition_16cf4e77b755,ahd5k_03068,التهاب,"Evidence: التهابات المهبل
Entity: التهاب
Surface form: التهاب المهبل
Field: answer
Relation context: حساسية DIAGNOSED_BY تحاليل مخبرية. Evidence: تحليل الحساسية"
mention::men_llm_0000148,evidence,men_llm_0000148,ent_diseasecondition_2f75d3dabe0b,ahd5k_03068,حساسية,"Evidence: حساسية جلديه
Entity: حساسية
Surface form: حساسية جلديه
Field: question
Relation context: حساسية DIAGNOSED_BY تحاليل مخبرية. Evidence: تحليل الحساسية"
mention::men_llm_0000149,evidence,men_llm_0000149,ent_test_dd68aa784555,ahd5k_03068,تحاليل مخبرية,"Evidence: تحليل الحساسية
Entity: تحاليل مخبرية
Surface form: تحليل الحساسية
Field: answer
Relation context: حساسية DIAGNOSED_BY تحاليل مخبرية. Evidence: تحليل الحساسية"
mention::men_llm_0000150,evidence,men_llm_0000150,ent_diseasecondition_380db6d92562,ahd5k_03068,مرض السكري,"Evidence: مرض السكري
Entity: مرض السكري
Surface form: السكري
Field: answer
Relation context: حساسية DIAGNOSED_BY تحاليل مخبرية. Evidence: تحليل الحساسية"
mention::men_llm_0000151,evidence,men_llm_0000151,ent_diseasecondition_380db6d92562,ahd5k_03284,مرض السكري,"Evidence: مرض السكري المتظور
Entity: مرض السكري
Surface form: مرض السكري المتظور
Field: answer
Relation context: "
mention::men_llm_0000152,evidence,men_llm_0000152,ent_diseasecondition_7a635a09206f,ahd5k_03284,الورم الدماغي,"Evidence: الورم الدماغي
Entity: الورم الدماغي
Surface form: الورم الدماغي
Field: question
Relation context: "
mention::men_llm_0000153,evidence,men_llm_0000153,ent_diseasecondition_3a46ea69fd7e,ahd5k_03284,التهاب العصي البصري,"Evidence: التهاب العصي البصري
Entity: التهاب العصي البصري
Surface form: التهاب العصي البصري
Field: answer
Relation context: "
mention::men_llm_0000154,evidence,men_llm_0000154,ent_diseasecondition_048de7f33784,ahd5k_02207,سرطان المستقيم,"Evidence: سرطان المستقيم هو سرطان الجزء الاخير من القولون.
Entity: سرطان المستقيم
Surface form: سرطان المستقيم
Field: answer
Relation context: "
mention::men_llm_0000155,evidence,men_llm_0000155,ent_diseasecondition_0643ed72d249,ahd5k_02207,سرطان القولون,"Evidence: سرطان المستقيم هو سرطان الجزء الاخير من القولون.
Entity: سرطان القولون
Surface form: سرطان القولون
Field: answer
Relation context: "
mention::men_llm_0000156,evidence,men_llm_0000156,ent_symptom_018ebc11f6df,ahd5k_00348,حمى,"Evidence: ترتفع درجة حرارة الجسم عندما ترتبط البيروجينات بمنطقة تحت المهاد، أهمها إنترلوكين 1 (IL-1)
Entity: حمى
Surface form: حمى
Field: answer
Relation context: "
mention::men_llm_0000157,evidence,men_llm_0000157,ent_diseasecondition_7f3c581aaa3e,ahd5k_00348,ارتكاريا,"Evidence: ترتفع درجة حرارة الجسم عندما ترتبط البيروجينات بمنطقة تحت المهاد، أهمها إنترلوكين 1 (IL-1)
Entity: ارتكاريا
Surface form: ارتكاريا
Field: answer
Relation context: "
mention::men_llm_0000158,evidence,men_llm_0000158,ent_test_c4cfd2d6468c,ahd5k_04934,أشعة,"Evidence: صورة أمامية خلفية وصورة أخرى جانبية
Entity: أشعة
Surface form: أشعة
Field: answer
Relation context: "
mention::men_llm_0000159,evidence,men_llm_0000159,ent_diseasecondition_94a9a87f1248,ahd5k_00088,انفراص,"Evidence: انقراص غير مسبب لضغط على الجذور العصبية
Entity: انفراص
Surface form: انفراص بالفاصل العجزي القطني
Field: answer
Relation context: "
mention::men_llm_0000160,evidence,men_llm_0000160,ent_diseasecondition_bcda4485dd1d,ahd5k_00088,انقراص,"Evidence: انقراص غير مسبب لضغط على الجذور العصبية
Entity: انقراص
Surface form: انقراص
Field: answer
Relation context: "
mention::men_llm_0000161,evidence,men_llm_0000161,ent_treatment_25ad5edaca54,ahd5k_01924,حبوب مغنيسيوم,"Evidence: استعمال حبوب مغنيسيوم او كي حبة يوميا
Entity: حبوب مغنيسيوم
Surface form: حبوب مغنيسيوم
Field: answer
Relation context: "
mention::men_llm_0000162,evidence,men_llm_0000162,ent_treatment_06c0f51bf3d5,ahd5k_01924,كي حبة,"Evidence: استعمال حبوب مغنيسيوم او كي حبة يوميا
Entity: كي حبة
Surface form: كي حبة
Field: answer
Relation context: "
mention::men_llm_0000163,evidence,men_llm_0000163,ent_treatment_f11b22153e4b,ahd5k_01924,نصف حبة,"Evidence: اضافة نصف حبة لازكس يوميا قبل موعد الدورة باسبوع
Entity: نصف حبة
Surface form: نصف حبة
Field: answer
Relation context: "
mention::men_llm_0000164,evidence,men_llm_0000164,ent_treatment_1ea61807a7b3,ahd5k_03085,لوسنتيس,"Evidence: استعمال ادويه من اجل تخفيف مشاكل الاوعيه الدمويه في الشبكيه مثل ادويه بيفاسيزوماب(افاستين) ورانيبيزوماب (لوسنتيس)
Entity: لوسنتيس
Surface form: لوسنتيس
Field: answer
Relation context: "
mention::men_llm_0000165,evidence,men_llm_0000165,ent_treatment_cfd58ff106a6,ahd5k_03085,افاستين,"Evidence: استعمال ادويه من اجل تخفيف مشاكل الاوعيه الدمويه في الشبكيه مثل ادويه بيفاسيزوماب(افاستين) ورانيبيزوماب (لوسنتيس)
Entity: افاستين
Surface form: افاستين
Field: answer
Relation context: "
mention::men_llm_0000166,evidence,men_llm_0000166,ent_treatment_5ea001fbe018,ahd5k_03085,بيفاسيزوماب,"Evidence: استعمال ادويه من اجل تخفيف مشاكل الاوعيه الدمويه في الشبكيه مثل ادويه بيفاسيزوماب(افاستين) ورانيبيزوماب (لوسنتيس)
Entity: بيفاسيزوماب
Surface form: بيفاسيزوماب
Field: answer
Relation context: "
mention::men_llm_0000167,evidence,men_llm_0000167,ent_treatment_b333a867faf6,ahd5k_03085,الأسبرين,"Evidence: استعمال بعض الادويه اللاستيروييديه المضاده للالتهاب مثل الاسبرين والبروفين
Entity: الأسبرين
Surface form: اسبرين
Field: answer
Relation context: "
mention::men_llm_0000168,evidence,men_llm_0000168,ent_treatment_8b9727a6ed45,ahd5k_03085,بروفين,"Evidence: استعمال بعض الادويه اللاستيروييديه المضاده للالتهاب مثل الاسبرين والبروفين
Entity: بروفين
Surface form: بروفين
Field: answer
Relation context: "
mention::men_llm_0000169,evidence,men_llm_0000169,ent_diseasecondition_c7baf8534e07,ahd5k_00261,دوالي الخصية,"Evidence: دوالي الخصية
Entity: دوالي الخصية
Surface form: دوالي الخصية
Field: answer
Relation context: دوالي الخصية TREATED_BY العلاج بالجراحة. Evidence: العلاج بالجراحة"
mention::men_llm_0000170,evidence,men_llm_0000170,ent_diseasecondition_bd502372680c,ahd5k_01221,شلل العصب السابع,"Evidence: شلل العصب السابع
Entity: شلل العصب السابع
Surface form: شلل العصب السابع
Field: answer
Relation context: شلل العصب السابع TREATED_BY مضادات الالتهاب. Evidence: مضادات الالتهاب | شلل العصب السابع TREATED_BY العلاج الطبيعي. Evidence: العلاج الطبيعي | شلل العصب السابع TREATED_BY العلاج بالإبر الصينية. Evidence: العلاج بالإبر الصينية | شلل العصب السابع TREATED_BY مضادات الفيروسات. Evidence: مضادات الفيروسات | شلل العصب السابع TREATED_BY الكورتيزونات. Evidence: الكورتيزونات"
mention::men_llm_0000171,evidence,men_llm_0000171,ent_treatment_93132ac17089,ahd5k_01221,مضادات الالتهاب,"Evidence: مضادات الالتهاب
Entity: مضادات الالتهاب
Surface form: مضادات الالتهاب
Field: answer
Relation context: شلل العصب السابع TREATED_BY مضادات الالتهاب. Evidence: مضادات الالتهاب | شلل العصب السابع TREATED_BY العلاج الطبيعي. Evidence: العلاج الطبيعي | شلل العصب السابع TREATED_BY العلاج بالإبر الصينية. Evidence: العلاج بالإبر الصينية | شلل العصب السابع TREATED_BY مضادات الفيروسات. Evidence: مضادات الفيروسات | شلل العصب السابع TREATED_BY الكورتيزونات. Evidence: الكورتيزونات"
mention::men_llm_0000172,evidence,men_llm_0000172,ent_treatment_afbe4f3ae93f,ahd5k_01221,العلاج الطبيعي,"Evidence: العلاج الطبيعي
Entity: العلاج الطبيعي
Surface form: العلاج الطبيعي
Field: answer
Relation context: شلل العصب السابع TREATED_BY مضادات الالتهاب. Evidence: مضادات الالتهاب | شلل العصب السابع TREATED_BY العلاج الطبيعي. Evidence: العلاج الطبيعي | شلل العصب السابع TREATED_BY العلاج بالإبر الصينية. Evidence: العلاج بالإبر الصينية | شلل العصب السابع TREATED_BY مضادات الفيروسات. Evidence: مضادات الفيروسات | شلل العصب السابع TREATED_BY الكورتيزونات. Evidence: الكورتيزونات"
mention::men_llm_0000173,evidence,men_llm_0000173,ent_treatment_e7f992c031a2,ahd5k_01221,العلاج بالإبر الصينية,"Evidence: العلاج بالإبر الصينية
Entity: العلاج بالإبر الصينية
Surface form: العلاج بالإبر الصينية
Field: answer
Relation context: شلل العصب السابع TREATED_BY مضادات الالتهاب. Evidence: مضادات الالتهاب | شلل العصب السابع TREATED_BY العلاج الطبيعي. Evidence: العلاج الطبيعي | شلل العصب السابع TREATED_BY العلاج بالإبر الصينية. Evidence: العلاج بالإبر الصينية | شلل العصب السابع TREATED_BY مضادات الفيروسات. Evidence: مضادات الفيروسات | شلل العصب السابع TREATED_BY الكورتيزونات. Evidence: الكورتيزونات"
mention::men_llm_0000174,evidence,men_llm_0000174,ent_treatment_65d67800955e,ahd5k_01221,مضادات الفيروسات,"Evidence: مضادات الفيروسات
Entity: مضادات الفيروسات
Surface form: مضادات الفيروسات
Field: answer
Relation context: شلل العصب السابع TREATED_BY مضادات الالتهاب. Evidence: مضادات الالتهاب | شلل العصب السابع TREATED_BY العلاج الطبيعي. Evidence: العلاج الطبيعي | شلل العصب السابع TREATED_BY العلاج بالإبر الصينية. Evidence: العلاج بالإبر الصينية | شلل العصب السابع TREATED_BY مضادات الفيروسات. Evidence: مضادات الفيروسات | شلل العصب السابع TREATED_BY الكورتيزونات. Evidence: الكورتيزونات"
mention::men_llm_0000175,evidence,men_llm_0000175,ent_treatment_acb8b834aff2,ahd5k_01221,الكورتيزونات,"Evidence: الكورتيزونات
Entity: الكورتيزونات
Surface form: الكورتيزونات
Field: answer
Relation context: شلل العصب السابع TREATED_BY مضادات الالتهاب. Evidence: مضادات الالتهاب | شلل العصب السابع TREATED_BY العلاج الطبيعي. Evidence: العلاج الطبيعي | شلل العصب السابع TREATED_BY العلاج بالإبر الصينية. Evidence: العلاج بالإبر الصينية | شلل العصب السابع TREATED_BY مضادات الفيروسات. Evidence: مضادات الفيروسات | شلل العصب السابع TREATED_BY الكورتيزونات. Evidence: الكورتيزونات"
mention::men_llm_0000176,evidence,men_llm_0000176,ent_treatment_2622a2a540cb,ahd5k_02313,الاستئصال الجراحي,"Evidence: الاستئصال الجراحي
Entity: الاستئصال الجراحي
Surface form: الاستئصال الجراحي
Field: answer
Relation context: "
mention::men_llm_0000177,evidence,men_llm_0000177,ent_treatment_f4382c9333bb,ahd5k_00261,العلاج بالجراحة,"Evidence: العلاج بالجراحة
Entity: العلاج بالجراحة
Surface form: العلاج بالجراحة
Field: answer
Relation context: دوالي الخصية TREATED_BY العلاج بالجراحة. Evidence: العلاج بالجراحة"
mention::men_llm_0000178,evidence,men_llm_0000178,ent_diseasecondition_16cf4e77b755,ahd5k_02587,التهاب,"Evidence: يحصل الاختناق نتيجة عدم وصول الاوكسجين الى الرئتين وتكاثرغاز ثاني اكسيد الكربون او غيره من الغازات غير الصالحة للتنفس فيتخدر الجهاز العصبي ويفسد الدم ويتعرض المصاب الى الارتخاء ثم الى الغيبوبة ثم الموت.ويحدث ذلك في حالات الصعقة الكهربائية والغرق وغيرهما من الحالات التي تسبب قلة استنشاق الأكسجين وتراكم الغازات غير الصالحة . للتنفس ويعم ذلك الدم في جميع اجزاء الجسم فيظهر إزرقاق الشفاه والانف والاذن والاصابع.،وعند الموت يتجمع الدم في الأجزاء السفلية من الجسم القريبة من الأرض، وبعد ساعتين تظهر البقع الزرقاء على الظهرفعل تجمع الدم --الذي يكون فقيرا بالكسجين وغنيا بثاني أكسيد الكربون--وإذا كانت الأصابع في وضعية أخفض من الجسم فيتراكم فيها هذا الدم فتبدو زرقاء اللون
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000179,evidence,men_llm_0000179,ent_diseasecondition_e33658f424f6,ahd5k_04031,ملازمة داون,"Evidence: دراسات أخيرة وجد أن متوسط أعمار مرضى ملازمة داون قد ارتفع إلى حوالي ٤٨ سنة
Entity: ملازمة داون
Surface form: ملازمة داون
Field: answer
Relation context: "
mention::men_llm_0000180,evidence,men_llm_0000180,ent_diseasecondition_16cf4e77b755,ahd5k_04190,التهاب,"Evidence: هذه الطبقة هي نوع من التسوس
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000181,evidence,men_llm_0000181,ent_diseasecondition_30c063bfe92d,ahd5k_04190,التسوس,"Evidence: هذه الطبقة هي نوع من التسوس
Entity: التسوس
Surface form: التسوس
Field: answer
Relation context: "
mention::men_llm_0000182,evidence,men_llm_0000182,ent_treatment_3142ddcc1955,ahd5k_04451,الفياغرا,"Evidence: يمكنك استشارة الطبيب لتناول الفياغرا
Entity: الفياغرا
Surface form: الفياغرا
Field: answer
Relation context: "
mention::men_llm_0000183,evidence,men_llm_0000183,ent_test_5b6be44fb944,ahd5k_04576,بزل الصدر,"Evidence: بزل الصدر (المعروف أيضا باسم تفجير الصدر) هو إجراء لإزالة سائل أو هواء من غشاء الجنب لأغراض تشخيصية أو علاجية
Entity: بزل الصدر
Surface form: بزل الصدر
Field: answer
Relation context: "
mention::men_llm_0000184,evidence,men_llm_0000184,ent_diseasecondition_987cc3cc606f,ahd5k_04679,علم التشريح,"Evidence: لقد حظي التشريح في عمل القاموس بنصيب الأسد
Entity: علم التشريح
Surface form: علم التشريح
Field: answer
Relation context: "
mention::men_llm_0000185,evidence,men_llm_0000185,ent_test_d990d9189fc6,ahd5k_01578,الجلوكوز,"Evidence: الجلوكوز هو نوع من انواع السكر يدخل في تركيب الكثير من البروتينات والدهون في الخلايا
Entity: الجلوكوز
Surface form: الجلوكوز
Field: answer
Relation context: التهاب HAS_SYMPTOM اختلال وظائف الكبد. Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"
mention::men_llm_0000186,evidence,men_llm_0000186,ent_test_d990d9189fc6,ahd5k_01578,الجلوكوز,"Evidence: الجلوكوز ويسمى ايضا سكر العنب اوسكر الذرة
Entity: الجلوكوز
Surface form: سكر العنب
Field: answer
Relation context: التهاب HAS_SYMPTOM اختلال وظائف الكبد. Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"
mention::men_llm_0000187,evidence,men_llm_0000187,ent_diseasecondition_46faf93722a3,ahd5k_01578,الفركتوز,"Evidence: الفركتوز هو نوع اخر من السكر يكون مكونا لجدار الخلايا
Entity: الفركتوز
Surface form: الفركتوز
Field: answer
Relation context: التهاب HAS_SYMPTOM اختلال وظائف الكبد. Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"
mention::men_llm_0000188,evidence,men_llm_0000188,ent_diseasecondition_46faf93722a3,ahd5k_01578,الفركتوز,"Evidence: الجلوكوز ويسمى ايضا سكر العنب اوسكر الذرة
Entity: الفركتوز
Surface form: سكر الذرة
Field: answer
Relation context: التهاب HAS_SYMPTOM اختلال وظائف الكبد. Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"
mention::men_llm_0000189,evidence,men_llm_0000189,ent_diseasecondition_8e104f8ce212,ahd5k_01578,الجالكتوز,"Evidence: الجلاكتوز هو نوع من انواع السكر يدخل في تركيب الكثير من البروتينات والدهون في الخلايا
Entity: الجالكتوز
Surface form: الجالكتوز
Field: answer
Relation context: التهاب HAS_SYMPTOM اختلال وظائف الكبد. Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"
mention::men_llm_0000190,evidence,men_llm_0000190,ent_diseasecondition_16cf4e77b755,ahd5k_01578,التهاب,"Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: التهاب HAS_SYMPTOM اختلال وظائف الكبد. Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"
mention::men_llm_0000191,evidence,men_llm_0000191,ent_symptom_5a4646c01c0e,ahd5k_01578,اختلال وظائف الكبد,"Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى
Entity: اختلال وظائف الكبد
Surface form: اختلال وظائف الكبد
Field: answer
Relation context: التهاب HAS_SYMPTOM اختلال وظائف الكبد. Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"
mention::men_llm_0000192,evidence,men_llm_0000192,ent_test_d990d9189fc6,ahd5k_01578,الجلوكوز,"Evidence: اذا تم اضافه الجلوكوز له برابطه ثناييه ينج عندنا سكر اللاكتوز
Entity: الجلوكوز
Surface form: الجلوكوز
Field: answer
Relation context: التهاب HAS_SYMPTOM اختلال وظائف الكبد. Evidence: التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"
mention::men_llm_0000193,evidence,men_llm_0000193,ent_diseasecondition_28abf8165f28,ahd5k_03468,بيلة الميوغلوبين,"Evidence: مرض بيلة الميوغلوبين ارجو ايفادي به
Entity: بيلة الميوغلوبين
Surface form: مرض بيلة الميوغلوبين
Field: question
Relation context: بيلة الميوغلوبين TREATED_BY السوائل. Evidence: العلاج الاهم هو السوائل للمحافظة على الكلى"
mention::men_llm_0000194,evidence,men_llm_0000194,ent_diseasecondition_28abf8165f28,ahd5k_03468,بيلة الميوغلوبين,"Evidence: العلاج الاهم هو السوائل للمحافظة على الكلى
Entity: بيلة الميوغلوبين
Surface form: بيلة الميوغلوبين
Field: answer
Relation context: بيلة الميوغلوبين TREATED_BY السوائل. Evidence: العلاج الاهم هو السوائل للمحافظة على الكلى"
mention::men_llm_0000195,evidence,men_llm_0000195,ent_treatment_b7e7fb09dd09,ahd5k_03468,السوائل,"Evidence: العلاج الاهم هو السوائل للمحافظة على الكلى
Entity: السوائل
Surface form: السوائل
Field: answer
Relation context: بيلة الميوغلوبين TREATED_BY السوائل. Evidence: العلاج الاهم هو السوائل للمحافظة على الكلى"
mention::men_llm_0000196,evidence,men_llm_0000196,ent_diseasecondition_6fc3f18427fb,ahd5k_04866,الصدمة الكهربائية,"Evidence: الصدمه الكهرباييه وتتجلي بالضرر الذى يصيب انسجة الجسم نتيجة تأثير التيار او القوس الكهربائى
Entity: الصدمة الكهربائية
Surface form: الصدمه الكهرباييه
Field: answer
Relation context: الصدمة الكهربائية TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب | الحروق TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب"
mention::men_llm_0000197,evidence,men_llm_0000197,ent_diseasecondition_5dcc30c3edc8,ahd5k_04866,الحروق,"Evidence: الحروق الكهربائية وهى اكثر انواع الصدمات الكهربائية انتشارا
Entity: الحروق
Surface form: الحروق
Field: answer
Relation context: الصدمة الكهربائية TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب | الحروق TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب"
mention::men_llm_0000198,evidence,men_llm_0000198,ent_diseasecondition_16cf4e77b755,ahd5k_04866,التهاب,"Evidence: احتراق الجلد من قبل ذرات المعدن المنصهر والمتطاير عند القوس الكهربائى
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: الصدمة الكهربائية TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب | الحروق TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب"
mention::men_llm_0000199,evidence,men_llm_0000199,ent_treatment_328642ab84d2,ahd5k_04866,النواقل,"Evidence: توضع النواقل فى داره قصر للحصول علي نفس النتيجه
Entity: النواقل
Surface form: النواقل
Field: answer
Relation context: الصدمة الكهربائية TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب | الحروق TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب"
mention::men_llm_0000200,evidence,men_llm_0000200,ent_treatment_3c3b0b18ce4a,ahd5k_04866,الادوات,"Evidence: يستعمل الادوات التي لها مقابض عازلة
Entity: الادوات
Surface form: الادوات
Field: answer
Relation context: الصدمة الكهربائية TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب | الحروق TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب"
mention::men_llm_0000201,evidence,men_llm_0000201,ent_treatment_450cbdcb87da,ahd5k_04866,الطبيب,"Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب
Entity: الطبيب
Surface form: الطبيب
Field: answer
Relation context: الصدمة الكهربائية TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب | الحروق TREATED_BY الطبيب. Evidence: يستدعي الطبيب او المسعف للتعامل مع المصاب"
mention::men_llm_0000202,evidence,men_llm_0000202,ent_diseasecondition_884ee2807f70,ahd5k_00679,بروثرومبين,"Evidence: بروثرومبين في الدم
Entity: بروثرومبين
Surface form: بروثرومبين
Field: answer
Relation context: "
mention::men_llm_0000203,evidence,men_llm_0000203,ent_test_dd68aa784555,ahd5k_00679,تحاليل مخبرية,"Evidence: تحليل مخبري
Entity: تحاليل مخبرية
Surface form: تحليل مخبري
Field: answer
Relation context: "
mention::men_llm_0000204,evidence,men_llm_0000204,ent_symptom_018ebc11f6df,ahd5k_00679,حمى,"Evidence: بمعلوية زمن البروثرومبين كيف يمكن حساب تركيز البروثرومبين؟
Entity: حمى
Surface form: حمى
Field: question
Relation context: "
mention::men_llm_0000205,evidence,men_llm_0000205,ent_diseasecondition_0c001085703e,ahd5k_01930,الورم النقوي المتعدد,"Evidence: ورم نقوي متعدد multiple myeloma
Entity: الورم النقوي المتعدد
Surface form: الورم النقوي المتعدد
Field: answer
Relation context: الورم النقوي المتعدد DIAGNOSED_BY تحليل. Evidence: تحليل لبروتينات الدم | متلازمة فالدنستروم DIAGNOSED_BY تحليل. Evidence: تحليل لبروتينات الدم"
mention::men_llm_0000206,evidence,men_llm_0000206,ent_diseasecondition_4b1ef800ffb3,ahd5k_01930,متلازمة فالدنستروم,"Evidence: متلازمة فالدنستروم
Entity: متلازمة فالدنستروم
Surface form: متلازمة فالدنستروم
Field: answer
Relation context: الورم النقوي المتعدد DIAGNOSED_BY تحليل. Evidence: تحليل لبروتينات الدم | متلازمة فالدنستروم DIAGNOSED_BY تحليل. Evidence: تحليل لبروتينات الدم"
mention::men_llm_0000207,evidence,men_llm_0000207,ent_test_645255369776,ahd5k_01930,تحليل,"Evidence: تحليل لبروتينات الدم
Entity: تحليل
Surface form: تحليل
Field: answer
Relation context: الورم النقوي المتعدد DIAGNOSED_BY تحليل. Evidence: تحليل لبروتينات الدم | متلازمة فالدنستروم DIAGNOSED_BY تحليل. Evidence: تحليل لبروتينات الدم"
mention::men_llm_0000208,evidence,men_llm_0000208,ent_diseasecondition_16cf4e77b755,ahd5k_00639,التهاب,"Evidence: التهاب
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000209,evidence,men_llm_0000209,ent_diseasecondition_aaf0d0958a26,ahd5k_04985,السرطان,"Evidence: السرطان
Entity: السرطان
Surface form: السرطان
Field: answer
Relation context: "
mention::men_llm_0000210,evidence,men_llm_0000210,ent_diseasecondition_2cbe61e08310,ahd5k_00643,سمنة الأرداف,"Evidence: سمنة الأرداف والسيقان من المشاكل الرئيسية التي تؤرق النساء الشرقيات.
Entity: سمنة الأرداف
Surface form: سمنة الأرداف
Field: answer
Relation context: سمنة الأرداف TREATED_BY فجل أبيض. Evidence: تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين"
mention::men_llm_0000211,evidence,men_llm_0000211,ent_treatment_77e8744fec6a,ahd5k_00643,فجل أبيض,"Evidence: تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين
Entity: فجل أبيض
Surface form: فجل أبيض
Field: answer
Relation context: سمنة الأرداف TREATED_BY فجل أبيض. Evidence: تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين"
mention::men_llm_0000212,evidence,men_llm_0000212,ent_treatment_77e8744fec6a,ahd5k_00643,فجل أبيض,"Evidence: تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين
Entity: فجل أبيض
Surface form: الجمل الأبيض
Field: answer
Relation context: سمنة الأرداف TREATED_BY فجل أبيض. Evidence: تناول الفجل الأبيض الذي أثبتت الدراسات أنه يذيب الدهون عامة وفي منطقة الأرداف والفخذين"
mention::men_llm_0000213,evidence,men_llm_0000213,ent_diseasecondition_2cbe61e08310,ahd5k_03893,سمنة الأرداف,"Evidence: هذه السمنة في الأرداف تحمي المرأة من هشاشة العظام
Entity: سمنة الأرداف
Surface form: سمنة الأرداف
Field: answer
Relation context: "
mention::men_llm_0000214,evidence,men_llm_0000214,ent_diseasecondition_7f8719b1c99d,ahd5k_03893,سيستي هيدروما,"Evidence: هذه الكيس يطلق عليه اسم Systic Hygroma وهو نوع من انواع التشوهات التي قد تصيب الجنين
Entity: سيستي هيدروما
Surface form: سيستي هيدروما
Field: answer
Relation context: "
mention::men_llm_0000215,evidence,men_llm_0000215,ent_diseasecondition_7f8719b1c99d,ahd5k_03893,سيستي هيدروما,"Evidence: هذه الكيس يطلق عليه اسم Systic Hygroma وهو نوع من انواع التشوهات التي قد تصيب الجنين
Entity: سيستي هيدروما
Surface form: Systic Hygroma
Field: answer
Relation context: "
mention::men_llm_0000216,evidence,men_llm_0000216,ent_diseasecondition_7f2969b272b5,ahd5k_03238,تشوهات خلقية,"Evidence: تشوهات كثيرة على مستوى الرأس والشفة
Entity: تشوهات خلقية
Surface form: تشوهات خلقية
Field: question
Relation context: "
mention::men_llm_0000217,evidence,men_llm_0000217,ent_test_dd68aa784555,ahd5k_03238,تحاليل مخبرية,"Evidence: عملت الزوجة فحوصات وتحاليل لدى طبيب مختص
Entity: تحاليل مخبرية
Surface form: تحاليل مخبرية
Field: answer
Relation context: "
