entity_id,canonical_name,entity_type,surface_form,qa_id,chunk_id,source_row_number,field,evidence,llm_confidence,model,prompt_version
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00594,chunk_00058,735577,answer,تجنب تناول الأطعمة الغنية بالحديد مع الأطعمة أو المشروبات التي تمنع امتصاص الحديد مثل: القهوة أو الشاي /البيض/ الأطعمة الغنية بالكالسيوم مثل الحليب و الأجبان والبروكلي واللبن.,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00594,chunk_00058,735577,answer,تناول الأطعمة الغنية بالحديد مع الأطعمة الغنية بفيتامين ج (C) مثل: البرتقال /الطماطم /الفراولة لتحسين الامتصاص.,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00594,chunk_00058,735577,answer,تناول الأطعمة الغنية بالحديد مع الأطعمة التي تحتوي على بيتا كاروتين مثل المشمش والفلفل الأحمر والبنجر لتحسين الامتصاص.,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00594,chunk_00058,735577,answer,ومن الجدير بالذكر أن النظام الغذائي قد يمنع عملية ازدياد فقر الدم سوءاً وقد يعوض بعض النقص ولكن يجب أن يتم اتباع علاج دوائي معين حسب نوع فقر الدم الذي تعاني منه تحت إشراف الطبيب المختص.,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00594,chunk_00058,735577,answer,المزيد: أهم عشرة أغذية لفقر الدم ابر الحديد اعراض فقر الدم فقر الدم وعلاجه المرجع: Best Diet Plan for Anemia,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00594,chunk_00058,735577,answer,أبر الحديد,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00594,chunk_00058,735577,answer,اعراض فقر الدم,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00594,chunk_00058,735577,answer,فقر الدم وعلاجه,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00594,chunk_00058,735577,answer,مرجع: Best Diet Plan for Anemia,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00655,chunk_00058,521119,question,انا مريضه بالسكر واستخدم فيرومن كبريتات الحديد لان عندي فقر دم مع فيتامين ب وبعد استخدامهم لاحظت ظهور حبوب في ظهري هل لها علاقه في ذلك ؟,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_00655,chunk_00058,521119,answer,من التاثيرات الجانبية لدواء فيرومين كبريتات الحديد ظهور مثل هذه الحبوب غيري العلاج,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_02472,chunk_00058,721907,question,عندي الدم نازل و اريد اسم حبوب او كبسولات لزيادة الدم ؟,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_3d19d6125641,نقص الصفيحات,DiseaseCondition,انخفاض الصفيحات الدموية,ahd5k_00313,chunk_00059,123,question,انخفاض الصفيحات الدموية 122/,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_f6203734ffc7,ارتفاع خضاب الدم,Symptom,ارتفاع خضاب الدم,ahd5k_00313,chunk_00059,123,question,ارتفاع خضاب الدم / 16.8,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_db1175f121dc,فحص نخاع العظم,Test,فحص نخاع العظم,ahd5k_00313,chunk_00059,123,answer,فحص نخاع العظم,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_6116bf50d3f1,نقص حديد,DiseaseCondition,نقص حديد,ahd5k_01162,chunk_00059,123,question,نقص حديد,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_74be32fb7f24,نقص فيتامين د,DiseaseCondition,نقص فيتامين د,ahd5k_01162,chunk_00059,123,question,نقص فيتامين د,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر دم,ahd5k_01162,chunk_00059,123,question,فقر دم,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_8dfa1780f518,فحص تحاليل مخبرية,Test,تحاليل مخبرية,ahd5k_01162,chunk_00059,123,answer,تحاليل مخبرية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_dc66fee46819,نقص الكريات البيضاء,DiseaseCondition,نقص الكريات البيضاء,ahd5k_02552,chunk_00059,123,question,نقص الكريات البيضاء لدى الكبار,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_6e452ff6ff8f,علاج نقص الكريات البيضاء,Treatment,علاج نقص الكريات البيضاء,ahd5k_02552,chunk_00059,123,question,علاج نقص الكريات البيضاء لدى الكبار,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_752d1924792a,نظرية الخلية,Test,نظرية الخلية,ahd5k_02952,chunk_00059,123,question,نظرية الخلية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_3677ba04b27f,التبرع بالدم,Treatment,اشرب سوائل واتغذى,ahd5k_03281,chunk_00060,462479,answer,اشرب سوائل واتغذى,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_b3e7fc089ddd,الصفائح الدموية,DiseaseCondition,ضعيفة ونسبة الأملاح عالية جدا,ahd5k_03348,chunk_00060,564579,question,ضعيفة ونسبة الأملاح عالية جدا,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d489c6c854f4,متلازمة خلية منجلية,DiseaseCondition,مرض متلازمة خلية منجلية'سيكل',ahd5k_03561,chunk_00060,600248,question,مرض متلازمة خلية منجلية'سيكل',0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_7f9e855cef19,E.S.R.,Test,E.S.R. 1 st h.= 6 mm,ahd5k_04249,chunk_00060,757965,question,E.S.R. 1 st h.= 6 mm,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_19a4e01ad622,النقص الحاد,Symptom,نقص الحديد,ahd5k_04583,chunk_00060,10876,question,نقص الحديد,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_01551,chunk_00061,777350,answer,التهاب,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,مرض السكري,ahd5k_01551,chunk_00061,777350,answer,مرض السكري,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_dd68aa784555,تحاليل مخبرية,Test,تحاليل مخبرية,ahd5k_01551,chunk_00061,777350,answer,تحاليل مخبرية,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_fe7b9cfab843,القات,Treatment,القات,ahd5k_01551,chunk_00061,777350,answer,القات,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_04408,chunk_00062,777288,answer,السبع زيوت لمنع ترهل الثدي والبطن والارداف . زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بحركات دائرية الاسفل للاعلي الصاعدة إلى أعلى ولمدة ربع ساعة مرة يوميا لمدة شهر .,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_9a34f0ba812d,السبع زيوت,Treatment,السبع زيوت,ahd5k_04408,chunk_00062,777288,answer,السبع زيوت لمنع ترهل الثدي والبطن والارداف . زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بحركات دائرية الاسفل للاعلي الصاعدة إلى أعلى ولمدة ربع ساعة مرة يوميا لمدة شهر .,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_19841fc2dc50,نبضات القلب,Symptom,نبضات القلب,ahd5k_00085,chunk_00064,425888,question,نبضات القلب,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_724e59ded899,ضغط الدم,Symptom,ضغط الدم,ahd5k_00085,chunk_00064,425888,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_19841fc2dc50,نبضات القلب,Symptom,نبضات القلب,ahd5k_00691,chunk_00064,706523,question,نبضات القلب,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_724e59ded899,ضغط الدم,Symptom,ضغط الدم,ahd5k_00691,chunk_00064,706523,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_19841fc2dc50,نبضات القلب,Symptom,نبضات القلب,ahd5k_00756,chunk_00064,756642,question,نبضات القلب,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_724e59ded899,ضغط الدم,Symptom,ضغط الدم,ahd5k_00756,chunk_00064,756642,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_19841fc2dc50,نبضات القلب,Symptom,نبضات القلب,ahd5k_01259,chunk_00064,162039,question,نبضات القلب,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_724e59ded899,ضغط الدم,Symptom,ضغط الدم,ahd5k_01259,chunk_00064,162039,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_19841fc2dc50,نبضات القلب,Symptom,نبضات القلب,ahd5k_01350,chunk_00064,109462,question,نبضات القلب,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_724e59ded899,ضغط الدم,Symptom,ضغط الدم,ahd5k_01350,chunk_00064,109462,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_19841fc2dc50,نبضات القلب,Symptom,نبضات القلب,ahd5k_01894,chunk_00064,771326,question,نبضات القلب,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_724e59ded899,ضغط الدم,Symptom,ضغط الدم,ahd5k_01894,chunk_00064,771326,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_724e59ded899,ضغط الدم,Symptom,ضغط الدم,ahd5k_02577,chunk_00064,706137,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_724e59ded899,ضغط الدم,Symptom,ضغط الدم,ahd5k_02754,chunk_00064,730411,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_a2f1fad1e164,صمام,DiseaseCondition,صمام,ahd5k_04629,chunk_00065,731423,question,نعم ارتخاء الصمام يسبب تسارع القلب ويلعب الهلع دورا مهما ايضا في ذلك فما يقارب خمس المصابين بنوبات الهلع لديهم ارتخاء في صمام القلب الايسر مما يزيد من ضربات القلب والهلع والارتخاء للصمام سوء والدخول في الحلقة المفرغة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d570c92436e9,ارتخاء,DiseaseCondition,ارتخاء,ahd5k_04629,chunk_00065,731423,question,نعم ارتخاء الصمام يسبب تسارع القلب ويلعب الهلع دورا مهما ايضا في ذلك فما يقارب خمس المصابين بنوبات الهلع لديهم ارتخاء في صمام القلب الايسر مما يزيد من ضربات القلب والهلع والارتخاء للصمام سوء والدخول في الحلقة المفرغة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_dcc37cc6936c,جهاز هولتر,Treatment,جهاز هولتر,ahd5k_04742,chunk_00066,470731,answer,يجب عليك زياره طبيب القلب وتركيب جهاز هولتر علي مدار ٢٤ ساعه,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_8b503c2dc54c,هيموغلوبين,Test,هيموغلوبين,ahd5k_04927,chunk_00066,573416,answer,إن كان كذلك يمكن يسبب إجهاد وفرط ضغط مستقبلا,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_03139,chunk_00067,679868,answer,التحاليل المخبرية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_53daf0bebd13,مفصل الكتف,Test,مفصل الكتف,ahd5k_03139,chunk_00067,679868,answer,التحاليل المخبرية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_6dcf66b68de3,فحص الفقرات العنقية,Test,فحص الفقرات العنقية,ahd5k_03139,chunk_00067,679868,answer,التحاليل المخبرية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_03339,chunk_00067,578950,answer,التحاليل المخبرية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_03651,chunk_00067,170641,answer,التحاليل المخبرية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقر الدم,ahd5k_03651,chunk_00067,170641,answer,التحاليل المخبرية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_04034,chunk_00067,732751,answer,التحاليل المخبرية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_2c73be2f25fe,التهاب فيروسي,DiseaseCondition,التهاب فيروسي,ahd5k_04034,chunk_00067,732751,answer,التحاليل المخبرية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,حساسية,ahd5k_00683,chunk_00068,31634,answer,الحساسية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ضيق تنفس,ahd5k_00683,chunk_00068,31634,question,ضيق تنفس وسرعة التعب وقلق,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_f51ef98950a2,قلق,Symptom,قلق,ahd5k_00683,chunk_00068,31634,question,قلق علما اني تعرضت لموقف قلق وتوتر ووخزات,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,حساسية,ahd5k_00963,chunk_00068,609913,question,حساسية ناتجة عن رطوبة الجو,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_7633369aec20,رسم قلب,Test,رسم قلب,ahd5k_00963,chunk_00068,609913,answer,عمل رسم قلب بالمجهود,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ضغط الدم الخاص بالجسم والضغط الخاص بالعينين,ahd5k_00237,chunk_00069,343593,question,ضغط الدم الخاص بالجسم والضغط الخاص بالعينين,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ارتفاع الضغط,ahd5k_00823,chunk_00069,282875,answer,ارتفاع الضغط,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_1f6a3892391d,خفقان القلب,Symptom,خفقان احيتنا,ahd5k_00823,chunk_00069,282875,answer,خفقان احيتنا,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ضيق تنفس,ahd5k_00823,chunk_00069,282875,answer,ضيق تنفس,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_dd68aa784555,تحاليل مخبرية,Test,تحاليل مخبرية,ahd5k_00823,chunk_00069,282875,answer,تحاليل مخبرية,0.800,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ضغط الدم,ahd5k_01682,chunk_00069,370852,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_1f6a3892391d,خفقان القلب,Symptom,خفقان القلب الشديد,ahd5k_01690,chunk_00069,212003,question,خفقان القلب الشديد,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ضغط الدم,ahd5k_01763,chunk_00069,419840,question,ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d858e70d5fdf,الروماتيزم,DiseaseCondition,روماتيزم الدم,ahd5k_03624,chunk_00069,450277,question,روماتيزم الدم,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ارتفاع في ضغط الدم,ahd5k_03624,chunk_00069,450277,question,ارتفاع في ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_1f6a3892391d,خفقان القلب,Symptom,خفقان القلب الشديد,ahd5k_03624,chunk_00069,450277,question,خفقان القلب الشديد,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_4483219775eb,الانزلاقات الغضروفية العنقية,DiseaseCondition,الانزلاقات الغضروفية العنقية,ahd5k_04477,chunk_00069,795318,answer,الانزلاقات الغضروفية العنقية,0.800,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ارتفاع ضغط الدم,ahd5k_04477,chunk_00069,795318,answer,ارتفاع ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,DiseaseCondition,انخفاض الضغط,ahd5k_04701,chunk_00069,245947,answer,انخفاض الضغط,0.800,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,انخفاض الضغط,ahd5k_04701,chunk_00069,245947,answer,انخفاض الضغط,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_1f6a3892391d,خفقان القلب,Symptom,تسارع في ضربات القلب,ahd5k_04701,chunk_00069,245947,question,تسارع في ضربات القلب,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ضيق تنفس,ahd5k_04701,chunk_00069,245947,question,ضيق تنفس,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_850b2a35c32d,دوخة,Symptom,دوخة,ahd5k_04701,chunk_00069,245947,question,دوخة,0.800,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_2c9d8c42194b,الوجبة الإفطار,Treatment,وجبة الإفطار,ahd5k_04701,chunk_00069,245947,answer,وجبة الإفطار,0.800,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_7df0ceb5a906,السوائل والأملاح,Treatment,السوائل والأملاح,ahd5k_04701,chunk_00069,245947,answer,السوائل والأملاح,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_d017757dbf16,الدوخة,Treatment,الدوخة,ahd5k_04701,chunk_00069,245947,answer,الدوخة,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,ارتفاع ضغط الدم,ahd5k_04975,chunk_00070,518117,answer,ارتفاع ضغط الدم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_7d2fce86bc12,نغزات,Symptom,نغزات,ahd5k_04975,chunk_00070,518117,question,نغزات,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,مرض السكري,ahd5k_04630,chunk_00071,667359,answer,مرض الالتهاب الخلوي او الحمره المصاحبه لمرض السكري واذا صاحب ذلك تورم باحد الرجلين دون الاخري يجب وضع احتمال جلطة الاورده العميقه اما تصلب الشرايين فاعراضه الالم مع المشي وفي الحالات الشديدة التحول للون الازرق فالاسود وضمر الجلد والاظافر والغرغرينه,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_44e90462f6cf,تصلب الشرايين,DiseaseCondition,تصلب الشرايين,ahd5k_04630,chunk_00071,667359,answer,مرض الالتهاب الخلوي او الحمره المصاحبه لمرض السكري واذا صاحب ذلك تورم باحد الرجلين دون الاخري يجب وضع احتمال جلطة الاورده العميقه اما تصلب الشرايين فاعراضه الالم مع المشي وفي الحالات الشديدة التحول للون الازرق فالاسود وضمر الجلد والاظافر والغرغرينه,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_44e90462f6cf,تصلب الشرايين,DiseaseCondition,تصلب الشرايين,ahd5k_04630,chunk_00071,667359,answer,الالم مع المشي وفي الحالات الشديدة التحول للون الازرق فالاسود وضمر الجلد والاظافر والغرغرينه,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_8073c16255c6,التهاب الخلوي,DiseaseCondition,التهاب الخلوي,ahd5k_04630,chunk_00071,667359,answer,مرض الالتهاب الخلوي او الحمره المصاحبه لمرض السكري واذا صاحب ذلك تورم باحد الرجلين دون الاخري يجب وضع احتمال جلطة الاورده العميقه اما تصلب الشرايين فاعراضه الالم مع المشي وفي الحالات الشديدة التحول للون الازرق فالاسود وضمر الجلد والاظافر والغرغرينه,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_93e6689ea10d,جلطة الاورده العميقه,DiseaseCondition,جلطة الاورده العميقه,ahd5k_04630,chunk_00071,667359,answer,مرض الالتهاب الخلوي او الحمره المصاحبه لمرض السكري واذا صاحب ذلك تورم باحد الرجلين دون الاخري يجب وضع احتمال جلطة الاورده العميقه اما تصلب الشرايين فاعراضه الالم مع المشي وفي الحالات الشديدة التحول للون الازرق فالاسود وضمر الجلد والاظافر والغرغرينه,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_307befae7768,أبر جاهزة للحقن,Treatment,أبر جاهزة للحقن,ahd5k_04895,chunk_00071,473114,answer,و يمكن الاستعاضة عنه بأبر جاهزة للحقن حسب الوزن والحالة الصحية أو عبر أدوية بالفم.,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_b036153000f8,أدوية بالفم,Treatment,أدوية بالفم,ahd5k_04895,chunk_00071,473114,answer,و يمكن الاستعاضة عنه بأبر جاهزة للحقن حسب الوزن والحالة الصحية أو عبر أدوية بالفم.,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_e601e738b889,هيبارين,Treatment,هيبارين,ahd5k_04895,chunk_00071,473114,answer,هذا دواء مسيّل للدم يفضلّ استعماله داخل المستشفى لأنه يجب مراقبة نسبة سيلان الدم بالتحاليل.,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_00515,chunk_00072,579241,question,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,ضيق تنفس,ahd5k_00515,chunk_00072,579241,question,ضيق تنفس,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_00656,chunk_00072,32696,question,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,ضيق تنفس,ahd5k_00656,chunk_00072,32696,question,ضيق تنفس,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_01510,chunk_00072,176662,question,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,ضيق تنفس,ahd5k_01510,chunk_00072,176662,question,ضيق تنفس,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_01669,chunk_00072,456955,question,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,ضيق تنفس,ahd5k_01669,chunk_00072,456955,question,ضيق تنفس,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02719,chunk_00072,522162,question,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,ضيق تنفس,ahd5k_02719,chunk_00072,522162,question,ضيق تنفس,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02761,chunk_00072,112180,question,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,ضيق تنفس,ahd5k_02761,chunk_00072,112180,question,ضيق تنفس,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_03333,chunk_00072,132178,question,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,ضيق تنفس,ahd5k_03333,chunk_00072,132178,question,ضيق تنفس,0.700,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_03501,chunk_00072,569124,question,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_0deca3ec9d8b,تلفزيون قلب,Test,تخطيط كهربائية القلب,ahd5k_03958,chunk_00073,291423,answer,قال الطبيب انه عادي,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_2547ab58544d,مضادات القلق,Treatment,مضادات القلق,ahd5k_03958,chunk_00073,291423,answer,باستخدام مضدات القلق ستتحسن,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_0deca3ec9d8b,تلفزيون قلب,Test,تلفزيون قلب,ahd5k_04775,chunk_00073,741098,question,ذهبت افعل تلفزيون قلب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ضيق نفس,ahd5k_04898,chunk_00073,504122,question,ضيق نفس في صدري من حين لآخر,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_7b839cc80688,ضيق تنفس,Symptom,ضيق نفس,ahd5k_04898,chunk_00073,504122,question,احيانا اشعر بضيق النفس,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_b754f1a1e5a8,صداع,Symptom,صداع متقطع,ahd5k_03737,chunk_00074,184596,question,شعر بصداع متقطع في النصف الايسر من رأسي كومضات متقطعّة و دوخة و لا استطيع فتح عيني كاملة يظهر التعب على وجهي والاجهاد بالرغم من عدم فعل اي شيء و...,0.850,llama-3.1-8b-instant,legacy_entity_extraction
