entity_id,canonical_name,canonical_name_norm,entity_type,aliases,mention_count,qa_count,source_chunk_count,average_llm_confidence,source_models,source_origin
ent_diseasecondition_b9398855edc8,الناسور العصعصي,الناسور العصعصي,DiseaseCondition,"[""الناسور العصعصي""]",2,2,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_e92033c98737,الناعور,الناعور,DiseaseCondition,"[""الناعور"", ""مرض الناعور""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_a2bb8f572461,النخاع الشوكي,النخاع الشوكي,DiseaseCondition,"[""النخاع الشوكي"", ""نخاع شوكى""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_e618b436b915,النزلة,النزله,DiseaseCondition,"[""النزلة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_532d066568cb,النسيج,النسيج,DiseaseCondition,"[""النسيج"", ""نسيج""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_77d1494eeb4a,النسيج المحيط,النسيج المحيط,DiseaseCondition,"[""النسيج المحيط"", ""نسيج محيط""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_1624385f1d65,النسيج المحيط بالفتحة,النسيج المحيط بالفتحه,DiseaseCondition,"[""النسيج المحيط بالفتحة"", ""نسيج محيط بالفتحة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_bad4a78d1afb,النسيج فوق الدعامات,النسيج فوق الدعامات,DiseaseCondition,"[""النسيج فوق الدعامات"", ""نسيج فوق""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_ee17640ce26e,النغزات,النغزات,DiseaseCondition,"[""ارتكاريا"", ""التهاب"", ""النغزات"", ""حساسية الصدر"", ""ربو"", ""نزلة معوية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_de3da637baf8,النقرس,النقرس,DiseaseCondition,"[""النقرس"", ""نقرس"", ""نقرس في المفاصل""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,النقص الشديد للصفايح,DiseaseCondition,"[""ITP"", ""النقص الشديد للصفائح"", ""نقص الصفائح""]",3,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_3f3991417439,الورم,الورم,DiseaseCondition,"[""الورم""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_7a635a09206f,الورم الدماغي,الورم الدماغي,DiseaseCondition,"[""الورم الدماغي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_0c001085703e,الورم النقوي المتعدد,الورم النقوي المتعدد,DiseaseCondition,"[""الورم النقوي المتعدد""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_deb4b94517cc,امساك,امساك,DiseaseCondition,"[""إمساك"", ""امساك""]",18,17,7,0.906,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,انخفاض ضغط الدم,DiseaseCondition,"[""انخفاض ضغط"", ""انخفاض ضغط الدم""]",2,2,2,0.825,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_8900ade247cb,انزلاق أنقي,انزلاق انقي,DiseaseCondition,"[""انزلاق أنقي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_5490429a16c5,انزلاق غضروفي عنقي,انزلاق غضروفي عنقي,DiseaseCondition,"[""انزلاق غضروفي عنقي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_c2a8a5a1878d,انسداد البلعوم,انسداد البلعوم,DiseaseCondition,"[""انسداد"", ""انسداد البلعوم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_94a9a87f1248,انفراص,انفراص,DiseaseCondition,"[""انفراص"", ""انقراص""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_c6b9055038c2,انفلونزا,انفلونزا,DiseaseCondition,"[""الانفلونزا"", ""البرد"", ""انفلونزا""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_bcda4485dd1d,انقراص,انقراص,DiseaseCondition,"[""انفراص"", ""انقراص""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_884ee2807f70,بروثرومبين,بروثرومبين,DiseaseCondition,"[""بروثرومبين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_b1e428c56f48,بواسير,بواسير,DiseaseCondition,"[""بواسير""]",6,6,3,0.867,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_28abf8165f28,بيلة الميوغلوبين,بيله الميوغلوبين,DiseaseCondition,"[""بيلة الميوغلوبين"", ""مرض بيلة الميوغلوبين""]",2,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_517952691aa3,تخم البروستاتا الحميد,تخم البروستاتا الحميد,DiseaseCondition,"[""تخم البروستاتا الحميد""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_c0de0cd9ee02,تساقط الشعر,تساقط الشعر,DiseaseCondition,"[""تساقط الشعر"", ""سقوط الشعر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_190a32dbb9bd,تسوس الأسنان,تسوس الاسنان,DiseaseCondition,"[""تسوس الأسنان"", ""تسوس الأسنان أو أي خراجات باللثة""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_c0d08edb6394,تشمع الكبد,تشمع الكبد,DiseaseCondition,"[""تشمع"", ""تشمع الكبد""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_35d61a018e10,تشوه,تشوه,DiseaseCondition,"[""تشوه"", ""تشوهات""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_b50b108a90f4,تشوهات,تشوهات,DiseaseCondition,"[""تشوه"", ""تشوهات""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_7f2969b272b5,تشوهات خلقية,تشوهات خلقيه,DiseaseCondition,"[""تشوهات"", ""تشوهات خلقية""]",3,2,2,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_44e90462f6cf,تصلب الشرايين,تصلب الشرايين,DiseaseCondition,"[""تصلب الشرايين""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_4453ab65a84b,تضخم,تضخم,DiseaseCondition,"[""تضخم"", ""تضخم في الارداف""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_7ac7135caacd,تضخم الغدد اللمفية,تضخم الغدد اللمفيه,DiseaseCondition,"[""تضخم الغدد اللمفية"", ""تضخم الغدد اللمفية الموضعية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_2e5268a07754,تضيق الشرايين,تضيق الشرايين,DiseaseCondition,"[""تضيق الشرايين"", ""تضيق الشرايين القلبية""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_0058b0001848,تضيق القنوات الموجودة داخل الكبد,تضيق القنوات الموجوده داخل الكبد,DiseaseCondition,"[""تضيق القنوات"", ""تضيق القنوات الموجودة داخل الكبد""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_d1218adec3c3,تكيس الثدي,تكيس الثدي,DiseaseCondition,"[""اكياس داخلها رواسب الكلس"", ""تكيس الثدي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_a69e12c09129,تكيس المابيض,تكيس المابيض,DiseaseCondition,"[""بداية تكيس المابيض"", ""تكيس المابيض""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_d56405bafefa,تكيس المبايض,تكيس المبايض,DiseaseCondition,"[""تكيس المبايض""]",4,4,3,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_eb940f88ab39,تكيسات مائية,تكيسات ماييه,DiseaseCondition,"[""اكياس مائية"", ""تكيسات مائية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_46e10e992f79,تلون الشبكيه الصبغي,تلون الشبكيه الصبغي,DiseaseCondition,"[""تلون الشبكيه الصبغي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_b4edb1c6802d,تليف وضيق في فتحة الشرج,تليف وضيق في فتحه الشرج,DiseaseCondition,"[""تليف وضيق في فتحة الشرج""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_385230d505f3,تهاب,تهاب,DiseaseCondition,"[""التهاب"", ""تهاب"", ""تهاب الحلق"", ""تهاب القصبات"", ""تهاب المعدة""]",25,24,12,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_109e661e0028,تهاب الغدة الدرقية,تهاب الغده الدرقيه,DiseaseCondition,"[""التهاب"", ""تهاب"", ""تهاب الغدة الدرقية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_78b578d6c9c9,توقف القلب,توقف القلب,DiseaseCondition,"[""توقف القلب""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_3af83594d14c,تيفود,تيفود,DiseaseCondition,"[""تيفود""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_632b4053c8a7,ثلاسيميا,ثلاسيميا,DiseaseCondition,"[""ثلاسيميا"", ""صفة الثلاسيميا""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_23163007a001,جرثومة المعدة,جرثومه المعده,DiseaseCondition,"[""جرثومة"", ""جرثومة المعدة""]",3,3,2,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_61d665f18ebb,جرثومة الهيليكوباكتر,جرثومه الهيليكوباكتر,DiseaseCondition,"[""جرثومة"", ""جرثومة الهيليكوباكتر""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_93e6689ea10d,جلطة الاورده العميقه,جلطه الاورده العميقه,DiseaseCondition,"[""جلطة الاورده العميقه""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_90ee5c0e03cb,حثل عضلي,حثل عضلي,DiseaseCondition,"[""حثل عضلي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_2f75d3dabe0b,حساسية,حساسيه,DiseaseCondition,"[""ارتكاريا"", ""التهاب"", ""حساسية"", ""حساسية الصدر"", ""ربو"", ""نزلة معوية""]",49,44,33,0.877,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",new_user_extraction
ent_diseasecondition_22b7b2b1b34f,حساسية البروتين البقري,حساسيه البروتين البقري,DiseaseCondition,"[""حساسية البروتين البقري""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_250910ab0701,حساسية الصدر,حساسيه الصدر,DiseaseCondition,"[""حساسية"", ""حساسية الصدر"", ""ربو""]",6,5,4,0.850,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_diseasecondition_a9d51c3aa146,حساسية الموسمية,حساسيه الموسميه,DiseaseCondition,"[""ارتكاريا"", ""التهاب"", ""حساسية"", ""حساسية الصدر"", ""حساسية الموسمية"", ""ربو"", ""نزلة معوية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_90c68acfd9cd,حصوة المرارة,حصوه المراره,DiseaseCondition,"[""حصوة المرارة"", ""حصية مرارية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_c089d34028d0,حمى عضة الجرذ,حمي عضه الجرذ,DiseaseCondition,"[""حمى عضة الجرذ"", ""حمى عضة الجرذون"", ""حمى عضة الفأر""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_21009b0da809,حمى عضة الجرذون,حمي عضه الجرذون,DiseaseCondition,"[""حمى عضة الجرذ"", ""حمى عضة الجرذون"", ""حمى عضة الفأر""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_6ac8dc82e106,حمى عضة الفأر,حمي عضه الفار,DiseaseCondition,"[""حمى عضة الجرذ"", ""حمى عضة الفأر""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_d23e158af982,داء السكري,داء السكري,DiseaseCondition,"[""Amarel"", ""داء السكري"", ""ريباغلينيد""]",3,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_94b655cf4b61,داء باركنسون,داء باركنسون,DiseaseCondition,"[""داء باركنسون""]",1,1,1,0.700,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_7fd8c6313b83,داء بازيديو,داء بازيديو,DiseaseCondition,"[""داء بازيديو"", ""متلازمة داون""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_ae876b0a3e98,داء ويلسون,داء ويلسون,DiseaseCondition,"[""داء ويلسون"", ""مرض ويلسون""]",2,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_5c24fe12fd46,دائة الصكري,دايه الصكري,DiseaseCondition,"[""دائة الصكري""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_16a389cfd1bd,دبوس,دبوس,DiseaseCondition,"[""دبوس""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_93017f24bceb,دهون ثلاثية,دهون ثلاثيه,DiseaseCondition,"[""دهون ثلاثية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_c7baf8534e07,دوالي الخصية,دوالي الخصيه,DiseaseCondition,"[""دوالي الخصية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_c4254d272647,دوالي الساقين,دوالي الساقين,DiseaseCondition,"[""دوالي"", ""دوالي الساقين""]",2,1,1,0.950,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_diseasecondition_908f266a071c,دود بالبطن,دود بالبطن,DiseaseCondition,"[""دود بالبطن""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_1c50bd11c45a,ربو,ربو,DiseaseCondition,"[""حساسية الصدر"", ""ربو""]",8,7,7,0.819,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_diseasecondition_0a0632b5c10c,سرطان الثدي,سرطان الثدي,DiseaseCondition,"[""سرطان الثدي"", ""سرطان الثدي ١""]",2,2,2,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_0643ed72d249,سرطان القولون,سرطان القولون,DiseaseCondition,"[""سرطان القولون"", ""سرطان المستقيم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_048de7f33784,سرطان المستقيم,سرطان المستقيم,DiseaseCondition,"[""سرطان القولون"", ""سرطان المستقيم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_8369666e0d29,سكتة خلايا دموية,سكته خلايا دمويه,DiseaseCondition,"[""trait"", ""سكتة خلايا دموية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_4393a2bf88a6,سكر,سكر,DiseaseCondition,"[""سكر"", ""مرض السكر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_aa9977b6b112,سكري,سكري,DiseaseCondition,"[""داء السكري"", ""سكري""]",4,3,2,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_2cbe61e08310,سمنة الأرداف,سمنه الارداف,DiseaseCondition,"[""سمنة الأرداف""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_7f8719b1c99d,سيستي هيدروما,سيستي هيدروما,DiseaseCondition,"[""Systic Hygroma"", ""سيستي هيدروما""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_d1d053efb3d4,شرخ في الشرج,شرخ في الشرج,DiseaseCondition,"[""شرخ في الشرج""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_1730144a5e89,شظايا القنابل الصغيرة الانشطارية,شظايا القنابل الصغيره الانشطاريه,DiseaseCondition,"[""شظايا القنابل الصغيرة الانشطارية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_2a6dda2fbaec,شفة مشقوقة,شفه مشقوقه,DiseaseCondition,"[""شفة ارنبية"", ""شفة مشقوقة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_751788c2a31d,شق شرجي,شق شرجي,DiseaseCondition,"[""شق شرجي""]",2,2,2,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_bd502372680c,شلل العصب السابع,شلل العصب السابع,DiseaseCondition,"[""شلل العصب السابع""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_7754d34e2c52,شيب,شيب,DiseaseCondition,"[""شيب"", ""شيب المبكر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_1cff9c5dbe9e,صرع,صرع,DiseaseCondition,"[""داء الصرع"", ""شحنات كهرباء"", ""صرع"", ""كهرباء زائدة""]",2,1,1,0.950,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_diseasecondition_cbcc5fb6bf54,صغر الثدي,صغر الثدي,DiseaseCondition,"[""صغر الثدي""]",1,1,1,0.850,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_diseasecondition_a2f1fad1e164,صمام,صمام,DiseaseCondition,"[""صمام""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_de01cca177b2,صمام القلب,صمام القلب,DiseaseCondition,"[""صمام"", ""صمام القلب""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_368d9b61b18f,صمم,صمم,DiseaseCondition,"[""بكم"", ""صمم""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_04b436ff2a98,ضرس العقل,ضرس العقل,DiseaseCondition,"[""ضرس العقل""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_54fd3b8532ee,ضعف المناعه,ضعف المناعه,DiseaseCondition,"[""ضعف المناعة""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_66e69e23fa2d,عسر الهضم,عسر الهضم,DiseaseCondition,"[""عسر الهضم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_88a350b88c4d,عضلات الصدر,عضلات الصدر,DiseaseCondition,"[""عضلات الصدر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_c123927b86ec,عقيدات الغدة الدرقية,عقيدات الغده الدرقيه,DiseaseCondition,"[""عقيدات الغدة الدرقية"", ""كتلة في الغدة الدرقية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_987cc3cc606f,علم التشريح,علم التشريح,DiseaseCondition,"[""علم التشريح""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_ab6cb6858d50,علم الوراثة,علم الوراثه,DiseaseCondition,"[""علم الوراثة""]",2,2,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_f3a36190d8c6,فايروس الكبد,فايروس الكبد,DiseaseCondition,"[""فايروس الكبد"", ""فايروس الكبد من النوع بي""]",2,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_1d75e4f63d4f,فتق باب المعدة,فتق باب المعده,DiseaseCondition,"[""إلتهاب في أسفل المرىء"", ""فتق باب المعدة""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_28f5fc799e65,فرط الحساسية,فرط الحساسيه,DiseaseCondition,"[""فرط الحساسية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_df5ec68e4117,فصام,فصام,DiseaseCondition,"[""اضطراب متعدد العوامل الوراثية والبيئية"", ""فصام""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_a8997ac91159,فطريات,فطريات,DiseaseCondition,"[""فطريات""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_1658c4220505,فقدان الشهية,فقدان الشهيه,DiseaseCondition,"[""فقدان الشهية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_9719230327a2,فقر الدم,فقر الدم,DiseaseCondition,"[""انيميا الفول (G6PD)"", ""فقر الدم""]",48,24,15,0.808,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_b418acce4fb2,فقر الدم المنجلي,فقر الدم المنجلي,DiseaseCondition,"[""فقر الدم"", ""فقر الدم المنجلي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_99d821e71fc1,فقر دم,فقر دم,DiseaseCondition,"[""فقر دم""]",2,2,2,0.850,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_diseasecondition_56b595f8a1f5,فيروس الكبد الوبائي,فيروس الكبد الوبايي,DiseaseCondition,"[""فيروس الكبد"", ""فيروس الكبد الوبائي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_780d3bf613f5,قرحة,قرحه,DiseaseCondition,"[""قرحة""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_26e92983acdd,قرحة المعدة,قرحه المعده,DiseaseCondition,"[""قرحة"", ""قرحة المعدة""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_02f1ee13cca6,قولون عصبى,قولون عصبي,DiseaseCondition,"[""قولون العصبي"", ""قولون تقرحي"", ""قولون عصبي""]",5,5,3,0.910,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_63c6ebfcb439,كسر,كسر,DiseaseCondition,"[""كسر""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_050f0f4f890b,كسل بالغدة الدرقية,كسل بالغده الدرقيه,DiseaseCondition,"[""كسل بالغدة الدرقية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_677ee50113db,كلسترول,كلسترول,DiseaseCondition,"[""كلسترول""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_304bdda1e242,كيس الشعر,كيس الشعر,DiseaseCondition,"[""كيس الشعر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_c69cb31e8329,كيس دهني,كيس دهني,DiseaseCondition,"[""كيس دهني""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_3a654f2d937a,متلازمة Chiari,متلازمه chiari,DiseaseCondition,"[""متلازمة Chiari""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_d489c6c854f4,متلازمة خلية منجلية,متلازمه خليه منجليه,DiseaseCondition,"[""متلازمة"", ""متلازمة خلية منجلية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_0cbdd73555ae,متلازمة داون,متلازمه داون,DiseaseCondition,"[""ارتكاريا"", ""التهاب"", ""حساسية الصدر"", ""داء بازيديو"", ""ربو"", ""متلازمة داون"", ""نزلة معوية""]",4,4,4,0.875,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_4b1ef800ffb3,متلازمة فالدنستروم,متلازمه فالدنستروم,DiseaseCondition,"[""متلازمة فالدنستروم""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_9474eb6ce292,متلازمة كريغلر نجار,متلازمه كريغلر نجار,DiseaseCondition,"[""كريغلر نجار"", ""متلازمة كريغلر"", ""متلازمة كريغلر نجار""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_a7e5e3f0d48d,متلازمة كلاينفلتر,متلازمه كلاينفلتر,DiseaseCondition,"[""متلازمة كلاينفلتر""]",4,3,3,0.875,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_4105b513caa4,متلازمة نونان,متلازمه نونان,DiseaseCondition,"[""متلازمة نونان""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_1cf9e9ad33b1,مرارة,مراره,DiseaseCondition,"[""مرارة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_7e6a6c8a61a0,مرض الرنح الوراثي,مرض الرنح الوراثي,DiseaseCondition,"[""مرض الرنح الوراثي""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_380db6d92562,مرض السكري,مرض السكري,DiseaseCondition,"[""السكري"", ""سكري"", ""مرض السكرى""]",10,10,6,0.910,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_diseasecondition_22348d970227,مرض الغدة الدرقية,مرض الغده الدرقيه,DiseaseCondition,"[""حساسية الصدر"", ""مرض الغدة الدرقية""]",2,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_ec21128d3ddc,مرض بكاء القطة,مرض بكاء القطه,DiseaseCondition,"[""مرض بكاء القطة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_09dfb160ec9a,مرض جريفز,مرض جريفز,DiseaseCondition,"[""اضطرابات المناعة الذاتية الوراثية"", ""مرض جريفز""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_1f4ad1fc407f,ملاريا,ملاريا,DiseaseCondition,"[""فقدان الشهية والرغبة في الاستفراغ"", ""ملاريا""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_e33658f424f6,ملازمة داون,ملازمه داون,DiseaseCondition,"[""ملازمة داون""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
