query_id,query,original_answer_ar,refined_answer_ar,kept_claims,removed_claims,limitations_ar,answerability_label,claim_count,kept_claim_count,removed_claim_count,claim_support_rate,hallucination_rate,mitigation_action,refined_preview
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,في حالات انسداد الصمام الأبهري بنسبة 40-60% مع وجود مرض السكري وارتفاع ضغط الدم، يمكن إجراء عملية قلب مفتوح وتبديل الصمام الأبهري إذا تم التحكم في الأمراض المصاحبة بشكل جيد قبل وأثناء وبعد الجراحة [E1]. يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد أفضل خطة علاجية بناءً على نتائج الفحوصات والوظائف الأخرى للأعضاء [E2].,"العمليات الجراحية مثل تبديل الصمام الأبهري يمكن أن تُجرى بسلام إذا تم التحكم في مرض السكري وارتفاع ضغط الدم بشكل جيد [E1,E3 | ahd5k_01294,ahd5k_04912] يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد النسبة المئوية للضعف في عضلة القلب ووظائف الأعضاء الأخرى [E2,E4 | ahd5k_04912]","[""العمليات الجراحية مثل تبديل الصمام الأبهري يمكن أن تُجرى بسلام إذا تم التحكم في مرض السكري وارتفاع ضغط الدم بشكل جيد"", ""يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد النسبة المئوية للضعف في عضلة القلب ووظائف الأعضاء الأخرى""]",[],"[""العلاقات بين مرض السكري وارتفاع ضغط الدم ذات موثوقية محدودة"", ""عدم وجود أدلة مباشرة عن تأثير نسبة انسداد الصمام الأبهري (40-60%) على قرار الجراحة""]",answerable,2,2,0,1.0,0.0,no_claims_removed,"العمليات الجراحية مثل تبديل الصمام الأبهري يمكن أن تُجرى بسلام إذا تم التحكم في مرض السكري وارتفاع ضغط الدم بشكل جيد [E1,E3 | ahd5k_01294,ahd5k_04912] يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد النسبة المئوية للضعف في عضلة القلب ووظائف الأعضاء الأخرى [E2,E4 | ahd5k_04912]"
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,الافضل زيارة الطبيب لاجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده [E3][E6]. قد يساعد هذا في الكشف عن أي إصابات مترتبة عليه.,"يُنصح بإجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده [E3,E6 | ahd5k_01295,ahd5k_01295]","[""يُنصح بإجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده""]",[],"[""الارتباط بين أشعة ودبوس له موثوقية محدودة (reliability=limited)""]",answerable,1,1,0,1.0,0.0,no_claims_removed,"يُنصح بإجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده [E3,E6 | ahd5k_01295,ahd5k_01295]"
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,لا توجد أدلة كافية في السياق المقدم لتقييم العلاقة بين البقع البنية على الوجه وفقر الدم أو جراحة الحصوات المرارية. يُنصح بالاستعانة بمتخصص طبي لفحص الجلد والتحري عن الأسباب المحتملة للبقع.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],"[""يُنصح بالاستعانة بمتخصص طبي لفحص الجلد والتحري عن الأسباب المحتملة للبقع""]","[""عدم وجود علاقات أو أدلة مباشرة تربط بين فقر الدم/جراحة الحصوات المرارية والبقع البنية على الوجه.""]",insufficient_evidence,1,0,1,0.0,1.0,removed_unsupported_claims,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,البردقوش هو عشب يُستخدم لتنظيم الدورة الشهرية [E1]. لا توجد أدلة كافية حول توفره في اليمن أو تأثيره على عدد الحيوانات المنوية.,البردقوش يُستخدم لتنظيم الدورة الشهرية [E1 | ahd5k_04015] لا توجد أدلة كافية في السياق المسترجع لدعم: لا توجد أدلة حول تأثير البردقوش على عدد الحيوانات المنوية.,"[""البردقوش يُستخدم لتنظيم الدورة الشهرية""]","[""لا توجد أدلة حول تأثير البردقوش على عدد الحيوانات المنوية""]","[""لا توجد أدلة حول توفر البردقوش في اليمن"", ""لا توجد أدلة حول تأثير البردقوش على الحيوانات المنوية""]",partially_answerable,2,1,1,0.5,0.5,removed_unsupported_claims,البردقوش يُستخدم لتنظيم الدورة الشهرية [E1 | ahd5k_04015] لا توجد أدلة كافية في السياق المسترجع لدعم: لا توجد أدلة حول تأثير البردقوش على عدد الحيوانات المنوية.
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,الأعراض المذكورة (حموضة، صعوبة تنفس، صعوبة بلع، ألم في الجانب الأيسر من الصدر، تعب الكتف الأيسر بعد المجهود) لا تُربط مباشرة بعلاقة موثقة في البيانات المُسترجعة. لا توجد أدلة كافية لتحديد ما إذا كان ذلك مرتبطًا بالقلب أو حموضة عادية. يُنصح باستشارة طبيب لفحص دقيق.,"الأعراض مثل ضيق التنفس وتعب الكتف قد تكون مرتبطة بالتهاب الجيوب الأنفية أو الحساسية [E1,E2,E3,E4 | ahd5k_03872] الكتف المتعب قد يُعالج بالبروفين، لكن العلاقة غير موثقة بدرجة كافية [E5 | ahd5k_00486]","[""الأعراض مثل ضيق التنفس وتعب الكتف قد تكون مرتبطة بالتهاب الجيوب الأنفية أو الحساسية"", ""الكتف المتعب قد يُعالج بالبروفين، لكن العلاقة غير موثقة بدرجة كافية""]",[],"[""عدم وجود أدلة مباشرة على ارتباط الأعراض بالقلب"", ""العلاقات بين التهاب والكبد/القلب غير موثقة""]",answerable,2,2,0,1.0,0.0,no_claims_removed,"الأعراض مثل ضيق التنفس وتعب الكتف قد تكون مرتبطة بالتهاب الجيوب الأنفية أو الحساسية [E1,E2,E3,E4 | ahd5k_03872] الكتف المتعب قد يُعالج بالبروفين، لكن العلاقة غير موثقة بدرجة كافية [E5 | ahd5k_00486]"
trial_query_103,ما هو ابسط علاج لمرض السكر بدون كيماويات؟,الدليل المتاح لا يحتوي على معلومات حول علاج مرض السكر بدون كيماويات. يُنصح بالاستعانة بخبير طبي لتحديد خطة علاج مناسبة بناءً على الحالة السريرية [E1-E5].,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],"[""الدليل المتاح لا يحتوي على معلومات حول علاج مرض السكر بدون كيماويات"", ""يُنصح بالاستعانة بخبير طبي لتحديد خطة علاج مناسبة بناءً على الحالة السريرية [E1-E5]""]","[""غياب علاقات مباشرة حول علاج مرض السكر بدون كيماويات"", ""الدلائل المتاحة تركز على الأعراض والتشخيص وليس العلاج""]",insufficient_evidence,2,0,2,0.5,0.5,removed_unsupported_claims,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_104,انا عملت جراحة فى القلب وتم تغير الصمام المترالى بصمام ميكانيكى صناعى وباخد دواء واريفان ( لسيولة الدم ) 8 ملجرام ومصاب بالانفلوانزا ماالعلاج المناسب,لا توجد أدلة كافية في المعلومات المقدمة لتحديد العلاج المناسب للانفلونزا في حالتك. يُنصح باستشارة طبيب مختص لتقييم الحالة وتحديد العلاج الآمن مع أخذ الحالة الصحية الكاملة بعين الاعتبار.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],[],"[""عدم وجود علاقات أو أدلة متعلقة بالعلاج المناسب للانفلونزا في سياق تناول أدوية الليوسيان (واريفان) أو وجود صمام قلبي صناعي""]",insufficient_evidence,0,0,0,0.0,0.0,no_claims_removed,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_105,هل حبوب كريستور(rousovastatin) تؤثر على عضلة القلب ؟,لا توجد أدلة كافية في السياق المقدم لتقييم تأثير حبوب كريستور (روسو vastatin) على عضلة القلب. يُنصح باستشارة طبيب مختص لتحديد الآثار المحتملة للدواء بناءً على التاريخ الطبي الفردي.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],[],"[""غياب العلاقات المتعلقة بتأثير الأدوية على عضلة القلب"", ""عدم وجود بيانات عن آثار كريستور الجانبية""]",insufficient_evidence,0,0,0,0.0,0.0,no_claims_removed,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_106,هل يوجد أعشاب طبية تساعد على الشفاء من حالة الاكتئاب و الشعور بالخوف ، علما بأنه يوجد لدي فقر دم (انيميا الفول ) و يتجدث حالات الاكتئاب هذه عند تناول...,لا توجد أدلة كافية في السياق المقدم حول فعالية الأعشاب الطبية في علاج الاكتئاب والخوف لدى المصابين بفقر الدم (الانيميا الفولية). يُنصح بالتشاور مع طبيب مختص لتحديد العلاج المناسب مع مراعاة التداخلات المحتملة مع الحالة الطبية الحالية.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],[],"[""غياب أدلة حول الأعشاب الطبية وعلاقتها بالاكتئاب أو فقر الدم"", ""عدم وجود علاقات مباشرة بين الأعشاب والعلاج في السياق المقدم""]",insufficient_evidence,0,0,0,0.0,0.0,no_claims_removed,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_107,"انا عندى 16 سنة وعندي ارتخاء بالصمام الميترالى والاعراض اللى عندي دوخة لما أقف و بتعب من أقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلى اندرال 20 جم بس مش...",الدواء الموصى به (اندرال) قد لا يعالج الأعراض المذكورة بشكل كافٍ. يُنصح بمتابعة الطبيب لتعديل العلاج أو استبعاد أسباب أخرى [E4] [E5]. هذا ليس بديلاً عن استشارة طبية مباشرة.,"الدوخة والتعب قد تكون مرتبطة بارتفاع ضغط الدم حسب الأدلة المتوفرة [E4,E5 | ahd5k_04701,ahd5k_04701] لا توجد أدلة كافية في السياق المسترجع لدعم: لا توجد أدلة مباشرة تربط ارتخاء الصمام الميترالي بالدوخة والتعب المذكورين.","[""الدوخة والتعب قد تكون مرتبطة بارتفاع ضغط الدم حسب الأدلة المتوفرة""]","[""لا توجد أدلة مباشرة تربط ارتخاء الصمام الميترالي بالدوخة والتعب المذكورين""]","[""عدم وجود علاقات مباشرة بين ارتخاء الصمام الميترالي والأعراض المذكورة"", ""الاعتماد على أدلة مرتبطة بارتفاع ضغط الدم وليس ارتخاء الصمام""]",partially_answerable,2,1,1,0.5,0.5,removed_unsupported_claims,"الدوخة والتعب قد تكون مرتبطة بارتفاع ضغط الدم حسب الأدلة المتوفرة [E4,E5 | ahd5k_04701,ahd5k_04701] لا توجد أدلة كافية في السياق المسترجع لدعم: لا توجد أدلة مباشرة تربط ارتخاء الصمام الميترالي بالدوخة والتعب المذكورين."
trial_query_108,هل هناك اسباب للحساسية من الباراسيتمول وما الاغذية التى امتنع عنها وما هى الاغذية التى ااكلها,لا توجد أدلة كافية في السياق المقدم لتحديد أسباب الحساسية من الباراسيتامول أو توصيات غذائية محددة لتجنبها أو تناولها. يُنصح بمراجعة طبيب الحساسية لتحديد التشخيص النهائي ووضع خطة علاج مناسبة [E1].,"الحساسية قد تسبب سعالاً وبلغمًا وضيق تنفس [E1][E3][E4] [E1,E3,E4 | ahd5k_00970,ahd5k_00683,ahd5k_00010]","[""الحساسية قد تسبب سعالاً وبلغمًا وضيق تنفس [E1][E3][E4]""]",[],"[""لا توجد أدلة حول أسباب الحساسية من الباراسيتامول أو توصيات غذائية محددة"", ""العلاقات المتوفرة تركز على الأعراض دون ذكر أسباب أو عوامل غذائية""]",answerable,1,1,0,1.0,0.0,no_claims_removed,"الحساسية قد تسبب سعالاً وبلغمًا وضيق تنفس [E1][E3][E4] [E1,E3,E4 | ahd5k_00970,ahd5k_00683,ahd5k_00010]"
trial_query_109,كان لدي ارتفاع بسيط في الصفائح ٤٦١ وعندما ولدت بعد ٥٠ يوم التحليل طلع ٦٧٩ واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,لا توجد أدلة كافية في السياق المقدم لتفسير ارتفاع الصفائح الدموية أو العلاقة بينها وبين الشكوى من عدم اكتمال النفس أو التهاب الصدر. الأدلة المتاحة تركز على استخدام الصور الشعاعية لفحص الصداع أو معالجة الصدمة الكهربائية/الحروق بواسطة الطبيب [E1-E4]. يُنصح بمراجعة الطبيب المختص للحصول على تقييم دقيق.,"الصور الشعاعية قد تُطلب لفحص الصداع [E1,E2 | ahd5k_01058,ahd5k_01058] الطبيب يعالج الصدمة الكهربائية والحروق [E3,E4 | ahd5k_04866,ahd5k_04866]","[""الصور الشعاعية قد تُطلب لفحص الصداع"", ""الطبيب يعالج الصدمة الكهربائية والحروق""]",[],"[""لا توجد أدلة مباشرة تربط الصفائح الدموية أو التهاب الصدر بالعلاقة بين الكيانات المُستنتجة""]",answerable,2,2,0,1.0,0.0,no_claims_removed,"الصور الشعاعية قد تُطلب لفحص الصداع [E1,E2 | ahd5k_01058,ahd5k_01058] الطبيب يعالج الصدمة الكهربائية والحروق [E3,E4 | ahd5k_04866,ahd5k_04866]"
trial_query_110,عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة?,بالنظر إلى الأدلة المتوفرة، يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي [E2][E3]. لا توجد أدلة كافية حول علاجات غير جراحية محددة لتكبير الثدي في هذا السياق.,"يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي [E2,E3 | ahd5k_02702,ahd5k_02702]","[""يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي""]",[],"[""ال أدلة المتوفرة تركز على التشخيص وليس العلاجات غير الجراحية"", ""عدم وجود أدلة حول علاجات محددة لتكبير الثدي دون جراحة""]",answerable,1,1,0,1.0,0.0,no_claims_removed,"يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي [E2,E3 | ahd5k_02702,ahd5k_02702]"
trial_query_111,عمري ٢٥سنة واعاني من نشاط زائد في الغده الدرقية وقمت بأخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي سأتمكن بعدها,لا توجد أدلة كافية في المعلومات المقدمة لتقييم المدة الزمنية المحددة بعد تلقي جرعة اليود النووي المشع لنشاط الغدة الدرقية. يُنصح بالتشاور مع طبيب مختص لتقييم الحالة وتحديد الإرشادات الأمنية حسب الظروف الفردية.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],[],"[""عدم توفر أدلة حول المدة الزمنية بعد اليود النووي المشع"", ""العلاقات المتوفرة تركز على التشخيص والعلاج وليس السلامة بعد العلاج الإشعاعي""]",insufficient_evidence,0,0,0,0.0,0.0,no_claims_removed,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_112,يشعر والدي بألم في منطقة الصدر علما ان والدي مصاب بجلطة قلبية ودماغية اليوم قد تناول بيزا وكانت دسمة،،،،،هل هذا الم قلب ام الام معدة,لا توجد أدلة كافية في السياق المقدم لتقييم ما إذا كان الألم الذي يشعر به والدك ناتجًا عن جلطة قلبية أو مشكلة معدة. يُنصح بالاستعانة بطبيب على الفور لإجراء تقييم طبي شامل.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],"[""الجلطة القلبية والدماغية ليست مرتبطتين مباشرة بأعراض الألم المذكورة في السياق المقدم."", ""تناول وجبة دسمة قد يسبب اضطرابًا هضميًا، لكن هذا غير مذكور في الأدلة المقدمة.""]","[""غياب أدلة مباشرة على العلاقة بين الألم الصدري والجلطات أو الوجبات الدهنية."", ""عدم وجود معلومات عن أعراض القلب أو الجهاز الهضمي في السياق المقدم.""]",insufficient_evidence,2,0,2,0.0,1.0,removed_unsupported_claims,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_113,هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,وفقًا لل أدلة المتوفرة، إذا كانت المريضة حاملة وتستخدم بريمولوت ن (Primolut N)، فيجب إيقافه فورًا، حيث تشير الدراسات إلى احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين [E1]. ومع ذلك، لا توجد أدلة مباشرة في السياق المقدم حول تأثير ميزوتاك (Mezotac) على الجنين، مما يشير إلى أن المعلومات محدودة. يُنصح بمراجعة طبيب مختص لتقييم المخاطر بدقة.,يجب إيقاف بريمولوت ن أثناء الحمل بسبب احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين. [E1 | ahd5k_00439],"[""يجب إيقاف بريمولوت ن أثناء الحمل بسبب احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين.""]",[],"[""ال أدلة المتوفرة تركز على بريمولوت ن وليس ميزوتاك، مما يشير إلى نقص في المعلومات حول تأثير ميزوتاك على الجنين.""]",answerable,1,1,0,1.0,0.0,no_claims_removed,يجب إيقاف بريمولوت ن أثناء الحمل بسبب احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين. [E1 | ahd5k_00439]
trial_query_114,حموضة في فمي واحساس برائحة تفاح متعفن مع كدمات زرقاء غامقة في قدماي واحساس بغبوش في الرؤية,لا توجد أدلة كافية لربط الأعراض المذكورة (حموضة فم، رائحة تفاح متعفن، كدمات زرقاء في القدمين، غبوش في الرؤية) بالعلاقات المُسترجعة المتعلقة بفقر الدم وألم المعدة. يُنصح باستشارة طبيب مختص لفحص شامل.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],[],"[""العلاقات المُسترجعة لا تغطي الأعراض المذكورة (حموضة الفم، رائحة الفم، الكدمات، الغبوش في الرؤية)."", ""الموثوقية المحدودة للعلاقات المُسترجعة.""]",insufficient_evidence,0,0,0,0.0,0.0,no_claims_removed,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_115,قمت بعمل اشعة بالصبغة على الاورطى والشرايين الطرفية وجت انتفاخ بالوجه ووجع بالجسم ارجو الافادة,أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ بالوجه والوجع بالجسم [E1][E2][E3][E4]. يُنصح بتوضيح نتائج الفحص الشعاعي المكتوبة لتحديد التشخيص الدقيق [E1][E2].,"أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ والوجع [E1,E2,E3,E4 | ahd5k_01537]","[""أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ والوجع""]",[],"[""البيانات المتوفرة لا تشمل تشخيصًا محددًا أو أسبابًا محتملة للانتفاخ والوجع"", ""لا توجد أدلة على وجود مسببات أو علاجات مرتبطة مباشرة بهذه الأعراض""]",answerable,1,1,0,1.0,0.0,no_claims_removed,"أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ والوجع [E1,E2,E3,E4 | ahd5k_01537]"
trial_query_116,ماهي أضرارشجرة القات وماهي منافعها إذا لها فوائد وهل صحيح أنها علاج لمرضى السكر,لا توجد أدلة كافية في السياق المقدم لتقييم أضرار أو منافع شجرة القات كعلاج لمرض السكر. يُنصح باستشارة طبيب مختص لتحديد العلاج المناسب.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],[],"[""عدم وجود علاقات مباشرة بين شجرة القات ومرض السكري في السياق المقدم.""]",insufficient_evidence,0,0,0,0.0,0.0,no_claims_removed,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_117,أعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,لا توجد أدلة كافية في السياق المقدم لتغطية الأعراض المذكورة (حرقان جسدي، التهاب مسالك بولية، ارتفاع الكوليسترول والدهون الثلاثية). يُنصح بمراجعة طبيب مختص لإجراء فحص سريري وتحاليل مخبرية لتحديد الأسباب الدقيقة ووضع خطة علاج مناسبة.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],[],"[""عدم توفر أدلة مباشرة لربط الأعراض المذكورة (حرقان، التهاب مسالك بولية، ارتفاع الكوليسترول والدهون الثلاثية) بالعلاقات المستنتجة."", ""العلاقات المتوفرة ذات موثوقية محدودة (reliability=limited) ولا تغطي الجوانب العلاجية للأعراض المذكورة.""]",insufficient_evidence,0,0,0,0.0,0.0,no_claims_removed,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,البيانات المتوفرة تشير إلى أن حمى باطن القدم واليد قد ترتبط بمضاعفات عضة الجرذ أو الجرذون، وعلاجها يشمل مضادات حيوية مثل البنسيلين والسيبروفلوكساسين بعد استشارة الطبيب [E1]. لا توجد أدلة كافية حول الفحوصات المخبرية المحددة لتأكيد سبب المرض في السياق الحالي.,"علاج حمى باطن القدم واليد يشمل مضادات حيوية مثل البنسيلين والسيبروفلوكساسين [E1 | ahd5k_01255] الحمى قد تكون نتيجة عضة الجرذ أو الجرذون، لكن لم تُذكر الفحوصات المحددة لتأكيد السبب [E1,E4 | ahd5k_01255]","[""علاج حمى باطن القدم واليد يشمل مضادات حيوية مثل البنسيلين والسيبروفلوكساسين"", ""الحمى قد تكون نتيجة عضة الجرذ أو الجرذون، لكن لم تُذكر الفحوصات المحددة لتأكيد السبب""]",[],"[""لا توجد أدلة مباشرة حول الفحوصات المخبرية لتأكيد سبب حمى باطن القدم واليد"", ""البيانات محدودة بحالات العضات وليس المرض المذكور في السؤال""]",answerable,2,2,0,1.0,0.0,no_claims_removed,"علاج حمى باطن القدم واليد يشمل مضادات حيوية مثل البنسيلين والسيبروفلوكساسين [E1 | ahd5k_01255] الحمى قد تكون نتيجة عضة الجرذ أو الجرذون، لكن لم تُذكر الفحوصات المحددة لتأكيد السبب [E1,E4 | ahd5k_01255]"
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,العلاقة بين مستوى السكر المرتفع (200) وزغللة العين غير مذكورة في الأدلة المتوفرة. الأدلة الحالية تربط مرض السكري بارتفاع ضغط الدم [E1] وتشخيصه عبر تحاليل مخبرية [E3]، لكنها لا تشير إلى مضاعفات عينية مباشرة. يُنصح باستشارة طبيب مختص لتقييم الحالة العينية والسكري بشكل منفصل.,"مرض السكري مرتبط بارتفاع ضغط الدم [E1,E2 | ahd5k_01294,ahd5k_04912] يمكن تشخيص مرض السكري عبر تحاليل مخبرية [E3,E5 | ahd5k_01551]","[""مرض السكري مرتبط بارتفاع ضغط الدم"", ""يمكن تشخيص مرض السكري عبر تحاليل مخبرية""]",[],"[""لا توجد أدلة مباشرة تربط مستوى السكر المرتفع بزغللة العين في السياق الحالي""]",answerable,2,2,0,1.0,0.0,no_claims_removed,"مرض السكري مرتبط بارتفاع ضغط الدم [E1,E2 | ahd5k_01294,ahd5k_04912] يمكن تشخيص مرض السكري عبر تحاليل مخبرية [E3,E5 | ahd5k_01551]"
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,الجلوكوز هو المصدر الأساسي للطاقة في الخلية [E1]، والفركتوز مكون في جدار الخلايا [E1]، والجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز [E1]. خلل في تمثيل أي من هذه السكريات يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى [E1]، مع ملاحظة أن العلاقة بين التهابات ووظائف الكبد محدودة [E2].,الجلوكوز هو المصدر الأساسي للطاقة في الخلية [E1 | ahd5k_01578] الفركتوز مكون في جدار الخلايا [E1 | ahd5k_01578] الجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز [E1 | ahd5k_01578] خلل في تمثيل الجلوكوز أو الفركتوز أو الجلاكتوز يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى [E1 | ahd5k_01578],"[""الجلوكوز هو المصدر الأساسي للطاقة في الخلية"", ""الفركتوز مكون في جدار الخلايا"", ""الجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز"", ""خلل في تمثيل الجلوكوز أو الفركتوز أو الجلاكتوز يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى""]",[],"[""العلاقات بين التهابات ووظائف الكبد محدودة في الأدلة [E2]""]",answerable,4,4,0,1.0,0.0,no_claims_removed,الجلوكوز هو المصدر الأساسي للطاقة في الخلية [E1 | ahd5k_01578] الفركتوز مكون في جدار الخلايا [E1 | ahd5k_01578] الجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز [E1 | ahd5k_01578] خلل في تمثيل الجلوكوز أو الفركتوز أو الجلاكتوز يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكب...
trial_query_121,متى يلجأ الدكتور الي نزع عَصّب السن او الضرس,لا توجد أدلة كافية في السياق المقدم لتوضيح متى يلجأ الدكتور إلى نزع عَصّب السن أو الضرس. المعلومات المتاحة تركز على علاقات غير مباشرة مثل تأثير التخدير الموضعي على الغمزة أو مخاطر الحساسية بعد برد الأسنان، دون ذكر شروط أو أوقات محددة لعملية النزع.,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,[],"[""المعلومات المتاحة تركز على علاقات غير مباشرة مثل تأثير التخدير الموضعي على الغمزة أو مخاطر الحساسية بعد برد الأسنان، دون ذكر شروط أو أوقات محددة لعملية النزع""]","[""السياق لا يحتوي على علاقات أو أدلة توضح متى يتم اللجوء إلى نزع عَصّب السن أو الضرس.""]",insufficient_evidence,1,0,1,0.0,1.0,removed_unsupported_claims,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.
