query_id,query,normalized_query,expanded_terms,key_medical_fragments,primary_intent,all_intents,target_relation_types,detected_entity_names,detected_entity_types,detected_entity_match_types,semantic_candidate_entity_names,silver_relevant_entity_ids,silver_relevant_qa_ids,relation_type_weights,warnings,retrieval_mode
trial_query_104,انا عملت جراحة فى القلب وتم تغير الصمام المترالى بصمام ميكانيكى صناعى وباخد دواء واريفان ( لسيولة الدم ) 8 ملجرام ومصاب بالانفلوانزا ماالعلاج المناسب,انا عملت جراحه في القلب وتم تغير الصمام المترالي بصمام ميكانيكي صناعي وباخد دواء واريفان ( لسيوله الدم ) 8 ملجرام ومصاب بالانفلوانزا ماالعلاج المناسب,[],"[""جراحه القلب وتم"", ""القلب وتم تغير"", ""وتم تغير الصمام"", ""تغير الصمام المترالي"", ""الصمام المترالي بصمام"", ""المترالي بصمام ميكانيكي"", ""بصمام ميكانيكي صناعي"", ""ميكانيكي صناعي وباخد"", ""صناعي وباخد دواء"", ""وباخد دواء واريفان""]",treatment_request,"[""treatment_request""]","[""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""الانفلوانزا"", ""صمام القلب""]","[""DiseaseCondition"", ""DiseaseCondition""]","[""exact"", ""alias""]",[],"[""ent_diseasecondition_8ae017ffaf32"", ""ent_diseasecondition_de01cca177b2""]","[""ahd5k_00391"", ""ahd5k_01372"", ""ahd5k_02217""]","{""TREATED_BY"": 1.0, ""TREATS"": 1.0, ""MANAGED_BY"": 1.0, ""HAS_AFTERCARE_INSTRUCTION"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_105,هل حبوب كريستور(rousovastatin) تؤثر على عضلة القلب ؟,هل حبوب كريستور(rousovastatin) توثر علي عضله القلب ?,[],"[""حبوب كريستور rousovastatin"", ""كريستور rousovastatin توثر"", ""rousovastatin توثر عضله"", ""توثر عضله القلب"", ""عضله القلب ريستور"", ""حبوب كريستور"", ""كريستور rousovastatin"", ""rousovastatin توثر"", ""توثر عضله"", ""عضله القلب""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""كريستور""]","[""Treatment""]","[""exact""]",[],"[""ent_treatment_5bbcb8e80aef""]","[""ahd5k_01375""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_106,هل يوجد أعشاب طبية تساعد على الشفاء من حالة الاكتئاب و الشعور بالخوف ، علما بأنه يوجد لدي فقر دم (انيميا الفول ) و يتجدث حالات الاكتئاب هذه عند تناول...,"هل يوجد اعشاب طبيه تساعد علي الشفاء من حاله الاكتياب و الشعور بالخوف , علما بانه يوجد لدي فقر دم (انيميا الفول ) و يتجدث حالات الاكتياب هذه عند تناول...","[""فقر الدم""]","[""يوجد اعشاب طبيه"", ""اعشاب طبيه تساعد"", ""طبيه تساعد الشفاء"", ""تساعد الشفاء حاله"", ""الشفاء حاله الاكتياب"", ""حاله الاكتياب الشعور"", ""الاكتياب الشعور بالخوف"", ""الشعور بالخوف علما"", ""بالخوف علما بانه"", ""علما بانه يوجد""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""فقر دم"", ""الاكتئاب"", ""اكتئاب"", ""فول""]","[""DiseaseCondition"", ""DiseaseCondition"", ""DiseaseCondition"", ""Treatment""]","[""exact"", ""exact"", ""exact"", ""exact""]","[""فقر الدم""]","[""ent_diseasecondition_32c84edce6a2"", ""ent_diseasecondition_9719230327a2"", ""ent_diseasecondition_99d821e71fc1"", ""ent_diseasecondition_c530adcb98c5"", ""ent_treatment_ace11c18f4c4""]","[""ahd5k_00543"", ""ahd5k_00594"", ""ahd5k_00655"", ""ahd5k_00681"", ""ahd5k_00696"", ""ahd5k_00757"", ""ahd5k_00838"", ""ahd5k_00855"", ""ahd5k_01162"", ""ahd5k_01178"", ""ahd5k_01325"", ""ahd5k_01394"", ""ahd5k_01903"", ""ahd5k_02292"", ""ahd5k_02472"", ""ahd5k_02546"", ""ahd5k_03400"", ""ahd5k_03651"", ""ahd5k_03707"", ""ahd5k_03852"", ""ahd5k_04046""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_107,"انا عندى 16 سنة وعندي ارتخاء بالصمام الميترالى والاعراض اللى عندي دوخة لما أقف و بتعب من أقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلى اندرال 20 جم بس مش...","انا عندي 16 سنه وعندي ارتخاء بالصمام الميترالي والاعراض اللي عندي دوخه لما اقف و بتعب من اقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلي اندرال 20 جم بس مش...",[],"[""سنه وعندي ارتخاء"", ""وعندي ارتخاء بالصمام"", ""ارتخاء بالصمام الميترالي"", ""بالصمام الميترالي والاعراض"", ""الميترالي والاعراض اللي"", ""والاعراض اللي دوخه"", ""اللي دوخه لما"", ""دوخه لما اقف"", ""لما اقف بتعب"", ""اقف بتعب اقل""]",symptom_check,"[""symptom_check""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF""]","[""ارتخاء"", ""دوخة"", ""تعب"", ""صمام القلب""]","[""DiseaseCondition"", ""Symptom"", ""Symptom"", ""DiseaseCondition""]","[""exact"", ""exact"", ""exact"", ""alias""]",[],"[""ent_diseasecondition_d570c92436e9"", ""ent_diseasecondition_de01cca177b2"", ""ent_symptom_28acc791e82d"", ""ent_symptom_850b2a35c32d""]","[""ahd5k_00391"", ""ahd5k_01181"", ""ahd5k_02217"", ""ahd5k_03872"", ""ahd5k_04566"", ""ahd5k_04701""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_108,هل هناك اسباب للحساسية من الباراسيتمول وما الاغذية التى امتنع عنها وما هى الاغذية التى ااكلها,هل هناك اسباب للحساسيه من الباراسيتمول وما الاغذيه التي امتنع عنها وما هي الاغذيه التي ااكلها,[],"[""هناك للحساسيه الباراسيتمول"", ""للحساسيه الباراسيتمول وما"", ""الباراسيتمول وما الاغذيه"", ""وما الاغذيه التي"", ""الاغذيه التي امتنع"", ""التي امتنع عنها"", ""امتنع عنها وما"", ""عنها وما الاغذيه"", ""الاغذيه التي ااكلها"", ""التي ااكلها حساسيه""]",cause_or_condition_question,"[""cause_or_condition_question""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF""]","[""حساسية"", ""حساسية الصدر""]","[""DiseaseCondition"", ""DiseaseCondition""]","[""exact"", ""alias""]",[],"[""ent_diseasecondition_250910ab0701"", ""ent_diseasecondition_2f75d3dabe0b""]","[""ahd5k_00010"", ""ahd5k_00020"", ""ahd5k_00069"", ""ahd5k_00133"", ""ahd5k_00142"", ""ahd5k_00481"", ""ahd5k_00614"", ""ahd5k_00683"", ""ahd5k_00695"", ""ahd5k_00812"", ""ahd5k_00864"", ""ahd5k_00887"", ""ahd5k_00931"", ""ahd5k_00963"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01231"", ""ahd5k_01236"", ""ahd5k_01245"", ""ahd5k_01418"", ""ahd5k_01836"", ""ahd5k_02039"", ""ahd5k_02115"", ""ahd5k_02124"", ""ahd5k_02470"", ""ahd5k_02556"", ""ahd5k_02966"", ""ahd5k_03068"", ""ahd5k_03098"", ""ahd5k_03243"", ""ahd5k_03258"", ""ahd5k_03626"", ""ahd5k_03662"", ""ahd5k_03762"", ""ahd5k_04144"", ""ahd5k_04235"", ""ahd5k_04347"", ""ahd5k_04490""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0}","[""Current trial graph has no direct CAUSES/CAUSED_BY/RISK_FACTOR_FOR relation. Step 9 should approximate cause questions with SYMPTOM_OF/HAS_SYMPTOM and mark this limitation.""]",entity_seeded_vector_then_graph
trial_query_109,كان لدي ارتفاع بسيط في الصفائح ٤٦١ وعندما ولدت بعد ٥٠ يوم التحليل طلع ٦٧٩ واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,كان لدي ارتفاع بسيط في الصفايح 461 وعندما ولدت بعد 50 يوم التحليل طلع 679 واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,[],"[""ارتفاع بسيط الصفايح"", ""بسيط الصفايح 461"", ""الصفايح 461 وعندما"", ""461 وعندما ولدت"", ""وعندما ولدت يوم"", ""ولدت يوم التحليل"", ""يوم التحليل طلع"", ""التحليل طلع 679"", ""طلع 679 واشكو"", ""679 واشكو عدم""]",aftercare_question,"[""aftercare_question"", ""diagnostic_test_request""]","[""HAS_AFTERCARE_INSTRUCTION"", ""AVOID_AFTER"", ""DIAGNOSED_BY"", ""DIAGNOSES"", ""INVESTIGATED_BY"", ""INVESTIGATES""]","[""الطبيب"", ""الصفائح الدموية""]","[""Treatment"", ""DiseaseCondition""]","[""exact"", ""alias""]",[],"[""ent_diseasecondition_b3e7fc089ddd"", ""ent_treatment_450cbdcb87da""]","[""ahd5k_00507"", ""ahd5k_00780"", ""ahd5k_01058"", ""ahd5k_03348"", ""ahd5k_03689"", ""ahd5k_04866""]","{""HAS_AFTERCARE_INSTRUCTION"": 1.0, ""AVOID_AFTER"": 1.0, ""DIAGNOSED_BY"": 0.4, ""DIAGNOSES"": 0.4, ""INVESTIGATED_BY"": 0.4, ""INVESTIGATES"": 0.4}",[],entity_seeded_vector_then_graph
trial_query_110,عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة?,عمري 18 سنه وانا اعاني من صغر الثدي هل يوجد اي حل لتكبيره دون جراحه?,[],"[""عمري سنه وانا"", ""سنه وانا صغر"", ""وانا صغر الثدي"", ""صغر الثدي يوجد"", ""الثدي يوجد لتكبيره"", ""يوجد لتكبيره دون"", ""لتكبيره دون جراحه"", ""دون جراحه تكبيره"", ""عمري سنه"", ""سنه وانا""]",symptom_check,"[""symptom_check""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF""]","[""صغر الثدي""]","[""DiseaseCondition""]","[""exact""]",[],"[""ent_diseasecondition_cbcc5fb6bf54""]","[""ahd5k_01423""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_111,عمري ٢٥سنة واعاني من نشاط زائد في الغده الدرقية وقمت بأخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي سأتمكن بعدها,عمري 25سنه واعاني من نشاط زايد في الغده الدرقيه وقمت باخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي ساتمكن بعدها,"[""الغدة الدرقية"", ""مرض الغدة الدرقية""]","[""عمري 25سنه واعاني"", ""25سنه واعاني نشاط"", ""واعاني نشاط زايد"", ""نشاط زايد الغده"", ""زايد الغده الدرقيه"", ""الغده الدرقيه وقمت"", ""الدرقيه وقمت باخذ"", ""وقمت باخذ اليود"", ""باخذ اليود النووي"", ""اليود النووي المشع""]",treatment_request,"[""treatment_request"", ""symptom_check""]","[""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION"", ""HAS_SYMPTOM"", ""SYMPTOM_OF""]","[""الغدة الدرقية""]","[""DiseaseCondition""]","[""exact""]","[""مرض الغدة الدرقية""]","[""ent_diseasecondition_22348d970227"", ""ent_diseasecondition_7b4788cd854a""]","[""ahd5k_00035"", ""ahd5k_00632"", ""ahd5k_02980"", ""ahd5k_03465""]","{""TREATED_BY"": 1.0, ""TREATS"": 1.0, ""MANAGED_BY"": 1.0, ""HAS_AFTERCARE_INSTRUCTION"": 1.0, ""HAS_SYMPTOM"": 0.4, ""SYMPTOM_OF"": 0.4}",[],entity_seeded_vector_then_graph
trial_query_112,يشعر والدي بألم في منطقة الصدر علما ان والدي مصاب بجلطة قلبية ودماغية اليوم قد تناول بيزا وكانت دسمة،،،،،هل هذا الم قلب ام الام معدة,"يشعر والدي بالم في منطقه الصدر علما ان والدي مصاب بجلطه قلبيه ودماغيه اليوم قد تناول بيزا وكانت دسمه,,,,,هل هذا الم قلب ام الام معده",[],"[""يشعر والدي بالم"", ""والدي بالم منطقه"", ""بالم منطقه الصدر"", ""منطقه الصدر علما"", ""الصدر علما والدي"", ""علما والدي مصاب"", ""والدي مصاب بجلطه"", ""مصاب بجلطه قلبيه"", ""بجلطه قلبيه ودماغيه"", ""قلبيه ودماغيه تناول""]",cause_or_condition_question,"[""cause_or_condition_question"", ""symptom_check""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF""]","[""الام""]","[""Symptom""]","[""exact""]",[],"[""ent_symptom_249d07021a1b""]","[""ahd5k_04356""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0}","[""Current trial graph has no direct CAUSES/CAUSED_BY/RISK_FACTOR_FOR relation. Step 9 should approximate cause questions with SYMPTOM_OF/HAS_SYMPTOM and mark this limitation.""]",entity_seeded_vector_then_graph
trial_query_113,هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,هل يوجد تاثير علي الجنين في حاله تعاطي اقراص ميزوتاك في بدايه الحمل بغرض الاجهاض وانا الان اقتنعت باكمال الحمل ولكن قلق من تاثر الجنين بالماده الفعاله لهذا الدواء?,[],"[""يوجد تاثير الجنين"", ""تاثير الجنين حاله"", ""الجنين حاله تعاطي"", ""حاله تعاطي اقراص"", ""تعاطي اقراص ميزوتاك"", ""اقراص ميزوتاك بدايه"", ""ميزوتاك بدايه الحمل"", ""بدايه الحمل بغرض"", ""الحمل بغرض الاجهاض"", ""بغرض الاجهاض وانا""]",drug_safety_question,"[""drug_safety_question"", ""development_timeline_question"", ""treatment_request""]","[""HAS_ADVERSE_EFFECT"", ""CONTRAINDICATED_IN"", ""SAFE_DURING_PREGNANCY"", ""REQUIRES_MEDICAL_SUPERVISION_FOR"", ""DEVELOPS_DURING"", ""OCCURS_DURING"", ""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""الحمل"", ""قلق"", ""الدواء"", ""الجنين"", ""ميزوتاك""]","[""DiseaseCondition"", ""Symptom"", ""Treatment"", ""DiseaseCondition"", ""Treatment""]","[""exact"", ""exact"", ""exact"", ""exact"", ""exact""]",[],"[""ent_diseasecondition_1420aadad936"", ""ent_diseasecondition_7abdd04c7114"", ""ent_symptom_f51ef98950a2"", ""ent_treatment_1479a48d3d42"", ""ent_treatment_2702542ba0eb""]","[""ahd5k_00048"", ""ahd5k_00209"", ""ahd5k_00230"", ""ahd5k_00439"", ""ahd5k_00568"", ""ahd5k_00597"", ""ahd5k_00604"", ""ahd5k_00671"", ""ahd5k_00683"", ""ahd5k_00775"", ""ahd5k_00793"", ""ahd5k_00804"", ""ahd5k_00876"", ""ahd5k_00941"", ""ahd5k_01023"", ""ahd5k_01099"", ""ahd5k_01515"", ""ahd5k_01585"", ""ahd5k_01629"", ""ahd5k_01754"", ""ahd5k_02160"", ""ahd5k_02381"", ""ahd5k_02476"", ""ahd5k_02556"", ""ahd5k_02665"", ""ahd5k_02903"", ""ahd5k_03090"", ""ahd5k_03104"", ""ahd5k_03359"", ""ahd5k_03455"", ""ahd5k_03474"", ""ahd5k_03563"", ""ahd5k_03807"", ""ahd5k_03809"", ""ahd5k_03870"", ""ahd5k_04001"", ""ahd5k_04509"", ""ahd5k_04697"", ""ahd5k_04815"", ""ahd5k_04875""]","{""HAS_ADVERSE_EFFECT"": 1.0, ""CONTRAINDICATED_IN"": 1.0, ""SAFE_DURING_PREGNANCY"": 1.0, ""REQUIRES_MEDICAL_SUPERVISION_FOR"": 1.0, ""DEVELOPS_DURING"": 0.4, ""OCCURS_DURING"": 0.4, ""TREATED_BY"": 0.4, ""TREATS"": 0.4, ""MANAGED_BY"": 0.4, ""HAS_AFTERCARE_INSTRUCTION"": 0.4}",[],entity_seeded_vector_then_graph
trial_query_114,حموضة في فمي واحساس برائحة تفاح متعفن مع كدمات زرقاء غامقة في قدماي واحساس بغبوش في الرؤية,حموضه في فمي واحساس برايحه تفاح متعفن مع كدمات زرقاء غامقه في قدماي واحساس بغبوش في الرويه,[],"[""حموضه فمي واحساس"", ""فمي واحساس برايحه"", ""واحساس برايحه تفاح"", ""برايحه تفاح متعفن"", ""تفاح متعفن كدمات"", ""متعفن كدمات زرقاء"", ""كدمات زرقاء غامقه"", ""زرقاء غامقه قدماي"", ""غامقه قدماي واحساس"", ""قدماي واحساس بغبوش""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""حموضة""]","[""Symptom""]","[""exact""]",[],"[""ent_symptom_1a7b2eae066b""]","[""ahd5k_01518""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_115,قمت بعمل اشعة بالصبغة على الاورطى والشرايين الطرفية وجت انتفاخ بالوجه ووجع بالجسم ارجو الافادة,قمت بعمل اشعه بالصبغه علي الاورطي والشرايين الطرفيه وجت انتفاخ بالوجه ووجع بالجسم ارجو الافاده,[],"[""قمت بعمل اشعه"", ""بعمل اشعه بالصبغه"", ""اشعه بالصبغه الاورطي"", ""بالصبغه الاورطي والشرايين"", ""الاورطي والشرايين الطرفيه"", ""والشرايين الطرفيه وجت"", ""الطرفيه وجت انتفاخ"", ""وجت انتفاخ بالوجه"", ""انتفاخ بالوجه ووجع"", ""بالوجه ووجع بالجسم""]",diagnostic_test_request,"[""diagnostic_test_request""]","[""DIAGNOSED_BY"", ""DIAGNOSES"", ""INVESTIGATED_BY"", ""INVESTIGATES""]","[""أشعة"", ""انتفاخ"", ""وجع""]","[""Test"", ""Symptom"", ""Symptom""]","[""alias"", ""alias"", ""alias""]",[],"[""ent_symptom_42ad4acdebc5"", ""ent_symptom_fd750eeb2865"", ""ent_test_c4cfd2d6468c""]","[""ahd5k_00114"", ""ahd5k_00876"", ""ahd5k_01220"", ""ahd5k_01290"", ""ahd5k_01295"", ""ahd5k_01537"", ""ahd5k_02003"", ""ahd5k_03019"", ""ahd5k_04468"", ""ahd5k_04648"", ""ahd5k_04844"", ""ahd5k_04934""]","{""DIAGNOSED_BY"": 1.0, ""DIAGNOSES"": 1.0, ""INVESTIGATED_BY"": 1.0, ""INVESTIGATES"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_116,ماهي أضرارشجرة القات وماهي منافعها إذا لها فوائد وهل صحيح أنها علاج لمرضى السكر,ماهي اضرارشجره القات وماهي منافعها اذا لها فوايد وهل صحيح انها علاج لمرضي السكر,"[""مرض السكري""]","[""اضرارشجره القات وماهي"", ""القات وماهي منافعها"", ""وماهي منافعها اذا"", ""منافعها اذا فوايد"", ""اذا فوايد وهل"", ""فوايد وهل صحيح"", ""وهل صحيح انها"", ""صحيح انها لمرضي"", ""انها لمرضي السكر"", ""لمرضي السكر وايد""]",cause_or_condition_question,"[""cause_or_condition_question"", ""treatment_request""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""TREATED_BY"", ""TREATS"", ""MANAGED_BY"", ""HAS_AFTERCARE_INSTRUCTION""]","[""القات"", ""سكر""]","[""Treatment"", ""DiseaseCondition""]","[""exact"", ""exact""]","[""مرض السكري""]","[""ent_diseasecondition_380db6d92562"", ""ent_diseasecondition_4393a2bf88a6"", ""ent_treatment_fe7b9cfab843""]","[""ahd5k_01294"", ""ahd5k_01358"", ""ahd5k_01551"", ""ahd5k_02607"", ""ahd5k_03015"", ""ahd5k_03068"", ""ahd5k_03284"", ""ahd5k_03801"", ""ahd5k_04630"", ""ahd5k_04912"", ""ahd5k_04944""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""TREATED_BY"": 0.4, ""TREATS"": 0.4, ""MANAGED_BY"": 0.4, ""HAS_AFTERCARE_INSTRUCTION"": 0.4}","[""Current trial graph has no direct CAUSES/CAUSED_BY/RISK_FACTOR_FOR relation. Step 9 should approximate cause questions with SYMPTOM_OF/HAS_SYMPTOM and mark this limitation.""]",entity_seeded_vector_then_graph
trial_query_117,أعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,اعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,[],"[""حرقان بكامل بجسمي"", ""بكامل بجسمي والتهاب"", ""بجسمي والتهاب المسالك"", ""والتهاب المسالك البوليه"", ""المسالك البوليه وارتفاع"", ""البوليه وارتفاع الكلسترول"", ""وارتفاع الكلسترول والدهون"", ""الكلسترول والدهون الثلاثيه"", ""والدهون الثلاثيه مال"", ""الثلاثيه مال جزاكم""]",symptom_check,"[""symptom_check""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF""]","[""ارتفاع الكلسترول"", ""كلسترول""]","[""DiseaseCondition"", ""DiseaseCondition""]","[""exact"", ""exact""]",[],"[""ent_diseasecondition_677ee50113db"", ""ent_diseasecondition_b774b131180f""]","[""ahd5k_01558"", ""ahd5k_04045""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,ماهي علاجات حمي التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض?,[],"[""علاجات حمي باطن"", ""حمي باطن القدم"", ""باطن القدم وباطن"", ""القدم وباطن اليد"", ""وباطن اليد وماهي"", ""اليد وماهي الفحوصات"", ""وماهي الفحوصات للتاكد"", ""الفحوصات للتاكد المرض"", ""للتاكد المرض اطن"", ""المرض اطن باطن""]",cause_or_condition_question,"[""cause_or_condition_question"", ""diagnostic_test_request""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF"", ""DIAGNOSED_BY"", ""DIAGNOSES"", ""INVESTIGATED_BY"", ""INVESTIGATES""]","[""حمى"", ""الفحوصات المخبرية""]","[""Symptom"", ""Test""]","[""exact"", ""alias""]",[],"[""ent_symptom_018ebc11f6df"", ""ent_test_c4ec2e232baf""]","[""ahd5k_00348"", ""ahd5k_00438"", ""ahd5k_00679"", ""ahd5k_01255"", ""ahd5k_01262"", ""ahd5k_01567"", ""ahd5k_01611"", ""ahd5k_02142"", ""ahd5k_02595"", ""ahd5k_03053"", ""ahd5k_03137"", ""ahd5k_04611"", ""ahd5k_04651"", ""ahd5k_04919""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0, ""DIAGNOSED_BY"": 0.4, ""DIAGNOSES"": 0.4, ""INVESTIGATED_BY"": 0.4, ""INVESTIGATES"": 0.4}","[""Current trial graph has no direct CAUSES/CAUSED_BY/RISK_FACTOR_FOR relation. Step 9 should approximate cause questions with SYMPTOM_OF/HAS_SYMPTOM and mark this limitation.""]",entity_seeded_vector_then_graph
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغلله في عينه اليمني مع حول فيها تم قياسه مستوي السكر اليوم 200 اتمني افادتي بهذا الامر هل له علاقه بالحلطه...,"[""مرض السكري""]","[""والدي وقع الدرج"", ""وقع الدرج ثلالث"", ""الدرج ثلالث ايام"", ""ثلالث ايام نلاحظ"", ""ايام نلاحظ هناك"", ""نلاحظ هناك زغلله"", ""هناك زغلله عينه"", ""زغلله عينه اليمني"", ""عينه اليمني حول"", ""اليمني حول فيها""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""سكر""]","[""DiseaseCondition""]","[""exact""]","[""مرض السكري""]","[""ent_diseasecondition_380db6d92562"", ""ent_diseasecondition_4393a2bf88a6""]","[""ahd5k_01294"", ""ahd5k_01358"", ""ahd5k_01551"", ""ahd5k_02607"", ""ahd5k_03015"", ""ahd5k_03068"", ""ahd5k_03284"", ""ahd5k_03801"", ""ahd5k_04630"", ""ahd5k_04912"", ""ahd5k_04944""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,ماهي الاهميه الطبيه للجلوكوز والفركتوز والجالكتوز?,[],"[""الاهميه الطبيه للجلوكوز"", ""الطبيه للجلوكوز والفركتوز"", ""للجلوكوز والفركتوز والجالكتوز"", ""والفركتوز والجالكتوز جلوكوز"", ""والجالكتوز جلوكوز الجلوكوز"", ""جلوكوز الجلوكوز الفركتوز"", ""الجلوكوز الفركتوز الجالكتوز"", ""الاهميه الطبيه"", ""الطبيه للجلوكوز"", ""للجلوكوز والفركتوز""]",cause_or_condition_question,"[""cause_or_condition_question""]","[""HAS_SYMPTOM"", ""SYMPTOM_OF""]","[""الجلوكوز"", ""الفركتوز"", ""الجالكتوز""]","[""Test"", ""DiseaseCondition"", ""DiseaseCondition""]","[""exact"", ""exact"", ""exact""]",[],"[""ent_diseasecondition_46faf93722a3"", ""ent_diseasecondition_8e104f8ce212"", ""ent_test_d990d9189fc6""]","[""ahd5k_01578""]","{""HAS_SYMPTOM"": 1.0, ""SYMPTOM_OF"": 1.0}","[""Current trial graph has no direct CAUSES/CAUSED_BY/RISK_FACTOR_FOR relation. Step 9 should approximate cause questions with SYMPTOM_OF/HAS_SYMPTOM and mark this limitation.""]",entity_seeded_vector_then_graph
trial_query_121,متى يلجأ الدكتور الي نزع عَصّب السن او الضرس,متي يلجا الدكتور الي نزع عصب السن او الضرس,[],"[""متي يلجا الدكتور"", ""يلجا الدكتور نزع"", ""الدكتور نزع عصب"", ""نزع عصب السن"", ""عصب السن الضرس"", ""متي يلجا"", ""يلجا الدكتور"", ""الدكتور نزع"", ""نزع عصب"", ""عصب السن""]",general_medical_question,"[""general_medical_question""]","[""HAS_SYMPTOM"", ""TREATED_BY"", ""DIAGNOSED_BY"", ""INVESTIGATED_BY""]","[""الضرس""]","[""DiseaseCondition""]","[""exact""]",[],"[""ent_diseasecondition_ee57bd84c53c""]","[""ahd5k_00484"", ""ahd5k_00821"", ""ahd5k_00828"", ""ahd5k_00977"", ""ahd5k_01094""]","{""HAS_SYMPTOM"": 1.0, ""TREATED_BY"": 1.0, ""DIAGNOSED_BY"": 1.0, ""INVESTIGATED_BY"": 1.0}",[],entity_seeded_vector_then_graph
