query_id,query,answer_ar,claims,evidence_summary_ar,used_relations,limitations_ar,next_step_note_ar,provider,model
trial_query_096,السلام عليكم .. هل تناول ملعقة يوميا من زيت الحلبة على الريق يزيد من حجم الثدي بجانب التمارين ..؟؟ و ما المدة التى يمكن الاستمرار عليها فى تناول الزيت؟ و...,لا توجد أدلة كافية في الشبكة لدعم أو نفي تأثير زيت الحلبة على زيادة حجم الثدي أو تحديد مدة الاستخدام الآمن. يُنصح بالاستعانة بمتخصص طبي لتقييم هذا العلاج [E1].,"[{""claim_ar"": ""زيت الحلبة ليس له أدلة كافية في الشبكة لتأثيره على حجم الثدي"", ""citations"": [""E1""], ""source_qa_ids"": [""ahd5k_00203""], ""support_status"": ""insufficient""}]","[""الروتيكسيماب مفيد في علاج النقص الشديد للصفائح [E1]""]","[""النقص الشديد للصفائح --TREATED_BY--> الروتيكسيماب"", ""الروتيكسيماب --TREATS--> النقص الشديد للصفائح""]","[""لا توجد أدلة مباشرة حول زيت الحلبة أو تأثيره على الثدي""]",يُنصح بمراجعة طبيب مختص لتقييم العلاج وتحديد الجرعة الآمنة,groq,qwen/qwen3-32b
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,في حالة انتفاخ ضرس العقل المسبب لآلام واحمرار الفك السفلي، يُنصح بمراجعة طبيب أو أخصائي جراحة الوجه والفكين [E1] [E2]. ضرس العقل قد يسبب آلامًا بدرجات متفاوتة تتطلب عادةً خلعه [E1] [E3]. لا توجد أدلة كافية حول معالجة الانتفاخ مباشرةً دون مراجعة طبية [E5].,"[{""claim_ar"": ""ضرس العقل قد يسبب آلامًا بدرجات متفاوتة تتطلب خلعه"", ""citations"": [""E1"", ""E3""], ""source_qa_ids"": [""ahd5k_04356"", ""ahd5k_04356""], ""support_status"": ""supported""}, {""claim_ar"": ""المراجعة الطبية (طبيب أو أخصائي جراحة الوجه والفكين) هي المعالجة الموصى بها"", ""citations"": [""E2"", ""E4""], ""source_qa_ids"": [""ahd5k_04356"", ""ahd5k_04356""], ""support_status"": ""supported""}]","[""ضرس العقل يسبب ألمًا يتطلب مراجعة طبية [E1]"", ""الانتفاخ قد يُشخص عبر أشعة بالصبغة لكن التفاصيل غير موضحة [E5]""]","[""ضرس العقل --HAS_SYMPTOM--> الام"", ""الام --TREATED_BY--> المراجعة الطبية"", ""ضرس العقل --TREATED_BY--> المراجعة الطبية""]","[""عدم وجود أدلة كافية حول معالجة الانتفاخ مباشرةً دون مراجعة طبية"", ""العلاقة بين انتفاخ الفك والأشعة بالصبغة غير محددة بوضوح""]",يُنصح بمراجعة طبيب مختص لتحديد ما إذا كان خلع ضرس العقل ضروريًا، وليس هذا الاستشارة بديلًا عن الرعاية الطبية المباشرة.,groq,qwen/qwen3-32b
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,في حالات انسداد الصمام الأبهري بنسبة 40-60% مع وجود مرض السكري وارتفاع ضغط الدم، يمكن إجراء عملية قلب مفتوح وتبديل الصمام الأبهري إذا تم التحكم في الأمراض المصاحبة بشكل جيد قبل وأثناء وبعد الجراحة [E1]. يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد أفضل خطة علاجية بناءً على نتائج الفحوصات والوظائف الأخرى للأعضاء [E2].,"[{""claim_ar"": ""العمليات الجراحية مثل تبديل الصمام الأبهري يمكن أن تُجرى بسلام إذا تم التحكم في مرض السكري وارتفاع ضغط الدم بشكل جيد"", ""citations"": [""E1"", ""E3""], ""source_qa_ids"": [""ahd5k_01294"", ""ahd5k_04912""], ""support_status"": ""supported""}, {""claim_ar"": ""يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد النسبة المئوية للضعف في عضلة القلب ووظائف الأعضاء الأخرى"", ""citations"": [""E2"", ""E4""], ""source_qa_ids"": [""ahd5k_04912""], ""support_status"": ""supported""}]","[""التحكم في مرض السكري وارتفاع ضغط الدم قبل الجراحة يُقلل من المخاطر [E1]"", ""الاعتماد على تقييم فريق طبي متخصص لتحديد خطة العلاج المناسبة [E2]""]","[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري""]","[""العلاقات بين مرض السكري وارتفاع ضغط الدم ذات موثوقية محدودة"", ""عدم وجود أدلة مباشرة عن تأثير نسبة انسداد الصمام الأبهري (40-60%) على قرار الجراحة""]",يُنصح باستشارة فريق طبي متخصص لإجراء تقييم شامل للحالة قبل اتخاذ قرار الجراحة.,groq,qwen/qwen3-32b
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,الافضل زيارة الطبيب لاجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده [E3][E6]. قد يساعد هذا في الكشف عن أي إصابات مترتبة عليه.,"[{""claim_ar"": ""يُنصح بإجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده"", ""citations"": [""E3"", ""E6""], ""source_qa_ids"": [""ahd5k_01295"", ""ahd5k_01295""], ""support_status"": ""supported""}]","[""أشعة لمعرفة مكان الدبوس والتأكد من وجوده (E3/E6)""]","[""دبوس --DIAGNOSED_BY--> أشعة"", ""أشعة --DIAGNOSES--> دبوس""]","[""الارتباط بين أشعة ودبوس له موثوقية محدودة (reliability=limited)""]",يُنصح بالاستعانة بخبير طبي فورًا لإجراء الفحوصات المطلوبة,groq,qwen/qwen3-32b
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,لا توجد أدلة كافية في السياق المقدم لتقييم العلاقة بين البقع البنية على الوجه وفقر الدم أو جراحة الحصوات المرارية. يُنصح بالاستعانة بمتخصص طبي لفحص الجلد والتحري عن الأسباب المحتملة للبقع.,[],"[""السياق المُسترد يركز على أعراض فقر الدم (مثل ألم المعدة، التنميل، فقدان الشهية) دون أي ذكر لعلاقة بين فقر الدم أو جراحة المرارة والبقع الجلدية.""]",[],"[""عدم وجود علاقات أو أدلة مباشرة تربط بين فقر الدم/جراحة الحصوات المرارية والبقع البنية على الوجه.""]",يُنصح بزيارة طبيب جلدية لفحص البقع وتحديد سببها، مع مراجعة تفاصيل فقر الدم لضمان علاجه بشكل كامل.,groq,qwen/qwen3-32b
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,البردقوش هو عشب يُستخدم لتنظيم الدورة الشهرية [E1]. لا توجد أدلة كافية حول توفره في اليمن أو تأثيره على عدد الحيوانات المنوية.,"[{""claim_ar"": ""البردقوش يُستخدم لتنظيم الدورة الشهرية"", ""citations"": [""E1""], ""source_qa_ids"": [""ahd5k_04015""], ""support_status"": ""supported""}, {""claim_ar"": ""لا توجد أدلة حول تأثير البردقوش على عدد الحيوانات المنوية"", ""citations"": [], ""source_qa_ids"": [], ""support_status"": ""insufficient""}]","[""البردقوش مذكور كعشب يُستخدم لتنظيم الدورة الشهرية [E1]""]","[""الدورة الشهرية --TREATED_BY--> البردقوش""]","[""لا توجد أدلة حول توفر البردقوش في اليمن"", ""لا توجد أدلة حول تأثير البردقوش على الحيوانات المنوية""]",يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق لتأثير العلاجات العشبية.,groq,qwen/qwen3-32b
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,الأعراض المذكورة (حموضة، صعوبة تنفس، صعوبة بلع، ألم في الجانب الأيسر من الصدر، تعب الكتف الأيسر بعد المجهود) لا تُربط مباشرة بعلاقة موثقة في البيانات المُسترجعة. لا توجد أدلة كافية لتحديد ما إذا كان ذلك مرتبطًا بالقلب أو حموضة عادية. يُنصح باستشارة طبيب لفحص دقيق.,"[{""claim_ar"": ""الأعراض مثل ضيق التنفس وتعب الكتف قد تكون مرتبطة بالتهاب الجيوب الأنفية أو الحساسية"", ""citations"": [""E1"", ""E2"", ""E3"", ""E4""], ""source_qa_ids"": [""ahd5k_03872""], ""support_status"": ""supported""}, {""claim_ar"": ""الكتف المتعب قد يُعالج بالبروفين، لكن العلاقة غير موثقة بدرجة كافية"", ""citations"": [""E5""], ""source_qa_ids"": [""ahd5k_00486""], ""support_status"": ""insufficient""}]","[""- التهاب الجيوب الأنفية قد يسبب تعبًا وضيق تنفس [E1-E4]"", ""- البروفين مذكور كعلاج محتمل لآلام الكتف [E5]""]","[""التهاب --HAS_SYMPTOM--> تعب"", ""تعب --SYMPTOM_OF--> التهاب"", ""التهاب --HAS_SYMPTOM--> ضيق تنفس"", ""ضيق تنفس --SYMPTOM_OF--> التهاب"", ""الكتف --TREATED_BY--> البروفين""]","[""عدم وجود أدلة مباشرة على ارتباط الأعراض بالقلب"", ""العلاقات بين التهاب والكبد/القلب غير موثقة""]",يُنصح باستشارة طبيب لإجراء فحص شامل، خاصةً مع وجود ألم في الصدر والكتف بعد المجهود.,groq,qwen/qwen3-32b
trial_query_103,ما هو ابسط علاج لمرض السكر بدون كيماويات؟,الدليل المتاح لا يحتوي على معلومات حول علاج مرض السكر بدون كيماويات. يُنصح بالاستعانة بخبير طبي لتحديد خطة علاج مناسبة بناءً على الحالة السريرية [E1-E5].,"[{""claim_ar"": ""لا توجد أدلة كافية في الشبكة حول علاج مرض السكر بدون كيماويات"", ""citations"": [""E1"", ""E2"", ""E3"", ""E4"", ""E5""], ""source_qa_ids"": [""ahd5k_02607"", ""ahd5k_01294"", ""ahd5k_04912"", ""ahd5k_01551""], ""support_status"": ""insufficient""}]","[""يُشير الدليل إلى علاقة بين مرض السكري وارتفاع ضغط الدم كأعراض مترابطة [E1-E4]"", ""يُذكر أن التشخيص يعتمد على تحاليل مخبرية لكنها لا تقدم معلومات عن العلاج [E3-E6]""]","[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري"", ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""]","[""غياب علاقات مباشرة حول علاج مرض السكر بدون كيماويات"", ""الدلائل المتاحة تركز على الأعراض والتشخيص وليس العلاج""]",يُنصح بالاستعانة بفريق طبي متخصص لتقييم الحالة وتحديد خطة علاج مناسبة,groq,qwen/qwen3-32b
trial_query_104,انا عملت جراحة فى القلب وتم تغير الصمام المترالى بصمام ميكانيكى صناعى وباخد دواء واريفان ( لسيولة الدم ) 8 ملجرام ومصاب بالانفلوانزا ماالعلاج المناسب,لا توجد أدلة كافية في المعلومات المقدمة لتحديد العلاج المناسب للانفلونزا في حالتك. يُنصح باستشارة طبيب مختص لتقييم الحالة وتحديد العلاج الآمن مع أخذ الحالة الصحية الكاملة بعين الاعتبار.,[],[],[],"[""عدم وجود علاقات أو أدلة متعلقة بالعلاج المناسب للانفلونزا في سياق تناول أدوية الليوسيان (واريفان) أو وجود صمام قلبي صناعي""]",يُنصح باستشارة طبيب مختص لتقييم الحالة وتحديد العلاج الآمن، خاصة مع وجود صمام قلبي صناعي وتتناول أدوية الليوسيان.,groq,qwen/qwen3-32b
trial_query_105,هل حبوب كريستور(rousovastatin) تؤثر على عضلة القلب ؟,لا توجد أدلة كافية في السياق المقدم لتقييم تأثير حبوب كريستور (روسو vastatin) على عضلة القلب. يُنصح باستشارة طبيب مختص لتحديد الآثار المحتملة للدواء بناءً على التاريخ الطبي الفردي.,"[{""claim_ar"": ""لا توجد أدلة كافية لتقييم تأثير كريستور على عضلة القلب"", ""citations"": [], ""source_qa_ids"": [], ""support_status"": ""insufficient""}]","[""العلاقات المستخرجة تركز على أعراض فقر الدم ونطاقات ضغط الدم/نبض القلب الطبيعية، ولا تشمل أي بيانات عن آثار كريستور على القلب.""]","[""فقر الدم --HAS_SYMPTOM--> الم المعدجة"", ""فقر الدم --HAS_SYMPTOM--> فقدان الشهيه"", ""ضغط الدم --HAS_NORMAL_RANGE--> 140-80 إذا لا توجد أمراض مصاحبة"", ""نبض القلب --HAS_NORMAL_RANGE--> 65-85 تقريبا وقد يقبل أقل أو أكثر""]","[""غياب العلاقات المتعلقة بتأثير الأدوية على عضلة القلب"", ""عدم وجود بيانات عن آثار كريستور الجانبية""]",يُنصح باستشارة طبيب لمناقشة الآثار المحتملة للدواء ضمن سياق طبي فردي.,groq,qwen/qwen3-32b
trial_query_106,هل يوجد أعشاب طبية تساعد على الشفاء من حالة الاكتئاب و الشعور بالخوف ، علما بأنه يوجد لدي فقر دم (انيميا الفول ) و يتجدث حالات الاكتئاب هذه عند تناول...,لا توجد أدلة كافية في السياق المقدم حول فعالية الأعشاب الطبية في علاج الاكتئاب والخوف لدى المصابين بفقر الدم (الانيميا الفولية). يُنصح بالتشاور مع طبيب مختص لتحديد العلاج المناسب مع مراعاة التداخلات المحتملة مع الحالة الطبية الحالية.,"[{""claim_ar"": ""لا توجد أدلة كافية حول استخدام الأعشاب الطبية لعلاج الاكتئاب والخوف في سياق فقر الدم (الانيميا الفولية)"", ""citations"": [], ""source_qa_ids"": [], ""support_status"": ""insufficient""}]","[""الانيميا الفولية تُشخص بالتحاليل المخبرية [E1]"", ""الانيميا تُسبب أعراضًا مثل الألم في المعدة والخمول [E3]"", ""العلاج يعتمد على دراسة نسبة الهيموغلوبين ومخزون الحديد [E5]""]","[""فقر الدم --DIAGNOSED_BY--> تحاليل مخبرية"", ""فقر الدم --HAS_SYMPTOM--> الم المعدجة"", ""فقر الدم --DIAGNOSED_BY--> فحص تحاليل مخبرية""]","[""غياب أدلة حول الأعشاب الطبية وعلاقتها بالاكتئاب أو فقر الدم"", ""عدم وجود علاقات مباشرة بين الأعشاب والعلاج في السياق المقدم""]",يُنصح بالاستعانة بخبير طبي لتحديد خطة علاج آمنة تتناسب مع الحالة الطبية الفردية.,groq,qwen/qwen3-32b
trial_query_107,"انا عندى 16 سنة وعندي ارتخاء بالصمام الميترالى والاعراض اللى عندي دوخة لما أقف و بتعب من أقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلى اندرال 20 جم بس مش...",الدواء الموصى به (اندرال) قد لا يعالج الأعراض المذكورة بشكل كافٍ. يُنصح بمتابعة الطبيب لتعديل العلاج أو استبعاد أسباب أخرى [E4] [E5]. هذا ليس بديلاً عن استشارة طبية مباشرة.,"[{""claim_ar"": ""الدوخة والتعب قد تكون مرتبطة بارتفاع ضغط الدم حسب الأدلة المتوفرة"", ""citations"": [""E4"", ""E5""], ""source_qa_ids"": [""ahd5k_04701"", ""ahd5k_04701""], ""support_status"": ""supported""}, {""claim_ar"": ""لا توجد أدلة مباشرة تربط ارتخاء الصمام الميترالي بالدوخة والتعب المذكورين"", ""citations"": [], ""source_qa_ids"": [], ""support_status"": ""insufficient""}]","""- ارتباط الدوخة بارتفاع ضغط الدم (E4, E5)\n- عدم وجود أدلة مباشرة لارتباط ارتخاء الصمام الميترالي بالأعراض""","[""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة"", ""دوخة --SYMPTOM_OF--> ارتفاع ضغط الدم""]","[""عدم وجود علاقات مباشرة بين ارتخاء الصمام الميترالي والأعراض المذكورة"", ""الاعتماد على أدلة مرتبطة بارتفاع ضغط الدم وليس ارتخاء الصمام""]",يُنصح بمراجعة الطبيب لإجراء فحوصات إضافية وتعديل العلاج حسب الحالة السريرية الفعلية,groq,qwen/qwen3-32b
trial_query_108,هل هناك اسباب للحساسية من الباراسيتمول وما الاغذية التى امتنع عنها وما هى الاغذية التى ااكلها,لا توجد أدلة كافية في السياق المقدم لتحديد أسباب الحساسية من الباراسيتامول أو توصيات غذائية محددة لتجنبها أو تناولها. يُنصح بمراجعة طبيب الحساسية لتحديد التشخيص النهائي ووضع خطة علاج مناسبة [E1].,"[{""claim_ar"": ""الحساسية قد تسبب سعالاً وبلغمًا وضيق تنفس [E1][E3][E4]"", ""citations"": [""E1"", ""E3"", ""E4""], ""source_qa_ids"": [""ahd5k_00970"", ""ahd5k_00683"", ""ahd5k_00010""], ""support_status"": ""supported""}]","[""- الحساسية مرتبطة بسعال وبلغم وضيق تنفس (E1, E3, E4)""]","[""حساسية --HAS_SYMPTOM--> سعال"", ""حساسية --HAS_SYMPTOM--> ضيق تنفس"", ""حساسية --HAS_SYMPTOM--> بلغم""]","[""لا توجد أدلة حول أسباب الحساسية من الباراسيتامول أو توصيات غذائية محددة"", ""العلاقات المتوفرة تركز على الأعراض دون ذكر أسباب أو عوامل غذائية""]",يُنصح بمراجعة أخصائي حساسية لتأكيد التشخيص وتحديد خطة علاج فردية، خاصة مع استمرار الأعراض.,groq,qwen/qwen3-32b
trial_query_109,كان لدي ارتفاع بسيط في الصفائح ٤٦١ وعندما ولدت بعد ٥٠ يوم التحليل طلع ٦٧٩ واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,لا توجد أدلة كافية في السياق المقدم لتفسير ارتفاع الصفائح الدموية أو العلاقة بينها وبين الشكوى من عدم اكتمال النفس أو التهاب الصدر. الأدلة المتاحة تركز على استخدام الصور الشعاعية لفحص الصداع أو معالجة الصدمة الكهربائية/الحروق بواسطة الطبيب [E1-E4]. يُنصح بمراجعة الطبيب المختص للحصول على تقييم دقيق.,"[{""claim_ar"": ""الصور الشعاعية قد تُطلب لفحص الصداع"", ""citations"": [""E1"", ""E2""], ""source_qa_ids"": [""ahd5k_01058"", ""ahd5k_01058""], ""support_status"": ""supported""}, {""claim_ar"": ""الطبيب يعالج الصدمة الكهربائية والحروق"", ""citations"": [""E3"", ""E4""], ""source_qa_ids"": [""ahd5k_04866"", ""ahd5k_04866""], ""support_status"": ""supported""}]","[""الصور الشعاعية تُستخدم لفحص الصداع [E1-E2]"", ""الطبيب يتعامل مع الصدمة الكهربائية والحروق [E3-E4]""]","[""صداع --INVESTIGATED_BY--> الصور الشعاعية"", ""الصور الشعاعية --INVESTIGATES--> صداع"", ""الصدمة الكهربائية --TREATED_BY--> الطبيب"", ""الحروق --TREATED_BY--> الطبيب""]","[""لا توجد أدلة مباشرة تربط الصفائح الدموية أو التهاب الصدر بالعلاقة بين الكيانات المُستنتجة""]",يُنصح بمراجعة طبيب مختص للحصول على تقييم شامل لارتفاع الصفائح وعلاقة ذلك بالتهاب الصدر والتنفس غير الكامل.,groq,qwen/qwen3-32b
trial_query_110,عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة?,بالنظر إلى الأدلة المتوفرة، يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي [E2][E3]. لا توجد أدلة كافية حول علاجات غير جراحية محددة لتكبير الثدي في هذا السياق.,"[{""claim_ar"": ""يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي"", ""citations"": [""E2"", ""E3""], ""source_qa_ids"": [""ahd5k_02702"", ""ahd5k_02702""], ""support_status"": ""supported""}]","[""- الفحص السريري هو الخطوة الأولى لتشخيص نقص حجم الثدي (E3)"", ""- مراجعة أخصائية النسائية موصى بها لتحديد العلاج المناسب (E2)""]","[""نقص بحجم الثدي --TREATED_BY--> مراجعة اخصائية النسائية"", ""نقص بحجم الثدي --DIAGNOSED_BY--> فحص سريري""]","[""ال أدلة المتوفرة تركز على التشخيص وليس العلاجات غير الجراحية"", ""عدم وجود أدلة حول علاجات محددة لتكبير الثدي دون جراحة""]",يُفضل استشارة أخصائية نسائية لتحديد الخطة العلاجية المناسبة بناءً على الفحص السريري,groq,qwen/qwen3-32b
trial_query_111,عمري ٢٥سنة واعاني من نشاط زائد في الغده الدرقية وقمت بأخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي سأتمكن بعدها,لا توجد أدلة كافية في المعلومات المقدمة لتقييم المدة الزمنية المحددة بعد تلقي جرعة اليود النووي المشع لنشاط الغدة الدرقية. يُنصح بالتشاور مع طبيب مختص لتقييم الحالة وتحديد الإرشادات الأمنية حسب الظروف الفردية.,"[{""claim_ar"": ""لا توجد أدلة كافية لتقييم المدة الزمنية المحددة بعد اليود النووي المشع"", ""citations"": [], ""source_qa_ids"": [], ""support_status"": ""insufficient""}]","[""العلاج بالترокسين يعتمد على مستوى الهرمون في الدم [E1]"", ""تشخيص نشاط الغدة عبر تحاليل T3 وT4 [E3]""]","[""مرض الغدة الدرقية --TREATED_BY--> التروكسين"", ""نشاط الغدة الدرقية --DIAGNOSED_BY--> تحاليل مخبرية""]","[""عدم توفر أدلة حول المدة الزمنية بعد اليود النووي المشع"", ""العلاقات المتوفرة تركز على التشخيص والعلاج وليس السلامة بعد العلاج الإشعاعي""]",يُنصح بالرجوع إلى طبيب الغدد الصماء لتقييم الحالة وتحديد الإرشادات الأمنية حسب عمر الطفل ونوع العلاج.,groq,qwen/qwen3-32b
trial_query_112,يشعر والدي بألم في منطقة الصدر علما ان والدي مصاب بجلطة قلبية ودماغية اليوم قد تناول بيزا وكانت دسمة،،،،،هل هذا الم قلب ام الام معدة,لا توجد أدلة كافية في السياق المقدم لتقييم ما إذا كان الألم الذي يشعر به والدك ناتجًا عن جلطة قلبية أو مشكلة معدة. يُنصح بالاستعانة بطبيب على الفور لإجراء تقييم طبي شامل.,"[{""claim_ar"": ""الجلطة القلبية والدماغية ليست مرتبطتين مباشرة بأعراض الألم المذكورة في السياق المقدم."", ""citations"": [], ""source_qa_ids"": [], ""support_status"": ""insufficient""}, {""claim_ar"": ""تناول وجبة دسمة قد يسبب اضطرابًا هضميًا، لكن هذا غير مذكور في الأدلة المقدمة."", ""citations"": [], ""source_qa_ids"": [], ""support_status"": ""insufficient""}]","[""العلاقة بين ضرس العقل والألم/الصداع مذكورة في الأدلة (E1-E6)، لكنها غير مرتبطة بأعراض الصدر أو القلب."", ""أعراض الألم العضلي في الصدر مذكورة في E3 وE5، لكنها تشير إلى سبب عضلي محلي وليس قلبي أو هضمي.""]","[""ضرس العقل --HAS_SYMPTOM--> الام"", ""الام --SYMPTOM_OF--> ضرس العقل"", ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم"", ""الالم --SYMPTOM_OF--> ارتياف دعب \\u0627لديم""]","[""غياب أدلة مباشرة على العلاقة بين الألم الصدري والجلطات أو الوجبات الدهنية."", ""عدم وجود معلومات عن أعراض القلب أو الجهاز الهضمي في السياق المقدم.""]",يُنصح بالاستعانة بطبيب مختص فورًا لتحديد سبب الألم بدقة، خاصة مع وجود تاريخ مرضي للجلطات.,groq,qwen/qwen3-32b
trial_query_113,هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,وفقًا لل أدلة المتوفرة، إذا كانت المريضة حاملة وتستخدم بريمولوت ن (Primolut N)، فيجب إيقافه فورًا، حيث تشير الدراسات إلى احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين [E1]. ومع ذلك، لا توجد أدلة مباشرة في السياق المقدم حول تأثير ميزوتاك (Mezotac) على الجنين، مما يشير إلى أن المعلومات محدودة. يُنصح بمراجعة طبيب مختص لتقييم المخاطر بدقة.,"[{""claim_ar"": ""يجب إيقاف بريمولوت ن أثناء الحمل بسبب احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين."", ""citations"": [""E1""], ""source_qa_ids"": [""ahd5k_00439""], ""support_status"": ""supported""}]","[""- استخدام بريمولوت ن أثناء الحمل قد يؤدي إلى تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ [E1].""]","[""بريمولوت ن --REQUIRES_MEDICAL_SUPERVISION_FOR--> إيقاف الدواء ومراجعة الطبيب أثناء الحمل""]","[""ال أدلة المتوفرة تركز على بريمولوت ن وليس ميزوتاك، مما يشير إلى نقص في المعلومات حول تأثير ميزوتاك على الجنين.""]",يُنصح بمراجعة طبيب مختص لتقييم المخاطر المرتبطة باستخدام ميزوتاك أثناء الحمل واتخاذ قرار مُسنَد بالبيانات.,groq,qwen/qwen3-32b
trial_query_114,حموضة في فمي واحساس برائحة تفاح متعفن مع كدمات زرقاء غامقة في قدماي واحساس بغبوش في الرؤية,لا توجد أدلة كافية لربط الأعراض المذكورة (حموضة فم، رائحة تفاح متعفن، كدمات زرقاء في القدمين، غبوش في الرؤية) بالعلاقات المُسترجعة المتعلقة بفقر الدم وألم المعدة. يُنصح باستشارة طبيب مختص لفحص شامل.,[],"[""العلاقات المُسترجعة تربط فقر الدم بألم المعدة وفحص الجرثومة الحلزونية، لكنها لا تغطي الأعراض المذكورة في الاستفسار.""]","[""فقر الدم --HAS_SYMPTOM--> الم المعدجة"", ""الم المعدجة --INVESTIGATED_BY--> فحص الجرثومة الحلزونية"", ""الم المعدجة --SYMPTOM_OF--> فقر الدم"", ""فحص الجرثومة الحلزونية --INVESTIGATES--> الم المعدجة""]","[""العلاقات المُسترجعة لا تغطي الأعراض المذكورة (حموضة الفم، رائحة الفم، الكدمات، الغبوش في الرؤية)."", ""الموثوقية المحدودة للعلاقات المُسترجعة.""]",يُنصح باستشارة طبيب مختص لإجراء فحص شامل وتحديد السبب الجذري للأعراض.,groq,qwen/qwen3-32b
trial_query_115,قمت بعمل اشعة بالصبغة على الاورطى والشرايين الطرفية وجت انتفاخ بالوجه ووجع بالجسم ارجو الافادة,أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ بالوجه والوجع بالجسم [E1][E2][E3][E4]. يُنصح بتوضيح نتائج الفحص الشعاعي المكتوبة لتحديد التشخيص الدقيق [E1][E2].,"[{""claim_ar"": ""أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ والوجع"", ""citations"": [""E1"", ""E2"", ""E3"", ""E4""], ""source_qa_ids"": [""ahd5k_01537""], ""support_status"": ""supported""}]","[""- أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى (E1-E4)"", ""- يُنصح بتوضيح نتائج الفحص الشعاعي المكتوبة لتحديد التشخيص (E1-E2)""]","[""وجع --INVESTIGATED_BY--> اشعة"", ""انتفاخ --INVESTIGATED_BY--> اشعة"", ""اشعة --INVESTIGATES--> وجع"", ""اشعة --INVESTIGATES--> انتفاخ""]","[""البيانات المتوفرة لا تشمل تشخيصًا محددًا أو أسبابًا محتملة للانتفاخ والوجع"", ""لا توجد أدلة على وجود مسببات أو علاجات مرتبطة مباشرة بهذه الأعراض""]",يُنصح بالتشاور مع طبيب لتحليل نتائج أشعة الصبغة وتحديد الخطوات التالية,groq,qwen/qwen3-32b
trial_query_116,ماهي أضرارشجرة القات وماهي منافعها إذا لها فوائد وهل صحيح أنها علاج لمرضى السكر,لا توجد أدلة كافية في السياق المقدم لتقييم أضرار أو منافع شجرة القات كعلاج لمرض السكر. يُنصح باستشارة طبيب مختص لتحديد العلاج المناسب.,[],"[""العلاقات المستنتجة تركز على مرض السكري وعلاقته بضغط الدم وتحاليل المخبر، دون أي ذكر لشجرة القات أو تأثيراتها.""]",[],"[""عدم وجود علاقات مباشرة بين شجرة القات ومرض السكري في السياق المقدم.""]",يُنصح بالرجوع إلى طبيب مختص لمناقشة العلاجات المثبتة علمياً لمرض السكري.,groq,qwen/qwen3-32b
