query_id,query,final_answer_ar,explanation_ar,answerability_label,supporting_relations,sources_and_evidence,overall_reliability_score,reliability_score,reliability_label,relation_confidence,source_reliability,evidence_coverage,claim_support_rate,hallucination_rate,supporting_relation_count,unique_source_count,removed_claims,limitations_ar
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_02292"", ""evidence_text"": ""نقص في الدم مع الالم في المعده"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""أحيانا الم في المعدة كسل وخمول اضطرابات في النوم"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_00838"", ""evidence_text"": ""نقص فيتامين (ب12) يسبب انيميا وتنميل"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> تنميل""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""فقر الدم سبب فقدان الشهيه"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> فقدان الشهيه""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_04490"", ""evidence_text"": ""حساسية الصدر and سعال co-occur with explicit symptom-pathology link"", ""relation"": ""حساسية الصدر --HAS_SYMPTOM--> سعال""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_00666"", ""evidence_text"": ""التهاب في المثانة أو الإحليل يسبب خروج الدم"", ""relation"": ""التهاب --HAS_SYMPTOM--> الدم""}]",0.0,0.0,low,0.0,0.0,0.0,0.0,1.0,0,0,"[""يُنصح بالاستعانة بمتخصص طبي لفحص الجلد والتحري عن الأسباب المحتملة للبقع""]","[""عدم وجود علاقات أو أدلة مباشرة تربط بين فقر الدم/جراحة الحصوات المرارية والبقع البنية على الوجه.""]"
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,البردقوش يُستخدم لتنظيم الدورة الشهرية [E1 | ahd5k_04015] لا توجد أدلة كافية في السياق المسترجع لدعم: لا توجد أدلة حول تأثير البردقوش على عدد الحيوانات المنوية.,تمت الإجابة فقط عن الجزء المدعوم بالأدلة، مع توضيح الجزء غير المدعوم. تم دعم الإجابة بواسطة 1 علاقة طبية مسترجعة. اعتمدت الإجابة على 6 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,partially_answerable,"[""الدورة الشهرية --TREATED_BY--> البردقوش""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""البردقوش"", ""relation"": ""الدورة الشهرية --TREATED_BY--> البردقوش""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_01629"", ""evidence_text"": ""سلامة الحيوانات المنوية للزوج"", ""relation"": ""التدخين --INVESTIGATED_BY--> الحيوانات المنوية""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""اكليل الجبل"", ""relation"": ""الدورة الشهرية --TREATED_BY--> اكليل الجبل""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""الميرمية"", ""relation"": ""الدورة الشهرية --TREATED_BY--> الميرمية""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""البقدونس"", ""relation"": ""الدورة الشهرية --TREATED_BY--> البقدونس""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""حشيشة الملاك"", ""relation"": ""الدورة الشهرية --TREATED_BY--> حشيشة الملاك""}]",0.5308,0.5308,low,0.7381,0.8005,0.1667,0.5,0.5,1,1,"[""لا توجد أدلة حول تأثير البردقوش على عدد الحيوانات المنوية""]","[""لا توجد أدلة حول توفر البردقوش في اليمن"", ""لا توجد أدلة حول تأثير البردقوش على الحيوانات المنوية""]"
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,"الأعراض مثل ضيق التنفس وتعب الكتف قد تكون مرتبطة بالتهاب الجيوب الأنفية أو الحساسية [E1,E2,E3,E4 | ahd5k_03872] الكتف المتعب قد يُعالج بالبروفين، لكن العلاقة غير موثقة بدرجة كافية [E5 | ahd5k_00486]",تم دعم الإجابة بواسطة 4 علاقة طبية مسترجعة. اعتمدت الإجابة على 2 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""التهاب --HAS_SYMPTOM--> تعب"", ""تعب --SYMPTOM_OF--> التهاب"", ""التهاب --HAS_SYMPTOM--> ضيق تنفس"", ""الكتف --TREATED_BY--> البروفين""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_03872"", ""evidence_text"": ""اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام"", ""relation"": ""التهاب --HAS_SYMPTOM--> تعب""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_00486"", ""evidence_text"": ""تناول بعض الأدوية المسكنة للألم اللاستيروئيدية، مثل البروفين"", ""relation"": ""الكتف --TREATED_BY--> البروفين""}]",0.8896,0.8896,high,0.6673,0.9303,0.8333,1.0,0.0,4,2,[],"[""عدم وجود أدلة مباشرة على ارتباط الأعراض بالقلب"", ""العلاقات بين التهاب والكبد/القلب غير موثقة""]"
trial_query_103,ما هو ابسط علاج لمرض السكر بدون كيماويات؟,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,"[""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية"", ""تحاليل مخبرية --DIAGNOSES--> مرض السكري"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_02607"", ""evidence_text"": ""مرض السكري وضغط الدم"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_01294"", ""evidence_text"": ""مرض السكري وضغط الدمز"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""ضغط الدم --SYMPTOM_OF--> مرض السكري""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01551"", ""evidence_text"": ""تحاليل مخبرية"", ""relation"": ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""}]",0.1,0.1,low,0.0,0.0,0.0,0.0,0.5,0,0,"[""الدليل المتاح لا يحتوي على معلومات حول علاج مرض السكر بدون كيماويات"", ""يُنصح بالاستعانة بخبير طبي لتحديد خطة علاج مناسبة بناءً على الحالة السريرية [E1-E5]""]","[""غياب علاقات مباشرة حول علاج مرض السكر بدون كيماويات"", ""الدلائل المتاحة تركز على الأعراض والتشخيص وليس العلاج""]"
trial_query_104,انا عملت جراحة فى القلب وتم تغير الصمام المترالى بصمام ميكانيكى صناعى وباخد دواء واريفان ( لسيولة الدم ) 8 ملجرام ومصاب بالانفلوانزا ماالعلاج المناسب,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""تسارع في ضربات القلب"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> خفقان القلب""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_03624"", ""evidence_text"": ""خفقان القلب الشديد"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> خفقان القلب""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""ضيق تنفس"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> ضيق تنفس""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""دوخة"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01294"", ""evidence_text"": ""مرض السكري وضغط الدمز"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}]",0.2,0.2,low,0.0,0.0,0.0,0.0,0.0,0,0,[],"[""عدم وجود علاقات أو أدلة متعلقة بالعلاج المناسب للانفلونزا في سياق تناول أدوية الليوسيان (واريفان) أو وجود صمام قلبي صناعي""]"
trial_query_105,هل حبوب كريستور(rousovastatin) تؤثر على عضلة القلب ؟,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""أحيانا الم في المعدة كسل وخمول اضطرابات في النوم"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""فقر الدم سبب فقدان الشهيه"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> فقدان الشهيه""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_00085"", ""evidence_text"": ""حسب عوامل الخطورة الأخرى كالسكري والكلى؛ إذا لا توجد أمراض مصاحبة فالقيمة المذكورة 140-80."", ""relation"": ""ضغط الدم --HAS_NORMAL_RANGE--> 140-80 إذا لا توجد أمراض مصاحبة""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00085"", ""evidence_text"": ""ضربات القلب تقريبا من 65-85، ويمكن قبول أقل أو أكثر حسب الحالة."", ""relation"": ""نبض القلب --HAS_NORMAL_RANGE--> 65-85 تقريبا وقد يقبل أقل أو أكثر""}]",0.2,0.2,low,0.0,0.0,0.0,0.0,0.0,0,0,[],"[""غياب العلاقات المتعلقة بتأثير الأدوية على عضلة القلب"", ""عدم وجود بيانات عن آثار كريستور الجانبية""]"
trial_query_106,هل يوجد أعشاب طبية تساعد على الشفاء من حالة الاكتئاب و الشعور بالخوف ، علما بأنه يوجد لدي فقر دم (انيميا الفول ) و يتجدث حالات الاكتئاب هذه عند تناول...,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00757"", ""evidence_text"": ""تحليل فقر الدم"", ""relation"": ""فقر الدم --DIAGNOSED_BY--> تحاليل مخبرية""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_00696"", ""evidence_text"": ""الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون"", ""relation"": ""فقر الدم --DIAGNOSED_BY--> تحاليل مخبرية""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_02292"", ""evidence_text"": ""نقص في الدم مع الالم في المعده"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_02546"", ""evidence_text"": ""أحيانا الم في المعدة كسل وخمول اضطرابات في النوم"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01162"", ""evidence_text"": ""فحص التحاليل المخبرية مرتبط بتشخيص فقر الدم"", ""relation"": ""فقر الدم --DIAGNOSED_BY--> فحص تحاليل مخبرية""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_00838"", ""evidence_text"": ""نقص فيتامين (ب12) يسبب انيميا وتنميل"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> تنميل""}]",0.2,0.2,low,0.0,0.0,0.0,0.0,0.0,0,0,[],"[""غياب أدلة حول الأعشاب الطبية وعلاقتها بالاكتئاب أو فقر الدم"", ""عدم وجود علاقات مباشرة بين الأعشاب والعلاج في السياق المقدم""]"
trial_query_107,"انا عندى 16 سنة وعندي ارتخاء بالصمام الميترالى والاعراض اللى عندي دوخة لما أقف و بتعب من أقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلى اندرال 20 جم بس مش...","الدوخة والتعب قد تكون مرتبطة بارتفاع ضغط الدم حسب الأدلة المتوفرة [E4,E5 | ahd5k_04701,ahd5k_04701] لا توجد أدلة كافية في السياق المسترجع لدعم: لا توجد أدلة مباشرة تربط ارتخاء الصمام الميترالي بالدوخة والتعب المذكورين.",تمت الإجابة فقط عن الجزء المدعوم بالأدلة، مع توضيح الجزء غير المدعوم. تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 4 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,partially_answerable,"[""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة"", ""دوخة --SYMPTOM_OF--> ارتفاع ضغط الدم""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_03872"", ""evidence_text"": ""اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام"", ""relation"": ""التهاب --HAS_SYMPTOM--> تعب""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""تسارع في ضربات القلب"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> خفقان القلب""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""دوخة"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_04701"", ""evidence_text"": ""ضيق تنفس"", ""relation"": ""ارتفاع ضغط الدم --HAS_SYMPTOM--> ضيق تنفس""}]",0.5529,0.5529,medium,0.7206,0.7987,0.3333,0.5,0.5,2,1,"[""لا توجد أدلة مباشرة تربط ارتخاء الصمام الميترالي بالدوخة والتعب المذكورين""]","[""عدم وجود علاقات مباشرة بين ارتخاء الصمام الميترالي والأعراض المذكورة"", ""الاعتماد على أدلة مرتبطة بارتفاع ضغط الدم وليس ارتخاء الصمام""]"
trial_query_108,هل هناك اسباب للحساسية من الباراسيتمول وما الاغذية التى امتنع عنها وما هى الاغذية التى ااكلها,"الحساسية قد تسبب سعالاً وبلغمًا وضيق تنفس [E1][E3][E4] [E1,E3,E4 | ahd5k_00970,ahd5k_00683,ahd5k_00010]",تم دعم الإجابة بواسطة 1 علاقة طبية مسترجعة. اعتمدت الإجابة على 6 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""حساسية --HAS_SYMPTOM--> ضيق تنفس""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00970"", ""evidence_text"": ""هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم"", ""relation"": ""حساسية --HAS_SYMPTOM--> سعال""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_00069"", ""evidence_text"": ""حساسية الصدر وسعال"", ""relation"": ""حساسية --HAS_SYMPTOM--> سعال""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_00683"", ""evidence_text"": ""ضيق تنفس وسرعة التعب وقلق"", ""relation"": ""حساسية --HAS_SYMPTOM--> ضيق تنفس""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00010"", ""evidence_text"": ""حساسية تسبب ضيق تنفس"", ""relation"": ""حساسية --HAS_SYMPTOM--> ضيق تنفس""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_00970"", ""evidence_text"": ""ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟"", ""relation"": ""حساسية --HAS_SYMPTOM--> بلغم""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_02124"", ""evidence_text"": ""واشعر بنشفان دائم في الحلق"", ""relation"": ""حساسية --HAS_SYMPTOM--> نشفان""}]",0.8957,0.8957,high,0.933,0.9969,0.375,1.0,0.0,1,3,[],"[""لا توجد أدلة حول أسباب الحساسية من الباراسيتامول أو توصيات غذائية محددة"", ""العلاقات المتوفرة تركز على الأعراض دون ذكر أسباب أو عوامل غذائية""]"
trial_query_109,كان لدي ارتفاع بسيط في الصفائح ٤٦١ وعندما ولدت بعد ٥٠ يوم التحليل طلع ٦٧٩ واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,"الصور الشعاعية قد تُطلب لفحص الصداع [E1,E2 | ahd5k_01058,ahd5k_01058] الطبيب يعالج الصدمة الكهربائية والحروق [E3,E4 | ahd5k_04866,ahd5k_04866]",تم دعم الإجابة بواسطة 4 علاقة طبية مسترجعة. اعتمدت الإجابة على 2 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""صداع --INVESTIGATED_BY--> الصور الشعاعية"", ""الصور الشعاعية --INVESTIGATES--> صداع"", ""الصدمة الكهربائية --TREATED_BY--> الطبيب"", ""الحروق --TREATED_BY--> الطبيب""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01058"", ""evidence_text"": ""الصور الشعاعية قد تُطلب لفحص الصداع"", ""relation"": ""صداع --INVESTIGATED_BY--> الصور الشعاعية""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_04866"", ""evidence_text"": ""يستدعي الطبيب او المسعف للتعامل مع المصاب"", ""relation"": ""الصدمة الكهربائية --TREATED_BY--> الطبيب""}]",0.8499,0.8499,high,0.4418,0.8908,0.6667,1.0,0.0,4,2,[],"[""لا توجد أدلة مباشرة تربط الصفائح الدموية أو التهاب الصدر بالعلاقة بين الكيانات المُستنتجة""]"
trial_query_110,عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة?,"يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي [E2,E3 | ahd5k_02702,ahd5k_02702]",تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 5 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""نقص بحجم الثدي --DIAGNOSED_BY--> فحص سريري"", ""نقص بحجم الثدي --TREATED_BY--> مراجعة اخصائية النسائية""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_03468"", ""evidence_text"": ""العلاج الاهم هو السوائل للمحافظة على الكلى"", ""relation"": ""بيلة الميوغلوبين --TREATED_BY--> السوائل""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_02702"", ""evidence_text"": ""مراجعة اخصائية النسائية"", ""relation"": ""نقص بحجم الثدي --TREATED_BY--> مراجعة اخصائية النسائية""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_02702"", ""evidence_text"": ""فحص سريري"", ""relation"": ""نقص بحجم الثدي --DIAGNOSED_BY--> فحص سريري""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04612"", ""evidence_text"": ""هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب"", ""relation"": ""شيب --TREATED_BY--> خلطة الريحان و الروزماري""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_00864"", ""evidence_text"": ""تحليل الحساسية يُستخدم لتشخيص حساسية الصدر"", ""relation"": ""حساسية --DIAGNOSED_BY--> تحليل الحساسية""}]",0.7954,0.7954,medium,0.4144,0.8881,0.3333,1.0,0.0,2,1,[],"[""ال أدلة المتوفرة تركز على التشخيص وليس العلاجات غير الجراحية"", ""عدم وجود أدلة حول علاجات محددة لتكبير الثدي دون جراحة""]"
trial_query_111,عمري ٢٥سنة واعاني من نشاط زائد في الغده الدرقية وقمت بأخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي سأتمكن بعدها,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00035"", ""evidence_text"": ""اخذ التروكسين"", ""relation"": ""مرض الغدة الدرقية --TREATED_BY--> التروكسين""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_02200"", ""evidence_text"": ""يتم تشخيص نشاط الغدة الدرقية عبر تحاليل مخبرية لهرمونات T3 وT4"", ""relation"": ""نشاط الغدة الدرقية --DIAGNOSED_BY--> تحاليل مخبرية""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_02200"", ""evidence_text"": ""يتم تشخيص مرض جريفز عبر تحاليل مخبرية لهرمونات الغدة الدرقية"", ""relation"": ""مرض جريفز --DIAGNOSED_BY--> تحاليل مخبرية""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_00035"", ""evidence_text"": ""مستوى الهرمون في الدم"", ""relation"": ""مرض الغدة الدرقية --DIAGNOSED_BY--> الهرمون""}]",0.2,0.2,low,0.0,0.0,0.0,0.0,0.0,0,0,[],"[""عدم توفر أدلة حول المدة الزمنية بعد اليود النووي المشع"", ""العلاقات المتوفرة تركز على التشخيص والعلاج وليس السلامة بعد العلاج الإشعاعي""]"
trial_query_112,يشعر والدي بألم في منطقة الصدر علما ان والدي مصاب بجلطة قلبية ودماغية اليوم قد تناول بيزا وكانت دسمة،،،،،هل هذا الم قلب ام الام معدة,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04356"", ""evidence_text"": ""ضرس العقل"", ""relation"": ""ضرس العقل --HAS_SYMPTOM--> الام""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_03738"", ""evidence_text"": ""الالم الدي الديم الديم الديم"", ""relation"": ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم""}]",0.0,0.0,low,0.0,0.0,0.0,0.0,1.0,0,0,"[""الجلطة القلبية والدماغية ليست مرتبطتين مباشرة بأعراض الألم المذكورة في السياق المقدم."", ""تناول وجبة دسمة قد يسبب اضطرابًا هضميًا، لكن هذا غير مذكور في الأدلة المقدمة.""]","[""غياب أدلة مباشرة على العلاقة بين الألم الصدري والجلطات أو الوجبات الدهنية."", ""عدم وجود معلومات عن أعراض القلب أو الجهاز الهضمي في السياق المقدم.""]"
