relation_id,chunk_id,qa_id,source_row_number,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,candidate_relation_type,validated_relation_type,keep,confidence,evidence,reason,provider,model,prompt_version,edge_id,source_relation_id,graph_relation_type,direction
rel_seed_d02cff0cce014852,chunk_00169,ahd5k_00035,317450,ent_merge_000507,مرض الغدة الدرقية,DiseaseCondition,ent_merge_002040,التروكسين,Treatment,TREATED_BY,TREATED_BY,true,0.850,اخذ التروكسين,التروكسين هو علاج موصى به لعلاج مرض الغدة الدرقية,groq,qwen/qwen3-32b,colleague_validation,rel_seed_d02cff0cce014852,rel_seed_d02cff0cce014852,TREATED_BY,original
rel_seed_d02cff0cce014852,chunk_00169,ahd5k_00035,317450,ent_merge_002040,التروكسين,Treatment,ent_merge_000507,مرض الغدة الدرقية,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.850,اخذ التروكسين,التروكسين هو علاج موصى به لعلاج مرض الغدة الدرقية,groq,qwen/qwen3-32b,colleague_validation,rel_seed_d02cff0cce014852__inverse,rel_seed_d02cff0cce014852,TREATS,inverse
rel_seed_ed83c08aa4356dde,chunk_00171,ahd5k_03831,442290,ent_merge_001663,Hashimot,DiseaseCondition,ent_merge_002014,Tiroxine,Treatment,TREATED_BY,TREATED_BY,true,0.850,أَنِّي أعاني من هاشيموتو في بعض الأحيان في رمضان أخذ الدواء قبل السحور ولا اكل شي بعده وأصوم طوال النهار,Direct evidence of treatment (Tiroxine) for Hashimot (Hashimoto's thyroiditis) is explicitly mentioned in the QA context.,groq,qwen/qwen3-32b,colleague_validation,rel_seed_ed83c08aa4356dde,rel_seed_ed83c08aa4356dde,TREATED_BY,original
rel_seed_ed83c08aa4356dde,chunk_00171,ahd5k_03831,442290,ent_merge_002014,Tiroxine,Treatment,ent_merge_001663,Hashimot,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.850,أَنِّي أعاني من هاشيموتو في بعض الأحيان في رمضان أخذ الدواء قبل السحور ولا اكل شي بعده وأصوم طوال النهار,Direct evidence of treatment (Tiroxine) for Hashimot (Hashimoto's thyroiditis) is explicitly mentioned in the QA context.,groq,qwen/qwen3-32b,colleague_validation,rel_seed_ed83c08aa4356dde__inverse,rel_seed_ed83c08aa4356dde,TREATS,inverse
rel_seed_e38d327bd488c2e4,chunk_00172,ahd5k_04490,654959,ent_merge_000329,حساسية الصدر,DiseaseCondition,ent_merge_000822,سعال,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,حساسية الصدر تسبب سعال,السياق يشير إلى أن سعال هو أعراض حساسية الصدر,groq,qwen/qwen3-32b,colleague_validation,rel_seed_e38d327bd488c2e4,rel_seed_e38d327bd488c2e4,HAS_SYMPTOM,original
rel_seed_e38d327bd488c2e4,chunk_00172,ahd5k_04490,654959,ent_merge_000822,سعال,Symptom,ent_merge_000329,حساسية الصدر,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,حساسية الصدر تسبب سعال,السياق يشير إلى أن سعال هو أعراض حساسية الصدر,groq,qwen/qwen3-32b,colleague_validation,rel_seed_e38d327bd488c2e4__inverse,rel_seed_e38d327bd488c2e4,SYMPTOM_OF,inverse
rel_seed_9e750d50539c69c7,chunk_00172,ahd5k_04490,654959,ent_merge_000329,حساسية الصدر,DiseaseCondition,ent_merge_000975,تحليل الحساسية,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.850,تحليل الحساسية يشخص حساسية الصدر,السياق يشير إلى أن تحليل الحساسية هو وسيلة تشخيصية لحساسية الصدر,groq,qwen/qwen3-32b,colleague_validation,rel_seed_9e750d50539c69c7,rel_seed_9e750d50539c69c7,DIAGNOSED_BY,original
rel_seed_9e750d50539c69c7,chunk_00172,ahd5k_04490,654959,ent_merge_000975,تحليل الحساسية,Test,ent_merge_000329,حساسية الصدر,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,0.850,تحليل الحساسية يشخص حساسية الصدر,السياق يشير إلى أن تحليل الحساسية هو وسيلة تشخيصية لحساسية الصدر,groq,qwen/qwen3-32b,colleague_validation,rel_seed_9e750d50539c69c7__inverse,rel_seed_9e750d50539c69c7,DIAGNOSES,inverse
rel_seed_778ea61ab8491af0,chunk_00174,ahd5k_00255,460646,ent_merge_001778,تضيق القنوات الموجودة داخل الكبد,DiseaseCondition,ent_merge_002243,منظار قنوات مرارية الف سلامة,Treatment,TREATED_BY,TREATED_BY,true,0.850,عمل منظار قنوات مرارية الف سلامة,الprocedure مذكور كعلاج مباشر لـ تضيق القنوات داخل الكبد,groq,qwen/qwen3-32b,colleague_validation,rel_seed_778ea61ab8491af0,rel_seed_778ea61ab8491af0,TREATED_BY,original
rel_seed_778ea61ab8491af0,chunk_00174,ahd5k_00255,460646,ent_merge_002243,منظار قنوات مرارية الف سلامة,Treatment,ent_merge_001778,تضيق القنوات الموجودة داخل الكبد,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.850,عمل منظار قنوات مرارية الف سلامة,الprocedure مذكور كعلاج مباشر لـ تضيق القنوات داخل الكبد,groq,qwen/qwen3-32b,colleague_validation,rel_seed_778ea61ab8491af0__inverse,rel_seed_778ea61ab8491af0,TREATS,inverse
rel_seed_d307d2a1e6901be0,chunk_00175,ahd10k_07122,383417,ent_merge_000034,إكزيما,DiseaseCondition,ent_merge_000776,حكة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,Eczema explicitly associated with severe itching in evidence,Direct symptom-condition relationship stated in clinical context,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_d307d2a1e6901be0,rel_seed_d307d2a1e6901be0,HAS_SYMPTOM,original
rel_seed_d307d2a1e6901be0,chunk_00175,ahd10k_07122,383417,ent_merge_000776,حكة,Symptom,ent_merge_000034,إكزيما,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,Eczema explicitly associated with severe itching in evidence,Direct symptom-condition relationship stated in clinical context,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_d307d2a1e6901be0__inverse,rel_seed_d307d2a1e6901be0,SYMPTOM_OF,inverse
rel_seed_c5f5234cd46958f3,chunk_00175,ahd10k_09147,770724,ent_merge_000034,إكزيما,DiseaseCondition,ent_merge_000776,حكة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.920,"إكزيما is described as chronic skin inflammation, which commonly presents with حكة (itching)",Medical knowledge aligns with explicit entity descriptions in the QA context,groq,qwen/qwen3-32b,colleague_validation,rel_seed_c5f5234cd46958f3,rel_seed_c5f5234cd46958f3,HAS_SYMPTOM,original
rel_seed_c5f5234cd46958f3,chunk_00175,ahd10k_09147,770724,ent_merge_000776,حكة,Symptom,ent_merge_000034,إكزيما,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.920,"إكزيما is described as chronic skin inflammation, which commonly presents with حكة (itching)",Medical knowledge aligns with explicit entity descriptions in the QA context,groq,qwen/qwen3-32b,colleague_validation,rel_seed_c5f5234cd46958f3__inverse,rel_seed_c5f5234cd46958f3,SYMPTOM_OF,inverse
rel_seed_1764d0ce4fc9d6ae,chunk_00178,ahd10k_01315,99199,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001615,مضمضة,Treatment,TREATED_BY,TREATED_BY,true,0.950,قررت المضمضة بيروكسيد الهيدروجين ماء اكسجيني 10٪؜,Direct treatment of inflammation with hydrogen peroxide mouthwash is explicitly stated.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_1764d0ce4fc9d6ae,rel_seed_1764d0ce4fc9d6ae,TREATED_BY,original
rel_seed_1764d0ce4fc9d6ae,chunk_00178,ahd10k_01315,99199,ent_merge_001615,مضمضة,Treatment,ent_merge_000059,التهاب,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.950,قررت المضمضة بيروكسيد الهيدروجين ماء اكسجيني 10٪؜,Direct treatment of inflammation with hydrogen peroxide mouthwash is explicitly stated.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_1764d0ce4fc9d6ae__inverse,rel_seed_1764d0ce4fc9d6ae,TREATS,inverse
rel_seed_4b45703a9a10eb72,chunk_00178,ahd10k_03397,83013,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001615,مضمضة,Treatment,TREATED_BY,TREATED_BY,true,0.950,يمكنك مضمضة الفم بمحلول ملحي,Saltwater mouth rinse is explicitly recommended as treatment for inflammation.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_4b45703a9a10eb72,rel_seed_4b45703a9a10eb72,TREATED_BY,original
rel_seed_4b45703a9a10eb72,chunk_00178,ahd10k_03397,83013,ent_merge_001615,مضمضة,Treatment,ent_merge_000059,التهاب,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.950,يمكنك مضمضة الفم بمحلول ملحي,Saltwater mouth rinse is explicitly recommended as treatment for inflammation.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_4b45703a9a10eb72__inverse,rel_seed_4b45703a9a10eb72,TREATS,inverse
rel_seed_23c4c34128e073c7,chunk_00178,ahd10k_05114,13002,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001615,مضمضة,Treatment,TREATED_BY,TREATED_BY,true,0.950,استخدام مضمضه مثل كلوروهكساديل,Chlorhexidine mouthwash is directly cited as treatment for inflammation.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_23c4c34128e073c7,rel_seed_23c4c34128e073c7,TREATED_BY,original
rel_seed_23c4c34128e073c7,chunk_00178,ahd10k_05114,13002,ent_merge_001615,مضمضة,Treatment,ent_merge_000059,التهاب,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.950,استخدام مضمضه مثل كلوروهكساديل,Chlorhexidine mouthwash is directly cited as treatment for inflammation.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_23c4c34128e073c7__inverse,rel_seed_23c4c34128e073c7,TREATS,inverse
rel_seed_8765332eee28d906,chunk_00178,ahd5k_04728,796682,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000682,المغص,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.700,التهاب and المغص mentioned together,Co-occurrence implies symptom relationship in context,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_8765332eee28d906,rel_seed_8765332eee28d906,HAS_SYMPTOM,original
rel_seed_8765332eee28d906,chunk_00178,ahd5k_04728,796682,ent_merge_000682,المغص,Symptom,ent_merge_000059,التهاب,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.700,التهاب and المغص mentioned together,Co-occurrence implies symptom relationship in context,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_8765332eee28d906__inverse,rel_seed_8765332eee28d906,SYMPTOM_OF,inverse
rel_seed_440a3e13e2184aa1,chunk_00178,ahd5k_04916,553582,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_002030,الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم,Treatment,TREATED_BY,TREATED_BY,true,0.600,التهاب and الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم mentioned together,Direct treatment recommendation for inflammation,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_440a3e13e2184aa1,rel_seed_440a3e13e2184aa1,TREATED_BY,original
rel_seed_440a3e13e2184aa1,chunk_00178,ahd5k_04916,553582,ent_merge_002030,الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم,Treatment,ent_merge_000059,التهاب,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.600,التهاب and الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم mentioned together,Direct treatment recommendation for inflammation,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_440a3e13e2184aa1__inverse,rel_seed_440a3e13e2184aa1,TREATS,inverse
rel_seed_a92c754ee18d697d,chunk_00179,ahd5k_03738,770616,ent_merge_001672,ارتياف دعب \u0627لديم,DiseaseCondition,ent_merge_000616,الالم,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,الالم الدي الديم الديم الديم,Direct evidence links knee arthritis (ارتياف دعب الديم) to pain (الالم) as a symptom.,groq,qwen/qwen3-32b,colleague_validation,rel_seed_a92c754ee18d697d,rel_seed_a92c754ee18d697d,HAS_SYMPTOM,original
rel_seed_a92c754ee18d697d,chunk_00179,ahd5k_03738,770616,ent_merge_000616,الالم,Symptom,ent_merge_001672,ارتياف دعب \u0627لديم,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,الالم الدي الديم الديم الديم,Direct evidence links knee arthritis (ارتياف دعب الديم) to pain (الالم) as a symptom.,groq,qwen/qwen3-32b,colleague_validation,rel_seed_a92c754ee18d697d__inverse,rel_seed_a92c754ee18d697d,SYMPTOM_OF,inverse
rel_seed_ec0981bd81604c88,chunk_00180,ahd10k_01283,238810,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001601,مضاد حيوي,Treatment,TREATED_BY,TREATED_BY,true,1.000,استخدم مضادات حيويه,الاستخدام المباشر للمضادات الحيوية كعلاج للالتهاب,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_ec0981bd81604c88,rel_seed_ec0981bd81604c88,TREATED_BY,original
rel_seed_ec0981bd81604c88,chunk_00180,ahd10k_01283,238810,ent_merge_001601,مضاد حيوي,Treatment,ent_merge_000059,التهاب,DiseaseCondition,TREATED_BY,TREATED_BY,true,1.000,استخدم مضادات حيويه,الاستخدام المباشر للمضادات الحيوية كعلاج للالتهاب,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_ec0981bd81604c88__inverse,rel_seed_ec0981bd81604c88,TREATS,inverse
rel_seed_92ec89d05de01b78,chunk_00180,ahd10k_04040,87330,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001601,مضاد حيوي,Treatment,TREATED_BY,TREATED_BY,true,1.000,غالبا مضادات حيويه عن الطريق الحقن,الإشارة المباشرة إلى استخدام المضادات الحيوية كعلاج للالتهاب,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_92ec89d05de01b78,rel_seed_92ec89d05de01b78,TREATED_BY,original
rel_seed_92ec89d05de01b78,chunk_00180,ahd10k_04040,87330,ent_merge_001601,مضاد حيوي,Treatment,ent_merge_000059,التهاب,DiseaseCondition,TREATED_BY,TREATED_BY,true,1.000,غالبا مضادات حيويه عن الطريق الحقن,الإشارة المباشرة إلى استخدام المضادات الحيوية كعلاج للالتهاب,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_92ec89d05de01b78__inverse,rel_seed_92ec89d05de01b78,TREATS,inverse
rel_seed_bff2f41080d4c08e,chunk_00182,ahd10k_02033,772036,ent_merge_000342,حموض البول,DiseaseCondition,ent_merge_001238,الكرنتين,Treatment,TREATED_BY,TREATED_BY,true,0.950,دواء الكرنتين مذكور في سياق مرض ارتفاع حمض البول بالدم,العلاقة مدعومة بشكل مباشر من سؤال المريض عن دواء الكرنتين كعلاج,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_bff2f41080d4c08e,rel_seed_bff2f41080d4c08e,TREATED_BY,original
rel_seed_bff2f41080d4c08e,chunk_00182,ahd10k_02033,772036,ent_merge_001238,الكرنتين,Treatment,ent_merge_000342,حموض البول,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.950,دواء الكرنتين مذكور في سياق مرض ارتفاع حمض البول بالدم,العلاقة مدعومة بشكل مباشر من سؤال المريض عن دواء الكرنتين كعلاج,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_bff2f41080d4c08e__inverse,rel_seed_bff2f41080d4c08e,TREATS,inverse
rel_seed_c5a6a7dfab3a9151,chunk_00182,ahd5k_00838,424803,ent_merge_000446,فقر الدم,DiseaseCondition,ent_merge_000748,تنميل,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,نقص فيتامين (ب12) يسبب انيميا وتنميل,Direct causal statement links anemia to numbness as a symptom.,groq,qwen/qwen3-32b,colleague_validation,rel_seed_c5a6a7dfab3a9151,rel_seed_c5a6a7dfab3a9151,HAS_SYMPTOM,original
rel_seed_c5a6a7dfab3a9151,chunk_00182,ahd5k_00838,424803,ent_merge_000748,تنميل,Symptom,ent_merge_000446,فقر الدم,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,نقص فيتامين (ب12) يسبب انيميا وتنميل,Direct causal statement links anemia to numbness as a symptom.,groq,qwen/qwen3-32b,colleague_validation,rel_seed_c5a6a7dfab3a9151__inverse,rel_seed_c5a6a7dfab3a9151,SYMPTOM_OF,inverse
rel_seed_79d4ad7d0e13e036,chunk_00183,ahd10k_01057,774874,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001282,بخاخ,Treatment,TREATED_BY,TREATED_BY,true,0.900,يخفف من التهاب الطرق التنفسية,البخاخ يخفف التهاب الطرق التنفسية مباشرة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_79d4ad7d0e13e036,rel_seed_79d4ad7d0e13e036,TREATED_BY,original
rel_seed_79d4ad7d0e13e036,chunk_00183,ahd10k_01057,774874,ent_merge_001282,بخاخ,Treatment,ent_merge_000059,التهاب,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.900,يخفف من التهاب الطرق التنفسية,البخاخ يخفف التهاب الطرق التنفسية مباشرة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_79d4ad7d0e13e036__inverse,rel_seed_79d4ad7d0e13e036,TREATS,inverse
rel_seed_b718200c2cf8f81f,chunk_00183,ahd10k_01925,336840,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000822,سعال,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,أشعر بزلة تنفسية مع بلغم في الصدر وضيق في الصدر,السعال مذكور كأعراض مباشرة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_b718200c2cf8f81f,rel_seed_b718200c2cf8f81f,HAS_SYMPTOM,original
rel_seed_b718200c2cf8f81f,chunk_00183,ahd10k_01925,336840,ent_merge_000822,سعال,Symptom,ent_merge_000059,التهاب,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,أشعر بزلة تنفسية مع بلغم في الصدر وضيق في الصدر,السعال مذكور كأعراض مباشرة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_b718200c2cf8f81f__inverse,rel_seed_b718200c2cf8f81f,SYMPTOM_OF,inverse
rel_seed_64d60c1ac77e9ab4,chunk_00183,ahd10k_01925,336840,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000709,بلغم,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,أشعر بزلة تنفسية مع بلغم في الصدر,البلغم مذكور كأعراض مباشرة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_64d60c1ac77e9ab4,rel_seed_64d60c1ac77e9ab4,HAS_SYMPTOM,original
rel_seed_64d60c1ac77e9ab4,chunk_00183,ahd10k_01925,336840,ent_merge_000709,بلغم,Symptom,ent_merge_000059,التهاب,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,أشعر بزلة تنفسية مع بلغم في الصدر,البلغم مذكور كأعراض مباشرة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_64d60c1ac77e9ab4__inverse,rel_seed_64d60c1ac77e9ab4,SYMPTOM_OF,inverse
rel_seed_83f83d7a8e5df1a6,chunk_00183,ahd10k_01925,336840,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000847,ضيق تنفس,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,ضيق في الصدر منذ الشهر,ضيق التنفس مذكور كأعراض مباشرة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_83f83d7a8e5df1a6,rel_seed_83f83d7a8e5df1a6,HAS_SYMPTOM,original
rel_seed_83f83d7a8e5df1a6,chunk_00183,ahd10k_01925,336840,ent_merge_000847,ضيق تنفس,Symptom,ent_merge_000059,التهاب,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.850,ضيق في الصدر منذ الشهر,ضيق التنفس مذكور كأعراض مباشرة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_83f83d7a8e5df1a6__inverse,rel_seed_83f83d7a8e5df1a6,SYMPTOM_OF,inverse
rel_seed_f5cd351528ebf839,chunk_00183,ahd10k_01925,336840,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000924,آشعة,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.800,يفضل الكشف عند طبيب وعمل اشعه,X-ray recommended for diagnosis of inflammation,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_f5cd351528ebf839,rel_seed_f5cd351528ebf839,DIAGNOSED_BY,original
rel_seed_f5cd351528ebf839,chunk_00183,ahd10k_01925,336840,ent_merge_000924,آشعة,Test,ent_merge_000059,التهاب,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,0.800,يفضل الكشف عند طبيب وعمل اشعه,X-ray recommended for diagnosis of inflammation,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_f5cd351528ebf839__inverse,rel_seed_f5cd351528ebf839,DIAGNOSES,inverse
rel_seed_e5d5d24ccd34f093,chunk_00183,ahd10k_01925,336840,ent_merge_000709,بلغم,Symptom,ent_merge_000924,آشعة,Test,INVESTIGATED_BY,INVESTIGATED_BY,true,0.900,يفضل الكشف عند طبيب وعمل اشعه,Direct mention of X-ray (أشعة) as an investigation for symptoms,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_e5d5d24ccd34f093,rel_seed_e5d5d24ccd34f093,INVESTIGATED_BY,original
rel_seed_e5d5d24ccd34f093,chunk_00183,ahd10k_01925,336840,ent_merge_000924,آشعة,Test,ent_merge_000709,بلغم,Symptom,INVESTIGATED_BY,INVESTIGATED_BY,true,0.900,يفضل الكشف عند طبيب وعمل اشعه,Direct mention of X-ray (أشعة) as an investigation for symptoms,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_e5d5d24ccd34f093__inverse,rel_seed_e5d5d24ccd34f093,INVESTIGATES,inverse
rel_seed_a7faad0c502c0f49,chunk_00183,ahd10k_01925,336840,ent_merge_000847,ضيق تنفس,Symptom,ent_merge_000924,آشعة,Test,INVESTIGATED_BY,INVESTIGATED_BY,true,0.900,يفضل الكشف عند طبيب وعمل اشعه,Direct mention of X-ray (أشعة) as an investigation for symptoms,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_a7faad0c502c0f49,rel_seed_a7faad0c502c0f49,INVESTIGATED_BY,original
rel_seed_a7faad0c502c0f49,chunk_00183,ahd10k_01925,336840,ent_merge_000924,آشعة,Test,ent_merge_000847,ضيق تنفس,Symptom,INVESTIGATED_BY,INVESTIGATED_BY,true,0.900,يفضل الكشف عند طبيب وعمل اشعه,Direct mention of X-ray (أشعة) as an investigation for symptoms,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_a7faad0c502c0f49__inverse,rel_seed_a7faad0c502c0f49,INVESTIGATES,inverse
rel_seed_b1dc666f2d066b28,chunk_00183,ahd10k_02125,746190,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000847,ضيق تنفس,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,التهاب في المجاري التنفسية... ضيق في تنفس متوسط ومتقطع,Direct causal link between inflammation and breathing difficulty,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_b1dc666f2d066b28,rel_seed_b1dc666f2d066b28,HAS_SYMPTOM,original
rel_seed_b1dc666f2d066b28,chunk_00183,ahd10k_02125,746190,ent_merge_000847,ضيق تنفس,Symptom,ent_merge_000059,التهاب,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,التهاب في المجاري التنفسية... ضيق في تنفس متوسط ومتقطع,Direct causal link between inflammation and breathing difficulty,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_b1dc666f2d066b28__inverse,rel_seed_b1dc666f2d066b28,SYMPTOM_OF,inverse
rel_seed_d4665d39fdd61563,chunk_00183,ahd10k_03077,479179,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.850,يجب عمل... تحاليل بالدم,Blood tests explicitly mentioned for diagnosis,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_d4665d39fdd61563,rel_seed_d4665d39fdd61563,DIAGNOSED_BY,original
rel_seed_d4665d39fdd61563,chunk_00183,ahd10k_03077,479179,ent_merge_000967,تحاليل مخبرية,Test,ent_merge_000059,التهاب,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,0.850,يجب عمل... تحاليل بالدم,Blood tests explicitly mentioned for diagnosis,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_d4665d39fdd61563__inverse,rel_seed_d4665d39fdd61563,DIAGNOSES,inverse
rel_seed_7075752c5c26aa45,chunk_00183,ahd10k_03077,479179,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000924,آشعة,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.850,يجب عمل اشعة مقطعية,CT scan explicitly mentioned for diagnosis,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_7075752c5c26aa45,rel_seed_7075752c5c26aa45,DIAGNOSED_BY,original
rel_seed_7075752c5c26aa45,chunk_00183,ahd10k_03077,479179,ent_merge_000924,آشعة,Test,ent_merge_000059,التهاب,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,0.850,يجب عمل اشعة مقطعية,CT scan explicitly mentioned for diagnosis,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_7075752c5c26aa45__inverse,rel_seed_7075752c5c26aa45,DIAGNOSES,inverse
rel_seed_9463a9e7646a59c6,chunk_00183,ahd10k_03077,479179,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001601,مضاد حيوي,Treatment,TREATED_BY,TREATED_BY,true,0.800,اعطاء المضاد الحيوي,Antibiotics explicitly mentioned as treatment if bacterial infection confirmed,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_9463a9e7646a59c6,rel_seed_9463a9e7646a59c6,TREATED_BY,original
rel_seed_9463a9e7646a59c6,chunk_00183,ahd10k_03077,479179,ent_merge_001601,مضاد حيوي,Treatment,ent_merge_000059,التهاب,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.800,اعطاء المضاد الحيوي,Antibiotics explicitly mentioned as treatment if bacterial infection confirmed,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_9463a9e7646a59c6__inverse,rel_seed_9463a9e7646a59c6,TREATS,inverse
rel_seed_ef6c1ed70d6610e8,chunk_00183,ahd10k_04355,119901,ent_merge_000371,ربو,DiseaseCondition,ent_merge_000822,سعال,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,السعال مرتبط بالربو كأعراض ممكن أن يستمر بعد الكورونا,السعال مذكور كأعراض مصاحبة للربو في السياق الطبي,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_ef6c1ed70d6610e8,rel_seed_ef6c1ed70d6610e8,HAS_SYMPTOM,original
rel_seed_ef6c1ed70d6610e8,chunk_00183,ahd10k_04355,119901,ent_merge_000822,سعال,Symptom,ent_merge_000371,ربو,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,السعال مرتبط بالربو كأعراض ممكن أن يستمر بعد الكورونا,السعال مذكور كأعراض مصاحبة للربو في السياق الطبي,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_ef6c1ed70d6610e8__inverse,rel_seed_ef6c1ed70d6610e8,SYMPTOM_OF,inverse
