mention_id,entity_id,canonical_name,entity_type,chunk_id,qa_id,source_row_number,surface_form,field,evidence,extraction_method,provider,model,confidence,llm_confidence,prompt_version
men_merge_0000417,ent_merge_000637,التهيج,Symptom,chunk_00071,ahd10k_01337,409210,التهيج,answer,الكمية الموصى بها 200 ملغم لكل يوم للأشخاص البالغين حسب الجمعية العامة للغذاء والدواء الأمريكية ومن الجدير بالذكر أن الإكثار من تناول الكافيين أكثر من 400 ملغم يؤدي إلى : - الأرق - الهلع - التهيج للأمعاء - اضطراب المعدة - سرعة ضربات القلب - الهزل العام في العضلات,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000418,ent_merge_000821,سرعة ضربات القلب,Symptom,chunk_00071,ahd10k_01337,409210,سرعة ضربات القلب,answer,الكمية الموصى بها 200 ملغم لكل يوم للأشخاص البالغين حسب الجمعية العامة للغذاء والدواء الأمريكية ومن الجدير بالذكر أن الإكثار من تناول الكافيين أكثر من 400 ملغم يؤدي إلى : - الأرق - الهلع - التهيج للأمعاء - اضطراب المعدة - سرعة ضربات القلب - الهزل العام في العضلات,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000419,ent_merge_000821,سرعة ضربات القلب,Symptom,chunk_00071,ahd10k_06368,446183,دقات قلب سريعة,answer,اعراض انخفاض السكر: الدوخة، غباش في العين، التعرق الشديد، برودة بالأطراف، دقات قلب سريعة.,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000420,ent_merge_000206,انخفاض السكر,DiseaseCondition,chunk_00071,ahd10k_06368,446183,انخفاض السكر,question,اعرض انخفاض السكر,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000421,ent_merge_000512,مرض تحت القلب,DiseaseCondition,chunk_00072,ahd10k_00254,706646,مرض تحت القلب,question,"زوجي يعاني من مرض تحت القلب وحسب ما قاله الأطباء في حالته , أن هناك عرق تحت القلب لا يسمح بمرور الدم , مما يتسبب في بعض المرات بألم كبير...",llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000422,ent_merge_001350,توسيع الشرايين,Treatment,chunk_00072,ahd10k_00285,804678,توسيع الشرايين,question,ماسلبيات توسيع الشرايين بالشبكات,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000423,ent_merge_000806,ذبحة,Symptom,chunk_00072,ahd10k_00145,552265,ذبحة,answer,لكل حالة خصوصية وفق الشريان القلبي المتضيق ودرجة تضيقه والحالة الصحية العامة للمريض ، فيمكن أن لا يكون هناك أعراض تذكر وفي حالات قد يحدث ذبحة أو جلطة أو تسارع أو غير ذلك,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000424,ent_merge_000992,تخطيط كهربي للقلب,Test,chunk_00072,ahd10k_00055,581010,تخطيط كهربي للقلب,answer,لا يمكن الحكم عليها دون معرفة نوعها وسببها، وإن كان في هذا العمر حوث تسار فسيلوجي أمر طبيعي وليس مقلقا، لكن ينبغي التأكد لإستبعاد الأنواع المرضية ولذلك ننصح باجراء تخطيط كهربي للقلب أولا,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000425,ent_merge_000963,إيكو,Test,chunk_00072,ahd10k_00049,403721,إيكو,question,ابني عند ولادته كان يوجد بقلبه ثقب ولم يعطوه اللقاح الا مرة واحدة وعمره الان 7 اشهر واجرو له ايكو للقلب وقالو بانه تحسن جيدا فهل اكمل له اللقاحات واعوضها,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000426,ent_merge_001248,اللقاح,Treatment,chunk_00072,ahd10k_00049,403721,اللقاح,question,ابني عند ولادته كان يوجد بقلبه ثقب ولم يعطوه اللقاح الا مرة واحدة وعمره الان 7 اشهر واجرو له ايكو للقلب وقالو بانه تحسن جيدا فهل اكمل له اللقاحات واعوضها,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000427,ent_merge_000303,ثقب في القلب,DiseaseCondition,chunk_00072,ahd10k_00049,403721,ثقب,question,ابني عند ولادته كان يوجد بقلبه ثقب ولم يعطوه اللقاح الا مرة واحدة وعمره الان 7 اشهر واجرو له ايكو للقلب وقالو بانه تحسن جيدا فهل اكمل له اللقاحات واعوضها,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000428,ent_merge_000278,تضيق الأوعية,DiseaseCondition,chunk_00072,ahd10k_00145,552265,تضيق,answer,لكل حالة خصوصية وفق الشريان القلبي المتضيق ودرجة تضيقه والحالة الصحية العامة للمريض ، فيمكن أن لا يكون هناك أعراض تذكر وفي حالات قد يحدث ذبحة أو جلطة أو تسارع أو غير ذلك,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000430,ent_merge_000723,تسارع,Symptom,chunk_00072,ahd10k_00145,552265,تسارع,answer,لكل حالة خصوصية وفق الشريان القلبي المتضيق ودرجة تضيقه والحالة الصحية العامة للمريض ، فيمكن أن لا يكون هناك أعراض تذكر وفي حالات قد يحدث ذبحة أو جلطة أو تسارع أو غير ذلك,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000431,ent_merge_000166,القلب المفتوح,DiseaseCondition,chunk_00072,ahd10k_00910,734477,القلب المفتوحة,question,اريد وصف حالات تأتي الى المستشفى ويكون في وقتها ملزم بعملية قلب مفتوحه ماهي الحالات وماذا تفعلون في وقتها ؟,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000432,ent_merge_000814,زرقة,Symptom,chunk_00072,ahd10k_01313,479655,زرقة,question,طفل بعمر سنه و11 شهر لاحظت انه لما بيجرى ويلعب كتير شفايفه بتبقا زرقا واحيانا بينام بعد تحول لون شفايفه سابقا راح لدكتور وكان صوت القلب طبيعي هل استبعد/قناه شريانيه...,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000433,ent_merge_001066,قسطرة,Test,chunk_00073,ahd10k_01474,802267,قسطرة,question,هل يصح اجراء قسطرة ومع احتمال تركيب دعامات,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000434,ent_merge_001066,قسطرة,Test,chunk_00073,ahd10k_01956,691197,قسطرة التشخيصية,question,مكان اجراء القسطرة التشخيصية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000435,ent_merge_001066,قسطرة,Test,chunk_00073,ahd10k_02118,675709,قسطرة,question,ابني في الامس أجرا قسطرة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000436,ent_merge_000412,ضعف عضلة القلب,DiseaseCondition,chunk_00073,ahd10k_01899,510682,ضعف عضلة القلب,question,والدى يعانى من اجهاد في الصدر اثناء المشى وعند زيارة طبيب ومع عمل رسم قلب وتبين ان عضلة القلب ضعيفة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000437,ent_merge_000412,ضعف عضلة القلب,DiseaseCondition,chunk_00073,ahd10k_02118,675709,ضعف في ضخ القلب,question,ابني في الامس أجرا قسطرة لاغلاق القناة الشريانية السالكة والطبيب يقول انه تم اغلاقها ولم يظهر اي عيب ثاني في القلب لكن هناك ضعف في ضخ القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000438,ent_merge_000798,دقات غريبة في القلب,Symptom,chunk_00073,ahd10k_02765,584138,دقات غريبة في القلب,question,أنا أعاني من دقات غريبة في القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000439,ent_merge_000889,نغزة في القلب,Symptom,chunk_00073,ahd10k_03244,772332,نغزة في القلب,question,اعاني من نغزة مفاجئة في جهة القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0000440,ent_merge_001471,عمليه القلب المفتوح,Treatment,chunk_00074,ahd10k_03645,453880,عمليه قلب مفتوح,question,ابي عمل عمليه قلب مفتوح,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000441,ent_merge_001471,عمليه القلب المفتوح,Treatment,chunk_00074,ahd10k_04324,705831,عمليه قلب مفتوح,question,عملت عملية قلب مفتوح قبل 33 يوم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000442,ent_merge_000059,التهاب,DiseaseCondition,chunk_00074,ahd10k_04705,766709,التهاب,answer,هناك أسباب كثيرة منها ما هو نفسي كالانعال والقلق وغير ذلك ومنها ما هو ناجن عن الافراط في تناول المنبهات، والأدوية، ومنها ما هو مرافق لحالة مرضية مجموعية كالالتهاب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000443,ent_merge_000988,تخطيط القلب,Test,chunk_00074,ahd10k_04127,783641,تخطيط القلب,question,زوجي عمره 46 عاما مدخن قديم ولكن ترك التدخين منذ شهر حيث يشعر بالم في صدره من وقت لاخر مع بعض العرق واحيانا برودة في الرجلين زار الطبيب وتخطيط القلب...,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0000444,ent_merge_000820,سرعة دقات القلب,Symptom,chunk_00074,ahd10k_04705,766709,سرعة دقات القلب,question,السلام عليكم ما هو السبب في سرعة دقات القلب بشكل مفاجئ,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000445,ent_merge_000820,سرعة دقات القلب,Symptom,chunk_00074,ahd10k_04848,749145,سرعة ضربات القلب,question,أعانى من سرعة ضربات القلب بعد الاكل,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000446,ent_merge_000508,مرض القلب,DiseaseCondition,chunk_00075,ahd10k_05558,773438,مرض القلب,question,ما هي اعراض الاصابة بمرض القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000447,ent_merge_000280,تضيق الشرايين,DiseaseCondition,chunk_00075,ahd10k_05184,485050,تضيق الشرايين,answer,هي حالة مرضية تنجم عن نقص في تروية العضلة القلبية بسبب تضيق الشرايين,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000448,ent_merge_000677,ألم الصدر,Symptom,chunk_00075,ahd10k_05184,485050,ألم أو الشعور بعدم راحة في الصدر,answer,هي حالة مرضية تنجم عن نقص في تروية العضلة القلبية بسبب تضيق الشرايين,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000449,ent_merge_000791,خفقان القلب,Symptom,chunk_00075,ahd10k_05214,441429,خفقان قوي,question,شعرت بعد الاستمناء بخفقان قوي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000450,ent_merge_000791,خفقان القلب,Symptom,chunk_00075,ahd10k_07659,586961,سرعه دقات القلب,question,ما اضرار سرعه دقات القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000451,ent_merge_001067,قسطرة القلب,Test,chunk_00075,ahd10k_07906,390993,قسطرة القلب,question,ابي خضع لعملية قسطرة القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000452,ent_merge_001359,جراحة القلب المفتوح,Treatment,chunk_00075,ahd10k_05920,586602,عملية قلب مفتوح,question,وصلت مرحلة عملية قلب مفتوح,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000453,ent_merge_001359,جراحة القلب المفتوح,Treatment,chunk_00075,ahd10k_07906,390993,جراحة القلب المفتوح,answer,ممكن فتح الشريان بالشبكات عن طريق القسطرة أو القلب المفتوح,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000454,ent_merge_001197,الجوارب الضاغطة,Treatment,chunk_00075,ahd10k_08543,760557,الجوارب الضاغطة,answer,استخدام الجوارب الضاغطة أثنا النهار,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000455,ent_merge_001067,قسطرة القلب,Test,chunk_00076,ahd10k_08553,772185,القسطره القلبيه,question,هل القسطره القلبيه خطره ؟,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000456,ent_merge_001067,قسطرة القلب,Test,chunk_00076,ahd10k_08553,772185,قسطرة القلب الأيسر,answer,المخاطر والمضاعفات الرئيسية لقسطرة القلب الأيسر,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000457,ent_merge_001067,قسطرة القلب,Test,chunk_00076,ahd10k_08737,453530,قسطره,question,عملت عملية قسطره,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000459,ent_merge_000822,سعال,Symptom,chunk_00076,ahd10k_08737,453530,السعال,question,يسبب للوالده السعال الشديد,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000460,ent_merge_001546,كونكور,Treatment,chunk_00076,ahd10k_09236,426546,كونكور,question,علاج كونكور 2.5ملجم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000461,ent_merge_000277,تضيق الأبهر,DiseaseCondition,chunk_00076,ahd10k_08553,772185,تضيق الأبهر,answer,تضيق الأبهر الشديد,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0000462,ent_merge_000355,داء السكري,DiseaseCondition,chunk_00076,ahd10k_08553,772185,السكري,answer,والسكري,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000463,ent_merge_000442,فشل قلبي,DiseaseCondition,chunk_00076,ahd10k_08553,772185,فشل القلبي,answer,القلبي اللامُعاوَض,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000464,ent_merge_000442,فشل قلبي,DiseaseCondition,chunk_00076,ahd10k_09354,423245,ضعف عظلت القلب,question,تعاني من ضعف عظلت القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000465,ent_merge_000462,قصور عضلة القلب,DiseaseCondition,chunk_00077,ahd10k_08565,7596,قصور عضلة القلب,question,مصابة بمرض قصور عضلة القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000467,ent_merge_000303,ثقب في القلب,DiseaseCondition,chunk_00077,ahd10k_09923,638919,ثقب في القلب,question,هل يوجد خطورة من تخذير العام اثناء عملية استئصال المرارة على شخص عنده ثقب في القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000468,ent_merge_001147,استئصال المرارة,Treatment,chunk_00077,ahd10k_09923,638919,استئصال المرارة,question,عملية استئصال المرارة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000469,ent_merge_001060,فحوص سريريه,Test,chunk_00077,ahd10k_08565,7596,فحوص سريريه,answer,عمل مايلزم من فحوص سريريه,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0000470,ent_merge_000836,صعوبة النوم,Symptom,chunk_00078,ahd10k_02097,703421,صعوبة في النوم,question,انا اعاني من صعوبة في النوم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000471,ent_merge_000701,انخفاض نبضات القلب,Symptom,chunk_00078,ahd10k_02097,703421,انخفاض نبضات القلب,question,اشعر بانخفاض نبضات القلب عند النوم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000472,ent_merge_000846,ضيق التنفس,Symptom,chunk_00078,ahd10k_02097,703421,ضيق التنفس,question,واعاني من ضيق التنفس عند,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000473,ent_merge_001367,جهاز للتنفس,Treatment,chunk_00078,ahd10k_02097,703421,جهاز للتنفس,answer,النوم مع جهاز للتنفس,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000474,ent_merge_000690,الوهن العام,Symptom,chunk_00079,ahd10k_01478,789415,الوهن العام,question,ماسبب الوهن العام,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000475,ent_merge_000651,الدوقه,Symptom,chunk_00079,ahd10k_01478,789415,الدوخة,question,ماسبب الوهن العام والدوخة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000477,ent_merge_000608,الاحساس بالتقيؤ,Symptom,chunk_00079,ahd10k_01478,789415,الاحساس بالتقيؤ,question,ماسبب الوهن العام والدوخة وتسارع ضربات القلب والاحساس بالتقيؤ,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000478,ent_merge_000115,الجهاز الهضمي,DiseaseCondition,chunk_00079,ahd10k_01478,789415,الجهلز الهضمي,answer,هناك اسباب عديدة للوهن العام وللدوخة منها ما يتعلق بالجهلز الهضمي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000479,ent_merge_000416,ضغط فقرات عظام الرقبة,DiseaseCondition,chunk_00079,ahd10k_01478,789415,ضغط فقرات عظام الرقبة,answer,منها ما يتعلق بالجهلز الهضمي او بضغط فقرات عظام الرقبة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000480,ent_merge_000173,الكلوي,DiseaseCondition,chunk_00079,ahd10k_01478,789415,الكلوي,answer,او اي خلل يتعلق بالكلاوي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000481,ent_merge_000948,الفحص السريري,Test,chunk_00079,ahd10k_01478,789415,الفحص السريري,answer,اولا قبل الفحوصات المخبرية لعمل الفحص السريري,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000482,ent_merge_000954,الفحوصات المخبرية,Test,chunk_00079,ahd10k_01478,789415,الفحوصات المخبرية,answer,اولا قبل الفحوصات المخبرية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000483,ent_merge_001335,تمارين رياضية,Treatment,chunk_00080,ahd10k_02351,723132,تمارين رياضية,question,ماهو اقل حد من التمارين الرياضية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000484,ent_merge_001599,مشية,Treatment,chunk_00080,ahd10k_02351,723132,مشي,answer,رياضة المشي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000485,ent_merge_000401,صحة الجسم,DiseaseCondition,chunk_00080,ahd10k_02351,723132,صحة الجسم,question,ماهو اقل حد من التمارين الرياضية بالنوع والكمية التي يجب ممارستها يوميا للحفاظ على صحة الجسم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000486,ent_merge_000489,لياقة بدنية,DiseaseCondition,chunk_00080,ahd10k_02351,723132,لياقة بدنية,question,ماهو اقل حد من التمارين الرياضية بالنوع والكمية التي يجب ممارستها يوميا للحفاظ على صحة الجسم ولياقته,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000487,ent_merge_000021,إصابات القلب,DiseaseCondition,chunk_00080,ahd10k_02351,723132,إصابات القلب,answer,الوقاية من اصابات القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000488,ent_merge_001437,سرعة المشي,Treatment,chunk_00080,ahd10k_02351,723132,سرعة المشي,answer,سرعة المشي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000489,ent_merge_000883,نبض القلب,Symptom,chunk_00080,ahd10k_02351,723132,نبض القلب,answer,يزداد نبض القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000490,ent_merge_001383,حليب الصويا,Treatment,chunk_00081,ahd10k_02616,740878,حليب الصويا,question,سؤالي عن حليب الصويا,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000491,ent_merge_001383,حليب الصويا,Treatment,chunk_00081,ahd10k_02616,740878,حليب الصويا,answer,حليب الصويا مصدره نبات الصويا,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000492,ent_merge_000378,سرطان,DiseaseCondition,chunk_00081,ahd10k_02616,740878,السرطان,answer,لا تأثير له على السرطان,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000493,ent_merge_000196,أمراض القلب,DiseaseCondition,chunk_00081,ahd10k_02616,740878,امراض القلب,answer,لا تأثير له على السرطان او امراض القلب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000494,ent_merge_000350,خلية عصبية,DiseaseCondition,chunk_00082,ahd10k_06786,785599,خلية ما,answer,تستجيب خلية ما بقدر اعلى او اقل من اخرى,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000495,ent_merge_000350,خلية عصبية,DiseaseCondition,chunk_00082,ahd10k_06786,785599,الخلاية العصبية,answer,فإن الألياف العصبية أو الألياف العضلية لمنبه ما لا تعتمد على قوته، فإذا كان الحافز هو أي قوة فوق العتبة، فإن الألياف العصبية أو العضلات تعطي استجابة كاملة أو لا تستجيب بغض النظر عن نوع ومكان الخلية العصبية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000496,ent_merge_000189,ألياف عصبية,DiseaseCondition,chunk_00082,ahd10k_06786,785599,الألياف العصبية,answer,فإن الألياف العصبية أو الألياف العضلية لمنبه ما لا تعتمد على قوته، فإذا كان الحافز هو أي قوة فوق العتبة، فإن الألياف العصبية أو العضلات تعطي استجابة كاملة أو لا تستجيب بغض النظر عن نوع ومكان الخلية العصبية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000497,ent_merge_000190,ألياف عضلية,DiseaseCondition,chunk_00082,ahd10k_06786,785599,الألياف العضلية,answer,فإن الألياف العصبية أو الألياف العضلية لمنبه ما لا تعتمد على قوته، فإذا كان الحافز هو أي قوة فوق العتبة، فإن الألياف العصبية أو العضلات تعطي استجابة كاملة أو لا تستجيب بغض النظر عن نوع ومكان الخلية العصبية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0000498,ent_merge_000299,تورم القدمين,DiseaseCondition,chunk_00083,ahd10k_01245,770968,تورم القدمين,question,هل انتفاخ اصابع القدم و احيانا ازراق الاصابع عند وضع القدم دخل الماء الساخن او عند الجلوس لمدة طويلة او الوقوف لمدة طويلة امر عادي ؟ و لا أعاني من...,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000499,ent_merge_000299,تورم القدمين,DiseaseCondition,chunk_00083,ahd10k_01245,770968,تورم القدمين,answer,تورم القدمين هذه هي عادة مصدر ازعاج مؤقت وتكون إما بسبب الوقوف طويلا وخاصة إذا كنت حاملا.,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000500,ent_merge_000236,تجلط الدم,DiseaseCondition,chunk_00083,ahd10k_01245,770968,تجلط الدم,answer,"فيد يكون السبب ضعف الدورة الدموية، أو مشكلة مع الجهاز الليمفاوي ، أو تجلط الدم , أو مشكلة بالكلي أو الغدة الدرقية",llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000501,ent_merge_000408,ضعف الدورة الدموية,DiseaseCondition,chunk_00083,ahd10k_01245,770968,ضعف الدورة الدموية,answer,"فيد يكون السبب ضعف الدورة الدموية، أو مشكلة مع الجهاز الليمفاوي ، أو تجلط الدم , أو مشكلة بالكلي أو الغدة الدرقية",llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000502,ent_merge_000524,مشكلة بالكلي,DiseaseCondition,chunk_00083,ahd10k_01245,770968,مشكلة بالكلي,answer,"فيد يكون السبب ضعف الدورة الدموية، أو مشكلة مع الجهاز الليمفاوي ، أو تجلط الدم , أو مشكلة بالكلي أو الغدة الدرقية",llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000503,ent_merge_000523,مشكلة بالغدة الدرقية,DiseaseCondition,chunk_00083,ahd10k_01245,770968,مشكلة بالغدة الدرقية,answer,"فيد يكون السبب ضعف الدورة الدموية، أو مشكلة مع الجهاز الليمفاوي ، أو تجلط الدم , أو مشكلة بالكلي أو الغدة الدرقية",llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000504,ent_merge_000598,ازرقاء القدم,Symptom,chunk_00083,ahd10k_01245,770968,ازرقاء القدم,question,هل انتفاخ اصابع القدم و احيانا ازراق الاصابع عند وضع القدم دخل الماء الساخن او عند الجلوس لمدة طويلة او الوقوف لمدة طويلة امر عادي ؟ و لا أعاني من...,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000505,ent_merge_000598,ازرقاء القدم,Symptom,chunk_00083,ahd10k_01245,770968,ازرقاء القدم,answer,اما ازرقائها القدمين في الماء الساخن أظن ان هذه الحالة موجودة في الماء البارد لكن بالماء الساخن ممكن ان تنتفخ القدم وهذا طبيعي لحدوث توسع في الشرايين ام ازرقاء القدم فهو نتيجة تقلص في الشرايين ويكون هذا في الماء البارد او في فصل الشتاء,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000506,ent_merge_000301,توسع في الشرايين,DiseaseCondition,chunk_00083,ahd10k_01245,770968,توسع في الشرايين,answer,اما ازرقائها القدمين في الماء الساخن أظن ان هذه الحالة موجودة في الماء البارد لكن بالماء الساخن ممكن ان تنتفخ القدم وهذا طبيعي لحدوث توسع في الشرايين ام ازرقاء القدم فهو نتيجة تقلص في الشرايين ويكون هذا في الماء البارد او في فصل الشتاء,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000507,ent_merge_000285,تقلص في الشرايين,DiseaseCondition,chunk_00083,ahd10k_01245,770968,تقلص في الشرايين,answer,اما ازرقائها القدمين في الماء الساخن أظن ان هذه الحالة موجودة في الماء البارد لكن بالماء الساخن ممكن ان تنتفخ القدم وهذا طبيعي لحدوث توسع في الشرايين ام ازرقاء القدم فهو نتيجة تقلص في الشرايين ويكون هذا في الماء البارد او في فصل الشتاء,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000508,ent_merge_000106,التهابات,DiseaseCondition,chunk_00085,ahd10k_05926,230014,التهابات,answer,يستخدم بهدف التحكم بالالتهابات,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000509,ent_merge_000506,مرض الصدر,DiseaseCondition,chunk_00085,ahd10k_05926,230014,امراض الصدر,answer,مثل استخدامه في امراض الصدر,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0000510,ent_merge_001406,ديزاكروفيس,Treatment,chunk_00085,ahd10k_05926,230014,ديزاكروفيس,question,لماذا لايستخدم ديزاكروفيس بهدف زيادةالوزن,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0000511,ent_merge_000326,حساسية,DiseaseCondition,chunk_00085,ahd10k_05926,230014,المناعة,answer,مخاطر كبيرة على القلب و المناعة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0000512,ent_merge_000520,مشاكل الجهاز التنفسي,DiseaseCondition,chunk_00085,ahd10k_05926,230014,مشاكل الجهاز التنفسي,answer,و جزء من علاج بعض امراض العظام و مشاكل الجهاز التنفسي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
