entity_id,canonical_name,canonical_name_norm,entity_type,aliases,confidence,mention_count,provider,model
ent_merge_000395,شعيرات دموية,شعيرات دمويه,DiseaseCondition,"[""شعيرات دموية""]",0.850,1,,
ent_merge_000396,شعيرات عنكبوتية,شعيرات عنكبوتيه,DiseaseCondition,"[""شعيرات عنكبوتية""]",0.950,1,,
ent_merge_000397,شفة أرنبية,شفه ارنبيه,DiseaseCondition,"[""شفة أرنبية"", ""الشفة الأرنبية""]",0.950,2,,
ent_merge_000398,شق,شق,DiseaseCondition,"[""شق""]",0.950,1,,
ent_merge_000399,شقيقة,شقيقه,DiseaseCondition,"[""شقيقة""]",0.800,1,,
ent_merge_000400,شلل,شلل,DiseaseCondition,"[""شلل""]",0.950,1,,
ent_merge_000401,صحة الجسم,صحه الجسم,DiseaseCondition,"[""صحة الجسم""]",0.850,1,,
ent_merge_000402,صدفية,صدفيه,DiseaseCondition,"[""صدفية""]",0.850,1,,
ent_merge_000403,صرع,صرع,DiseaseCondition,"[""صرع"", ""حالة صرع"", ""كهرباء زائدة"", ""داء الصرع""]",0.917,3,,
ent_merge_000404,صلع,صلع,DiseaseCondition,"[""صلع""]",0.850,1,,
ent_merge_000405,ضرس,ضرس,DiseaseCondition,"[""ضرس""]",0.800,1,,
ent_merge_000406,ضعف الانتصاب,ضعف الانتصاب,DiseaseCondition,"[""ضعف الانتصاب""]",0.950,1,,
ent_merge_000407,ضعف الحركة الأمامية,ضعف الحركه الاماميه,DiseaseCondition,"[""ضعف الحركة الأمامية""]",0.950,1,,
ent_merge_000408,ضعف الدورة الدموية,ضعف الدوره الدمويه,DiseaseCondition,"[""ضعف الدورة الدموية""]",0.900,1,,
ent_merge_000409,ضعف المبايض,ضعف المبايض,DiseaseCondition,"[""ضعف المبايض""]",0.950,1,,
ent_merge_000410,ضعف المناعه,ضعف المناعه,DiseaseCondition,"[""ضعف المناعه""]",0.900,2,,
ent_merge_000411,ضعف جهاز المناعة,ضعف جهاز المناعه,DiseaseCondition,"[""ضعف جهاز المناعة""]",0.850,1,,
ent_merge_000412,ضعف عضلة القلب,ضعف عضله القلب,DiseaseCondition,"[""ضعف عضلة القلب"", ""ضعف في ضخ القلب""]",0.900,2,,
ent_merge_000413,ضعف فى الدورة,ضعف في الدوره,DiseaseCondition,"[""ضعف فى الدورة""]",0.850,1,,
ent_merge_000415,ضغط العين,ضغط العين,DiseaseCondition,"[""ضغط العين"", ""ضغط عين""]",0.850,2,,
ent_merge_000416,ضغط فقرات عظام الرقبة,ضغط فقرات عظام الرقبه,DiseaseCondition,"[""ضغط فقرات عظام الرقبة""]",0.850,1,,
ent_merge_000417,طفح جلدي,طفح جلدي,DiseaseCondition,"[""طفح جلدي"", ""الطفح الجلدي""]",0.850,1,,
ent_merge_000418,طفرات جينية,طفرات جينيه,DiseaseCondition,"[""طفرات جينية"", ""طفرات في الجينات""]",0.800,1,,
ent_merge_000419,عدم الإباضة,عدم الاباضه,DiseaseCondition,"[""عدم الإباضة""]",0.850,1,,
ent_merge_000420,عدم الحمل,عدم الحمل,DiseaseCondition,"[""عدم الحمل"", ""لم انجب""]",0.800,1,,
ent_merge_000421,عدوى الميكروبات,عدوي الميكروبات,DiseaseCondition,"[""عدوى الميكروبات""]",0.900,1,,
ent_merge_000422,عدوى فيروسية,عدوي فيروسيه,DiseaseCondition,"[""عدوى فيروسية""]",0.850,1,,
ent_merge_000423,عرق النسا,عرق النسا,DiseaseCondition,"[""عرق النسا""]",0.850,1,,
ent_merge_000424,عرق النسى,عرق النسي,DiseaseCondition,"[""عرق النسى""]",0.950,1,,
ent_merge_000425,عسر الهضم,عسر الهضم,DiseaseCondition,"[""عسر الهضم""]",0.917,3,,
ent_merge_000426,عضلة القلب,عضله القلب,DiseaseCondition,"[""عضلة القلب""]",0.950,1,,
ent_merge_000427,علم الشيخوخة,علم الشيخوخه,DiseaseCondition,"[""علم الشيخوخة""]",0.950,1,,
ent_merge_000428,غدد ليمفاوية,غدد ليمفاويه,DiseaseCondition,"[""غدد ليمفاوية"", ""الغدد الليمفاوية"", ""العقد اللمفاوية""]",0.900,3,,
ent_merge_000429,غدة درقية,غده درقيه,DiseaseCondition,"[""غدة درقية"", ""الغدة الدرقيه"", ""الغدة""]",0.920,5,,
ent_merge_000430,غدة دهنية,غده دهنيه,DiseaseCondition,"[""غدة دهنية""]",0.850,1,,
ent_merge_000431,غشاء البكارة,غشاء البكاره,DiseaseCondition,"[""غشاء البكارة""]",0.900,2,,
ent_merge_000432,فتحة في القلب,فتحه في القلب,DiseaseCondition,"[""فتحة في القلب""]",0.850,1,,
ent_merge_000433,فتق السرة,فتق السره,DiseaseCondition,"[""فتق السرة"", ""بروز السرة""]",0.950,1,,
ent_merge_000434,فتق باب المعدة,فتق باب المعده,DiseaseCondition,"[""فتق باب المعدة"", ""إلتهاب في أسفل المرىء""]",0.883,3,,
ent_merge_000435,فتق سري,فتق سري,DiseaseCondition,"[""فتق سري"", ""الفتق السري""]",0.850,1,,
ent_merge_000436,فرط التعرق,فرط التعرق,DiseaseCondition,"[""فرط التعرق""]",0.950,1,,
ent_merge_000437,فرط شحميات الدم,فرط شحميات الدم,DiseaseCondition,"[""فرط شحميات الدم""]",0.950,1,,
ent_merge_000438,فرط صوديوم الدم,فرط صوديوم الدم,DiseaseCondition,"[""فرط صوديوم الدم"", ""فرط صوديوم الدم أو نقصه""]",0.850,1,,
ent_merge_000439,فرط فيتامين أ,فرط فيتامين ا,DiseaseCondition,"[""فرط فيتامين أ""]",0.950,1,,
ent_merge_000440,فرط كالسيوم الدم,فرط كالسيوم الدم,DiseaseCondition,"[""فرط كالسيوم الدم""]",0.850,1,,
ent_merge_000441,فشل القلب,فشل القلب,DiseaseCondition,"[""فشل القلب""]",0.950,1,,
ent_merge_000442,فشل قلبي,فشل قلبي,DiseaseCondition,"[""فشل قلبي"", ""فشل القلبي"", ""ضعف عظلت القلب""]",0.900,2,,
ent_merge_000443,فشل كلوى,فشل كلوي,DiseaseCondition,"[""فشل كلوى""]",0.900,3,,
ent_merge_000444,فطريات,فطريات,DiseaseCondition,"[""فطريات"", ""الاصابه بالفطريات""]",0.836,7,,
ent_merge_000445,فطريات الفم,فطريات الفم,DiseaseCondition,"[""فطريات الفم""]",0.900,1,,
ent_merge_000446,فقر الدم,فقر الدم,DiseaseCondition,"[""فقر الدم"", ""فقر دم"", ""فقر"", ""انيميا"", ""فقر الدم المزمن"", ""الانيميا"", ""انيميا الفوليه"", ""نقص في الدم"", ""انيميا منجليه"", ""فقر الدم الصيام"", ""انيميا الفول (G6PD)""]",0.868,46,,
ent_merge_000447,فقر الدم الانحلالي,فقر الدم الانحلالي,DiseaseCondition,"[""فقر الدم الانحلالي""]",0.850,1,,
ent_merge_000448,فقر دم,فقر دم,DiseaseCondition,"[""فقر دم""]",0.863,4,,
ent_merge_000449,فوبيا,فوبيا,DiseaseCondition,"[""فوبيا""]",0.900,1,,
ent_merge_000450,فيرس B,فيرس b,DiseaseCondition,"[""فيرس B""]",0.900,1,,
ent_merge_000451,فيروس الالتهاب الكبدي,فيروس الالتهاب الكبدي,DiseaseCondition,"[""فيروس الالتهاب الكبدي"", ""Virus - hepatitis""]",0.900,1,,
ent_merge_000452,فيروس الكبد,فيروس الكبد,DiseaseCondition,"[""فيروس الكبد""]",0.900,1,,
ent_merge_000453,فيروسات الكبد,فيروسات الكبد,DiseaseCondition,"[""فيروسات الكبد""]",0.900,2,,
ent_merge_000454,قذف سريع,قذف سريع,DiseaseCondition,"[""قذف سريع""]",0.850,1,,
ent_merge_000455,قرحة,قرحه,DiseaseCondition,"[""قرحة"", ""القرحة""]",0.842,6,,
ent_merge_000456,قرحة المعدة,قرحه المعده,DiseaseCondition,"[""قرحة المعدة""]",0.917,3,,
ent_merge_000457,قرحة معدة,قرحه معده,DiseaseCondition,"[""قرحة معدة""]",0.900,1,,
ent_merge_000458,قشرة الرأس,قشره الراس,DiseaseCondition,"[""قشرة الرأس""]",0.950,1,,
ent_merge_000459,قصزر الغدة الدرقية,قصزر الغده الدرقيه,DiseaseCondition,"[""قصزر الغدة الدرقية""]",0.950,1,,
ent_merge_000460,قصور الغدة الدرقية,قصور الغده الدرقيه,DiseaseCondition,"[""قصور الغدة الدرقية""]",0.850,1,,
ent_merge_000461,قصور الغدة النخامية,قصور الغده النخاميه,DiseaseCondition,"[""قصور الغدة النخامية""]",0.900,1,,
ent_merge_000462,قصور عضلة القلب,قصور عضله القلب,DiseaseCondition,"[""قصور عضلة القلب""]",0.950,1,,
ent_merge_000463,قصور في وظيفة الكلى,قصور في وظيفه الكلي,DiseaseCondition,"[""قصور في وظيفة الكلى"", ""هبوط فى الكلى""]",0.900,2,,
ent_merge_000464,قلاء أيزي,قلاء ايزي,DiseaseCondition,"[""قلاء أيزي"", ""metabolic alkalosis""]",0.950,2,,
ent_merge_000465,قلاع فموي,قلاع فموي,DiseaseCondition,"[""قلاع فموي""]",0.850,1,,
ent_merge_000467,قهم العصابي,قهم العصابي,DiseaseCondition,"[""قهم العصابي"", ""قهم العصابي anorexia nervosa""]",0.950,1,,
ent_merge_000468,كانديدا,كانديدا,DiseaseCondition,"[""كانديدا""]",0.850,1,,
ent_merge_000469,كبر حجم الثدي,كبر حجم الثدي,DiseaseCondition,"[""كبر حجم الثدي""]",0.950,1,,
ent_merge_000470,كتله,كتله,DiseaseCondition,"[""كتله""]",0.850,1,,
ent_merge_000471,كتلة دهنية,كتله دهنيه,DiseaseCondition,"[""كتلة دهنية""]",0.850,1,,
ent_merge_000472,كدمة,كدمه,DiseaseCondition,"[""كدمة""]",0.900,1,,
ent_merge_000474,كرش,كرش,DiseaseCondition,"[""كرش"", ""الكرش""]",0.850,1,,
ent_merge_000475,كسر,كسر,DiseaseCondition,"[""كسر""]",0.950,3,,
ent_merge_000476,كسور,كسور,DiseaseCondition,"[""كسور""]",0.950,1,,
ent_merge_000477,كسور العظام,كسور العظام,DiseaseCondition,"[""كسور العظام""]",0.900,1,,
ent_merge_000478,كلف,كلف,DiseaseCondition,"[""كلف""]",0.850,1,,
ent_merge_000479,كيس دهني,كيس دهني,DiseaseCondition,"[""كيس دهني"", ""كيس دهنية""]",0.900,2,,
ent_merge_000480,كيس رطب,كيس رطب,DiseaseCondition,"[""كيس رطب""]",0.850,1,,
ent_merge_000481,كيس على المبيض,كيس علي المبيض,DiseaseCondition,"[""كيس على المبيض""]",0.850,2,,
ent_merge_000482,كيس في المبيض,كيس في المبيض,DiseaseCondition,"[""كيس في المبيض"", ""التكيس""]",0.950,2,,
ent_merge_000483,كيس ماء تحت الجلد,كيس ماء تحت الجلد,DiseaseCondition,"[""كيس ماء تحت الجلد""]",0.950,1,,
ent_merge_000484,كيس ماء في الخصية,كيس ماء في الخصيه,DiseaseCondition,"[""كيس ماء في الخصية""]",0.850,1,,
ent_merge_000485,كيس منفوخ,كيس منفوخ,DiseaseCondition,"[""كيس منفوخ""]",0.850,1,,
ent_merge_000486,كيسة دهنية,كيسه دهنيه,DiseaseCondition,"[""كيسة دهنية""]",0.950,1,,
ent_merge_000487,لحمية,لحميه,DiseaseCondition,"[""لحمية""]",0.900,1,,
ent_merge_000488,لحمية الرحم,لحميه الرحم,DiseaseCondition,"[""لحمية الرحم"", ""لحمية""]",0.900,2,,
ent_merge_000489,لياقة بدنية,لياقه بدنيه,DiseaseCondition,"[""لياقة بدنية""]",0.850,1,,
ent_merge_000490,متلازمة Chiari,متلازمه chiari,DiseaseCondition,"[""متلازمة Chiari""]",0.850,2,,
ent_merge_000491,متلازمة ادوارد,متلازمه ادوارد,DiseaseCondition,"[""متلازمة ادوارد""]",0.950,1,,
ent_merge_000492,متلازمة القولون,متلازمه القولون,DiseaseCondition,"[""متلازمة القولون"", ""القولون العصبي""]",0.950,2,,
ent_merge_000493,متلازمة القولون العصابي,متلازمه القولون العصابي,DiseaseCondition,"[""متلازمة القولون العصابي""]",0.900,1,,
ent_merge_000494,متلازمة القولون العصبي,متلازمه القولون العصبي,DiseaseCondition,"[""متلازمة القولون العصبي"", ""القولون العصبي""]",0.900,2,,
ent_merge_000495,متلازمة داون,متلازمه داون,DiseaseCondition,"[""متلازمة داون"", ""داون""]",0.914,11,,
ent_merge_000496,متلازمة عدم الحساسية للأندروجين الكاملة,متلازمه عدم الحساسيه للاندروجين الكامله,DiseaseCondition,"[""متلازمة عدم الحساسية للأندروجين الكاملة""]",0.950,1,,
ent_merge_000497,متلازمة مارفان,متلازمه مارفان,DiseaseCondition,"[""متلازمة مارفان""]",0.950,1,,
ent_merge_000498,متلازمة نقص الحساسية الجزئي للأندروجين,متلازمه نقص الحساسيه الجزيي للاندروجين,DiseaseCondition,"[""متلازمة نقص الحساسية الجزئي للأندروجين""]",0.950,1,,
ent_merge_000499,متلازمة نونان,متلازمه نونان,DiseaseCondition,"[""متلازمة نونان""]",0.867,3,,
ent_merge_000500,مرارة,مراره,DiseaseCondition,"[""مرارة"", ""المرارة""]",0.883,3,,
ent_merge_000501,مرض الإيدز,مرض الايدز,DiseaseCondition,"[""مرض الإيدز""]",0.900,1,,
ent_merge_000502,مرض التشمع الصفراوي,مرض التشمع الصفراوي,DiseaseCondition,"[""مرض التشمع الصفراوي""]",0.900,1,,
ent_merge_000503,مرض الرنح الوراثي,مرض الرنح الوراثي,DiseaseCondition,"[""مرض الرنح الوراثي""]",0.883,3,,
ent_merge_000504,مرض الزهايمر,مرض الزهايمر,DiseaseCondition,"[""مرض الزهايمر""]",0.850,1,,
ent_merge_000505,مرض السكري,مرض السكري,DiseaseCondition,"[""مرض السكري"", ""مرض السكر"", ""السكري"", ""مرض السكري المتظور""]",0.919,13,,
ent_merge_000506,مرض الصدر,مرض الصدر,DiseaseCondition,"[""مرض الصدر"", ""امراض الصدر""]",0.900,1,,
ent_merge_000507,مرض الغدة الدرقية,مرض الغده الدرقيه,DiseaseCondition,"[""مرض الغدة الدرقية""]",0.950,3,,
ent_merge_000508,مرض القلب,مرض القلب,DiseaseCondition,"[""مرض القلب"", ""امراض القلب""]",0.833,3,,
ent_merge_000509,مرض الكلى,مرض الكلي,DiseaseCondition,"[""مرض الكلى""]",0.950,1,,
ent_merge_000510,مرض باركنسون,مرض باركنسون,DiseaseCondition,"[""مرض باركنسون""]",0.850,1,,
ent_merge_000511,مرض بيروني,مرض بيروني,DiseaseCondition,"[""مرض بيروني""]",0.800,1,,
ent_merge_000512,مرض تحت القلب,مرض تحت القلب,DiseaseCondition,"[""مرض تحت القلب""]",0.850,1,,
ent_merge_000513,مرض تشمع الكبد,مرض تشمع الكبد,DiseaseCondition,"[""مرض تشمع الكبد""]",0.900,1,,
ent_merge_000514,مرض زيادة الكريات الحمر,مرض زياده الكريات الحمر,DiseaseCondition,"[""مرض زيادة الكريات الحمر""]",0.950,1,,
ent_merge_000515,مرض فردرايخ,مرض فردرايخ,DiseaseCondition,"[""مرض فردرايخ""]",0.950,1,,
ent_merge_000516,مرض فنير كتنوري,مرض فنير كتنوري,DiseaseCondition,"[""مرض فنير كتنوري"", ""مرض فنير كتنوريى""]",0.950,1,,
ent_merge_000517,مرض كورن,مرض كورن,DiseaseCondition,"[""مرض كورن""]",0.900,1,,
ent_merge_000518,مرض وراثي,مرض وراثي,DiseaseCondition,"[""مرض وراثي""]",0.850,1,,
ent_merge_000519,مرضعة,مرضعه,DiseaseCondition,"[""مرضعة""]",0.800,1,,
ent_merge_000520,مشاكل الجهاز التنفسي,مشاكل الجهاز التنفسي,DiseaseCondition,"[""مشاكل الجهاز التنفسي""]",0.900,1,,
ent_merge_000521,مشاكل عقليه,مشاكل عقليه,DiseaseCondition,"[""مشاكل عقليه""]",0.900,1,,
ent_merge_000522,مشاكل في الكبد,مشاكل في الكبد,DiseaseCondition,"[""مشاكل في الكبد""]",0.950,1,,
ent_merge_000523,مشكلة بالغدة الدرقية,مشكله بالغده الدرقيه,DiseaseCondition,"[""مشكلة بالغدة الدرقية""]",0.900,1,,
ent_merge_000524,مشكلة بالكلي,مشكله بالكلي,DiseaseCondition,"[""مشكلة بالكلي""]",0.900,1,,
ent_merge_000525,مقاومة الأنسولين,مقاومه الانسولين,DiseaseCondition,"[""مقاومة الأنسولين""]",0.850,1,,
ent_merge_000526,موت,موت,DiseaseCondition,"[""موت"", ""الموت""]",0.950,1,,
ent_merge_000527,ناسور,ناسور,DiseaseCondition,"[""ناسور""]",0.867,3,,
ent_merge_000528,نحافة,نحافه,DiseaseCondition,"[""نحافة""]",0.850,1,,
ent_merge_000529,نخر الأسنان,نخر الاسنان,DiseaseCondition,"[""نخر الأسنان"", ""نخر""]",0.900,1,,
ent_merge_000530,ندبات,ندبات,DiseaseCondition,"[""ندبات""]",0.850,1,,
ent_merge_000531,ندبات حب الشباب,ندبات حب الشباب,DiseaseCondition,"[""ندبات حب الشباب""]",0.950,1,,
ent_merge_000532,نزف من القولون,نزف من القولون,DiseaseCondition,"[""نزف من القولون""]",0.950,1,,
ent_merge_000533,نزلات البرد,نزلات البرد,DiseaseCondition,"[""نزلات البرد""]",0.900,1,,
ent_merge_000534,نزلة البرد,نزله البرد,DiseaseCondition,"[""نزلة البرد""]",0.850,1,,
ent_merge_000535,نزلة معوية,نزله معويه,DiseaseCondition,"[""نزلة معوية""]",0.863,4,,
ent_merge_000537,نزيف المخ,نزيف المخ,DiseaseCondition,"[""نزيف المخ"", ""نزيف اسفل الام العنكبوتية"", ""نزيف فى المخ""]",0.850,2,,
ent_merge_000538,نقص الالبومين,نقص الالبومين,DiseaseCondition,"[""نقص الالبومين""]",0.850,1,,
ent_merge_000539,نقص الألدوستيرون الكاذب,نقص الالدوستيرون الكاذب,DiseaseCondition,"[""نقص الألدوستيرون الكاذب"", ""نقص ألألدسترون الكاذب""]",0.950,1,,
ent_merge_000540,نقص التروية,نقص الترويه,DiseaseCondition,"[""نقص التروية""]",0.900,1,,
ent_merge_000541,نقص التغذية,نقص التغذيه,DiseaseCondition,"[""نقص التغذية"", ""نقص في التغذية""]",0.800,1,,
ent_merge_000542,نقص التهوية,نقص التهويه,DiseaseCondition,"[""نقص التهوية""]",0.850,1,,
ent_merge_000543,نقص الحديد,نقص الحديد,DiseaseCondition,"[""نقص الحديد""]",0.917,3,,
ent_merge_000544,نقص الدرق,نقص الدرق,DiseaseCondition,"[""نقص الدرق""]",0.950,1,,
ent_merge_000545,نقص السكر,نقص السكر,DiseaseCondition,"[""نقص السكر""]",0.950,1,,
ent_merge_000546,نقص الكرياتين,نقص الكرياتين,DiseaseCondition,"[""نقص الكرياتين"", ""نقص مادة الكرياتين""]",0.900,1,,
ent_merge_000547,نقص في التغذية,نقص في التغذيه,DiseaseCondition,"[""نقص في التغذية""]",0.800,1,,
ent_merge_000548,نقص في الكالسيوم,نقص في الكالسيوم,DiseaseCondition,"[""نقص في الكالسيوم""]",0.900,1,,
ent_merge_000549,نقص في الهرمونات,نقص في الهرمونات,DiseaseCondition,"[""نقص في الهرمونات""]",0.900,1,,
ent_merge_000550,نقص فيتامين ب 12,نقص فيتامين ب 12,DiseaseCondition,"[""نقص فيتامين ب 12"", ""نقص فيتامينات""]",0.700,1,,
ent_merge_000551,نقص فيتامين ب 6,نقص فيتامين ب 6,DiseaseCondition,"[""نقص فيتامين ب 6"", ""فيتامينات ب 12 وب 6""]",0.700,1,,
ent_merge_000552,نقص فيتامين د,نقص فيتامين د,DiseaseCondition,"[""نقص فيتامين د"", ""نقص فيتامين دال""]",0.910,5,,
ent_merge_000553,نقص هرمون الغدة الدرقية,نقص هرمون الغده الدرقيه,DiseaseCondition,"[""نقص هرمون الغدة الدرقية"", ""نقص حاد ف هرمون الغدة""]",0.950,1,,
ent_merge_000554,نقص هرمونات,نقص هرمونات,DiseaseCondition,"[""نقص هرمونات""]",0.950,2,,
ent_merge_000555,نمش,نمش,DiseaseCondition,"[""نمش""]",0.850,1,,
ent_merge_000556,نوبات الهلع,نوبات الهلع,DiseaseCondition,"[""نوبات الهلع""]",0.950,1,,
ent_merge_000557,نيكوتين,نيكوتين,DiseaseCondition,"[""نيكوتين""]",0.850,1,,
ent_merge_000558,نيوفيبروما,نيوفيبروما,DiseaseCondition,"[""نيوفيبروما""]",0.950,1,,
ent_merge_000559,هبوط الضغط,هبوط الضغط,DiseaseCondition,"[""هبوط الضغط"", ""هبوط في الضغط""]",0.850,1,,
ent_merge_000560,هبوط عمل الكلى,هبوط عمل الكلي,DiseaseCondition,"[""هبوط عمل الكلى""]",0.850,1,,
ent_merge_000562,هرمون البروجسترون,هرمون البروجسترون,DiseaseCondition,"[""هرمون البروجسترون"", ""البروجيستيرون""]",0.950,2,,
ent_merge_000563,هرمون التستو سيترون,هرمون التستو سيترون,DiseaseCondition,"[""هرمون التستو سيترون""]",0.900,1,,
ent_merge_000564,هرمون الحليب,هرمون الحليب,DiseaseCondition,"[""هرمون الحليب"", ""البرولاكتين""]",0.917,6,,
ent_merge_000565,هرمون الغدة الدرقية,هرمون الغده الدرقيه,DiseaseCondition,"[""هرمون الغدة الدرقية""]",0.850,1,,
ent_merge_000566,هرمون اللبن,هرمون اللبن,DiseaseCondition,"[""هرمون اللبن""]",0.950,1,,
ent_merge_000567,هشاشة العظام,هشاشه العظام,DiseaseCondition,"[""هشاشة العظام""]",0.912,4,,
ent_merge_000568,ورم,ورم,DiseaseCondition,"[""ورم"", ""ورم او كيس"", ""ورم في جبهه"", ""كبة بالفخذ"", ""كتله في ثدري الايسر"", ""الجلد"", ""ورما في منطقه الحوض علي اليمين ليس به الم""]",0.892,12,,
ent_merge_000569,ورم البرولاكتين,ورم البرولاكتين,DiseaseCondition,"[""ورم البرولاكتين""]",0.950,1,,
ent_merge_000570,ورم بالغده النخاميه,ورم بالغده النخاميه,DiseaseCondition,"[""ورم بالغده النخاميه""]",0.950,1,,
ent_merge_000571,ورم دموي,ورم دموي,DiseaseCondition,"[""ورم دموي"", ""الورم الدموي""]",0.850,1,,
ent_merge_000572,ورم عصب السمع,ورم عصب السمع,DiseaseCondition,"[""ورم عصب السمع""]",0.900,1,,
ent_merge_000573,ورم ليفي,ورم ليفي,DiseaseCondition,"[""ورم ليفي""]",0.850,1,,
ent_merge_000574,ورم وعائي,ورم وعايي,DiseaseCondition,"[""ورم وعائي"", ""الورم الوعائي""]",0.950,1,,
ent_merge_000575,وريد مغلق,وريد مغلق,DiseaseCondition,"[""وريد مغلق""]",0.850,1,,
ent_merge_000576,وزن زائد,وزن زايد,DiseaseCondition,"[""وزن زائد""]",0.950,1,,
ent_merge_000577,وسواس قهري,وسواس قهري,DiseaseCondition,"[""وسواس قهري"", ""الوسواس القهري"", ""وسواس""]",0.890,5,,
ent_merge_000578,ولادة,ولاده,DiseaseCondition,"[""ولادة"", ""الولادة""]",0.850,1,,
ent_merge_000579,ولادة مبكرة,ولاده مبكره,DiseaseCondition,"[""ولادة مبكرة""]",0.825,2,,
ent_merge_000580,آثار جانبية,اثار جانبيه,Symptom,"[""آثار جانبية""]",0.850,1,,
ent_merge_000581,أجسام مضادة,اجسام مضاده,Symptom,"[""أجسام مضادة""]",0.850,1,,
ent_merge_000582,احتقان الحلق,احتقان الحلق,Symptom,"[""احتقان الحلق""]",0.850,1,,
ent_merge_000583,إحتقان في الأنف,احتقان في الانف,Symptom,"[""إحتقان في الأنف""]",0.850,1,,
ent_merge_000584,إحتقان في الوجه,احتقان في الوجه,Symptom,"[""إحتقان في الوجه""]",0.850,1,,
ent_merge_000585,احمرار,احمرار,Symptom,"[""احمرار""]",0.900,1,,
ent_merge_000586,اختلال الذاكره,اختلال الذاكره,Symptom,"[""اختلال الذاكره""]",0.900,1,,
ent_merge_000587,اختلال وظائف الكبد,اختلال وظايف الكبد,Symptom,"[""اختلال وظائف الكبد""]",0.900,2,,
ent_merge_000588,اختلال وظائف الكلى,اختلال وظايف الكلي,Symptom,"[""اختلال وظائف الكلى""]",0.850,1,,
ent_merge_000589,اذية كلوية,اذيه كلويه,Symptom,"[""اذية كلوية""]",0.800,1,,
ent_merge_000591,ارتعاش,ارتعاش,Symptom,"[""ارتعاش"", ""ترتعش""]",0.850,1,,
ent_merge_000592,ارتعاش اليدين,ارتعاش اليدين,Symptom,"[""ارتعاش اليدين"", ""الارتعاش""]",0.950,2,,
ent_merge_000593,إرتفاع الحرارة,ارتفاع الحراره,Symptom,"[""إرتفاع الحرارة"", ""إرتفاع درجة الحراره""]",0.900,2,,
ent_merge_000594,ارتفاع في بوتاسيوم الدم,ارتفاع في بوتاسيوم الدم,Symptom,"[""ارتفاع في بوتاسيوم الدم""]",0.900,1,,
ent_merge_000595,ارتفاع وظائف الكلى,ارتفاع وظايف الكلي,Symptom,"[""ارتفاع وظائف الكلى""]",0.850,1,,
ent_merge_000596,أرق,ارق,Symptom,"[""أرق"", ""الأرق""]",0.850,1,,
ent_merge_000597,إرهاق,ارهاق,Symptom,"[""إرهاق"", ""اتوتر"", ""ارهاق عام""]",0.750,3,,
ent_merge_000598,ازرقاء القدم,ازرقاء القدم,Symptom,"[""ازرقاء القدم""]",0.950,2,,
ent_merge_000599,استفراغ,استفراغ,Symptom,"[""استفراغ"", ""الاستفراغ"", ""استفرغ""]",0.925,2,,
ent_merge_000600,إسهال,اسهال,Symptom,"[""إسهال""]",0.867,15,,
ent_merge_000601,اصفرار العين,اصفرار العين,Symptom,"[""اصفرار العين"", ""اصفرار في العين""]",0.850,1,,
ent_merge_000602,اصفرار في العين,اصفرار في العين,Symptom,"[""اصفرار في العين"", ""أصفرار بياض العين""]",0.950,2,,
ent_merge_000603,إعاقة التنفس,اعاقه التنفس,Symptom,"[""إعاقة التنفس""]",0.900,1,,
ent_merge_000604,افرازات,افرازات,Symptom,"[""افرازات"", ""افرازات من اللعاب""]",0.900,1,,
ent_merge_000605,افرضات مهبلية,افرضات مهبليه,Symptom,"[""افرضات مهبلية"", ""إفرازات مهبلية""]",0.900,2,,
ent_merge_000608,الاحساس بالتقيؤ,الاحساس بالتقيو,Symptom,"[""الاحساس بالتقيؤ""]",0.950,1,,
ent_merge_000609,الإختناق,الاختناق,Symptom,"[""الإختناق""]",0.850,1,,
ent_merge_000610,الارتباك,الارتباك,Symptom,"[""الارتباك""]",0.950,1,,
ent_merge_000611,الاسهال,الاسهال,Symptom,"[""الاسهال""]",0.900,1,,
ent_merge_000612,الاسيد,الاسيد,Symptom,"[""الاسيد""]",0.850,1,,
ent_merge_000613,الاصفرار,الاصفرار,Symptom,"[""الاصفرار""]",0.875,2,,
ent_merge_000614,الإفراط في تناول الطعام,الافراط في تناول الطعام,Symptom,"[""الإفراط في تناول الطعام""]",0.850,1,,
ent_merge_000615,الالام,الالام,Symptom,"[""الالام""]",0.900,1,,
ent_merge_000616,الألم,الالم,Symptom,"[""الألم"", ""الالم المستمر""]",0.870,5,,
ent_merge_000617,الام,الام,Symptom,"[""الام"", ""الامه""]",0.869,8,,
ent_merge_000618,الام المعدة,الام المعده,Symptom,"[""الام المعدة""]",0.950,1,,
ent_merge_000619,آلام بالظهر,الام بالظهر,Symptom,"[""آلام بالظهر""]",0.900,2,,
ent_merge_000620,الام بالعضلات,الام بالعضلات,Symptom,"[""الام بالعضلات""]",0.800,1,,
ent_merge_000621,آلام بالكتفين,الام بالكتفين,Symptom,"[""آلام بالكتفين""]",0.900,1,,
ent_merge_000622,آلام بالكتيفين,الام بالكتيفين,Symptom,"[""آلام بالكتيفين""]",0.900,1,,
ent_merge_000623,آلام في البطن,الام في البطن,Symptom,"[""آلام في البطن""]",0.850,2,,
ent_merge_000624,آلام في المفاصل,الام في المفاصل,Symptom,"[""آلام في المفاصل""]",0.850,1,,
ent_merge_000625,الإمساك,الامساك,Symptom,"[""الإمساك""]",0.900,3,,
