expansion_version,query_id,original_query,query_group,primary_intent,safety_mode,safety_reason,variant_c_query_source,graph_aliases_added,qa_id,source_row_number,question,answer,category,matched_variants,variant_a_rank,variant_b_rank,variant_c_rank,best_variant_rank,best_bm25_rank,variant_support_count,expansion_rank,relevance_label,error_reason,secondary_error_reason
partial_only_fts_v1,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,diagnosis_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0263959,263959,كان الفك السفلي تحدث طقطقة و احيانا تعلق لكن هذه المرة علقت بحيث لايمكنني فتح فمي بشكل كامل وعندما احاول ان اكل اشعر و كان شيء يتفتت و لا يوفر...,لابد من زيارة طبيب الوجه والفكين لانه تخصصه,أمراض الفم,C,,,1,1,-47.093682,1,11,1,different clinical scenario,
partial_only_fts_v1,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,diagnosis_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0034732,34732,أعاني من تقدم في الفك السفلي لكن ليس بدرجة كبيرة جدا حيث اسمع اصوات طقطقة عند فتح فمي هل يمكن علاج مشكلتي باستخدام جهاز يضغط على فكي لارجاعه لمكانه ام...,يجب مراجعة أخصائي تقويم الأسنان لتشخيص المشكلة بالفك. بشكل عام اذا كان هناك طقطقه ولا يوجد ألم او مشاكل وظيفية ولا ترغب في عمل اي اجراء تقويمي في هذه الحاله لا ينصح باي شي. اخصائي التقويم هو أكثر شخص يفيد بهذا.,أمراض الأسنان,C,,,2,2,-46.546314,1,12,1,missing key constraint,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0435350,435350,السلام عليكم. زوجة أخي تعاني من عدم انتظام الدورة الشهرية تكيسات وصف لها الطيب دواء اسمه formit 500 oral antihyperglycemic وهو يسبب لها صداع وغثيان وهبوط فماذا تفعل شكرا,في البدايه بعدها تتعود خليها تصبر,أمراض نسائية,C,,,1,1,-45.206353,1,1,0,wrong disease,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0590995,590995,هل المسكنات مثل دواء الصداع تسبب تعارض مع ادوية فقر الدم (الحديد),"هناك انواع عدة من المسكنات
اذا كان سؤالك عن مسكن الباراسيتامول او المشهور بالبنادول فهو لايتاثر باقراص الحديد",الطب العام,B,,1,,1,-25.053789,1,2,0,wrong intent,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0707271,707271,لي ابنه تبلغ من العمر 18 عاما تعاني من حب الشباب وصف لها الطبيب علاج RUATINE 20mg وقد اخذت 70 حبه وتوقفت منذ شهر ولكنها تعاني الان من صداع بعض...,"الروكيوتان وهو من مشتقات الفيتامين أ دواء جدا فعال وقوي لعلاج حب الشباب ولابد من اخذه تحت اشراف طبيب الجلدية وخلال تناولة بمنع اخذ اي اددوية اخرى لعلاج الحب مثل كبسولات الدوكسيسايكلين, فمن اثار الجانبية انه قد يؤدي الى ارتفاع في السائل حول الدماغ وعلامته حصول صداع شديد جدا غير محتمل مع الفثيان والتقيؤ و عدم وضوح الرؤية وفي هذه الحالة بنصح بتوقف تناول الدواء والتوجه للطوارئ اما الصداع البسيط الذي يزول بتناول مسكنات الالم فهو عالاغلب لا علاقة له مباشرة بالدواء ولا يستدعي القلق",الأمراض الجلدية,C,,,2,2,-41.489632,1,3,0,different clinical scenario,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0431804,431804,السلام عليكم هل يوجد تعارض دوائي بين دواء السيرترالين مثل زولفت 50 ملغ (لعلاج القلق و الاكتئاب) و دواء بانتوبرازول الصوديوم 40 ملغ (لعلاج التهاب المرئ) ؟و شكرا,لا يوجد تعارض,علم الصيدلة,B,,2,,2,-22.658859,1,4,0,generic medical overlap,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0415447,415447,فتاة بعمر 17 عاما تعاني احيانا من نوبات الشقيقة ، وصف لها انديرال 40 ، مع العلم انه لديها حماض كلوي بعيد يعالج بسيترات البوتاسيوم، هل هنالك مشاكل على المدى...,لا مشكلة من استعمال انديرال,أمراض باطنية,C,,,3,3,-39.199359,1,5,1,different clinical scenario,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0060517,60517,"انا اتناول دواء منع الحمل مارفيلون، وعندي التهاب في الجيوب الانفيه فصرف لي الدكتور أقراص بريدنيزولون لمده عشره ايام مع بخاخ انفي
هل هناك تعارض وهل يبطل المفعول؟",ليس هنالك تعارض ان شاء الله,علم الصيدلة,B,,3,,3,-21.717314,1,6,0,generic medical overlap,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0741190,741190,السلام عليكم.. صديقتي تبلغ من العمر 22 عاما تعاني عند الصيام ومن قبل شهر رمضان من الاعراض التالية الدوخة و الغثيان و وخز في الرأس يؤدي الى صداع و رعشة...,يجب عمل فحوصات للدم والضغط وفحص سريري، وفحص طبي شامل، إذ لا يمكن الحكم عن بعد!,جراحة عامة,C,,,4,4,-36.422243,1,7,0,different clinical scenario,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0712569,712569,فوائد دواء بيسبيرازول وهل يسبب صداع في الرأس مع العلم اني اخد دواء بيسبيرازول وكاتافلام,"يحتوي دواء بسيبرازول على المترونيدازول والسيبرامايسين وهو يستخدم لعلاج العدوى ابكتيرية ومن اثاره الجانبية:
فرْطُ التحسُّس, تسمم معِدِي مِعوِي, تنمل القدمين أو اليدين, لطْخات بيضاء داخل الفم أو على الشفاه, ألم أو حرقة عند التبوّل, إِسْهالٌ مائِيّ أو دموي, مشاكل في الرؤية أو الم خلف العينين, حمّى, تغيرات في المزاج او التصرفات وقد يسبب الصداع ايضا اما بالنسبة للكاتافلام فهو يحتوي على الديكلوفيناك ويستخدم كمسكن للألم ولا يوجد تعارض بين العلاجين ولكن لا يجب تناول اي دواء دون استشارة الطبيب",علم الصيدلة,B,,4,,4,-19.534333,1,8,0,different clinical scenario,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0372211,372211,"ارجوا تكرما الاجابه
ابني عنده سبع سنوات ومعدل فيتامين د 36 وصف لي الطبيب دواء pediavit ولم اخذ منه كمية الاستخدام اليومي
ارجوا افادتي كم مقدار الاستعمال يوميا ولمدة كم",يجب تزويد أي طفل لا يتعرض للشمس بيفتامين د خصوصا اذا كان يعاني من نقص الفيتامين..والجرعة تعتمد علي العمر.. يجب أعطائه الفا 2000 وحدة يوميا بالفم لمدة شهرين أو 50000 وحدة اسبوعيا لمدة شهرين ثم يستمر في أخذ 400 وحدة يوميا...ومع ذلك فان التعرض للشمس ضروري وصحي,أمراض الأطفال,C,,,5,5,-36.301364,1,9,0,wrong disease,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0151992,151992,السلام عليكم هل تناول دواء doxycyclin 100 mg يفيد لعلاج التهاب غدة بارثولين وهل هناك تداخل مع فلوكونازول ارجو الرد كتابه,لا يوجد تعارض,أمراض نسائية,B,,5,,5,-18.592924,1,10,0,generic medical overlap,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0427821,427821,"امي عندها ضغط دم مرتفع.تاكل دواء اسمه Indapamide1.5mg ولكن تعاني من الم شديد في مقدمة الرأس ودوار,هل هدا الدواء غير مجدي ام مادا ؟علما انها راجعت الطبيب واعاد وصف نفس...",تحتاج الى تقييم عند الطبيب. الدواء الذي تتناوله من أدوية الضغط. ليس كل صداع سببه الضغط و مراجعة الطبيب مهمة في هذه الحالة,أمراض القلب و الشرايين,C,,,6,6,-35.421894,1,11,0,different clinical scenario,
partial_only_fts_v1,evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,medication_safety,all_three_variants,,fts_variant_C_full_query,صداع نصفي|الام حادة في الراس|الصداع|التهاب|طنين|ألم بالرأس,ahdqa_0121951,121951,لقد تناولت حب نوروكولوت و حب استروفيم في اليوم ١٨ من الدورة كل ٨ ساعات حبة من كل دواء ولمدة اسبوع وبعد انتهائها تناولت دواء مكسيسيلين بسبب التهاب في الحنجرة...,تنزل خلال اسبوع ولا تعارض,أمراض نسائية,B,,6,,6,-17.958776,1,12,0,wrong disease,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0495257,495257,انا عمري الان 19 سنة عندي شنب خفيف جدا ولحية خفيفة جدا استخدمت زيت الخروع وريت املا ولم يأتي بأي فائدة انا اريد دواء لنمو الذقن واللحية,لا حقيقة لهذه الزيوت في انبات اللحية اعمل فحص التستوستيرون وبعد النتيجة نقدم العلاج,الأمراض الجلدية,A|B,1,3,,1,-16.74256,2,1,1,different clinical scenario,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0271063,271063,"هل زيت الخروع مفيد لعلاج البواسير الخارجية والداخلية
وما هو أفضل علاج للبواسير
أرجو المساعدة",الافضل هو استعمال مرهم موضعي وتفادي الامساك باستعمال الملين والاكثار من الخضار. زيت الخروع ليس الأمثل لانقباضات يثيرها. وبدائل عنه احسن.,أمراض الجهاز الهضمي,A|B,2,4,,2,-16.428834,2,2,1,different clinical scenario,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0618917,618917,هل يوجد علاج موضعي لمشكلة الفراغ في شعر الحاجب علما انني استخدمت زيت الخروع لفترة طويله ينمو الشعر في اعلى الحاجب ولكن في المنتصف لا,يوجد ابر كورتيزون تحت الجلد,البشرة والجمال,A|B,3,5,,3,-16.14041,2,3,1,different clinical scenario,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0761140,761140,هل زيت الخروع يفيد في علاج البواسير؟؟؟,"وجود البواسير لا يحلها الا الجراحة لانها توسع في الشرايين
اما زيت الخروع فهو ليس بعلاج ربما بطريقة غير مباشرة حيث انه يلين الراز وهذا مهم جداً عند مريض البواسير اي يجب المحافظة على ليونة البراز",أمراض الجهاز الهضمي,A|B,4,6,,4,-16.006638,2,4,1,different clinical scenario,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0343224,343224,استخدمت زيت الخروع للرموش لمدة اربع ايام ويبدو انه قد دخل في عيني فصارت حمراء ملتهبة واشعر بعدم وضوح في الرؤية وثقل في عيوني أشعر بانها ثقيلة. ماذا افعل ؟؟؟؟,يلزمك مراجعة طبيب العيون لوصف دواء للعين,امراض العيون,A|B,5,8,,5,-15.427284,2,5,1,different clinical scenario,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0759062,759062,أعاني من الإمساك بشكل متكرر منذ مدة طويلة وسمعت بأن زيت الخروع يفيد في علاج الإمساك فهل تنصحني به ؟؟؟,"لا انصحك
فقط انصحك بتغيير نظام الغذاء والاعتماد على الخضار والفاكهة والماء الكثير وخاصة من 2-3 اكواب صباحا وقبل غسل الاسنان",أمراض الجهاز الهضمي,A|B,6,9,,6,-15.295276,2,6,1,missing key constraint,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0467092,467092,سلام عليكم انا عندي قالون العصبي ونصحني احد زملاىى بتناول زيت الخروع ومعي غازات كم علي شرب ملعقه عمري ٢٢سنه,يجب أخذ علاج مهضم لفترة طويلة,أمراض الجهاز الهضمي,A|B,7,10,,7,-15.204946,2,7,1,different clinical scenario,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0675015,675015,"هل زيت الخروع مفيد لإطالة شعر الذقن
وكيفية استخدامه ؟",الزيوت النباتية بصورة عامة مفيدة كحمام زيتي للشعر بصورة عامة وبكية قليلة وافترة من 10-20 دقيقة,البشرة والجمال,C,,,1,1,-39.780578,1,8,1,different clinical scenario,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0294165,294165,انا اريد حل لمنع العادة السرية مثل علاج ما او دواء او زيت خروع او اي شئ مع العلم اني في تالتة ثانوي عام ولازم اذاكر ومحدش يقولي اعمل رياضة...,يمكن تناول دواء مضاد للهيستامين بعد استشارة طبيبك!! وبلاش رياضة!,الصحة الجنسية,B,,1,,1,-23.178196,1,9,0,unsupported recommendation,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0449882,449882,هل استخدام زيت الخروع ع الجسم لمن شال جسمه بالليزر يساعد ع انبات الشعر من جديد ؟؟؟ وكم مدة استخدامه ع الجسم وهل تذهب فائدته اذا خلط معاه زيت زيتوه,هذه الزيوت لا تساعد على انبات الشعر,الأمراض الجلدية,C,,,2,2,-34.917793,1,10,1,different clinical scenario,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0515627,515627,دكتور نصحتني إعطاء ولدي ٤سنوات زيت خروع ٢٠مل لتنظيف الجسم من الديدان مارايكم؟ علما ان لديه توحد,علاج اليدان يتوقف على نوع الديدان و ادوية الديدان متوفره فى الصيدليات بسهوله,أمراض باطنية,B,,2,,2,-17.422853,1,11,1,different clinical scenario,
partial_only_fts_v1,evalv1_046,castor.oil مادا يستخدم هدا الدواء وكيف الطريقه,treatment,treatment_request,all_three_variants,,fts_variant_C_full_query,زيت خروع,ahdqa_0754385,754385,هل تستطيع المرءه الحامل استخدام زيت الخروع للرموش وللشعر؟ استخدامه كدهان للرموش والشعر,زيت الخروع يسبب تقلصات العضلات الملساء كالأمعاء والرحم ولهذا فهو يسهل عملية الولادة وبالتالي استعماله أثناء الحمل لا ينصح به لأنه قد يسبب تقلصات الرحم ويحدث الإجهاض.,الأمراض الجلدية,C,,,3,3,-34.516217,1,12,1,different clinical scenario,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0097249,97249,منذ اصابتي بالتهاب وتر كتفي الايسر من الخلف من2019 بسبب الرياضة و بعد شرب مضاد الالتهاب ثم حقنه مباشرة في كتفي و راحة لمدة عام تقريبا لم يشفى وعند قيامي...,عليك مراحعة طبيب روماتيزم للفحص السريري لاجراء اللازم,أمراض العضلات والعظام و المفاصل,C,,,1,1,-52.241903,1,1,2,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0055118,55118,سحبت العصب وطلع عندي قناتين وحدة مغلقة ووحدة مفتوحة الدكتورة ركبت لي حشوة فقط في المفتوحة والمغلقة تركتها بعدين ركبت لي تلبيسة وبعد ٤٥ يوم تقريباً السن قام يؤلمني ايش...,يحب الفحص والاشعة لمعرفة سبب الالم,أمراض الأسنان,B,,1,,1,-20.297259,1,2,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0426618,426618,لماذا قلبي يؤلمني بشده اثناء البكاء ، أشعر بنغزات شديدة الالم وأبكي اثناء النوم ايضا ، من سبب معين لا أريد ان اذكره افيدوني بما افعل,الاعراض تشير للاكتئاب والقلق النفسي والطبيب النفسي يساعدك في حل المشكله,الصحة النفسية,A,1,,,1,-17.573723,1,3,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0740925,740925,اعانى من الم شديد فى الكتف و الذراع الأيسر و ذهبت الى الطيب و اعطانى مسكن و قال لى ان هذا الم حاد فى الفقرات العنقية ثم استمر الالم وطلب...,يمكن بعث التقرير الى موقع الطبي موجها الى الطبيب المعني,أمراض العضلات والعظام و المفاصل,C,,,2,2,-49.916382,1,4,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0578514,578514,طفلي يبلغ من العمر ٤٥ يوم، لاينام من اليوم الا ساعات معدوده لاتتجاوز العشر ساعات وربما اقل، هل هذا طبيعي وكيف اجعله ينام وقتا اطول؟,"من المفروض ان ينام تكثر و لكن الاطفال يختلفون
تأكد فقط من ان لا يكون سبب قلة النوم هو الالم او غيره",أمراض الأطفال,B,,2,,2,-19.060419,1,5,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0034426,34426,احساس بالضيق و الالم طول الوقت و انام لمده 4 ساعات فقط في اليوم و ليس لدي شهيه للطعام و لا اعرف لماذا اشعر بالاكتئاب بدون سبب او هناك اسباب...,من الأفضل المتابعة مع معالج نفسي,أمراض نفسية,A,2,,,2,-17.494979,1,6,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0306604,306604,أنا امرأه متزوجةانجبت بعد١٠ ايّام لاحضت الجرح مفتوح ذهبت الى المشفى فقال لي دكتور لازم ندخلك المشفى لم أستطيع الموافقه اعطاني حبوب ومرهم fucidin اليوم لي ٤٥ يوم ولَم يشفى...,لماذا لم توافقي على لتخييط الجرح,أمراض نسائية,C,,,3,3,-42.384494,1,7,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0663541,663541,عمري ٤٥ اشعر بألم واتفاخ بسيط اعلى منطقة الثدي بناحية الابط الايمن ما احتمالات سبب الألم و قبل ستة أشهر ركبت لولب هرموني بسبب غزارة الدورة ولكن لم تتوقف الدورة...,"اختى الفاضله
انصحك بالفحص لمعرفة ماهو هذا الانتفاخ وعمل تحاليل هرمونات",أمراض نسائية,B,,3,,3,-18.650813,1,8,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0427991,427991,انا شاب 21 سنة اشعر بألم شديد و مفاجئ و غير محتمل في الخصيتين ولا يزول الألم الا عند ممارستي العادة السرية اريد ان اعلم سبب الالم و لماذا لا...,لأن العادة تريح نفسياً وجسدياً، ولكنها ليست الحل الوحيد، بل هذ العادة التي تعودت عليها، ويعليك تقليلها أو وقفها وإشغال نفسك بهوايات جديدة مثل الرياضة والمطالعة وغيرها.,الصحة الجنسية,A,3,,,3,-16.83761,1,9,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0213929,213929,السلام عليكم أعاني من الم شديد في كتفي وعندما ذهبت الى الطبيب قال انه التهاب في المفصل والعلاج الوحيد هو ترك الكتف في راحة ولكن لااستطيع لانني ربة البيت ،هل...,للاسف لابد من الراحة ورفع الذراع في حامل ذراع بمثبت للكتف مع العلاج الدوائي,أمراض العضلات والعظام و المفاصل,C,,,4,4,-40.575185,1,10,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0181731,181731,دائما بعد ذهاب الدورة إلى غاية يوم التبويض يأتيني ألم في المهبل عند السعال أو العطاس و قبض عضلات المهبل ثم يزول الألم بعد يوم التبويض لماذا,هذا طبيعي,أمراض نسائية,B,,4,,4,-18.338829,1,11,,,
partial_only_fts_v1,evalv1_049,تمزق وتر الكتف بسبب bodybuilding ذهبت لدكتور أعطاني 45ي راحة وبعدها ولم أشفى ثم حقن لي حقنة كتفي و طلب مني العودة لتمرين و الأن أحيانا بعد التمرين أحس الام...,causes_safety,cause_request,all_three_variants,,fts_variant_C_full_query,الالم المستمر,ahdqa_0575765,575765,السلام عليكم ،،انا صار 4 سنوات متزوجة وليس لدي اطفال لماذا عند الجماع اتألم كثيراً من اول ماتزوجت ولح د الان ماهو سبب هذا الالم,قد يكون هناك آفة خلقية تشريحية أو آفة التهابية فطرية أو جرثومية، ولا بد من التشخيص الدقيق ، راجعي اختصاصي/ة نساذية.,الصحة الجنسية,A,4,,,4,-16.74469,1,12,,,
partial_only_fts_v1,evalv1_053,مالفرق بين فحص VIT D Total وفحص 25 hydroxy vitamin D3حيث بلغ الأول لدي(9)ng/ml بينماالثاني (4)ng/ml مع انهما في يوم واحد غير انهما في مختبرين مغايرين,tests_diagnosis,test_request,all_three_variants,,fts_variant_C_full_query,,ahdqa_0104306,104306,"انا متزوجة من ثلاث شهور دورتي الشهر الماضي كانت
25/8 انا دورتي خمس ايام اكثر شي يوم الاباضة كان يوم6/9 وموعد دورتي يوم 20/9 عملت تحليل منزلي اليوم الحمل النتيجة...",الأدق بعمل فحص دم الرقمي,أمراض نسائية,B,,1,,1,-30.716962,1,1,0,wrong intent,
