query_id,query,claim_id,claim_rank,claim_ar,answer_ar,citations,source_qa_ids,used_relations,support_status_hint,extraction_source
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,trial_query_097_claim_01,1,ضرس العقل قد يسبب آلامًا بدرجات متفاوتة تتطلب خلعه,في حالة انتفاخ ضرس العقل المسبب لآلام واحمرار الفك السفلي، يُنصح بمراجعة طبيب أو أخصائي جراحة الوجه والفكين [E1] [E2]. ضرس العقل قد يسبب آلامًا بدرجات متفاوتة تتطلب عادةً خلعه [E1] [E3]. لا توجد أدلة كافية حول معالجة الانتفاخ مباشرةً دون مراجعة طبية [E5].,"[""E1"", ""E3""]","[""ahd5k_04356"", ""ahd5k_04356""]","[""ضرس العقل --HAS_SYMPTOM--> الام"", ""الام --TREATED_BY--> المراجعة الطبية"", ""ضرس العقل --TREATED_BY--> المراجعة الطبية""]",supported,structured_llm_claims
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,trial_query_097_claim_02,2,المراجعة الطبية (طبيب أو أخصائي جراحة الوجه والفكين) هي المعالجة الموصى بها,في حالة انتفاخ ضرس العقل المسبب لآلام واحمرار الفك السفلي، يُنصح بمراجعة طبيب أو أخصائي جراحة الوجه والفكين [E1] [E2]. ضرس العقل قد يسبب آلامًا بدرجات متفاوتة تتطلب عادةً خلعه [E1] [E3]. لا توجد أدلة كافية حول معالجة الانتفاخ مباشرةً دون مراجعة طبية [E5].,"[""E2"", ""E4""]","[""ahd5k_04356"", ""ahd5k_04356""]","[""ضرس العقل --HAS_SYMPTOM--> الام"", ""الام --TREATED_BY--> المراجعة الطبية"", ""ضرس العقل --TREATED_BY--> المراجعة الطبية""]",supported,structured_llm_claims
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,trial_query_098_claim_01,1,العمليات الجراحية مثل تبديل الصمام الأبهري يمكن أن تُجرى بسلام إذا تم التحكم في مرض السكري وارتفاع ضغط الدم بشكل جيد,في حالات انسداد الصمام الأبهري بنسبة 40-60% مع وجود مرض السكري وارتفاع ضغط الدم، يمكن إجراء عملية قلب مفتوح وتبديل الصمام الأبهري إذا تم التحكم في الأمراض المصاحبة بشكل جيد قبل وأثناء وبعد الجراحة [E1]. يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد أفضل خطة علاجية بناءً على نتائج الفحوصات والوظائف الأخرى للأعضاء [E2].,"[""E1"", ""E3""]","[""ahd5k_01294"", ""ahd5k_04912""]","[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري""]",supported,structured_llm_claims
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,trial_query_098_claim_02,2,يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد النسبة المئوية للضعف في عضلة القلب ووظائف الأعضاء الأخرى,في حالات انسداد الصمام الأبهري بنسبة 40-60% مع وجود مرض السكري وارتفاع ضغط الدم، يمكن إجراء عملية قلب مفتوح وتبديل الصمام الأبهري إذا تم التحكم في الأمراض المصاحبة بشكل جيد قبل وأثناء وبعد الجراحة [E1]. يُنصح بتقييم الحالة بواسطة فريق طبي متخصص لتحديد أفضل خطة علاجية بناءً على نتائج الفحوصات والوظائف الأخرى للأعضاء [E2].,"[""E2"", ""E4""]","[""ahd5k_04912""]","[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري""]",supported,structured_llm_claims
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,trial_query_099_claim_01,1,يُنصح بإجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده,الافضل زيارة الطبيب لاجراء أشعة لتحديد مكان الدبوس والتأكد من وجوده [E3][E6]. قد يساعد هذا في الكشف عن أي إصابات مترتبة عليه.,"[""E3"", ""E6""]","[""ahd5k_01295"", ""ahd5k_01295""]","[""دبوس --DIAGNOSED_BY--> أشعة"", ""أشعة --DIAGNOSES--> دبوس""]",supported,structured_llm_claims
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,trial_query_100_claim_02,2,يُنصح بالاستعانة بمتخصص طبي لفحص الجلد والتحري عن الأسباب المحتملة للبقع,لا توجد أدلة كافية في السياق المقدم لتقييم العلاقة بين البقع البنية على الوجه وفقر الدم أو جراحة الحصوات المرارية. يُنصح بالاستعانة بمتخصص طبي لفحص الجلد والتحري عن الأسباب المحتملة للبقع.,[],[],[],,sentence_fallback
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,trial_query_101_claim_01,1,البردقوش يُستخدم لتنظيم الدورة الشهرية,البردقوش هو عشب يُستخدم لتنظيم الدورة الشهرية [E1]. لا توجد أدلة كافية حول توفره في اليمن أو تأثيره على عدد الحيوانات المنوية.,"[""E1""]","[""ahd5k_04015""]","[""الدورة الشهرية --TREATED_BY--> البردقوش""]",supported,structured_llm_claims
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,trial_query_101_claim_02,2,لا توجد أدلة حول تأثير البردقوش على عدد الحيوانات المنوية,البردقوش هو عشب يُستخدم لتنظيم الدورة الشهرية [E1]. لا توجد أدلة كافية حول توفره في اليمن أو تأثيره على عدد الحيوانات المنوية.,[],[],"[""الدورة الشهرية --TREATED_BY--> البردقوش""]",insufficient,structured_llm_claims
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,trial_query_102_claim_01,1,الأعراض مثل ضيق التنفس وتعب الكتف قد تكون مرتبطة بالتهاب الجيوب الأنفية أو الحساسية,الأعراض المذكورة (حموضة، صعوبة تنفس، صعوبة بلع، ألم في الجانب الأيسر من الصدر، تعب الكتف الأيسر بعد المجهود) لا تُربط مباشرة بعلاقة موثقة في البيانات المُسترجعة. لا توجد أدلة كافية لتحديد ما إذا كان ذلك مرتبطًا بالقلب أو حموضة عادية. يُنصح باستشارة طبيب لفحص دقيق.,"[""E1"", ""E2"", ""E3"", ""E4""]","[""ahd5k_03872""]","[""التهاب --HAS_SYMPTOM--> تعب"", ""تعب --SYMPTOM_OF--> التهاب"", ""التهاب --HAS_SYMPTOM--> ضيق تنفس"", ""ضيق تنفس --SYMPTOM_OF--> التهاب"", ""الكتف --TREATED_BY--> البروفين""]",supported,structured_llm_claims
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,trial_query_102_claim_02,2,الكتف المتعب قد يُعالج بالبروفين، لكن العلاقة غير موثقة بدرجة كافية,الأعراض المذكورة (حموضة، صعوبة تنفس، صعوبة بلع، ألم في الجانب الأيسر من الصدر، تعب الكتف الأيسر بعد المجهود) لا تُربط مباشرة بعلاقة موثقة في البيانات المُسترجعة. لا توجد أدلة كافية لتحديد ما إذا كان ذلك مرتبطًا بالقلب أو حموضة عادية. يُنصح باستشارة طبيب لفحص دقيق.,"[""E5""]","[""ahd5k_00486""]","[""التهاب --HAS_SYMPTOM--> تعب"", ""تعب --SYMPTOM_OF--> التهاب"", ""التهاب --HAS_SYMPTOM--> ضيق تنفس"", ""ضيق تنفس --SYMPTOM_OF--> التهاب"", ""الكتف --TREATED_BY--> البروفين""]",insufficient,structured_llm_claims
trial_query_103,ما هو ابسط علاج لمرض السكر بدون كيماويات؟,trial_query_103_claim_01,1,الدليل المتاح لا يحتوي على معلومات حول علاج مرض السكر بدون كيماويات,الدليل المتاح لا يحتوي على معلومات حول علاج مرض السكر بدون كيماويات. يُنصح بالاستعانة بخبير طبي لتحديد خطة علاج مناسبة بناءً على الحالة السريرية [E1-E5].,[],[],"[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري"", ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""]",,sentence_fallback
trial_query_103,ما هو ابسط علاج لمرض السكر بدون كيماويات؟,trial_query_103_claim_02,2,يُنصح بالاستعانة بخبير طبي لتحديد خطة علاج مناسبة بناءً على الحالة السريرية [E1-E5],الدليل المتاح لا يحتوي على معلومات حول علاج مرض السكر بدون كيماويات. يُنصح بالاستعانة بخبير طبي لتحديد خطة علاج مناسبة بناءً على الحالة السريرية [E1-E5].,[],[],"[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""ضغط الدم --SYMPTOM_OF--> مرض السكري"", ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""]",,sentence_fallback
trial_query_107,"انا عندى 16 سنة وعندي ارتخاء بالصمام الميترالى والاعراض اللى عندي دوخة لما أقف و بتعب من أقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلى اندرال 20 جم بس مش...",trial_query_107_claim_01,1,الدوخة والتعب قد تكون مرتبطة بارتفاع ضغط الدم حسب الأدلة المتوفرة,الدواء الموصى به (اندرال) قد لا يعالج الأعراض المذكورة بشكل كافٍ. يُنصح بمتابعة الطبيب لتعديل العلاج أو استبعاد أسباب أخرى [E4] [E5]. هذا ليس بديلاً عن استشارة طبية مباشرة.,"[""E4"", ""E5""]","[""ahd5k_04701"", ""ahd5k_04701""]","[""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة"", ""دوخة --SYMPTOM_OF--> ارتفاع ضغط الدم""]",supported,structured_llm_claims
trial_query_107,"انا عندى 16 سنة وعندي ارتخاء بالصمام الميترالى والاعراض اللى عندي دوخة لما أقف و بتعب من أقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلى اندرال 20 جم بس مش...",trial_query_107_claim_02,2,لا توجد أدلة مباشرة تربط ارتخاء الصمام الميترالي بالدوخة والتعب المذكورين,الدواء الموصى به (اندرال) قد لا يعالج الأعراض المذكورة بشكل كافٍ. يُنصح بمتابعة الطبيب لتعديل العلاج أو استبعاد أسباب أخرى [E4] [E5]. هذا ليس بديلاً عن استشارة طبية مباشرة.,[],[],"[""ارتفاع ضغط الدم --HAS_SYMPTOM--> دوخة"", ""دوخة --SYMPTOM_OF--> ارتفاع ضغط الدم""]",insufficient,structured_llm_claims
trial_query_108,هل هناك اسباب للحساسية من الباراسيتمول وما الاغذية التى امتنع عنها وما هى الاغذية التى ااكلها,trial_query_108_claim_01,1,الحساسية قد تسبب سعالاً وبلغمًا وضيق تنفس [E1][E3][E4],لا توجد أدلة كافية في السياق المقدم لتحديد أسباب الحساسية من الباراسيتامول أو توصيات غذائية محددة لتجنبها أو تناولها. يُنصح بمراجعة طبيب الحساسية لتحديد التشخيص النهائي ووضع خطة علاج مناسبة [E1].,"[""E1"", ""E3"", ""E4""]","[""ahd5k_00970"", ""ahd5k_00683"", ""ahd5k_00010""]","[""حساسية --HAS_SYMPTOM--> سعال"", ""حساسية --HAS_SYMPTOM--> ضيق تنفس"", ""حساسية --HAS_SYMPTOM--> بلغم""]",supported,structured_llm_claims
trial_query_109,كان لدي ارتفاع بسيط في الصفائح ٤٦١ وعندما ولدت بعد ٥٠ يوم التحليل طلع ٦٧٩ واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,trial_query_109_claim_01,1,الصور الشعاعية قد تُطلب لفحص الصداع,لا توجد أدلة كافية في السياق المقدم لتفسير ارتفاع الصفائح الدموية أو العلاقة بينها وبين الشكوى من عدم اكتمال النفس أو التهاب الصدر. الأدلة المتاحة تركز على استخدام الصور الشعاعية لفحص الصداع أو معالجة الصدمة الكهربائية/الحروق بواسطة الطبيب [E1-E4]. يُنصح بمراجعة الطبيب المختص للحصول على تقييم دقيق.,"[""E1"", ""E2""]","[""ahd5k_01058"", ""ahd5k_01058""]","[""صداع --INVESTIGATED_BY--> الصور الشعاعية"", ""الصور الشعاعية --INVESTIGATES--> صداع"", ""الصدمة الكهربائية --TREATED_BY--> الطبيب"", ""الحروق --TREATED_BY--> الطبيب""]",supported,structured_llm_claims
trial_query_109,كان لدي ارتفاع بسيط في الصفائح ٤٦١ وعندما ولدت بعد ٥٠ يوم التحليل طلع ٦٧٩ واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,trial_query_109_claim_02,2,الطبيب يعالج الصدمة الكهربائية والحروق,لا توجد أدلة كافية في السياق المقدم لتفسير ارتفاع الصفائح الدموية أو العلاقة بينها وبين الشكوى من عدم اكتمال النفس أو التهاب الصدر. الأدلة المتاحة تركز على استخدام الصور الشعاعية لفحص الصداع أو معالجة الصدمة الكهربائية/الحروق بواسطة الطبيب [E1-E4]. يُنصح بمراجعة الطبيب المختص للحصول على تقييم دقيق.,"[""E3"", ""E4""]","[""ahd5k_04866"", ""ahd5k_04866""]","[""صداع --INVESTIGATED_BY--> الصور الشعاعية"", ""الصور الشعاعية --INVESTIGATES--> صداع"", ""الصدمة الكهربائية --TREATED_BY--> الطبيب"", ""الحروق --TREATED_BY--> الطبيب""]",supported,structured_llm_claims
trial_query_110,عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة?,trial_query_110_claim_01,1,يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي,بالنظر إلى الأدلة المتوفرة، يُنصح بمراجعة أخصائية نسائية لإجراء فحص سريري لتقييم حالة نقص حجم الثدي [E2][E3]. لا توجد أدلة كافية حول علاجات غير جراحية محددة لتكبير الثدي في هذا السياق.,"[""E2"", ""E3""]","[""ahd5k_02702"", ""ahd5k_02702""]","[""نقص بحجم الثدي --TREATED_BY--> مراجعة اخصائية النسائية"", ""نقص بحجم الثدي --DIAGNOSED_BY--> فحص سريري""]",supported,structured_llm_claims
trial_query_112,يشعر والدي بألم في منطقة الصدر علما ان والدي مصاب بجلطة قلبية ودماغية اليوم قد تناول بيزا وكانت دسمة،،،،،هل هذا الم قلب ام الام معدة,trial_query_112_claim_01,1,الجلطة القلبية والدماغية ليست مرتبطتين مباشرة بأعراض الألم المذكورة في السياق المقدم.,لا توجد أدلة كافية في السياق المقدم لتقييم ما إذا كان الألم الذي يشعر به والدك ناتجًا عن جلطة قلبية أو مشكلة معدة. يُنصح بالاستعانة بطبيب على الفور لإجراء تقييم طبي شامل.,[],[],"[""ضرس العقل --HAS_SYMPTOM--> الام"", ""الام --SYMPTOM_OF--> ضرس العقل"", ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم"", ""الالم --SYMPTOM_OF--> ارتياف دعب \\u0627لديم""]",insufficient,structured_llm_claims
trial_query_112,يشعر والدي بألم في منطقة الصدر علما ان والدي مصاب بجلطة قلبية ودماغية اليوم قد تناول بيزا وكانت دسمة،،،،،هل هذا الم قلب ام الام معدة,trial_query_112_claim_02,2,تناول وجبة دسمة قد يسبب اضطرابًا هضميًا، لكن هذا غير مذكور في الأدلة المقدمة.,لا توجد أدلة كافية في السياق المقدم لتقييم ما إذا كان الألم الذي يشعر به والدك ناتجًا عن جلطة قلبية أو مشكلة معدة. يُنصح بالاستعانة بطبيب على الفور لإجراء تقييم طبي شامل.,[],[],"[""ضرس العقل --HAS_SYMPTOM--> الام"", ""الام --SYMPTOM_OF--> ضرس العقل"", ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم"", ""الالم --SYMPTOM_OF--> ارتياف دعب \\u0627لديم""]",insufficient,structured_llm_claims
trial_query_113,هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,trial_query_113_claim_01,1,يجب إيقاف بريمولوت ن أثناء الحمل بسبب احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين.,وفقًا لل أدلة المتوفرة، إذا كانت المريضة حاملة وتستخدم بريمولوت ن (Primolut N)، فيجب إيقافه فورًا، حيث تشير الدراسات إلى احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين [E1]. ومع ذلك، لا توجد أدلة مباشرة في السياق المقدم حول تأثير ميزوتاك (Mezotac) على الجنين، مما يشير إلى أن المعلومات محدودة. يُنصح بمراجعة طبيب مختص لتقييم المخاطر بدقة.,"[""E1""]","[""ahd5k_00439""]","[""بريمولوت ن --REQUIRES_MEDICAL_SUPERVISION_FOR--> إيقاف الدواء ومراجعة الطبيب أثناء الحمل""]",supported,structured_llm_claims
trial_query_115,قمت بعمل اشعة بالصبغة على الاورطى والشرايين الطرفية وجت انتفاخ بالوجه ووجع بالجسم ارجو الافادة,trial_query_115_claim_01,1,أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ والوجع,أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ بالوجه والوجع بالجسم [E1][E2][E3][E4]. يُنصح بتوضيح نتائج الفحص الشعاعي المكتوبة لتحديد التشخيص الدقيق [E1][E2].,"[""E1"", ""E2"", ""E3"", ""E4""]","[""ahd5k_01537""]","[""وجع --INVESTIGATED_BY--> اشعة"", ""انتفاخ --INVESTIGATED_BY--> اشعة"", ""اشعة --INVESTIGATES--> وجع"", ""اشعة --INVESTIGATES--> انتفاخ""]",supported,structured_llm_claims
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,trial_query_118_claim_01,1,علاج حمى باطن القدم واليد يشمل مضادات حيوية مثل البنسيلين والسيبروفلوكساسين,البيانات المتوفرة تشير إلى أن حمى باطن القدم واليد قد ترتبط بمضاعفات عضة الجرذ أو الجرذون، وعلاجها يشمل مضادات حيوية مثل البنسيلين والسيبروفلوكساسين بعد استشارة الطبيب [E1]. لا توجد أدلة كافية حول الفحوصات المخبرية المحددة لتأكيد سبب المرض في السياق الحالي.,"[""E1""]","[""ahd5k_01255""]","[""حمى عضة الجرذ --HAS_SYMPTOM--> حمى"", ""حمى --SYMPTOM_OF--> حمى عضة الجرذ""]",supported,structured_llm_claims
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,trial_query_118_claim_02,2,الحمى قد تكون نتيجة عضة الجرذ أو الجرذون، لكن لم تُذكر الفحوصات المحددة لتأكيد السبب,البيانات المتوفرة تشير إلى أن حمى باطن القدم واليد قد ترتبط بمضاعفات عضة الجرذ أو الجرذون، وعلاجها يشمل مضادات حيوية مثل البنسيلين والسيبروفلوكساسين بعد استشارة الطبيب [E1]. لا توجد أدلة كافية حول الفحوصات المخبرية المحددة لتأكيد سبب المرض في السياق الحالي.,"[""E1"", ""E4""]","[""ahd5k_01255""]","[""حمى عضة الجرذ --HAS_SYMPTOM--> حمى"", ""حمى --SYMPTOM_OF--> حمى عضة الجرذ""]",insufficient,structured_llm_claims
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,trial_query_119_claim_01,1,مرض السكري مرتبط بارتفاع ضغط الدم,العلاقة بين مستوى السكر المرتفع (200) وزغللة العين غير مذكورة في الأدلة المتوفرة. الأدلة الحالية تربط مرض السكري بارتفاع ضغط الدم [E1] وتشخيصه عبر تحاليل مخبرية [E3]، لكنها لا تشير إلى مضاعفات عينية مباشرة. يُنصح باستشارة طبيب مختص لتقييم الحالة العينية والسكري بشكل منفصل.,"[""E1"", ""E2""]","[""ahd5k_01294"", ""ahd5k_04912""]","[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""]",supported,structured_llm_claims
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,trial_query_119_claim_02,2,يمكن تشخيص مرض السكري عبر تحاليل مخبرية,العلاقة بين مستوى السكر المرتفع (200) وزغللة العين غير مذكورة في الأدلة المتوفرة. الأدلة الحالية تربط مرض السكري بارتفاع ضغط الدم [E1] وتشخيصه عبر تحاليل مخبرية [E3]، لكنها لا تشير إلى مضاعفات عينية مباشرة. يُنصح باستشارة طبيب مختص لتقييم الحالة العينية والسكري بشكل منفصل.,"[""E3"", ""E5""]","[""ahd5k_01551""]","[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""]",supported,structured_llm_claims
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,trial_query_120_claim_01,1,الجلوكوز هو المصدر الأساسي للطاقة في الخلية,الجلوكوز هو المصدر الأساسي للطاقة في الخلية [E1]، والفركتوز مكون في جدار الخلايا [E1]، والجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز [E1]. خلل في تمثيل أي من هذه السكريات يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى [E1]، مع ملاحظة أن العلاقة بين التهابات ووظائف الكبد محدودة [E2].,"[""E1""]","[""ahd5k_01578""]","[""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد"", ""اختلال وظائف الكبد --SYMPTOM_OF--> التهاب""]",supported,structured_llm_claims
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,trial_query_120_claim_02,2,الفركتوز مكون في جدار الخلايا,الجلوكوز هو المصدر الأساسي للطاقة في الخلية [E1]، والفركتوز مكون في جدار الخلايا [E1]، والجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز [E1]. خلل في تمثيل أي من هذه السكريات يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى [E1]، مع ملاحظة أن العلاقة بين التهابات ووظائف الكبد محدودة [E2].,"[""E1""]","[""ahd5k_01578""]","[""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد"", ""اختلال وظائف الكبد --SYMPTOM_OF--> التهاب""]",supported,structured_llm_claims
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,trial_query_120_claim_03,3,الجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز,الجلوكوز هو المصدر الأساسي للطاقة في الخلية [E1]، والفركتوز مكون في جدار الخلايا [E1]، والجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز [E1]. خلل في تمثيل أي من هذه السكريات يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى [E1]، مع ملاحظة أن العلاقة بين التهابات ووظائف الكبد محدودة [E2].,"[""E1""]","[""ahd5k_01578""]","[""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد"", ""اختلال وظائف الكبد --SYMPTOM_OF--> التهاب""]",supported,structured_llm_claims
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,trial_query_120_claim_04,4,خلل في تمثيل الجلوكوز أو الفركتوز أو الجلاكتوز يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى,الجلوكوز هو المصدر الأساسي للطاقة في الخلية [E1]، والفركتوز مكون في جدار الخلايا [E1]، والجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز [E1]. خلل في تمثيل أي من هذه السكريات يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى [E1]، مع ملاحظة أن العلاقة بين التهابات ووظائف الكبد محدودة [E2].,"[""E1""]","[""ahd5k_01578""]","[""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد"", ""اختلال وظائف الكبد --SYMPTOM_OF--> التهاب""]",supported,structured_llm_claims
trial_query_121,متى يلجأ الدكتور الي نزع عَصّب السن او الضرس,trial_query_121_claim_02,2,المعلومات المتاحة تركز على علاقات غير مباشرة مثل تأثير التخدير الموضعي على الغمزة أو مخاطر الحساسية بعد برد الأسنان، دون ذكر شروط أو أوقات محددة لعملية النزع,لا توجد أدلة كافية في السياق المقدم لتوضيح متى يلجأ الدكتور إلى نزع عَصّب السن أو الضرس. المعلومات المتاحة تركز على علاقات غير مباشرة مثل تأثير التخدير الموضعي على الغمزة أو مخاطر الحساسية بعد برد الأسنان، دون ذكر شروط أو أوقات محددة لعملية النزع.,[],[],"[""حشو الأسنان --NOT_ASSOCIATED_WITH--> غمازة الوجه"", ""تخدير موضعي قوي --MAY_TEMPORARILY_AFFECT--> غمازة الوجه"", ""برد الأسنان --HAS_RISK--> حساسية الأسنان"", ""برد الأسنان --PROCEDURE_DURATION--> جلسة واحدة أو جلستان""]",,sentence_fallback
trial_query_123,لسلام عليكم ممكن تساعدوني ابني عملتله تطعيم سنة ونص اليوم هو يعاني من ارتفاع الحرارة ومايقدر يحرك رجلو وحتى يوقف وهو كتير البكاء كيف اتعامل معاه كيف اخفف من الم...,trial_query_123_claim_01,1,استخدام خافض حرارة ومسكن للآلام بعد التطعيم يُخفف الأعراض,من الطبيعي أن يصاحب التطعيم ارتفاع حرارة والم في مكان الحقن، والمفروض أن تزول هذه الأعراض خلال 48 ساعة. يُنصح باستخدام خافض حرارة ومسكن للآلام [E1]. إذا استمرت الأعراض أو ساءت، يُفضل استشارة طبيب مختص.,"[""E1"", ""E3""]","[""ahd5k_01611"", ""ahd5k_01611""]","[""حمى --TREATED_BY--> خافض حراره"", ""خافض حراره --TREATS--> حمى""]",supported,structured_llm_claims
trial_query_124,هل زيت نبات الميرمية له آثار جانبية عند تناوله بشكل 3 كبسولات قبل الطعام للتخلص من افراز البرولاكتين المفرز والناتج عن ورم حميد في الغدة النخامية . .,trial_query_124_claim_01,1,الميرمية قد تُستخدم لتنظيم الدورة الشهرية ولكنها لا تُغني عن العلاج الطبي الأساسي,لا توجد أدلة كافية في السياق المقدم لتقييم آثار زيت نبات الميرمية على افراز البرولاكتين أو الورم الحميد في الغدة النخامية. يُنصح باستشارة طبيب مختص قبل تجربة أي علاج نباتي.,"[""E1"", ""E2""]","[""ahd5k_04015"", ""ahd5k_04015""]","[""الدورة الشهرية --TREATED_BY--> الميرمية"", ""الميرمية --TREATS--> الدورة الشهرية""]",supported,structured_llm_claims
