query_id,query,query_group,reference_answer,gold_entity_ids,gold_evidence_ids,gold_qa_ids,gold_relation_ids,answerable_from_final_graph,annotation_status,annotator_id,adjudicator_id,annotation_notes
evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,"عدم انتظام الدوره الشهريه لديك يمكن ان يكون نتيجه لوجود تكيس على المبايض، وهو عباره عن اضطراب بعمليه الإباضة الطبيعية بسبب خلل هرموني في الجسم وهو يكون أحيانا متلازما مع عدة أعراض تظهر معا على المريضة مثل اضطرابات الدورة الشهرية (عادة\"" تكون ادوره الشهريه متباعده) اوازدياد وزن الجسم او ظهور الشعر الخشن في مناطق مختلفة من جسم المرأة. لذا انصحك بمراجعه طبيبك النسائيه لاجراء الفحوصات الهرموتيه الازمه مثل(اف،اس،اتش +ال،اتش+تستسترون+) وكذلك فحص لهرمون الحليب وايضا\"" فحص بجهاز الموجات الفوق صوتيه للمبايض لتشخيص حالتك ومن ثم العلاج حسب التشخيص",ent_merge_000126|ent_merge_000852|ent_merge_000564|ent_merge_000036|ent_merge_002226|ent_merge_002089|ent_merge_000912,men_merge_0005887|men_merge_0002942|men_merge_0002944|men_merge_0002890|men_merge_0002735,ahd10k_09336|ahd10k_03615|ahd10k_06195|ahd5k_02387|ahd10k_02135,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02192; source_row_number=801465; source_category=هرمونات; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,يوجد غطاء خاص يغطى فيه مؤقت للمحافظه على حراره الجسم و الحمايه من الصدمه نقص الحجم \ الالم التى تصاحب الحروق الكبيره من مساحة الجسم,ent_merge_001870|ent_merge_001723|ent_merge_000765,men_merge_0005306|men_merge_0005308,ahd5k_03823|ahd5k_03636,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00737; source_row_number=547474; source_category=إسعاف أولي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,"النتائج المخبرية غير واضحة ولكن اذا كانت الدهون الثلاثية ( الترايغليسيريد ) مرتفعة فننصح بممارسة التمارين الرياضية بشكل منتظم , خسارة 5 - 10 % من الوزن وتحت اشراف الطبيب وتجنب مصادر الدهون المُشبعة . ننصح باستشارة الطبيب حول العلاج الملائم لفقر الدم ( الأنيميا ) .",ent_merge_000793|ent_merge_000735|ent_merge_001191|ent_merge_000047|ent_merge_000446,men_merge_0005600|men_merge_0002868|men_merge_0002000|men_merge_0002078|men_merge_0004187|men_merge_0002866,ahd10k_03104|ahd5k_03872|ahd5k_01479|ahd10k_00391|ahd10k_02406,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01232; source_row_number=736691; source_category=مختبر; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_029,لماذا يوجد الجلوكوز في اللمف رغم انه ينتقل عبرالطريق الدموي؟,causes_safety,اللمف سائل شفاف يدخل الأوعية اللمفية من الأنسجة المحيطة خارج الخلايا وخارج الأوعية.تركيبه يعتمد على مكانه، مثلاً فإن اللمف الموجود في الكبد يحتوي على كمية أكبر من البروتين من ذلك القادم من الأطراف،راجع لمف في القاموس.,ent_merge_000938|ent_merge_001750|ent_merge_000049,men_merge_0004369|men_merge_0004370|men_merge_0000647|men_merge_0004306,ahd5k_00291|ahd10k_06143|ahd5k_01578,rel_seed_8ce665b3cee16d87|rel_seed_ca187ee27df2e606,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01628; source_row_number=794308; source_category=علم الأحياء الدقيقة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,ent_merge_001196|ent_merge_002226|ent_merge_000018|ent_merge_001355,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02635; source_row_number=455593; source_category=جراحة الفك والأسنان; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,ent_merge_000846|ent_merge_000847|ent_merge_000129|ent_merge_000371|ent_merge_002226|ent_merge_000135,men_merge_0001072|men_merge_0001073|men_merge_0001058|men_merge_0001061|men_merge_0001068|men_merge_0001069|men_merge_0003081|men_merge_0003084|men_merge_0003404|men_merge_0003408,ahd10k_03921|ahd10k_01288|ahd10k_08138|ahd10k_06854|ahd10k_05623,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00332; source_row_number=245660; source_category=أمراض الجهاز التنفسي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_032,ما هو المطهر الطبيعى الأمن الذى لا يؤثر على مناعة الإنسان أو الأطفال على المدى الطويل؟,symptoms,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,ent_merge_000180,men_merge_0000950,ahd10k_06318,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01923; source_row_number=798612; source_category=علم المناعة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_033,عندي ضيق نفس تخطيط وايكو وفحص جخد القلب سليم ووظائف الرئه والدم كلها سليمه مالسبب اتعب كثيرا من اقل مجهود لايوجد وزن زائد,tests_diagnosis,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,ent_merge_000576|ent_merge_000847|ent_merge_000135|ent_merge_000985|ent_merge_000963|ent_merge_001144|ent_merge_000891|ent_merge_001011|ent_merge_001018,men_merge_0000523|men_merge_0001073|men_merge_0003408|men_merge_0004670|men_merge_0004665,ahd10k_03921|ahd10k_08138|ahd10k_09755|ahd5k_00010|ahd5k_03671,rel_seed_bd780eedd9f7201b|rel_seed_f7c1fcfb72c5c567,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01560; source_row_number=582122; source_category=الطب العام; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_034,عانيت لمره واحدة لحالة تشنج اثناءالنوم وصرف لي الطبيب اقراص Tegretol لا اعلم هل استمر عليها او لا! خصوصا بانها تسبب لي النعاس والدوار والالام بالجسمم ؟,causes_safety,بالتاكيد تحتاجين للاستمرار عليه لمدة عامين مع المتابعة برسم المخ وقياس نسبة الدواء بالدم مع المتابعة مع الزميل استشارى المخ والاعصاب فى بلدك لضبط الجرعات العلاجية مع عمل رسم مخ كل3شهور,ent_merge_000615|ent_merge_000648|ent_merge_000687|ent_merge_000801|ent_merge_000617|ent_merge_000691|ent_merge_000730,men_merge_0003476|men_merge_0003481|men_merge_0004165|men_merge_0000674|men_merge_0000675|men_merge_0001918|men_merge_0001890,ahd10k_01671|ahd10k_02488|ahd10k_00624|ahd10k_06613|ahd10k_07662,rel_seed_3c13044cbbc141ce|rel_seed_1bdb19e44c7c18ca|rel_seed_30222f8de1007ba4|rel_seed_3508f21623db067d|rel_seed_40a6421e6ed3d9a0|rel_seed_76d4e1c51526ce7b|rel_seed_77a665dceec45f16|rel_seed_7db39615f8ae58c4|rel_seed_b15bfabf0e8244a1|rel_seed_f71781114712925a,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03262; source_row_number=694194; source_category=الأمراض العصبية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_035,انا فتاة مغربية نظري ضعيف جدا _20 وهو وراثي قال لي الطبيب يستحيل ان يعود بصري حتى بارتداء النظارة لن ارى جيدا,general_medical,بسم الله لازم تعرفي اسم المرض وتعملي فحوصات متكامله وبعدها نقرر اذا كان من الممكن علاج,ent_merge_000967|ent_merge_001051|ent_merge_001061,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01210; source_row_number=708270; source_category=بصريات; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_036,زوجة تبلغ 31 وتعاني مِم صداع شديد بالرأس وصف لها الطبيب المعالج دواء relpax وتستعمله بشكل يومي . هل هذا الاستعمال اليومي له تأثير على صحتها على طول المدة وشكرا,treatment,الدواء ينتمى لمجموعةEletriptanلعلاج الصداع النصفى واعراضه الجانبية بسيطة مثل الدوخة وزغللة العينين والغثيان وعدم تحمل الاضاء المبهرة او الاصوات العالية ولكن على طول فترة الاستعمال ينصح بعمل تحليل لكرات الدم البيضاء كل ثلاثة شهور,ent_merge_000830|ent_merge_001929|ent_merge_001735|ent_merge_000668|ent_merge_000859|ent_merge_000649|ent_merge_000651|ent_merge_000802|ent_merge_000815,men_merge_0003603|men_merge_0003735|men_merge_0000729|men_merge_0003267|men_merge_0004877|men_merge_0000728|men_merge_0003265|men_merge_0003736|men_merge_0003737|men_merge_0004873,ahd10k_03959|ahd5k_02662|ahd10k_06938|ahd10k_03594|ahd10k_05151,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02466; source_row_number=655916; source_category=الأمراض العصبية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_037,تناولت matador 750 لمده 15 وبعدها اصبت باسهال و تعب و نقص قلق والم فی المفاصل تغیر نضام غذائی. اجریت تحلیل البراز سلیم انا اعانی.فی.3.اشهر و نقص فی.الوزن کبیر و...,symptoms,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,ent_merge_001861|ent_merge_000600|ent_merge_000670|ent_merge_000735|ent_merge_000871|ent_merge_001257|ent_merge_001601|ent_merge_001612|ent_merge_001576|ent_merge_000611,men_merge_0005409|men_merge_0005410|men_merge_0005411|men_merge_0003556|men_merge_0004529|men_merge_0005373|men_merge_0005374|men_merge_0005375|men_merge_0005376,ahd5k_03390|ahd5k_03543|ahd5k_04958|ahd10k_05624|ahd5k_00683,rel_seed_8d21afa86717a1c9,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02330; source_row_number=206321; source_category=أمراض الجهاز الهضمي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_038,اخذت جرعتين فقط من التهاب الكبد ب في مرحلة البلوغ هل هذا كافي ؟؟بعد العدوى بكم يوم يمكن ان اعرف اني مصاب عن طريق التحاليل,tests_diagnosis,اعتقد هذا كافى لان الجرعه الثالثه بتكون بعد ٦ شهور من الجرعه الثانيه بعد حوالى ب٣ شهور و ان كان هذا شىئ غير ثابت,ent_merge_000082|ent_merge_000085|ent_merge_002053,men_merge_0000575|men_merge_0001098|men_merge_0001516|men_merge_0001487|men_merge_0002012,ahd10k_06917|ahd10k_05789|ahd10k_01668|ahd10k_06755|ahd10k_03531,rel_seed_df7d3e135a4c00df,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03647; source_row_number=508586; source_category=أمراض باطنية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,هو شكل منتشر من انخفاض ضغط الدم . ويحدث عند تغيير الوضعة، خاصة عندما يقف الشخص من وضعية جاسة، أو مستلقية. وهي حالة عابرة غالباً وتمثل تأخر في القدرة التأقلمية العادية للجَهازُ العَصَبِيُّ المُسْتَقِل ، وتشاهد في نقص حجم الدم ونتيجة لأدوية كثيرة. وبالإضافة إلى الأدوية المذكورة ، فإن الأدوية النفسية أيضاً تعمل على خفض ضغط الدم، خاصة مضادات الإكتئاب. ويؤكد هذا التشخيص بقياس ضغط الدم أثناء الوقوف وأثناء الجلوس والإستلقاء.وهو انخفاض ضغط الدم الانتصابي.,ent_merge_000648|ent_merge_000801|ent_merge_000010|ent_merge_000207|ent_merge_001603|ent_merge_001069|ent_merge_001131,men_merge_0003481|men_merge_0004943|men_merge_0003551|men_merge_0005468|men_merge_0003559|men_merge_0003884|men_merge_0003888|men_merge_0005467,ahd10k_05624|ahd10k_03289|ahd5k_01140|ahd5k_02233|ahd10k_02488,rel_seed_d4097a329baec411|rel_seed_f71781114712925a|rel_seed_0554eeafac1da17f|rel_seed_225b31298d03bc3f,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02413; source_row_number=790278; source_category=علم الأحياء; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,هذا يا عزيزي هو الطبيعي تماما يعتمد على درجة الحراره الخارجيه حاول ان تضع شيئا باردا وستلاحظ الانكماش والعكس صحيح,ent_merge_000121|ent_merge_000626|ent_merge_000696|ent_merge_001930,men_merge_0003391|men_merge_0003454|men_merge_0003897|men_merge_0004823|men_merge_0005436,ahd10k_07658|ahd5k_02131|ahd5k_01832|ahd10k_00961|ahd10k_04720,rel_seed_a9758d23b68e3dc1|rel_seed_c0c9d4de264b8f32|rel_seed_acdf81785be76241|rel_seed_bc05d86c6b97cbff|rel_seed_7819999384ff38a6|rel_seed_1091dfee3a13a369|rel_seed_4769fcc0c89e7ee0|rel_seed_638f8386b7ac830c|rel_seed_87085398e8572529|rel_seed_a2ae57a7a1f0df8e,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03908; source_row_number=787244; source_category=الأمراض الجنسية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
