query_id,mode,claim_id,claim_text,response_text,cited_evidence_ids,cited_qa_ids,human_support_label,human_citation_valid,human_medical_correctness,human_hallucination_label,harm_severity,annotator_id,annotation_timestamp_utc,adjudication_status,adjudicator_id,annotation_notes
evalv1_030,reference_answer,evalv1_030_reference_c01,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02635"
evalv1_031,reference_answer,evalv1_031_reference_c01,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_00332"
evalv1_032,reference_answer,evalv1_032_reference_c01,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01923"
evalv1_033,reference_answer,evalv1_033_reference_c01,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,هل جربت أخذ استشارة نفسية لأن بعض الضغوط النفسية يمكن ان تنعكس في صورة أعراض حسية ولابأس من استشارة طبيب نفسي حتى لمن لايعاني من أي أعراض,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01560"
evalv1_034,reference_answer,evalv1_034_reference_c01,بالتاكيد تحتاجين للاستمرار عليه لمدة عامين مع المتابعة برسم المخ وقياس نسبة الدواء بالدم مع المتابعة مع الزميل استشارى المخ والاعصاب فى بلدك لضبط الجرعات العلاجية مع عمل رسم مخ كل3شهور,بالتاكيد تحتاجين للاستمرار عليه لمدة عامين مع المتابعة برسم المخ وقياس نسبة الدواء بالدم مع المتابعة مع الزميل استشارى المخ والاعصاب فى بلدك لضبط الجرعات العلاجية مع عمل رسم مخ كل3شهور,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03262"
evalv1_035,reference_answer,evalv1_035_reference_c01,بسم الله لازم تعرفي اسم المرض وتعملي فحوصات متكامله وبعدها نقرر اذا كان من الممكن علاج,بسم الله لازم تعرفي اسم المرض وتعملي فحوصات متكامله وبعدها نقرر اذا كان من الممكن علاج,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01210"
evalv1_036,reference_answer,evalv1_036_reference_c01,الدواء ينتمى لمجموعةEletriptanلعلاج الصداع النصفى واعراضه الجانبية بسيطة مثل الدوخة وزغللة العينين والغثيان وعدم تحمل الاضاء المبهرة او الاصوات العالية ولكن على طول فترة الاستعمال ينصح بعمل تحليل لكرات الدم البيضاء كل ثلاثة شهور,الدواء ينتمى لمجموعةEletriptanلعلاج الصداع النصفى واعراضه الجانبية بسيطة مثل الدوخة وزغللة العينين والغثيان وعدم تحمل الاضاء المبهرة او الاصوات العالية ولكن على طول فترة الاستعمال ينصح بعمل تحليل لكرات الدم البيضاء كل ثلاثة شهور,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02466"
evalv1_037,reference_answer,evalv1_037_reference_c01,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة .,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02330"
evalv1_037,reference_answer,evalv1_037_reference_c02,و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها .,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02330"
evalv1_037,reference_answer,evalv1_037_reference_c03,عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك.,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02330"
evalv1_037,reference_answer,evalv1_037_reference_c04,و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل .,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02330"
evalv1_037,reference_answer,evalv1_037_reference_c05,و نقص الفيتامينات يُشعِرك بالقلق .,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02330"
evalv1_037,reference_answer,evalv1_037_reference_c06,و طبعا يحصل نقص في الوزن.,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02330"
evalv1_037,reference_answer,evalv1_037_reference_c07,يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02330"
evalv1_038,reference_answer,evalv1_038_reference_c01,اعتقد هذا كافى لان الجرعه الثالثه بتكون بعد ٦ شهور من الجرعه الثانيه بعد حوالى ب٣ شهور و ان كان هذا شىئ غير ثابت,اعتقد هذا كافى لان الجرعه الثالثه بتكون بعد ٦ شهور من الجرعه الثانيه بعد حوالى ب٣ شهور و ان كان هذا شىئ غير ثابت,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03647"
evalv1_039,reference_answer,evalv1_039_reference_c01,هو شكل منتشر من انخفاض ضغط الدم .,هو شكل منتشر من انخفاض ضغط الدم . ويحدث عند تغيير الوضعة، خاصة عندما يقف الشخص من وضعية جاسة، أو مستلقية. وهي حالة عابرة غالباً وتمثل تأخر في القدرة التأقلمية العادية للجَهازُ العَصَبِيُّ المُسْتَقِل ، وتشاهد في نقص حجم الدم ونتيجة لأدوية كثيرة. وبالإضافة إلى الأدوية المذكورة ، فإن الأدوية النفسية أيضاً تعمل على خفض ضغط الدم، خاصة مضادات الإكتئاب. ويؤكد هذا التشخيص بقياس ضغط الدم أثناء الوقوف وأثناء الجلوس والإستلقاء.وهو انخفاض ضغط الدم الانتصابي.,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02413"
evalv1_039,reference_answer,evalv1_039_reference_c02,ويحدث عند تغيير الوضعة، خاصة عندما يقف الشخص من وضعية جاسة، أو مستلقية.,هو شكل منتشر من انخفاض ضغط الدم . ويحدث عند تغيير الوضعة، خاصة عندما يقف الشخص من وضعية جاسة، أو مستلقية. وهي حالة عابرة غالباً وتمثل تأخر في القدرة التأقلمية العادية للجَهازُ العَصَبِيُّ المُسْتَقِل ، وتشاهد في نقص حجم الدم ونتيجة لأدوية كثيرة. وبالإضافة إلى الأدوية المذكورة ، فإن الأدوية النفسية أيضاً تعمل على خفض ضغط الدم، خاصة مضادات الإكتئاب. ويؤكد هذا التشخيص بقياس ضغط الدم أثناء الوقوف وأثناء الجلوس والإستلقاء.وهو انخفاض ضغط الدم الانتصابي.,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02413"
evalv1_039,reference_answer,evalv1_039_reference_c03,وهي حالة عابرة غالباً وتمثل تأخر في القدرة التأقلمية العادية للجَهازُ العَصَبِيُّ المُسْتَقِل ، وتشاهد في نقص حجم الدم ونتيجة لأدوية كثيرة.,هو شكل منتشر من انخفاض ضغط الدم . ويحدث عند تغيير الوضعة، خاصة عندما يقف الشخص من وضعية جاسة، أو مستلقية. وهي حالة عابرة غالباً وتمثل تأخر في القدرة التأقلمية العادية للجَهازُ العَصَبِيُّ المُسْتَقِل ، وتشاهد في نقص حجم الدم ونتيجة لأدوية كثيرة. وبالإضافة إلى الأدوية المذكورة ، فإن الأدوية النفسية أيضاً تعمل على خفض ضغط الدم، خاصة مضادات الإكتئاب. ويؤكد هذا التشخيص بقياس ضغط الدم أثناء الوقوف وأثناء الجلوس والإستلقاء.وهو انخفاض ضغط الدم الانتصابي.,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02413"
evalv1_039,reference_answer,evalv1_039_reference_c04,وبالإضافة إلى الأدوية المذكورة ، فإن الأدوية النفسية أيضاً تعمل على خفض ضغط الدم، خاصة مضادات الإكتئاب.,هو شكل منتشر من انخفاض ضغط الدم . ويحدث عند تغيير الوضعة، خاصة عندما يقف الشخص من وضعية جاسة، أو مستلقية. وهي حالة عابرة غالباً وتمثل تأخر في القدرة التأقلمية العادية للجَهازُ العَصَبِيُّ المُسْتَقِل ، وتشاهد في نقص حجم الدم ونتيجة لأدوية كثيرة. وبالإضافة إلى الأدوية المذكورة ، فإن الأدوية النفسية أيضاً تعمل على خفض ضغط الدم، خاصة مضادات الإكتئاب. ويؤكد هذا التشخيص بقياس ضغط الدم أثناء الوقوف وأثناء الجلوس والإستلقاء.وهو انخفاض ضغط الدم الانتصابي.,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02413"
evalv1_039,reference_answer,evalv1_039_reference_c05,ويؤكد هذا التشخيص بقياس ضغط الدم أثناء الوقوف وأثناء الجلوس والإستلقاء.,هو شكل منتشر من انخفاض ضغط الدم . ويحدث عند تغيير الوضعة، خاصة عندما يقف الشخص من وضعية جاسة، أو مستلقية. وهي حالة عابرة غالباً وتمثل تأخر في القدرة التأقلمية العادية للجَهازُ العَصَبِيُّ المُسْتَقِل ، وتشاهد في نقص حجم الدم ونتيجة لأدوية كثيرة. وبالإضافة إلى الأدوية المذكورة ، فإن الأدوية النفسية أيضاً تعمل على خفض ضغط الدم، خاصة مضادات الإكتئاب. ويؤكد هذا التشخيص بقياس ضغط الدم أثناء الوقوف وأثناء الجلوس والإستلقاء.وهو انخفاض ضغط الدم الانتصابي.,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02413"
evalv1_039,reference_answer,evalv1_039_reference_c06,وهو انخفاض ضغط الدم الانتصابي.,هو شكل منتشر من انخفاض ضغط الدم . ويحدث عند تغيير الوضعة، خاصة عندما يقف الشخص من وضعية جاسة، أو مستلقية. وهي حالة عابرة غالباً وتمثل تأخر في القدرة التأقلمية العادية للجَهازُ العَصَبِيُّ المُسْتَقِل ، وتشاهد في نقص حجم الدم ونتيجة لأدوية كثيرة. وبالإضافة إلى الأدوية المذكورة ، فإن الأدوية النفسية أيضاً تعمل على خفض ضغط الدم، خاصة مضادات الإكتئاب. ويؤكد هذا التشخيص بقياس ضغط الدم أثناء الوقوف وأثناء الجلوس والإستلقاء.وهو انخفاض ضغط الدم الانتصابي.,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_02413"
evalv1_040,reference_answer,evalv1_040_reference_c01,هذا يا عزيزي هو الطبيعي تماما يعتمد على درجة الحراره الخارجيه حاول ان تضع شيئا باردا وستلاحظ الانكماش والعكس صحيح,هذا يا عزيزي هو الطبيعي تماما يعتمد على درجة الحراره الخارجيه حاول ان تضع شيئا باردا وستلاحظ الانكماش والعكس صحيح,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_03908"
evalv1_041,reference_answer,evalv1_041_reference_c01,"ليس لها علاج ، و لكن العلاج هو علاج للالم الناتج ، تستمر تلك البقع من 7-14 يوم ثم تختفي تلقائيا، و علاج الالم هو جل يوصفه الطبيب يوضع علي تلك البقعة قبل الاكل لكي تتمكن من الاكل بدون الم ، و يمكن ان تستخدم ""الطحينة"" بدل ذلك الجيل و سوف تؤدي نفس الغرض","ليس لها علاج ، و لكن العلاج هو علاج للالم الناتج ، تستمر تلك البقع من 7-14 يوم ثم تختفي تلقائيا، و علاج الالم هو جل يوصفه الطبيب يوضع علي تلك البقعة قبل الاكل لكي تتمكن من الاكل بدون الم ، و يمكن ان تستخدم ""الطحينة"" بدل ذلك الجيل و سوف تؤدي نفس الغرض",,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_00064"
evalv1_042,reference_answer,evalv1_042_reference_c01,لا نعرف نوع أو مكان أو حجم الثقب، وكيف كانت حالة المريض، العامة قبل العملية ، وما هي الحالة الوظيفية للرئة وللقلب قبل العملية وبعدها خاصة اذا كان هناك ارتفاع في التوتر الشرياني الرئوي، وفي جميع الأحوال ينبغي إعادة الفحص وتقييم الحالة الوظيفية لما ذكر آنفاً,لا نعرف نوع أو مكان أو حجم الثقب، وكيف كانت حالة المريض، العامة قبل العملية ، وما هي الحالة الوظيفية للرئة وللقلب قبل العملية وبعدها خاصة اذا كان هناك ارتفاع في التوتر الشرياني الرئوي، وفي جميع الأحوال ينبغي إعادة الفحص وتقييم الحالة الوظيفية لما ذكر آنفاً,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_00960"
evalv1_043,reference_answer,evalv1_043_reference_c01,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد.,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01146"
evalv1_043,reference_answer,evalv1_043_reference_c02,يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد.,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01146"
evalv1_043,reference_answer,evalv1_043_reference_c03,اضطرابات خضاب الدم.,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01146"
evalv1_043,reference_answer,evalv1_043_reference_c04,مرض الثلاسيميا.,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,,,supported,not_applicable,uncertain,no,none,dataset_preannotation_v1,,provisional_dataset_annotation,,"PROVISIONAL claim candidate split from the original dataset reference answer; human must confirm atomicity, correctness, and overwrite all provisional human_* labels; source_qa_id=ahd5k_01146"
