annotation_version,query_id,query,query_group,reference_answer,primary_intent,candidate_type,candidate_rank,candidate_id,qa_id,source_quality,retrieval_channel,candidate_question,candidate_answer_or_evidence,relation_type,source_entity_name,target_entity_name,retrieval_score,answer_relevance,query_concept_coverage,query_constraint_coverage,entity_identity,intent_support,source_reliability,vector_similarity,graph_support,anatomy_mismatch,unrelated_condition_mismatch,matched_query_concepts,missing_query_concepts,relevance_label,error_reason,secondary_error_reason,annotator_id,annotation_status,annotation_notes
candidate_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,يوجد غطاء خاص يغطى فيه مؤقت للمحافظه على حراره الجسم و الحمايه من الصدمه نقص الحجم \ الالم التى تصاحب الحروق الكبيره من مساحة الجسم,cause_request,evidence,2,qa::ahdqa_0395073,ahdqa_0395073,ahd_heldout_safe_corpus,fts_qa,مالامور التي على المصاب بدوالي الخصيه من الدرجه الاولى في الخصيه اليسرى -غير متزوج- ان يتجنبها؟ ولدي كيس دهني يغطي البربخ، وقد نهاني الاخصائي عن الشور الحار ما السبب؟,ليس عليك تجنب عمل اَي شيئ......,,,,0.573524,0.541667,0.0,1.0,0.5,1.0,0.95,0.0,0.0,false,true,,حرق,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,يوجد غطاء خاص يغطى فيه مؤقت للمحافظه على حراره الجسم و الحمايه من الصدمه نقص الحجم \ الالم التى تصاحب الحروق الكبيره من مساحة الجسم,cause_request,evidence,3,mention::men_merge_0005272,ahd5k_04919,preprocessed_id,vector,ماهو علاج ضربة الشمس؟,العلاج الأولي: ينقل المصاب إلى منطقة مظللة بعيداً عن الشمس. يقوم المسعف بتبريد جسده وتخفيض درجة حرارته عن طريق نزع الملابس الثقيلة غير الضرورية. يرش الجسم بالماء الفاتر أو ذو حرارة باردة نسبياً 'أبرد من جسد المصاب'، وذلك حتى يتم تحفيز بثور الجلد في إفراز العرق. توضع مكعبات ثلجية حول منطقة الرقبة ومنطقة ما تحت الإبط، حيث تتواجد في هاتين المنطقتين أوعية دموية ظاهرة على سطح الجلد. إعطاء المصاب السوائل اللازمة ويفضل أن تكون باردة. وذلك ريثما يصل فريق الاسعاف لنقل المريض الى المستشفى,,,,0.519654,0.535715,0.0,1.0,0.0,0.0,1.0,0.898269,0.0,false,true,,حرق,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,يوجد غطاء خاص يغطى فيه مؤقت للمحافظه على حراره الجسم و الحمايه من الصدمه نقص الحجم \ الالم التى تصاحب الحروق الكبيره من مساحة الجسم,cause_request,evidence,4,qa::ahdqa_0636789,ahdqa_0636789,ahd_heldout_safe_corpus,fts_qa,هل يتم نقل عدوي الإيدز عن طريق الاظفر اذا لمس الجسم وسبب شخط صغير من الشخص المصاب ?,اذا كان الاظافر يحمل يواظب طازجة للجسم!!,,,,0.501622,0.229167,0.0,1.0,0.25,0.0,0.95,0.0,0.0,false,true,,حرق,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,يوجد غطاء خاص يغطى فيه مؤقت للمحافظه على حراره الجسم و الحمايه من الصدمه نقص الحجم \ الالم التى تصاحب الحروق الكبيره من مساحة الجسم,cause_request,evidence,5,qa::ahdqa_0271989,ahdqa_0271989,ahd_heldout_safe_corpus,fts_qa,كيف يتم تشخيص الشخص المصاب باضطراب قلة الرغبة الجنسية وهل توجد اشعة او تحاليل عليه ان يعملها حتي يتثني للطبيب بتشخيصه بدقه,الغالب أن التشخيص يعتمد على القصصة الشخصية!! والتي قد تتطلب استعمال وسائل تشخيصية مختلفة لاسنتكماله.,,,,0.498239,0.229167,0.0,1.0,0.25,0.0,0.95,0.0,0.0,false,true,,حرق,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,"النتائج المخبرية غير واضحة ولكن اذا كانت الدهون الثلاثية ( الترايغليسيريد ) مرتفعة فننصح بممارسة التمارين الرياضية بشكل منتظم , خسارة 5 - 10 % من الوزن وتحت اشراف الطبيب وتجنب مصادر الدهون المُشبعة . ننصح باستشارة الطبيب حول العلاج الملائم لفقر الدم ( الأنيميا ) .",test_request,evidence,1,qa::ahd10k_08777,ahd10k_08777,mention_evidence,vector,السلام عليكم عملت فحص دم وكانت النتيجة كالاتي wbc11.2h rbc4.91 hgb12.6 hct 39.5% mcv 80.4 mch 25.7l mchc 31.9l plt 342 ارجو ان تفسرو لي هل هناك التهاب او فقر...,السلام عليكم عملت فحص دم وكانت النتيجة كالاتي wbc11.2h rbc4.91 hgb12.6 hct 39.5% mcv 80.4 mch 25.7l mchc 31.9l plt 342 ارجو ان تفسرو لي هل هناك التهاب او فقر...,,,,0.617605,0.755293,0.0,0.0,0.133333,1.0,0.55,0.926979,0.0,false,false,,تعب|خمول,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,"النتائج المخبرية غير واضحة ولكن اذا كانت الدهون الثلاثية ( الترايغليسيريد ) مرتفعة فننصح بممارسة التمارين الرياضية بشكل منتظم , خسارة 5 - 10 % من الوزن وتحت اشراف الطبيب وتجنب مصادر الدهون المُشبعة . ننصح باستشارة الطبيب حول العلاج الملائم لفقر الدم ( الأنيميا ) .",test_request,evidence,2,qa::ahdqa_0572014,ahdqa_0572014,ahd_heldout_safe_corpus,fts_qa,اجريت تحاليل طبية للدم فكانت نتائج اكالتالي هل هي جيدة GLOBULES BLANCS 6.20 GLOBULES ROUGES 4.99 HEMOGLOBINE 12.8 HEMATOCRITE 38.9 V.G.M 78.0 T.C.M.H 25.7 C.C.M.H 32.9,ارفق صورة كاملة للتحليل او التحاليل مع الأسباب الداعية لعملها و هل تشكو من أعراض اذكرها,,,,0.56207,0.510606,0.0,0.0,0.454545,1.0,0.95,0.0,0.0,false,true,,تعب|خمول,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,"النتائج المخبرية غير واضحة ولكن اذا كانت الدهون الثلاثية ( الترايغليسيريد ) مرتفعة فننصح بممارسة التمارين الرياضية بشكل منتظم , خسارة 5 - 10 % من الوزن وتحت اشراف الطبيب وتجنب مصادر الدهون المُشبعة . ننصح باستشارة الطبيب حول العلاج الملائم لفقر الدم ( الأنيميا ) .",test_request,evidence,3,qa::ahdqa_0757998,ahdqa_0757998,ahd_heldout_safe_corpus,fts_qa,السلام عليكم عملت تحليل دم طلعت النتيجة hematocrite 36.0 hemoglobine12.5 globules rouges 4.08 V.G.M 88 T.G.M 30 C.C.M.H 34 Globules blances 4850 P.neutrophiles 51.4 soit2493 P.eosinophiles 1.2 soit 58 P.basophiles...,لم افهمها لانك كتبتهم متلاصقين لا اعرف اي جواب لاي نتيجة من الافضل ان تصوري النتيجة وترسليها على ايميلي بالاضافة الى هذه النتيجة اتمنى ان تشرحي لي لماذا ترسليها وما هي عوارضك ومن ماذا تعانين وكم سنك وهل انت امرأة ،؟ اعطني تاريخ صحي كامل عن نفسك,,,,0.553813,0.477273,0.0,0.0,0.333333,1.0,0.95,0.0,0.0,false,true,,تعب|خمول,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,"النتائج المخبرية غير واضحة ولكن اذا كانت الدهون الثلاثية ( الترايغليسيريد ) مرتفعة فننصح بممارسة التمارين الرياضية بشكل منتظم , خسارة 5 - 10 % من الوزن وتحت اشراف الطبيب وتجنب مصادر الدهون المُشبعة . ننصح باستشارة الطبيب حول العلاج الملائم لفقر الدم ( الأنيميا ) .",test_request,evidence,4,qa::ahdqa_0529210,ahdqa_0529210,ahd_heldout_safe_corpus,fts_qa,السلام قمت بعمل تحاليل الدم لمعرفة هل انا مصابة بفقر الدم فحصلت على النتائج التالية: hématies 4.34/ hemoglobine 10.9/ hematocrite 35.1/ v.g.m 80.9/ /c.c.m.h 31.1/ pt.c.m.h 25.,يتراوح نسبه الهيموجلوبين الطبيعيه في السيدات البالغه من 11-16 gm/dl ولتشخيص اذا كانت حاله فقر دم( انيمييا) اولا لا، يرجي مراجعه الطبيب لوجود عده اسباب وعوامل سوف يحددها هو بعد الكشف عليكي. ولكن عزيزتي لا داعي للقلق هذه فقط للاطمءنان عليكي وتشخيصك بتريقه سليمه. تمنياتي لك بالصحه ودوام العافيه,,,,0.55067,0.455128,0.0,0.0,0.307692,1.0,0.95,0.0,0.0,false,true,,تعب|خمول,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,"النتائج المخبرية غير واضحة ولكن اذا كانت الدهون الثلاثية ( الترايغليسيريد ) مرتفعة فننصح بممارسة التمارين الرياضية بشكل منتظم , خسارة 5 - 10 % من الوزن وتحت اشراف الطبيب وتجنب مصادر الدهون المُشبعة . ننصح باستشارة الطبيب حول العلاج الملائم لفقر الدم ( الأنيميا ) .",test_request,evidence,5,qa::ahdqa_0616751,ahdqa_0616751,ahd_heldout_safe_corpus,fts_qa,السلام عليكم ولدتي تعاني من فقر الدم وهده هي التحليل المرجو الوضيح numeration globulaire globules rouges:3.45 hemoglobine:10.1 hematocrite:29.0 V.G.M:84.1 T.C.M.H:29.3,طبعا هذه النتيجة تدل على فقر الدم لذا يجب عمل الفحوصات اللازمة لمعرفة السبب كالنزف الداخلي او سوء التغذية,,,,0.548673,0.479138,0.0,0.0,0.384615,1.0,0.95,0.0,0.0,false,true,,تعب|خمول,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_029,لماذا يوجد الجلوكوز في اللمف رغم انه ينتقل عبرالطريق الدموي؟,causes_safety,اللمف سائل شفاف يدخل الأوعية اللمفية من الأنسجة المحيطة خارج الخلايا وخارج الأوعية.تركيبه يعتمد على مكانه، مثلاً فإن اللمف الموجود في الكبد يحتوي على كمية أكبر من البروتين من ذلك القادم من الأطراف،راجع لمف في القاموس.,cause_request,evidence,1,qa::ahd5k_02169,ahd5k_02169,preprocessed_id,vector,منذ ٢٠ يوم حصل مثل التورم التدريجي من الخلف للأمام في جوف الفم أولا في الجهة اليسرى و من ثم اليمنى بنفس الطريقة دكتور الأسنان قال ممكن احتمال ضرس العقل...,قد تكون المشكلة في اللسان وله عدة اسباب مثل التهاب بكتيري او فطري او فيروسي معرفة السبب تؤدي الى المعالجة,,,,0.672538,0.747844,0.0,1.0,0.0,1.0,1.0,0.913435,0.0,false,false,,انتقاله|جلوكوز|دموي|رغم|طريق|عبر|لمف|وجود,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_029,لماذا يوجد الجلوكوز في اللمف رغم انه ينتقل عبرالطريق الدموي؟,causes_safety,اللمف سائل شفاف يدخل الأوعية اللمفية من الأنسجة المحيطة خارج الخلايا وخارج الأوعية.تركيبه يعتمد على مكانه، مثلاً فإن اللمف الموجود في الكبد يحتوي على كمية أكبر من البروتين من ذلك القادم من الأطراف،راجع لمف في القاموس.,cause_request,evidence,2,qa::ahd10k_02264,ahd10k_02264,preprocessed_source_row,vector,ماسبب ارتفاع اللنفويات في الدم,"وجود التهابات جرثومية او إصابات فيروسية, و من الممكن أن يكون سبب خلل في المناعة الذاتية أو الإصابة بأحد أنواع الاورام والسرطان",,,,0.654873,0.745257,0.125,1.0,0.0,1.0,0.9,0.908732,0.0,false,false,وجود,انتقاله|جلوكوز|دموي|رغم|طريق|عبر|لمف,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_029,لماذا يوجد الجلوكوز في اللمف رغم انه ينتقل عبرالطريق الدموي؟,causes_safety,اللمف سائل شفاف يدخل الأوعية اللمفية من الأنسجة المحيطة خارج الخلايا وخارج الأوعية.تركيبه يعتمد على مكانه، مثلاً فإن اللمف الموجود في الكبد يحتوي على كمية أكبر من البروتين من ذلك القادم من الأطراف،راجع لمف في القاموس.,cause_request,evidence,3,qa::ahd5k_00859,ahd5k_00859,preprocessed_id,vector,بنت اخي لديها انتفاخ في الغدد الليمفاويةمما جعل لها تورما اسفل اللوزتين وخلف الركبه ولديها فتور في الجسم مع العلم ان عمرها 7 سنوات,العقد اللمفاوية موجودة بشكل طبيعي في الجسم خاصة الرقبة ولكنها تنتفخ (تكبر) كرة فعل على وجود التهاب في المنطقة كاللوزتين مثلاً وتصغر مع اعطاء ادوية الالتهاب اما اذا كان حجمها ثابتاً فيجب اجراء فحوصات مخبرية او خزعة,,,,0.615199,0.545764,0.125,1.0,0.0,0.0,1.0,0.909654,0.0,false,false,وجود,انتقاله|جلوكوز|دموي|رغم|طريق|عبر|لمف,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_029,لماذا يوجد الجلوكوز في اللمف رغم انه ينتقل عبرالطريق الدموي؟,causes_safety,اللمف سائل شفاف يدخل الأوعية اللمفية من الأنسجة المحيطة خارج الخلايا وخارج الأوعية.تركيبه يعتمد على مكانه، مثلاً فإن اللمف الموجود في الكبد يحتوي على كمية أكبر من البروتين من ذلك القادم من الأطراف،راجع لمف في القاموس.,cause_request,evidence,4,mention::men_merge_0000478,ahd10k_01478,preprocessed_source_row,vector,ماسبب الوهن العام والدوخةوتسارع ضربات القلب والاحساس بالتقيؤ,هناك اسباب عديدة للوهن العام وللدوخة منها ما يتعلق بالجهلز الهضمي او بضغط فقرات عظام الرقبة على الاعصاب او اي خلل يتعلق بالكلاوي وعملها ارجوك اشرح لي الحالة بالتفصيل العمر والجنس والتاريخ الصحي كي استطيع ارشادك او استشر طبيب فالمعاينة المباشرة افضل في وضعك لعمل الفحص السريري اولا قبل الفحوصات المخبرية,,,,0.566582,0.744381,0.0,1.0,0.0,1.0,0.9,0.907139,0.0,false,false,,انتقاله|جلوكوز|دموي|رغم|طريق|عبر|لمف|وجود,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_029,لماذا يوجد الجلوكوز في اللمف رغم انه ينتقل عبرالطريق الدموي؟,causes_safety,اللمف سائل شفاف يدخل الأوعية اللمفية من الأنسجة المحيطة خارج الخلايا وخارج الأوعية.تركيبه يعتمد على مكانه، مثلاً فإن اللمف الموجود في الكبد يحتوي على كمية أكبر من البروتين من ذلك القادم من الأطراف،راجع لمف في القاموس.,cause_request,evidence,5,mention::men_merge_0000503,ahd10k_01245,preprocessed_source_row,vector,هل انتفاخ اصابع القدم و احيانا ازراق الاصابع عند وضع القدم دخل الماء الساخن او عند الجلوس لمدة طويلة او الوقوف لمدة طويلة امر عادي ؟ و لا أعاني من...,"تورم القدمين هذه هي عادة مصدر ازعاج مؤقت وتكون إما بسبب الوقوف طويلا وخاصة إذا كنت حاملا. في المقابل ، يمكن أن يكون تورم القدمين علامة على حالة مرضية خطيرة فقد يكون السبب ضعف الدورة الدموية، أو مشكلة مع الجهاز الليمفاوي ، أو تجلط الدم , أو مشكلة بالكلي أو الغدة الدرقية اما ازرقائها القدمين في الماء الساخن أظن ان هذه الحالة موجودة في الماء البارد لكن بالماء الساخن ممكن ان تنتفخ القدم وهذا طبيعي لحدوث توسع في الشرايين ام ازرقاء القدم فهو نتيجة تقلص في الشرايين ويكون هذا في الماء البارد او في فصل الشتاء",,,,0.566456,0.744186,0.0,1.0,0.0,1.0,0.9,0.906784,0.0,false,false,,انتقاله|جلوكوز|دموي|رغم|طريق|عبر|لمف|وجود,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,diagnosis_request,evidence,1,qa::ahdqa_0122029,ahdqa_0122029,ahd_heldout_safe_corpus,fts_qa,لا استطيع أن افتح فمي بشكل كامل وعندما أقوم بذلك أشعر بألم في الجزء الأيمن مع العلم أن الأصابه في الجزء الايسر من الجزء السفلي من الفك وعند النوم أشعر...,قد تكون المشكلة في مفصل الفك الصدغي او العضلات الفكية، ولا تنسى ان الفك السفلي هو عظمة واحدة ترتبط بمفصلين (يمين ويسار) لذا الاصابة على جهة قد تؤثر على الجهة الاخرى. ينصح بزيارة الطبيب لاجراء الفحص السرير اللازم,,,,0.546051,0.387,0.333333,1.0,0.166667,1.0,0.95,0.0,0.0,true,false,سفلي,الم|انحراف,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,diagnosis_request,evidence,2,mention::men_merge_0001828,ahd10k_09289,preprocessed_source_row,vector,أنا فتاة عمري 37 سنة غير متزوجة أعاني من نزول ماء مصفر قليلا يسبب لي حكة خفيفةوأحيانا تزداد بالشفرات الصغيرة فقط ونغز ، ولا توجد هذه الأعراض بالمهبل . أرجو...,التهابات احتقانيه,,,,0.499675,0.535992,0.0,0.0,0.055556,0.0,0.9,0.919986,0.0,false,false,,الم|انحراف|سفلي,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,diagnosis_request,evidence,3,qa::ahdqa_0277876,ahdqa_0277876,ahd_heldout_safe_corpus,fts_qa,‏السلام عليكم ‏انا مركب عدسات فينير لي 5 ايام بس كل ما اجي ابي انام يجيني الم شديد خاصةً في الفك السفلي ، هل هو طبيعي مع الوقت يروح ولا...,لا علاقة للعدسات بالم الفك السفلي,,,,0.486816,0.218,0.666667,1.0,0.266667,0.0,0.95,0.0,0.0,false,false,الم|سفلي,انحراف,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,diagnosis_request,evidence,4,qa::ahdqa_0807252,ahdqa_0807252,ahd_heldout_safe_corpus,fts_qa,لدي حبوب على مستوى العانة وتنبت شعرة في مركز كل حبة هي لا تقلقني ولا كن منظرها يزعجني كيف يمكن ازالتها مع العلم اني زؤت طبيبا متخصصا فقال لي ان...,إذا كانت حبوب حمراء فهي التهاب في بصلات الشعر، ويجب تناول مضاد حيوي لعلاجها مثل الأمبيسيلين ٥٠٠ ملغم كل ست ساعات,,,,0.476077,0.191412,0.0,1.0,0.176471,0.0,0.95,0.0,0.0,false,true,,الم|انحراف|سفلي,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_030,لدي انحراف في الفك السفلي، لا أشعر بأي آلام،كل ما في الأمر هو أن وجهي لا يبدو متطابق خاصة عندما أفتح فمي ، زرت طبيباً من قبل فقال لي أن...,general_medical,لابد من مراجعة طبيب تقويم اسنان اولا ومن ثم جراحة فم وفكين ذو خبرة بالجراحة التقويمية,diagnosis_request,evidence,5,qa::ahdqa_0166195,ahdqa_0166195,ahd_heldout_safe_corpus,fts_qa,كنت اعاني من الم في الفك السفلي واشعر بالتهاب بسيط في اللثه السفليه ولم اكن استطيع افتح فمي حيث اشعر بالم في الفك السفلي و اختف الالم تدريجيا حتي اختفي...,غالبا ما نحتاج الى صورة اشعه بانوراميه توضح كيفية بزوغ اضراس العقل السفليه حيث توضح الصوره ايضا الاسنان كافه وتبيان الاسنان المصابه بالتسوس,,,,0.475959,0.198,0.666667,0.0,0.222222,0.0,0.95,0.0,0.0,true,false,الم|سفلي,انحراف,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,1,qa::ahd5k_03444,ahd5k_03444,preprocessed_id,vector,ضيق السلام عليكم والله بعانى تنفس شديد دون سبب طبى واستخدمت برامج رقية كتير والحمدلله لم ياذن بالشفاء والموضوع دة معايا لية 4سنين فمش عارف اعمل اية اعانى من ضيق...,الخطوة الأولى تتطلب فحص طبي لتحديد طبيعة وخصائص ضيق النفس والعلامات السريرية المرافقة لكي يتم تحديد السبب ومن ثم علاجه وهذا لا يمكن تحقيقه دون فحص طبي,,,,0.639181,0.570376,1.0,1.0,0.176471,0.0,1.0,0.933741,0.0,false,false,تنفس|ضيق,,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,2,qa::ahd5k_03662,ahd5k_03662,preprocessed_id,vector,اعاني من حساسية في الصدر وضيق في التنفس وسعال وقئ صباحا,متابعة مع طبيب ضروري جدا للبدأ بالعلاج العلاجي والوقائي للربو,,,,0.633893,0.565274,0.5,1.0,0.142857,0.0,1.0,0.945126,0.0,false,false,تنفس,ضيق,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,3,qa::ahd10k_07860,ahd10k_07860,mention_evidence,vector,أعاني من ضيق في التنفس و حكة و اضطراب في الرؤيا,حساسية موسميه تحتاج البدا بالادويه الوقانيه والعلاجيه بعد تحليل الحساسيه,,,,0.576272,0.612075,1.0,1.0,0.4,0.0,0.55,0.931045,0.0,false,false,تنفس|ضيق,,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,4,qa::ahdqa_0739295,ahdqa_0739295,ahd_heldout_safe_corpus,fts_qa,السلام عليكم اعاني من انتفاخ في اللثة في الفك العلوي لأسناني وفي الجانب الايمن و الآم فوق اذني عند رأسي اثناء النوم ما سبب ذالك وهل احتاج الى الذهاب الى...,وعليكم السلام اذا وجد انتفاخ فى لببثه يعنى يوجد التهاب فى اللثه وفى المنطقه التى تحديدها من قبلك تعنى ان ضرس العقل العلوى قد بدا يبزغ فيسبب انتفاخ فى اللثه ان اجراء صورة اشعه اسمها بانوراما فى عيادة طبيب الاسنان توضح اذا كان السبب من ضرس العقل ام لا,,,,0.536777,0.317914,0.0,1.0,0.352941,0.0,0.95,0.0,0.0,false,true,,تنفس|ضيق,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_031,السلام عليكم اريدعلاج للربو مجرب و مضمون علما بأنني اعاني من ضيق في التنفس اثناء الذهاب الي النوم و كذلك في ساعة الصباح المبكر افيدوني مشكورين,treatment,من الافضل مراجعه طبيب اختصاصي امراض صدريه للفحص والتاكد من وظائف الرئة لوصف العلاج المناسب,treatment_request,evidence,5,qa::ahdqa_0391803,ahdqa_0391803,ahd_heldout_safe_corpus,fts_qa,اعاني من ضيق في التنفس عند النوم وشخير قوي وفي الفترة الاخيرة اصبحت لا استطيع النوم في الليل سوى ساعة الى ساعتان متقطعات بسبب الشعور بالانخناق اثناء النوم واتناول betnesol,"أخي الكريم أي مشكلة من الأنف الى الحنجرة قد تسبب شخير لذلك يجب فحص الأنف والبلعوم والحنجرة لتحديد سبب الشخير, بالإضافة الى أن السمنة قد تسبب الشخير ولذلك يجب تنزيل الوزن والله تعالى الشافي",,,,0.53381,0.302005,1.0,1.0,0.352941,0.0,0.95,0.0,0.0,false,false,تنفس|ضيق,,,,,,pending_human_annotation,
candidate_relevance_v1,evalv1_032,ما هو المطهر الطبيعى الأمن الذى لا يؤثر على مناعة الإنسان أو الأطفال على المدى الطويل؟,symptoms,من بين المطهرات الخارجية الفعالة صبغة اليود ، السبيرتو ، الديتول والركسول والسافلون,prevention_request,evidence,1,qa::ahd10k_05970,ahd10k_05970,preprocessed_source_row,vector,السلام عليكم ورحمة الله ماهي سبل حماية والحفاظ على وظيفة (الكلى) في زمن إنتشار الأمراض المنهكة لهذا العضو الحيوي والحساس كارتفاع الضغط وتحلون الدم،أرجو الإفادة (في إطار الوقاية خير من...,الموضوع متشعب جدا.........لانه يشمل المحافظه على صحة الجسم بشكل عام المهم المحافظه على ضغط الدم الطبيعي وكذلك مستوى السكر في الدم وعدم تعريض الجسم للجفاف,,,,0.642559,0.727752,0.0,0.5,0.1,1.0,0.9,0.898943,0.0,false,true,,انسان|مناعه,,,,,pending_human_annotation,
