query_id,query,query_group,reference_answer,gold_entity_ids,gold_evidence_ids,gold_qa_ids,gold_relation_ids,answerable_from_final_graph,annotation_status,annotator_id,adjudicator_id,annotation_notes
entitygtv1_030,هل خلط إبرة dexon مع safenac ضار ؟,entity_ground_truth,لن يضر الا ان كان المريض يعاني من مشكلة في المعدة لأن كلاهما (حتى ان كانا حقن) يؤثران بشكل سلبي على المعدة.,ent_merge_001102,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_031,اعراض التهاب القولون لاني اعاني من الم في البطن من اسبوعين في الجهة اليسرى اكثر وفي اسفل البطن بدي اعرف السببب والعلاج وشكرا,entity_ground_truth,"• يجب نغير أنماطنا السريعة المتعجلة في تناول الطعام وفي عملية التبرز
• لا بد ان ندقق في نوعية الأطعمة التي نأكلها وفي موعد تناولها
لا تشرب المشروبات الغازية
ابتعد عن مضغ العلك
ابتعد عن البقوليات
ان كانت منتجات الحليب تؤذيك فتجنبها
أيضاً البصل والملفوف
المخللات
الاكل المملوء بالبهارات والفلفل
الشوفان وبذر الكتان جيدا للغازات والنفخة
شاي الأعشاب مثل النعناع والبابونج مفيدة",ent_merge_000080,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_032,حصل لي إلتهاب مكان الضرس المخلوع لكن مع ايام شفيت الحمدلله و الأن قررت المضمضة بيروكسيد الهيدروجين ماء اكسجيني 10٪؜ لكن خفت ان يترك لي اثار جانبية او يضر مكان...,entity_ground_truth,ما سبب استخدامك لهذه المضمضه ...يجب ان لا تستخدمها استخدم مضمضه عاديه وابتعد عن هذه,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=ابتعاد بيروكسيد الهيدروجين
entitygtv1_033,دوخه و دوار بسيط لمده شهرين بدون فقدان التوازن و عندما اقود السياره اشعر ان السيارات تتحرك وهي واقفه تحاليل الدم و الحديد و ب12 كلها سليمه,entity_ground_truth,"يجب عليك التاكد من عدم وجود التهاب بالاذن الوسطي
الدوخه والدوار قد تكون لهدا السبب وجود التهابات بالاذن الوسطي",,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=التهاب بالاذن الوسطي
entitygtv1_034,صعوبة التنفس,entity_ground_truth,"ضيق التنفس
هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين.
وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه.
أهم اسباب ضيق النفس:
قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم
إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية :
- تورم الوجه أو الزور
- حكة أو ارتكاريا
فالحالة على الارجح
تفاعل حساسية / العوار / الربو الشعبي
إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق
إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية :
- دوار خفيف
- خوف شديد مفاجيء.
- تنميل بالشفاه أو اليدين.
- عرق.
- سرعة ضربات القلب
فالتشخيص على الارجح
اضطراب الذعر
إذا بدات تشعر بقصر النفس مؤخرآ +
وتشعر باي من الاعراض التالية:
- حرارة فوق 37.4 درجة مؤية.
- بلغم أصفر أة أخضر.
- ألم بالصدر اثناء التنفس.
فالتشخيص الراجح:
عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر بأي من الاعراض التالية:
- حمى.
- عرق غزير بالليل.
- فقدان الشهية.
- سعال مع دم.
- إصابة سابقة بالسل.
فالتشخيص الراجح:
ورم رئوي / خراج رئوي أو سل / سرطان الرئة
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر باي من الاعراض التالية:
- قصر النفس أو السعال يزداد سوءآ عند الرقاد.
- تورم الساقين.
- إصابة سابقة بمرض القلب
فالتشخيص الراجح:هبوط القلب الاحتقاني
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
واصابك قصر النفس أثناء نشاط و سعال مصحوب ببلغم لمدة 3 شهور على الاقل
الالتهاب الشعبي المزمن / الانتفاخ الرئوي
إذا كان ضيق النفس مصحوبة بتزييق بالصدر
فالتشخيص الراجح:
تزييق الصدر / الربو الشعبي
إذا كنت بدينآ
زيادة الوزن والسمنة قد تكون السبب",ent_merge_000846,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_035,هل مرض السرطان وراثي,entity_ground_truth,معظم حالات السرطان ليست وراثية، ولهاأسباب متعددة، وحوالي ١٠-١٥٪ من السرطانات مثل القولون والثدي والرحم والمبيض والدم تكون عائلية ولها أسباب جينية.,ent_merge_000136,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_036,عندى حساسية صدر مزمنه اخذ لها موسع للشعب وبخاخ ودواء مذيب وطارد للبلغم هل اخذ حقنة دبيروفوس اثناء الازمه مفيد للمرض وما هى المده بين أخذ هذه الحقنه والاخرى,entity_ground_truth,في حالات الاصابة بنوبة حادة قد تعطى الحقنة في المشفى ولكن يجب استشارة الطبيب ومراجعته,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=حقنة دبيروفوس
entitygtv1_037,انا بدي اضعف وزني ٦٤ وطولي ١٦٥ كان وزني ٥٥ ونصحت وكيف اتخلص من كرشه صغيره من الولاده القيصري مرتين صار عندي كرش صغير,entity_ground_truth,تحفيف كمية الطعام تدريجيا والتركيز على الأغذيه قليلة السعرات الحرارية مثل الخضار وبعض المشروبات مثل الشاي الأخضر والقرفه وتناول كافة الاطعمه الصحيه بكميات قليله مع التمارين الرياضية وباستشارة اخصائية تغذيه,ent_merge_001191,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_038,ابني ٨ اشهر و عندا حساسية الحليب و البيض و الرز و القمح و تناول حليب الصويا و بعد ساعتين تقيء و بعدها اسهال هل تحسس من حليب الصويا او...,entity_ground_truth,نسبة كبيرة من الأطفال الذين يعانون من تحسس البروتين البقري في الحليب..يكون عندهم حساسية من الصويا.لكن هذا طبعاً لا يعني أن السبب هو الصويا.لابد من فحص الطفل أولاً.سلامته,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=حساسية الحليب
entitygtv1_039,ماهي افضل طريقه للتخلص من الجلد الزاائد بعد ازاله الكرش او البطن,entity_ground_truth,حسب كمية الزيادة وليونة الجلد اذا بسيط ولا يوجد انثنأت الرياضة وعلاج الميزو بساعد والعكس جراحة,ent_merge_001355,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_040,التحليل النسيجي ورم من الثدي T3 G3N1M0 her2 neu +1مستقبلات الهرمون ايجابية،ماهي نسبة الشفاء التام وعدم عودة المرض ؟ لم تتم الجراحة بعد واللستئصال سيكون كلي ، العقد الابطية ٢,entity_ground_truth,ما هي نسبة مؤشر لانتشار ki 67؟ اذا كان مرتفعا يمكن بدا العلاج بال chemotherapy لتجنب الاستئصال الكلي للثدي,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=ورم من الثدي
entitygtv1_041,ما هي اعراض الاصابة بمرض القلب وما هي اسبابه,entity_ground_truth,أمراض القلب كثيرة ولكل منها سببه، ولا نعرف عن أي مرض تسأل هل عن ما يتعلق بالصمامات أو الشريين أو عضلة القلب أو أغشيته أو غير ذلك,ent_merge_000196,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_042,قبل فترة اصبت بالتهاب في اللوزتين فاخذت اقراص ازيثرومايسين 500 ملغم عانيت من الاعراض التالية كثرة النبرز ويحتوي بقايا طعام وبهدها بفترة خفقان وبعدها تحسس بالجلد كلسع الحشرات,entity_ground_truth,الأعراض السابقة هي من أكثر الأعراض الجانبية للإريثرومايسين شيوعاًً .. مما يدل على وجود حساسية لجسمك تجاه الإريثرومايسين .. أنصحك بالإبتعاد عن تناول هذا الدواء بدون إشراف طبي و زيارة الطبيب للتعرف على مدى الحساسية و أنواع المضادات الحيوية الأخرى التي يمكن تناولها بدلاً من الاريثرومايسين.,ent_merge_001141,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=2 mapped_graph_entities=1
entitygtv1_043,"لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب.
كما أخبركم أني مريصة بالقلب (مشكل في صمامتين)",entity_ground_truth,لا داعي للقلق لكن اسباب ذلك كثيرة وقد لا تكون متعلقة بحالتك السابقة وفي جميع الاحوال لا بد من فحص طبي سريري اولا لبيان خصائص الاعراض وللكشف عن العلامات المرافقة اولا,ent_merge_000846,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_044,اعاني من طنين بالاذن اليمين اثنا الليل,entity_ground_truth,طنين الاذن قد يكون بسبب. شمع كثيف بالاذن الخارجية. او تصلب بعظمة الركاب. او التهاب بعصب السمع او التهاب الاذن الوسطي او الداخلية. ينصح بمتابعة طبيب الانف فقد تحتاج الي غسيل الاذن. او عمل مقياس للسمع او ضغط للسمع,ent_merge_000059,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_045,اعاني من الخوف وحالات هلع وقلة النوم وتقطعه هل علاج 5htp مفيد لحالتي وهل له اعراض جانبيه او اعراض انسحابيه,entity_ground_truth,(5-Hydroxytryptophan) لم يتم ترخيصه عالميا من قبل وكالة الأغذية و الدواء لعلاج نوبات الهلع و القلق و الاكتئاب كذلك لا توجد دراسات واسعة موثقة تؤكد فعالية هذا العلاج.. الدراسات الموثقة و المنتشرة عالميا تشجع استخدام الادوية المثبطة لامتصاص السيروتنين SSRI بالاضافة للعلاج النفسي,ent_merge_000556,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=2 mapped_graph_entities=1
entitygtv1_046,ماهي نسبة الاشعة التي تشكل خطورة على جسم الانسان ؟؟؟؟,entity_ground_truth,"الاشعة في الصور العادية او حتى الطبقية لا تتسبب بخطورة الا في حال تكرار بشكل كبير
كما يحدث مع فنيي الاشعة و هنا اهمية اللباس الواقي و الغرفة الواقية بالنسبة للفني و ذلك لحمايته من تأثير الاشعة
و بشكل اساسي لحماية الجهاز التناسلي و الغدة الدرقية وذلك بسبب حساسية هذه الاعضاء للاشعة",ent_merge_000326,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_047,"تمت علاقة جنسية سطحية مع خطيبي فقط احتكاك الاعضاء ببعضهما وملامستهم لبعضهما البعض ولكن دون ايلاج ودون قذف وفي وضع الوقوف ف اليوم الذي يلي الدورة الشهرية
هل يحدث حمل؟...",entity_ground_truth,"الوقت غير مناسب للحمل. والحمل لا يتم إلافي وقت الإباضة، ايام الاباضة المتوقعة تكون تقريباً ب١٠-١٤ يوم قبل نزول الدوره القادمة(اول يوم من الدورة القادمة). فاذا كانت دورتك منتظمة  كل 28 يوم ،  فان افضل ايام  لحصول الحمل هي يوم ١٠،١٢،١٤،١٦ من بدايه الدورة.
ان الاباضة تحصل في يوم واحد من الايام المتوقعة ولكنها تبقى في قناة فالوب ومن ثم الرحم مده 48 ساعة, لذا اذا كان هناك رغبة بحصول حمل فينصح ان يكون الجماع بايام الاباضة المتوقعة.",ent_merge_000117,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_048,اخذ علاج لمرض السكر من النوع الثانى واصبت منذ 3 سنوات بجلطة وتم تركيت 3 دعامات وبعدها 6 شهور تم تركيب 2 دعامة اخرى وحالتى مستقرة والحمد لله.اريد علاج لضعف...,entity_ground_truth,يجب اولا استشارة اخصائي القلب ثم ممكن اخذ سيلدينافيل,ent_merge_001446,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_049,هل تعاطي الحشيش لاول مرة اي لغير المدمن يؤثر على هرمون الحمل في الدم hgc علما ان التعاطي كان قبل ب 9 أيام من عمل التحليل الدم هل يؤثر على...,entity_ground_truth,"لا يؤثر تعاطي الحشيش علي الحمل اذا كان مرة واحدة كما اخبرتي
ولكن استمرار تعاطيه اثناء الحمل يؤثر سلبا علي صحتك وصحة الجنين لذلك يجب الامتناع عن تعاطيه او حتي التدخين بصفة عامة طوال فترة الحمل وكذلك الجلوس في اماكن مغلقة مع مدخنين",ent_merge_000117,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_050,هل استطيع الحمل وانا مصاب بالانفصام الشخصية,entity_ground_truth,نعم مع متابعة العلاج بإشراف الطبيب النفساني,ent_merge_000218,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_051,انا مصاب بالتهاب الكبد بي هل إذا أعطيت الزوجه التطعيمات لاينتقل لها المرض ارجو الاجابه,entity_ground_truth,نعم تكون محميه من الفايروس .. بشرط ان تتاكد من درجه المناعه بعد اعطاء اللقاح..,ent_merge_000164,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_052,لماذا لا يؤثر الببسين على المعدة ما دام يفكك البروتينات,entity_ground_truth,"لوجود عوامل في جدار المعدة تحول دون ذلك منها
1- طبقة من المخاط تبطن جدار المعدة من الداخل
2- افراز الماد القلوية لمقاومة الاحماض الموجودة في المعدة
3- وجود شبكة غنية من الاوعية الدموية في الطبقة الولى من جدار المعدة لتسريع عملية الشفاء عند التعرض للضرر",ent_merge_001181,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_053,لدي وجع دائم في النصف الايمن من دماغي اعلي الرأس ويحدث كثيرا ويقل في بعض الأحيان ومكان الوجع غذا لمسته بيدي أشعر بنفس الالم وأشعر ان هناك ورم أو إنتفاخ...,entity_ground_truth,الكثير من الناس يشكون من وجع في الرأس الذي يكون بطبائع متعددة، ويعبرون عنه بطرق مختلفة لكونه يظهر بآليات تقوم على أسباب كثيرة لا يمكن حصرها بسهولة هنا فمنها ما يتعلق بقضاياة وعائية ومنه ما يكون لاضطراب كيميائي وعصبي وما إلى غير ذلك، وليس بالضرورة أن يكون سببه موجود في مكان الألم، ويمكن المساعدة في تشخيص الأسباب التى تؤدى إلى ظهوره اذا حاولنا تذكر النشاط الذي سبقه مثل النشاط الرياضى أو النشاط الجنسى أو انواع معينة من الطعام أو المشروبات الباردة أو السعال أو ارتداء شىء ضاغط على الرأس أو غير ذلك من الأسباب، كذلك يتوجب استبعاد أمراض عضوية محددة خاصة ما يتعلق بالأنف والجيوب والعيون أو أمراض مجموعية مثل الضغط ، حيث يمكن أن تسبب هكذا صداع، ولتضيق دائرة الأسباب لا بد من الفحص الطبي السريري الذي يسمح بالوقوف على تفاصيل أكثر ويمكن أن يكون مدعوماُ ببعض الفحوصات الخاصة التي تسمح باستبعاد أشياء وتقريب أخرى، ومن المسبق لأوانه أن نقول هناك ورم ما كون أن الصداع الذي نشعر به يولد هكذا إحساس وكأن ذلك موجود حقاً لأن الاشارة العصبية الناجمة عنه تسبب هذا الشعور,ent_merge_000908,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_054,اشعر بدوخة ودوار عند الضحك او العطس ما هو السبب,entity_ground_truth,السبب المباشر لحدوث الدوخة والوار هو قلة وصول الدم الى المخ والاسباب المؤدية لذلك متعددة منها : ضع تروية جهاز التوازن في الاذن الداخلية ، دوار الوضع الحميد الذي ينتج عن تغير مفاجئ في وضعية الرأس والتصلب العصبي المتعدد وارام المخ وفقر الدم . وفي حالتك على الارجح يحدث عندك تضيق في الشرايين المغذية للدماغ والاذن الداخلية فيقل وصول الدم اليهما فتشعر بالدوخة والدوار ولهذا ننصحك بتناول ادوية موسعة للاوعية الدموية ومن أفضلها دواء بيتاسيرك ، وعلاج السبب مثل تمارين الوضع الحميد علىعلى كيفية تحريك الرأس ببطء وعلاج التهاب الأذن إن وجد وتخفيف الانفعال والتوتر النفسي,ent_merge_001304,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_055,أسباب و علاج السعال الليلي عند الأطفال؟!,entity_ground_truth,"تعتبر حالات السعال عند الأطفال من الأمور المزعجة في بعض الأحيان لكل من الأطفال والوالدين، ولكن ما هو السعال الليلي عند الطفل؟ يشير هذا المصطلح إلى زيادة عدد مرات السعال في فترة الليل وأثناء نوم الطفل، وقد تتحسن معظم حالات السعال الليلي عند الأطفال خلال بضعة أسابيع إلا أنها قد تستمر في بعض الأحيان وتصبح مزمنة. ويجب أن يتم تقييم الحالة من قبل الطبيب المختص لتحديد أسباب السعال الليلي عند الأطفال حيث قد تشمل أحد الحالات التالية:

السعال نتيجة التنقيط الأنفي الخلفي، حيث قد يشعر بعض الأطفال بتراكم المخاط وتقطيره في الحلق نتيجة تراكمه بالمجاري التنفسية في العديد من حالات الالتهابات والحساسية. وقد يتم اللجوء في هذه الحالة إلى تعديل وضعية نوم الطفل وتحديد مهيجات السعال لتجنبها مع تحديد العلاج المناسب من قبل الطبيب المختص.
الإصابة بالخناق أو السعال الذي يشبه صوت النباح خاصة بعد إصابة الجهاز التنفسي بالعدوى الفيروسية وانتفاخ القصبات الهوائية والتهاب الأحبال الصوتية.
السعال الديكي الذي يتطور نتيجة عدوى بكتيرية تصيب القناة التنفسية، ويجب أن يتم علاج الحالة تحت إشراف الطبيب عن طريق المضادات الحيوية تحت إشراف الطبيب والإكثار من شرب السوائل.
الربو، وقد تظهر أعراض السعال في هذه الحالة يرافقها الأزيز أي صوت الصفير الذي يخرج من الصدر ويجب أن يتم تحديد علاج من قبل الطبيب للتخفيف من النوبات بالإضافة للعلاج طويل الأمد.
الإصابة بعدوى فيروس كورونا (كوفيد 19)، حيث يعاني الأطفال في هذه الحالة من السعال الذي يرافقه ارتفاع في درجة حرارة الجسم.
الحساسية الموسمية أو الحساسية تجاه العث في الفراش أو نوعية الأقمشة وغيرها.

ينصح باتباع النصائح التالية للتخفيف من السعال الليلي عند الأطفال:

العمل على تجربة أخذ حمام ماء دافئ قبل النوم.
الحصول على قسط كاف من الراحة.
الحرص على حصول الطفل على الكثير من السوائل.
الحرص على تجنب إعطاء العسل للأطفال دون سن 12 شهر.
العمل على مراجعة الطبيب المختص بأسرع صورة ممكنة.

للمزيد:

أفضل طرق علاج السعال للأطفال
علاج السعال بالأعشاب الطبية",,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=السعال الليلي
entitygtv1_056,السلام عليكم لي صديقتي تعاني من اكتئاب و واضبت على اخد مضاد الاكتئاب لمدة سنة ونص واتحسنت وقطعته تدريجيا بدون استشارة من طبيبتها وبعد اربع اشهر اصبح يؤلمها قليلا قلبها...,entity_ground_truth,يج عليها اعادة استخدام العلاج,ent_merge_000033,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_057,السلام عليكم انا عندي 28عام متزوجة وعندي بنت و ولد امس تعبت وحصلي عدد 6 إغمائات وروحت المستشفى الدكتور كشف عليا وقال لي ان الضغط مظبوط والسكر مظبوط وقال لي...,entity_ground_truth,"التهاب الاذن الداخليه يسبب دوخه
وضعف الدم الحاد ايضا",,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=التهاب الاذن الداخليه
entitygtv1_058,هل اعراض الاكتئاب هي الهروب الى النوم عندمواجهة مشكلة مع عدم البكاء برغم انه في السابق كنت ابكي كثيرا ام الان فانا لاابكى وانما ابقي صامتا مع تنتيف البشعر وتحب...,entity_ground_truth,"من الممكن ان تكون هذه أعراض اكتئاب بالاضافه للكثير من الاعراض الاخرى
فهذه الاعراض لاتكفي للتشخيص نهائيا.
اما بالنسبه لتنتيف الشعر فذلك يحتاج لعلاج سلوكي",ent_merge_000033,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_059,السلام عليكم زوجي عندةنسبةالحركةالحيوانات المنوية20بلميةمع عددالحيوانات 80 مليون هل تؤثر ع الانجاب ام لا رجاءا افيدوني,entity_ground_truth,العدد ممتاز والحركة ضعيفة وان كان الحمل ممكن ولكن الافضل محاولة رفع الحركة الى فوق 50% . هناك الكثير من الادوية مثل : ال كارنيتين ، ترنتال ، كوكيو 10 . وهناك فيتامين إي . إذا هناك دوالي يمكن عمل عملية لربطها .,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=كارنيتين ، ترنتال
entitygtv1_060,الدورة الشهرية قبل موعدها ب 15 يوم و غزيرة مع تكبد الدم,entity_ground_truth,راجعي الطبيب للفحص,ent_merge_000805,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_061,ابني عند ولادته كان يوجد بقلبه ثقب ولم يعطوه اللقاح الا مرة واحدة وعمره الان 7 اشهر واجرو له ايكو للقلب وقالو بانه تحسن جيدا فهل اكمل له اللقاحات واعوضها,entity_ground_truth,ممكن التنسيق مع طبيب الأطفال و إجمالا يجب استكمال اللقاحات بمعظمها حتى بوجود ثقب في القلب,ent_merge_000303,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=2 mapped_graph_entities=1
entitygtv1_062,السلام عليكم انا حامل ببداية السادس وبسوي جهاز ال ultrasound تقريبا كل شهر للتأكد من سلامة الجنين. هل ال ultrasound تضر الجنين على ما يقول البعض؟؟؟ وماهي الاضرار؟؟؟,entity_ground_truth,"اولا مبروك لك الحمل
ثانيا لا يوجد اي ضرر في اخذ السونار",ent_merge_000942,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
