annotation_version,query_id,query,query_group,candidate_type,candidate_id,qa_id,source_quality,retrieval_channel,candidate_question,candidate_answer_or_evidence,relation_type,source_entity_name,target_entity_name,relevance_label,error_reason,secondary_error_reason,annotator_id,annotation_status,annotation_notes
final_v2_independent_relevance_v1,evalv1_025,ما الأثار التي قد تحدث نتيجة تشوهات الفص الأمامي للدماغ؟,general_medical,relation,rel_seed_62db33eaefcb2570,ahd10k_06925,raw_ahd_source_row,graph_relation,,التغذية المتوازنة مضت سنه و6 شهور زواج بدون حمل زوجي عنده ضعف الحركه الأماميه 0% ممارسة الرياضة اليومية,TREATED_BY,ضعف الحركة الأمامية,التغذية المتوازنة,0,wrong anatomy,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_025,ما الأثار التي قد تحدث نتيجة تشوهات الفص الأمامي للدماغ؟,general_medical,evidence,qa::ahdqa_0204588,ahdqa_0204588,ahd_heldout_safe_corpus,fts_qa,ورم ارومي دبقي في الفص الامامي الأيسر للدماغ اجريت له عمليه استئصال نسبت97بلميه وتم نجاح العمليه واستكملت العلاج بتيمودال والاشعه هل يمكن الشفاء من هذا الورم,نسبة السيطرة تكون عالية ان شاء الله,,,,0,wrong intent,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_025,ما الأثار التي قد تحدث نتيجة تشوهات الفص الأمامي للدماغ؟,general_medical,evidence,qa::ahdqa_0568691,ahdqa_0568691,ahd_heldout_safe_corpus,fts_qa,مرحبا .. هل يوجد حل للتشوهات الخلقية للعمود الفقري والتي تحدث للطفل اثناء الحمل ؟ وللتشوهات التي تحدث للدماغ .. شكرًا لحضرتكم,الحل المتوفر مرتبط بالنوعيه للتشوهات الخلقيه,,,,1,missing key constraint,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_025,ما الأثار التي قد تحدث نتيجة تشوهات الفص الأمامي للدماغ؟,general_medical,evidence,qa::ahdqa_0302656,ahdqa_0302656,ahd_heldout_safe_corpus,fts_qa,السلام عليكم..هل للخلل في الفص الجبهي الامامي تأثير على التخطيط المستقبلي والادراك واتخاذ القرارات وقلة التركيز وهل هو وراثي ام بسبب ولادة مبكرة وهل هناك علاج ؟ارجو الاجابة.,الخلل في الفص الجبهي ليس تشخيص واضح ولكن تلف جزء من هذا الفص نتيجة ضربه او التهاب اونزيف يؤثر على الانسان بدرجات متفاوتة وعلاجه يتبع نوعه ودرجته,,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_025,ما الأثار التي قد تحدث نتيجة تشوهات الفص الأمامي للدماغ؟,general_medical,relation,rel_seed_156e3b62e0de3524,ahd10k_06925,raw_ahd_source_row,graph_relation,,ممارسة الرياضة اليومية مضت سنه و6 شهور زواج بدون حمل زوجي عنده ضعف الحركه الأماميه 0% ممارسة الرياضة اليومية,TREATED_BY,ضعف الحركة الأمامية,الرياضة,0,wrong anatomy,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_025,ما الأثار التي قد تحدث نتيجة تشوهات الفص الأمامي للدماغ؟,general_medical,evidence,qa::ahd10k_00433,ahd10k_00433,raw_ahd_source_row,vector,انا فتاة متزوجه واعانى من تشوهات فى شرايين المخ منذ الصغر ولم اكتشفها الا وانا كبيره وقدعملت اكثر من عمليه قصطره ومافى فايده افيدونى عمرى الان 28سنه,التشوه في شرايين المخ من ناحية الانتفاخ او التشابكات بين الشرايين والاوردة يتم الكشف عنه متأخرا بعد تعرض المريض للنزيف ويكون عادة ذا نتائج غير حميدة اما في حالة الكشف عنه مبكرا فيجب متابعته اما بالتصوير او بالعمليات الجراحية او القسطرة مع مراعاة مخاطر الجراحة في مثل هذه الحالات لمعرفة الحل الامثل الرجاء المتابعة عند مركز متخصص في جراحات الدماغ وعند متخصصين في مثل هذه الحالات ايضا من المهم المحافظة على ضغط الدم ضمن الحدود الطبيعية وعمل فحص دوري والابتعاد عن الاجهاد وغيره من عوامل الضغط,,,,0,wrong disease,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0172160,ahdqa_0172160,ahd_heldout_safe_corpus,fts_qa,انقطاع الدوره بعد الولاده لمده سبع اشهر ونصف مع العلم اقوم بل رضاعه الطبيعيع لصغيري اعاني في بعض الايام من مغص قوي في البطن مع ضهور بعض الشعر في وجهي...,السبب الرئيسي وراء انقطاع الدورة الشهرية بعد الولادة هو الرضاعة الطبيعية كلما أطالت الأم رضاعة طفلها تأخر موعد دورتها الشهرية أكثر. فالهرمون المسؤول عن إنتاج حليب الثدي (البرولاكتين) يقلّل من الإباضة لدى النساء وهذا ما يتسبب بإنقطاع الدورة الشهرية فترة ستة الى ثمانية أشهر بعد الولادة الشعر الزائد بالوجه ليس له علاقة بالموضوع,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0087646,ahdqa_0087646,ahd_heldout_safe_corpus,conditional_fts,كنت اعاني من تكيس المبايض اعطتني الطبيبة ديان 35 لمدة 3 اشهر فقل وجود الشعر والحب بصفة جيدة جدا .. لكن مؤخرا عادت الحبوب على وجهي وكذلك الشعر الزائد تحت...,لا يمكن الشفاء من متلازمة تكيس المبيضات و ذلك لأن السبب الاساسي لهذه المتلازمة غير معروف حتى الآن ، بل يمكن التخفيف من عوارضه كالشعر الزائد و مشاكل الدورة و تأخر الإنجاب . في حالتك يمكنك استكمال العلاج ب dian-35 و عليك خفض وزنك اذا كان لديك وزن زائد مما يحسن كثيراً من العوارض. دمتم سالمين,,,,1,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0657695,ahdqa_0657695,ahd_heldout_safe_corpus,conditional_fts,انا اعاني من تصبغات على وجهي وقد راجعت العديد من الاطباء و اجريت عدة تحاليل واتضح انني لا اعاني من اي مرض كما انني استخدمت عدة مراهم دون جدوى فما...,حقن الميزوثرابي لتفتيح للتصبغات نتايجها ممتازة,,,,0,wrong disease,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0674015,ahdqa_0674015,ahd_heldout_safe_corpus,fts_qa,انا عمرى 23 سنة متزوجة منذ 3 سنوات اعانى من عدم انتظام الدورة الشهرية منذ بلوغى وممكن تغيب عنى ب 3 اشهر واكثر مع العلم انى اعانى من زيادة الشعر...,الأغلب انك تعانين من تكيس المبايض و الرجاء الرجوع للطبيب لمعالجه و تشخيص الحاله,,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0760867,ahdqa_0760867,ahd_heldout_safe_corpus,fts_qa,اختي فتاه غير متزوجه تبلغ من العمر 27عاما انتقطعت عنها الدوره لمده تزيد عن ثلاثه اشهر مع ضهور بعض الشعر الخشن في الذقن وعندما ذهيت الى المستشفى وجدوا ارتفاع في...,"تاخر الدوره لا يؤدي الى ارتفاع بالضغط, انصحها بمراجعه اخصائي باطنيه. اما بالنسبه الى تاخر الدوره فهناك عده اسباب لتاخر وعدم انتظام الدوره الشهريه، ومنها: ١. القلق والتوتر ٢. خلل في النظام الغذائي ٣. تكيس على المبايض ضعف في المبايض. ٤.خلل في هرمونات الجسم مثل : ١.زياده في هرمون الحليب ٢. خلل في هرمونات الغده النخاميه ٣. خلل في الهرمونات التي تفرزها الغده الدرقيه، والهيبوثلامس ٤. ارتفاع في الهرمون الذكري لذا انصحها ايضا بمراجعه اخصائي نسائيه لاجراء الفحوصات الهرمونيه اللازمه ,مثل فحص FSH, LH, prolactin،TSH وكذلك اجراء فحص بجهاز الموجات الفوق صوتيه (السونار) للمبايض . ومن ثم حسب التشخيص يمكن اعطائهاالعلاج المناسب.",,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0362275,ahdqa_0362275,ahd_heldout_safe_corpus,conditional_fts,انا فتاة عمري ١٩ عام غابت عني الدورة الشهرية لمدة ٥ اشهر ولم تنزل بعد مع الملاحظة انني اعاني من نقص في الوزن نتيجة اتباعي لرجيم قاس فما هي افضل...,وفقا للتشخيص يتحدد العلاج,,,,1,missing key constraint,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0682467,ahdqa_0682467,ahd_heldout_safe_corpus,fts_qa,السلام عليكم، انا فتاة ابلغ من العمر 21 سنة .اعاني من تساقط الشعر بسبب خلل هرموني وراثي ، استعملت المينوكسيديل 2 لمدة 6 اشهر ، و الان طلب مني الطبيب...,سلامتك ننصح بالمتابعة مع اختصاصي غدد وعدم استخدام مينوكسيديل تركيز عالي يجب تحليل هرموني كامل واخذ العلاج المناسب حسب الحالة وهناك ادوية كثيرة لتساقط الشعر سلامتك,,,,0,wrong disease,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0038490,ahdqa_0038490,ahd_heldout_safe_corpus,conditional_fts,تغيب الدوره لمدة ثلاث اشهر او اقل وعندما تأتي تستمر لعشرين يوم او اكثر ولاكن بنزول خفيف واوقات بيكون يوم في دم ويوم مافي اريد حبوب لتوقيفها لان لدي موعده...,راجعي الأخصائي,,,,1,missing key constraint,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0426315,ahdqa_0426315,ahd_heldout_safe_corpus,conditional_fts,عندما تغيب الدوره الشهريه عن موعدهااا 12 يوم هل يكون خلل؟؟ ما هي الاسباب,اعملى اختبار حمل الاول لو متزوجه اذا كان سالب اعملى سونار وتحاليل هرمونات,,,,1,missing key constraint,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_026,انا فتاة ابلغ22 عندي خلل في الدورة الحيضية تغيب لمدة 6 اشهر استعملت الكثير من الادوية دون حصول نتيجة . مع العلم اني كثيرة الشعر وخصوصافي وجهي . ماهو تشخيص...,treatment,evidence,qa::ahdqa_0612954,ahdqa_0612954,ahd_heldout_safe_corpus,conditional_fts,سالتني فتاه تبلغ من العمر ٢٠ عاما منذ بلوغها ولم يحدث انتظام ف الحيض ، لدرجة ان الدوره الشهريه كانت تتاخر لمده تتجاوز ال ٤ اشهر ثم تاتي غزيره جدا...,يجب مراجعه الطبيب و معرفه اذا كان هنالك مشاكل بالمبايض و أهمها موضوع تكيس المبايض و أخذ العلاج اللازم,,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,qa::ahd5k_03823,ahd5k_03823,preprocessed_source,vector,ماهو علاج حريق جسم الانسان,يختلف العلاج على حسب درجة الحريق ولكن كاسعاف اولى فى البيت يجب ان يكون عندك مرهم مضاد الحروق,,,,0,wrong intent,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,mention::men_exp1_0001305,ahdexp1_00932,preprocessed_source,vector,حرقان و شعور بمتلاء في البطن عند تناول الطعام,آلام المعدة الحادة من الممكن أن تكون جزءا من نزلة معوية، ويصاحبها غثيان وقيء ومغص وإسهال، وربما ترتبط هذه النزلة المعوية بوجبات ملوثة من المطاعم. وربما هناك التهاب في المعدة بسبب الجرثومة المعوية يجب مراجعة طبيب وعمل فحص الجرثومة الحلزونية وعند معرفة النتيجة اعلمنا من خلال الموقع,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,mention::men_merge_0000122,ahd10k_05459,raw_ahd_source_row,vector,اعانى من حرقان شديد فى مشط رجلى الشمال مع وجود شعيرات دموية عاملة طفح احمر تحت الجلد مع انى ذهبت لدكاترة كتير وقالوا لى انى اعانى من ضعف فى الدورة...,ننصح بمعاودة أخصائي أو عية دموية لتحديد نوع وحجم ومكان الإصابة وعوامل الإختطار المرافقة ومن ثم وضع خطة علاجية تتناسب مع طبيعتها,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,qa::ahdexp1_07558,ahdexp1_07558,preprocessed_source,vector,لو سمحت انا بقالي فتره بحس بالم في كتفي الايمن من الامام وحرقان في جلد الكتف واوقات بحس نغزه بالقرب من حلمه الصدر الايمن وقراءت عاي النت وخايف يكون سرطان,ارجو ادراج العمر. لمعرفة سبب الالم والحرقان يرجى عمل صورة لفقرات العنق وصورة تلفزيونية للثدي. اتمنى السلامة للجميع,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,mention::men_exp1_0004532,ahdexp1_05428,preprocessed_source,vector,"عندما اضع كريم على المنطقة ""العانة""اغاني من الشعور بالحرق ""أي"" الحرقة هل يكن هناك جروح أو انها طبيعة المنطقة هكذا / وهل أزور طبيبة لفحص تلك المنطقة ارجو الاجابة بسرعة",إن كنت تقصدين كريم إزالة شعر فكثيراً ما يسبب هذه الحساسية التلامسية. لذى اوقفي استعماله وعالجي الحساسية بمرهم هيدروكورتزون أو موميتازون .وازيلي الشعر بالليزر .وزيارة الطبيبة واجبة للتشخيص والعلاج.,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,mention::men_exp1_0004046,ahdexp1_02958,preprocessed_source,vector,اشعر بالاحتراق عند التنفس مع العلم اني أعاني من الحساسية الا انا هذا الاحتراق يلازمني منذ ٣ شهور و يصيبني أكثر من ٤ مرات في الاسبوع.. اني اخاف ان يكون...,ان شاءالله ماهو خطير ربما مصابه بعدوى فيروسيه بالجهاز التنفسي مع الحساسيه تشعري بالحرقان، راجعي طبيبك لوصف العلاج المناسب واعملي تحليل RAST لمعرفة سبب الحساسيه,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,qa::ahd5k_01558,ahd5k_01558,preprocessed_source,vector,أعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,لا نعرف تاريخك الصحي، مع ذلك ننصح بمعاودة طبيك لاستكمال التشخيص ووضع خطة علاجية تتناسب مع حالتك، لأن علاج ارتفاع الكوليستيرول والدهنيات يشمل أدوية وحمية وتغير نمط الحياة ولكل حالة علاجها الخاص وفق نمطها الشحمي وعوامل الاختطار التي يكشف عنها الطبيب عند التشخيص.,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,mention::men_exp1_0002331,ahdexp1_04995,preprocessed_source,vector,اعاني من التهاب في جفن العين اليسري السفلي سبب لي انتفاخ ف الجفن السفلي واحمرار وحرقه.ذهبت للصيدليه اعطاني مرهم توبريكس اخذته لمده 5 ايام والي الان لم اشعر بتحسن بماذا...,سيلزمك فحص عند طبيب العيون لوصف الدواء المناسب,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,mention::men_merge_0000011,ahd10k_06287,raw_ahd_source_row,vector,لدي انتفاخ حول فتحة الشرج مع تشقق الجلد في هذه المنطقة أشعر بألم وحرقان في الفتحة يزداد الألم عند الحاجة للتغوط أو خرووج الريح,فحص سريري,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_027,لماذا يتم تغطية الشخص المصاب بالحرق بالبطانية ؟,symptoms,evidence,qa::ahd5k_03636,ahd5k_03636,preprocessed_source,vector,كيفية التعامل مع الحريق,في البداية يجب تحديد مصدر الحرق، والاغلب يكون حرق حراري. فعندها نغسل مكان الحرق بالماء فقط لمدة لا تقل عن 3 دقائق. ومن ثم نستعمل كريمات الحروق ونغطيه حتى زيارة الطبيي,,,,1,missing key constraint,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,mention::men_merge_0005099,ahd5k_03465,preprocessed_source,vector,انا اعاني من جميع اعراض نشاط الغده الدرقيه واجريت تحليل وهذه النتائج TSH:0.32 ref range 0.35-5.5 freeT3:3 ref range 2.3-5.4 FreeT4:1.3 ref. Range 0.8-1.8 لذا هل ا عاني نشاط,هناك زيادة نشاط بسيط جدا يدعى ماقبل السريري افضل اعادة الفحص والمتابعة مع اخصائي الغدد و مبدئيا ممكن اخذ علاج preponplol 10mg ثلاث مرات يوميا,,,,0,wrong disease,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,mention::men_merge_0003421,ahd10k_04329,raw_ahd_source_row,vector,انا حسيت بدوخه اكتر من مره فعملت تحليل صورة دم وكانت النتيجة كالتالي : Haemoglobin 13.8 Red cell count 4.63 pcv 36% mcv 77.7 mch 29.8 mchc 38.3 total leucocytic...,للدوخة اسباب عديدة منها مشكلة في النظر او مشكلة في الضغط والتدخين نفسه يقلل من استهلاك الاوكسجين ويسبب دوخة والحساية التي تعاني منها لم تشرح عوارضها هل العوارض هي في الجهاز التنفسي مثلا من الجيد اللجوؤ الى طبيب لفحصك وتحديد سبب الدوخة بين الذي شرحتهم لك,,,,1,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,qa::ahdexp1_08969,ahdexp1_08969,preprocessed_source,vector,اعاني من افرازات دم وردي و انا في الاسبوع الثامن من الحمل,راجعي طبيبك,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,mention::men_merge_0003681,ahd10k_05347,raw_ahd_source_row,vector,انا عمري 21وعندي عدم توازن الجسم وصداع وزغلل عايزه اعرف انا محتاجه دكتور مخ واعصاب ولا دكتور انف واذن وحنجره,الصداع و الزغلله و عدم الاتزان ف هذا السن غالبا يكون باثر الأنيميا اكثر يكون بعمل صوره دم كامله للتأكيد من عدم وجود انيميا و معرفه الحديد بالدم أيضا من أهم الأسباب ف هذا السن هو التهابات الأذن و قصر النظر فهما من مراكز الاتزان و من مسببات الصداع و عدم التوازن السبب التالي هو اضطرابات الهرمونات الغده الدرقيه وهو ما يتم التحقق منه بعد اول سببين من الأسباب الضغط و السكر بالطبع و لكن ف هذا السن غير مرجح و لابد من معرفه مستواهم ايضا هذه هي الأسباب الخاصه بسن حضرتك حفظكم الله ورعاكم من اي شر,,,,1,missing key constraint,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,mention::men_merge_0004087,ahd10k_06879,raw_ahd_source_row,vector,السلام عليكم انا بنت يكون مع خروجي دم مااعرف السبب,ممكن يكون بسبب بواسير ام نزف من القولون عليكي مراجعه طبيب جراحه,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,mention::men_merge_0003680,ahd10k_00769,raw_ahd_source_row,vector,اعانى من صداع شديد فى الراس و الرقبة وعدم القدرة على الرؤية بشكل صحيح رغم اننى كشفت نظر ونظرى سليم جدا وعدم التركيز والنسيان بطريقة غريبة وعندما فعلت رنين مغناطيسي...,تحياتي لك لاداعي للقلق ولكن هذا الورم لايسبب هذه الأعراض ولابد من عمل الفحوصات الطبية مثل تحليل صوره الدم الكامله لأنه قد يكون هنالك انيميا تسبب هذه الأعراض أو قد يكون هنالك مشاكل في ضغط الدم فيجب اولا عمل الفحوصات لمعرفة السبب وأخذ العلاج المناسب,,,,1,missing key constraint,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,relation,rel_v2_a0c98050c4da971b,ahdexp1_05945,preprocessed_source,graph_relation,,تعبني | اشعة مقطعية بلغم كثيف تعبني اشعة مقطعية,INVESTIGATED_BY,تعب,اشعة مقطعية,0,wrong intent,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,qa::ahd10k_03104,ahd10k_03104,raw_ahd_source_row,vector,أشعر بتعب دائم و مرات دوخة ووانهاك في جسمي التحتليل: vit D12.6/Hemo9.8/Héma32.2/VGM67.8/TCMH20.6/CCMH30.5أخذت مشروب لفقر الدم و ابرة د3 و لكن مازال الحال نفسه؟,لابد من وصول فيتامين د الى معدل اكثر من ٣٠ والهيموجلوبين الى اكثر من ١٢ لذا يجب اخذ فيتامين د بتركيز ٥٠٠٠٠ وحدة اسبوعيا لمدة ٨ اسابيع واقراص الحديد فيرومين مرتين يوميا كما يجب معرفة سبب نقص الهيموجلوبين وعلاجه كمشاكل غزارة الدورة الشهرية. ويجب الا ننسى خمول الغدة الدرقية والتي تحتاج فحص يسمى TSH,,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,qa::ahdexp1_03853,ahdexp1_03853,preprocessed_source,vector,السلام عليكم عندي مشكل ارجوا النصيحة هذه اربعة ايام انتهت مني الدورة الشهرية ودالبارحة كالعادة استحممت لأباشر الصلاة لاكن مباشرة بعد الاستحمام نزل مني دم ممزوج بالافرازات البيضاء عند التبول...,"انصحك بعمل فحص للبول للتاكد من وجود دم في لبول من عدمه, اما باقي الاسباب التي ذكرت كلها ممكنة.",,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,mention::men_merge_0003575,ahd10k_07661,raw_ahd_source_row,vector,اعاني من هبوط الضغط والتعب بعد الاكل مباشره ومن الغازات بشكل مزعج سويت تحاليل دم وسكر وفيتامينات وهرمونات كلها سليمة ولكن الضغط مستمر والغازات اخذت لها علاج لخمس ايام ولا...,لا داعي للقلق فقد تكون بسبب تهيج قولوني ليس أكثر، لكن هناك اسباب أخرى كثيرة والفحص الطبي السريري يسمح بالتحقق,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_028,"السلام عليكم و رحمة الله و بركاته في الاَونة الأجيرة بدأت أحس بتعب و خمول فعملت تحاليل و ها هي النتائج globules rouges 4,18 hemoglobine 11,1 hematocrite 34,1 V.G.M 81,6...",tests_diagnosis,evidence,qa::ahd10k_08715,ahd10k_08715,raw_ahd_source_row,vector,"عمري ٢٢ غير حامل عملت CBC طلع mcv72 ,22mch ناقص وباقي التحليل كله في الرينج الطبيعي حتى الهيموغلوبين وHCT و RBCطبيعي ،بعدها عملت Ferritin ,b12طبيعي معappearance of immature granulocytes بنسبه...",اعملي نسبه الiron وايضا كم نسبه الferitin,,,,1,different clinical scenario,,GPT-5.6 Thinking,annotated,
