entity_id,canonical_name,canonical_name_norm,entity_type,entity_quality,is_actionable_medical_entity,aliases,mention_count,source_chunk_count,qa_count,avg_confidence,source_chunks,source_models,qa_ids
ent_diseasecondition_1cda0b09f82c,الكوليسترول,الكوليسترول,DiseaseCondition,high,true,"[""الكوليسترول""]",1,1,1,0.850,"[""chunk_00143""]","[""llama-3.1-8b-instant""]","[""ahd5k_00171""]"
ent_diseasecondition_4171598a5900,اللثة,اللثه,DiseaseCondition,high,true,"[""اللثة"", ""اللثه"", ""لثة""]",6,1,6,0.850,"[""chunk_00113""]","[""llama-3.1-8b-instant""]","[""ahd5k_00736"", ""ahd5k_01751"", ""ahd5k_02169"", ""ahd5k_02245"", ""ahd5k_02618"", ""ahd5k_03427""]"
ent_diseasecondition_d2e284c27e53,اللمف,اللمف,DiseaseCondition,high,true,"[""اللمف"", ""سائل"", ""سائل شفاف""]",1,1,1,0.850,"[""chunk_00024""]","[""llama-3.1-8b-instant""]","[""ahd5k_00291""]"
ent_diseasecondition_86e897b1e25a,الملوية البوابية,الملويه البوابيه,DiseaseCondition,high,true,"[""الملوية البوابية""]",1,1,1,0.850,"[""chunk_00183""]","[""llama-3.1-8b-instant""]","[""ahd5k_03807""]"
ent_diseasecondition_1d360e20e36c,الموت الدماغي,الموت الدماغي,DiseaseCondition,high,true,"[""الموت الدماغي"", ""موت دماغى""]",1,1,1,0.850,"[""chunk_00024""]","[""llama-3.1-8b-instant""]","[""ahd5k_04739""]"
ent_diseasecondition_a2bb8f572461,النخاع الشوكي,النخاع الشوكي,DiseaseCondition,high,true,"[""النخاع الشوكي"", ""نخاع شوكى""]",1,1,1,0.850,"[""chunk_00024""]","[""llama-3.1-8b-instant""]","[""ahd5k_04739""]"
ent_diseasecondition_532d066568cb,النسيج,النسيج,DiseaseCondition,high,true,"[""النسيج"", ""نسيج""]",1,1,1,0.850,"[""chunk_00080""]","[""llama-3.1-8b-instant""]","[""ahd5k_00924""]"
ent_diseasecondition_77d1494eeb4a,النسيج المحيط,النسيج المحيط,DiseaseCondition,high,true,"[""النسيج المحيط"", ""نسيج محيط""]",1,1,1,0.850,"[""chunk_00080""]","[""llama-3.1-8b-instant""]","[""ahd5k_00924""]"
ent_diseasecondition_1624385f1d65,النسيج المحيط بالفتحة,النسيج المحيط بالفتحه,DiseaseCondition,high,true,"[""النسيج المحيط بالفتحة"", ""نسيج محيط بالفتحة""]",1,1,1,0.850,"[""chunk_00080""]","[""llama-3.1-8b-instant""]","[""ahd5k_00924""]"
ent_diseasecondition_bad4a78d1afb,النسيج فوق الدعامات,النسيج فوق الدعامات,DiseaseCondition,high,true,"[""النسيج فوق الدعامات"", ""نسيج فوق""]",1,1,1,0.850,"[""chunk_00080""]","[""llama-3.1-8b-instant""]","[""ahd5k_00924""]"
ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,النقص الشديد للصفايح,DiseaseCondition,high,true,"[""ITP"", ""النقص الشديد للصفائح"", ""نقص الصفائح""]",3,1,1,0.950,"[""chunk_00057""]","[""llama-3.1-8b-instant""]","[""ahd5k_00203""]"
ent_diseasecondition_7a635a09206f,الورم الدماغي,الورم الدماغي,DiseaseCondition,high,true,"[""الورم الدماغي""]",1,1,1,0.850,"[""chunk_00028""]","[""llama-3.1-8b-instant""]","[""ahd5k_03284""]"
ent_diseasecondition_0c001085703e,الورم النقوي المتعدد,الورم النقوي المتعدد,DiseaseCondition,high,true,"[""الورم النقوي المتعدد""]",1,1,1,0.950,"[""chunk_00041""]","[""llama-3.1-8b-instant""]","[""ahd5k_01930""]"
ent_diseasecondition_deb4b94517cc,إمساك,امساك,DiseaseCondition,high,true,"[""إمساك"", ""امساك"", ""امساك شديد""]",4,1,3,0.950,"[""chunk_00185""]","[""llama-3.1-8b-instant""]","[""ahd5k_01998"", ""ahd5k_04017"", ""ahd5k_04323""]"
ent_diseasecondition_58d7d4ebddc3,انخفاض ضغط الدم,انخفاض ضغط الدم,DiseaseCondition,high,true,"[""انخفاض ضغط الدم""]",1,1,1,0.800,"[""chunk_00069""]","[""llama-3.1-8b-instant""]","[""ahd5k_04701""]"
ent_diseasecondition_8900ade247cb,انزلاق أنقي,انزلاق انقي,DiseaseCondition,high,true,"[""انزلاق أنقي"", ""انزلاق انقي""]",1,1,1,0.829,"[""chunk_00139""]","[""llama-3.1-8b-instant""]","[""ahd5k_00754""]"
ent_diseasecondition_5490429a16c5,انزلاق غضروفي عنقي,انزلاق غضروفي عنقي,DiseaseCondition,high,true,"[""انزلاق غضروفي عنقي""]",1,1,1,0.950,"[""chunk_00133""]","[""llama-3.1-8b-instant""]","[""ahd5k_04468""]"
ent_diseasecondition_94a9a87f1248,انفراص,انفراص,DiseaseCondition,high,true,"[""انفراص"", ""انقراص""]",1,1,1,0.850,"[""chunk_00032""]","[""llama-3.1-8b-instant""]","[""ahd5k_00088""]"
ent_diseasecondition_bcda4485dd1d,انقراص,انقراص,DiseaseCondition,high,true,"[""انفراص"", ""انقراص""]",1,1,1,0.850,"[""chunk_00032""]","[""llama-3.1-8b-instant""]","[""ahd5k_00088""]"
ent_diseasecondition_884ee2807f70,بروثرومبين,بروثرومبين,DiseaseCondition,high,true,"[""بروثرومبين""]",1,1,1,0.850,"[""chunk_00040""]","[""llama-3.1-8b-instant""]","[""ahd5k_00679""]"
ent_diseasecondition_28abf8165f28,بيلة الميوغلوبين,بيله الميوغلوبين,DiseaseCondition,high,true,"[""بيلة الميوغلوبين"", ""مرض بيلة الميوغلوبين""]",2,1,1,0.950,"[""chunk_00038""]","[""llama-3.1-8b-instant""]","[""ahd5k_03468""]"
ent_diseasecondition_517952691aa3,تخم البروستاتا الحميد,تخم البروستاتا الحميد,DiseaseCondition,high,true,"[""تخم البروستاتا الحميد""]",1,1,1,0.850,"[""chunk_00190""]","[""llama-3.1-8b-instant""]","[""ahd5k_04948""]"
ent_diseasecondition_190a32dbb9bd,تسوس الأسنان,تسوس الاسنان,DiseaseCondition,high,true,"[""تسوس الأسنان"", ""تسوس الأسنان أو أي خراجات باللثة""]",1,1,1,0.950,"[""chunk_00055""]","[""llama-3.1-8b-instant""]","[""ahd5k_04844""]"
ent_diseasecondition_c0d08edb6394,تشمع الكبد,تشمع الكبد,DiseaseCondition,high,true,"[""تشمع"", ""تشمع الكبد""]",1,1,1,0.850,"[""chunk_00174""]","[""llama-3.1-8b-instant""]","[""ahd5k_02213""]"
ent_diseasecondition_35d61a018e10,تشوه,تشوه,DiseaseCondition,high,true,"[""تشوه"", ""تشوهات""]",1,1,1,0.950,"[""chunk_00150""]","[""llama-3.1-8b-instant""]","[""ahd5k_03355""]"
ent_diseasecondition_b50b108a90f4,تشوهات,تشوهات,DiseaseCondition,high,true,"[""تشوه"", ""تشوهات""]",1,1,1,0.950,"[""chunk_00150""]","[""llama-3.1-8b-instant""]","[""ahd5k_03355""]"
ent_diseasecondition_7f2969b272b5,تشوهات خلقية,تشوهات خلقيه,DiseaseCondition,high,true,"[""تشوهات"", ""تشوهات خلقية""]",3,2,2,0.850,"[""chunk_00044"", ""chunk_00045""]","[""llama-3.1-8b-instant""]","[""ahd5k_03238"", ""ahd5k_04509""]"
ent_diseasecondition_44e90462f6cf,تصلب الشرايين,تصلب الشرايين,DiseaseCondition,high,true,"[""تصلب الشرايين""]",2,1,1,0.850,"[""chunk_00071""]","[""llama-3.1-8b-instant""]","[""ahd5k_04630""]"
ent_diseasecondition_4453ab65a84b,تضخم,تضخم,DiseaseCondition,high,true,"[""تضخم"", ""تضخم في الارداف""]",1,1,1,0.850,"[""chunk_00046""]","[""llama-3.1-8b-instant""]","[""ahd5k_00647""]"
ent_diseasecondition_7ac7135caacd,تضخم الغدد اللمفية,تضخم الغدد اللمفيه,DiseaseCondition,high,true,"[""تضخم الغدد اللمفية"", ""تضخم الغدد اللمفية الموضعية""]",1,1,1,0.950,"[""chunk_00055""]","[""llama-3.1-8b-instant""]","[""ahd5k_04844""]"
ent_diseasecondition_2e5268a07754,تضيق الشرايين,تضيق الشرايين,DiseaseCondition,high,true,"[""تضيق الشرايين"", ""تضيق الشرايين القلبية""]",2,1,2,0.850,"[""chunk_00080""]","[""llama-3.1-8b-instant""]","[""ahd5k_00391"", ""ahd5k_01704""]"
ent_diseasecondition_0058b0001848,تضيق القنوات الموجودة داخل الكبد,تضيق القنوات الموجوده داخل الكبد,DiseaseCondition,high,true,"[""تضيق القنوات"", ""تضيق القنوات الموجودة داخل الكبد""]",1,1,1,0.850,"[""chunk_00174""]","[""llama-3.1-8b-instant""]","[""ahd5k_00255""]"
ent_diseasecondition_a69e12c09129,تكيس المابيض,تكيس المابيض,DiseaseCondition,high,true,"[""بداية تكيس المابيض"", ""تكيس المابيض""]",1,1,1,0.850,"[""chunk_00095""]","[""llama-3.1-8b-instant""]","[""ahd5k_04038""]"
ent_diseasecondition_d56405bafefa,تكيس المبايض,تكيس المبايض,DiseaseCondition,high,true,"[""تكيس المبايض"", ""تكيس المبيض""]",2,2,2,0.950,"[""chunk_00161"", ""chunk_00184""]","[""llama-3.1-8b-instant""]","[""ahd5k_00772"", ""ahd5k_04832""]"
ent_diseasecondition_385230d505f3,تهاب,تهاب,DiseaseCondition,high,true,"[""التهاب"", ""تهاب"", ""تهاب الحلق"", ""تهاب القصبات""]",16,9,15,0.850,"[""chunk_00090"", ""chunk_00109"", ""chunk_00120"", ""chunk_00127"", ""chunk_00136"", ""chunk_00167"", ""chunk_00181"", ""chunk_00188"", ""chunk_00191""]","[""llama-3.1-8b-instant""]","[""ahd5k_00142"", ""ahd5k_00162"", ""ahd5k_00369"", ""ahd5k_00372"", ""ahd5k_00714"", ""ahd5k_00791"", ""ahd5k_00891"", ""ahd5k_01491"", ""ahd5k_01567"", ""ahd5k_01579"", ""ahd5k_01750"", ""ahd5k_02037"", ""ahd5k_03671"", ""ahd5k_04235"", ""ahd5k_04258""]"
ent_diseasecondition_109e661e0028,تهاب الغدة الدرقية,تهاب الغده الدرقيه,DiseaseCondition,high,true,"[""التهاب"", ""تهاب"", ""تهاب الغدة الدرقية""]",1,1,1,0.850,"[""chunk_00170""]","[""llama-3.1-8b-instant""]","[""ahd5k_02685""]"
ent_diseasecondition_78b578d6c9c9,توقف القلب,توقف القلب,DiseaseCondition,high,true,"[""توقف القلب""]",2,1,1,0.850,"[""chunk_00193""]","[""llama-3.1-8b-instant""]","[""ahd5k_00235""]"
ent_diseasecondition_3af83594d14c,تيفود,تيفود,DiseaseCondition,high,true,"[""تيفود""]",1,1,1,0.850,"[""chunk_00188""]","[""llama-3.1-8b-instant""]","[""ahd5k_03524""]"
ent_diseasecondition_632b4053c8a7,ثلاسيميا,ثلاسيميا,DiseaseCondition,high,true,"[""ثلاسيميا"", ""صفة الثلاسيميا""]",1,1,1,0.850,"[""chunk_00056""]","[""llama-3.1-8b-instant""]","[""ahd5k_02443""]"
ent_diseasecondition_93e6689ea10d,جلطة الاورده العميقه,جلطه الاورده العميقه,DiseaseCondition,high,true,"[""جلطة الاورده العميقه""]",1,1,1,0.850,"[""chunk_00071""]","[""llama-3.1-8b-instant""]","[""ahd5k_04630""]"
ent_diseasecondition_2f75d3dabe0b,حساسية,حساسيه,DiseaseCondition,high,true,"[""ارتكاريا"", ""التهاب"", ""حساسية"", ""حساسية الصدر"", ""حساسية جلديه"", ""حساسية شقية"", ""حساسيه"", ""ربو"", ""نزلة معوية""]",36,25,35,0.882,"[""chunk_00001"", ""chunk_00002"", ""chunk_00003"", ""chunk_00004"", ""chunk_00005"", ""chunk_00006"", ""chunk_00007"", ""chunk_00009"", ""chunk_00013"", ""chunk_00014"", ""chunk_00019"", ""chunk_00028"", ""chunk_00068"", ""chunk_00082"", ""chunk_00089"", ""chunk_00096"", ""chunk_00098"", ""chunk_00114"", ""chunk_00119"", ""chunk_00122"", ""chunk_00127"", ""chunk_00130"", ""chunk_00136"", ""chunk_00191"", ""chunk_00195""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_00010"", ""ahd5k_00020"", ""ahd5k_00069"", ""ahd5k_00133"", ""ahd5k_00142"", ""ahd5k_00481"", ""ahd5k_00614"", ""ahd5k_00683"", ""ahd5k_00695"", ""ahd5k_00812"", ""ahd5k_00864"", ""ahd5k_00887"", ""ahd5k_00931"", ""ahd5k_00963"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01231"", ""ahd5k_01236"", ""ahd5k_01245"", ""ahd5k_01418"", ""ahd5k_01836"", ""ahd5k_02039"", ""ahd5k_02115"", ""ahd5k_02124"", ""ahd5k_02470"", ""ahd5k_02556"", ""ahd5k_02966"", ""ahd5k_03068"", ""ahd5k_03098"", ""ahd5k_03258"", ""ahd5k_03626"", ""ahd5k_03762"", ""ahd5k_04144"", ""ahd5k_04235"", ""ahd5k_04347""]"
ent_diseasecondition_22b7b2b1b34f,حساسية البروتين البقري,حساسيه البروتين البقري,DiseaseCondition,high,true,"[""حساسية البروتين البقري""]",1,1,1,0.950,"[""chunk_00112""]","[""llama-3.1-8b-instant""]","[""ahd5k_04793""]"
ent_diseasecondition_250910ab0701,حساسية الصدر,حساسيه الصدر,DiseaseCondition,high,true,"[""حساسية"", ""حساسية الصدر"", ""ربو""]",4,3,4,0.850,"[""chunk_00004"", ""chunk_00096"", ""chunk_00172""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_00931"", ""ahd5k_03243"", ""ahd5k_03662"", ""ahd5k_04490""]"
ent_diseasecondition_c089d34028d0,حمى عضة الجرذ,حمي عضه الجرذ,DiseaseCondition,high,true,"[""حمى عضة الجرذ"", ""حمى عضة الجرذون"", ""حمى عضة الفأر""]",1,1,1,0.950,"[""chunk_00198""]","[""llama-3.1-8b-instant""]","[""ahd5k_01255""]"
ent_diseasecondition_21009b0da809,حمى عضة الجرذون,حمي عضه الجرذون,DiseaseCondition,high,true,"[""حمى عضة الجرذ"", ""حمى عضة الجرذون"", ""حمى عضة الفأر""]",1,1,1,0.950,"[""chunk_00198""]","[""llama-3.1-8b-instant""]","[""ahd5k_01255""]"
ent_diseasecondition_6ac8dc82e106,حمى عضة الفأر,حمي عضه الفار,DiseaseCondition,high,true,"[""حمى عضة الجرذ"", ""حمى عضة الفأر""]",1,1,1,0.950,"[""chunk_00198""]","[""llama-3.1-8b-instant""]","[""ahd5k_01255""]"
ent_diseasecondition_16a389cfd1bd,دبوس,دبوس,DiseaseCondition,high,true,"[""دبوس""]",1,1,1,0.950,"[""chunk_00200""]","[""llama-3.1-8b-instant""]","[""ahd5k_01295""]"
ent_diseasecondition_93017f24bceb,دهون ثلاثية,دهون ثلاثيه,DiseaseCondition,high,true,"[""دهون ثلاثية""]",1,1,1,0.850,"[""chunk_00090""]","[""llama-3.1-8b-instant""]","[""ahd5k_04045""]"
ent_diseasecondition_c7baf8534e07,دوالي الخصية,دوالي الخصيه,DiseaseCondition,high,true,"[""دوالي الخصية"", ""دوالي الخصيه""]",1,1,1,0.850,"[""chunk_00033""]","[""llama-3.1-8b-instant""]","[""ahd5k_00261""]"
ent_diseasecondition_c4254d272647,دوالي الساقين,دوالي الساقين,DiseaseCondition,high,true,"[""دوالي"", ""دوالي الساقين""]",2,1,1,0.950,"[""chunk_00011""]","[""llama-3.3-70b-versatile""]","[""ahd5k_04697""]"
ent_diseasecondition_1c50bd11c45a,ربو,ربو,DiseaseCondition,high,true,"[""ربو""]",5,5,5,0.800,"[""chunk_00001"", ""chunk_00002"", ""chunk_00004"", ""chunk_00009"", ""chunk_00014""]","[""llama-3.3-70b-versatile""]","[""ahd5k_00510"", ""ahd5k_00614"", ""ahd5k_00887"", ""ahd5k_00970"", ""ahd5k_03662""]"
ent_diseasecondition_0643ed72d249,سرطان القولون,سرطان القولون,DiseaseCondition,high,true,"[""سرطان القولون"", ""سرطان المستقيم""]",1,1,1,0.900,"[""chunk_00029""]","[""llama-3.1-8b-instant""]","[""ahd5k_02207""]"
ent_diseasecondition_048de7f33784,سرطان المستقيم,سرطان المستقيم,DiseaseCondition,high,true,"[""سرطان القولون"", ""سرطان المستقيم""]",1,1,1,0.950,"[""chunk_00029""]","[""llama-3.1-8b-instant""]","[""ahd5k_02207""]"
ent_diseasecondition_4393a2bf88a6,سكر,سكر,DiseaseCondition,high,true,"[""سكر"", ""مرض السكر""]",1,1,1,0.850,"[""chunk_00087""]","[""llama-3.1-8b-instant""]","[""ahd5k_03801""]"
ent_diseasecondition_aa9977b6b112,سكري,سكري,DiseaseCondition,high,true,"[""سكري"", ""مرتفع""]",3,1,2,0.950,"[""chunk_00141""]","[""llama-3.1-8b-instant""]","[""ahd5k_01577"", ""ahd5k_03627""]"
ent_diseasecondition_2cbe61e08310,سمنة الأرداف,سمنه الارداف,DiseaseCondition,high,true,"[""سمنة الأرداف"", ""سمنة الارداف""]",2,1,2,0.850,"[""chunk_00043""]","[""llama-3.1-8b-instant""]","[""ahd5k_00643"", ""ahd5k_03893""]"
ent_diseasecondition_7f8719b1c99d,سيستي هيدروما,سيستي هيدروما,DiseaseCondition,high,true,"[""Systic Hygroma"", ""سيستي هيدروما""]",2,1,1,0.850,"[""chunk_00043""]","[""llama-3.1-8b-instant""]","[""ahd5k_03893""]"
ent_diseasecondition_1730144a5e89,شظايا القنابل الصغيرة الانشطارية,شظايا القنابل الصغيره الانشطاريه,DiseaseCondition,high,true,"[""شظايا القنابل الصغيرة الانشطارية""]",1,1,1,0.950,"[""chunk_00200""]","[""llama-3.1-8b-instant""]","[""ahd5k_01290""]"
ent_diseasecondition_2a6dda2fbaec,شفة مشقوقة,شفه مشقوقه,DiseaseCondition,high,true,"[""شفة ارنبية"", ""شفة مشقوقة""]",1,1,1,0.850,"[""chunk_00154""]","[""llama-3.1-8b-instant""]","[""ahd5k_01266""]"
ent_diseasecondition_bd502372680c,شلل العصب السابع,شلل العصب السابع,DiseaseCondition,high,true,"[""شلل العصب السابع""]",1,1,1,0.850,"[""chunk_00033""]","[""llama-3.1-8b-instant""]","[""ahd5k_01221""]"
ent_diseasecondition_7754d34e2c52,شيب,شيب,DiseaseCondition,high,true,"[""شيب"", ""شيب المبكر""]",1,1,1,0.850,"[""chunk_00022""]","[""llama-3.1-8b-instant""]","[""ahd5k_04612""]"
ent_diseasecondition_1cff9c5dbe9e,صرع,صرع,DiseaseCondition,high,true,"[""داء الصرع"", ""شحنات كهرباء"", ""صرع"", ""كهرباء زائدة""]",2,1,1,0.950,"[""chunk_00016""]","[""llama-3.3-70b-versatile""]","[""ahd5k_02823""]"
ent_diseasecondition_cbcc5fb6bf54,صغر الثدي,صغر الثدي,DiseaseCondition,high,true,"[""صغر الثدي""]",1,1,1,0.850,"[""chunk_00020""]","[""llama-3.3-70b-versatile""]","[""ahd5k_01423""]"
ent_diseasecondition_de01cca177b2,صمام القلب,صمام القلب,DiseaseCondition,high,true,"[""صمام"", ""صمام القلب""]",2,1,2,0.850,"[""chunk_00080""]","[""llama-3.1-8b-instant""]","[""ahd5k_00391"", ""ahd5k_02217""]"
ent_diseasecondition_04b436ff2a98,ضرس العقل,ضرس العقل,DiseaseCondition,high,true,"[""ضرس العقل""]",1,1,1,0.850,"[""chunk_00116""]","[""llama-3.1-8b-instant""]","[""ahd5k_04356""]"
ent_diseasecondition_66e69e23fa2d,عسر الهضم,عسر الهضم,DiseaseCondition,high,true,"[""عسر الهضم""]",1,1,1,0.950,"[""chunk_00187""]","[""llama-3.1-8b-instant""]","[""ahd5k_02673""]"
ent_diseasecondition_88a350b88c4d,عضلات الصدر,عضلات الصدر,DiseaseCondition,high,true,"[""عضلات الصدر""]",1,1,1,0.850,"[""chunk_00132""]","[""llama-3.1-8b-instant""]","[""ahd5k_00804""]"
ent_diseasecondition_c123927b86ec,عقيدات الغدة الدرقية,عقيدات الغده الدرقيه,DiseaseCondition,high,true,"[""عقيدات الغدة الدرقية"", ""كتلة في الغدة الدرقية""]",1,1,1,0.950,"[""chunk_00162""]","[""llama-3.1-8b-instant""]","[""ahd5k_02200""]"
ent_diseasecondition_987cc3cc606f,علم التشريح,علم التشريح,DiseaseCondition,high,true,"[""علم التشريح""]",1,1,1,0.950,"[""chunk_00036""]","[""llama-3.1-8b-instant""]","[""ahd5k_04679""]"
ent_diseasecondition_f3a36190d8c6,فايروس الكبد,فايروس الكبد,DiseaseCondition,high,true,"[""فايروس الكبد"", ""فايروس الكبد من النوع بي""]",2,1,1,0.950,"[""chunk_00050""]","[""llama-3.1-8b-instant""]","[""ahd5k_00597""]"
ent_diseasecondition_28f5fc799e65,فرط الحساسية,فرط الحساسيه,DiseaseCondition,high,true,"[""فرط الحساسية""]",1,1,1,0.850,"[""chunk_00129""]","[""llama-3.1-8b-instant""]","[""ahd5k_02023""]"
ent_diseasecondition_a8997ac91159,فطريات,فطريات,DiseaseCondition,high,true,"[""فطريات""]",2,1,2,0.850,"[""chunk_00136""]","[""llama-3.1-8b-instant""]","[""ahd5k_00142"", ""ahd5k_01874""]"
ent_diseasecondition_9719230327a2,فقر الدم,فقر الدم,DiseaseCondition,high,true,"[""انيميا"", ""انيميا الفول"", ""فقر الدم"", ""فقر الدم الانحلالي"", ""فقر الدم عن نقص الحديد"", ""فقر الدم عند طفل عمره ١٣ سنة"", ""نقص في الدم""]",42,11,19,0.883,"[""chunk_00049"", ""chunk_00053"", ""chunk_00054"", ""chunk_00056"", ""chunk_00058"", ""chunk_00059"", ""chunk_00067"", ""chunk_00085"", ""chunk_00100"", ""chunk_00135"", ""chunk_00182""]","[""llama-3.1-8b-instant""]","[""ahd5k_00543"", ""ahd5k_00594"", ""ahd5k_00655"", ""ahd5k_00681"", ""ahd5k_00696"", ""ahd5k_00757"", ""ahd5k_00838"", ""ahd5k_00855"", ""ahd5k_01162"", ""ahd5k_01325"", ""ahd5k_01394"", ""ahd5k_01903"", ""ahd5k_02292"", ""ahd5k_02472"", ""ahd5k_02546"", ""ahd5k_03400"", ""ahd5k_03651"", ""ahd5k_03707"", ""ahd5k_04046""]"
ent_diseasecondition_99d821e71fc1,فقر دم,فقر دم,DiseaseCondition,high,true,"[""فقر دم""]",1,1,1,0.850,"[""chunk_00020""]","[""llama-3.3-70b-versatile""]","[""ahd5k_01178""]"
ent_diseasecondition_56b595f8a1f5,فيروس الكبد الوبائي,فيروس الكبد الوبايي,DiseaseCondition,high,true,"[""فيروس الكبد"", ""فيروس الكبد الوبائي""]",1,1,1,0.850,"[""chunk_00174""]","[""llama-3.1-8b-instant""]","[""ahd5k_04633""]"
ent_diseasecondition_780d3bf613f5,قرحة,قرحه,DiseaseCondition,high,true,"[""قرحة""]",2,1,1,0.850,"[""chunk_00190""]","[""llama-3.1-8b-instant""]","[""ahd5k_01066""]"
ent_diseasecondition_02f1ee13cca6,قولون عصبي,قولون عصبي,DiseaseCondition,high,true,"[""قولون العصبي"", ""قولون عصبي""]",2,2,2,0.925,"[""chunk_00185"", ""chunk_00187""]","[""llama-3.1-8b-instant""]","[""ahd5k_01998"", ""ahd5k_02673""]"
ent_diseasecondition_63c6ebfcb439,كسر,كسر,DiseaseCondition,high,true,"[""كسر""]",1,1,1,0.950,"[""chunk_00133""]","[""llama-3.1-8b-instant""]","[""ahd5k_04078""]"
ent_diseasecondition_050f0f4f890b,كسل بالغدة الدرقية,كسل بالغده الدرقيه,DiseaseCondition,high,true,"[""كسل بالغدة الدرقية""]",1,1,1,0.850,"[""chunk_00022""]","[""llama-3.1-8b-instant""]","[""ahd5k_04779""]"
ent_diseasecondition_677ee50113db,كلسترول,كلسترول,DiseaseCondition,high,true,"[""كلسترول""]",1,1,1,0.850,"[""chunk_00090""]","[""llama-3.1-8b-instant""]","[""ahd5k_04045""]"
ent_diseasecondition_304bdda1e242,كيس الشعر,كيس الشعر,DiseaseCondition,high,true,"[""كيس الشعر""]",1,1,1,0.850,"[""chunk_00128""]","[""llama-3.1-8b-instant""]","[""ahd5k_03594""]"
ent_diseasecondition_3a654f2d937a,متلازمة Chiari,متلازمه chiari,DiseaseCondition,high,true,"[""متلازمة Chiari""]",1,1,1,0.850,"[""chunk_00146""]","[""llama-3.1-8b-instant""]","[""ahd5k_00604""]"
ent_diseasecondition_d489c6c854f4,متلازمة خلية منجلية,متلازمه خليه منجليه,DiseaseCondition,high,true,"[""متلازمة"", ""متلازمة خلية منجلية""]",1,1,1,0.950,"[""chunk_00060""]","[""llama-3.1-8b-instant""]","[""ahd5k_03561""]"
ent_diseasecondition_4b1ef800ffb3,متلازمة فالدنستروم,متلازمه فالدنستروم,DiseaseCondition,high,true,"[""متلازمة فالدنستروم""]",1,1,1,0.950,"[""chunk_00041""]","[""llama-3.1-8b-instant""]","[""ahd5k_01930""]"
ent_diseasecondition_a7e5e3f0d48d,متلازمة كلاينفلتر,متلازمه كلاينفلتر,DiseaseCondition,high,true,"[""كلاينفلتر"", ""متلازمة كلاينفلتر""]",3,2,2,0.850,"[""chunk_00046"", ""chunk_00047""]","[""llama-3.1-8b-instant""]","[""ahd5k_02667"", ""ahd5k_03496""]"
ent_diseasecondition_380db6d92562,مرض السكري,مرض السكري,DiseaseCondition,high,true,"[""السكري"", ""سكري"", ""مرض السكرى"", ""مرض السكري""]",10,6,10,0.900,"[""chunk_00014"", ""chunk_00028"", ""chunk_00052"", ""chunk_00061"", ""chunk_00071"", ""chunk_00084""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_01294"", ""ahd5k_01358"", ""ahd5k_01551"", ""ahd5k_02607"", ""ahd5k_03015"", ""ahd5k_03068"", ""ahd5k_03284"", ""ahd5k_04630"", ""ahd5k_04912"", ""ahd5k_04944""]"
ent_diseasecondition_22348d970227,مرض الغدة الدرقية,مرض الغده الدرقيه,DiseaseCondition,high,true,"[""حساسية الصدر"", ""مرض الغدة الدرقية""]",2,1,1,0.950,"[""chunk_00169""]","[""llama-3.1-8b-instant""]","[""ahd5k_00035""]"
ent_diseasecondition_09dfb160ec9a,مرض جريفز,مرض جريفز,DiseaseCondition,high,true,"[""اضطرابات المناعة الذاتية الوراثية"", ""مرض جريفز""]",1,1,1,0.950,"[""chunk_00162""]","[""llama-3.1-8b-instant""]","[""ahd5k_02200""]"
ent_diseasecondition_1f4ad1fc407f,ملاريا,ملاريا,DiseaseCondition,high,true,"[""فقدان الشهية والرغبة في الاستفراغ"", ""ملاريا""]",1,1,1,0.850,"[""chunk_00190""]","[""llama-3.1-8b-instant""]","[""ahd5k_00916""]"
ent_diseasecondition_e33658f424f6,ملازمة داون,ملازمه داون,DiseaseCondition,high,true,"[""ملازمة داون""]",1,1,1,0.850,"[""chunk_00035""]","[""llama-3.1-8b-instant""]","[""ahd5k_04031""]"
ent_diseasecondition_c294dde65052,نزلة معوية,نزله معويه,DiseaseCondition,high,true,"[""نزلة معوية"", ""نزله معويه""]",2,2,2,0.850,"[""chunk_00001"", ""chunk_00180""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_00012"", ""ahd5k_03626""]"
ent_diseasecondition_e7ca942c5236,نزيف بسيط,نزيف بسيط,DiseaseCondition,high,true,"[""نزيف بسيط""]",1,1,1,0.950,"[""chunk_00200""]","[""llama-3.1-8b-instant""]","[""ahd5k_02003""]"
ent_diseasecondition_532f5db9617f,نشاط الغدة الدرقية,نشاط الغده الدرقيه,DiseaseCondition,high,true,"[""نشاط الدرقية"", ""نشاط الغدة الدرقية""]",1,1,1,0.950,"[""chunk_00162""]","[""llama-3.1-8b-instant""]","[""ahd5k_02200""]"
ent_diseasecondition_ddc87069534f,نقص الحليب,نقص الحليب,DiseaseCondition,high,true,"[""نقص الحليب""]",1,1,1,0.850,"[""chunk_00130""]","[""llama-3.1-8b-instant""]","[""ahd5k_03565""]"
