mention_id,entity_id,canonical_name,entity_type,chunk_id,qa_id,source_row_number,surface_form,field,evidence,extraction_method,provider,model,confidence
men_llm_0000258,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,chunk_00051,ahd5k_01761,519776,ضغط الدم,question,ضغط الدم منخفض للغاية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000259,ent_treatment_470ecec01368,حبوب الأسبرين,Treatment,chunk_00051,ahd5k_01005,743021,حبوب الأسبرين,answer,حبوب الأسبرين لحماية القلب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000260,ent_treatment_6066173509fd,اللحوم الحمراء,Treatment,chunk_00051,ahd5k_01005,743021,اللحوم الحمراء,answer,قلل من اللحوم الحمراء والكلاوي والكبد,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000261,ent_treatment_249018a21aa8,القهوة,Treatment,chunk_00051,ahd5k_01761,519776,قهوة,answer,شرب قهوة مع الاكل,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000262,ent_diseasecondition_e04a557cb82b,Acanthosis nigricans,DiseaseCondition,chunk_00052,ahd5k_04944,772354,acanthosis nigricans,answer,مرض الاديسون هو سبب اخر لتغيير لون الجلد الي اسود,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000263,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,chunk_00052,ahd5k_04944,772354,مرض السكري,answer,هل تعانين من مرض السكري,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000264,ent_diseasecondition_f756960fd62b,السمنة,DiseaseCondition,chunk_00052,ahd5k_04944,772354,السمنة,answer,تعد السمنة احد اهم مسبباته,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000265,ent_diseasecondition_db17a406c72e,ارتفاع ضغط الدم,DiseaseCondition,chunk_00052,ahd5k_04944,772354,ارتفاع ضغط الدم,answer,امراض الشرايين وعدم وصول تغذية كافية للجلد ايضاً يتسبب بتغيير اللون الى السواد ايضا,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000266,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00052,ahd5k_04944,772354,التهاب,answer,تغير لون الجلد الى اللون الاسود,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000267,ent_symptom_a6a5150fee6f,النزلة,Symptom,chunk_00052,ahd5k_04944,772354,النزلة,answer,تغير لون الجلد الى اللون الاسود,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000268,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00053,ahd5k_00696,736302,انيميا الفوليه,answer,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون الذي يحمي خلايا الدم الحمراء من التلف بفعل الأكسدة وبالتالي التسبب في فقر الدم الانحلالي الغير مناعي,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000269,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00053,ahd5k_01325,735001,انيميا,question,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000270,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00053,ahd5k_04046,734564,فقر الدم,answer,تعني غادة فقر الدم ، وتعالج بتحسين التغذية المتوازنة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000271,ent_treatment_ace11c18f4c4,فول,Treatment,chunk_00053,ahd5k_00696,736302,فول,answer,لا يمكن الوقاية من المرض لانه خلقي جيني,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000272,ent_test_dd68aa784555,تحاليل مخبرية,Test,chunk_00053,ahd5k_00696,736302,تحاليل مخبرية,answer,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون الذي يحمي خلايا الدم الحمراء من التلف بفعل الأكسدة وبالتالي التسبب في فقر الدم الانحلالي الغير مناعي,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000273,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00054,ahd5k_02292,738610,نقص في الدم,question,نقص في الدم مع الالم في المعده,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000274,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00054,ahd5k_02292,738610,فقر الدم,answer,فقر الدم فهذ يجب توضيحة بشكل جيد ودراسته لمعرفة السبب وعلاجه,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000275,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00054,ahd5k_02546,538205,فقر الدم,question,فقر الدم سبب فقدان الشهيه والكسل والخمول والتعب وثقل الوزن وغيره,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000276,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00054,ahd5k_02546,538205,فقر الدم,answer,أعراض فقر الدم تؤثر على جميع أعضاء الجسم دوخه وتوتر زيادة ضربات القلب ضيق في التنفس غثيان وتقي وأحيانا الم في المعدة كسل وخمول اضطرابات في النوم شحوب في البشره وأعراض كثيرة اخري,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000277,ent_symptom_c81532a33515,الم المعدجة,Symptom,chunk_00054,ahd5k_02292,738610,الم المعدجة,answer,الم المعدجة يجب معرفة سببه وذل بعمل دراسة للمعدة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.900
men_llm_0000278,ent_symptom_c81532a33515,الم المعدجة,Symptom,chunk_00054,ahd5k_02546,538205,الم في المعدة,answer,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم شحوب في البشره وأعراض كثيرة اخري,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.900
men_llm_0000279,ent_symptom_c48c0df96785,فقدان الشهيه,Symptom,chunk_00054,ahd5k_02546,538205,فقدان الشهيه,question,فقر الدم سبب فقدان الشهيه والكسل والخمول والتعب وثقل الوزن وغيره,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.800
men_llm_0000280,ent_test_2b2550da4a44,فحص الجرثومة الحلزونية,Test,chunk_00054,ahd5k_02292,738610,فحص الجرثومة الحلزونية,answer,فحص الجرثومة الحلزونية ، وربما سنحتاج لاحقا لمنظار للمعدة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.900
men_llm_0000281,ent_diseasecondition_7ac7135caacd,تضخم الغدد اللمفية,DiseaseCondition,chunk_00055,ahd5k_04844,591171,تضخم بالغدد اللمفية الموضعية,answer,تضخم بالغدد اللمفية الموضعية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000282,ent_diseasecondition_190a32dbb9bd,تسوس الأسنان,DiseaseCondition,chunk_00055,ahd5k_04844,591171,تسوس الأسنان أو أي خراجات باللثة,answer,تسوس الأسنان أو أي خراجات باللثة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000283,ent_diseasecondition_8ca9f15583c7,الانتان,DiseaseCondition,chunk_00055,ahd5k_04844,591171,الانتان خفي أو ظاهر,answer,الانتان خفي أو ظاهر,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000284,ent_test_4ea4666752c1,فحص الدم,Test,chunk_00055,ahd5k_04844,591171,فحص دم و أشعة,question,فحص دم و أشعة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000285,ent_test_c4cfd2d6468c,أشعة,Test,chunk_00055,ahd5k_04844,591171,أشعة,question,أشعة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000286,ent_treatment_f4876b0a4ac8,المراجعة الطبيب الأسنان,Treatment,chunk_00055,ahd5k_04844,591171,المراجعة الطبيب الأسنان وطبيب أذنية,answer,المراجعة الطبيب الأسنان وطبيب أذنية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000287,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00056,ahd5k_00543,651333,انيميا منجليه,question,انيميا منجليه,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000288,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00056,ahd5k_00757,760486,فقر الدم,question,فقر الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000289,ent_test_dd68aa784555,تحاليل مخبرية,Test,chunk_00056,ahd5k_00543,651333,تحاليل ماقبل الزواج,question,تحاليل ماقبل الزواج,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000290,ent_test_dd68aa784555,تحاليل مخبرية,Test,chunk_00056,ahd5k_00757,760486,تحليل فقر الدم,question,تحليل فقر الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000291,ent_symptom_b9ba6f86ab5a,نزف,Symptom,chunk_00056,ahd5k_01440,781427,نزف بسيط,answer,نزف بسيط,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000292,ent_diseasecondition_632b4053c8a7,ثلاسيميا,DiseaseCondition,chunk_00056,ahd5k_02443,45863,ثلاسيمياو,question,ثلاسيمياو,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000293,ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,DiseaseCondition,chunk_00057,ahd5k_00203,509892,نقص الصفائح,question,ابني عمره ١٠سنه يعاني من نقص الصفائح itp,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000294,ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,DiseaseCondition,chunk_00057,ahd5k_00203,509892,ITP,question,ابني عمره ١٠سنه يعاني من نقص الصفائح itp,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000295,ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,DiseaseCondition,chunk_00057,ahd5k_00203,509892,نقص الصفائح,answer,نعم مفيد لة ويجب الاستمرار فى العلاج و متابعة الطبيب المعالج,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000296,ent_treatment_0d20da4fd766,الروتيكسيماب,Treatment,chunk_00057,ahd5k_00203,509892,الروتيكسيماب,question,اول جرعه ونستمر عليها لمده شهر كل اسبوع مره هل الروتكسيماب يفيده,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000297,ent_treatment_0d20da4fd766,الروتيكسيماب,Treatment,chunk_00057,ahd5k_00203,509892,الروتيكسيماب,answer,نعم مفيد لة ويجب الاستمرار فى العلاج و متابعة الطبيب المعالج,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000298,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,يحدث فقر الدم عندما لا يحتوي جسمك على ما يكفي من خلايا الدم الحمراء نتيجة فقدان الدم أو عدم القدرة على تكوين خلايا دم حمراء كافية.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000299,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ويوجد العديد من أنواع فقر الدم منها الذي يكون بسبب نقص الحديد أو حمض الفوليك أو فيتامين ب-12 وغيرها.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000300,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: الورقيات الخضراء: السبانخ/ الكرنب/ الهندباء/ الخبيزة.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000301,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: اللحوم والدواجن.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000302,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: كبدة الخروف.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000303,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: المأكولات البحرية: السردين/ التونا/ السلمون.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000304,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: عصير البرتقال المحصن.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000305,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: الحبوب المدعمة.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000306,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: بعض الحبوب: الفاصولياء/ الحمص/ فول الصويا/ البازلاء.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000307,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ويمكن اتباع نظام غذائي غني بالعناصر اللازمة لتعويض النقص من خلال: بذور اليقطين/ الكاجو/ الفستق/ الصنوبر/ الجوز/ بذور عباد الشمس.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000308,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,تجنب تناول الأطعمة الغنية بالحديد مع الأطعمة أو المشروبات التي تمنع امتصاص الحديد مثل: القهوة أو الشاي /البيض/ الأطعمة الغنية بالكالسيوم مثل الحليب و الأجبان والبروكلي واللبن.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000309,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,تناول الأطعمة الغنية بالحديد مع الأطعمة الغنية بفيتامين ج (C) مثل: البرتقال /الطماطم /الفراولة لتحسين الامتصاص.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000310,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,تناول الأطعمة الغنية بالحديد مع الأطعمة التي تحتوي على بيتا كاروتين مثل المشمش والفلفل الأحمر والبنجر لتحسين الامتصاص.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000311,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,ومن الجدير بالذكر أن النظام الغذائي قد يمنع عملية ازدياد فقر الدم سوءاً وقد يعوض بعض النقص ولكن يجب أن يتم اتباع علاج دوائي معين حسب نوع فقر الدم الذي تعاني منه تحت إشراف الطبيب المختص.,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000312,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,المزيد: أهم عشرة أغذية لفقر الدم ابر الحديد اعراض فقر الدم فقر الدم وعلاجه المرجع: Best Diet Plan for Anemia,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000313,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,أبر الحديد,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000314,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,اعراض فقر الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000315,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,فقر الدم وعلاجه,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000316,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00594,735577,فقر دم,answer,مرجع: Best Diet Plan for Anemia,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000317,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00655,521119,فقر دم,question,انا مريضه بالسكر واستخدم فيرومن كبريتات الحديد لان عندي فقر دم مع فيتامين ب وبعد استخدامهم لاحظت ظهور حبوب في ظهري هل لها علاقه في ذلك ؟,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000318,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_00655,521119,فقر دم,answer,من التاثيرات الجانبية لدواء فيرومين كبريتات الحديد ظهور مثل هذه الحبوب غيري العلاج,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000319,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00058,ahd5k_02472,721907,فقر دم,question,عندي الدم نازل و اريد اسم حبوب او كبسولات لزيادة الدم ؟,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000320,ent_diseasecondition_3d19d6125641,نقص الصفيحات,DiseaseCondition,chunk_00059,ahd5k_00313,123,انخفاض الصفيحات الدموية,question,انخفاض الصفيحات الدموية 122/,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000321,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,chunk_00059,ahd5k_01162,123,فقر دم,question,فقر دم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000322,ent_diseasecondition_74be32fb7f24,نقص فيتامين د,DiseaseCondition,chunk_00059,ahd5k_01162,123,نقص فيتامين د,question,نقص فيتامين د,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000323,ent_diseasecondition_6116bf50d3f1,نقص حديد,DiseaseCondition,chunk_00059,ahd5k_01162,123,نقص حديد,question,نقص حديد,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000324,ent_symptom_f6203734ffc7,ارتفاع خضاب الدم,Symptom,chunk_00059,ahd5k_00313,123,ارتفاع خضاب الدم,question,ارتفاع خضاب الدم / 16.8,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000325,ent_diseasecondition_dc66fee46819,نقص الكريات البيضاء,DiseaseCondition,chunk_00059,ahd5k_02552,123,نقص الكريات البيضاء,question,نقص الكريات البيضاء لدى الكبار,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000326,ent_test_752d1924792a,نظرية الخلية,Test,chunk_00059,ahd5k_02952,123,نظرية الخلية,question,نظرية الخلية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000327,ent_test_db1175f121dc,فحص نخاع العظم,Test,chunk_00059,ahd5k_00313,123,فحص نخاع العظم,answer,فحص نخاع العظم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000328,ent_test_8dfa1780f518,فحص تحاليل مخبرية,Test,chunk_00059,ahd5k_01162,123,تحاليل مخبرية,answer,تحاليل مخبرية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000329,ent_treatment_6e452ff6ff8f,علاج نقص الكريات البيضاء,Treatment,chunk_00059,ahd5k_02552,123,علاج نقص الكريات البيضاء,question,علاج نقص الكريات البيضاء لدى الكبار,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000330,ent_treatment_3677ba04b27f,التبرع بالدم,Treatment,chunk_00060,ahd5k_03281,462479,اشرب سوائل واتغذى,answer,اشرب سوائل واتغذى,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000331,ent_diseasecondition_b3e7fc089ddd,الصفائح الدموية,DiseaseCondition,chunk_00060,ahd5k_03348,564579,ضعيفة ونسبة الأملاح عالية جدا,question,ضعيفة ونسبة الأملاح عالية جدا,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000332,ent_diseasecondition_d489c6c854f4,متلازمة خلية منجلية,DiseaseCondition,chunk_00060,ahd5k_03561,600248,مرض متلازمة خلية منجلية'سيكل',question,مرض متلازمة خلية منجلية'سيكل',llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000333,ent_test_7f9e855cef19,E.S.R.,Test,chunk_00060,ahd5k_04249,757965,E.S.R. 1 st h.= 6 mm,question,E.S.R. 1 st h.= 6 mm,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000334,ent_symptom_19a4e01ad622,النقص الحاد,Symptom,chunk_00060,ahd5k_04583,10876,نقص الحديد,question,نقص الحديد,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000335,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,chunk_00061,ahd5k_01551,777350,مرض السكري,answer,مرض السكري,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000336,ent_treatment_fe7b9cfab843,القات,Treatment,chunk_00061,ahd5k_01551,777350,القات,answer,القات,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000337,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00061,ahd5k_01551,777350,التهاب,answer,التهاب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000338,ent_test_dd68aa784555,تحاليل مخبرية,Test,chunk_00061,ahd5k_01551,777350,تحاليل مخبرية,answer,تحاليل مخبرية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.900
men_llm_0000339,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00062,ahd5k_04408,777288,التهاب,answer,السبع زيوت لمنع ترهل الثدي والبطن والارداف . زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بحركات دائرية الاسفل للاعلي الصاعدة إلى أعلى ولمدة ربع ساعة مرة يوميا لمدة شهر .,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000340,ent_treatment_9a34f0ba812d,السبع زيوت,Treatment,chunk_00062,ahd5k_04408,777288,السبع زيوت,answer,السبع زيوت لمنع ترهل الثدي والبطن والارداف . زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بحركات دائرية الاسفل للاعلي الصاعدة إلى أعلى ولمدة ربع ساعة مرة يوميا لمدة شهر .,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000341,ent_symptom_724e59ded899,ضغط الدم,Symptom,chunk_00064,ahd5k_00085,425888,ضغط الدم,question,ضغط الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000342,ent_symptom_724e59ded899,ضغط الدم,Symptom,chunk_00064,ahd5k_00691,706523,ضغط الدم,question,ضغط الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000343,ent_symptom_724e59ded899,ضغط الدم,Symptom,chunk_00064,ahd5k_00756,756642,ضغط الدم,question,ضغط الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000344,ent_symptom_724e59ded899,ضغط الدم,Symptom,chunk_00064,ahd5k_01259,162039,ضغط الدم,question,ضغط الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000345,ent_symptom_724e59ded899,ضغط الدم,Symptom,chunk_00064,ahd5k_01350,109462,ضغط الدم,question,ضغط الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000346,ent_symptom_724e59ded899,ضغط الدم,Symptom,chunk_00064,ahd5k_01894,771326,ضغط الدم,question,ضغط الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000347,ent_symptom_724e59ded899,ضغط الدم,Symptom,chunk_00064,ahd5k_02577,706137,ضغط الدم,question,ضغط الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000348,ent_symptom_724e59ded899,ضغط الدم,Symptom,chunk_00064,ahd5k_02754,730411,ضغط الدم,question,ضغط الدم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000349,ent_symptom_19841fc2dc50,نبضات القلب,Symptom,chunk_00064,ahd5k_00085,425888,نبضات القلب,question,نبضات القلب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000350,ent_symptom_19841fc2dc50,نبضات القلب,Symptom,chunk_00064,ahd5k_00691,706523,نبضات القلب,question,نبضات القلب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000351,ent_symptom_19841fc2dc50,نبضات القلب,Symptom,chunk_00064,ahd5k_00756,756642,نبضات القلب,question,نبضات القلب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000352,ent_symptom_19841fc2dc50,نبضات القلب,Symptom,chunk_00064,ahd5k_01259,162039,نبضات القلب,question,نبضات القلب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000353,ent_symptom_19841fc2dc50,نبضات القلب,Symptom,chunk_00064,ahd5k_01350,109462,نبضات القلب,question,نبضات القلب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000354,ent_symptom_19841fc2dc50,نبضات القلب,Symptom,chunk_00064,ahd5k_01894,771326,نبضات القلب,question,نبضات القلب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000355,ent_test_8b503c2dc54c,هيموغلوبين,Test,chunk_00066,ahd5k_04927,573416,هيموغلوبين,answer,إن كان كذلك يمكن يسبب إجهاد وفرط ضغط مستقبلا,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000356,ent_treatment_dcc37cc6936c,جهاز هولتر,Treatment,chunk_00066,ahd5k_04742,470731,جهاز هولتر,answer,يجب عليك زياره طبيب القلب وتركيب جهاز هولتر علي مدار ٢٤ ساعه,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
