qa_id,source_row_number,split,category,category_en,question,answer,question_norm,answer_norm,qa_char_len
ahd5k_01358,776142,graph_train,الطب البديل,Alternative medicine,ما هو ابسط علاج لمرض السكر بدون كيماويات؟,أشاطرك القلق حول الادوية الصنعية، ولكن الكيماويات هي المادة الفعالة حتى في العلاجات غير المصنعة وسمعت وشاهدت الكثير من المرضى الذين استخدموا علاجات طبيعية، بعضهم استجاب بشكل ايجابي وبعضهم الاخر تعرض لارتفاعات خطيرة في مستويات سكر الدم بسبب ترك العلاج الصنعي المشكلة في العلاجات الطبيعية أنها غير مدروسة، لا من حيث الفعالية ولا من حيث التأثيرات الجانبية والسمية المحتملة الحادة أوعلى المستوى البعيد، ومن ناحية أخرى حتى الفعال منها لا يمكن اعطاء جرعة دقيقة ولا يمكن التنبؤ بنتائجها لدى الغالبة العظمى من المرضى، فمثل الادوية الصنعية، قد تكون فعالة لدى بعض المرضى وغير فعالة لدى مرضى آخرين تحياتي,ما هو ابسط علاج لمرض السكر بدون كيماويات?,"اشاطرك القلق حول الادويه الصنعيه, ولكن الكيماويات هي الماده الفعاله حتي في العلاجات غير المصنعه وسمعت وشاهدت الكثير من المرضي الذين استخدموا علاجات طبيعيه, بعضهم استجاب بشكل ايجابي وبعضهم الاخر تعرض لارتفاعات خطيره في مستويات سكر الدم بسبب ترك العلاج الصنعي المشكله في العلاجات الطبيعيه انها غير مدروسه, لا من حيث الفعاليه ولا من حيث التاثيرات الجانبيه والسميه المحتمله الحاده اوعلي المستوي البعيد, ومن ناحيه اخري حتي الفعال منها لا يمكن اعطاء جرعه دقيقه ولا يمكن التنبو بنتايجها لدي الغالبه العظمي من المرضي, فمثل الادويه الصنعيه, قد تكون فعاله لدي بعض المرضي وغير فعاله لدي مرضي اخرين تحياتي",634
ahd5k_01372,730133,graph_train,جراحة القلب والشرايين,Cardiovascular surgery,انا عملت جراحة فى القلب وتم تغير الصمام المترالى بصمام ميكانيكى صناعى وباخد دواء واريفان ( لسيولة الدم ) 8 ملجرام ومصاب بالانفلوانزا ماالعلاج المناسب,العلاج يتطلب معاودة طبيبك المعالج للتأكد من العدوى الفيروسية أولاً,انا عملت جراحه في القلب وتم تغير الصمام المترالي بصمام ميكانيكي صناعي وباخد دواء واريفان ( لسيوله الدم ) 8 ملجرام ومصاب بالانفلوانزا ماالعلاج المناسب,العلاج يتطلب معاوده طبيبك المعالج للتاكد من العدوي الفيروسيه اولا,215
ahd5k_01375,410262,graph_train,أمراض القلب و الشرايين,Cardiovascular disease,هل حبوب كريستور(rousovastatin) تؤثر على عضلة القلب ؟,هو علاج خافض للكولسترول وليس له أثير ضار على القلب,هل حبوب كريستور(rousovastatin) توثر علي عضله القلب ?,هو علاج خافض للكولسترول وليس له اثير ضار علي القلب,102
ahd5k_01394,786635,graph_train,تشخيص,Diagnosis,هل يوجد أعشاب طبية تساعد على الشفاء من حالة الاكتئاب و الشعور بالخوف ، علما بأنه يوجد لدي فقر دم (انيميا الفول ) و يتجدث حالات الاكتئاب هذه عند تناول...,يختلف تأثير الطعام على الإنسان من شخص لآخر تبعاً للعديد من العوامل والأسباب وإن من أهم أسباب الشعور بالاكتئاب هو نقص عناصر غذائية في وجباتنا الغذائية . مشروبات بين الوجبات للقضاء على الاكتئاب للحالات العادية : - شاي الأعشاب المكوّن من التليو + النعناع + البابونج . - شاي اللافندر + اليانسون + الزعتر والمريمية . للاكتئاب الحاد شاي الأعشاب مكون من أوراق البرتقال + اللافندر + الكركديه . شاي الأعشاب مكون من الكنيدولا + الفاليريانا + اليانسون مع عصير الخس الطازج مخلوط بربع كوب عصير الكرفس أعشاب ومشروبات في حالات الفشل العاطفي : المردقوش + الهندباء البرية مع ملعقة عسل … وقت العصر وبعد صلاة العشاء . للاكتئاب انقطاع ( الطمث ، سن اليأس ) وصفات سريعة لحالات متنوعة : كركديه + المردقوش + الخزام + ورق النارنج . للخوف الشديد وتوتر الأعصاب والفزع يؤخذ شاي الأعشاب / أكليل الجبل + الفنطريون وشرب عصير التفاح المخلوط بعصير الكرفس النيئ يؤخذ لتقوية الأعصاب ضد الضعف النفسي وله أكبر أثر على الدماغ ، وتهدئة النفس شاي أكليل الجبل والزيتون + الزعتر ، وغلي بصلة وشرب مائها مضاف له ورقتين من الملفوف لمدة (3) أسابيع وأخذ ملعقة كبيرة مرتين من زيت جنين القمح وتناول حبوب الهريس أو البليلة . ولفقد عزيز يؤخذ شاي الفنطريون والمردقوش + الهندباء البرية ويفضل وضع الكرفس النيئ على السلطة الخضراء في الاكتئاب والتفكير الحزين يفيد الخردل أوخلاصة بقلة يوحنا(سان جون ورت) أو خلاصة كافاكافا. وهذه أكثر فاعلية وأمنا من دواء البروزاك الشهير وبعض المواد التي تفيد في علاج الاكتئاب كفيتامين (ب) مركب تعيد التوازن الكيماوي الحيوي بالجسم مع تناول البطاطس المسلوقة وشرب اللبن يفيد. لأن به مادة التروفان التي يصنع منها هورمون السيروتنين في وجود فيتامين ب6 وب3 وعنصر الزنك. وهذا الهورمون يلعب دورا رئيسيا في ازالة الاكتئاب. ا,"هل يوجد اعشاب طبيه تساعد علي الشفاء من حاله الاكتياب و الشعور بالخوف , علما بانه يوجد لدي فقر دم (انيميا الفول ) و يتجدث حالات الاكتياب هذه عند تناول.","يختلف تاثير الطعام علي الانسان من شخص لاخر تبعا للعديد من العوامل والاسباب وان من اهم اسباب الشعور بالاكتياب هو نقص عناصر غذاييه في وجباتنا الغذاييه . مشروبات بين الوجبات للقضاء علي الاكتياب للحالات العاديه : - شاي الاعشاب المكون من التليو + النعناع + البابونج . - شاي اللافندر + اليانسون + الزعتر والمريميه . للاكتياب الحاد شاي الاعشاب مكون من اوراق البرتقال + اللافندر + الكركديه . شاي الاعشاب مكون من الكنيدولا + الفاليريانا + اليانسون مع عصير الخس الطازج مخلوط بربع كوب عصير الكرفس اعشاب ومشروبات في حالات الفشل العاطفي : المردقوش + الهندباء البريه مع ملعقه عسل … وقت العصر وبعد صلاه العشاء . للاكتياب انقطاع ( الطمث , سن الياس ) وصفات سريعه لحالات متنوعه : كركديه + المردقوش + الخزام + ورق النارنج . للخوف الشديد وتوتر الاعصاب والفزع يوخذ شاي الاعشاب / اكليل الجبل + الفنطريون وشرب عصير التفاح المخلوط بعصير الكرفس النيي يوخذ لتقويه الاعصاب ضد الضعف النفسي وله اكبر اثر علي الدماغ , وتهديه النفس شاي اكليل الجبل والزيتون + الزعتر , وغلي بصله وشرب مايها مضاف له ورقتين من الملفوف لمده (3) اسابيع واخذ ملعقه كبيره مرتين من زيت جنين القمح وتناول حبوب الهريس او البليله . ولفقد عزيز يوخذ شاي الفنطريون والمردقوش + الهندباء البريه ويفضل وضع الكرفس النيي علي السلطه الخضراء في الاكتياب والتفكير الحزين يفيد الخردل اوخلاصه بقله يوحنا(سان جون ورت) او خلاصه كافاكافا. وهذه اكثر فاعليه وامنا من دواء البروزاك الشهير وبعض المواد التي تفيد في علاج الاكتياب كفيتامين (ب) مركب تعيد التوازن الكيماوي الحيوي بالجسم مع تناول البطاطس المسلوقه وشرب اللبن يفيد. لان به ماده التروفان التي يصنع منها هورمون السيروتنين في وجود فيتامين ب6 وب3 وعنصر الزنك. وهذا الهورمون يلعب دورا رييسيا في ازاله الاكتياب. ا",1742
ahd5k_01406,571258,graph_train,أمراض القلب و الشرايين,Cardiovascular disease,"انا عندى 16 سنة وعندي ارتخاء بالصمام الميترالى والاعراض اللى عندي دوخة لما أقف و بتعب من أقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلى اندرال 20 جم بس مش...",نرى من المهم معاودة طبيبك لتعديل العلاج فقد يتطلب الأمر تغير الاندرال أو تخفيض جرعته,"انا عندي 16 سنه وعندي ارتخاء بالصمام الميترالي والاعراض اللي عندي دوخه لما اقف و بتعب من اقل مجهود , وعند الاستيقاظ هناك ضيق بالتنفس,والدكتورظكاتبلي اندرال 20 جم بس مش.",نري من المهم معاوده طبيبك لتعديل العلاج فقد يتطلب الامر تغير الاندرال او تخفيض جرعته,254
ahd5k_01418,787042,graph_train,أرجية حساسية,Allergic allergy,هل هناك اسباب للحساسية من الباراسيتمول وما الاغذية التى امتنع عنها وما هى الاغذية التى ااكلها,يسمح لك بتناول ما تشاء الممنوع هو الباندول,هل هناك اسباب للحساسيه من الباراسيتمول وما الاغذيه التي امتنع عنها وما هي الاغذيه التي ااكلها,يسمح لك بتناول ما تشاء الممنوع هو الباندول,135
ahd5k_01422,64940,graph_train,أمراض الدم,Blood,كان لدي ارتفاع بسيط في الصفائح ٤٦١ وعندما ولدت بعد ٥٠ يوم التحليل طلع ٦٧٩ واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر...,يجب اجراء فحص نسبة الحديد اولاونسبة معدل الالتهابات في الدم واذا كانت هذه طبيعية ومرت على الحالة 3 شهور يجب اجراء فحص نخاع العظم,كان لدي ارتفاع بسيط في الصفايح 461 وعندما ولدت بعد 50 يوم التحليل طلع 679 واشكو من عدم اكتمال النفس في بعض الاوقات وقال لي الطبيب لديك التهاب في الصدر.,يجب اجراء فحص نسبه الحديد اولاونسبه معدل الالتهابات في الدم واذا كانت هذه طبيعيه ومرت علي الحاله 3 شهور يجب اجراء فحص نخاع العظم,281
ahd5k_01423,764662,graph_train,الطب البديل,Alternative medicine,عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة?,حليب الصويا له فوائد عديدة فهو يزيد من افراز هرمون الأستروجين الأنثوي الذي يثير الرغبة الجنسية عند المرأة ويزيد من حجم الأعضاء التناسلية والثديين، يمكنك استعماله كما تشائين سواء شرب كالحليب أو عمل جبنة، وهناك الحلبة تعمل على تكبير الثدي.,عمري 18 سنه وانا اعاني من صغر الثدي هل يوجد اي حل لتكبيره دون جراحه?,"حليب الصويا له فوايد عديده فهو يزيد من افراز هرمون الاستروجين الانثوي الذي يثير الرغبه الجنسيه عند المراه ويزيد من حجم الاعضاء التناسليه والثديين, يمكنك استعماله كما تشايين سواء شرب كالحليب او عمل جبنه, وهناك الحلبه تعمل علي تكبير الثدي.",305
ahd5k_01440,781427,graph_train,أمراض الدم,Blood,طفلتي عندما تتعرض لأي ضربة على يديها أو أرجلها أو أي منطقة من جسمها تظهر بقع زرقاء كبيرة الحجم لا تتناسب مع قوة الضربة....فهل هذا مرض أم شيء طبيعي؟,هذه البقع حسب حجمها قد تكون عبارة عن نزف بسيط تحت الجلد عليك اجراء فحوصات للصفيحات الدموية أولاً و عوامل تخثر اخرى عن طريق الطبيب المختص,طفلتي عندما تتعرض لاي ضربه علي يديها او ارجلها او اي منطقه من جسمها تظهر بقع زرقاء كبيره الحجم لا تتناسب مع قوه الضربه.فهل هذا مرض ام شيء طبيعي?,هذه البقع حسب حجمها قد تكون عباره عن نزف بسيط تحت الجلد عليك اجراء فحوصات للصفيحات الدمويه اولا و عوامل تخثر اخري عن طريق الطبيب المختص,283
ahd5k_01465,596113,graph_train,أمراض باطنية,Esoteric,اعاني من اﻻم اسفل البطن,من الممكن ان يكون نتيجة لعدة اسباب نحتاج الى تاريخ المرضي كامل والفحص السريري ومن ثم التشخيص و العلاج الاسباب المحتملة: - امساك مزمن - فتق - حصوات مجرى البول - التهاب مجرى البول - القولون العصبي - التهاب الزائدة الدودية,اعاني من اﻻم اسفل البطن,من الممكن ان يكون نتيجه لعده اسباب نحتاج الي تاريخ المرضي كامل والفحص السريري ومن ثم التشخيص و العلاج الاسباب المحتمله: - امساك مزمن - فتق - حصوات مجري البول - التهاب مجري البول - القولون العصبي - التهاب الزايده الدوديه,242
ahd5k_01491,720295,graph_train,أمراض الغدد الصماء,Endocrine,عمري ٢٥سنة واعاني من نشاط زائد في الغده الدرقية وقمت بأخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي سأتمكن بعدها,ستتمكن بعدها من ماذا اذا كان المقصود التعامل والاقتراب من الطفل فبعد اسبوع يمكنك ذلك اما اذا كان المقصود محاولة انجاب طفل اخر فالمدة هي 6 اشهر,عمري 25سنه واعاني من نشاط زايد في الغده الدرقيه وقمت باخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي ساتمكن بعدها,ستتمكن بعدها من ماذا اذا كان المقصود التعامل والاقتراب من الطفل فبعد اسبوع يمكنك ذلك اما اذا كان المقصود محاوله انجاب طفل اخر فالمده هي 6 اشهر,290
ahd5k_01510,176662,graph_train,أمراض القلب و الشرايين,Cardiovascular disease,يشعر والدي بألم في منطقة الصدر علما ان والدي مصاب بجلطة قلبية ودماغية اليوم قد تناول بيزا وكانت دسمة،،،،،هل هذا الم قلب ام الام معدة,لا يمكن معرفة ذلك بدون فحص يسمح بالتحقق من خصائص الالم وباقي الاعراض وللكشف عن العلامات المرافقة التي تساعد في معرفة السبب بدقة,"يشعر والدي بالم في منطقه الصدر علما ان والدي مصاب بجلطه قلبيه ودماغيه اليوم قد تناول بيزا وكانت دسمه,هل هذا الم قلب ام الام معده",لا يمكن معرفه ذلك بدون فحص يسمح بالتحقق من خصايص الالم وباقي الاعراض وللكشف عن العلامات المرافقه التي تساعد في معرفه السبب بدقه,259
ahd5k_01515,795116,graph_train,علم الأجنة,Embryology,هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,ننصحك بمتابعه الحمل لدى طبيبك النسائيه وكذلك اجراء فحص رباعي الابعاد لسلامه الجنين في الشهر الثالث والخامس من الحمل للاطمئنان على سلامه الجنين,هل يوجد تاثير علي الجنين في حاله تعاطي اقراص ميزوتاك في بدايه الحمل بغرض الاجهاض وانا الان اقتنعت باكمال الحمل ولكن قلق من تاثر الجنين بالماده الفعاله لهذا الدواء?,ننصحك بمتابعه الحمل لدي طبيبك النساييه وكذلك اجراء فحص رباعي الابعاد لسلامه الجنين في الشهر الثالث والخامس من الحمل للاطمينان علي سلامه الجنين,305
ahd5k_01518,170275,graph_train,أمراض باطنية,Esoteric,حموضة في فمي واحساس برائحة تفاح متعفن مع كدمات زرقاء غامقة في قدماي واحساس بغبوش في الرؤية,كشف سريري وعمل الفحوصات الاتية صورة دم لعدد الصفائح الدموية وكرات الدم البيضاء والحمراء تحليل سكر صايم وبعد الاكل بساعتين وتراكمي واستون بالدم تحليل وظائف كلي وال eGFR تحليل بول وبراز.. اشعة بالموجات ف الصوتية,حموضه في فمي واحساس برايحه تفاح متعفن مع كدمات زرقاء غامقه في قدماي واحساس بغبوش في الرويه,كشف سريري وعمل الفحوصات الاتيه صوره دم لعدد الصفايح الدمويه وكرات الدم البيضاء والحمراء تحليل سكر صايم وبعد الاكل بساعتين وتراكمي واستون بالدم تحليل وظايف كلي وال egfr تحليل بول وبراز. اشعه بالموجات ف الصوتيه,299
ahd5k_01537,764877,graph_train,جراحة القلب والشرايين,Cardiovascular surgery,قمت بعمل اشعة بالصبغة على الاورطى والشرايين الطرفية وجت انتفاخ بالوجه ووجع بالجسم ارجو الافادة,نرجو توضيح السؤال وما هي نتيجة الفحص الشعاعي كما وردت في التقرير ليتسنى لنا معرفة النتيجة ومن ثم التشخيص,قمت بعمل اشعه بالصبغه علي الاورطي والشرايين الطرفيه وجت انتفاخ بالوجه ووجع بالجسم ارجو الافاده,نرجو توضيح السوال وما هي نتيجه الفحص الشعاعي كما وردت في التقرير ليتسني لنا معرفه النتيجه ومن ثم التشخيص,198
ahd5k_01551,777350,graph_train,علم النبات,Botany,ماهي أضرارشجرة القات وماهي منافعها إذا لها فوائد وهل صحيح أنها علاج لمرضى السكر,مضاره: ١- يؤدي إلى صعوبة التبول، وإفرازات منوية لاإرادية بعد التبول وكذلك الضعف الجنسي. ٢-زيادة السكر في الدم والتعرض لمرض السكري ٣-يقلل نسبة البروتين في الدم مما يؤثر على نمو الجسم ويسبب الهزال وضعف البنية لدى المتعاطين ٤-يسبب عسر الهضم ويؤدي إلي البواسير وفقدان الشهية والإمساك، وهو من أهم أعراض تعاطي القات. ٥-يؤدي إلى ازدياد حالات سرطانات الفم والفك. والقات يؤدي إلى الإدمان.,ماهي اضرارشجره القات وماهي منافعها اذا لها فوايد وهل صحيح انها علاج لمرضي السكر,"مضاره: 1- يودي الي صعوبه التبول, وافرازات منويه لااراديه بعد التبول وكذلك الضعف الجنسي. 2-زياده السكر في الدم والتعرض لمرض السكري 3-يقلل نسبه البروتين في الدم مما يوثر علي نمو الجسم ويسبب الهزال وضعف البنيه لدي المتعاطين 4-يسبب عسر الهضم ويودي الي البواسير وفقدان الشهيه والامساك, وهو من اهم اعراض تعاطي القات. 5-يودي الي ازدياد حالات سرطانات الفم والفك. والقات يودي الي الادمان.",458
ahd5k_01558,447720,graph_train,جراحة القلب والشرايين,Cardiovascular surgery,أعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,لا نعرف تاريخك الصحي، مع ذلك ننصح بمعاودة طبيك لاستكمال التشخيص ووضع خطة علاجية تتناسب مع حالتك، لأن علاج ارتفاع الكوليستيرول والدهنيات يشمل أدوية وحمية وتغير نمط الحياة ولكل حالة علاجها الخاص وفق نمطها الشحمي وعوامل الاختطار التي يكشف عنها الطبيب عند التشخيص.,اعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,"لا نعرف تاريخك الصحي, مع ذلك ننصح بمعاوده طبيك لاستكمال التشخيص ووضع خطه علاجيه تتناسب مع حالتك, لان علاج ارتفاع الكوليستيرول والدهنيات يشمل ادويه وحميه وتغير نمط الحياه ولكل حاله علاجها الخاص وفق نمطها الشحمي وعوامل الاختطار التي يكشف عنها الطبيب عند التشخيص.",388
ahd5k_01567,796269,graph_train,أمراض باطنية,Esoteric,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,اسباب حرقة باطن القدم وباطن اليد كثيرة مثل : 1- مرض السكري بعد مرور عدة سنوات 2- نقص فيتامين ب 3- التصلب اللويحي 4- نقص الحديد الشديد و نقص الزنك التهاب الاعصاب الطرفية و يكمن العلاج في معرفة السبب.,ماهي علاجات حمي التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض?,اسباب حرقه باطن القدم وباطن اليد كثيره مثل : 1- مرض السكري بعد مرور عده سنوات 2- نقص فيتامين ب 3- التصلب اللويحي 4- نقص الحديد الشديد و نقص الزنك التهاب الاعصاب الطرفيه و يكمن العلاج في معرفه السبب.,284
ahd5k_01574,172658,graph_train,أمراض القلب و الشرايين,Cardiovascular disease,اعاني من ضربات القلب السريعه والقويه وتزدادأثناء النوم ذهبت منذ سنين الى مشفى واستخدمت دواء ينظم الدقات وتركته بعد فتره ولم اتحسن ذهبت لمشافي اخرى ولكن يقولون لي لا توجد...,بما ان الفحص الطبي كان سليما فلا داعي للقلق فقد يكون السبب القلق والإجهاد النفسي ليس اكثر,اعاني من ضربات القلب السريعه والقويه وتزداداثناء النوم ذهبت منذ سنين الي مشفي واستخدمت دواء ينظم الدقات وتركته بعد فتره ولم اتحسن ذهبت لمشافي اخري ولكن يقولون لي لا توجد.,بما ان الفحص الطبي كان سليما فلا داعي للقلق فقد يكون السبب القلق والاجهاد النفسي ليس اكثر,261
ahd5k_01577,762760,graph_train,صحة المسنين,Elderly health,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,السكري مرتفع يا بنتي! خذيه رلى طبيب الأمراض الباظنة أو السكري فوراً.,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغلله في عينه اليمني مع حول فيها تم قياسه مستوي السكر اليوم 200 اتمني افادتي بهذا الامر هل له علاقه بالحلطه.,السكري مرتفع يا بنتي! خذيه رلي طبيب الامراض الباظنه او السكري فورا.,223
ahd5k_01578,805860,graph_train,كيمياء حيوية,Biochemistry,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,الجلاكتوز هو نوع من انواع السكر يدخل في تركيب الكثير من البروتينات والدهون في الخلايا اذا تم اضافة الجلوكوز له برابطة ثنائية ينج عندنا سكر اللاكتوز وهو من اهم مكونات الحليب الطبيعي الخلل في تمثيل السكر يؤدي الى امراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى الجلوكوز ويسمى ايضا سكر العنب اوسكر الذرة وهو المصدر الاساسي للطاقة داخل الخلية الفركتوز هو نوع اخر من السكر يكون مكونا لجدار الخلايا واي خلل في تمثيله يؤدي الي اختلال في وظائف الكبد والكلى,ماهي الاهميه الطبيه للجلوكوز والفركتوز والجالكتوز?,الجلاكتوز هو نوع من انواع السكر يدخل في تركيب الكثير من البروتينات والدهون في الخلايا اذا تم اضافه الجلوكوز له برابطه ثناييه ينج عندنا سكر اللاكتوز وهو من اهم مكونات الحليب الطبيعي الخلل في تمثيل السكر يودي الي امراض في العين وفقدان حاسه الشم واختلال وظايف الكبد والكلي الجلوكوز ويسمي ايضا سكر العنب اوسكر الذره وهو المصدر الاساسي للطاقه داخل الخليه الفركتوز هو نوع اخر من السكر يكون مكونا لجدار الخلايا واي خلل في تمثيله يودي الي اختلال في وظايف الكبد والكلي,509
ahd5k_01579,494295,graph_train,أمراض الأسنان,Dental,متى يلجأ الدكتور الي نزع عَصّب السن او الضرس,عندما يشتكى المريض من الاحساس بالساخن والبارد وعلامات متقدمة لتسوس الاسنان او كسر بالسن يصل لمنطقة عصب السن او الضرس,متي يلجا الدكتور الي نزع عصب السن او الضرس,عندما يشتكي المريض من الاحساس بالساخن والبارد وعلامات متقدمه لتسوس الاسنان او كسر بالسن يصل لمنطقه عصب السن او الضرس,160
ahd5k_01584,746746,graph_train,حمل الأنابيب,Carry tubes,هل نقص فيتمين دال يسبب لاجهاض للحامل وياخر لانجاب للرجل والمرئه ...من رد على سوالي فرج الله همه وكفاه شر لامراض وجميع المسلمين اللهم امين,سيدتي لا ياسيدتي لايوجد هكدا سبب للطرح المتكرر وعليك تحديد مشكلتك لي بالتفصيل دابراهيم الهنداوي مستشار العقم واطفال الانابيب 00962776420095-الاردن,هل نقص فيتمين دال يسبب لاجهاض للحامل وياخر لانجاب للرجل والمريه .من رد علي سوالي فرج الله همه وكفاه شر لامراض وجميع المسلمين اللهم امين,سيدتي لا ياسيدتي لايوجد هكدا سبب للطرح المتكرر وعليك تحديد مشكلتك لي بالتفصيل دابراهيم الهنداوي مستشار العقم واطفال الانابيب 00962776420095-الاردن,283
ahd5k_01585,785691,graph_train,علم الأجنة,Embryology,سلام لقد اجريت فحص الهرمون B-HCG ،و نتائج التحاليل كما يللي 3-4 اسبوع 9-130 4-5 اسبوع 75-2600 5-6 اسبوع 850-20800 7-8 اسبوع 4000-100200 7-12 اسبوع 11500-289000 12-16 اسبوع 18300-137000 و...,يجب عمل التراساوند للتأكد من وجود كيس حمل داخل الرحم ومعرفة عمر الجنين متمنيا لكم كل النجاح والتوفيق ……..,"سلام لقد اجريت فحص الهرمون b-hcg ,و نتايج التحاليل كما يللي 3-4 اسبوع 9-130 4-5 اسبوع 75-2600 5-6 اسبوع 850-20800 7-8 اسبوع 4000-100200 7-12 اسبوع 11500-289000 12-16 اسبوع 18300-137000 و.",يجب عمل التراساوند للتاكد من وجود كيس حمل داخل الرحم ومعرفه عمر الجنين متمنيا لكم كل النجاح والتوفيق …….,294
ahd5k_01611,617536,graph_train,صحة الطفل,Child health,لسلام عليكم ممكن تساعدوني ابني عملتله تطعيم سنة ونص اليوم هو يعاني من ارتفاع الحرارة ومايقدر يحرك رجلو وحتى يوقف وهو كتير البكاء كيف اتعامل معاه كيف اخفف من الم...,من الطبيعي ان يصاحب هذا المطعوم حراره والم في مكان المطعوم والمفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم .,لسلام عليكم ممكن تساعدوني ابني عملتله تطعيم سنه ونص اليوم هو يعاني من ارتفاع الحراره ومايقدر يحرك رجلو وحتي يوقف وهو كتير البكاء كيف اتعامل معاه كيف اخفف من الم.,من الطبيعي ان يصاحب هذا المطعوم حراره والم في مكان المطعوم والمفروض ان تزول هذه الاعراض خلال 48 ساعه وعليكي استخدام خافض حراره ومسكن للالم .,303
ahd5k_01629,730049,graph_train,حمل الأنابيب,Carry tubes,"على ماذا تعتمد نسبة نجاح أطفال الانابيب؟ ,ما هي نسبة نجاح طفل الانابيب ؟",تعتمد نسبة نجاح طفل الأنابيب على عدة عوامل، ومنها الآتي: عمر المرأة. وجود حمل سابق. الحالة الصحية للزوجين. سبب اللجوء لعملية الأنابيب. نمط الحياة والعادات المتبعة، مثل التدخين. سلامة الحيوانات المنوية للزوج. التقنية المتبعة في المركز العلاجي. خبرة الطبيب المعالج. يشار أن عمر المرأة يلعب دورًا مهمًا في تقدير نسبة نجاح الحمل باتباع طريقة أطفال الأنابيب، حيث تقدر نسبة نجاح الحمل 35% تقريبًا للنساء ذوات الأعمار الأقل من 35 عاماً بينما تبلغ نسبة النجاح 4% فقط لمن تزيد أعمارهن عن 42 عاماً. يجدر الذكر أيضًا أن تقنيات الحمل المساعدة في تطور دائم والتقنيات الحديثة تساهم في رفع فرص نجاح الحمل، كما يمكن اللجوء إلى أحد تقنيات الحمل المساعدة الأخرى ذات نسبة النجاح الأكبر. للمزيد: دليل نجاح عملية طفل الأنابيب. تحديات عمليه أطفال الأنابيب للسيدات فوق سن الأربعون. الفرق بين الحقن المجهري وأطفال الأنابيب.,"علي ماذا تعتمد نسبه نجاح اطفال الانابيب? ,ما هي نسبه نجاح طفل الانابيب ?","تعتمد نسبه نجاح طفل الانابيب علي عده عوامل, ومنها الاتي: عمر المراه. وجود حمل سابق. الحاله الصحيه للزوجين. سبب اللجوء لعمليه الانابيب. نمط الحياه والعادات المتبعه, مثل التدخين. سلامه الحيوانات المنويه للزوج. التقنيه المتبعه في المركز العلاجي. خبره الطبيب المعالج. يشار ان عمر المراه يلعب دورا مهما في تقدير نسبه نجاح الحمل باتباع طريقه اطفال الانابيب, حيث تقدر نسبه نجاح الحمل 35% تقريبا للنساء ذوات الاعمار الاقل من 35 عاما بينما تبلغ نسبه النجاح 4% فقط لمن تزيد اعمارهن عن 42 عاما. يجدر الذكر ايضا ان تقنيات الحمل المساعده في تطور دايم والتقنيات الحديثه تساهم في رفع فرص نجاح الحمل, كما يمكن اللجوء الي احد تقنيات الحمل المساعده الاخري ذات نسبه النجاح الاكبر. للمزيد: دليل نجاح عمليه طفل الانابيب. تحديات عمليه اطفال الانابيب للسيدات فوق سن الاربعون. الفرق بين الحقن المجهري واطفال الانابيب.",871
