cohort,query_id,query,reference_answer,automatic_failure_class,automatic_reason,oracle_rank,qa_id,source_question,source_answer,answer_similarity,question_similarity,scenario_score,scenario_conflicts,query_concept_coverage,retrieved_by_current_pipeline,human_failure_class,human_equivalent_evidence,annotation_notes,annotation_status
ahd_reference,evalv1_037,تناولت matador 750 لمده 15 وبعدها اصبت باسهال و تعب و نقص قلق والم فی المفاصل تغیر نضام غذائی. اجریت تحلیل البراز سلیم انا اعانی.فی.3.اشهر و نقص فی.الوزن کبیر و...,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,equivalent_evidence_exists_retriever_miss,Equivalent evidence was found by reference-answer search but was absent from the saved production retrieval pool.,1,ahdqa_0524032,أتضايق من كل أنواع الطعام أشعر بأن بطني ينتفخ بسرعة عدا عن ذلك ازدياد مرات التبرز وميلها للإسهال ، أتناول دواء ريلاكسون حيث أعاني من ضيق تنفس وتشنج عضلي,"أظن بانك تعانين من حالة اختلال بين البكتيريا المفيدة و البكتيريا الضارة في الأمعاء .
بذلك تعانين من عسر الهضم .
استشيري طبيبك بشأن أخذ كبسولات Probiotics حبة قبل النوم , من أجل التعويض عن نقص البكتيريا المفيدة في الأمعاء .",0.895657,0.830678,0.58,"[""intent_mismatch""]",0.5,False,,,,pending_human_confirmation
ahd_reference,evalv1_037,تناولت matador 750 لمده 15 وبعدها اصبت باسهال و تعب و نقص قلق والم فی المفاصل تغیر نضام غذائی. اجریت تحلیل البراز سلیم انا اعانی.فی.3.اشهر و نقص فی.الوزن کبیر و...,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,equivalent_evidence_exists_retriever_miss,Equivalent evidence was found by reference-answer search but was absent from the saved production retrieval pool.,2,ahdqa_0620133,حدث لي اسهال شديد لمدةيومين من سنه وبعدها كثرة تبرز3يوميا لمدة 2 شهر وبعدها غازات والم في البطن عملت منضار وقالواكلوستورديم دفسل واخذت دوا واختفت من التحليل لازلت اعاني,"الجرثومة التي ذكرت تنمو عندما يحصل خلل بين نسبة البكتيريا النافعة و البكتيريا المضرة .
و نسميه Intestinal Disbacteriosis .
و معنى ذلك أن البكتيريا النافعة أصبحت أقل من البكتيريا المضرة , علما أن البكتيريا النافعة ضرورية جدا من أجل عملية الهضم .
و لتعويض هذه البكتيريا و من أجل زيادة عددها ممكن أخذ هذه البكتيريا عن طريق كبسولات Probiotics . حبة قبل النوم ,
يجب أن تستشير طبيبك بهذا الخصوص لأنه على علم بحالتك الصحية , أعمق من الذي ذكرته بثلاث سطور .",0.892502,0.846591,0.6125,[],0.25,False,,,,pending_human_confirmation
ahd_reference,evalv1_037,تناولت matador 750 لمده 15 وبعدها اصبت باسهال و تعب و نقص قلق والم فی المفاصل تغیر نضام غذائی. اجریت تحلیل البراز سلیم انا اعانی.فی.3.اشهر و نقص فی.الوزن کبیر و...,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,equivalent_evidence_exists_retriever_miss,Equivalent evidence was found by reference-answer search but was absent from the saved production retrieval pool.,3,ahdqa_0669400,اعاني من اسهال قرابة شهر ونصف بعد أخدي لمضاد حيوي أخدتادوية وصفها لي الطبيب لكن بدون جدوى لكن أشك ان للامر علاقة مع القولون العصبي لانني اتوتر كتيرا كما اعاني...,"الأخت الفاضلة!
لقد ذكرت موضوع صعوبة الإخراج و القولون العصبي. لن نناقش هذا الموضوع الآن بل المشكلة التي تعانين منها و هي شيء آخر, و هو انك بعد ان اخذت المضاد الحيوي أصبحت تعانين من الاسهال .
يوجد في امعاء الانسان بكتيريا مفيدة و أخرى مضرة, و عدد البكتيريا المفيدة اكثر من عدد المضرة
وهذه البكتيريا ضرورية من اجل عملية الهضم .و هي دائما تطغى على البكتيريا المضرة و تسيطر عليها.
في بعض الحالات المضاد الحيوي يخل بهذا التوازن, فيزيد عدد البكتيريا المضرة , فيعاني المريض من الاسهال.
هناك ادوية تسمى PROBIOTICS لتعويض النقص الحاصل في البكتيريا المفيدة.
انصحك بزيارة طبيب امراض الجهاز الهضمي .",0.88807,0.843791,0.58,"[""intent_mismatch""]",0.5,False,,,,pending_human_confirmation
ahd_reference,evalv1_037,تناولت matador 750 لمده 15 وبعدها اصبت باسهال و تعب و نقص قلق والم فی المفاصل تغیر نضام غذائی. اجریت تحلیل البراز سلیم انا اعانی.فی.3.اشهر و نقص فی.الوزن کبیر و...,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,equivalent_evidence_exists_retriever_miss,Equivalent evidence was found by reference-answer search but was absent from the saved production retrieval pool.,4,ahdqa_0616520,أصابني رشح قوي أخذت دواء مضاد حيوي clindamycin ل 2 أو 3 يوم ولكن بعدها أصبت بعدم تماسك البراز قطع صغيرة براز مع إسهال. 14 يوم عدم تحسن اسمع أصوات...,"يوجد في امعاء الانسان بكتيريا مفيدة و أخرى مضرة, و عدد البكتيريا المفيدة اكثر من عدد المضرة
وهذه البكتيريا ضرورية من اجل عملية الهضم .و هي دائما تطغى على البكتيريا المضرة و تسيطر عليها.
في بعض الحالات المضاد الحيوي يخل بهذا التوازن, فيزيد عدد البكتيريا المضرة , فيعاني المريض من الاسهال.
هناك ادوية تسمى PROBIOTICS حبة قبل النوم ,لتعويض النقص الحاصل في البكتيريا المفيدة.
بالإضافة الى rifaximin 200 mg حبوب .
انصحك بزيارة طبيب امراض الجهاز الهضمي .و أخذ رايه بهذا الموضوع .",0.887794,0.822819,0.58,"[""intent_mismatch""]",0.5,False,,,,pending_human_confirmation
ahd_reference,evalv1_037,تناولت matador 750 لمده 15 وبعدها اصبت باسهال و تعب و نقص قلق والم فی المفاصل تغیر نضام غذائی. اجریت تحلیل البراز سلیم انا اعانی.فی.3.اشهر و نقص فی.الوزن کبیر و...,يوجد في أمعاء الانسان نوعان من البكتيريا ، البكتيريا النافعة و هي تلعب دورا اساسيا في عملية الهضم و اشياء أخرى مفيدة ، و النوع الثاني هي البكتيريا الضارة . و البكتيريا النافعة اكثر من البكتيريا الضارة بثلاثة اضعاف 75/25 و هي دائما تقاومها . عند اخذ بعض المضادات الحيوية ، احيانا يحصل اختلال في هذه النسبة فترتفع نسبة البكتيريا الضارة و تنخفض نسبة البكتيريا النافعة ، و يحصل الذي تعاني منه حضرتك. و اختلال الهضم Didigestion و الاسهال و فقدان السوائل الذي يسبب التعب و الالم في المفاصل . و نقص الفيتامينات يُشعِرك بالقلق . و طبعا يحصل نقص في الوزن. يمكن تعويض البكتيريا النافعة يجب مراجعة الطبيب .,equivalent_evidence_exists_retriever_miss,Equivalent evidence was found by reference-answer search but was absent from the saved production retrieval pool.,5,ahdqa_0496091,جاني التهاب في الخصيه قبل سنتين ومن بعدها جاني اسهال وتعرق و نزل وزني جسمي ما يحتفظ بالسوائل ابد سويت كل التحاليل وسويت منظار وطلع عندي التهاب قولون غير محد...,"من أجل علاج التهاب الخصية , طبيعي انك أخذت مضادات حيوية , و من المحتمل أن هذه المضادات قد أثرت على البكتيريا النافعة في الأمعاء و هي ضرورية في عملية الهضم , و عند قلة عددها تتأثر عملية الهضم و يعاني المريض من الاسهال بسبب عدم امتصاص الطعام . و أيضا تتواجد جرثومة clostridium Difficill .
و يبدأ علاج هذه الجرثومة ب Metronidazole أما علاج قلة عدد البكتيريا النافعة فبحبوب Probiotics .
استشر طبيبك و لا تأخذ أدوية بدون رأيه فهو أعلم بحالتك الصحية .
يجب الإكثار من السوائل لتعويضها , سواء كانت ماء او عصير أو شوربة .و يمكنك شرب اللبن الرائب و هو يحتوي على البكتيريا النافعة .",0.882259,0.823042,0.6125,[],0.25,False,,,,pending_human_confirmation
ahd_reference,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,هذا يا عزيزي هو الطبيعي تماما يعتمد على درجة الحراره الخارجيه حاول ان تضع شيئا باردا وستلاحظ الانكماش والعكس صحيح,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,13,ahdqa_0778143,اجريت من حوالي 3 اعوام استئصال للخصية اليمنى ولكن من وقتها اعاني من تجلط في مكان الشريان المنوي للخصية المستأصلة ووجود منطقة لأشعر فيها ابدا ولكن عند وجود رغبة جنسية...,"هذا يا عزيزي امر طبيعي تماما بعد عمليه استئصال الخصيه
لا تقلق",0.84238,0.85969,0.5425,"[""intent_mismatch""]",0.25,False,,,,pending_human_confirmation
ahd_reference,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,relevant_evidence_retrieved_but_step10_11_removed,At least one oracle-equivalent passage was present in the saved retrieval pool but the frozen Step 11 context was empty.,1,ahdqa_0193227,نتيجة تحليل vgm 77.9 fl هل هي طبيعية,"يدل تحليل vgm الذي يسمى أيضاً على MCV على متوسط حجم كريات الدم الحمراء، وتتراوح النسبة الطبيعية للتحليل بين 80-100 fl لكل خلية، وإن نتيجة vgm 77.9 fl منخفضة عن الحد الطبيعي وقد يدل ذلك على أحد الأسباب التالية:

فقر الدم بعوز الحديد أو أي أنواع أخرى من فقر الدم.
الثلاسيميا.

ينصح بزيارة الطبيب المختص لإجراء المزيد من الفحوصات لتحديد المشكلة إن وجدت والعلاج المناسب.
للمزيد:

اعراض فقر الدم
الإحتياطات اللازمة لإجراء التحاليل Tests Precautions

المرجع:

MCV (Mean Corpuscular Volume)",0.929817,0.816375,0.305,"[""medical_identity_unmatched"", ""intent_mismatch""]",0.5,False,,,,pending_human_confirmation
ahd_reference,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,relevant_evidence_retrieved_but_step10_11_removed,At least one oracle-equivalent passage was present in the saved retrieval pool but the frozen Step 11 context was empty.,2,ahdqa_0088095,اريد معرفة هل مريض ثلاسيما,السلام عليكم تظهر النتيجة انخفاضًا كبيرا في نسبة كريات الدم الحمراء ويجب تحديدسبب ذلك ….. ايضا نتيجة MCV تشير الى وجود خلل ويجب عمل تحليل الثلاسيميا ومراجعة طبيب اختصاصي امراض الدم للمتابعة وبأسرع وقت لأن عدد الكريات الحمر قليل جدا شافاكم الله وعافاكم وبالسلامة انشاءالله,0.916673,0.801836,0.305,"[""medical_identity_unmatched"", ""intent_mismatch""]",0.5,False,,,,pending_human_confirmation
ahd_reference,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,relevant_evidence_retrieved_but_step10_11_removed,At least one oracle-equivalent passage was present in the saved retrieval pool but the frozen Step 11 context was empty.,3,ahdqa_0694334,ماذا يعني الارتفاع في عدد كريات الدم الحمراء 5.9 و انخفاض في ال MCV=78.8 وال MCHC= 31.6 RDW=14.6 هل يدل على وجود ثلاسيميا ؟,بالنسبة لعدد كريات الدم الحمراء فان المعدل الطبيعي هو 4.7-6.1 مليون خلية لكل ميكروليتر لذا تعد عدد قراءة خلاليا الدم الحمراء لديك طبيعية اما بالنسبة ل MCV فان المعدل الطبيعي هو 80-100 فيمتولتر لذا قرائتك اقل من المعدل الطبيعي وقد يدل ذلك على فقر الدم (فقر الدم الذي تكون فيه الكريه شكلها وحجمها صغير والهيموجلوبين Hb قليل أيضا.) اما بالنسبة ل MCHC فان معدله الطبيعي :32-36 غرام لكل ديسيلتر لذا يعد الانخفاض بسيط لديك وقد يدل انخفاضه على الاصابة بفقر الدم (فقر الدم الناتج عن شحوب لون خلايا الدم الحمراء) وقد يكون سبب النقصان بهذه القراءا تت هي الاصابة بالثلاسيميا لذا يفضل مراجعة اخصائي دم للتحقق,0.909839,0.871977,0.655,"[""intent_mismatch""]",0.5,True,,,,pending_human_confirmation
ahd_reference,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,relevant_evidence_retrieved_but_step10_11_removed,At least one oracle-equivalent passage was present in the saved retrieval pool but the frozen Step 11 context was empty.,4,ahdqa_0269590,قمت التحاليل كلها جيدة vgm فهو منخفض الى 75و tcmh منخفض الى 26.9 على ماذا يدل ذلك,"تحليل tcmh بالإنجليزية هو تحليل MCH (متوسط ​​كمية الهيموجلوبين الموجود في كل خلية دم حمراء)، وتحليل vgm بالإنجليزية هو تحليل MCV (متوسط حجم كريات الدم الحمراء)، وعندما يكون تحليل vgm و tcmh منخفض، هذا يمكن أن يدل على احتمال الإصابة بالأنيميا أو فقر الدم الناتج عن:

نقص الحديد.
نزيف الدورة الشهرية، ونزيف الجهاز الهضمي.
التسمم بالرصاص.
الثلاسيميا.

ينصح بمراجعة الطبيب.
للمزيد:

ما هي اعراض نقص الحديد؟
فقر الدم وعلاجه",0.900181,0.826014,0.305,"[""medical_identity_unmatched"", ""intent_mismatch""]",1.0,False,,,,pending_human_confirmation
ahd_reference,evalv1_043,ماذا يعني نقص mcv في تحليل الدم؟ وهل يدل على مشكلة خطيرة؟ علمًا أن النقص بسيط جدًا وباقي تحاليل الدم طبيعية,يرمز الاختصار MCV إلى متوسط ​​حجم كريات الدم الحمراء ويشير نقص MCV إلى أن خلايا الدم الحمراء أصغر من المعتاد. يجدر الذكر أن الانخفاض البسيط في معدل MCV مع وجود نتائج طبيعية لتحاليل الدم الأخرى لا يعني وجود مشكلة صحية في الغالب، وبشكل عام قد يدل نقص mcv في تحليل الدم على الآتي: فقر الدم الناجم عن نقص الحديد. اضطرابات خضاب الدم. مرض الثلاسيميا. بعض الأمراض المزمنة. التسمم بالرصاص. مرض كثرة كريات الدم الحمراء. أنصحك بمراجعة الطبيب للتأكد من قراءة تحليل الدم بشكل صحيح والكشف عن الأسباب التي قد أدت إلى انخفاض معدل MCV لديك، وبدوره سوف يقوم الطبيب بتحديد العلاج المناسب في حال تم الكشف أن هناك مشكلة صحية تسببت في انخفاض متوسط حجم كريات الدم الحمراء. للمزيد: فقر الدم الوراثي أعراضه، أسبابه، وطرق علاجه ما هي أنواع فقر الدم المختلفة؟,relevant_evidence_retrieved_but_step10_11_removed,At least one oracle-equivalent passage was present in the saved retrieval pool but the frozen Step 11 context was empty.,5,ahdqa_0602814,ماذا يعني أن مستوى mcv&mch منخفض,"يعتبر MCH مؤشرا على نسبة الهيموجلوبين في الدم، و MCV مؤشر على حجم خلية الدم الحمراء التي تحمل الأكسجين.
انخفاض مستوى هذان المؤشران يترافق عادة مع بعض انواع فقر الدم.",0.896123,0.870883,0.655,"[""intent_mismatch""]",0.5,False,,,,pending_human_confirmation
ahd_reference,evalv1_045,كيف احلل شخصيتي ودي اعرف شخصيتي حقيقه,الانسان يستطيع ان يتعرف على الكثير من خواص ذاته من خلال ملاحظة نفسه ملاحظة موضوعيه ومن خلال تفسير ذلك بحياد وشفافيه وهذا سيساعد بشكل اكبر لو اقترن بالمقاييس والاختبارات النفسية ونتائجها فالشخصية سمات وصفات ولمعرفة خواصها بشكل حقيقي يحتاج الانسان ان يخضع لاختبارات نفسيه يقوم بها تحت اشراف متخصص ليساعده في تحليلها وتفسيرها ومعرفتها .,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,1,ahdqa_0196809,"مرحبًا
انا فتاة واميل للذكورية منذ طفولتي واتمنى دائماً ان يعاملني المجتمع وكأني ذكر، شخصيتي الآن ربما تكون انوثية لكن تصرفاتي العكس لذلك أشعر بالتناقض نسويتي عنيفة.",الانسان يستطيع ان يتعرف على الكثير من خواص ذاته من خلال ملاحظة نفسه ملاحظة موضوعيه ومن خلال تفسير ذلك بحياد وشفافيه وهذا سيساعد بشكل اكبر لو اقترن بالمقاييس والاختبارات النفسية ونتائجها فالشخصية سمات وصفات ولمعرفة خواصها بشكل حقيقي يحتاج الانسان ان يخضع لاختبارات نفسيه يقوم بها تحت اشراف متخصص ليساعده في تحليلها وتفسيرها ومعرفتها .وانت لازلت في مقتبل العمر وهذه المرحلة التي تمرين بها تحتاج منك الى ان يكون لديك رغبة في التغيير والتطويروتحمل المسؤليه عمليا وتحتاجين لتنظيم نمط حياتك والمثابرة عليه بشكل متوازن وعليك الاهتمام بتطوير هواياتك ومهاراتك والتدرب على التعامل مع الضغوط وفقك الله,0.921283,0.798957,0.6,[],0.25,False,,,,pending_human_confirmation
ahd_reference,evalv1_045,كيف احلل شخصيتي ودي اعرف شخصيتي حقيقه,الانسان يستطيع ان يتعرف على الكثير من خواص ذاته من خلال ملاحظة نفسه ملاحظة موضوعيه ومن خلال تفسير ذلك بحياد وشفافيه وهذا سيساعد بشكل اكبر لو اقترن بالمقاييس والاختبارات النفسية ونتائجها فالشخصية سمات وصفات ولمعرفة خواصها بشكل حقيقي يحتاج الانسان ان يخضع لاختبارات نفسيه يقوم بها تحت اشراف متخصص ليساعده في تحليلها وتفسيرها ومعرفتها .,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,2,ahdqa_0500649,"السلام عليكم
في الحقيقه اعاني كثيرا من شخصيتي
لا استطيع معرفة ان كان مابي هو عقده نفسيه او هو طبع جُبل في ونشأة عليه كيف لي ان اعرف حقيقة ان...",السلام عليكم لتحديد المشكلة وطبيعتها هل هي سمات شخصية تعود لطبيعة شخصيتك ام هي عقدة نفسية انصحك بالتواصل مع طبيب نفسي او معالج وعمل بعض المقاييس والاختبارات النفسية وعلى ضوء النتائج ممكن تحديد طبيعة المشكلة وحلها,0.850587,0.83267,0.675,[],0.5,False,,,,pending_human_confirmation
ahd_reference,evalv1_054,ما سبب الفشل الكلوي وكيف يتم معالجته والوقاية منة؟,للفشل الكلوي اسباب كثيره جدا منها ما يتعلق بالكليه او بغير الكليه وهو نوعان حاد ومزمن ولكل سبب طريقة علاج تختلف عن الاخرى لكن بشكل عام اذا كان هنالك التهابات فيجب ان تعالج الالتهابات واذا كان هنالك معيقات لتدفق البول ل او من المثانه عندها يجب ان تزال هذه المعيقات ........وهكذا للوقايه....الغذاء المناسب والحميه المناسبه وكذلف الفحوصات الدوريه,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,1,ahdqa_0462475,سبب الفشل الكلوي,هذا سؤال كبير . باختصار هناك نوعان من الفشل الكلوي حاد ومزمن . الحاد ينشأ من فقدان سوائل الجسم مثل النزيف او الاسهال الشديد او الاستفراغ المستمر أو الحرق الشديد ، تسمم نتيجة تناول بعض الادوية او السموم ، انسداد الحالبين بحصوات مثلا ، او انسداد مجرى البول نتيجة تضيق الاحليل او تضخم البروستاتا ... الخ والمزمن يكون نتيجة لالتهاب مزمن في كبيبات الكلية او ارتفاع ضغط الدم او مرض السكري أو الذئبة الحمراء او الظاهرة الكلوية . وقد ينشأ نتيجة انسداد مجرى البول نتيجة تضخم البروستاتا وغير ذلك من اسباب .,0.893197,0.873048,0.805,"[""intent_mismatch""]",0.285714,True,,,,pending_human_confirmation
ahd_reference,evalv1_054,ما سبب الفشل الكلوي وكيف يتم معالجته والوقاية منة؟,للفشل الكلوي اسباب كثيره جدا منها ما يتعلق بالكليه او بغير الكليه وهو نوعان حاد ومزمن ولكل سبب طريقة علاج تختلف عن الاخرى لكن بشكل عام اذا كان هنالك التهابات فيجب ان تعالج الالتهابات واذا كان هنالك معيقات لتدفق البول ل او من المثانه عندها يجب ان تزال هذه المعيقات ........وهكذا للوقايه....الغذاء المناسب والحميه المناسبه وكذلف الفحوصات الدوريه,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,2,ahdqa_0413830,ما هي اعراض فشل كلوي,للفشل الكلوي اعراض متعدده جدا وحسب مستوى الفشل.............سواء البداية او الجزئي او الفشل الكامل,0.891268,0.845521,0.805,"[""intent_mismatch""]",0.285714,False,,,,pending_human_confirmation
ahd_reference,evalv1_054,ما سبب الفشل الكلوي وكيف يتم معالجته والوقاية منة؟,للفشل الكلوي اسباب كثيره جدا منها ما يتعلق بالكليه او بغير الكليه وهو نوعان حاد ومزمن ولكل سبب طريقة علاج تختلف عن الاخرى لكن بشكل عام اذا كان هنالك التهابات فيجب ان تعالج الالتهابات واذا كان هنالك معيقات لتدفق البول ل او من المثانه عندها يجب ان تزال هذه المعيقات ........وهكذا للوقايه....الغذاء المناسب والحميه المناسبه وكذلف الفحوصات الدوريه,only_broad_or_mismatched_evidence_exists,Only borderline semantic matches were found. Manual review is required to distinguish an acceptable paraphrase from a related but different clinical scenario.,3,ahdqa_0640414,كيف يتم علاج الفشل الكلوي,علاج الفشل الكلوى المزمن عن طريق جلسات الغسيل الكلوى dialysis و لكن يجب علاج اسباب الفشل الكلوى اولا,0.883331,0.886148,0.805,"[""intent_mismatch""]",0.428571,True,,,,pending_human_confirmation
