cohort,query_id,query,failure_class,confidence,requires_manual_review,strong_equivalent_count,borderline_count,strongest_answer_similarity,strongest_question_similarity,strongest_scenario_score,original_question_rows_excluded,fts_candidates,top_oracle_qa_id,top_oracle_question,top_oracle_answer,top_oracle_retrieved_by_current_pipeline,latency_ms
entity_gt,entitygtv1_009,هل زوتريم اقل فى الاعراض الجانبية فى التخسيس وهل عند ايقاف الكورس يعود الوزن مرة اخرى ؟ وشكرا,only_broad_or_mismatched_evidence_exists,low,True,0,20,0.879571,0.831116,0.655,1,49,ahdqa_0034618,زوجي يستخدم دواء ليفيتيراسيتام لعلاج الصرع ولكنه يؤدي إلى القلق والأرق وفقدان الشهية فهل يمكن التخفيف من هذه الآثار الجانبية؟,"نعم، هناك بعض الطرق التي يمكن أن تساعد في تخفيف الآثار الجانبية مثل القلق والأرق وفقدان الشهية الناتجة عن دواء ليفيتيراسيتام، منها:




التحدث إلى الطبيب: يمكن للطبيب مساعدتك في تحديد سبب الآثار الجانبية ومناقشة خيارات العلاج. قد يوصي الطبيب بتغيير جرعة الدواء أو إضافة دواء آخر للمساعدة في تخفيف الآثار الجانبية.
تغيير نمط الحياة: يمكن أن تساعد بعض التغييرات في نمط الحياة في تخفيف الآثار الجانبية، مثل:

الحصول على قسط كافٍ من النوم.
ممارسة الرياضة بانتظام.
اتباع نظام غذائي صحي.
تجنب الكافيين والكحول.



فيما يلي بعض النصائح المحددة التي قد تساعد تخفيف الآثار الجانبية المذكورة:

القلق: يمكن أن تساعد تمارين التنفس العميق وتمارين الاسترخاء في تخفيف القلق.
الأرق: يمكن أن يساعد توفير بيئة نوم مناسبة في التخفيف من المشكلة، مثل إنشاء روتين نوم منتظم واستخدام غرفة نوم مظلمة وهادئة.
فقدان الشهية: يمكن أن تساعد الأطعمة الغنية بالبروتين والألياف في تعزيز الشهية، يمكن لزوجك أيضًا تجربة تناول الطعام في أوقات منتظمة وتناول وجبات صغيرة متعددة طوال اليوم.

للمزيد:

ما هي أضرار الأدوية النفسية وأعراضها الجانبية؟
ما هي مخاطر سوء استخدام الأدوية؟",False,15769.088
entity_gt,entitygtv1_010,هل الاولاد الذين يولدون بعد سبعة اشهر من الحمل يكونون معرضون للعقم فى الكبر ؟,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.914415,0.778507,0.305,1,49,ahdqa_0763953,اريد شيئا لتكيس المبايض وضعف التبويض وحب الشباب والشعر الزائد لاني اعاني من كل هذا واريد شيئا طبيعيا لاني ام مرضعة,يرجى تحويل السؤال إلى إختصاصي الأمراض النسائية.,False,2380.99
entity_gt,entitygtv1_011,ما هي مضار الصوف الصخري عند لمسه و استنشاقه؟,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.828485,0.761224,0.3375,1,49,ahdqa_0802201,هل التدخين بسبب الضعف الجنسي؟,نعم وبالفم المليان، حيث ـزن التدخين يـودي ـإلى تضيق الشرايين والـأوعية رالدموية ومنها الأوعية الدموية التناسلية، وبهذا تقل كمية الدم المتدفق ـإلى الأعضاء التناسلية، مما يعيق الانتصاب بشكل مباشر، أم الأسباب غير المباشرة فهي كثيرة جداً، حيث أن النيكوتين يدخل ويلخبط جميع التفاعلات التي تحدث في الخلايا في عملية البناء.,False,19298.915
entity_gt,entitygtv1_013,بعد فرك المهبل بقوة من خلال الاصابع اصبح هنالك انتفاخ واحمرار في الشفرتين وحرقة والم اثناء التبول فهل هذا يعني ان البكارة تمزق وانني لست عذراء ؟,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.861998,0.824569,0.305,1,49,ahdqa_0301637,اصبت بالحصبة الالمانية وقد تسببت فيخسارة جنيني، منذ ستة اشهر واتابع الفيروس شهريا لازال igmموجب اما igg400 هل يؤثر هذا على الحمل ام لابد من الانتظار حتى يصبح سلبيا,اصبح عندك الان مناعة.ولا مانع من الحمل الان,False,7480.189
entity_gt,entitygtv1_014,نسبه فيتامين د 17 هل هذه النسبه قليله في الشهور الاولي من الحمل,relevant_evidence_retrieved_but_step10_11_removed,medium,True,13,7,0.932027,0.843117,0.835,1,49,ahdqa_0406399,حللت فيتامين د وطلع عندي 12 ووصفت لي الطبيبه حبوب فيتامين د مره بالاسبوع مدة 3 شهور ومعها حبوب كالسيوم وبعد اسبوعين بين معي اني حامل ووقفت العلاج اكمله او...,خذي فيتامين د عيار 2000 يوميا,False,5471.08
entity_gt,entitygtv1_016,عمري٣٣حامل الاسبوع١٢ وتبين لدي ورم او كيس داخل الرحم حجمه ٥*٦سم مكانه قاع الرحم ونحن لاجئين في تركيا و الاطباء هنا لا يتكلمون كثيرا و قالو عادي! هل يكتمل حملي...,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.879782,0.830784,0.595,1,49,ahdqa_0217175,كم مرة يجب مراجعة الطبيب اثناء فترة الحمل,في بداية الحمل كل اسبوع اواسبوعي حسب الحاجة للشهر الثالث ثم كل شهر اذا كان الوضع جيدا لغاية السابع يصبح كل اسبوعين..وفي التاسع كل اسبوع,False,16283.589
entity_gt,entitygtv1_018,تنظيف الجهاز التنفسي والرءه من النيكوتين,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.864253,0.79902,0.305,1,49,ahdqa_0598645,"السلام عليكم
لدى ابنتي ارتفاع في الحرارةً ٣٨ و خروجها مخاط و نقاط من الدم ؟ وعمر الطفلة سنة وشهرين","و عليكم السلام و رحمة الله
على ما يبدو ان لديها اعراض التهاب امعاء زحاري استخدمي لها الميترونيدازول شراب 5 سم ثلاث مرات يوميا لمدة عشرة ايام و من المتوقع ان يزول المخاط و الدم في غضون ثلاث او اربعة ايام باذن الله",False,11406.444
entity_gt,entitygtv1_019,"ﻋﻨﺪﻣﺎ ﺃﻧﺎﻡ ﻋﻠﻰ ﺟﻨﺒﻲ ﺍﻷﻳﻤﻦ ﺗﻜﻮﻥ ﻓﺘﺤﺔ ﺍﻷﻧﻒ
ﺍﻟﻴﺴﺮﻯ ﻓﻘﻂ ﻫﻲ ﺍﻟﺘﻲ ﺗﻌﻤﻞ، ﻭﺍﻟﻌﻜﺲ ﻋﻨﺪﻣﺎ ﺃﻧﺎﻡ ﻋﻠﻰ ﺟﻨﺒﻲ ﺍﻷﻳﺴﺮ
ﺗﻜﻮﻥ ﻓﺘﺤﺖ ﺍﻷﻧﻒ ﺍﻟﻴﻤﻨﻰ ﻫﻴﺎ ﺍﻟﺘﻲ ﺗﻌﻤﻞ",only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.890712,0.785228,0.325,1,49,ahdqa_0205920,ما سبب الشخير عند الأطفال,ضيق في مجرى التنفس العلوي اي الأنف اثناء مرور الهواء بسبب تضخم القرنيات الانفيه,False,18822.979
entity_gt,entitygtv1_022,مولوده بشفه ارنبيه هل من الممكن انجب اطفال يعانون من نفس المشكله وكيف يمكن ان اتجنب عدم ولاده اطفال مصابين بالشفه الارنبيه,only_broad_or_mismatched_evidence_exists,low,True,0,1,0.879821,0.795344,0.305,1,49,ahdqa_0739516,الم في البطن فى اعلى الجه اليمنى من البطن,هناك الكثير من الاسباب ، ينصح بعمل فحص سريري و فحوصات دم و ممكن صورة التراساوند,False,13363.987
entity_gt,entitygtv1_023,السلام عليكم،،عندي التهاب في اليد اليسرى و انتفاخ الان انا داخل في اليوم الرابع،رحت مستوصف قال التهاب في العصب وصرف لي دواء بروفين وحط لي مشد، والانتفاخ مستمر هل هو...,equivalent_evidence_exists_retriever_miss,medium,True,1,1,0.891791,0.846472,0.7025,1,49,ahdqa_0146860,السلام عليكم أنا إمرأة عمري ٢٦سنة متزوجة أعاني من تنميل ابهام اليد اليسرى ماهو السبب؟ وهل حب مانع الحمل يكون السبب في ذلك...؟,"لا لا علاقه لحبوب منع الحمل في ذلك
ممكن ان يكون التهاب في الاعصاب الطرفيه فقط ننصح بوضع اليد بماء بارد وثلج لمدة 20 دقيقه 3 مرات باليوم",False,9371.093
entity_gt,entitygtv1_024,هل انتفاخ اصابع القدم و احيانا ازراق الاصابع عند وضع القدم دخل الماء الساخن او عند الجلوس لمدة طويلة او الوقوف لمدة طويلة امر عادي ؟ و لا أعاني من...,only_broad_or_mismatched_evidence_exists,low,True,0,5,0.899877,0.841268,0.305,1,49,ahdqa_0761024,ما هي الاسباب التي تؤادي لتورم القدمين؟ وهل في هدا خطورة؟,تورم القدمين قد يكون بسبب ضعف عودة الدم الوريدي او بسبب احتقان السائل الليمفاوي او لخلل في وظائف الكلى او مشاكل في عمل القلب او بسبب الوقوف لفترات طويلة او السفر بالطائرة لساعات طويلة او اثر كسور في الساق وضعف الالتئام . من الضروري عمل فحص وظائف الكلى ومراجعة اخصائي قلب وشرايين,False,17514.827
entity_gt,entitygtv1_030,هل خلط إبرة dexon مع safenac ضار ؟,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.851922,0.760486,0.305,1,49,ahdqa_0174805,ولدتى عندها قرحه وأحيانا البراز بيكون اسود,"نعم الحديد يضر المعدة ويهيج الغشاء المبطن لها يمكن ان تأخذه حقن..
ولون البراز يسود لاي شخص يتناول او يتعاطي حديد.. ليس منه قلق",False,12854.16
entity_gt,entitygtv1_033,دوخه و دوار بسيط لمده شهرين بدون فقدان التوازن و عندما اقود السياره اشعر ان السيارات تتحرك وهي واقفه تحاليل الدم و الحديد و ب12 كلها سليمه,equivalent_evidence_exists_retriever_miss,medium,True,2,10,0.903552,0.817337,0.305,1,49,ahdqa_0395304,ابي يشعر بدوخه ويشعر بدوران حين الأنحناء والسجود وطنين في الأذن بشكل مستمر.,الدوخة والدوار يكون بسبب التهاب في الاذن الداخلية بالقنوات شبه هلاليه وقد تكون مصاحبة لالتهاب بالانف او انفلونزا حادة او نزلة بدرية حادة أما الطنين يكون بسبب التهاب في الاذن الداخلية او الوسطى وينصح بعمل رسم سمع وضغط سمع لمعرفة سبب الطنين,False,11702.863
entity_gt,entitygtv1_038,ابني ٨ اشهر و عندا حساسية الحليب و البيض و الرز و القمح و تناول حليب الصويا و بعد ساعتين تقيء و بعدها اسهال هل تحسس من حليب الصويا او...,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.91537,0.878181,0.34,1,49,ahdqa_0447733,طفلي عمره شهرين تحسس من الحليب الصناعي نصحني الدكتور باعطءه حليب الايسوميل واليوم بعد شهر من استخدامه ظهر في وجهه حب فهل هذا يعني انه تحسس منه ايضاً .. هل...,"أهلا بحضرتك ........
أثبتت الدراسات أن نصف الحالات ( تقريبا ) المصابة بحساسية تجاه بروتين الحليب البقري لديها أيضا حساسية تجاه حليب الصويا مثل الأيسوميل .. عليك مراجعة أخصائي الأطفال لوصف البديل المناسب ،،،،،،،،،،،،،،،،،،،،،،،،",False,20220.884
entity_gt,entitygtv1_050,هل استطيع الحمل وانا مصاب بالانفصام الشخصية,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.92709,0.807763,0.325,1,49,ahdqa_0357510,"هل دواء Dogmatil او Sulipride مفيد لحالات القلق مصحوب بمشاعر القلق
و ايضا للحساسية النفسية",نعم مع متابعة الطبيب النفساني,False,3178.386
entity_gt,entitygtv1_051,انا مصاب بالتهاب الكبد بي هل إذا أعطيت الزوجه التطعيمات لاينتقل لها المرض ارجو الاجابه,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.876846,0.825544,0.305,1,49,ahdqa_0104169,اصبت بفايروس كورونا يوم 1 من شهر اغسطس الماضي.. ولدواعي العمل قمت باخد الجرعة الاولى يوم 27 من نفس الشهر و الجرعة الثانية في 17 من ايلول / سبتمبر -...,"صحيح وستسفيد منه
في بعض الدول يتم إعطاء اللقاح بعد ٣ أشهر من الاصابه لان المريض خلال الثلاث أشهر يكون قد اكتسب مناعه من الفايروس نفسه ولا تأثير سلبي اذا تم أخذ اللقاح خلال هذه الفتره",False,9287.355
entity_gt,entitygtv1_052,لماذا لا يؤثر الببسين على المعدة ما دام يفكك البروتينات,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.870291,0.823492,0.35,1,49,ahdqa_0305490,هل لتناول الادوية على معدة فارغة اضرار جانبية,نعم المسكنات والادوية التي تزيد من افراز الحامض المعدي تؤذي جدار المعدة لذا يحسن استعمالها بعد الاكل,False,17257.536
entity_gt,entitygtv1_056,السلام عليكم لي صديقتي تعاني من اكتئاب و واضبت على اخد مضاد الاكتئاب لمدة سنة ونص واتحسنت وقطعته تدريجيا بدون استشارة من طبيبتها وبعد اربع اشهر اصبح يؤلمها قليلا قلبها...,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.874005,0.794879,0.305,1,49,ahdqa_0136674,اخراج رائحه كريه وبراز رائحة كريه,للأسف يجب إعادة العلاج منذ البداية,False,8517.43
entity_gt,entitygtv1_057,السلام عليكم انا عندي 28عام متزوجة وعندي بنت و ولد امس تعبت وحصلي عدد 6 إغمائات وروحت المستشفى الدكتور كشف عليا وقال لي ان الضغط مظبوط والسكر مظبوط وقال لي...,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.892878,0.833486,0.305,1,49,ahdqa_0591972,السؤال ليش دايمن احس ببروده فى جسمي و كله تمسكني دوخه اريد دواء مفعوله زين حق الدوخه و ألم الجسم انا من دبي أبا دواء يكون متوفر عدنا,"اول شيء راقبي الحرارة
ثاني شيء الدوخة اسبابها عديدة
دوخة الاذن الداخلية وهي مسؤولة عن التوازن
اعملي فحص دم يقرره طبيبك
للدهن والشحم والسكري وفقر الدم وغيرها
انصحك بالذهاب عند طبيبك بدون تأخير",False,21412.37
entity_gt,entitygtv1_061,ابني عند ولادته كان يوجد بقلبه ثقب ولم يعطوه اللقاح الا مرة واحدة وعمره الان 7 اشهر واجرو له ايكو للقلب وقالو بانه تحسن جيدا فهل اكمل له اللقاحات واعوضها,only_broad_or_mismatched_evidence_exists,low,True,0,17,0.869124,0.861233,0.34,1,49,ahdqa_0467607,ابنى 7 ايام عنده ثقب فى الفلب 4 ملم وارتفاع ضغط شريانى (50) وعند عمل CRB كانت النتيجة (24) تحليل غازات الدم جيد وتحسن ملحوظ فى التنفس وهو داخل حضانة...,ثقب القلب بهذا الحجم عادة يغلق مع الوقت . اهم شئ المتابعة المستمرة و التأكد من انخفاض الضغط فى الشريان الرئوى و كل ذلك يتم عن طريق طبيب قلب الاطفال,False,21635.602
entity_gt,entitygtv1_067,"كانت توجد لدي اميبا متكيسه وستخدمت عدة مضادات ولم اشفى منها
تم عمل تحليل قبل ايام وكانت النتيجه فطريات وتخمر ولا توجد اكياس اميبيه لكن اعاني من اعراضها وربما الاكياس...",only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.873811,0.848904,0.565,1,49,ahdqa_0141948,السلام عليكم ماهي أعراض الاميبا؟؟ وماأسبابها؟ وهل كل مغص في البطن اميبا؟؟؟,"ليس كل ألم بالبطن يكون بسبب الإصابة بالأميبا، هناك أسباب كثيرة منها:
القولون العصبي
التهابات المعدة والأمعاء
النزلات المعوية
الاميبا
وغيرهم الكثير.
أما أعراض الاصابة بالاميبا فهي
الاسهال
الزحار او الدوسنتاريا
وللتأكد من الاصابة نقوم بعمل تحليل لعينة البراز.
أتمنى لك السلامة دائما، وفي انتظار تواصلك إن كان لك أي استفسار.",False,22337.941
entity_gt,entitygtv1_073,كنت مدمن ترامادول لمدة سنة كل يوم حبتين وتركتو لانو سببلي وجع في بطني واستفراغ وطلع عندي التهاب بالاثنى عشرالحمدلله الي 7 شهور تاركو وجع بطني خف كتير بس سرت...,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.895798,0.836413,0.547857,1,49,ahdqa_0304564,خمول كسل فقدان شغف رغبة ودافع وعدم القدرة على تحمل المسؤولية نوم كثير وتشتت وقلق وتوتر وخوف وتفكير سلبي فشل فحصت وطلع التهاب بول وغدة درقية خاملة هل اتوجه لدكتور...,لا بد من معالجة الحاله النفسيه المرافقه,False,7020.921
entity_gt,entitygtv1_084,بحس بضيق في التنفس كل سنه في فتره دخول الصيف فقط و بحس ب صوت صفاره في صدري و بستخدم بخاخه فينتولين و الحاله بتفضل معايه لمده ١٠ ايام علي...,only_broad_or_mismatched_evidence_exists,low,True,0,1,0.931158,0.869071,0.305,1,49,ahdqa_0264164,"اعاني من صفير حاد في القصبات الهوائية واخذ العلاج منذ ٣ اشهر ومن ضمن العلاج بخاخ ""كورتيزون"" شراب ""فينتولين"" ولا يوجد فائدة اذا قطعتُ العلاج يوم واحد تسوء حالة نفسي...",اعراض ربو وحساسيه لابد من استخدام علاج وقائي وعمل تحاليل لمعرفة سبب الحساسيه عن طريق زيارة طبيب,False,6057.505
entity_gt,entitygtv1_091,ماهي نتائج واحتمالات زواج بنت حامل سكلسل و سايلنت الفا ثلاسيميا برجل مصاب بيتا ثلاسيميا؟,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.848245,0.779033,0.335,1,49,ahdqa_0094596,في اليوم ال٤١ بعد الولادة الطبيعية نزل دم متغير الالوان وفي اليوم التالي نزل دم عادي ثم توقف لمدة يومين وعادة مرة اخرى ولكنه قليل جدا ثم انقطع في نفس...,"كل الاحتمالات ممكنه
امكانية الحمل ضعيفه لكن ممكنه
اعملي تحليل حمل افضل",False,10321.11
entity_gt,entitygtv1_092,ظهر دمل كبير الحجم نسبيا بجانب فتحة الشرج ويبدو كانه متدليا من الجلد ولونه بنفسجي ماذا علي افعل وما هو هذا الشئ؟,only_broad_or_mismatched_evidence_exists,low,True,0,1,0.884468,0.80869,0.17,1,49,ahdqa_0448981,تمت ازاله عصب ضرس بالفك السفلى بعد الجلسه الاولى وجدت تورم بسط بجانب هذا الضرس على خدى الايمن وفى الجلسه الاخيرة لم يضع الطبيب الحشو الى ان يزول الورم .ماذا...,يجب فتحه جراحيا وتنظيفه من الخراج,False,8769.343
entity_gt,entitygtv1_093,انا اعاني من اكتئاب ولا احب ان احادت اصدقائي و اتكلم مع اشخاص غير موجود في الواقع واتكلم يصوت مرتفع واشكي لهم مافي اعماق قلبي و انهار بلبكاء,only_broad_or_mismatched_evidence_exists,low,True,0,11,0.89232,0.840581,0.58,1,49,ahdqa_0295048,تعب نفسي يؤثر على دراستي وعلى حياتي كيف استطيع التخلص من هذا الاكتئاب وابدأ بدراستي,الإكتئاب يتعالج، والعلاج بحالتك سيكون فعال لوجود ارادة قوية لديك على الخروج منه. عليك بمراجعة الطبيب الذي سيصف لك الدواء المناسب.,False,8349.92
entity_gt,entitygtv1_095,تعريف الكبد الوبائي واعراضه ومسبباته,equivalent_evidence_exists_retriever_miss,medium,True,3,13,0.892241,0.846475,0.65,1,49,ahdqa_0458541,مالفرق بين فيروس الكبد c وB وايهما اكثر خطورة,"فيروس الكبدي الوبائي B و C كلاهما يسببان التهاب للكبد واعراضهما متشابهة . ينتشر فيروس بي في كل العالم عدا اوروبا التي يكثر فيها فيروس سي
مسبباتها
الاتصال الجنسي
نقل دم من مصاب لشخص صحيح
استخدام الادوات الجراحية والابر لاكثر من شخص دون تعقيم
عادة الفيروس سي اكثر قابلية لان يتحول لمرض مزمن من فيروس بي
كلاهما يسببان سرطان الكبد في حال استفحال المرض وعدم اخذ العلاج مبكرا.
تختلف العقاقير المستخدمة لعلاج الفيروسين..
اسأل الله لي ولكم العافية",False,22953.745
entity_gt,entitygtv1_097,هل أعاني من ارتفاع ضغط الدم إذا كان قياسه بين 90 و 95 مع ألم متنقل في الرأس وطنين في الأذنين و آلآم في الرقبة وتشوش في الرؤية منذ شهر...,only_broad_or_mismatched_evidence_exists,medium,True,0,0,0.87692,0.852905,0.555,1,49,ahdqa_0525277,قست ضغط طلع كالآتي 80 140 84 133 هل هذا طبيعي العمر 19,بالنسبة لعمرك الضغط الإنبساطي أو القراءة الأدنى تعتبر عالية انصحك بعدم إضافة الملح للطعام ولاقلاع عن التدخين وممارسة الرياضة وخفض الوزن والحمية عن الأطعمة الدهنية,False,20228.026
