relation_id,chunk_id,qa_id,source_row_number,candidate_relation_type,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,source_evidence,target_evidence,candidate_method,needs_llm_validation
rel_seed_22bf5e062f7b38d4,chunk_00054,ahd5k_02292,738610,DIAGNOSED_BY,ent_merge_000446,فقر الدم,DiseaseCondition,ent_merge_001990,فحص الجرثومة الحلزونية,Test,نقص في الدم مع الالم في المعده,فحص الجرثومة الحلزونية ، وربما سنحتاج لاحقا لمنظار للمعدة,entity_type_cooccurrence_same_qa,true
rel_seed_f5517d7fabd9b438,chunk_00054,ahd5k_02292,738610,INVESTIGATED_BY,ent_merge_001888,الم المعدجة,Symptom,ent_merge_001990,فحص الجرثومة الحلزونية,Test,الم المعدجة يجب معرفة سببه وذل بعمل دراسة للمعدة,فحص الجرثومة الحلزونية ، وربما سنحتاج لاحقا لمنظار للمعدة,entity_type_cooccurrence_same_qa,true
rel_seed_59cfaf3225a1e511,chunk_00054,ahd5k_02546,538205,HAS_SYMPTOM,ent_merge_000446,فقر الدم,DiseaseCondition,ent_merge_000863,فقدان الشهيه,Symptom,فقر الدم سبب فقدان الشهيه والكسل والخمول والتعب وثقل الوزن وغيره,فقر الدم سبب فقدان الشهيه والكسل والخمول والتعب وثقل الوزن وغيره,entity_type_cooccurrence_same_qa,true
rel_seed_b22299836fe22791,chunk_00054,ahd5k_02546,538205,HAS_SYMPTOM,ent_merge_000446,فقر الدم,DiseaseCondition,ent_merge_001888,الم المعدجة,Symptom,فقر الدم سبب فقدان الشهيه والكسل والخمول والتعب وثقل الوزن وغيره,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم شحوب في البشره وأعراض كثيرة اخري,entity_type_cooccurrence_same_qa,true
rel_seed_e5ecbcbfb0913132,chunk_00055,ahd10k_06844,432590,HAS_SYMPTOM,ent_merge_000361,دقات القلب المش,DiseaseCondition,ent_merge_000907,وجع القلب,Symptom,دقات القلب المش منتظمة,وجع القلب الخفيف,entity_type_cooccurrence_same_qa,true
rel_seed_2988b4abc5e0c341,chunk_00055,ahd10k_06844,432590,TREATED_BY,ent_merge_000361,دقات القلب المش,DiseaseCondition,ent_merge_001235,الكانيولا,Treatment,دقات القلب المش منتظمة,بحب الكانيولا لما بتتحط في ايدي,entity_type_cooccurrence_same_qa,true
rel_seed_d418d742cf11518f,chunk_00055,ahd10k_06844,432590,TREATED_BY,ent_merge_000907,وجع القلب,Symptom,ent_merge_001235,الكانيولا,Treatment,وجع القلب الخفيف,بحب الكانيولا لما بتتحط في ايدي,entity_type_cooccurrence_same_qa,true
rel_seed_846ef3f59d908f6c,chunk_00055,ahd5k_04844,591171,DIAGNOSED_BY,ent_merge_001775,تسوس الأسنان,DiseaseCondition,ent_merge_001034,فحص الدم,Test,تسوس الأسنان أو أي خراجات باللثة,فحص دم و أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_81fffbf9492c0943,chunk_00055,ahd5k_04844,591171,DIAGNOSED_BY,ent_merge_001775,تسوس الأسنان,DiseaseCondition,ent_merge_000924,أشعة,Test,تسوس الأسنان أو أي خراجات باللثة,أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_0299d097db556b3d,chunk_00055,ahd5k_04844,591171,TREATED_BY,ent_merge_001775,تسوس الأسنان,DiseaseCondition,ent_merge_002104,المراجعة الطبيب الأسنان,Treatment,تسوس الأسنان أو أي خراجات باللثة,المراجعة الطبيب الأسنان وطبيب أذنية,entity_type_cooccurrence_same_qa,true
rel_seed_345dd98b806e95d6,chunk_00055,ahd5k_04844,591171,DIAGNOSED_BY,ent_merge_001777,تضخم الغدد اللمفية,DiseaseCondition,ent_merge_001034,فحص الدم,Test,تضخم بالغدد اللمفية الموضعية,فحص دم و أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_1350b079dc985a14,chunk_00055,ahd5k_04844,591171,DIAGNOSED_BY,ent_merge_001777,تضخم الغدد اللمفية,DiseaseCondition,ent_merge_000924,أشعة,Test,تضخم بالغدد اللمفية الموضعية,أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_6770b0fde7cdbd28,chunk_00055,ahd5k_04844,591171,TREATED_BY,ent_merge_001777,تضخم الغدد اللمفية,DiseaseCondition,ent_merge_002104,المراجعة الطبيب الأسنان,Treatment,تضخم بالغدد اللمفية الموضعية,المراجعة الطبيب الأسنان وطبيب أذنية,entity_type_cooccurrence_same_qa,true
rel_seed_cf5ace76c976628d,chunk_00055,ahd5k_04844,591171,DIAGNOSED_BY,ent_merge_001684,الانتان,DiseaseCondition,ent_merge_001034,فحص الدم,Test,الانتان خفي أو ظاهر,فحص دم و أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_5679dbd5b337fd5d,chunk_00055,ahd5k_04844,591171,DIAGNOSED_BY,ent_merge_001684,الانتان,DiseaseCondition,ent_merge_000924,أشعة,Test,الانتان خفي أو ظاهر,أشعة,entity_type_cooccurrence_same_qa,true
rel_seed_ca3f82f5b1b331e3,chunk_00055,ahd5k_04844,591171,TREATED_BY,ent_merge_001684,الانتان,DiseaseCondition,ent_merge_002104,المراجعة الطبيب الأسنان,Treatment,الانتان خفي أو ظاهر,المراجعة الطبيب الأسنان وطبيب أذنية,entity_type_cooccurrence_same_qa,true
rel_seed_dbc0e87564024d2c,chunk_00056,ahd10k_01065,59667,HAS_SYMPTOM,ent_merge_000243,تدخين,DiseaseCondition,ent_merge_000702,انسحاب,Symptom,انا اوقف تدخين منذ يوم,اعراض انسحاب من التدخين,entity_type_cooccurrence_same_qa,true
rel_seed_e5f848e56e20a8f1,chunk_00056,ahd10k_04769,11790,DIAGNOSED_BY,ent_merge_000243,تدخين,DiseaseCondition,ent_merge_001062,فحوصات طبيه,Test,هل ستنجح الفحوصات الطبيه لي لاعب كره القدم اذا اقلع عن التدخين,هل ستنجح الفحوصات الطبيه,entity_type_cooccurrence_same_qa,true
rel_seed_f7b84351001bd378,chunk_00056,ahd10k_04769,11790,DIAGNOSED_BY,ent_merge_000135,الرئه,DiseaseCondition,ent_merge_001062,فحوصات طبيه,Test,اتره علي الرئه,هل ستنجح الفحوصات الطبيه,entity_type_cooccurrence_same_qa,true
rel_seed_80e87593d0630b38,chunk_00056,ahd5k_00543,651333,DIAGNOSED_BY,ent_merge_000446,فقر الدم,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,انيميا منجليه,تحاليل ماقبل الزواج,entity_type_cooccurrence_same_qa,true
rel_seed_d23a670d491f3500,chunk_00056,ahd5k_00757,760486,DIAGNOSED_BY,ent_merge_000446,فقر الدم,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,فقر الدم,تحليل فقر الدم,entity_type_cooccurrence_same_qa,true
rel_seed_c3a98d60c6df7142,chunk_00057,ahd10k_03628,765015,TREATED_BY,ent_merge_000302,توقف القلب,DiseaseCondition,ent_merge_001176,الانعاش القلبي الرئوي,Treatment,كيف انقذ شخص تم وقوف قلبه,يستخدم تدليك القلب في اللحظات الأولى من توقف القلب، أو يمكن استعمال الصدمة الكهربائية,entity_type_cooccurrence_same_qa,true
rel_seed_250b4c6f997eed2e,chunk_00057,ahd10k_04166,565714,HAS_SYMPTOM,ent_merge_000302,توقف القلب,DiseaseCondition,ent_merge_000636,التنفس,Symptom,هنالك معايير لتنبيب المريض اي حالة تهدد الطريق الهوائي بالاضافة لتوقف القلب والتنفس,هنالك معايير لتنبيب المريض اي حالة تهدد الطريق الهوائي بالاضافة لتوقف القلب والتنفس,entity_type_cooccurrence_same_qa,true
rel_seed_9a241964df269748,chunk_00057,ahd10k_04166,565714,TREATED_BY,ent_merge_000302,توقف القلب,DiseaseCondition,ent_merge_001345,تنبيب المريض,Treatment,هنالك معايير لتنبيب المريض اي حالة تهدد الطريق الهوائي بالاضافة لتوقف القلب والتنفس,متى نقوم بتنبيب المريض في حالة الاسعاف,entity_type_cooccurrence_same_qa,true
rel_seed_912b0170cdbbd75f,chunk_00057,ahd10k_04166,565714,TREATED_BY,ent_merge_000636,التنفس,Symptom,ent_merge_001345,تنبيب المريض,Treatment,هنالك معايير لتنبيب المريض اي حالة تهدد الطريق الهوائي بالاضافة لتوقف القلب والتنفس,متى نقوم بتنبيب المريض في حالة الاسعاف,entity_type_cooccurrence_same_qa,true
rel_seed_ae6808440b50712d,chunk_00057,ahd5k_00203,509892,TREATED_BY,ent_merge_001765,النقص الشديد للصفائح,DiseaseCondition,ent_merge_002070,الروتيكسيماب,Treatment,ابني عمره ١٠سنه يعاني من نقص الصفائح itp,اول جرعه ونستمر عليها لمده شهر كل اسبوع مره هل الروتكسيماب يفيده,entity_type_cooccurrence_same_qa,true
rel_seed_e707fd15d07b65f5,chunk_00058,ahd10k_01401,758503,TREATED_BY,ent_merge_000247,ترهل,DiseaseCondition,ent_merge_001450,شد الذراع,Treatment,ترهل بسيط في الذراعين,يمكنك من الحصول على ذراع رقيق متناسق مع أجزاء الجسم الأخرى,entity_type_cooccurrence_same_qa,true
rel_seed_dfa8a388b403cb3c,chunk_00058,ahd10k_01401,758503,TREATED_BY,ent_merge_000142,السمنة,DiseaseCondition,ent_merge_001450,شد الذراع,Treatment,تراكم الدهون و ترهل جلد الذراع يعتبر علامة من علامات السمنة المفرطة,يمكنك من الحصول على ذراع رقيق متناسق مع أجزاء الجسم الأخرى,entity_type_cooccurrence_same_qa,true
rel_seed_da1e6c1194ace968,chunk_00059,ahd10k_05695,354916,TREATED_BY,ent_merge_000736,تعرق,Symptom,ent_merge_001425,زيارة طبيب اخصائي في الامراض الغدد,Treatment,تعرق اليدين و الرجلين بشكل كبيرررر,عليك القيام بزيارة طبيب اخصائي في الامراض الغدد,entity_type_cooccurrence_same_qa,true
rel_seed_0e3f30cc2b7802fc,chunk_00059,ahd10k_05695,354916,TREATED_BY,ent_merge_000725,تسارع في نبضات القلب,Symptom,ent_merge_001425,زيارة طبيب اخصائي في الامراض الغدد,Treatment,يصير عندي تسارع في نبضات القلب,عليك القيام بزيارة طبيب اخصائي في الامراض الغدد,entity_type_cooccurrence_same_qa,true
rel_seed_fa93995b2e6cde43,chunk_00059,ahd10k_05695,354916,TREATED_BY,ent_merge_000779,حمامى,Symptom,ent_merge_001425,زيارة طبيب اخصائي في الامراض الغدد,Treatment,احساسي انو جسمي حامي,عليك القيام بزيارة طبيب اخصائي في الامراض الغدد,entity_type_cooccurrence_same_qa,true
rel_seed_e06031d7d3ff9604,chunk_00059,ahd5k_00313,123,HAS_SYMPTOM,ent_merge_001841,نقص الصفيحات,DiseaseCondition,ent_merge_001849,ارتفاع خضاب الدم,Symptom,انخفاض الصفيحات الدموية 122/,ارتفاع خضاب الدم / 16.8,entity_type_cooccurrence_same_qa,true
rel_seed_4729c519bbd8c818,chunk_00059,ahd5k_00313,123,DIAGNOSED_BY,ent_merge_001841,نقص الصفيحات,DiseaseCondition,ent_merge_001998,فحص نخاع العظم,Test,انخفاض الصفيحات الدموية 122/,فحص نخاع العظم,entity_type_cooccurrence_same_qa,true
rel_seed_30c46fdc637ac858,chunk_00059,ahd5k_00313,123,INVESTIGATED_BY,ent_merge_001849,ارتفاع خضاب الدم,Symptom,ent_merge_001998,فحص نخاع العظم,Test,ارتفاع خضاب الدم / 16.8,فحص نخاع العظم,entity_type_cooccurrence_same_qa,true
rel_seed_36e97b7780dd660c,chunk_00059,ahd5k_01162,123,DIAGNOSED_BY,ent_merge_001845,نقص حديد,DiseaseCondition,ent_merge_001994,فحص تحاليل مخبرية,Test,نقص حديد,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_21e442df08594127,chunk_00059,ahd5k_01162,123,DIAGNOSED_BY,ent_merge_000552,نقص فيتامين د,DiseaseCondition,ent_merge_001994,فحص تحاليل مخبرية,Test,نقص فيتامين د,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_213b3214b1617eaa,chunk_00059,ahd5k_01162,123,DIAGNOSED_BY,ent_merge_000446,فقر الدم,DiseaseCondition,ent_merge_001994,فحص تحاليل مخبرية,Test,فقر دم,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_b2458f086baa9102,chunk_00059,ahd5k_02552,123,TREATED_BY,ent_merge_001842,نقص الكريات البيضاء,DiseaseCondition,ent_merge_002194,علاج نقص الكريات البيضاء,Treatment,نقص الكريات البيضاء لدى الكبار,علاج نقص الكريات البيضاء لدى الكبار,entity_type_cooccurrence_same_qa,true
rel_seed_47155934b0e2b5c3,chunk_00060,ahd10k_00354,660444,TREATED_BY,ent_merge_000151,الضعف الجنسي,DiseaseCondition,ent_merge_001209,الرياضة,Treatment,صعوبه فى ان يتم الجماع,ممارسة الرياضة اليومية,entity_type_cooccurrence_same_qa,true
rel_seed_6530df54b30460ca,chunk_00060,ahd10k_00354,660444,TREATED_BY,ent_merge_000151,الضعف الجنسي,DiseaseCondition,ent_merge_001190,التغذية المتوازنة,Treatment,صعوبه فى ان يتم الجماع,التغذية المتوازنة,entity_type_cooccurrence_same_qa,true
rel_seed_91970a31827d774e,chunk_00060,ahd10k_00354,660444,TREATED_BY,ent_merge_000151,الضعف الجنسي,DiseaseCondition,ent_merge_001221,العسل,Treatment,صعوبه فى ان يتم الجماع,تناول العسل,entity_type_cooccurrence_same_qa,true
rel_seed_f20ea39e7656e5f5,chunk_00060,ahd10k_00354,660444,TREATED_BY,ent_merge_000151,الضعف الجنسي,DiseaseCondition,ent_merge_001457,عسل الملكات,Treatment,صعوبه فى ان يتم الجماع,تناول عسل الملكات,entity_type_cooccurrence_same_qa,true
rel_seed_b736147f5b1f2b02,chunk_00060,ahd10k_00354,660444,TREATED_BY,ent_merge_000151,الضعف الجنسي,DiseaseCondition,ent_merge_001258,المكسرات,Treatment,صعوبه فى ان يتم الجماع,تناول المكسرات,entity_type_cooccurrence_same_qa,true
rel_seed_14c25be5d5e04772,chunk_00060,ahd10k_05016,770775,TREATED_BY,ent_merge_000151,الضعف الجنسي,DiseaseCondition,ent_merge_001169,الأسماك الدهنية,Treatment,مقويات الضعف الجنسي الطبيعية,الأسماك الدهنية مثل التونا و السالمون والماكريل,entity_type_cooccurrence_same_qa,true
rel_seed_c8cc676c0eec28e8,chunk_00060,ahd10k_05016,770775,TREATED_BY,ent_merge_000151,الضعف الجنسي,DiseaseCondition,ent_merge_001247,اللحوم الحمراء,Treatment,مقويات الضعف الجنسي الطبيعية,لا تبتعد عن اللحوم الحمراء,entity_type_cooccurrence_same_qa,true
rel_seed_60d084f13bff21d9,chunk_00060,ahd10k_05016,770775,TREATED_BY,ent_merge_000151,الضعف الجنسي,DiseaseCondition,ent_merge_001220,الشوكولاته,Treatment,مقويات الضعف الجنسي الطبيعية,الشوكولاته,entity_type_cooccurrence_same_qa,true
rel_seed_1f0c58fb95635f9f,chunk_00061,ahd10k_00496,790605,INVESTIGATED_BY,ent_merge_000846,ضيق التنفس,Symptom,ent_merge_000927,إعادة الفحص,Test,يعاني من ضيق التنفس,ينبغي إعادة الفحص,entity_type_cooccurrence_same_qa,true
rel_seed_caef8bbf5f2b9bcc,chunk_00061,ahd10k_00496,790605,INVESTIGATED_BY,ent_merge_000846,ضيق التنفس,Symptom,ent_merge_000997,تقييم الحالة الوظيفية,Test,يعاني من ضيق التنفس,تقييم الحالة الوظيفية,entity_type_cooccurrence_same_qa,true
rel_seed_1034c1ad2083780f,chunk_00061,ahd10k_00496,790605,HAS_SYMPTOM,ent_merge_000238,تجمع ماء في الرئه,DiseaseCondition,ent_merge_000846,ضيق التنفس,Symptom,تجمع ماء في الرئه,يعاني من ضيق التنفس,entity_type_cooccurrence_same_qa,true
rel_seed_65fc95d954718604,chunk_00061,ahd10k_00496,790605,DIAGNOSED_BY,ent_merge_000238,تجمع ماء في الرئه,DiseaseCondition,ent_merge_000927,إعادة الفحص,Test,تجمع ماء في الرئه,ينبغي إعادة الفحص,entity_type_cooccurrence_same_qa,true
rel_seed_a56717486128faf5,chunk_00061,ahd10k_00496,790605,DIAGNOSED_BY,ent_merge_000238,تجمع ماء في الرئه,DiseaseCondition,ent_merge_000997,تقييم الحالة الوظيفية,Test,تجمع ماء في الرئه,تقييم الحالة الوظيفية,entity_type_cooccurrence_same_qa,true
rel_seed_4d531502fdb8e0b3,chunk_00061,ahd10k_00496,790605,HAS_SYMPTOM,ent_merge_000303,ثقب في القلب,DiseaseCondition,ent_merge_000846,ضيق التنفس,Symptom,ثقب في القلب,يعاني من ضيق التنفس,entity_type_cooccurrence_same_qa,true
rel_seed_501c0c153b213e08,chunk_00061,ahd10k_00496,790605,DIAGNOSED_BY,ent_merge_000303,ثقب في القلب,DiseaseCondition,ent_merge_000927,إعادة الفحص,Test,ثقب في القلب,ينبغي إعادة الفحص,entity_type_cooccurrence_same_qa,true
rel_seed_1f9e62e205b09eca,chunk_00061,ahd10k_00496,790605,DIAGNOSED_BY,ent_merge_000303,ثقب في القلب,DiseaseCondition,ent_merge_000997,تقييم الحالة الوظيفية,Test,ثقب في القلب,تقييم الحالة الوظيفية,entity_type_cooccurrence_same_qa,true
rel_seed_f209ac5d4f3857cc,chunk_00061,ahd5k_01551,777350,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,التهاب,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_59a0d50f525eefa5,chunk_00061,ahd5k_01551,777350,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_002094,القات,Treatment,التهاب,القات,entity_type_cooccurrence_same_qa,true
rel_seed_13a8749cb22837b9,chunk_00061,ahd5k_01551,777350,DIAGNOSED_BY,ent_merge_000505,مرض السكري,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,مرض السكري,تحاليل مخبرية,entity_type_cooccurrence_same_qa,true
rel_seed_50e7256fcde6e297,chunk_00061,ahd5k_01551,777350,TREATED_BY,ent_merge_000505,مرض السكري,DiseaseCondition,ent_merge_002094,القات,Treatment,مرض السكري,القات,entity_type_cooccurrence_same_qa,true
rel_seed_0766fc130c3e685a,chunk_00062,ahd10k_01526,449680,HAS_SYMPTOM,ent_merge_000574,ورم وعائي,DiseaseCondition,ent_merge_000703,انسداد للسمع,Symptom,الورم الوعائي في اسفل قاع الجمجمة,انسداد للسمع وسماع نبضات القلب,entity_type_cooccurrence_same_qa,true
rel_seed_670386c9f00c9617,chunk_00062,ahd10k_01526,449680,TREATED_BY,ent_merge_000574,ورم وعائي,DiseaseCondition,ent_merge_001148,استئصال الورم,Treatment,الورم الوعائي في اسفل قاع الجمجمة,استئصال الورم,entity_type_cooccurrence_same_qa,true
rel_seed_fc2565136b4a1446,chunk_00062,ahd10k_01526,449680,TREATED_BY,ent_merge_000574,ورم وعائي,DiseaseCondition,ent_merge_001196,الجراحة,Treatment,الورم الوعائي في اسفل قاع الجمجمة,الجراحة واستئصال الورم,entity_type_cooccurrence_same_qa,true
rel_seed_04248be3252452e8,chunk_00062,ahd10k_01526,449680,TREATED_BY,ent_merge_000703,انسداد للسمع,Symptom,ent_merge_001148,استئصال الورم,Treatment,انسداد للسمع وسماع نبضات القلب,استئصال الورم,entity_type_cooccurrence_same_qa,true
rel_seed_77bf386b0cb283c0,chunk_00062,ahd10k_01526,449680,TREATED_BY,ent_merge_000703,انسداد للسمع,Symptom,ent_merge_001196,الجراحة,Treatment,انسداد للسمع وسماع نبضات القلب,الجراحة واستئصال الورم,entity_type_cooccurrence_same_qa,true
rel_seed_03c8add2a2fd1d05,chunk_00062,ahd5k_04408,777288,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_002071,السبع زيوت,Treatment,السبع زيوت لمنع ترهل الثدي والبطن والارداف . زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بحركات دائرية الاسفل للاعلي الصاعدة إلى أعلى ولمدة ربع ساعة مرة يوميا لمدة شهر .,السبع زيوت لمنع ترهل الثدي والبطن والارداف . زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بحركات دائرية الاسفل للاعلي الصاعدة إلى أعلى ولمدة ربع ساعة مرة يوميا لمدة شهر .,entity_type_cooccurrence_same_qa,true
rel_seed_3549067b17d8767a,chunk_00063,ahd10k_02275,792719,HAS_SYMPTOM,ent_merge_000503,مرض الرنح الوراثي,DiseaseCondition,ent_merge_000813,رنح مخيخي,Symptom,هل يوجدعلاج لمرض الرنح الوراثي الناتج عن ضمور في أنسجة المخيخ الوراثي,رنح مخيخي ورأرأة ورته,entity_type_cooccurrence_same_qa,true
rel_seed_b1d8472e2bc4c2ef,chunk_00063,ahd10k_02275,792719,HAS_SYMPTOM,ent_merge_000515,مرض فردرايخ,DiseaseCondition,ent_merge_000813,رنح مخيخي,Symptom,رنح فرداريخ : وهو أكثر أمراض هذه المجموعة مشاهدة,رنح مخيخي ورأرأة ورته,entity_type_cooccurrence_same_qa,true
rel_seed_9f9d99a31803938f,chunk_00064,ahd10k_07915,374333,TREATED_BY,ent_merge_000406,ضعف الانتصاب,DiseaseCondition,ent_merge_001217,السيلدنافيل,Treatment,استخدم السيلدنافيل لضعف الانتصاب ولاكن اعاني من اثاره الجانبيه وتاثيره علي القلب,استخدم السيلدنافيل لضعف الانتصاب ولاكن اعاني من اثاره الجانبيه وتاثيره علي القلب,entity_type_cooccurrence_same_qa,true
rel_seed_455b83425456e6e2,chunk_00065,ahd10k_01704,388486,INVESTIGATED_BY,ent_merge_000898,نوبات هلع,Symptom,ent_merge_001041,فحص القلب,Test,انا اعاني من نوبات هلع و وخزات كتيرة في جهة القلب,عملت فحص للقلب و قلبي سليم,entity_type_cooccurrence_same_qa,true
rel_seed_eb9002f65ff807a4,chunk_00065,ahd10k_01704,388486,INVESTIGATED_BY,ent_merge_000910,وخزات,Symptom,ent_merge_001041,فحص القلب,Test,انا اعاني من نوبات هلع و وخزات كتيرة في جهة القلب,عملت فحص للقلب و قلبي سليم,entity_type_cooccurrence_same_qa,true
rel_seed_39b95809ac50457b,chunk_00065,ahd10k_06731,343288,TREATED_BY,ent_merge_000646,الخوف,Symptom,ent_merge_001468,علاج نفسي,Treatment,انا فتات مريضة بلخلعة (الخوف) كل يوم تاتني حالة من الخوف,العلاج يقرره الطبيب المعالج وهو علاج نفسي ودوائي,entity_type_cooccurrence_same_qa,true
rel_seed_0c6194f8cadec6ce,chunk_00065,ahd10k_06731,343288,TREATED_BY,ent_merge_000646,الخوف,Symptom,ent_merge_001463,علاج دوائي,Treatment,انا فتات مريضة بلخلعة (الخوف) كل يوم تاتني حالة من الخوف,العلاج يقرره الطبيب المعالج وهو علاج نفسي ودوائي,entity_type_cooccurrence_same_qa,true
rel_seed_149e50c71a59831c,chunk_00065,ahd10k_08429,375640,TREATED_BY,ent_merge_000728,تسرع في ضربات القلب,Symptom,ent_merge_001468,علاج نفسي,Treatment,اعانى من الرهاب الشديد من بعض المواقف وتسارع فى ضربات القلب عند التعرض لبعض المواقف المهمه,لا بد من العلاج من قبل الطبيب النفساني مع المواجهه وعدم التجنب,entity_type_cooccurrence_same_qa,true
rel_seed_44444bea58296667,chunk_00065,ahd10k_08429,375640,HAS_SYMPTOM,ent_merge_000132,الرهاب,DiseaseCondition,ent_merge_000728,تسرع في ضربات القلب,Symptom,اعانى من الرهاب الشديد من بعض المواقف,اعانى من الرهاب الشديد من بعض المواقف وتسارع فى ضربات القلب عند التعرض لبعض المواقف المهمه,entity_type_cooccurrence_same_qa,true
rel_seed_a89e8b46cba0adb2,chunk_00065,ahd10k_08429,375640,TREATED_BY,ent_merge_000132,الرهاب,DiseaseCondition,ent_merge_001468,علاج نفسي,Treatment,اعانى من الرهاب الشديد من بعض المواقف,لا بد من العلاج من قبل الطبيب النفساني مع المواجهه وعدم التجنب,entity_type_cooccurrence_same_qa,true
rel_seed_b7b78cf279df780b,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000900,هبوط الدورة الدموية,Symptom,ent_merge_001166,الأسبرين,Treatment,هبوط الدورة الدموية وتباطؤ نبضات القلب,الاسبرين او البلافكس او الورفارين,entity_type_cooccurrence_same_qa,true
rel_seed_f943d2e5661ae7be,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000900,هبوط الدورة الدموية,Symptom,ent_merge_001265,الورفارين,Treatment,هبوط الدورة الدموية وتباطؤ نبضات القلب,الاسبرين او البلافكس او الورفارين,entity_type_cooccurrence_same_qa,true
rel_seed_b76a17e66f017f06,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000900,هبوط الدورة الدموية,Symptom,ent_merge_001187,البلافكس,Treatment,هبوط الدورة الدموية وتباطؤ نبضات القلب,الاسبرين او البلافكس او الورفارين,entity_type_cooccurrence_same_qa,true
rel_seed_4b2c8129ee8b59c6,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000900,هبوط الدورة الدموية,Symptom,ent_merge_001105,DIGOXIN,Treatment,هبوط الدورة الدموية وتباطؤ نبضات القلب,دواء ( DIGOXIN ),entity_type_cooccurrence_same_qa,true
rel_seed_ec96064a00441a78,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000714,تباطؤ نبضات القلب,Symptom,ent_merge_001166,الأسبرين,Treatment,هبوط الدورة الدموية وتباطؤ نبضات القلب,الاسبرين او البلافكس او الورفارين,entity_type_cooccurrence_same_qa,true
rel_seed_25e041c52cfc8c4c,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000714,تباطؤ نبضات القلب,Symptom,ent_merge_001265,الورفارين,Treatment,هبوط الدورة الدموية وتباطؤ نبضات القلب,الاسبرين او البلافكس او الورفارين,entity_type_cooccurrence_same_qa,true
rel_seed_aa601b94352c470f,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000714,تباطؤ نبضات القلب,Symptom,ent_merge_001187,البلافكس,Treatment,هبوط الدورة الدموية وتباطؤ نبضات القلب,الاسبرين او البلافكس او الورفارين,entity_type_cooccurrence_same_qa,true
rel_seed_b2a2fa2849298caa,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000714,تباطؤ نبضات القلب,Symptom,ent_merge_001105,DIGOXIN,Treatment,هبوط الدورة الدموية وتباطؤ نبضات القلب,دواء ( DIGOXIN ),entity_type_cooccurrence_same_qa,true
rel_seed_1dc78f69cbd4e4e3,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000729,تسمم الجسم,Symptom,ent_merge_001166,الأسبرين,Treatment,تسمم الجسم بدواء ( DIGOXIN ),الاسبرين او البلافكس او الورفارين,entity_type_cooccurrence_same_qa,true
rel_seed_ef72a59dc43baf7e,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000729,تسمم الجسم,Symptom,ent_merge_001265,الورفارين,Treatment,تسمم الجسم بدواء ( DIGOXIN ),الاسبرين او البلافكس او الورفارين,entity_type_cooccurrence_same_qa,true
rel_seed_21e143b58aa64859,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000729,تسمم الجسم,Symptom,ent_merge_001187,البلافكس,Treatment,تسمم الجسم بدواء ( DIGOXIN ),الاسبرين او البلافكس او الورفارين,entity_type_cooccurrence_same_qa,true
rel_seed_9c60ca0ba2563143,chunk_00066,ahd10k_02202,768114,TREATED_BY,ent_merge_000729,تسمم الجسم,Symptom,ent_merge_001105,DIGOXIN,Treatment,تسمم الجسم بدواء ( DIGOXIN ),دواء ( DIGOXIN ),entity_type_cooccurrence_same_qa,true
