entity_id,canonical_name,canonical_name_norm,entity_type,aliases,confidence,provider,model
ent_merge_000388,سعار,سعار,DiseaseCondition,"[""سعار""]|سعار",0.0,,
ent_merge_000389,سقوط الثدي,سقوط الثدي,DiseaseCondition,"[""سقوط الثدي""]|سقوط الثدي",0.0,,
ent_merge_000390,سكر,سكر,DiseaseCondition,"""سكر""]|""مرض السكر""]|[""داء السكري""|[""سكر""|سكر",0.0,,
ent_merge_000391,سمنة,سمنه,DiseaseCondition,"""السمنة""|""السمنه""|""سمنة""]|[""البدانة""|سمنة",0.0,,
ent_merge_000392,سمنة الأرداف,سمنه الارداف,DiseaseCondition,"""سمنة الأرداف""]|[""سمنة الأرداف""]|[""سمنة""|سمنة الأرداف",0.0,,
ent_merge_000393,سودموناس,سودموناس,DiseaseCondition,"[""سودموناس""]|سودموناس",0.0,,
ent_merge_000394,شرخ شرجي,شرخ شرجي,DiseaseCondition,"[""شرخ شرجي""]|شرخ شرجي",0.0,,
ent_merge_000395,شعيرات دموية,شعيرات دمويه,DiseaseCondition,"[""شعيرات دموية""]|شعيرات دموية",0.0,,
ent_merge_000396,شعيرات عنكبوتية,شعيرات عنكبوتيه,DiseaseCondition,"[""شعيرات عنكبوتية""]|شعيرات عنكبوتية",0.0,,
ent_merge_000397,شفة أرنبية,شفه ارنبيه,DiseaseCondition,"""شفة أرنبية""]|[""الشفة الأرنبية""|شفة أرنبية",0.0,,
ent_merge_000398,شق,شق,DiseaseCondition,"[""شق""]|شق",0.0,,
ent_merge_000399,شقيقة,شقيقه,DiseaseCondition,"[""شقيقة""]|شقيقة",0.0,,
ent_merge_000400,شلل,شلل,DiseaseCondition,"[""شلل""]|شلل",0.0,,
ent_merge_000401,صحة الجسم,صحه الجسم,DiseaseCondition,"[""صحة الجسم""]|صحة الجسم",0.0,,
ent_merge_000402,صدفية,صدفيه,DiseaseCondition,"[""صدفية""]|صدفية",0.0,,
ent_merge_000403,صرع,صرع,DiseaseCondition,"""شحنات كهرباء""|""صرع""|""كهرباء زائدة""]|[""داء الصرع""|[""صرع""]|صرع",0.0,,
ent_merge_000404,صلع,صلع,DiseaseCondition,"[""صلع""]|صلع",0.0,,
ent_merge_000405,ضرس,ضرس,DiseaseCondition,"[""ضرس""]|ضرس",0.0,,
ent_merge_000406,ضعف الانتصاب,ضعف الانتصاب,DiseaseCondition,"[""ضعف الانتصاب""]|ضعف الانتصاب",0.0,,
ent_merge_000407,ضعف الحركة الأمامية,ضعف الحركه الاماميه,DiseaseCondition,"""ضعف الحركه الأماميه""]|[""ضعف الحركة الأمامية""|ضعف الحركة الأمامية",0.0,,
ent_merge_000408,ضعف الدورة الدموية,ضعف الدوره الدمويه,DiseaseCondition,"[""ضعف الدورة الدموية""]|ضعف الدورة الدموية",0.0,,
ent_merge_000409,ضعف المبايض,ضعف المبايض,DiseaseCondition,"[""ضعف المبايض""]|ضعف المبايض",0.0,,
ent_merge_000410,ضعف المناعه,ضعف المناعه,DiseaseCondition,"[""ضعف المناعة""]|[""ضعف المناعه""]|ضعف المناعه",0.0,,
ent_merge_000411,ضعف جهاز المناعة,ضعف جهاز المناعه,DiseaseCondition,"[""ضعف جهاز المناعة""]|ضعف جهاز المناعة",0.0,,
ent_merge_000412,ضعف عضلة القلب,ضعف عضله القلب,DiseaseCondition,"""ضعف في ضخ القلب""]|[""ضعف عضلة القلب""|ضعف عضلة القلب",0.0,,
ent_merge_000413,ضعف فى الدورة,ضعف في الدوره,DiseaseCondition,"[""ضعف فى الدورة""]|ضعف فى الدورة",0.0,,
ent_merge_000414,ضغط الدم,ضغط الدم,DiseaseCondition,"""ضغط الدم""]|[""ارتفاع ضغط الدم""|ضغط الدم",0.0,,
ent_merge_000415,ضغط العين,ضغط العين,DiseaseCondition,"""ضغط عين""]|[""ضغط العين""|ضغط العين",0.0,,
ent_merge_000416,ضغط فقرات عظام الرقبة,ضغط فقرات عظام الرقبه,DiseaseCondition,"[""ضغط فقرات عظام الرقبة""]|ضغط فقرات عظام الرقبة",0.0,,
ent_merge_000417,طفح جلدي,طفح جلدي,DiseaseCondition,"""طفح جلدي""]|[""الطفح الجلدي""|طفح جلدي",0.0,,
ent_merge_000418,طفرات جينية,طفرات جينيه,DiseaseCondition,"[""طفرات جينية""]|طفرات جينية",0.0,,
ent_merge_000419,عدم الإباضة,عدم الاباضه,DiseaseCondition,"[""عدم الإباضة""]|عدم الإباضة",0.0,,
ent_merge_000420,عدم الحمل,عدم الحمل,DiseaseCondition,"""عدم الحمل""]|[""عدم الانجاب""|عدم الحمل",0.0,,
ent_merge_000421,عدوى الميكروبات,عدوي الميكروبات,DiseaseCondition,"[""عدوى الميكروبات""]|عدوى الميكروبات",0.0,,
ent_merge_000422,عدوى فيروسية,عدوي فيروسيه,DiseaseCondition,"[""عدوى فيروسية""]|عدوى فيروسية",0.0,,
ent_merge_000423,عرق النسا,عرق النسا,DiseaseCondition,"[""عرق النسا""]|عرق النسا",0.0,,
ent_merge_000424,عرق النسى,عرق النسي,DiseaseCondition,"[""عرق النسى""]|عرق النسى",0.0,,
ent_merge_000425,عسر الهضم,عسر الهضم,DiseaseCondition,"[""عسر الهضم""]|عسر الهضم",0.0,,
ent_merge_000426,عضلة القلب,عضله القلب,DiseaseCondition,"[""عضلة القلب""]|عضلة القلب",0.0,,
ent_merge_000427,علم الشيخوخة,علم الشيخوخه,DiseaseCondition,"[""علم الشيخوخة""]|علم الشيخوخة",0.0,,
ent_merge_000428,غدد ليمفاوية,غدد ليمفاويه,DiseaseCondition,"[""غدد ليمفاوية""]|غدد ليمفاوية",0.0,,
ent_merge_000429,غدة درقية,غده درقيه,DiseaseCondition,"""غدة درقية""]|[""الغدة الدرقية""|غدة درقية",0.0,,
ent_merge_000430,غدة دهنية,غده دهنيه,DiseaseCondition,"""غده دهنيه""]|[""غدة دهنية""|غدة دهنية",0.0,,
ent_merge_000431,غشاء البكارة,غشاء البكاره,DiseaseCondition,"[""غشاء البكارة""]|غشاء البكارة",0.0,,
ent_merge_000432,فتحة في القلب,فتحه في القلب,DiseaseCondition,"[""فتحة في القلب""]|فتحة في القلب",0.0,,
ent_merge_000433,فتق السرة,فتق السره,DiseaseCondition,"""فتق السرة""]|[""بروز السرة""|فتق السرة",0.0,,
ent_merge_000434,فتق باب المعدة,فتق باب المعده,DiseaseCondition,"""فتق باب المعدة""]|[""إلتهاب في أسفل المرىء""|[""فتق باب المعدة""]|فتق باب المعدة",0.0,,
ent_merge_000435,فتق سري,فتق سري,DiseaseCondition,"""فتق سري""]|[""الفتق السري""|فتق سري",0.0,,
ent_merge_000436,فرط التعرق,فرط التعرق,DiseaseCondition,"""فرط التعرق الأوّلي""|""فرط التعرق الثانوي""|""فرط التعرق العام""|""فرط التعرق الموضعي""]|[""فرط التعرق""|فرط التعرق",0.0,,
ent_merge_000437,فرط شحميات الدم,فرط شحميات الدم,DiseaseCondition,"[""فرط شحميات الدم""]|فرط شحميات الدم",0.0,,
ent_merge_000438,فرط صوديوم الدم,فرط صوديوم الدم,DiseaseCondition,"""نقص صوديوم الدم""]|[""فرط صوديوم الدم""|فرط صوديوم الدم",0.0,,
ent_merge_000439,فرط فيتامين أ,فرط فيتامين ا,DiseaseCondition,"[""فرط فيتامين أ""]|فرط فيتامين أ",0.0,,
ent_merge_000440,فرط كالسيوم الدم,فرط كالسيوم الدم,DiseaseCondition,"[""فرط كالسيوم الدم""]|فرط كالسيوم الدم",0.0,,
ent_merge_000441,فشل القلب,فشل القلب,DiseaseCondition,"[""فشل القلب""]|فشل القلب",0.0,,
ent_merge_000442,فشل قلبي,فشل قلبي,DiseaseCondition,"""فشل قلبي""]|[""فشل القلب""|فشل قلبي",0.0,,
ent_merge_000443,فشل كلوى,فشل كلوي,DiseaseCondition,"""فشل كلوي""]|[""فشل كلوى""|فشل كلوى",0.0,,
ent_merge_000444,فطريات,فطريات,DiseaseCondition,"[""فطريات""]|فطريات",0.0,,
ent_merge_000445,فطريات الفم,فطريات الفم,DiseaseCondition,"[""فطريات الفم""]|فطريات الفم",0.0,,
ent_merge_000446,فقر الدم,فقر الدم,DiseaseCondition,"""الانيميا""|""انيميا""|""فقر الدم""]|""فقر""|[""أنيميا""|[""انيميا الفول (G6PD)""|فقر الدم",0.0,,
ent_merge_000447,فقر الدم الانحلالي,فقر الدم الانحلالي,DiseaseCondition,"[""فقر الدم الانحلالي""]|فقر الدم الانحلالي",0.0,,
ent_merge_000448,فقر دم,فقر دم,DiseaseCondition,"[""فقر دم""]|فقر دم",0.0,,
ent_merge_000449,فوبيا,فوبيا,DiseaseCondition,"[""فوبيا""]|فوبيا",0.0,,
ent_merge_000450,فيرس B,فيرس b,DiseaseCondition,"[""فيرس B""]|فيرس B",0.0,,
ent_merge_000451,فيروس الالتهاب الكبدي,فيروس الالتهاب الكبدي,DiseaseCondition,"""فيروس الالتهاب الكبدي""]|[""Virus - hepatitis""|فيروس الالتهاب الكبدي",0.0,,
ent_merge_000452,فيروس الكبد,فيروس الكبد,DiseaseCondition,"[""فيروس الكبد""]|فيروس الكبد",0.0,,
ent_merge_000453,فيروسات الكبد,فيروسات الكبد,DiseaseCondition,"[""فيروسات الكبد""]|فيروسات الكبد",0.0,,
ent_merge_000454,قذف سريع,قذف سريع,DiseaseCondition,"[""قذف سريع""]|قذف سريع",0.0,,
ent_merge_000455,قرحة,قرحه,DiseaseCondition,"""قرحه""]|[""قرحة""|[""قرحة""]|قرحة",0.0,,
ent_merge_000456,قرحة المعدة,قرحه المعده,DiseaseCondition,"""قرحة المعدة""]|[""قرحة المعدة""]|[""قرحة""|قرحة المعدة",0.0,,
ent_merge_000457,قرحة معدة,قرحه معده,DiseaseCondition,"[""قرحة معدة""]|قرحة معدة",0.0,,
ent_merge_000458,قشرة الرأس,قشره الراس,DiseaseCondition,"[""قشرة الرأس""]|قشرة الرأس",0.0,,
ent_merge_000459,قصزر الغدة الدرقية,قصزر الغده الدرقيه,DiseaseCondition,"[""قصزر الغدة الدرقية""]|قصزر الغدة الدرقية",0.0,,
ent_merge_000460,قصور الغدة الدرقية,قصور الغده الدرقيه,DiseaseCondition,"[""قصور الغدة الدرقية""]|قصور الغدة الدرقية",0.0,,
ent_merge_000461,قصور الغدة النخامية,قصور الغده النخاميه,DiseaseCondition,"[""قصور الغدة النخامية""]|قصور الغدة النخامية",0.0,,
ent_merge_000462,قصور عضلة القلب,قصور عضله القلب,DiseaseCondition,"[""قصور عضلة القلب""]|قصور عضلة القلب",0.0,,
ent_merge_000463,قصور في وظيفة الكلى,قصور في وظيفه الكلي,DiseaseCondition,"""هبوط فى الكلى""]|[""قصور في وظيفة الكلى""|قصور في وظيفة الكلى",0.0,,
ent_merge_000464,قلاء أيزي,قلاء ايزي,DiseaseCondition,"""قلاء أيزي""]|[""metabolic alkalosis""|قلاء أيزي",0.0,,
ent_merge_000465,قلاع فموي,قلاع فموي,DiseaseCondition,"[""قلاع فموي""]|قلاع فموي",0.0,,
ent_merge_000466,قلق,قلق,DiseaseCondition,"[""قلق""]|قلق",0.0,,
ent_merge_000467,قهم العصابي,قهم العصابي,DiseaseCondition,"""قهم العصابي""]|[""anorexia nervosa""|قهم العصابي",0.0,,
ent_merge_000468,كانديدا,كانديدا,DiseaseCondition,"[""كانديدا""]|كانديدا",0.0,,
ent_merge_000469,كبر حجم الثدي,كبر حجم الثدي,DiseaseCondition,"[""كبر حجم الثدي""]|كبر حجم الثدي",0.0,,
ent_merge_000470,كتله,كتله,DiseaseCondition,"[""كتله""]|كتله",0.0,,
ent_merge_000471,كتلة دهنية,كتله دهنيه,DiseaseCondition,"[""كتلة دهنية""]|كتلة دهنية",0.0,,
ent_merge_000472,كدمة,كدمه,DiseaseCondition,"[""كدمة""]|كدمة",0.0,,
ent_merge_000473,كرات الدم البيضاء,كرات الدم البيضاء,DiseaseCondition,"[""كرات الدم البيضاء""]|كرات الدم البيضاء",0.0,,
ent_merge_000474,كرش,كرش,DiseaseCondition,"[""كرش""]|كرش",0.0,,
ent_merge_000475,كسر,كسر,DiseaseCondition,"[""كسر""]|كسر",0.0,,
ent_merge_000476,كسور,كسور,DiseaseCondition,"[""كسور""]|كسور",0.0,,
ent_merge_000477,كسور العظام,كسور العظام,DiseaseCondition,"[""كسور العظام""]|كسور العظام",0.0,,
ent_merge_000478,كلف,كلف,DiseaseCondition,"[""كلف""]|كلف",0.0,,
ent_merge_000479,كيس دهني,كيس دهني,DiseaseCondition,"[""كيس دهني""]|كيس دهني",0.0,,
ent_merge_000480,كيس رطب,كيس رطب,DiseaseCondition,"[""كيس رطب""]|كيس رطب",0.0,,
ent_merge_000481,كيس على المبيض,كيس علي المبيض,DiseaseCondition,"""كيس على المبيض""|""كيس علي المبيض""]|[""كيس""|كيس على المبيض",0.0,,
ent_merge_000482,كيس في المبيض,كيس في المبيض,DiseaseCondition,"""كيس في المبيض""]|[""التكيس""|كيس في المبيض",0.0,,
ent_merge_000483,كيس ماء تحت الجلد,كيس ماء تحت الجلد,DiseaseCondition,"""كيس ماء تحت الجلد""]|[""كيس ماء""|كيس ماء تحت الجلد",0.0,,
ent_merge_000484,كيس ماء في الخصية,كيس ماء في الخصيه,DiseaseCondition,"[""كيس ماء في الخصية""]|كيس ماء في الخصية",0.0,,
ent_merge_000485,كيس منفوخ,كيس منفوخ,DiseaseCondition,"[""كيس منفوخ""]|كيس منفوخ",0.0,,
ent_merge_000486,كيسة دهنية,كيسه دهنيه,DiseaseCondition,"""كيسة دهنية""]|[""كتلة شحمية""|كيسة دهنية",0.0,,
ent_merge_000487,لحمية,لحميه,DiseaseCondition,"[""لحمية""]|لحمية",0.0,,
ent_merge_000488,لحمية الرحم,لحميه الرحم,DiseaseCondition,"""لحمية الرحم""|""لحميه الرحم""]|[""لحمية""|لحمية الرحم",0.0,,
ent_merge_000489,لياقة بدنية,لياقه بدنيه,DiseaseCondition,"[""لياقة بدنية""]|لياقة بدنية",0.0,,
ent_merge_000490,متلازمة Chiari,متلازمه chiari,DiseaseCondition,"[""متلازمة Chiari""]|متلازمة Chiari",0.0,,
ent_merge_000491,متلازمة ادوارد,متلازمه ادوارد,DiseaseCondition,"[""متلازمة ادوارد""]|متلازمة ادوارد",0.0,,
ent_merge_000492,متلازمة القولون,متلازمه القولون,DiseaseCondition,"[""متلازمة القولون""]|متلازمة القولون",0.0,,
ent_merge_000493,متلازمة القولون العصابي,متلازمه القولون العصابي,DiseaseCondition,"[""متلازمة القولون العصابي""]|متلازمة القولون العصابي",0.0,,
ent_merge_000494,متلازمة القولون العصبي,متلازمه القولون العصبي,DiseaseCondition,"""متلازمة القولون العصبي""]|[""القولون العصبي""|متلازمة القولون العصبي",0.0,,
ent_merge_000495,متلازمة داون,متلازمه داون,DiseaseCondition,"""التهاب""|""حساسية الصدر""|""داء بازيديو""|""ربو""|""متلازمة داون""|""متلازمة داون""]|""نزلة معوية""]|[""ارتكاريا""|[""داون""|متلازمة داون",0.0,,
ent_merge_000496,متلازمة عدم الحساسية للأندروجين الكاملة,متلازمه عدم الحساسيه للاندروجين الكامله,DiseaseCondition,"""متلازمة عدم الحساسية للأندروجين الكاملة""]|[""Complete Androgen insensitivity""|متلازمة عدم الحساسية للأندروجين الكاملة",0.0,,
ent_merge_000497,متلازمة مارفان,متلازمه مارفان,DiseaseCondition,"[""متلازمة مارفان""]|متلازمة مارفان",0.0,,
ent_merge_000498,متلازمة نقص الحساسية الجزئي للأندروجين,متلازمه نقص الحساسيه الجزيي للاندروجين,DiseaseCondition,"""متلازمة نقص الحساسية الجزئي للأندروجين""]|[""Partial androgen insensitivity syndrome""|متلازمة نقص الحساسية الجزئي للأندروجين",0.0,,
ent_merge_000499,متلازمة نونان,متلازمه نونان,DiseaseCondition,"[""متلازمة نونان""]|متلازمة نونان",0.0,,
ent_merge_000500,مرارة,مراره,DiseaseCondition,"[""مرارة""]|مرارة",0.0,,
ent_merge_000501,مرض الإيدز,مرض الايدز,DiseaseCondition,"""مرض الإيدز""|""مرض الايدز""]|[""ليدز""|مرض الإيدز",0.0,,
ent_merge_000502,مرض التشمع الصفراوي,مرض التشمع الصفراوي,DiseaseCondition,"[""مرض التشمع الصفراوي""]|مرض التشمع الصفراوي",0.0,,
ent_merge_000503,مرض الرنح الوراثي,مرض الرنح الوراثي,DiseaseCondition,"[""مرض الرنح الوراثي""]|مرض الرنح الوراثي",0.0,,
ent_merge_000504,مرض الزهايمر,مرض الزهايمر,DiseaseCondition,"[""مرض الزهايمر""]|مرض الزهايمر",0.0,,
ent_merge_000505,مرض السكري,مرض السكري,DiseaseCondition,"""سكري""|""مرض السكرى""]|""مرض السكري""]|[""السكري""|[""مرض السكر""|مرض السكري",0.0,,
ent_merge_000506,مرض الصدر,مرض الصدر,DiseaseCondition,"""مرض الصدر""]|[""امراض الصدر""|مرض الصدر",0.0,,
ent_merge_000507,مرض الغدة الدرقية,مرض الغده الدرقيه,DiseaseCondition,"""مرض الغدة الدرقية""]|[""جيتر""|[""حساسية الصدر""|مرض الغدة الدرقية",0.0,,
ent_merge_000508,مرض القلب,مرض القلب,DiseaseCondition,"""مرض قلبي""]|[""مرض القلب""|مرض القلب",0.0,,
ent_merge_000509,مرض الكلى,مرض الكلي,DiseaseCondition,"[""مرض الكلى""]|مرض الكلى",0.0,,
ent_merge_000510,مرض باركنسون,مرض باركنسون,DiseaseCondition,"[""مرض باركنسون""]|مرض باركنسون",0.0,,
ent_merge_000511,مرض بيروني,مرض بيروني,DiseaseCondition,"""مرض بيروني""]|[""بيروني""|مرض بيروني",0.0,,
ent_merge_000512,مرض تحت القلب,مرض تحت القلب,DiseaseCondition,"[""مرض تحت القلب""]|مرض تحت القلب",0.0,,
ent_merge_000513,مرض تشمع الكبد,مرض تشمع الكبد,DiseaseCondition,"[""مرض تشمع الكبد""]|مرض تشمع الكبد",0.0,,
ent_merge_000514,مرض زيادة الكريات الحمر,مرض زياده الكريات الحمر,DiseaseCondition,"""مرض زيادة الكريات الحمر""]|[""polycythemia vera""|مرض زيادة الكريات الحمر",0.0,,
ent_merge_000515,مرض فردرايخ,مرض فردرايخ,DiseaseCondition,"[""مرض فردرايخ""]|مرض فردرايخ",0.0,,
ent_merge_000516,مرض فنير كتنوري,مرض فنير كتنوري,DiseaseCondition,"[""مرض فنير كتنوري""]|مرض فنير كتنوري",0.0,,
ent_merge_000517,مرض كورن,مرض كورن,DiseaseCondition,"[""مرض كورن""]|مرض كورن",0.0,,
ent_merge_000518,مرض وراثي,مرض وراثي,DiseaseCondition,"[""مرض وراثي""]|مرض وراثي",0.0,,
ent_merge_000519,مرضعة,مرضعه,DiseaseCondition,"[""مرضعة""]|مرضعة",0.0,,
ent_merge_000520,مشاكل الجهاز التنفسي,مشاكل الجهاز التنفسي,DiseaseCondition,"[""مشاكل الجهاز التنفسي""]|مشاكل الجهاز التنفسي",0.0,,
ent_merge_000521,مشاكل عقليه,مشاكل عقليه,DiseaseCondition,"[""مشاكل عقليه""]|مشاكل عقليه",0.0,,
ent_merge_000522,مشاكل في الكبد,مشاكل في الكبد,DiseaseCondition,"[""مشاكل في الكبد""]|مشاكل في الكبد",0.0,,
ent_merge_000523,مشكلة بالغدة الدرقية,مشكله بالغده الدرقيه,DiseaseCondition,"[""مشكلة بالغدة الدرقية""]|مشكلة بالغدة الدرقية",0.0,,
ent_merge_000524,مشكلة بالكلي,مشكله بالكلي,DiseaseCondition,"[""مشكلة بالكلي""]|مشكلة بالكلي",0.0,,
ent_merge_000525,مقاومة الأنسولين,مقاومه الانسولين,DiseaseCondition,"[""مقاومة الأنسولين""]|مقاومة الأنسولين",0.0,,
ent_merge_000526,موت,موت,DiseaseCondition,"""موت""]|[""الموت""|موت",0.0,,
ent_merge_000527,ناسور,ناسور,DiseaseCondition,"[""ناسور""]|ناسور",0.0,,
ent_merge_000528,نحافة,نحافه,DiseaseCondition,"""نحافه""]|[""نحافة""|نحافة",0.0,,
ent_merge_000529,نخر الأسنان,نخر الاسنان,DiseaseCondition,"""نخر الأسنان""]|[""نخر""|نخر الأسنان",0.0,,
ent_merge_000530,ندبات,ندبات,DiseaseCondition,"[""ندبات""]|ندبات",0.0,,
ent_merge_000531,ندبات حب الشباب,ندبات حب الشباب,DiseaseCondition,"[""ندبات حب الشباب""]|ندبات حب الشباب",0.0,,
ent_merge_000532,نزف من القولون,نزف من القولون,DiseaseCondition,"[""نزف من القولون""]|نزف من القولون",0.0,,
ent_merge_000533,نزلات البرد,نزلات البرد,DiseaseCondition,"[""نزلات البرد""]|نزلات البرد",0.0,,
ent_merge_000534,نزلة البرد,نزله البرد,DiseaseCondition,"[""نزلة البرد""]|نزلة البرد",0.0,,
ent_merge_000535,نزلة معوية,نزله معويه,DiseaseCondition,"""التهاب""|""حساسية الصدر""|""حساسية""|""ربو""|""نزلة معوية""]|""نزله معويه""]|[""ارتكاريا""|[""نزلة معوية""|نزلة معوية",0.0,,
ent_merge_000536,نزيف,نزيف,DiseaseCondition,"[""نزيف""]|نزيف",0.0,,
ent_merge_000537,نزيف المخ,نزيف المخ,DiseaseCondition,"""نزيف تحت الام العنكبوتية""]|[""نزيف المخ""|نزيف المخ",0.0,,
ent_merge_000538,نقص الالبومين,نقص الالبومين,DiseaseCondition,"[""نقص الالبومين""]|نقص الالبومين",0.0,,
ent_merge_000539,نقص الألدوستيرون الكاذب,نقص الالدوستيرون الكاذب,DiseaseCondition,"[""نقص الألدوستيرون الكاذب""]|نقص الألدوستيرون الكاذب",0.0,,
ent_merge_000540,نقص التروية,نقص الترويه,DiseaseCondition,"[""نقص التروية""]|نقص التروية",0.0,,
ent_merge_000541,نقص التغذية,نقص التغذيه,DiseaseCondition,"""نقص في التغذية""]|[""نقص التغذية""|نقص التغذية",0.0,,
ent_merge_000542,نقص التهوية,نقص التهويه,DiseaseCondition,"[""نقص التهوية""]|نقص التهوية",0.0,,
ent_merge_000543,نقص الحديد,نقص الحديد,DiseaseCondition,"[""نقص الحديد""]|نقص الحديد",0.0,,
ent_merge_000544,نقص الدرق,نقص الدرق,DiseaseCondition,"[""نقص الدرق""]|نقص الدرق",0.0,,
ent_merge_000545,نقص السكر,نقص السكر,DiseaseCondition,"[""نقص السكر""]|نقص السكر",0.0,,
ent_merge_000546,نقص الكرياتين,نقص الكرياتين,DiseaseCondition,"""نقص مادة الكرياتين""]|[""نقص الكرياتين""|نقص الكرياتين",0.0,,
ent_merge_000547,نقص في التغذية,نقص في التغذيه,DiseaseCondition,"[""نقص في التغذية""]|نقص في التغذية",0.0,,
ent_merge_000548,نقص في الكالسيوم,نقص في الكالسيوم,DiseaseCondition,"[""نقص في الكالسيوم""]|نقص في الكالسيوم",0.0,,
ent_merge_000549,نقص في الهرمونات,نقص في الهرمونات,DiseaseCondition,"""نقص في الهرمونات""]|[""نقص الهرمونات""|نقص في الهرمونات",0.0,,
ent_merge_000550,نقص فيتامين ب 12,نقص فيتامين ب 12,DiseaseCondition,"[""نقص فيتامين ب 12""]|نقص فيتامين ب 12",0.0,,
ent_merge_000551,نقص فيتامين ب 6,نقص فيتامين ب 6,DiseaseCondition,"[""نقص فيتامين ب 6""]|نقص فيتامين ب 6",0.0,,
ent_merge_000552,نقص فيتامين د,نقص فيتامين د,DiseaseCondition,"[""نقص فيتامين د""]|نقص فيتامين د",0.0,,
ent_merge_000553,نقص هرمون الغدة الدرقية,نقص هرمون الغده الدرقيه,DiseaseCondition,"""نقص هرمون الغدة الدرقية""]|[""نقص هرمون الغدة""|نقص هرمون الغدة الدرقية",0.0,,
ent_merge_000554,نقص هرمونات,نقص هرمونات,DiseaseCondition,"""نقص هرمونات""]|[""نقص هرمون""|[""نقص هرمونات""]|نقص هرمونات",0.0,,
ent_merge_000555,نمش,نمش,DiseaseCondition,"[""نمش""]|نمش",0.0,,
ent_merge_000556,نوبات الهلع,نوبات الهلع,DiseaseCondition,"[""نوبات الهلع""]|نوبات الهلع",0.0,,
ent_merge_000557,نيكوتين,نيكوتين,DiseaseCondition,"[""نيكوتين""]|نيكوتين",0.0,,
ent_merge_000558,نيوفيبروما,نيوفيبروما,DiseaseCondition,"[""نيوفيبروما""]|نيوفيبروما",0.0,,
ent_merge_000559,هبوط الضغط,هبوط الضغط,DiseaseCondition,"""هبوط الضغط""]|[""انخفاض ضغط الدم""|هبوط الضغط",0.0,,
ent_merge_000560,هبوط عمل الكلى,هبوط عمل الكلي,DiseaseCondition,"[""هبوط عمل الكلى""]|هبوط عمل الكلى",0.0,,
ent_merge_000561,هرمون الاستروجين,هرمون الاستروجين,DiseaseCondition,"""هرمون الاستروجين""]|[""هرمون الاستراديول""|هرمون الاستروجين",0.0,,
ent_merge_000562,هرمون البروجسترون,هرمون البروجسترون,DiseaseCondition,"[""هرمون البروجسترون""]|هرمون البروجسترون",0.0,,
ent_merge_000563,هرمون التستو سيترون,هرمون التستو سيترون,DiseaseCondition,"[""هرمون التستو سيترون""]|هرمون التستو سيترون",0.0,,
ent_merge_000564,هرمون الحليب,هرمون الحليب,DiseaseCondition,"""هرمون الحليب""]|[""البرولاكتين""|هرمون الحليب",0.0,,
ent_merge_000565,هرمون الغدة الدرقية,هرمون الغده الدرقيه,DiseaseCondition,"[""هرمون الغدة الدرقية""]|هرمون الغدة الدرقية",0.0,,
ent_merge_000566,هرمون اللبن,هرمون اللبن,DiseaseCondition,"[""هرمون اللبن""]|هرمون اللبن",0.0,,
ent_merge_000567,هشاشة العظام,هشاشه العظام,DiseaseCondition,"[""هشاشة العظام""]|هشاشة العظام",0.0,,
ent_merge_000568,ورم,ورم,DiseaseCondition,"""ورم""]|[""كيس""|[""ورم""]|ورم",0.0,,
ent_merge_000569,ورم البرولاكتين,ورم البرولاكتين,DiseaseCondition,"[""ورم البرولاكتين""]|ورم البرولاكتين",0.0,,
ent_merge_000570,ورم بالغده النخاميه,ورم بالغده النخاميه,DiseaseCondition,"""ورم بالغده النخاميه""]|[""ورم بالغدة النخامية""|ورم بالغده النخاميه",0.0,,
ent_merge_000571,ورم دموي,ورم دموي,DiseaseCondition,"[""ورم دموي""]|ورم دموي",0.0,,
ent_merge_000572,ورم عصب السمع,ورم عصب السمع,DiseaseCondition,"[""ورم عصب السمع""]|ورم عصب السمع",0.0,,
ent_merge_000573,ورم ليفي,ورم ليفي,DiseaseCondition,"[""ورم ليفي""]|ورم ليفي",0.0,,
ent_merge_000574,ورم وعائي,ورم وعايي,DiseaseCondition,"""ورم وعائي""]|[""ورم الوعائي""|ورم وعائي",0.0,,
ent_merge_000575,وريد مغلق,وريد مغلق,DiseaseCondition,"[""وريد مغلق""]|وريد مغلق",0.0,,
ent_merge_000576,وزن زائد,وزن زايد,DiseaseCondition,"[""وزن زائد""]|وزن زائد",0.0,,
ent_merge_000577,وسواس قهري,وسواس قهري,DiseaseCondition,"[""وسواس قهري""]|وسواس قهري",0.0,,
ent_merge_000578,ولادة,ولاده,DiseaseCondition,"[""ولادة""]|ولادة",0.0,,
ent_merge_000579,ولادة مبكرة,ولاده مبكره,DiseaseCondition,"""ولادة مبكرة""|""ولاده مبكره""]|[""ولادة مبكر""|ولادة مبكرة",0.0,,
ent_merge_000580,آثار جانبية,اثار جانبيه,Symptom,"[""آثار جانبية""]|آثار جانبية",0.0,,
ent_merge_000581,أجسام مضادة,اجسام مضاده,Symptom,"[""أجسام مضادة""]|أجسام مضادة",0.0,,
ent_merge_000582,احتقان الحلق,احتقان الحلق,Symptom,"[""احتقان الحلق""]|احتقان الحلق",0.0,,
ent_merge_000583,إحتقان في الأنف,احتقان في الانف,Symptom,"[""إحتقان في الأنف""]|إحتقان في الأنف",0.0,,
ent_merge_000584,إحتقان في الوجه,احتقان في الوجه,Symptom,"[""إحتقان في الوجه""]|إحتقان في الوجه",0.0,,
