query_id,query,doc_type,rank,final_score,raw_similarity,boost,score_reason,title,doc_id,source_id,entity_id,qa_id,text_preview
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,entity,17,0.049507,0.049507,0.0,semantic_similarity_only,تضخم,entity::ent_diseasecondition_4453ab65a84b,ent_diseasecondition_4453ab65a84b,ent_diseasecondition_4453ab65a84b,,"Entity: تضخم
Aliases: تضخم, تضخم في الارداف
Type: DiseaseCondition
Quality: high
Relations: تضخم HAS_SYMPTOM تضخم في الارداف. Evidence: تضخم في الارداف"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,entity,18,0.049507,0.049507,0.0,semantic_similarity_only,عقيدات الغدة الدرقية,entity::ent_diseasecondition_c123927b86ec,ent_diseasecondition_c123927b86ec,ent_diseasecondition_c123927b86ec,,"Entity: عقيدات الغدة الدرقية
Aliases: عقيدات الغدة الدرقية, كتلة في الغدة الدرقية
Type: DiseaseCondition
Quality: high
Relations: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,entity,19,0.049507,0.049507,0.0,semantic_similarity_only,تضخم في الارداف,entity::ent_symptom_8d2e4253732b,ent_symptom_8d2e4253732b,ent_symptom_8d2e4253732b,,"Entity: تضخم في الارداف
Aliases: تضخم في الارداف
Type: Symptom
Quality: high
Relations: تضخم HAS_SYMPTOM تضخم في الارداف. Evidence: تضخم في الارداف"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,entity,20,0.049507,0.049507,0.0,semantic_similarity_only,سعال,entity::ent_symptom_f4cf885a0447,ent_symptom_f4cf885a0447,ent_symptom_f4cf885a0447,,"Entity: سعال
Aliases: بلغم, سعال, ضيق تنفس
Type: Symptom
Quality: high
Relations: حساسية HAS_SYMPTOM سعال. Evidence: هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم | التهاب HAS_SYMPTOM سعال. Evidence: اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج | ربو HAS_SYMPTOM سعال. Evidence: هل هو ربو ؟؟ او "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,entity,21,0.049507,0.049507,0.0,semantic_similarity_only,فقدان الشهية والرغبة في الاستفراغ,entity::ent_symptom_94e1fb05bddc,ent_symptom_94e1fb05bddc,ent_symptom_94e1fb05bddc,,"Entity: فقدان الشهية والرغبة في الاستفراغ
Aliases: فقدان الشهية والرغبة في الاستفراغ
Type: Symptom
Quality: high
Relations: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,entity,22,0.047565,0.047565,0.0,semantic_similarity_only,دوالي الخصية,entity::ent_diseasecondition_c7baf8534e07,ent_diseasecondition_c7baf8534e07,ent_diseasecondition_c7baf8534e07,,"Entity: دوالي الخصية
Aliases: دوالي الخصية
Type: DiseaseCondition
Quality: high
Relations: دوالي الخصية TREATED_BY العلاج بالجراحة. Evidence: العلاج بالجراحة"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,entity,23,0.047565,0.047565,0.0,semantic_similarity_only,الإغماء,entity::ent_symptom_759403abc54c,ent_symptom_759403abc54c,ent_symptom_759403abc54c,,"Entity: الإغماء
Aliases: الإغماء
Type: Symptom
Quality: high
Relations: ارتفاع ضغط الدم HAS_SYMPTOM الإغماء. Evidence: الإغماء"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,entity,24,0.047565,0.047565,0.0,semantic_similarity_only,دوخة,entity::ent_symptom_850b2a35c32d,ent_symptom_850b2a35c32d,ent_symptom_850b2a35c32d,,"Entity: دوخة
Aliases: دوخة
Type: Symptom
Quality: high
Relations: ارتفاع ضغط الدم HAS_SYMPTOM دوخة. Evidence: دوخة"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,entity,25,0.047565,0.047565,0.0,semantic_similarity_only,العلاج بالجراحة,entity::ent_treatment_f4382c9333bb,ent_treatment_f4382c9333bb,ent_treatment_f4382c9333bb,,"Entity: العلاج بالجراحة
Aliases: العلاج بالجراحة
Type: Treatment
Quality: high
Relations: دوالي الخصية TREATED_BY العلاج بالجراحة. Evidence: العلاج بالجراحة"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,1,0.277231,0.097231,0.18,evidence_for_hard_entity_seed,العلاج,mention::men_llm_0000644,men_llm_0000644,ent_treatment_90baddc0bf15,ahd5k_00666,"Evidence: وبعدها يتحدد العلاج
Entity: العلاج
Surface form: العلاج
Field: answer
Relation context: التهاب HAS_SYMPTOM الدم. Evidence: التهاب في المثانة أو الإحليل يسبب خروج الدم | التهاب DIAGNOSED_BY تصوير الجهاز البولي. Evidence: تصوير الجهاز البولي لتحديد سبب التهاب المثانة | الدم INVESTIGATED_BY تصوير الجهاز البولي. Evidence: تصوير الجهاز البولي "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,2,0.242622,0.062622,0.18,evidence_for_hard_entity_seed,العلاج,mention::men_llm_0000978,men_llm_0000978,ent_treatment_90baddc0bf15,ahd5k_04490,"Evidence: العلاج
Entity: العلاج
Surface form: العلاج
Field: answer
Relation context: حساسية الصدر HAS_SYMPTOM سعال. Evidence: حساسية الصدر and سعال co-occur with explicit symptom-pathology link | حساسية الصدر DIAGNOSED_BY تحليل الحساسية. Evidence: تحليل الحساسية explicitly mentioned as diagnostic tool for حساسية الصدر"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,3,0.231709,0.051709,0.18,evidence_for_hard_entity_seed,النسبة,mention::men_llm_0001042,men_llm_0001042,ent_test_4e95ccf90696,ahd5k_04052,"Evidence: النسبة 1\160
Entity: النسبة
Surface form: النسبة
Field: answer
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,4,0.14927,0.14927,0.0,semantic_similarity_only,فقر الدم,mention::men_llm_0000552,men_llm_0000552,ent_diseasecondition_9719230327a2,ahd5k_03707,"Evidence: السلام عليكم ورحمة الله وبركاته ابني عنده 13 سنة ويعاني من فقر الدم حابة اعرف اسم تحليلة الكالسيوم في العضام لانها الوحيده الي ماعملناها وشكرا
Entity: فقر الدم
Surface form: فقر الدم
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,5,0.134535,0.134535,0.0,semantic_similarity_only,الارتكاريا,mention::men_llm_0000038,men_llm_0000038,ent_symptom_93828ade2cbe,ahd5k_04733,"Evidence: السلام عليكم عندي حكة في جميع مناطق الجسم منذو 6 اشهر رغم اني اسعملت جميع لادويه دون فائده
Entity: الارتكاريا
Surface form: حكه
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,6,0.119416,0.119416,0.0,semantic_similarity_only,بروز في البطن,mention::men_llm_0000124,men_llm_0000124,ent_symptom_6910233b82fc,ahd5k_04986,"Evidence: انا بنت عمري 22 سنة بدي علاج طبيعي وسريع للبطن.. عندي بروز في البطن
Entity: بروز في البطن
Surface form: بروز في البطن
Field: question
Relation context: بروز في البطن TREATED_BY تمارين رياضية. Evidence: وجربت التمارين فترة بس ما لاحظت نتيجة كبيرة"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,7,0.111636,0.111636,0.0,semantic_similarity_only,دوالي الساقين,mention::men_llm_0000070,men_llm_0000070,ent_diseasecondition_c4254d272647,ahd5k_04697,"Evidence: انا متزوجة وعمري 29 سنة ولدي ثلاثة اطفال اعاني من الدوالي في ساق قدمي بدت الدوالي عندي وانا حامل بالطفل الثاني وازدادت مع حملي في الطفل الثالث ....
Entity: دوالي الساقين
Surface form: دوالي
Field: question
Relation context: دوالي الساقين TREATED_BY فينوروتون. Evidence: العلاج : 1-- تنفيذ النصائح السابقة وتناول علاج بسيط مثل فينوروتون | دو"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,8,0.111283,0.111283,0.0,semantic_similarity_only,الغدة الدرقية,mention::men_llm_0000939,men_llm_0000939,ent_diseasecondition_7b4788cd854a,ahd5k_02980,"Evidence: السلام عليكم أنا عملت تحليل للغدة الدرقيه قبل سنه وكانت النتائج ممتازه ولكن لما عملته بعد مرور سنه ظهر بالتحليل ان المعدل ٦ وقالت الدكتوره فيه ارتفاع في مستوى هرمون...
Entity: الغدة الدرقية
Surface form: الغده الدرقيه
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,9,0.110702,0.110702,0.0,semantic_similarity_only,الحمل,mention::men_llm_0000068,men_llm_0000068,ent_diseasecondition_7abdd04c7114,ahd5k_04697,"Evidence: انا متزوجة وعمري 29 سنة ولدي ثلاثة اطفال اعاني من الدوالي في ساق قدمي بدت الدوالي عندي وانا حامل بالطفل الثاني وازدادت مع حملي في الطفل الثالث ....
Entity: الحمل
Surface form: حامل
Field: question
Relation context: دوالي الساقين TREATED_BY فينوروتون. Evidence: العلاج : 1-- تنفيذ النصائح السابقة وتناول علاج بسيط مثل فينوروتون | دوالي الساق"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,10,0.103418,0.103418,0.0,semantic_similarity_only,بروثرومبين,mention::men_llm_0000202,men_llm_0000202,ent_diseasecondition_884ee2807f70,ahd5k_00679,"Evidence: بروثرومبين في الدم
Entity: بروثرومبين
Surface form: بروثرومبين
Field: answer
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,11,0.099015,0.099015,0.0,semantic_similarity_only,التهاب,mention::men_llm_0000236,men_llm_0000236,ent_diseasecondition_16cf4e77b755,ahd5k_01104,"Evidence: يجب النظر في اسباب التعاب الدم وذلك عن طريق مراجعة اختصاص الباطني او اخصائي الدم لعمل اللازم واعطاء العلاج
Entity: التهاب
Surface form: التهاب الدم
Field: answer
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,12,0.093934,0.093934,0.0,semantic_similarity_only,التهاب,mention::men_llm_0000237,men_llm_0000237,ent_diseasecondition_16cf4e77b755,ahd5k_01422,"Evidence: يجب اجراء فحص نسبة الحديد اولاونسبة معدل الالتهابات في الدم واذا كانت هذه طبيعية ومرت على الحالة 3 شهور يجب اجراء فحص نخاع العظم
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,13,0.088235,0.088235,0.0,semantic_similarity_only,فقر الدم,mention::men_llm_0000317,men_llm_0000317,ent_diseasecondition_9719230327a2,ahd5k_00655,"Evidence: انا مريضه بالسكر واستخدم فيرومن كبريتات الحديد لان عندي فقر دم مع فيتامين ب وبعد استخدامهم لاحظت ظهور حبوب في ظهري هل لها علاقه في ذلك ؟
Entity: فقر الدم
Surface form: فقر دم
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,14,0.088235,0.088235,0.0,semantic_similarity_only,التهاب,mention::men_llm_0000597,men_llm_0000597,ent_diseasecondition_16cf4e77b755,ahd5k_04067,"Evidence: قد يكون هناك نقص عناصر لازمه في هذا العمر مثل الكالسيوم الذي يسبب مثل ذالك او فيتامين د= انصح مراجعة الاخصائى لتشخيص السبب واعطاء العلاج المناسب-
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,15,0.088235,0.088235,0.0,semantic_similarity_only,جرعة,mention::men_llm_0000948,men_llm_0000948,ent_treatment_72992721d87a,ahd5k_01491,"Evidence: جرعه
Entity: جرعة
Surface form: عمري ٢٥سنة واعاني من نشاط زائد في الغده الدرقية وقمت بأخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي سأتمكن بعدها
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,16,0.086966,0.086966,0.0,semantic_similarity_only,تهاب,mention::men_llm_0000943,men_llm_0000943,ent_diseasecondition_385230d505f3,ahd5k_01491,"Evidence: تهاب
Entity: تهاب
Surface form: عمري ٢٥سنة واعاني من نشاط زائد في الغده الدرقية وقمت بأخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي سأتمكن بعدها
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,17,0.085749,0.085749,0.0,semantic_similarity_only,ارتفاع ضغط الدم,mention::men_llm_0000374,men_llm_0000374,ent_diseasecondition_db17a406c72e,ahd5k_03624,"Evidence: ارتفاع في ضغط الدم
Entity: ارتفاع ضغط الدم
Surface form: ارتفاع في ضغط الدم
Field: question
Relation context: ارتفاع ضغط الدم HAS_SYMPTOM خفقان القلب. Evidence: خفقان القلب الشديد"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,18,0.085749,0.085749,0.0,semantic_similarity_only,التهاب,mention::men_llm_0000966,men_llm_0000966,ent_diseasecondition_16cf4e77b755,ahd5k_02620,"Evidence: لم يزداد طول القامة عندي بسرعة كما في البلوغ حيث ظهرت علامات البلوغ ما عدا النمو السريع حيث بلغت في سن 13 وانا لان عمري 15 ولم تاتي سرعة في...
Entity: التهاب
Surface form: البلغم
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,19,0.080845,0.080845,0.0,semantic_similarity_only,الأسبرين,mention::men_llm_0000235,men_llm_0000235,ent_treatment_b333a867faf6,ahd5k_02507,"Evidence: بلع في الغلط 20 حبة بيبي اسبرين منذ سنة
Entity: الأسبرين
Surface form: 20 حبة بيبي اسبرين
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,20,0.080845,0.080845,0.0,semantic_similarity_only,فقر الدم,mention::men_llm_0000549,men_llm_0000549,ent_diseasecondition_9719230327a2,ahd5k_00681,"Evidence: فقر الدم فيجب علاج السبب خاصة في مثل هذا العمر
Entity: فقر الدم
Surface form: فقر الدم
Field: answer
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,21,0.080845,0.080845,0.0,semantic_similarity_only,فقر الدم,mention::men_llm_0000550,men_llm_0000550,ent_diseasecondition_9719230327a2,ahd5k_03707,"Evidence: فقر دم عند طفل عمره ١٣ سنة شي جدي!
Entity: فقر الدم
Surface form: فقر الدم
Field: answer
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,22,0.080845,0.080845,0.0,semantic_similarity_only,التهاب,mention::men_llm_0000964,men_llm_0000964,ent_diseasecondition_16cf4e77b755,ahd5k_03431,"Evidence: الم في الرقبه ماهو سبب هل له علاقه بالعمليه
Entity: التهاب
Surface form: الم في الرقبه
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,23,0.080845,0.080845,0.0,semantic_similarity_only,التهاب,mention::men_llm_0000965,men_llm_0000965,ent_diseasecondition_16cf4e77b755,ahd5k_03431,"Evidence: الم في الرقبه ماهو سبب هل له علاقه بالعمليه
Entity: التهاب
Surface form: الم
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,24,0.078689,0.078689,0.0,semantic_similarity_only,تحليل الحساسية,mention::men_llm_0000051,men_llm_0000051,ent_test_433492431144,ahd5k_02482,"Evidence: نتيجة الحساسة عندي هي IMMUNOLOGIE ige 183 UI/ml
Entity: تحليل الحساسية
Surface form: نتيجة الحساسة
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,evidence,25,0.078689,0.078689,0.0,semantic_similarity_only,صداع,mention::men_llm_0000422,men_llm_0000422,ent_symptom_b754f1a1e5a8,ahd5k_04265,"Evidence: عندي ضيق تنفس وبنفس الوقت معه صداع قوي وخفقان في القلب
Entity: صداع
Surface form: صداع قوي
Field: question
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,1,0.355671,0.355671,0.0,semantic_similarity_only,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa::ahd5k_01005,ahd5k_01005,,ahd5k_01005,"Category: أمراض الدم (Blood)
Question: السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟
Answer: فعادة لا نعالج ارتفاع حمض البول بحد ذاته إلا إذا كان عند المريض قصة سابقة لحصوة في الكلية أو مرض النقرس أو زيادة في طرح حمض البول في البول، وهذا نستطيع قياسه بتجميع البول لمدة أربع وعشرين ساعة. "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,2,0.133963,0.133963,0.0,semantic_similarity_only,السلام عليكم انا لدي حساسية الصدر من الصغر وكان عمر 7 اشهر والان استخدم السيروتايد القرص لاكن اشعر باختناق وعدم السعادة ,qa::ahd5k_04480,ahd5k_04480,,ahd5k_04480,"Category: أرجية حساسية (Allergic allergy)
Question: السلام عليكم انا لدي حساسية الصدر من الصغر وكان عمر 7 اشهر والان استخدم السيروتايد القرص لاكن اشعر باختناق وعدم السعادة والراحة في الصدر اشعر بأن الهواء لا يدخل
Answer: ابداي العلاج له عن طريق طبيب حساسيه اوصدريه بعد الكشف عنه وعمل تحليل الحساسه RAST and IgE يوجد علاج مناعي نهائي للحساسيه اذا عرف "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,3,0.127827,0.127827,0.0,semantic_similarity_only,السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر م,qa::ahd5k_01220,ahd5k_01220,,ahd5k_01220,"Category: أمراض باطنية (Esoteric)
Question: السلام عليكم عمري43 اعاني ارتفاع الصفراء في الدم وصلت الي 7.6 ويوجد تضخم في الطحال والم ف اسفل البطن وجانبين الي الظهر مع احساس بالتعب تحاليل للفيروسات سلبي ومناعةانكا 1/80
Answer: ماهي تحاليل وظائف الكبد وصوره الدم ونتيجه الاشعه التليفزيونيه
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,4,0.127386,0.127386,0.0,semantic_similarity_only,دكتور انا من مصر وعندى مشكلة في الصفائح الدموية ضعيفة ونسبة الأملاح عالية جدا أروح لدكتور ايه؟,qa::ahd5k_03348,ahd5k_03348,,ahd5k_03348,"Category: أمراض الدم (Blood)
Question: دكتور انا من مصر وعندى مشكلة في الصفائح الدموية ضعيفة ونسبة الأملاح عالية جدا أروح لدكتور ايه؟
Answer: ما هى عدد الصفائح وما هى الاملاح؟
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,5,0.122499,0.122499,0.0,semantic_similarity_only,السلام عليكم .نزول دم من المستقيم بكميه كبيره انا متزوجه وعندي طفل ..شكرا,qa::ahd5k_02677,ahd5k_02677,,ahd5k_02677,"Category: أمراض باطنية (Esoteric)
Question: السلام عليكم .نزول دم من المستقيم بكميه كبيره انا متزوجه وعندي طفل ..شكرا
Answer: عليكم السلام اعتقد فى سنك و اذا كان الدم احمر فالاحتمال اما ان يكون تقرحات فى القولون او البواسير و لقطع الشك باليقين افضل تعملى منظار للقولون حتى يكون العلاج على اساس سليم
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,6,0.114587,0.114587,0.0,semantic_similarity_only,السلام عليكم دكتور انا شاب عنري ٢٨ سنه - سويت اليوم فحص لضغط الدم طلع عندي الانبساطي٨٤ الانقباضي ١٦٢ مع العلم انه ودواني,qa::ahd5k_00671,ahd5k_00671,,ahd5k_00671,"Category: أمراض القلب و الشرايين (Cardiovascular disease)
Question: السلام عليكم دكتور انا شاب عنري ٢٨ سنه - سويت اليوم فحص لضغط الدم طلع عندي الانبساطي٨٤ الانقباضي ١٦٢ مع العلم انه ودواني بعض القلق اثناء الفحص؟
Answer: ننصح بإعادة الفحص من قبل طبيب للتأكد من مستواه مرة ثانية وإن كان مرتفع اسكمال الفحص الطبي لتحديد درجته وسببه ان أمكن
Relation cont"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,7,0.109791,0.109791,0.0,semantic_similarity_only,السلام عليكم أنا عملت تحليل للغدة الدرقيه قبل سنه وكانت النتائج ممتازه ولكن لما عملته بعد مرور سنه ظهر بالتحليل ان المعد,qa::ahd5k_02980,ahd5k_02980,,ahd5k_02980,"Category: أمراض الغدد الصماء (Endocrine)
Question: السلام عليكم أنا عملت تحليل للغدة الدرقيه قبل سنه وكانت النتائج ممتازه ولكن لما عملته بعد مرور سنه ظهر بالتحليل ان المعدل ٦ وقالت الدكتوره فيه ارتفاع في مستوى هرمون...
Answer: اذا كان ال TSH هو المقصود فهذه ممكن ان تكون بداية خمول ولكن عليكي اعادة التحليل للتأكد فإذا استمر ال tsh بالارتفاع فعليكب ب"
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,8,0.107134,0.107134,0.0,semantic_similarity_only,انا عملت جراحة فى القلب وتم تغير الصمام المترالى بصمام ميكانيكى صناعى وباخد دواء واريفان ( لسيولة الدم ) 8 ملجرام ومصاب ,qa::ahd5k_01372,ahd5k_01372,,ahd5k_01372,"Category: جراحة القلب والشرايين (Cardiovascular surgery)
Question: انا عملت جراحة فى القلب وتم تغير الصمام المترالى بصمام ميكانيكى صناعى وباخد دواء واريفان ( لسيولة الدم ) 8 ملجرام ومصاب بالانفلوانزا ماالعلاج المناسب
Answer: العلاج يتطلب معاودة طبيبك المعالج للتأكد من العدوى الفيروسية أولاً
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,9,0.104613,0.104613,0.0,semantic_similarity_only,انا مريضه بالسكر واستخدم فيرومن كبريتات الحديد لان عندي فقر دم مع فيتامين ب وبعد استخدامهم لاحظت ظهور حبوب في ظهري هل له,qa::ahd5k_00655,ahd5k_00655,,ahd5k_00655,"Category: أمراض الدم (Blood)
Question: انا مريضه بالسكر واستخدم فيرومن كبريتات الحديد لان عندي فقر دم مع فيتامين ب وبعد استخدامهم لاحظت ظهور حبوب في ظهري هل لها علاقه في ذلك ؟
Answer: من التاثيرات الجانبية لدواء فيرومين كبريتات الحديد ظهور مثل هذه الحبوب غيري العلاج
Relation context: "
trial_query_080,السلام عليكم..ماهو العلاج المناسب لتقليل نسبة الاملاح في الدم النسبة الحالية عندي هي (7.9) عمري 44 سنة /ذكر؟,qa,10,0.104613,0.104613,0.0,semantic_similarity_only,أنا حللت تحليل فقر الدم والنتائج كالآتي hp=11.6 وp.c.v=38% فهل لدي فقر دم؟ وما هي نسبة الدم الطبيعية؟ وشكرا,qa::ahd5k_00757,ahd5k_00757,,ahd5k_00757,"Category: أمراض الدم (Blood)
Question: أنا حللت تحليل فقر الدم والنتائج كالآتي hp=11.6 وp.c.v=38% فهل لدي فقر دم؟ وما هي نسبة الدم الطبيعية؟ وشكرا
Answer: الهيموغلوبين في النساء بين 12 و15 وال PCV عند النساء هو 38%
Relation context: فقر الدم DIAGNOSED_BY تحاليل مخبرية. Evidence: تحليل فقر الدم"
