query_id,query,stage,result_type,relevant_total,retrieved_relevant_at_5,recall_at_5,mrr,ndcg_at_10
trial_query_117,أعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,semantic_retrieval,entity,2,2,1.0,1.0,1.0
trial_query_117,أعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,semantic_retrieval,evidence,4,2,0.5,1.0,0.636682
trial_query_117,أعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,semantic_retrieval,qa,2,2,1.0,1.0,1.0
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,semantic_retrieval,entity,2,2,1.0,1.0,1.0
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,semantic_retrieval,evidence,16,5,0.3125,1.0,1.0
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,semantic_retrieval,qa,14,1,0.071429,1.0,0.293456
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,semantic_retrieval,entity,2,2,1.0,1.0,1.0
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,semantic_retrieval,evidence,13,5,0.384615,1.0,0.933746
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,semantic_retrieval,qa,11,2,0.181818,0.5,0.302404
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,semantic_retrieval,entity,3,3,1.0,1.0,1.0
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,semantic_retrieval,evidence,4,1,0.25,1.0,0.39038
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,semantic_retrieval,qa,1,1,1.0,1.0,1.0
trial_query_121,متى يلجأ الدكتور الي نزع عَصّب السن او الضرس,semantic_retrieval,entity,1,1,1.0,1.0,1.0
trial_query_121,متى يلجأ الدكتور الي نزع عَصّب السن او الضرس,semantic_retrieval,evidence,6,5,0.833333,1.0,0.892211
trial_query_121,متى يلجأ الدكتور الي نزع عَصّب السن او الضرس,semantic_retrieval,qa,5,1,0.2,0.333333,0.16958
trial_query_122,سلام لقد اجريت فحص الهرمون B-HCG ،و نتائج التحاليل كما يللي 3-4 اسبوع 9-130 4-5 اسبوع 75-2600 5-6 اسبوع 850-20800 7-8 اسبوع 4000-100200 7-12 اسبوع 11500-289000 12-16 اسبوع 18300-137000 و...,semantic_retrieval,entity,2,2,1.0,1.0,1.0
trial_query_122,سلام لقد اجريت فحص الهرمون B-HCG ،و نتائج التحاليل كما يللي 3-4 اسبوع 9-130 4-5 اسبوع 75-2600 5-6 اسبوع 850-20800 7-8 اسبوع 4000-100200 7-12 اسبوع 11500-289000 12-16 اسبوع 18300-137000 و...,semantic_retrieval,evidence,5,3,0.6,0.5,0.529635
trial_query_122,سلام لقد اجريت فحص الهرمون B-HCG ،و نتائج التحاليل كما يللي 3-4 اسبوع 9-130 4-5 اسبوع 75-2600 5-6 اسبوع 850-20800 7-8 اسبوع 4000-100200 7-12 اسبوع 11500-289000 12-16 اسبوع 18300-137000 و...,semantic_retrieval,qa,3,0,0.0,0.0,0.0
trial_query_123,لسلام عليكم ممكن تساعدوني ابني عملتله تطعيم سنة ونص اليوم هو يعاني من ارتفاع الحرارة ومايقدر يحرك رجلو وحتى يوقف وهو كتير البكاء كيف اتعامل معاه كيف اخفف من الم...,semantic_retrieval,entity,1,1,1.0,1.0,1.0
trial_query_123,لسلام عليكم ممكن تساعدوني ابني عملتله تطعيم سنة ونص اليوم هو يعاني من ارتفاع الحرارة ومايقدر يحرك رجلو وحتى يوقف وهو كتير البكاء كيف اتعامل معاه كيف اخفف من الم...,semantic_retrieval,evidence,2,1,0.5,1.0,0.613147
trial_query_123,لسلام عليكم ممكن تساعدوني ابني عملتله تطعيم سنة ونص اليوم هو يعاني من ارتفاع الحرارة ومايقدر يحرك رجلو وحتى يوقف وهو كتير البكاء كيف اتعامل معاه كيف اخفف من الم...,semantic_retrieval,qa,1,1,1.0,1.0,1.0
trial_query_124,هل زيت نبات الميرمية له آثار جانبية عند تناوله بشكل 3 كبسولات قبل الطعام للتخلص من افراز البرولاكتين المفرز والناتج عن ورم حميد في الغدة النخامية . .,semantic_retrieval,entity,5,4,0.8,1.0,0.868795
trial_query_124,هل زيت نبات الميرمية له آثار جانبية عند تناوله بشكل 3 كبسولات قبل الطعام للتخلص من افراز البرولاكتين المفرز والناتج عن ورم حميد في الغدة النخامية . .,semantic_retrieval,evidence,13,4,0.307692,1.0,0.706584
trial_query_124,هل زيت نبات الميرمية له آثار جانبية عند تناوله بشكل 3 كبسولات قبل الطعام للتخلص من افراز البرولاكتين المفرز والناتج عن ورم حميد في الغدة النخامية . .,semantic_retrieval,qa,8,2,0.25,1.0,0.361879
trial_query_125,عندي الم في منطقه البطن مع الم بصدر جهه اليمين الى الرقبه وماقدرت اعرف تفسير الالم ذا من ايش او سببه مع وجود احيان ضيق بالتنفس ،،،، افيدوني,semantic_retrieval,entity,1,1,1.0,1.0,1.0
trial_query_125,عندي الم في منطقه البطن مع الم بصدر جهه اليمين الى الرقبه وماقدرت اعرف تفسير الالم ذا من ايش او سببه مع وجود احيان ضيق بالتنفس ،،،، افيدوني,semantic_retrieval,evidence,2,1,0.5,1.0,0.613147
trial_query_125,عندي الم في منطقه البطن مع الم بصدر جهه اليمين الى الرقبه وماقدرت اعرف تفسير الالم ذا من ايش او سببه مع وجود احيان ضيق بالتنفس ،،،، افيدوني,semantic_retrieval,qa,1,0,0.0,0.066667,0.0
