query_id,category,bertscore_precision,bertscore_recall,bertscore_f1,overall_reliability_score,reliability_label,answerability_label,evidence_coverage,relation_confidence,source_reliability,claim_support_rate,hallucination_rate,qa_fallback_used,answer_reference_overlap,reference_context_overlap,query,candidate_answer,reference_answer,issue_label
unseen100_039,أرجية حساسية,0.619609,0.672246,0.644855,0.8563,high,answerable,0.125,0.9214,0.9955,1.0,0.0,no,0.000000,0.000000,امي عمرها ٥٦ سنة تعاني من المرارةالجافةو هي لا تعاني من اي مرض و اليوم اصابتها حساسية مفرطة حبيبات حمراء في الجلد.انتفاخ شديدللشفتين. أهذا بسبب المرارة وهل هناك خطر على...,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من م...,ممكن ان تكون اصيبت بحساسيه بسبب دواء معين اخذته حديثا لابد من مراجعة طبيب لعمل تحاليل مثلige وان تبدأ مضادات الهستامين,acceptable_similarity
unseen100_040,العقم,0.649294,0.614205,0.631262,0.8119,high,answerable,0.1429,0.6605,0.9427,1.0,0.0,yes,0.125000,0.111111,التحاليل التاليه و نتائجها كالتالي Fsh15 68 Tsh0 79 lh6 09 prolactin9 08 هل النتائج سليمه ولا فيها مشكله,طبيعيه و يجب معرفه الشكوى و العمر لكي تتم الاجابه,مستوى ال اف اس اتش مرتفع لدا يجب التنبيه الى ضرورة عمل هذه التحاليل ثاني او ثالث يوم الدورة اما باقي التحليل فهي في حدود الطبيعي . اضافة الى ذلك فان مستوى ال اف اس اتش يعتمذ على السن,retrieval_coverage_gap
unseen100_041,خدمات طبية,0.646257,0.568195,0.604717,0.809,high,answerable,0.125,0.6896,0.9123,1.0,0.0,no,0.117647,0.024691,أسباب ارتفاع سرعة التثفل,نعم ممكن لكن لا داعي للقق، فقط تتطلب معاودة طبيبها المشرف على حالتها للتحقق من عدم وجود سبب دوائي,القيمة العادية لا تستبعد المرض.القيمة العادية حسب طريقة وسترغرين هي 0ملم/ساعة -15ملم/ساعةل لرجال، و 0ملم/ساعة- 20ملم/ساعة للنساء، وللأطفال 0ملم/ساعة-10ملم/ساعة. أعلى مستويات معدل ترسيب الكريات الحمر في الدم عادة ما تش...,retrieval_coverage_gap
unseen100_042,جراحة الأطفال,0.656227,0.687985,0.671731,0.8342,high,answerable,0.3333,0.65,0.9117,1.0,0.0,no,0.052632,0.000000,ابنى خمس شهور ومنذ الولاده اكتشفت بوجود خصيه لست فى مكانها ذهبت لجراح اطفال قالى انها لست معلقه وستنزل فى خلال شهرين ولحد الان لم تنزل هل انتظر ام ماذا...,على الاغلب هذا شقيقة يجب اجراء فحص طبي لنفي اي سبب اخر للصداع و من ثم يمكن اخذ المسكنات مثل الباندول فولت فاست,يجب الاستمرار بالمتابعه مع الجراح وعمليتخا ليست خطيره.,acceptable_similarity
unseen100_043,أمراض الغدد الصماء,0.636507,0.661996,0.649001,0.786,medium,answerable,0.1667,0.509,0.8976,1.0,0.0,no,0.000000,0.142857,لدي نقص بالحيوان المنوية ولدي دولاي متوسطه بالخصية و نقص شديد بالهرمون الذكري1.5 وزيادة بالبرولاكتين 20 ونقص شديد بفيتامين د (15 ) فهل اذهب لطبيب الغدد ام العقم ام العظام؟,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق...,عليك متابعة اخصائي جراحة المسالك البولية من اجل علاج دوالي الخصية التي تسبب كل الاضطرابات التي ذكرتها,acceptable_similarity
unseen100_044,طب الأسنان,0.638753,0.675506,0.656615,0.8251,high,answerable,0.1667,0.7186,0.9485,1.0,0.0,no,0.000000,0.285714,طلعت لي حبه خراح عند واحد من اسناني هو له سنه ملتهب وم راجعت الطبيب الا مرا حط لي حشوه وبعدها م عاد رحت هل يوثر علئ. الفك؟,قد يكون لديك نوع من الصداع يسمى بالصداع التوتري و هو ناتج عن وجود ضغوطات في الحياة كالعمل و الاستيقاظ الليلي لارضاع طفلك من المهم مراجعة طبيب اعصاب وذلك لاتمام الفحص السريري و التاكد من التشخيص,الافضل زياره الطبيب حتي لاتكبر المشكله عندك,acceptable_similarity
unseen100_045,أمراض باطنية,0.58929,0.646443,0.616545,0.8242,high,answerable,0.125,0.7544,0.9488,1.0,0.0,no,0.011111,0.117647,هل تحليل سي بي سي اذا كانت كل نتائجه سليمة يطمئن ذلك من عدم وجود التهاب بالصفاق؟؟,اعتقد بأن المقصود هو التهابات المهبل وليس الرحم وغالبا ما يكون سبب هذه الالتهابات هي الفطريات خاصة الكانديدا وقد يكون السبب التهابات جرثومية بعضها قد ينتقل عن طريق المعاشرة الزوجية وبعضها لا وفي حال تكررا الالتهابات ف...,لا يستبعد من هذا التحليل فقط اقرء عنه في هذا الرابط على موقع طبي: التهاب الصفاق ( Peritonitis ) | اسباب اعراض علاج | الطبي,retrieval_coverage_gap
unseen100_046,أمراض الجهاز التنفسي,0.67784,0.614325,0.644521,0.8227,high,answerable,0.1429,0.7257,0.9492,1.0,0.0,no,0.125000,0.067797,تركت الدخان من شهر وحاسس صدري زي الخشخشة هل هناك علاج يريح الصدر,نعم مفيد لة ويجب الاستمرار فى العلاج و متابعة الطبيب المعالج,مبدئياً،والحمد لله على ترك هذه العادة المدمرة. ثانيا، مع بداية ترك التدخين يكون جهاز المناعة مرهقاً من طول التأهب أثناء مدة التدخين الطويلة، لذا من المحتمل الشعور بأعراض تشبه الانفلونزا ومن المهم الحرص على التغذية الج...,acceptable_similarity
unseen100_047,امراض العيون,0.622368,0.682531,0.651062,0.7972,medium,answerable,0.1429,0.5987,0.9065,1.0,0.0,no,0.023256,0.222222,اخي عبد الرحمن يعاني من نزول الماء السائل من المخ الى العين اليسرى مما سبب هذا السائل عدم الرئية في العين ما هو السبب ؟,يجب مراجعه طبيبك في اقرب ، حيث ان هذا السائل يمكن ان يكون نتيجه ثقب في الكيس حول الجنين مما يؤدي الى نزول السائل الامينوسي حول الجنين ، او نتيجه لتوسع في عنق الرحم مما يؤدي الى نزول افرازات مهبليه تشبه الماء. وهذه قد...,هذه مشكله عليه مراجعة اخصائى عيون وكذلك اخصائى جراحة دماغ,acceptable_similarity
unseen100_048,فيتامينات و معادن,0.723157,0.728155,0.725647,0.7694,medium,answerable,0.125,0.4464,0.8913,1.0,0.0,yes,0.034483,0.000000,ما الذي يحدثه فيتامينات البنتجر للشعروما الاعراض الجانبيه له,"يستخدم الرابيبرازول لعلاج الارتداد المريئي ومن اثاره الجانبية: الصداع,الغثيان,القيء,الامساك,غازات البطن,التهاب الحلق وفي حال الاصابة باي من هذه الاعراض يجي مراجعة الطبيب لتعديل الجرعة او لتغيير الدواء",البنجر غني بالاحماض الامينية والسكر والمعادن والفيتامينات ولهذا يفيد كثيرا في علاج الامساك والبواسير وضغط الدم والتهاب المعدة ويفيد في تقوية الشعر وتقليل سقوطه ومزيل للصداع وطنين الاذن وآلام الاسنان,acceptable_similarity
unseen100_049,فيزيولوجيا,0.621106,0.581802,0.600812,0.7756,medium,answerable,0.1429,0.468,0.8935,1.0,0.0,yes,0.000000,0.111111,متى تبدا عمليات الهدم في جسم الانسان وفي اي عمر؟,مابين الاسبوع 22-24,الجسم يكون في حالة بناء وهدم طبلة العمر. ولكن في الطفولة تكون عمليات البناء أكثر من الهدم نظرا لحاجة الجسم للنمو والعمل . وكلما تأخر العمر قلت عملبت البناء وزادت عمليات الهدم.، وليس هناك حد فاصل للعملية.,retrieval_coverage_gap
unseen100_050,علم المناعة,0.635896,0.611009,0.623204,0.7892,medium,answerable,0.125,0.5664,0.9033,1.0,0.0,no,0.037736,0.090909,اعانى من الثعلبه ما علاج اضطراب المناعه بالادويه والاعشاب والنظلم الغذائى,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من م...,يعرف داء الثعلبة بانه داء عضوي أو مرض مناعة ذاتية أو انه من الفطريات ، وقد تنتقل العدوى من انسان الى اخر بواسطة اشياء لوثتها الفطريات مثل القبعات والامشاط أو كرسي الجلوس أو عند ملامسة القطط والكلاب المصابة، وهو يصيب ك...,retrieval_coverage_gap
unseen100_051,صحة الأسنان,0.703705,0.626577,0.662905,0.8087,high,answerable,0.3333,0.4949,0.8962,1.0,0.0,no,0.000000,0.068182,انا اعاني من انحسار في اللثه وانكشاف حجذر السن هل عمليه الترقيع ناجحه او ان فتره شهور فقط ويتنحسر اللثه من جديد وهل يوجد مكان غير اللهاء لاخذ الرقعه,العلاج الاهم هو السوائل للمحافظة على الكلى,علاج انسحاب اللثة عن طريق استخدام الخزع اللثوية ناجحة في حال الالتزام بتنظيف الاسنان واللثة بشكل يومي ومنتظم وبالطريقه الصحيحة ولابد ان هناك الكثير من الطرق لعلاجها ومنها اخذ جزء من انسجه سقف الفم واستخدامها في علاج ا...,acceptable_similarity
unseen100_052,أمراض نفسية,0.644278,0.690796,0.666727,0.7996,medium,answerable,0.1429,0.6134,0.908,1.0,0.0,no,0.056604,0.000000,لو سمحتو انا ما عندي ثقة لإني احكي مع الناس وجها لوجه او اناقشهم بحس انو ضعيفة شخصيه لو سمحتو بدي حل شو اعمل,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من م...,التربية القاسية بالصغر ينتج عنها نوع من اضطراب الشخصية كالخوف و الضعف و العصبية لا انصحك باخد الدواء لكن علاج CBT يساعدك باسترجاع شخصيتك كما تزداد قوة عقلك تم يتغير تفكيرك الرياضة ايضا تساعد بشكل كبير,acceptable_similarity
unseen100_053,صحة الطفل,0.678081,0.697166,0.687491,0.7857,medium,answerable,0.25,0.4313,0.8898,1.0,0.0,yes,0.062500,0.100000,السلام عليكم طفلي عمرو 16 يوم يعاني الغازات و الإمساك ما سبب ذالك و كيف أتعامل مع الإمساك ؟؟؟ و هو يرضع رضاعة طبيعية أريد جواب,السؤال عام و واسع نوعا ما. فالاهم ان نتوصل الى سبب الامساك حتى نستطيع علاجه لان كل سبب يعالج بطريقة مختلفة. و لكن بشكل عام بالضافة الى علاج السبب فينصح بالكثار من السوائل و الالياف و المشي.. العلاجات الدوائة متنوعة و...,يجب معرفة ان قصدك في الامساك ان برازه جامد ام انه يتبرز قليلا وكم مرة يتبرز اذا كان الامساك منذ الولادة يجب عرضه على طبيب اخصائي جراحة اطفال لربما يكون عنده ضيق في فتحة الشرج اوما شابه ذلك,acceptable_similarity
unseen100_054,صحة عامة,0.685039,0.621367,0.651652,0.8428,high,answerable,0.2857,0.7177,0.9484,1.0,0.0,no,0.071429,0.109091,لماذا احس دائما بتعب وارهاق بجميع اعضاء جسمي,التهاب الجيوب الأنفية قد يسبب التعب والارهاق، وفقًا للأدلة المتاحة. يُنصح بمراجعة طبيب لتقييم شامل.,التعب الطبيعي هو الذي يحصل بعد القيام بالواجبات و الاعمال اليومية و يزول بعد قضاء وقت من الراحة اما اذا استمر التعب طوال اليوم حتى اثناء الراحة فيكون تعب غير طبيعي و يمكن تسميته بمرض و لهذا يجب اجراء تحاليل مخبري لمحا...,acceptable_similarity
unseen100_055,إدمان,0.623889,0.677785,0.649721,0.7844,medium,answerable,0.1667,0.4991,0.8966,1.0,0.0,no,0.011236,0.083333,الاطباء الافاضل بعد التحية منذ سنة كنت اتناول عقار تشامبيكس للاقلاع عن التدخين وبالفعل توقفت تماما في الاسبوع الاول وعندما انهيت العبوة الاولي (نصف ملم ) قمت بشراء العبوة 1...,يوجد العديد من الفوائد لاستخدام زيت اللوز المر، منها التخلص من علامات التمدد ولكن هناك حاجة إلى مزيد من الدراسات قبل أن يتم إثبات فعالية زيت اللوز المر. ومن الجدير بالذكر أن زيت اللوز المر يحتوي على مركبات سامة مثل ال...,لابد من استخدام مضادات الاكتئاب بعد استشارة الطبيب ولكنها لا تؤدي للاكتئاب على الاطلاق,acceptable_similarity
unseen100_056,علم الأشعة,0.672953,0.581024,0.623619,0.7727,medium,answerable,0.1429,0.4504,0.8917,1.0,0.0,yes,0.000000,0.116279,هل الصبغة للاشعة المقطعيه ضروريه ؟,نعم...اعمليها,الصبغات تطلب لأظهار اجزاء معينة في الجسم..مثل الاوعية الدموية و الجهاز الهضمي..و تكون اساسية في الكشف عن الاورام و بعض الامراض التي لا يمكن تشخيصها بدون حقن الصبغة..يفضل الرجوع الي الطبيب المعالج لمعرفة ان اكن يرغب في...,retrieval_coverage_gap
unseen100_057,الطب البديل,0.56184,0.668065,0.610365,0.8238,high,answerable,0.1667,0.711,0.9478,1.0,0.0,no,0.000000,0.000000,الف شكر على سرعة الاجابة جعلة الله فى ميزان حسانتكم ممكن سؤال لو سمحمتم هل دوالى الساقين ممكن ان تختفى بواسطة الحجامة أو خل التفاح لوكانت من الدرجة الثانية,هذه خلطة مفيدة ان شاء الله لمن معهم كسل بالغدة الدرقية واتمنى لهم الشفاء كيلو عسل يطحن مقدار 25 غرام من الفوقص الحوصلي 20 غ غذاء ملكي 35غ محلول العكبر 50غ قسط هندي يخلط الجميع مع العسل ويؤكل منه ملعقة متوسطة قبل كل وج...,ليس هناك دراسات حول الموضوع. جرب.,retrieval_coverage_gap
unseen100_058,علم النبات,0.620836,0.684599,0.65116,0.787,medium,answerable,0.1667,0.5152,0.8982,1.0,0.0,no,0.020833,0.176471,"بما أن فول الصويا غير متوفر في بعض البلاد فهل يمكن تناول أحد هذه الأطعمة ( الفاصولياء الجافة ,اللوبياء الجافة ) بدلا من فول الصويا من بهدف زياد هرمون الاستروجين...",أسبابها كثيرة وتختلف من شخص لآخر، فمن الممكن أن تكون أحد الأعراض الثانوية لإضطراب آخر يتعلق بالغدة الدرقية أو بفقر الدم أوغيره من الأسباب الكثيرة والمتعددة، وإذا كان لا يوجد هناك أي علة أو سبب واضح يفسر حدوثها، يبقى ا...,"يمكن استخدام الفاصولياء لزيادة الهرمونات الانثوية , ولكن استشارة الطبيب او اخصائي التغذية افضل لمعرفة السبب الاساسي لنقص الهرمونات وعلاجه",acceptable_similarity
unseen100_059,تغذية,0.615093,0.649813,0.631977,0.7974,medium,answerable,0.1111,0.6017,0.9368,1.0,0.0,yes,0.000000,0.200000,اعاني من النحافة الجسدية مع العلم انني اكل كثيرا ولكن ابقى نحيفا ما الحل,عليك بالاغذية ذات سعرات حراريه عاليه تناولي ٥ وجبات باليوم ويكون ذات حجم مضاعف عن الكميه التي تاكليها في العاده،، تناولي بين الوجبات كوكتيلات الحليب كامل الدسم مع الموز والعسل ،!! بعد الوجبات تناولي الفواكه المجففه لا...,النحافة الجسدية ممكن تكون ناجمة عن انخفاض شهية الاكل لاسباب نفسيه او فيزيولوجيه او بسبب معدل الحرق الزائد و عدم تناول الكميات المناسبة من الغذاء,reference_mismatch_or_answer_wording
unseen100_060,علم الصيدلة,0.605819,0.642954,0.623834,0.7977,medium,answerable,0.125,0.618,0.9085,1.0,0.0,no,0.000000,0.068966,ما هى الاعراض الجانبيه لعلاج visanne اقراص,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من م...,طبعا الاعراض تختلف من شخص لاخر : حب الشباب عدم الراحة الثدي قلة المتعة في النشاط الجنسي المزاج مكتئب صعوبة في النوم تساقط الشعر صداع الراس التهيج غثيان الهلع قيء ضعف عام زيادة الوزن,retrieval_coverage_gap
unseen100_061,أمراض نسائية,0.684029,0.68166,0.682843,0.8338,high,answerable,0.2,0.7411,0.9508,1.0,0.0,no,0.000000,0.000000,انا عمري ٢٦ متزوجة حصل لي بالشهر الثالث كيس على المبيض الايمن وشلته بعملية جراحية وطلع بعد التحليل بطانة رحم مهاجرة ما نسبة حصول حمل لدي؟وماذا افعل ؟ لي٨ شهور...,اشربي قهوتك و شايك على راحتك مع المحافظة على تنظيف الاسنان.,المتاابعه بالسونار واخذ العلاج اللازم وننتظر الحمل,acceptable_similarity
unseen100_062,جراحة الفك والأسنان,0.657514,0.632763,0.644901,0.8235,high,answerable,0.1667,0.7089,0.9476,1.0,0.0,no,0.000000,0.076923,انا عندي انحراف في الفك بشكل ملحوظ...وهذه منذ الولادة الطبيب الي عندنا بالبلد..يجول لازم اعمل تقووويم قبل العملية التجميلة هل هذا صحيح؟؟؟ ام انه لا يوجد رابط بين العملية وشكل...,طبيعي بسبب التمرين ومع الوقت بيختفي الألم وممكن استعمال بعض المسكنات الخفيفه,اذا كان طبيب الاسنان الذى ابدى رايه مختص فى تقويم الاسنان عالبا ماتكون الاجابه صحيحه,acceptable_similarity
unseen100_063,علم النفس,0.671193,0.708144,0.689174,0.794,medium,answerable,0.125,0.5952,0.9062,1.0,0.0,no,0.020833,0.078947,ما هي اسباب الارق في الليل حتى لو كان الشخص متعب خلال النهار,أسبابها كثيرة وتختلف من شخص لآخر، فمن الممكن أن تكون أحد الأعراض الثانوية لإضطراب آخر يتعلق بالغدة الدرقية أو بفقر الدم أوغيره من الأسباب الكثيرة والمتعددة، وإذا كان لا يوجد هناك أي علة أو سبب واضح يفسر حدوثها، يبقى ا...,أكثر أسباب الأرق شيوعاالاضطرابات النفسية، كالاكتئاب والقلق والضغوط العائلية والوظيفية وغيرها. والمصاب بالأرق الناتج عن اضطرابات نفسية لا يدرك في معظم الحالات أن السبب في إصابته بالأرق يتعلق باضطرابات نفسية، بالإضافة إ...,acceptable_similarity
unseen100_064,علاج طبيعي,0.693756,0.646389,0.669235,0.8253,high,answerable,0.1667,0.72,0.9487,1.0,0.0,no,0.142857,0.062500,انا امراة عندي نقص الكالسيوم و الفيتامين د و ارتفاع الكرياتينين في الدم من الكوليستيرول مع ان نسبة الكولستيرول نزلت الى المستوى المطلوب. لكم ا.,نعم ... نقص فيتامين (ب12) يسبب انيميا وتنميل,الأفضل مراجعة طبيب باطني لتقرير علاج الكالسيوم بعد الفحص المخبري ، ويمكنك أيضاً التعرض للشمس لزيادة فيتامين د.,acceptable_similarity
unseen100_065,فيزياء,0.674713,0.679608,0.677151,0.8253,high,answerable,0.1667,0.7197,0.9486,1.0,0.0,no,0.064516,0.142857,عندما اقوم بممارسة الرياضة على ارضية صلبة اعاني من آلام في الساق من الناحية الداخلية فوق المفصل وتزول هذه الآلام بعد بضعة ايام ماسبب هذا الألم وكيف يمكنني التخفيف منه,الالم الذي يحدث عند الضغط على عضلة الصدر دليل وجود الالم في العضلة نفسها ربما نتيجة تشنج ما او جهد ما قمت به والافضل في هذه الحالة ان تريح هذه العضلة ولا تقوم بمجهود علما بان احيانا حتى السعال يسبب الم في عضلة الصدر,ما دمت تصف ان الالم ياتي بعد التمرين على ارضية صلبة ينصح لك بتغيير وضع التمرين وعمل مساج بالثلج لمدة خمس دقائق على مكان الالم والاحماء قبل التمرين,acceptable_similarity
unseen100_066,أنف، أذن وحنجرة,0.667381,0.676377,0.671849,0.7704,medium,answerable,0.1429,0.4364,0.8903,1.0,0.0,yes,0.044776,0.230769,عندى انسداد وطنين ف الاذن وكتب لى الدكتور نقط باترافين ذاد الطنين وجالى دوار شديد ومرعب,"اسباب الدوار اما اسباب من الاذن نفسها او من خارج الاذن (اجهزة الجسم الاخرى) امراض الاذن التي تسبب دوار هي ضعف العصب السمعي,مرض مينير,التهاب قوقعة الاذن,التهابات الاذن الوسطى ,ورم العصب السمعي,وجود شمع في الاذن الخارجي...",مجتمعه هذه الاعراض تذل على التهاب الاذن الداخليه .. قم باستخدام حبوب ستيجيرون ٧٥ مغ وستخف عليك الاعراض,acceptable_similarity
unseen100_067,أمراض الأسنان,0.744197,0.713534,0.728543,0.7925,medium,answerable,0.25,0.4729,0.894,1.0,0.0,yes,0.230769,0.333333,هل يمكن اخذ ابرة تخدير قبل الزوم للاسنان لتفادي الالم!! و الالم بعد تبييض الاسنان كيف اتخلص منه؟؟,"تبييض الاسنان طريقتين رئسيتني,تبييض الاسنا في عيادة الاسنان باستعمل اجهزة خاصة مثل ZOOM 3 او التبييض المنزلي .",في اغلب الاحيان ﻻ نفضل اعطاء التخدير قبل عملية تبيض الاسنان للحفاظ على حيويه الاسنان و لتفادي الام التحسس بعد التبييض يمكن استخدام معاجين خاصة ينصح بها طبيبك,acceptable_similarity
unseen100_068,مختبر,0.721811,0.63677,0.676629,0.7739,medium,answerable,0.1429,0.4574,0.8924,1.0,0.0,yes,0.285714,0.200000,هل تحليل الدم لاختبارالحمل تكشف عن وجود الحمل في أول أيامه أم أنه يجب الانتظار لفتره محدده ثم أقوم بتحليل الدم؟,تحليل ھرمون الحمل في الدم BHCG ھو الذي يظهر الحمل,فحص الحمل في الدم يكون ايجابي بعد حوالي ١٠ ايام من يوم الابلضه المتوقع ،اي يكون ايجابي قبل غياب يوم الدوه المتوقع,acceptable_similarity
unseen100_069,الطب العام,0.644716,0.638377,0.641531,0.847,high,answerable,0.3333,0.8353,0.978,1.0,0.0,no,0.052632,0.000000,ضيق في تنفس وسعال ودوخه,السعال قد يكون ناتجاً عن حساسية الصدر أو ربو، بينما الدوخة قد تكون مرتبطة بارتفاع ضغط الدم، لكن الأدلة محدودة. يُنصح بمراجعة الطبيب.,هل حصلت مخالطة لشخص مصاب؟؟ في حال وجود مخالطة وظهر هذه الاعراض غالبا تكون مصابة,acceptable_similarity
unseen100_070,علم البيئة,0.71808,0.657632,0.686528,0.7808,medium,answerable,0.1429,0.7545,0.7521,1.0,0.0,no,0.400000,0.054217,ما هي مضار الصوف الصخري عند لمسه و استنشاقه؟,التعرض للصوف الصخري يسبب تهيج واحمرار الجلد والعينين، وتهيج الجهاز التنفسي، وقد يؤدي إلى عدوى. هذه المعلومات مستندة إلى الأدلة المتاحة ولا تُعَدّ بديلاً عن استشارة الطبيب.,يستخدم الصوف الصخري في عزل البناء، ويتم انتاجه عن طريق أكاسيد معدنية وطبيعية. يتعرض العمال والأشخاص الذين يتعاملون معه بشكل كبير إلى أضراره والتي تحدث خلال فترة زمنية قصيرة (بالإنجليزية: Acute) أو فترة زمينة طويلة (با...,acceptable_similarity
unseen100_071,الصحة الجنسية,0.646433,0.607442,0.626331,0.821,high,answerable,0.1429,0.7156,0.9482,1.0,0.0,no,0.000000,0.000000,انا شاب 23 سنة لا تثيرنى المرأة الا اذا كانت معصوبة الاعين هل هذا طبيعى؟,طبيعي بسبب التمرين ومع الوقت بيختفي الألم وممكن استعمال بعض المسكنات الخفيفه,كلا!! وهذا نوع من الشذوذ الجنسي!!!فلا تتمادى فيه!!,retrieval_coverage_gap
unseen100_072,الصحة النفسية,0.653829,0.670227,0.661926,0.8252,high,answerable,0.1667,0.7194,0.9486,1.0,0.0,no,0.000000,0.000000,من ٤سنوات ولدت ولد بصحه جيده والحمد لله ولكن الغريب انو عندما اضرب ابنى فانا لا اتالم لضربه بل استمتع بالمه وحتى عندما يمرض لا احس انى ساهتم به رغم...,يجب مراقبة ضغط الدم باستمرار ، وخاصة عندما يصيبها الإغماء،ومراجعة الطبيب حول الموضوع.,هذا هو اضطراب السادية وهو التلذذ مع تعذيب الاطرف الاخر راجعي طبيب نفسي,acceptable_similarity
unseen100_073,كيمياء,0.658737,0.659141,0.658939,0.7872,medium,answerable,0.1667,0.5163,0.8983,1.0,0.0,no,0.101124,0.185714,انا بنت في عمر 19 مقبله على الزواج وعندي الدو ره غير منتظمه هل مممكن تاثر علي وتاخر الحمل ممكن الاجابه في اقرب وقت,يوجد العديد من الفوائد لاستخدام زيت اللوز المر، منها التخلص من علامات التمدد ولكن هناك حاجة إلى مزيد من الدراسات قبل أن يتم إثبات فعالية زيت اللوز المر. ومن الجدير بالذكر أن زيت اللوز المر يحتوي على مركبات سامة مثل ال...,هناك عده اسباب لعدم انتظام الدوره الشهريه ومنها ١. القلق والتوتر ٢. خلل في النظام الغذائي ٣. تكيس على المبايض ٤.خلل في هرمونات الجسم مثل : ١.زياده في هرمون الحليب ٢. خلل في هرمونات الغده النخاميه ٣. خلل في الهرمونات ا...,acceptable_similarity
unseen100_074,أمراض القلب و الشرايين,0.701896,0.62664,0.662137,0.7674,medium,answerable,0.125,0.4341,0.8901,1.0,0.0,yes,0.125000,0.071429,في بعض الاحيان احس نبضات قلبي تتغير واحس بمضايقة في صدري لمدة ثواني فما هو السبب,على الأغلب شد عضلي عصبي نتيجة الوضعية و لاداعي للقلق,لا داعي للقلق، في الحالة الطبيعية لا يشعر الانسان بدقات قلبه، أما اذا حدث تسارع أو عدم انتظام فيها لأي سبب كان فإنه يشعر بها، وفي حالتك ننصح باجراء فحص طبي سريري وتخطيط كهربي للقلب لتحديد طبيعتها ومن ثم تشخيص السبب ال...,acceptable_similarity
unseen100_075,أمراض الاستقلاب,0.683442,0.572906,0.623311,0.7701,medium,answerable,0.125,0.4504,0.8917,1.0,0.0,yes,0.333333,0.030471,ما هو المرض الأستقلابي المتعلق بأرتفاع حمض اللبن بالدم مااعراضه وماالسبابه وما علاجه؟,هو عبارة عن نقص فيتامين ج بحيث يصير تقرحات ونزيف تحت الجلد,هو مرض وراثي ناتج عن نقص إنزيم يسمى (HMG-CoA lyase deficiency) في حالة نقص إنزيم (HMG) أو انعدامه فإن المرضى المصابين لا يستطيعون هضم حمض أميني معين يدعى ليوسين وهذا يؤدي بدوره إلى تراكم هذا الحمض ومواد سمية أخرى في ا...,retrieval_coverage_gap
unseen100_076,الحمل والولادة,0.728087,0.724982,0.726531,0.6588,medium,answerable,0.0,0.7252,0.0,1.0,0.0,no,0.027027,0.069767,السلام عليكم ولدت قيصرية قبل ثلاث سنين و جاتني حمّة في اليوم الثاني من الولادة و دخلت المستشفى لمدة 6 أيام و لم يقولوا لي سبب الحمى . هل هي...,من أخطر العضات عضة الجرذون لأنها تسبب أمراضا خطيرة مثل حمى عضة الجرذ ، وحمى عضة الفأر والسودوكو ، وأهم أعراض العضة هي : ارتفاع درجة الحرارة ، ارتجاف ، هيجان ، أوجاع العضلات آلام المفاصل . وعلاجها يكون باعطاء المضادات...,"اسباب الحمى خلال الولادة القيصرية متعددة, منها التهاب الجرح نفسه, التهاب بطانة الرحم, التهاب الاوعية الدموية, والتهاب المسلك البولية. وعادة ليس هناك اي التصاقات تمنع تأخر الدورة كل هذا الوقت. عليك بمراجعة الطبيب لاجرا...",acceptable_similarity
unseen100_077,أمراض الدم,0.653979,0.606754,0.629482,0.8239,high,answerable,0.1667,0.7117,0.9478,1.0,0.0,no,0.000000,0.041667,مستوى كرات الدم البيضاء عندي ٣٥٠٠ انا أنثى وعندي ٣٥ عام هل مفروض اقلق من النسبه وكيف ازيد معدلها؟,نعم ... نقص فيتامين (ب12) يسبب انيميا وتنميل,النسب الطبيعية مختلفة بين المجتمعات و الاعراق ونسبتكم تعتبر من النسب الحدود الاقل للمستوى الطبيعي عند عامة الناس اذا تنازلت عن هذه النسبة .. يجب البحث عن الاسباب الالهابات و الاسباب المناعية,retrieval_coverage_gap
