query_id,category,bertscore_precision,bertscore_recall,bertscore_f1,overall_reliability_score,reliability_label,answerability_label,evidence_coverage,relation_confidence,source_reliability,claim_support_rate,hallucination_rate,qa_fallback_used,answer_reference_overlap,reference_context_overlap,query,candidate_answer,reference_answer,issue_label
unseen100_038,صحة المسنين,0.756477,0.702174,0.728315,0.8385,high,answerable,0.3333,0.7846,0.8051,1.0,0.0,no,0.227273,0.273973,امرأة تريد طرقة للتخلص من الكوليسترول في الجسم - وعمرها 54 سنة,يمكنك تخفيض الكوليسترول من خلال فحص الدهون وتقييم الوزن والأمراض المزمنة، ثم اتباع تمارين المشي والحمية وتجنب الدهون الحيوانية والمقليات. لا يُعد هذا بديلاً عن استشارة الطبيب.,أولاً يتوجب معرفة نوع الكوليسترول المرتفع لديها وهل يصاحبه ارتفاع في الدهون الثلاثية أم لا وهل الكوليسترول الحميد منخفض ، جميع هذه المعلومات يمكن الحصول عليها بعد فحص الدهون لتحديد نوع الزيادة ومقدارها ، كذلك يتطلب مع...,acceptable_similarity
unseen100_039,حمل الأنابيب,0.810989,0.717006,0.761107,0.8074,high,answerable,0.1429,0.7694,0.8036,1.0,0.0,no,0.717391,0.200000,"على ماذا تعتمد نسبة نجاح أطفال الانابيب؟ ,ما هي نسبة نجاح طفل الانابيب ؟",تعتمد نسبة نجاح أطفال الأنابيب على عدة عوامل، منها عمر المرأة، وجود حمل سابق، الحالة الصحية للزوجين، سبب اللجوء لعملية الأنابيب، نمط الحياة والعادات مثل التدخين، سلامة الحيوانات المنوية للزوج، التقنية المتبعة في المرك...,تعتمد نسبة نجاح طفل الأنابيب على عدة عوامل، ومنها الآتي: عمر المرأة. وجود حمل سابق. الحالة الصحية للزوجين. سبب اللجوء لعملية الأنابيب. نمط الحياة والعادات المتبعة، مثل التدخين. سلامة الحيوانات المنوية للزوج. التقنية ا...,acceptable_similarity
unseen100_040,أمراض نسائية,0.577408,0.65122,0.612097,0.7909,medium,answerable,0.2,0.5083,0.8975,1.0,0.0,no,0.000000,0.214286,الحصبة الألمانية للحامل 8.651Ul/Ml ماهي مخاطرها على الجنين وماهو علاجها وماذا عليا أن أتجنب,نعم هنالك عدد من اختصاصي جراحة الاكفاء في عمان الرجاء الاتصال بنا لدى حضوركم وسوف نقوم بالاتمام شخصيا لانتقاء افضل اطباء جراحي الاطفال لاجراء العمليه. د.سليمان ضبيط مدير وحدة الاخصاب والوراثة +962-6-4647217 +962-6-464...,خطورة الحصبة الالمانية علي الجنين فقط اذا حدثت الاصابة اثناء الحمل قد تسبب اجهاض او تشوهات الجنين,reference_mismatch_or_answer_wording
unseen100_041,بصريات,0.639034,0.63976,0.639397,0.7691,medium,answerable,0.125,0.4447,0.8911,1.0,0.0,yes,0.000000,0.062500,س.ع.هل يوجد مضاعفات في المستقبل عند عمل عملية الليزك.....مع الشكر.,نعم، يؤخر القذف، ومن أعراض العلاج الجانبية: نعاس أو أرق، صداع غثيان، إمساك أو اسهال، جفاف في الفم، فقدان الشهية، ألم في البطن انخفاض الرغبة أو القدرة الجنسية، مشاكل في القذف ألم في الرقبة / الكتف,بسم الله الرحمن الرحيم في أغلب الاحيان المضاعفات تحدث خلال الفترة الاولى بعد العملية وقليلا جدا في المستقبل,retrieval_coverage_gap
unseen100_042,فيزياء,0.661948,0.684382,0.672978,0.8282,high,answerable,0.1667,0.7375,0.9506,1.0,0.0,no,0.018868,0.032258,اسئل عن التمارين المهمه للشلل النصفي؟ انتظر الجواب منكم,"لا داعي للقلق ولكن ينبغي معرفة تاريخك المرضي واجراء فحص للكشف عن أي علامات سريرية قد تكون موجودة لديك وتساعد في تحديد طبيعة الحالة , فهكذا أعراض ممكن أن تكون ناجمة عن التها ب في الجهاز التنفسي ويمكن تترافق مع فقر الدم...",تمارين الشلل النصفي متعددة وتشمل كل عضلات الاطراف العلوية والسفلية وتعتمد على مدة الاصابة وهي ثني ومد وتقريب وتبعيد والتفاف للداخل والخارج وتمارين توازن ومشي . يمكنك مراقبة جلسة علاج طبيعي وعمل ماتشاهده,acceptable_similarity
unseen100_043,العقم,0.801965,0.785905,0.793854,0.7942,medium,answerable,0.1429,0.5532,0.932,1.0,0.0,yes,0.360000,0.344828,هل من حل لزوجتى حيت انجبت الطفل الاول سنه 1991م طبيعى وتوفى بسبب اختناق بالحبل السرى بعد 4 ايام ثم انجبت الطفل الثانى سنه 1994 بعمليه قيصريه ومنها لم تحمل...,سيدى علينا معرفه سبب عدم الحمل وايضا التاكد ان قنوات فالوب للحمل لم تغلق بسبب التهاب ما بسبب العمليه القيصريه او ان العمليه لم تؤتر و هناك اسباب اخرى فالعلاج سهل و لكن بعد معرفه الاسباب و هناك اسباب عديده منها ما هو م...,سيدى يكاد يكون عمل طفل الانبوب لزوجتك هو الحل الامتل ولكن يكون دلك بعد التاكد من وجود بويضات فى المبيض وان كان لايوجد فلا داعى للمحاوله و لدينا العديد من الاخوه اليبيين الدين اتو الى الاردن بشان عمل اطفال الانابيب وال...,acceptable_similarity
unseen100_044,صحة المرأة,0.6679,0.605856,0.635367,0.7731,medium,answerable,0.1429,0.4524,0.8919,1.0,0.0,yes,0.000000,0.111111,طولي 154 ووزني 84 ماهو الوزن المطلوب وماهي طريقه تصغير البطن,بناءا على منحنى النمو الخاص بعمرك وزنك المثالي 52 كغم,الوزن المقالي لطولك هو ٥٤ كيلو فقط لا غير. يعني هنام ٣٠ كيلو زيادة. يعني عليك تقليل الأكل بشكل دائم ، والأكل عدة وجبات في اليوم وجبات خفيفة فقط، والإكثتر من شرب الماء. ثم عليك ممارسة الرياضة بشكل يومي ومستمر.,retrieval_coverage_gap
unseen100_045,امراض العيون,0.664669,0.665066,0.664868,0.77,medium,answerable,0.1111,0.4627,0.8929,1.0,0.0,yes,0.000000,0.216216,اعاني من عدم وضوح الرؤية بشكل كبير مع العلم اني طوال اليوم شغلي على الكمبيوتر مالحل ؟,في البداية عليك عمل الفحوصات التالية لأنك تعاني من نقص في أكتر من واحدة من الآتي:- الزنك فيتامين د فيتامين ب12 والكالسيوم ومخزون الحديد والغدة الدرقية وبعد ذلك استطيع تقديم المساعدة وارجاع شعرك الى حالته الطبيعية,عدم وضوح الروية ممكن ان يكون من اسباب كثيرة منها على سبيل المثال لا الحصر : اخطاء انكساريه( قصر، طول، انحراف) ، امراض في قرنية العين، عتامه في عدسة العين ، او اعتلالات في الشبكية والعصب البصري..تحديد المشكلة و اعطاء ا...,acceptable_similarity
unseen100_046,إسعاف أولي,0.66113,0.650768,0.655908,0.8148,high,answerable,0.1,0.717,0.9484,1.0,0.0,no,0.000000,0.000000,اعانى من نزيف فى دولى المري بنسبة متوسطة ما طيقة الاسعافات الاولية قبل اتجاهى للمستشفى,العمليات الجراحية اليوم لا يعيقها أي مرض إذا ما تمت السيطرة عليه بشكل جيد قبل وأثناء وبعد العمل الجراحي، فلا داعي للقلق,عدم شرب او اكل اي شىء الاستلقاء رفع الساقين وطلب المساعدة للوصول الى المستشفى باسرع وقت,acceptable_similarity
unseen100_047,أمراض الدم,0.68513,0.576104,0.625905,0.824,high,answerable,0.1667,0.7119,0.9479,1.0,0.0,no,0.500000,0.054054,والدتي عمرها46 سنه تعاني من مرض وهو انسداد في الاوعيه اللمفاويه وفي الرجل واليد اليسرى وهيه مورمه اي منتفخه هل من علاج ( ),العلاج الاهم هو السوائل للمحافظة على الكلى,العلاج الضغط (عادة مع الضمادات متعددة الطبقات) دليل التصريف اللمفاوي MLD دليل التصريف اللمفاوي هو العلاج بالتدليك بتقنية خفيفة التي يتم نقل الجلد في اتجاهات معينة استنادا إلى هيكل النظام اللمفاوي. وهذا يساعد على هجرة...,retrieval_coverage_gap
unseen100_048,خدمات طبية,0.619452,0.696949,0.655919,0.8257,high,answerable,0.1667,0.7226,0.9489,1.0,0.0,no,0.044444,0.000000,اذا استخدمت الام لطفلها حليب صناعي وادى ذلك الى حصول اسهال لطفل ، كم الفتره الزمنيه التي يجب على الام ان تنتظرها قبل ان تغير نوعية الحليب مره اخرى ؟؟؟؟,اعتقد بأن المقصود هو التهابات المهبل وليس الرحم وغالبا ما يكون سبب هذه الالتهابات هي الفطريات خاصة الكانديدا وقد يكون السبب التهابات جرثومية بعضها قد ينتقل عن طريق المعاشرة الزوجية وبعضها لا وفي حال تكررا الالتهابات ف...,"يجب أولا معرفة السبب الاساسي للإسهال فقد لا يكون من الحليب , لذلك يفضل استشارة الطبيب في هذه الحالة",acceptable_similarity
unseen100_049,مختبر,0.662002,0.663043,0.662522,0.7922,medium,answerable,0.1429,0.5411,0.9308,1.0,0.0,yes,0.000000,0.000000,السلام عليكم السؤال على فحس الدم التالي wdc 4.2 lym 2.7 mid 0.2 L)% 2.9 gran 1.3) rbc 5.82 hgb15.8 hct 49.6 mcv 85.3 mch 27.1 mchc 31.9 rdw 15.7...,معدل طبيعي مع زيادة بسيطة جدا في نسبة الهيموجلوبين,بعض القراءات المخبرية تحتاج الى مراجعة الطبيب الباطني المختص,acceptable_similarity
unseen100_050,الأمراض العصبية,0.661964,0.672008,0.666948,0.8616,high,answerable,1.0,0.5126,0.8979,1.0,0.0,no,0.034483,0.045455,احس بدوار كأني بطيح على جنبي الأيسر و لما انام على اليمين احس اني انسحب لورا و لما تغمض عيوني احس كأني اطير و لما اصلي احس كأني في أمواج...,الدوار الذي تشعر به قد يكون نتيجة للتوتر الشديد، ويمكن تخفيفه بالتحول من التفكير في المثير إلى شيء آخر، وممارسة الرياضة اليومية وجلسات الاسترخاء، وإذا لم ينجح ذلك يُنصح بمراجعة أخصائي نفسي. (المصدر محدود),ينصح بقياس ضغط الدم وفحص الاذن الوسطى وعمل اشعة رنين مغناطيسى على المخ ورسم مخ بالكمبيوتر وافادتنا بالنتيجة لتقييم حالتك ووصف العلاج اللازم,acceptable_similarity
unseen100_051,علاج طبيعي,0.662177,0.634773,0.648186,0.8095,high,answerable,0.1667,0.6516,0.9118,1.0,0.0,no,0.019608,0.054054,لو سمحت يادكتور بخصوص السؤال الذى طرحته من قبل وهو ماهى الرياضة التة يمكن لى ممارستها مع اننى محول فتحة براز دائمة حضرتك جاوبت باننى اقوى العضلات العلوية والسفلى بالعاب...,هذا يتطلب معرفة نسبة الضعف الموجود في العضلة القلبية ونسبة التضيق في الثلاثة شرايين المذكورة، كما أنه من الضروري معرفة الحالة الوظيفية لباقي أعضاء الجسم خاصة الكلى والجهاز التنفسي، والكبد وغيره، وفي جميع الأحوال في ال...,"نعم يمكنك العودة لكمال الاجسام على ان تمارس في وضعية تكون بها على ظهرك وتعمل على تقوية الاطراف العلوية بحيث لايكون جهدا على العمود الفقري ووضع الوزن عند الضرورة فوق الرأس , الاطراف الفلية يمكن العمل على تقويتها بالدفع...",acceptable_similarity
unseen100_052,أمراض باطنية,0.652915,0.608467,0.629908,0.7983,medium,answerable,0.25,0.5081,0.8975,1.0,0.0,no,0.000000,0.000000,عند الجلوس في السيارة احس بضيق في الجلوس وحتي في المنزل بسبب البطن احس بنتفاخ وضيق,لا بد من فحص طبي سريري لاستبعاد فتق في الحجاب الحاجز,اين السؤال واين العوارض كم سنك وكم وزنك وكم طولك هل انت سمين هل لك بطن كبير هل تعني من انتفاخ وغتزات الخ الخ الخ الرجاء اعادة صياغة السؤال بعد ان تقدم نفسك وتشرح بالتفصيل ما تعاني منه ومن ثم تسأل ما تشاء اهلا بك اخي,reference_mismatch_or_answer_wording
unseen100_053,الامراض المعدية,0.618404,0.59838,0.608227,0.9042,high,answerable,1.0,0.468,0.8935,1.0,0.0,yes,0.000000,0.076923,تكفون ابي الحل مليت وربي مليت من المعده اعاني من الهظم واعاني اكثر في اخراج البراز,وفقًا للأدلة المتاحة، يُنصح بإجراء فحص للجرثومة الحلزونية وعرض النتيجة على الطبيب، مع مراعاة أن الدليل محدود.,لو وضحت سؤالك أكثر لأمكننا مساعدتك! ما هي المشكلة في الهضم، وفي البراز؟/ هل تعاني من إمساك أم إسهال؟؟ وضح!!,weak_or_irrelevant_qa_fallback
unseen100_054,الامراض الوراثية,0.628598,0.674423,0.650704,0.648,medium,answerable,0.0,0.6535,0.0,1.0,0.0,no,0.012987,0.137931,ما هي طريقة علاج انتفاخ القدمين بسبب تصريف عالي للغدد اللمفاوية لطفلة عمرها 4 شهور ومصابة بمتلازمة نونان,يعتقد أن لزيت الحبة السوداء أو ما يعرف بحبة البركة العديد من الفوائد الصحية، والتي تضمن فوائد للجلد، والشعر، والجسم، والمناعة، ولكن لم يتم إثبات فاعلية جميع الفوائد المشهورة للحبة السوداء والمستخدمة في الطب الشعبي، لذ...,يمكن علاج تجمع اللمف الذي يتجمع حول القلب وفي الرئتين في متلازمة نونان ، بواسطة إدخال أنبوب لشفط السائل،كما يمكن للوقاية إجاء تغيير في نوع الطعام، وقد تلزم الجراحة إذا استمر السائل في التواجد.,acceptable_similarity
unseen100_055,الحمل والولادة,0.620198,0.596418,0.608076,0.802,high,answerable,0.1429,0.6007,0.9367,1.0,0.0,yes,0.000000,0.000000,هل تأخر الدورة بسبب الأدوية يعطي نفس أعراض الحمل,لا...فهما مختلفان تماما,إذا كانت ھرمونات ممكن أن تشعري بالغثيان مشابهة للحمل,retrieval_coverage_gap
unseen100_056,علم الأمراض,0.621874,0.666859,0.643581,0.8069,high,answerable,0.1667,0.636,0.9103,1.0,0.0,no,0.032609,0.071429,ما معنى المرض من ناحية علمية و نفسية,لشيب (الشعر الأبيض) ظهور الشيب عملية فسيولوجية تحدث عادة عند التقدم في العمر. وذلك عندما لا تستطيع الخلايا الملونة التي تفرز مادة الميلانين (والتي تعطي الشعرة اللون) الاستمرار في نشاطها، إذ تفقد الشعرة لونها وتصبح بيض...,تحول عن حالة الصحة العادية، وبدقة أكثر فإن المرض هو المجموع الكلي للتفاعلات الجسدية والعقلية من قبل شخص تجاه عامل مؤذي يدخل جسمه من الخارج، أو ينشأ من الداخل (كالكائنات الدقيقة، أو السموم)، أو جرح، أو خلل خلقي، أو ولا...,acceptable_similarity
unseen100_057,علم الأنسجة,0.672834,0.691748,0.68216,0.8021,high,answerable,0.1429,0.6316,0.9065,1.0,0.0,no,0.000000,0.111111,ما السبب جلد صدري مساماته واسعة كانه حبة بطاطا مع ترهل شديد وعدم الاحساس في جانبي الثديين المتقابلين؟,الم المعدجة يجب معرفة سببه وذل بعمل دراسة للمعدة ولنبدأ بفحص الجرثومة الحلزونية ، وربما سنحتاج لاحقا لمنظار للمعدة اما نقص الدم فهذ يجب توضيحة بشكل جيد ودراسته لمعرفة السبب وعلاجه,عليك مراجعة اختصاصي جراحة هامة فوراً للفحص السريري والتشخيص الدقيق، فالوصف يدل على وجود ورم يحتاة للعلاج الفوري.,acceptable_similarity
unseen100_058,علم الأشعة,0.646785,0.689038,0.667243,0.8259,high,answerable,0.1667,0.7239,0.9491,1.0,0.0,no,0.000000,0.000000,قمت مؤخرا بعمل أشعة سكانير للكلى و أشعة راديو للمثانة هل التعرض للاشعة يمكن أن يؤدي إلى مرض السرطان كما أخبركم أن الاشعة التي عملتها على مستوى المثانة كررتها مرتين...,أحياناً تسوس الأسنان أو أي خراجات باللثة أو انتان خفي أو ظاهر بمنطقة العنق يمكنها أن تسبب تضخم بالغدد اللمفية الموضعية وهنا لابد من مراجعة طبيب أسنان وطبيب أذنية للبحث عن وجود انتان ومعالجته,التعرض المستمر بشكل يومي للاشعة هو ما يزيد نسبة الاصابة بالسرطان,acceptable_similarity
unseen100_059,جراحة الفك والأسنان,0.657452,0.580736,0.616718,0.8095,high,answerable,0.1667,0.6513,0.9118,1.0,0.0,no,0.000000,0.000000,السلام عليكم شاب عمره 17سنه اسنانه طبيعية ومايحتاج لها تقويم ابدآ وقبل كم شهر طلعه له عضه شوهه اسنانه السفلى وبدات تاثر على كلامه اصبح مايستطيع ينطق بعض الحروف صح...,لا يوجد تأثير ما دمتي تأخذي الدواء بانتظام,هذا التغير المفاجئ ممكن يرجع لسبب عظمي او بسبب الانسجه الرخوة. ممكن ضربه قديمه او حديثه في الوجه او الفك. ممكن مشكله في المفصل الفكي. او التهاب وتاكل في عنق او لقمه المفصل الفكي. والخوف بسبب تقلص عضله من العضلات المحر...,retrieval_coverage_gap
unseen100_060,الطب العام,0.685573,0.673878,0.679675,0.7957,medium,answerable,0.1667,0.568,0.9035,1.0,0.0,no,0.161290,0.187500,اعاني من الم في الصدر والكتف وبعض الاحيان جانبي الايمن وانتفاخ وامساك ذهبت لمستشفى تجاريه اخذوا تحليل دم واعطوني مغذيه وقالوا عندي سوء تغذيه ونقص حديد هل تشخيصهم صحيح ارجو...,يجب الاعتماد على نسبة الهيموكلوبين لتحديد طريقة العلاج و كمية العلاج نسبة مخزون الحديد في الجسم مقبولة نعم يوجد نقص في نسبة فيتامين د تركيز الحديد يختلف حسب نوعية العلاج العدد المذكور في رسالتك غير مستوجب وغير متوافق...,"التحاليل تبين فقر الدم بنقص الحديد ,( أنيميا نقص الحديد ) أو B12 تحليل CBC دراسة لعدد الكريات والحجم من الممكن مبدئيا إعطاء صورة وهنالك تحاليل أخرى لحديد الجسم على كافة الأحوال : يجب التقيد بالنظام الغذائي الصحي و لرب...",acceptable_similarity
unseen100_061,علم النبات,0.672432,0.611775,0.640671,0.7684,medium,answerable,0.1111,0.4528,0.892,1.0,0.0,yes,0.047619,0.053191,ما اعاني منه ليس ترهل بل زيادة في الوزن متراكمة في منطقة الارداف فهل هناك اعشاب ممكن ان تساعدني حيث اعلم فائدة الاعشاب عن الادوية,كم العمر وهل تريدي تخفيف الوزن منطقة الارداف فقط او تعاني من السمنه في الجسم كامل اذا كانت منطقه الارداف فقط هناك تمارين خاصه تساعد في خسارة الوزن في الارداف اما اذا كان الجسم كامل يجب عند استخدام اي دواء تخسيس ممارسة...,السبع زيوت لمنع ترهل الثدي والبطن والارداف ... زيوت من الأعشاب الطبيعية يعمل على شد تلك الخلايا المترهلة بسرعة عجيبة وتعيد لها حيويتها وجمالها دلك منطقة البطن او منطقة الارداف بزيت السبع زيوت بــحركـات دائـرية الاسفل...,acceptable_similarity
unseen100_062,جراحة الأطفال,0.693278,0.649443,0.670645,0.8022,high,answerable,0.1667,0.6071,0.9074,1.0,0.0,no,0.000000,0.000000,انا ابنى عنده سنة وشهر ومن اول متولد كان عنده الخصيتين معلقتين وبعد شهرين واحدة نزلت الشمال بس مش دائمة يعنى بتطلع وتنزل واليمين لسة منزلتش فيا ترى اعمله العملية...,ليس هناك حلول مضمونة سوى ممارسة التمارين الرباضية الدائم.,بامكانك الانتظار سنة أخرى مع المتابعة عند طبيب الأطفال أو الجراحة البولية لأن هذا الوضع يسمى بالخصية النطاطة ويمكن علاجها دوائياًأو جراحياً اذا لم تنفع المعالجة الدوائية .. وهذه عمليات بسيطة لتثبيت الخصيتين في الصفن,acceptable_similarity
unseen100_063,الصحة و الرياضة,0.650778,0.689262,0.669467,0.8016,high,answerable,0.125,0.6415,0.9108,1.0,0.0,no,0.018868,0.043478,ما رأيكم بجهاز تكسير الدهون ؟ هل يوجد أضرار من استخدامه ؟,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من م...,هل تعانين من السمنة الزائده ؟؟ اذا كنتي كذلك ف بالنسبة لي لا انصح بمثل هذه الأجهزة ان لم يكن لديك القدره في التغلب على نفسك، من خلال الحميه الغذائية والتمارين الرياضيه السليمه.,acceptable_similarity
unseen100_064,إدمان,0.615415,0.644711,0.629722,0.8023,high,answerable,0.1429,0.6325,0.9066,1.0,0.0,no,0.018868,0.074074,شربت سيجارة حشيش واحدة فقط لا غيرمن شهر ونصف وانا لا اتعاطى الحشيش اصلا عندى تحليل خايف ارجوا الحل؟,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من م...,إذا كانت سيجارة واحدة فلا داعي للقلق، وخاصة أنه قد مضى أكثر من شهر ونصف على ذلك، فمجرد تناول غذاء طبيعي وجيد وكميات وافرة من الماء ، سيكون جسمك قد تخلص من آثاره,retrieval_coverage_gap
unseen100_065,تغذية,0.631211,0.694568,0.661376,0.7645,medium,answerable,0.1111,0.4291,0.8896,1.0,0.0,yes,0.025641,0.125000,هل 0.75 من سكر ي يعني اني مصاب به,السلام عليكم نعم تستطيع اجراء عملية تصحيح للبصر بواسطة الليزك وسوف ترى بوضوح تام ان شاء الله حيث ان مثل هكذا عملية سريعة جدا ولا تحتاج للنوم في المستشفى وتكلفتها مقبولة من 1000 الى 3000 دولار امريكي وذالك حسب التقنية...,تحتاج لوقاية وحمية لكن يجب استشارة طبيب مختص .,acceptable_similarity
unseen100_066,مرض السكري,0.629351,0.651183,0.640081,0.8623,high,answerable,0.125,0.9581,0.9991,1.0,0.0,no,0.000000,0.000000,ماهو أفضل نظام غذائي لشخص أصيب بمرض السكري من سنه و الأطعمة التي يجب الابتعاد عنها و الأنشطة و الواجبات التي يجب القيام بها التأقلم مع المرض و ماهي الادوية...,هذا يتطلب معرفة نسبة الضعف الموجود في العضلة القلبية ونسبة التضيق في الثلاثة شرايين المذكورة، كما أنه من الضروري معرفة الحالة الوظيفية لباقي أعضاء الجسم خاصة الكلى والجهاز التنفسي، والكبد وغيره، وفي جميع الأحوال في ال...,الاعتدال وتنظيم اوقات وكميات الطعام هو الاساس ولا شك ان ممارسة رياضة المشي لمدة نصف ساعة يوميا 5 ايام في الاسبوع هو شيء جيد,acceptable_similarity
unseen100_067,الأمراض الرثويه,0.68036,0.588837,0.631298,0.8039,high,answerable,0.1429,0.612,0.9379,1.0,0.0,yes,0.000000,0.026596,هل يوجد علاج لإلتهاب الفقار الوماتويدي (ankylosing spondylitis ) و ما هو العلاج؟,يفضل مراجعة طبيب الامراض الجلديه واذا وجد من المناسب تزور الطبيب النفساني,في السنوات الأخيرة قد تم إحراز تقدم في علاج التهاب الفقار اللاصق ankylosing spondylitis والأمراض ذات الصلة. هناك الكثير الذي يمكن عمله لتخفيف الألم والتصلب . الدراسات الاخيرة اظهرت ان الادوية البيولوجية الجديدة (TNF-a...,retrieval_coverage_gap
unseen100_068,هرمونات,0.597679,0.62982,0.613329,0.8027,high,answerable,0.1667,0.61,0.9077,1.0,0.0,no,0.010870,0.000000,لدي اورام حميدة في اثدائي.اجريت عملية جراحية لازالتها و لكنها عادت بعد شهروسؤالي هل فعلا لها علاقة مع الهرمونات و كيف تتم معالجتها لانها تؤلمني كثيرا.ارجو منكم افادتي و شكرا...,لشيب (الشعر الأبيض) ظهور الشيب عملية فسيولوجية تحدث عادة عند التقدم في العمر. وذلك عندما لا تستطيع الخلايا الملونة التي تفرز مادة الميلانين (والتي تعطي الشعرة اللون) الاستمرار في نشاطها، إذ تفقد الشعرة لونها وتصبح بيض...,سيدتى ادا كانت حميده او ما يسمى ال fibroadenoma فلا داعى لازالتها و تشويه التدى ولكن عليك بالفحص الدورى وعمل السونار بشكل دورى ولا داعى للفلق,retrieval_coverage_gap
unseen100_069,أمراض الأسنان,0.574853,0.709816,0.635245,0.8231,high,answerable,0.1111,0.7602,0.9494,1.0,0.0,no,0.018868,0.285714,السلام عليكم . أنا عندي إنحراف في الفكين الى اليمن . يعني اليمين أكبر من اليسار أو إعوجاج في الوجه . هل هناك علاج .أرجوكم ساعدوني و كيف هو وأين...,اذا كنت مدخنا يجب الاقلاع عن التدخين نهائياً وقطعياً علما بأنك لا تدخن كما قلت لكن جلوسك في مكان فيه مدخنين يجعلك مدخناً ايضاً اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج يجب التأكد من م...,الحل هو جراحي لدى اخصائي جراحة الوجه و الفكين,reference_mismatch_or_answer_wording
unseen100_070,أنف، أذن وحنجرة,0.647693,0.678893,0.662926,0.7973,medium,answerable,0.1429,0.5722,0.9339,1.0,0.0,yes,0.057692,0.096774,اعاني من دور برد شديد ورشح ولا اعرف العلاج,العلاج الافضل للامساك هو تغيير نظام الاكل والاعتماد بشكل اساسي جدا على الالياف الموجودة بالخضار والفاكهة تناول الكثير من الخضار على شكل سلطة والفاكهة ايضا ومن المهم جدا الاكثار من تناول الماء على الاقل 8 اكواب يوميا و...,"الراحة مع فيتامين سي (فوار او تناول الحمضيات) مع بانادول كولد اند فلو مع استنشاق فكس مع الاكثار من بعض المشروبات والاكلات التي تساعد على مقاومة الالتهاب مثل الزنجبيل , العرق سوس , البصل , اليانسون (الدارسين) , الملوخي...",acceptable_similarity
unseen100_071,علم الصيدلة,0.627931,0.702588,0.663165,0.7852,medium,answerable,0.25,0.4285,0.8895,1.0,0.0,yes,0.020000,0.142857,دكتور اي نوع حبوب منحفة منيحه انا بعد الولادة زاد وزني وما بعرف شو اعمل,يمكنك فقدان الوزن باتباع نظام غذائي صحي ومتوازن كما هو موضح في المصدر: استبدال الطعام المقلي بالمشوي أو على البخار، تقليل الحليب كامل الدسم، تقليل الحلويات، تناول السمك مرتين أسبوعيًا، شرب 6-8 أكواب ماء يوميًا، التركي...,حاليا انصحك باتباع حمية غذائية صحية ولا داعي للحبوب لسلامة الطفل ولضمان الرضاعة الطبيعية,acceptable_similarity
unseen100_072,الأمراض الجلدية,0.616153,0.639528,0.627623,0.874,high,answerable,0.6667,0.649,0.8441,1.0,0.0,no,0.000000,0.250000,هل يوجد علاج للبشرة الحساسة؟ حيث ان بشرتي فاتحة شبه ما، تتحسس بالبيئة الخارجية بسرعة وتهيجها سريع وسهل، فهل يوجد علاج لعدم تهيجها؟ او التقليل منه؟ ساعدوني..,تشير الأدلة إلى أن استخدام مضاد الهيستامين أو الكورتيزون الموضعى، وتجنب المنتجات التي تحوي جلوتين، وتنظيم الغذاء وتقليل المهيجات قد يساعد في تقليل تهيج البشرة الحساسة، لكن الأدلة محدودة ولا تغطي جميع الحالات. لا يُعد...,تناول حبة زنك 50 ملغ يوميا بعد الفطار وحبة تل فاست 180 قبل النوم,reference_mismatch_or_answer_wording
unseen100_073,أعشاب طبية,0.510399,0.641501,0.56849,0.6557,medium,answerable,0.0,0.7046,0.0,1.0,0.0,no,0.000000,0.000000,هل حبة البركه هي القزحه,يعتقد أن لزيت الحبة السوداء أو ما يعرف بحبة البركة العديد من الفوائد الصحية، والتي تضمن فوائد للجلد، والشعر، والجسم، والمناعة، ولكن لم يتم إثبات فاعلية جميع الفوائد المشهورة للحبة السوداء والمستخدمة في الطب الشعبي، لذ...,نعم يا صديقي، هي نفسها.,retrieval_coverage_gap
unseen100_074,أمراض القلب و الشرايين,0.68082,0.700005,0.690279,0.8456,high,answerable,0.125,0.8568,0.989,1.0,0.0,no,0.068966,0.058824,بعدها بلش عندي ضيق تنفس ونغزات والم في وسط الصدر وغالبا خفقة شبه الكهربا وايضا خضابي الآن 10،6 الطبيب فحصني وقمت بتخطيط قلب قال الموضوع نفسي او عصبي لكن مازلت...,لم تذكر خصائص ضيق النفس، لكن الفحص الطبي السريري ضروري كونه يسمح بالتأكد من خصائص الأعراض المذكورة والعلامات التي قد يجدها الطبيب عند الفحص، لأن الأسباب كثيرة تنفسية وقلبية ودموية ووعائية وغير ذلك,لا داعي للقلق، لا سيما ان الفحص الطبي كان سليما باستثناء فقر الدم المذكور والذي امره بسيط وبعلاجه ستتحسن حالتك,acceptable_similarity
