subset_id,source_row_number,split,category,category_en,question,answer,qa_text,question_norm,answer_norm,qa_text_norm,question_char_len,answer_char_len,qa_char_len,weak_medical_hints,weak_hint_diseases,weak_hint_symptoms,weak_hint_treatments,weak_hint_tests,weak_hint_anatomy,weak_hint_conditions
ahd5k_03235,380099,graph_train,أمراض الأسنان,Dental,اعاني من رائحة الفم الكريهة بسبب تجمع الطعام في ضرس العقل بما تنصحونني,خلع ضرس العقل اذا كانت هناك صعوبة في تنظيفه... و اذا كان منخورا يتم تنظيفه و وضع حشوة مناسبة و اذا استمرت المشكلة بسبب صعوبة تنظيفه يتم خلعه,"السؤال: اعاني من رائحة الفم الكريهة بسبب تجمع الطعام في ضرس العقل بما تنصحونني
الإجابة: خلع ضرس العقل اذا كانت هناك صعوبة في تنظيفه... و اذا كان منخورا يتم تنظيفه و وضع حشوة مناسبة و اذا استمرت المشكلة بسبب صعوبة تنظيفه يتم خلعه",اعاني من رايحه الفم الكريهه بسبب تجمع الطعام في ضرس العقل بما تنصحونني,خلع ضرس العقل اذا كانت هناك صعوبه في تنظيفه. و اذا كان منخورا يتم تنظيفه و وضع حشوه مناسبه و اذا استمرت المشكله بسبب صعوبه تنظيفه يتم خلعه,"السؤال: اعاني من رايحه الفم الكريهه بسبب تجمع الطعام في ضرس العقل بما تنصحونني
الإجابة: خلع ضرس العقل اذا كانت هناك صعوبه في تنظيفه. و اذا كان منخورا يتم تنظيفه و وضع حشوه مناسبه و اذا استمرت المشكله بسبب صعوبه تنظيفه يتم خلعه",70,140,210,[],[],[],[],[],[],[]
ahd5k_03236,595465,validation,أمراض الأسنان,Dental,رأيكم في لصقات كرست لتبييض الاسنان,من الافضل لك عدم استخدام اي منتج مالم يكن مسموح به من قبل هيئة مراقبة الدواء والمنتجات الصحية في بلدك يمكنك استشارة طبيب اسنانك,"السؤال: رأيكم في لصقات كرست لتبييض الاسنان
الإجابة: من الافضل لك عدم استخدام اي منتج مالم يكن مسموح به من قبل هيئة مراقبة الدواء والمنتجات الصحية في بلدك يمكنك استشارة طبيب اسنانك",رايكم في لصقات كرست لتبييض الاسنان,من الافضل لك عدم استخدام اي منتج مالم يكن مسموح به من قبل هييه مراقبه الدواء والمنتجات الصحيه في بلدك يمكنك استشاره طبيب اسنانك,"السؤال: رايكم في لصقات كرست لتبييض الاسنان
الإجابة: من الافضل لك عدم استخدام اي منتج مالم يكن مسموح به من قبل هييه مراقبه الدواء والمنتجات الصحيه في بلدك يمكنك استشاره طبيب اسنانك",34,127,161,[],[],[],[],[],[],[]
ahd5k_03237,545523,graph_train,الأمراض الجلدية,skin,مقشر لملح وليمون مضر البشره او طبيعي ؟ هل يساعد حرق الدهون الجسم وينظف وسخ وسواد وسمار وحبوب اثارها وغيره ؟,يساعد في السواد والسما وتنظيف الوسخ ىولكن وحده لا يكفي,"السؤال: مقشر لملح وليمون مضر البشره او طبيعي ؟ هل يساعد حرق الدهون الجسم وينظف وسخ وسواد وسمار وحبوب اثارها وغيره ؟
الإجابة: يساعد في السواد والسما وتنظيف الوسخ ىولكن وحده لا يكفي",مقشر لملح وليمون مضر البشره او طبيعي ? هل يساعد حرق الدهون الجسم وينظف وسخ وسواد وسمار وحبوب اثارها وغيره ?,يساعد في السواد والسما وتنظيف الوسخ يولكن وحده لا يكفي,"السؤال: مقشر لملح وليمون مضر البشره او طبيعي ? هل يساعد حرق الدهون الجسم وينظف وسخ وسواد وسمار وحبوب اثارها وغيره ?
الإجابة: يساعد في السواد والسما وتنظيف الوسخ يولكن وحده لا يكفي",107,54,161,"[{""canonical"": ""الجلد"", ""type"": ""anatomy"", ""matched_variant"": ""البشره"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],[],[],[],"[""الجلد""]",[]
ahd5k_03238,777394,graph_train,تشوهات خلقية,Birth Defect,السلام عليكم وضعت زوجتي مولودنا الأول، الا أنه للأسف بتشوهات كثيرة على مستوى الرأس والشفة وتوفي بعد ساعات، الآن عملت الزوجة فحوصات وتحاليل لدى طبيب مختص فأكد أن الأمور طبيعية.لفأردنا...,ليس من الضرورة حصول خلل أو تشوه لجميع المواليد، خاصة إذا كانت الفحوصات جيدة.,"السؤال: السلام عليكم وضعت زوجتي مولودنا الأول، الا أنه للأسف بتشوهات كثيرة على مستوى الرأس والشفة وتوفي بعد ساعات، الآن عملت الزوجة فحوصات وتحاليل لدى طبيب مختص فأكد أن الأمور طبيعية.لفأردنا...
الإجابة: ليس من الضرورة حصول خلل أو تشوه لجميع المواليد، خاصة إذا كانت الفحوصات جيدة.","السلام عليكم وضعت زوجتي مولودنا الاول, الا انه للاسف بتشوهات كثيره علي مستوي الراس والشفه وتوفي بعد ساعات, الان عملت الزوجه فحوصات وتحاليل لدي طبيب مختص فاكد ان الامور طبيعيه.لفاردنا.","ليس من الضروره حصول خلل او تشوه لجميع المواليد, خاصه اذا كانت الفحوصات جيده.","السؤال: السلام عليكم وضعت زوجتي مولودنا الاول, الا انه للاسف بتشوهات كثيره علي مستوي الراس والشفه وتوفي بعد ساعات, الان عملت الزوجه فحوصات وتحاليل لدي طبيب مختص فاكد ان الامور طبيعيه.لفاردنا.
الإجابة: ليس من الضروره حصول خلل او تشوه لجميع المواليد, خاصه اذا كانت الفحوصات جيده.",185,76,261,"[{""canonical"": ""تحليل مخبري"", ""type"": ""test"", ""matched_variant"": ""فحوصات"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],[],[],"[""تحليل مخبري""]",[],[]
ahd5k_03239,800261,validation,الامراض الوراثية,Genetic Disease,لدي طفل عمره سنه يعاني من ضمور الدماغ +ضمور العصب البصري هل له علاج ام هنالك عمر محدد لمثل هذه الحالات المرضية ارجو الاجابه,ليس هنالك علاقة بين ضمور الدماغ والعمر,"السؤال: لدي طفل عمره سنه يعاني من ضمور الدماغ +ضمور العصب البصري هل له علاج ام هنالك عمر محدد لمثل هذه الحالات المرضية ارجو الاجابه
الإجابة: ليس هنالك علاقة بين ضمور الدماغ والعمر",لدي طفل عمره سنه يعاني من ضمور الدماغ +ضمور العصب البصري هل له علاج ام هنالك عمر محدد لمثل هذه الحالات المرضيه ارجو الاجابه,ليس هنالك علاقه بين ضمور الدماغ والعمر,"السؤال: لدي طفل عمره سنه يعاني من ضمور الدماغ +ضمور العصب البصري هل له علاج ام هنالك عمر محدد لمثل هذه الحالات المرضيه ارجو الاجابه
الإجابة: ليس هنالك علاقه بين ضمور الدماغ والعمر",123,38,161,[],[],[],[],[],[],[]
ahd5k_03240,751283,graph_train,جراحة القلب والشرايين,Cardiovascular surgery,دكتور اختي عمرها ٣٢ سنه غير متزوجه وتعاني من ارتجاع بالصمام المترالي حابه اعرف طرق علاجه وبستفسر اذا بالمستقبل راح تواجه صعوبات بالولاده او علاقتها الزوجيه راح تسبب ضرر لها...,لا داعي للقلق فحالات التهدل عادة لا تشكل أي مشكلة ولا تؤثر على حياة الفرد وإن رافقها بعض الإزعاجات يتم تحديد والسيطرة عليها بسهولة ولكن هذا يعتمد على درجة ارتجاع الصمام وطبيبها المعالج يمكنه تحديد ذلك بعد الفحص,"السؤال: دكتور اختي عمرها ٣٢ سنه غير متزوجه وتعاني من ارتجاع بالصمام المترالي حابه اعرف طرق علاجه وبستفسر اذا بالمستقبل راح تواجه صعوبات بالولاده او علاقتها الزوجيه راح تسبب ضرر لها...
الإجابة: لا داعي للقلق فحالات التهدل عادة لا تشكل أي مشكلة ولا تؤثر على حياة الفرد وإن رافقها بعض الإزعاجات يتم تحديد والسيطرة عليها بسهولة ولكن هذا يعتمد على درجة ارتجاع الصمام وطبيبها المعالج يمكنه تحديد ذلك بعد الفحص",دكتور اختي عمرها 32 سنه غير متزوجه وتعاني من ارتجاع بالصمام المترالي حابه اعرف طرق علاجه وبستفسر اذا بالمستقبل راح تواجه صعوبات بالولاده او علاقتها الزوجيه راح تسبب ضرر لها.,لا داعي للقلق فحالات التهدل عاده لا تشكل اي مشكله ولا توثر علي حياه الفرد وان رافقها بعض الازعاجات يتم تحديد والسيطره عليها بسهوله ولكن هذا يعتمد علي درجه ارتجاع الصمام وطبيبها المعالج يمكنه تحديد ذلك بعد الفحص,"السؤال: دكتور اختي عمرها 32 سنه غير متزوجه وتعاني من ارتجاع بالصمام المترالي حابه اعرف طرق علاجه وبستفسر اذا بالمستقبل راح تواجه صعوبات بالولاده او علاقتها الزوجيه راح تسبب ضرر لها.
الإجابة: لا داعي للقلق فحالات التهدل عاده لا تشكل اي مشكله ولا توثر علي حياه الفرد وان رافقها بعض الازعاجات يتم تحديد والسيطره عليها بسهوله ولكن هذا يعتمد علي درجه ارتجاع الصمام وطبيبها المعالج يمكنه تحديد ذلك بعد الفحص",175,210,385,[],[],[],[],[],[],[]
ahd5k_03241,519385,graph_train,أمراض الجهاز التنفسي,respiratory system,اخي اصيب بحادث ونتج عنه اصابات بالرئتين واصيب بتلف بالرئتين ، هل من الممكن معالجتها ؟,نعم ولما لا فقط الوقت من يساعد,"السؤال: اخي اصيب بحادث ونتج عنه اصابات بالرئتين واصيب بتلف بالرئتين ، هل من الممكن معالجتها ؟
الإجابة: نعم ولما لا فقط الوقت من يساعد","اخي اصيب بحادث ونتج عنه اصابات بالريتين واصيب بتلف بالريتين , هل من الممكن معالجتها ?",نعم ولما لا فقط الوقت من يساعد,"السؤال: اخي اصيب بحادث ونتج عنه اصابات بالريتين واصيب بتلف بالريتين , هل من الممكن معالجتها ?
الإجابة: نعم ولما لا فقط الوقت من يساعد",85,30,115,[],[],[],[],[],[],[]
ahd5k_03242,238032,graph_train,إسعاف أولي,First aid,هل لدغة العقرب أو مربعانية بعد 12ساعة من لدغة تبين أن لا توجد اعراض ك احمرار وانتفاخ أو حرارة تكون لدغة غير قاتلة,معظم لسعات العقرب لا تحتاج إلى علاج طبي. ولكن إذا كانت الأعراض شديدة ، فقد تحتاج إلى تلقي الرعاية في المستشفى. قد يعطى لك المهدئات لتقلصات العضلات والعقاقير من خلال الوريد (عن طريق الوريد) لعلاج ارتفاع ضغط الدم والإثارة والألم.,"السؤال: هل لدغة العقرب أو مربعانية بعد 12ساعة من لدغة تبين أن لا توجد اعراض ك احمرار وانتفاخ أو حرارة تكون لدغة غير قاتلة
الإجابة: معظم لسعات العقرب لا تحتاج إلى علاج طبي. ولكن إذا كانت الأعراض شديدة ، فقد تحتاج إلى تلقي الرعاية في المستشفى. قد يعطى لك المهدئات لتقلصات العضلات والعقاقير من خلال الوريد (عن طريق الوريد) لعلاج ارتفاع ضغط الدم والإثارة والألم.",هل لدغه العقرب او مربعانيه بعد 12ساعه من لدغه تبين ان لا توجد اعراض ك احمرار وانتفاخ او حراره تكون لدغه غير قاتله,"معظم لسعات العقرب لا تحتاج الي علاج طبي. ولكن اذا كانت الاعراض شديده , فقد تحتاج الي تلقي الرعايه في المستشفي. قد يعطي لك المهديات لتقلصات العضلات والعقاقير من خلال الوريد (عن طريق الوريد) لعلاج ارتفاع ضغط الدم والاثاره والالم.","السؤال: هل لدغه العقرب او مربعانيه بعد 12ساعه من لدغه تبين ان لا توجد اعراض ك احمرار وانتفاخ او حراره تكون لدغه غير قاتله
الإجابة: معظم لسعات العقرب لا تحتاج الي علاج طبي. ولكن اذا كانت الاعراض شديده , فقد تحتاج الي تلقي الرعايه في المستشفي. قد يعطي لك المهديات لتقلصات العضلات والعقاقير من خلال الوريد (عن طريق الوريد) لعلاج ارتفاع ضغط الدم والاثاره والالم.",113,227,340,"[{""canonical"": ""ارتفاع ضغط الدم"", ""type"": ""disease"", ""matched_variant"": ""ارتفاع ضغط الدم"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}, {""canonical"": ""حمى"", ""type"": ""symptom"", ""matched_variant"": ""حراره"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]","[""ارتفاع ضغط الدم""]","[""حمى""]",[],[],[],[]
ahd5k_03243,286579,graph_train,أرجية حساسية,Allergic allergy,إبني عمر 6 سنوات و يعاني من حساسية الصدر أعطيه بخار الفنتولين و الأتروفين و شراب الزيلون .هل الفيس يفيد أم لا,غير واضح السؤال,"السؤال: إبني عمر 6 سنوات و يعاني من حساسية الصدر أعطيه بخار الفنتولين و الأتروفين و شراب الزيلون .هل الفيس يفيد أم لا
الإجابة: غير واضح السؤال",ابني عمر 6 سنوات و يعاني من حساسيه الصدر اعطيه بخار الفنتولين و الاتروفين و شراب الزيلون .هل الفيس يفيد ام لا,غير واضح السوال,"السؤال: ابني عمر 6 سنوات و يعاني من حساسيه الصدر اعطيه بخار الفنتولين و الاتروفين و شراب الزيلون .هل الفيس يفيد ام لا
الإجابة: غير واضح السوال",109,15,124,"[{""canonical"": ""حساسية"", ""type"": ""condition"", ""matched_variant"": ""حساسيه"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}, {""canonical"": ""ربو"", ""type"": ""disease"", ""matched_variant"": ""حساسيه الصدر"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]","[""ربو""]",[],[],[],[],"[""حساسية""]"
ahd5k_03244,114788,graph_train,علم الصيدلة,Pharmacology,انا اعمل ف المجال الطبي والدتي لها لقاح الكلب كل مرة اخد الجرعة ولكن بنسي اضعها ف تلج ولحد مااوصل للبيت بيكون عدي 4او 5ساعات مثلا ثم اضعها ف الثلاجة...,لا يتطلب حفظه أي تبريد. مع ذلك، يجب تبريد السائل - قبل 12 ساعة على الأقل من حل مسحوق اللقاح - في درجة حرارة بين 2-8°مئوية بحيث يصبح السائل والمسحوق الذي سيذاب فيه في نفس درجة الحرارة: اختلاف في درجة الحرارة أثناء عملية الحل يمكن أن ينقص من فعالية اللقاح، لا تقم بتجميده.,"السؤال: انا اعمل ف المجال الطبي والدتي لها لقاح الكلب كل مرة اخد الجرعة ولكن بنسي اضعها ف تلج ولحد مااوصل للبيت بيكون عدي 4او 5ساعات مثلا ثم اضعها ف الثلاجة...
الإجابة: لا يتطلب حفظه أي تبريد. مع ذلك، يجب تبريد السائل - قبل 12 ساعة على الأقل من حل مسحوق اللقاح - في درجة حرارة بين 2-8°مئوية بحيث يصبح السائل والمسحوق الذي سيذاب فيه في نفس درجة الحرارة: اختلاف في درجة الحرارة أثناء عملية الحل يمكن أن ينقص من فعالية اللقاح، لا تقم بتجميده.",انا اعمل ف المجال الطبي والدتي لها لقاح الكلب كل مره اخد الجرعه ولكن بنسي اضعها ف تلج ولحد مااوصل للبيت بيكون عدي 4او 5ساعات مثلا ثم اضعها ف الثلاجه.,"لا يتطلب حفظه اي تبريد. مع ذلك, يجب تبريد السايل - قبل 12 ساعه علي الاقل من حل مسحوق اللقاح - في درجه حراره بين 2-8°ميويه بحيث يصبح السايل والمسحوق الذي سيذاب فيه في نفس درجه الحراره: اختلاف في درجه الحراره اثناء عمليه الحل يمكن ان ينقص من فعاليه اللقاح, لا تقم بتجميده.","السؤال: انا اعمل ف المجال الطبي والدتي لها لقاح الكلب كل مره اخد الجرعه ولكن بنسي اضعها ف تلج ولحد مااوصل للبيت بيكون عدي 4او 5ساعات مثلا ثم اضعها ف الثلاجه.
الإجابة: لا يتطلب حفظه اي تبريد. مع ذلك, يجب تبريد السايل - قبل 12 ساعه علي الاقل من حل مسحوق اللقاح - في درجه حراره بين 2-8°ميويه بحيث يصبح السايل والمسحوق الذي سيذاب فيه في نفس درجه الحراره: اختلاف في درجه الحراره اثناء عمليه الحل يمكن ان ينقص من فعاليه اللقاح, لا تقم بتجميده.",151,270,421,"[{""canonical"": ""حمى"", ""type"": ""symptom"", ""matched_variant"": ""حراره"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}, {""canonical"": ""جرعة"", ""type"": ""treatment"", ""matched_variant"": ""الجرعه"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],"[""حمى""]","[""جرعة""]",[],[],[]
ahd5k_03245,769291,graph_train,أمراض الجهاز التنفسي,respiratory system,ما هو سبب وجود ماء في الرئه,فإن كنت تقصد بالمياه على الرئة هو تجمع سائل في غشاء الجنب، أي خارج الرئة والسائل يكون بين الرئة والجنب فإن هناك أسبابا كثيرة: - قصور القلب، أي أن يكون هناك ضعف في عضلة القلب. - الروماتيزم نفسه مثل مرض الروماتويد يسبب أيضا ماء داخل الجنب. - نقص البومين الدم. - التهاب غشاء الجنب أو أحيانا الالتهاب السلي للجنب. - أورام في الصدر أو في الثدي. - مرض السل أما طرق الوقاية منه فهي في الحقيقة علاج السبب نفسه، فإن كان التهابا في غشاء الجنب فيجب أن يتم ذلك بالمضادات الحيوية أو علاج قصور القلب أو علاج الروماتيزم؛ لذا مهم جدا متابعة الطبيب لمعرفة السبب وعلاجه.,"السؤال: ما هو سبب وجود ماء في الرئه
الإجابة: فإن كنت تقصد بالمياه على الرئة هو تجمع سائل في غشاء الجنب، أي خارج الرئة والسائل يكون بين الرئة والجنب فإن هناك أسبابا كثيرة: - قصور القلب، أي أن يكون هناك ضعف في عضلة القلب. - الروماتيزم نفسه مثل مرض الروماتويد يسبب أيضا ماء داخل الجنب. - نقص البومين الدم. - التهاب غشاء الجنب أو أحيانا الالتهاب السلي للجنب. - أورام في الصدر أو في الثدي. - مرض السل أما طرق الوقاية منه فهي في الحقيقة علاج السبب نفسه، فإن كان التهابا في غشاء الجنب فيجب أن يتم ذلك بالمضادات الحيوية أو علاج قصور القلب أو علاج الروماتيزم؛ لذا مهم جدا متابعة الطبيب لمعرفة السبب وعلاجه.",ما هو سبب وجود ماء في الريه,"فان كنت تقصد بالمياه علي الريه هو تجمع سايل في غشاء الجنب, اي خارج الريه والسايل يكون بين الريه والجنب فان هناك اسبابا كثيره: - قصور القلب, اي ان يكون هناك ضعف في عضله القلب. - الروماتيزم نفسه مثل مرض الروماتويد يسبب ايضا ماء داخل الجنب. - نقص البومين الدم. - التهاب غشاء الجنب او احيانا الالتهاب السلي للجنب. - اورام في الصدر او في الثدي. - مرض السل اما طرق الوقايه منه فهي في الحقيقه علاج السبب نفسه, فان كان التهابا في غشاء الجنب فيجب ان يتم ذلك بالمضادات الحيويه او علاج قصور القلب او علاج الروماتيزم; لذا مهم جدا متابعه الطبيب لمعرفه السبب وعلاجه.","السؤال: ما هو سبب وجود ماء في الريه
الإجابة: فان كنت تقصد بالمياه علي الريه هو تجمع سايل في غشاء الجنب, اي خارج الريه والسايل يكون بين الريه والجنب فان هناك اسبابا كثيره: - قصور القلب, اي ان يكون هناك ضعف في عضله القلب. - الروماتيزم نفسه مثل مرض الروماتويد يسبب ايضا ماء داخل الجنب. - نقص البومين الدم. - التهاب غشاء الجنب او احيانا الالتهاب السلي للجنب. - اورام في الصدر او في الثدي. - مرض السل اما طرق الوقايه منه فهي في الحقيقه علاج السبب نفسه, فان كان التهابا في غشاء الجنب فيجب ان يتم ذلك بالمضادات الحيويه او علاج قصور القلب او علاج الروماتيزم; لذا مهم جدا متابعه الطبيب لمعرفه السبب وعلاجه.",27,552,579,"[{""canonical"": ""التهاب"", ""type"": ""condition"", ""matched_variant"": ""التهاب"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}, {""canonical"": ""القلب"", ""type"": ""anatomy"", ""matched_variant"": ""القلب"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],[],[],[],"[""القلب""]","[""التهاب""]"
ahd5k_03246,753738,graph_train,الامراض المعدية,Infectious,هل مدة اربعة اشهر وعشرة ايام كافيه لعمل تحليل لل HIV وفي حالة سلبية التحليل هل هذه المده كافيه لاستبعاد كابوس الاصابه بفيروس HIV ?وهل وجود أرقام في التحليل رغم...,نعم كافية وسلبية التحليل لا تترك معنى لاي شيء آخر لا تدع القلق والوسواس يتمكن منك قم بعمل الفحص وعند سلبيته اترك القلق جانبا وكن حريصا في علاقاتك الجنسية والوقاية مهمة جداً,"السؤال: هل مدة اربعة اشهر وعشرة ايام كافيه لعمل تحليل لل HIV وفي حالة سلبية التحليل هل هذه المده كافيه لاستبعاد كابوس الاصابه بفيروس HIV ?وهل وجود أرقام في التحليل رغم...
الإجابة: نعم كافية وسلبية التحليل لا تترك معنى لاي شيء آخر لا تدع القلق والوسواس يتمكن منك قم بعمل الفحص وعند سلبيته اترك القلق جانبا وكن حريصا في علاقاتك الجنسية والوقاية مهمة جداً",هل مده اربعه اشهر وعشره ايام كافيه لعمل تحليل لل hiv وفي حاله سلبيه التحليل هل هذه المده كافيه لاستبعاد كابوس الاصابه بفيروس hiv ?وهل وجود ارقام في التحليل رغم.,نعم كافيه وسلبيه التحليل لا تترك معني لاي شيء اخر لا تدع القلق والوسواس يتمكن منك قم بعمل الفحص وعند سلبيته اترك القلق جانبا وكن حريصا في علاقاتك الجنسيه والوقايه مهمه جدا,"السؤال: هل مده اربعه اشهر وعشره ايام كافيه لعمل تحليل لل hiv وفي حاله سلبيه التحليل هل هذه المده كافيه لاستبعاد كابوس الاصابه بفيروس hiv ?وهل وجود ارقام في التحليل رغم.
الإجابة: نعم كافيه وسلبيه التحليل لا تترك معني لاي شيء اخر لا تدع القلق والوسواس يتمكن منك قم بعمل الفحص وعند سلبيته اترك القلق جانبا وكن حريصا في علاقاتك الجنسيه والوقايه مهمه جدا",162,172,334,"[{""canonical"": ""تحليل مخبري"", ""type"": ""test"", ""matched_variant"": ""تحليل"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}, {""canonical"": ""قلق"", ""type"": ""symptom"", ""matched_variant"": ""القلق"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]",[],"[""قلق""]",[],"[""تحليل مخبري""]",[],[]
ahd5k_03247,692629,eval_test,علم السموم,toxicology,هل دواء انافرونيل يظهر فى تحليل المخدرات فى عينة الدم والبول,يحتوي الانافرانيل على الكللوميبرامين وهو يستخدم لعلاج الاكتئاب وهذه الدواء يطرح بالبول بنسبة 60 % ويحتاج مدة 3 ايام تقريبا ليتم خروج نصف كمية الدواء من الجسم,"السؤال: هل دواء انافرونيل يظهر فى تحليل المخدرات فى عينة الدم والبول
الإجابة: يحتوي الانافرانيل على الكللوميبرامين وهو يستخدم لعلاج الاكتئاب وهذه الدواء يطرح بالبول بنسبة 60 % ويحتاج مدة 3 ايام تقريبا ليتم خروج نصف كمية الدواء من الجسم",هل دواء انافرونيل يظهر في تحليل المخدرات في عينه الدم والبول,يحتوي الانافرانيل علي الكللوميبرامين وهو يستخدم لعلاج الاكتياب وهذه الدواء يطرح بالبول بنسبه 60 % ويحتاج مده 3 ايام تقريبا ليتم خروج نصف كميه الدواء من الجسم,"السؤال: هل دواء انافرونيل يظهر في تحليل المخدرات في عينه الدم والبول
الإجابة: يحتوي الانافرانيل علي الكللوميبرامين وهو يستخدم لعلاج الاكتياب وهذه الدواء يطرح بالبول بنسبه 60 % ويحتاج مده 3 ايام تقريبا ليتم خروج نصف كميه الدواء من الجسم",60,157,217,"[{""canonical"": ""دواء"", ""type"": ""treatment"", ""matched_variant"": ""دواء"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}, {""canonical"": ""تحليل مخبري"", ""type"": ""test"", ""matched_variant"": ""تحليل"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}, {""canonical"": ""اكتئاب"", ""type"": ""disease"", ""matched_variant"": ""الاكتياب"", ""hint_strength"": ""weak"", ""final_graph_entity"": false}]","[""اكتئاب""]",[],"[""دواء""]","[""تحليل مخبري""]",[],[]
ahd5k_03248,611127,graph_train,جراحة العظام,Orthopaedic Surgery,كيف يتم علاج اعوجاج ابهام القدم بدون جراحة مع العلم انه اعوجاج بسيط في بدايته,يمكن تصليح الاعوجاج ظاهريا باستعمال toe spreader,"السؤال: كيف يتم علاج اعوجاج ابهام القدم بدون جراحة مع العلم انه اعوجاج بسيط في بدايته
الإجابة: يمكن تصليح الاعوجاج ظاهريا باستعمال toe spreader",كيف يتم علاج اعوجاج ابهام القدم بدون جراحه مع العلم انه اعوجاج بسيط في بدايته,يمكن تصليح الاعوجاج ظاهريا باستعمال toe spreader,"السؤال: كيف يتم علاج اعوجاج ابهام القدم بدون جراحه مع العلم انه اعوجاج بسيط في بدايته
الإجابة: يمكن تصليح الاعوجاج ظاهريا باستعمال toe spreader",77,48,125,[],[],[],[],[],[],[]
ahd5k_03249,432433,graph_train,أمراض الغدد الصماء,Endocrine,عندي هاشميتو واخذت ثايروكسين وصار التحاليل اوك بس انا انقص وزني كتير وصرت نحيفه وداىما ااصابع يدي وقدمي تنميل مستمر,يجب التأكد دائما ان فحص الدم سليم. اذا كان الفحص في المستوى الطبيعي فلا يجب ان يكون هناك أي مشاكل او اعراض من الغدة,"السؤال: عندي هاشميتو واخذت ثايروكسين وصار التحاليل اوك بس انا انقص وزني كتير وصرت نحيفه وداىما ااصابع يدي وقدمي تنميل مستمر
الإجابة: يجب التأكد دائما ان فحص الدم سليم. اذا كان الفحص في المستوى الطبيعي فلا يجب ان يكون هناك أي مشاكل او اعراض من الغدة",عندي هاشميتو واخذت ثايروكسين وصار التحاليل اوك بس انا انقص وزني كتير وصرت نحيفه ودايما ااصابع يدي وقدمي تنميل مستمر,يجب التاكد دايما ان فحص الدم سليم. اذا كان الفحص في المستوي الطبيعي فلا يجب ان يكون هناك اي مشاكل او اعراض من الغده,"السؤال: عندي هاشميتو واخذت ثايروكسين وصار التحاليل اوك بس انا انقص وزني كتير وصرت نحيفه ودايما ااصابع يدي وقدمي تنميل مستمر
الإجابة: يجب التاكد دايما ان فحص الدم سليم. اذا كان الفحص في المستوي الطبيعي فلا يجب ان يكون هناك اي مشاكل او اعراض من الغده",115,115,230,[],[],[],[],[],[],[]
