query_id,query,reference_answer,removed_claim,verifier_status,support_score,question_relevance,query_concept_coverage,failed_checks,deterministic_audit_class,requires_human_adjudication,citations,cited_evidence,verifier_reason
entitygtv1_032,حصل لي إلتهاب مكان الضرس المخلوع لكن مع ايام شفيت الحمدلله و الأن قررت المضمضة بيروكسيد الهيدروجين ماء اكسجيني 10٪؜ لكن خفت ان يترك لي اثار جانبية او يضر مكان...,ما سبب استخدامك لهذه المضمضه ...يجب ان لا تستخدمها استخدم مضمضه عاديه وابتعد عن هذه,لا يُنصح باستخدام مضمضة بيروكسيد الهيدروجين 10٪ بعد شفاء التهاب موقع الضرس المخلوع، لأن ذلك قد يسبب آثاراً جانبية أو ضرراً للمكان.,unsupported,0.105263,0.707585,0.8,anatomy_mismatch|number_mismatch|support_below_weak_threshold,mixed_relevance_and_support_or_safety_failure,yes,E1,E1: ما سبب استخدامك لهذه المضمضه ...يجب ان لا تستخدمها استخدم مضمضه عاديه وابتعد عن هذه,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_033,دوخه و دوار بسيط لمده شهرين بدون فقدان التوازن و عندما اقود السياره اشعر ان السيارات تتحرك وهي واقفه تحاليل الدم و الحديد و ب12 كلها سليمه,"يجب عليك التاكد من عدم وجود التهاب بالاذن الوسطي
الدوخه والدوار قد تكون لهدا السبب وجود التهابات بالاذن الوسطي",الدوخة والدوار قد تكون ناتجة عن التهاب في الأذن الوسطى.,unsupported,0.714286,0.814514,0.333333,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: يجب عليك التاكد من عدم وجود التهاب بالاذن الوسطي الدوخه والدوار قد تكون لهدا السبب وجود التهابات بالاذن الوسطي,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_034,صعوبة التنفس,"ضيق التنفس
هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين.
وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه.
أهم اسباب ضيق النفس:
قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم
إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية :
- تورم الوجه أو الزور
- حكة أو ارتكاريا
فالحالة على الارجح
تفاعل حساسية / العوار / الربو الشعبي
إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق
إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية :
- دوار خفيف
- خوف شديد مفاجيء.
- تنميل بالشفاه أو اليدين.
- عرق.
- سرعة ضربات القلب
فالتشخيص على الارجح
اضطراب الذعر
إذا بدات تشعر بقصر النفس مؤخرآ +
وتشعر باي من الاعراض التالية:
- حرارة فوق 37.4 درجة مؤية.
- بلغم أصفر أة أخضر.
- ألم بالصدر اثناء التنفس.
فالتشخيص الراجح:
عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر بأي من الاعراض التالية:
- حمى.
- عرق غزير بالليل.
- فقدان الشهية.
- سعال مع دم.
- إصابة سابقة بالسل.
فالتشخيص الراجح:
ورم رئوي / خراج رئوي أو سل / سرطان الرئة
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر باي من الاعراض التالية:
- قصر النفس أو السعال يزداد سوءآ عند الرقاد.
- تورم الساقين.
- إصابة سابقة بمرض القلب
فالتشخيص الراجح:هبوط القلب الاحتقاني
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
واصابك قصر النفس أثناء نشاط و سعال مصحوب ببلغم لمدة 3 شهور على الاقل
الالتهاب الشعبي المزمن / الانتفاخ الرئوي
إذا كان ضيق النفس مصحوبة بتزييق بالصدر
فالتشخيص الراجح:
تزييق الصدر / الربو الشعبي
إذا كنت بدينآ
زيادة الوزن والسمنة قد تكون السبب",صعوبة التنفس تشير إلى ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بأعراض أخرى.,unsupported,0.615385,0.882049,1.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: ضيق التنفس هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين. وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه. أهم اسباب ضيق النفس: قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية : - تورم الوجه أو الزور - حكة أو ارتكاريا فالحالة على الارجح تفاعل حساسية / العوار / الربو الشعبي إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية : - دوار خفيف - خوف شديد مفاجيء. - تنميل بالشفاه أو اليدين. - عرق. - سرعة ضربات القلب فالتشخيص على الارجح اضطراب الذعر إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر باي من الاعراض التالية: - حرارة فوق 37.4 درجة مؤية. - بلغم أصفر أة أخضر. - ألم بالصدر اثناء التنفس. فالتشخيص الراجح: عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد إذا كن...,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_034,صعوبة التنفس,"ضيق التنفس
هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين.
وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه.
أهم اسباب ضيق النفس:
قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم
إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية :
- تورم الوجه أو الزور
- حكة أو ارتكاريا
فالحالة على الارجح
تفاعل حساسية / العوار / الربو الشعبي
إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق
إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية :
- دوار خفيف
- خوف شديد مفاجيء.
- تنميل بالشفاه أو اليدين.
- عرق.
- سرعة ضربات القلب
فالتشخيص على الارجح
اضطراب الذعر
إذا بدات تشعر بقصر النفس مؤخرآ +
وتشعر باي من الاعراض التالية:
- حرارة فوق 37.4 درجة مؤية.
- بلغم أصفر أة أخضر.
- ألم بالصدر اثناء التنفس.
فالتشخيص الراجح:
عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر بأي من الاعراض التالية:
- حمى.
- عرق غزير بالليل.
- فقدان الشهية.
- سعال مع دم.
- إصابة سابقة بالسل.
فالتشخيص الراجح:
ورم رئوي / خراج رئوي أو سل / سرطان الرئة
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر باي من الاعراض التالية:
- قصر النفس أو السعال يزداد سوءآ عند الرقاد.
- تورم الساقين.
- إصابة سابقة بمرض القلب
فالتشخيص الراجح:هبوط القلب الاحتقاني
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
واصابك قصر النفس أثناء نشاط و سعال مصحوب ببلغم لمدة 3 شهور على الاقل
الالتهاب الشعبي المزمن / الانتفاخ الرئوي
إذا كان ضيق النفس مصحوبة بتزييق بالصدر
فالتشخيص الراجح:
تزييق الصدر / الربو الشعبي
إذا كنت بدينآ
زيادة الوزن والسمنة قد تكون السبب",أسباب صعوبة التنفس تشمل قصور عضلة القلب، الربو، النوبة القلبية، الاسترواح الصدري، وفقر الدم.,unsupported,0.857143,0.882049,1.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: ضيق التنفس هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين. وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه. أهم اسباب ضيق النفس: قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية : - تورم الوجه أو الزور - حكة أو ارتكاريا فالحالة على الارجح تفاعل حساسية / العوار / الربو الشعبي إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية : - دوار خفيف - خوف شديد مفاجيء. - تنميل بالشفاه أو اليدين. - عرق. - سرعة ضربات القلب فالتشخيص على الارجح اضطراب الذعر إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر باي من الاعراض التالية: - حرارة فوق 37.4 درجة مؤية. - بلغم أصفر أة أخضر. - ألم بالصدر اثناء التنفس. فالتشخيص الراجح: عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد إذا كن...,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_034,صعوبة التنفس,"ضيق التنفس
هو عبارة عن تنفس مجهد وسريع أو عدم القدرة على استنشاق الهواء أو اخراجه من الرئتين.
وفي الغالبية العظمى من الحالات تنبيء هذه الحالة عن ضرورة طلب العناية الطبية خاصة إذا كانت مصحوبة بالم في الصدر أو تورم في الوجه.
أهم اسباب ضيق النفس:
قصور عضلة القلب/ الربو الشعبي / النوبة القلبية / الاسترواح الصدري / فقر الدم
إذا بدات تشعر بقصر النفس مؤخرآ + وإذا كنت تشعر بأي من الاعراض التالية :
- تورم الوجه أو الزور
- حكة أو ارتكاريا
فالحالة على الارجح
تفاعل حساسية / العوار / الربو الشعبي
إذا بدات تشعر بقصر النفس مؤخرآ + واصبت بالم مفاجيء بالصدر أثناء التنفس بعمق واستمر بعد الاستراحة لبضع دقائق
إذا بدات تشعر بقصر النفس مؤخرآ + وتشعر بأي من الاعراض التالية :
- دوار خفيف
- خوف شديد مفاجيء.
- تنميل بالشفاه أو اليدين.
- عرق.
- سرعة ضربات القلب
فالتشخيص على الارجح
اضطراب الذعر
إذا بدات تشعر بقصر النفس مؤخرآ +
وتشعر باي من الاعراض التالية:
- حرارة فوق 37.4 درجة مؤية.
- بلغم أصفر أة أخضر.
- ألم بالصدر اثناء التنفس.
فالتشخيص الراجح:
عدوى بكتيرية / الانفلونزا / الالتهاب الرئوي / نزلة البرد
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر بأي من الاعراض التالية:
- حمى.
- عرق غزير بالليل.
- فقدان الشهية.
- سعال مع دم.
- إصابة سابقة بالسل.
فالتشخيص الراجح:
ورم رئوي / خراج رئوي أو سل / سرطان الرئة
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
وتشعر باي من الاعراض التالية:
- قصر النفس أو السعال يزداد سوءآ عند الرقاد.
- تورم الساقين.
- إصابة سابقة بمرض القلب
فالتشخيص الراجح:هبوط القلب الاحتقاني
إذا كنت مصاب بقصر مزمن في التنفس مع أو بدون سعال+
واصابك قصر النفس أثناء نشاط و سعال مصحوب ببلغم لمدة 3 شهور على الاقل
الالتهاب الشعبي المزمن / الانتفاخ الرئوي
إذا كان ضيق النفس مصحوبة بتزييق بالصدر
فالتشخيص الراجح:
تزييق الصدر / الربو الشعبي
إذا كنت بدينآ
زيادة الوزن والسمنة قد تكون السبب",إذا كانت صعوبة التنفس شديدة ومستمرة، يجب مراجعة الطبيب.,unsupported,0.714286,0.767857,1.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E4,E4: إذا كان صعوبة التنفس شديدة ومستمرة فعليك مراجعة طبيبك,No single cited evidence item passed all checks; best candidate: E4.
entitygtv1_035,هل مرض السرطان وراثي,معظم حالات السرطان ليست وراثية، ولهاأسباب متعددة، وحوالي ١٠-١٥٪ من السرطانات مثل القولون والثدي والرحم والمبيض والدم تكون عائلية ولها أسباب جينية.,معظم حالات السرطان ليست وراثية، وحوالي 10-15٪ من السرطانات مثل القولون والثدي والرحم والمبيض والدم تكون عائلية ولها أسباب جينية.,unsupported,1.0,1.0,1.0,number_mismatch,support_or_safety_failure,yes,E1,E1: معظم حالات السرطان ليست وراثية، ولهاأسباب متعددة، وحوالي ١٠-١٥٪ من السرطانات مثل القولون والثدي والرحم والمبيض والدم تكون عائلية ولها أسباب جينية.,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_035,هل مرض السرطان وراثي,معظم حالات السرطان ليست وراثية، ولهاأسباب متعددة، وحوالي ١٠-١٥٪ من السرطانات مثل القولون والثدي والرحم والمبيض والدم تكون عائلية ولها أسباب جينية.,5 إلى 10٪ من سرطان الثدي مرتبط بطفرة وراثية في جينات BRCA1 أو BRCA2.,unsupported,0.7,0.85,1.0,intent_mismatch|negation_mismatch,mixed_relevance_and_support_or_safety_failure,yes,E2,"E2: مرض السرطان ليس نوع واحد بل انواع متعددة حتى في العضو الواحد هناك انواع واشكال متعددة للبعض منها طابع وراثي لكن نسبته ليست عالية منها مثلا 5 الى 10 بالمئة من سرطان الثدي لديهم طفرة وراثية في جينات BRCA1, BRCA2 وحاملة هذه الطفرة لديها نسبة 85 بالمئة خطورة للاصابة بسرطان الثدي لذا ينصح بازالة الثديين في هذا النوع من المرضى كاجراء وقائي لكن لا نقوم بفحص الجميع للبحث عن هذه الطفرات الا في حالات معينة كوجود اكثر من حالة في العائلة الواحدة مثلا",No single cited evidence item passed all checks; best candidate: E2.
entitygtv1_037,انا بدي اضعف وزني ٦٤ وطولي ١٦٥ كان وزني ٥٥ ونصحت وكيف اتخلص من كرشه صغيره من الولاده القيصري مرتين صار عندي كرش صغير,تحفيف كمية الطعام تدريجيا والتركيز على الأغذيه قليلة السعرات الحرارية مثل الخضار وبعض المشروبات مثل الشاي الأخضر والقرفه وتناول كافة الاطعمه الصحيه بكميات قليله مع التمارين الرياضية وباستشارة اخصائية تغذيه,تحفيف كمية الطعام تدريجيا والتركيز على الأغذية قليلة السعرات الحرارية مثل الخضار وبعض المشروبات مثل الشاي الأخضر والقرفة وتناول كافة الأطعمة الصحية بكميات قليلة مع التمارين الرياضية,unsupported,1.0,0.65,0.0,claim_query_concept_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: تحفيف كمية الطعام تدريجيا والتركيز على الأغذيه قليلة السعرات الحرارية مثل الخضار وبعض المشروبات مثل الشاي الأخضر والقرفه وتناول كافة الاطعمه الصحيه بكميات قليله مع التمارين الرياضية وباستشارة اخصائية تغذيه,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_038,ابني ٨ اشهر و عندا حساسية الحليب و البيض و الرز و القمح و تناول حليب الصويا و بعد ساعتين تقيء و بعدها اسهال هل تحسس من حليب الصويا او...,نسبة كبيرة من الأطفال الذين يعانون من تحسس البروتين البقري في الحليب..يكون عندهم حساسية من الصويا.لكن هذا طبعاً لا يعني أن السبب هو الصويا.لابد من فحص الطفل أولاً.سلامته,قد يكون لديه تحسس من حليب الصويا,unsupported,0.8,0.65,0.0,claim_query_concept_mismatch|intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: نسبة كبيرة من الأطفال الذين يعانون من تحسس البروتين البقري في الحليب..يكون عندهم حساسية من الصويا.لكن هذا طبعاً لا يعني أن السبب هو الصويا.لابد من فحص الطفل أولاً.سلامته,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_040,التحليل النسيجي ورم من الثدي T3 G3N1M0 her2 neu +1مستقبلات الهرمون ايجابية،ماهي نسبة الشفاء التام وعدم عودة المرض ؟ لم تتم الجراحة بعد واللستئصال سيكون كلي ، العقد الابطية ٢,ما هي نسبة مؤشر لانتشار ki 67؟ اذا كان مرتفعا يمكن بدا العلاج بال chemotherapy لتجنب الاستئصال الكلي للثدي,نسبة البقاء على قيد الحياة لمدة 5 سنوات لمرضى سرطان الثدي HER2 إيجابي تبلغ تقريباً 98.8٪.,unsupported,0.5,0.42584,0.285714,intent_mismatch|negation_mismatch|number_mismatch,mixed_relevance_and_support_or_safety_failure,yes,E3,E3: عند تشخيص مرض سرطان الثدي وعمل خزعة يتم اختبار الأنسجة لوجود مستقبلات لبعض الهرمونات مثل الإستروجين والبروجيسترون وعوامل نمو مستقبلات معينة مثل (HER2) من أجل تحديد نوع سرطان الثدي وبالتالي توجيه العلاج المناسب حسب الحالة لزيادة فرصة نجاح العلاج والنجاة من المرض حيث يوجد علاجات معينة وخاصة لا يتم اللجوء إليها إلا في حال تم التأكد من تحليل HER2 موجب. وعلى الرغم من أنه لا يوجد دراسات محددة عن معدلات البقاء على قيد الحياة لسرطان الثدي موجب HER2 إلا أن التطور الطبي في علاج سرطان الثدي والعلاجات التي تستهدف هذه المستقبلات تزيد من فرص نجاح العلاج والنجاة من المرض، وبشكل عام فإن نسبة النجاة والبقاء على قيد الحياة لمدة 5 سنوات بعد الإصابة بسرطان الثدي الموضعي غير المنتشر خارج الثدي تساوي 98.8%. يفضل المتابعة مع الطبيب المختص واتباع جميع التعليمات والالتزم بعلاج سرطان الثدي المحدد من أجل الفائدة القصوى. للمزيد: الغذاء وسرطان الثدي اوميغا 3 وسرطان الثدي هل يعود المرض حتى بعد استئصال الثدي المرجع: HER2-Positive Breast Cancer Survival Rates and Other Statistics,No single cited evidence item passed all checks; best candidate: E3.
entitygtv1_041,ما هي اعراض الاصابة بمرض القلب وما هي اسبابه,أمراض القلب كثيرة ولكل منها سببه، ولا نعرف عن أي مرض تسأل هل عن ما يتعلق بالصمامات أو الشريين أو عضلة القلب أو أغشيته أو غير ذلك,أعراض الإصابة بمرض القلب تشمل ألمًا في الصدر وضيقًا في التنفس أو صعوبة في التنفس، دوخة أو إغماء، تسارع أو خفقان، إزرقاق الجلد، أو غير ذلك.,unsupported,0.588235,0.964286,1.0,anatomy_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E2,E2: أمراض القلب كثيرة ولكل منها أعراضه الخاصة فمنها ما يتصف بالألم وضيق التنفس أو صعوبته ومنها ما يظهر على شكل دوخة أو إغماء ومنها ما يتضمن تسارع أو خفقان أو إزرقاق الجلد أو غير ذلك,No single cited evidence item passed all checks; best candidate: E2.
entitygtv1_041,ما هي اعراض الاصابة بمرض القلب وما هي اسبابه,أمراض القلب كثيرة ولكل منها سببه، ولا نعرف عن أي مرض تسأل هل عن ما يتعلق بالصمامات أو الشريين أو عضلة القلب أو أغشيته أو غير ذلك,أسباب مرض القلب متعددة وتشمل مشاكل في الصمامات أو الشرايين أو عضلة القلب أو أغشيتها أو غير ذلك.,unsupported,0.416667,0.901786,0.333333,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E3,E3: أمراض القلب كثيرة ولكل منها سببه، ولا نعرف عن أي مرض تسأل هل عن ما يتعلق بالصمامات أو الشريين أو عضلة القلب أو أغشيته أو غير ذلك,No single cited evidence item passed all checks; best candidate: E3.
entitygtv1_042,قبل فترة اصبت بالتهاب في اللوزتين فاخذت اقراص ازيثرومايسين 500 ملغم عانيت من الاعراض التالية كثرة النبرز ويحتوي بقايا طعام وبهدها بفترة خفقان وبعدها تحسس بالجلد كلسع الحشرات,الأعراض السابقة هي من أكثر الأعراض الجانبية للإريثرومايسين شيوعاًً .. مما يدل على وجود حساسية لجسمك تجاه الإريثرومايسين .. أنصحك بالإبتعاد عن تناول هذا الدواء بدون إشراف طبي و زيارة الطبيب للتعرف على مدى الحساسية و أنواع المضادات الحيوية الأخرى التي يمكن تناولها بدلاً من الاريثرومايسين.,الاعراض التي ظهرت لديك (كثرة البراز، خفقان، وحساسية الجلد) هي من أكثر الأعراض الجانبية للإريثرومايسين شائعةً، ما يدل على وجود حساسية لجسمك تجاه هذا الدواء.,unsupported,0.526316,0.874811,0.444444,anatomy_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: الأعراض السابقة هي من أكثر الأعراض الجانبية للإريثرومايسين شيوعاًً .. مما يدل على وجود حساسية لجسمك تجاه الإريثرومايسين .. أنصحك بالإبتعاد عن تناول هذا الدواء بدون إشراف طبي و زيارة الطبيب للتعرف على مدى الحساسية و أنواع المضادات الحيوية الأخرى التي يمكن تناولها بدلاً من الاريثرومايسين.,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_043,"لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب.
كما أخبركم أني مريصة بالقلب (مشكل في صمامتين)",لا داعي للقلق لكن اسباب ذلك كثيرة وقد لا تكون متعلقة بحالتك السابقة وفي جميع الاحوال لا بد من فحص طبي سريري اولا لبيان خصائص الاعراض وللكشف عن العلامات المرافقة اولا,لا داعي للقلق,unsupported,1.0,0.75,0.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: لا داعي للقلق لكن اسباب ذلك كثيرة وقد لا تكون متعلقة بحالتك السابقة وفي جميع الاحوال لا بد من فحص طبي سريري اولا لبيان خصائص الاعراض وللكشف عن العلامات المرافقة اولا,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_043,"لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب.
كما أخبركم أني مريصة بالقلب (مشكل في صمامتين)",لا داعي للقلق لكن اسباب ذلك كثيرة وقد لا تكون متعلقة بحالتك السابقة وفي جميع الاحوال لا بد من فحص طبي سريري اولا لبيان خصائص الاعراض وللكشف عن العلامات المرافقة اولا,يجب إجراء فحص طبي سريري,unsupported,0.75,0.75,0.0,intent_mismatch|negation_mismatch,mixed_relevance_and_support_or_safety_failure,yes,E1,E1: لا داعي للقلق لكن اسباب ذلك كثيرة وقد لا تكون متعلقة بحالتك السابقة وفي جميع الاحوال لا بد من فحص طبي سريري اولا لبيان خصائص الاعراض وللكشف عن العلامات المرافقة اولا,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_044,اعاني من طنين بالاذن اليمين اثنا الليل,طنين الاذن قد يكون بسبب. شمع كثيف بالاذن الخارجية. او تصلب بعظمة الركاب. او التهاب بعصب السمع او التهاب الاذن الوسطي او الداخلية. ينصح بمتابعة طبيب الانف فقد تحتاج الي غسيل الاذن. او عمل مقياس للسمع او ضغط للسمع,طنين في الأذن اليمنى قد يكون نتيجة شمع كثيف في الأذن الخارجية أو التهاب في الأذن الوسطى أو التهاب في عصب السمع.,unsupported,0.75,0.886011,1.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: طنين الاذن قد يكون بسبب. شمع كثيف بالاذن الخارجية. او تصلب بعظمة الركاب. او التهاب بعصب السمع او التهاب الاذن الوسطي او الداخلية. ينصح بمتابعة طبيب الانف فقد تحتاج الي غسيل الاذن. او عمل مقياس للسمع او ضغط للسمع,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_044,اعاني من طنين بالاذن اليمين اثنا الليل,طنين الاذن قد يكون بسبب. شمع كثيف بالاذن الخارجية. او تصلب بعظمة الركاب. او التهاب بعصب السمع او التهاب الاذن الوسطي او الداخلية. ينصح بمتابعة طبيب الانف فقد تحتاج الي غسيل الاذن. او عمل مقياس للسمع او ضغط للسمع,ينصح بزيارة طبيب أنف وأذن للقيام بغسيل الأذن أو فحص السمع.,unsupported,0.5,0.886011,0.0,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: طنين الاذن قد يكون بسبب. شمع كثيف بالاذن الخارجية. او تصلب بعظمة الركاب. او التهاب بعصب السمع او التهاب الاذن الوسطي او الداخلية. ينصح بمتابعة طبيب الانف فقد تحتاج الي غسيل الاذن. او عمل مقياس للسمع او ضغط للسمع,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_045,اعاني من الخوف وحالات هلع وقلة النوم وتقطعه هل علاج 5htp مفيد لحالتي وهل له اعراض جانبيه او اعراض انسحابيه,(5-Hydroxytryptophan) لم يتم ترخيصه عالميا من قبل وكالة الأغذية و الدواء لعلاج نوبات الهلع و القلق و الاكتئاب كذلك لا توجد دراسات واسعة موثقة تؤكد فعالية هذا العلاج.. الدراسات الموثقة و المنتشرة عالميا تشجع استخدام الادوية المثبطة لامتصاص السيروتنين SSRI بالاضافة للعلاج النفسي,5‑HTP لم يُصنَّف عالميًا كعلاج لنوبات الهلع أو القلق، ولا توجد دراسات واسعة تثبت فعاليته.,unsupported,0.5,0.75,0.142857,intent_mismatch,evidence_supported_but_query_relevance_gate_failed,yes,E1,E1: (5-Hydroxytryptophan) لم يتم ترخيصه عالميا من قبل وكالة الأغذية و الدواء لعلاج نوبات الهلع و القلق و الاكتئاب كذلك لا توجد دراسات واسعة موثقة تؤكد فعالية هذا العلاج.. الدراسات الموثقة و المنتشرة عالميا تشجع استخدام الادوية المثبطة لامتصاص السيروتنين SSRI بالاضافة للعلاج النفسي,No single cited evidence item passed all checks; best candidate: E1.
entitygtv1_047,"تمت علاقة جنسية سطحية مع خطيبي فقط احتكاك الاعضاء ببعضهما وملامستهم لبعضهما البعض ولكن دون ايلاج ودون قذف وفي وضع الوقوف ف اليوم الذي يلي الدورة الشهرية
هل يحدث حمل؟...","الوقت غير مناسب للحمل. والحمل لا يتم إلافي وقت الإباضة، ايام الاباضة المتوقعة تكون تقريباً ب١٠-١٤ يوم قبل نزول الدوره القادمة(اول يوم من الدورة القادمة). فاذا كانت دورتك منتظمة  كل 28 يوم ،  فان افضل ايام  لحصول الحمل هي يوم ١٠،١٢،١٤،١٦ من بدايه الدورة.
ان الاباضة تحصل في يوم واحد من الايام المتوقعة ولكنها تبقى في قناة فالوب ومن ثم الرحم مده 48 ساعة, لذا اذا كان هناك رغبة بحصول حمل فينصح ان يكون الجماع بايام الاباضة المتوقعة.",الحمل غير ممكن في اليوم الذي يلي الدورة الشهرية، لأن الإباضة تحدث قبل 10-14 يوم من بداية الدورة التالية.,unsupported,0.5625,0.749038,0.5,intent_mismatch|number_mismatch,mixed_relevance_and_support_or_safety_failure,yes,E1,"E1: الوقت غير مناسب للحمل. والحمل لا يتم إلافي وقت الإباضة، ايام الاباضة المتوقعة تكون تقريباً ب١٠-١٤ يوم قبل نزول الدوره القادمة(اول يوم من الدورة القادمة). فاذا كانت دورتك منتظمة كل 28 يوم ، فان افضل ايام لحصول الحمل هي يوم ١٠،١٢،١٤،١٦ من بدايه الدورة. ان الاباضة تحصل في يوم واحد من الايام المتوقعة ولكنها تبقى في قناة فالوب ومن ثم الرحم مده 48 ساعة, لذا اذا كان هناك رغبة بحصول حمل فينصح ان يكون الجماع بايام الاباضة المتوقعة.",No single cited evidence item passed all checks; best candidate: E1.
